year,pgisced97,quintil_oecd,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Second Stage of Tertiary Education,1st Quintile,Not Employed,0.42240,49,98,0.32411,0.52070
1997,Second Stage of Tertiary Education,2nd Quintile,Full-Time Employment,0.49532,119,204,0.42654,0.56410
1997,Second Stage of Tertiary Education,2nd Quintile,Not Employed,0.40145,85,204,0.33401,0.46888
1997,Second Stage of Tertiary Education,3rd Quintile,Full-Time Employment,0.52059,186,269,0.46078,0.58041
1997,Second Stage of Tertiary Education,3rd Quintile,Not Employed,0.34640,83,269,0.28943,0.40336
1997,Second Stage of Tertiary Education,4th Quintile,Full-Time Employment,0.63389,293,434,0.58852,0.67927
1997,Second Stage of Tertiary Education,4th Quintile,Regular Part-Time Employment,0.10073,44,434,0.07238,0.12907
1997,Second Stage of Tertiary Education,4th Quintile,Not Employed,0.25145,97,434,0.21058,0.29231
1997,Second Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.70840,518,670,0.67396,0.74284
1997,Second Stage of Tertiary Education,5th Quintile,Regular Part-Time Employment,0.07730,46,670,0.05706,0.09754
1997,Second Stage of Tertiary Education,5th Quintile,Not Employed,0.20000,106,670,0.16969,0.23032
1998,Pre-primary Level,1st Quintile,Not Employed,0.96570,69,69,0.92244,1.00896
1998,Pre-primary Level,2nd Quintile,Not Employed,0.99024,75,75,0.96783,1.01264
1998,Pre-primary Level,3rd Quintile,Not Employed,0.94857,70,70,0.89645,1.00068
1998,Pre-primary Level,4th Quintile,Not Employed,0.95302,45,45,0.89049,1.01554
1998,Pre-primary Level,5th Quintile,Not Employed,0.91639,37,37,0.82597,1.00681
1998,Primary Level,1st Quintile,Full-Time Employment,0.23490,36,167,0.17041,0.29939
1998,Primary Level,1st Quintile,Not Employed,0.66533,131,167,0.59354,0.73711
1998,Primary Level,2nd Quintile,Not Employed,0.47026,53,53,0.33460,0.60592
1998,Primary Level,4th Quintile,Full-Time Employment,0.59956,32,32,0.42707,0.77205
1998,Lower Secondary Level,1st Quintile,Full-Time Employment,0.11439,113,618,0.08928,0.13950
1998,Lower Secondary Level,1st Quintile,Vocational Training,0.07061,70,618,0.05040,0.09083
1998,Lower Secondary Level,1st Quintile,Not Employed,0.76425,435,618,0.73075,0.79774
1998,Lower Secondary Level,2nd Quintile,Full-Time Employment,0.17456,127,507,0.14148,0.20763
1998,Lower Secondary Level,2nd Quintile,Vocational Training,0.08923,74,507,0.06439,0.11407
1998,Lower Secondary Level,2nd Quintile,Not Employed,0.66114,306,507,0.61989,0.70238
1998,Lower Secondary Level,3rd Quintile,Full-Time Employment,0.18661,117,445,0.15037,0.22285
1998,Lower Secondary Level,3rd Quintile,Regular Part-Time Employment,0.05767,33,445,0.03599,0.07935
1998,Lower Secondary Level,3rd Quintile,Vocational Training,0.09427,58,445,0.06709,0.12145
1998,Lower Secondary Level,3rd Quintile,Not Employed,0.63524,237,445,0.59047,0.68002
1998,Lower Secondary Level,4th Quintile,Full-Time Employment,0.25960,108,337,0.21272,0.30648
1998,Lower Secondary Level,4th Quintile,Vocational Training,0.10433,47,337,0.07165,0.13702
1998,Lower Secondary Level,4th Quintile,Not Employed,0.57199,182,337,0.51908,0.62490
1998,Lower Secondary Level,5th Quintile,Full-Time Employment,0.31527,63,155,0.24189,0.38866
1998,Lower Secondary Level,5th Quintile,Not Employed,0.50920,92,155,0.43024,0.58815
1998,Upper Secondary Level,1st Quintile,Full-Time Employment,0.23335,314,1042,0.20766,0.25905
1998,Upper Secondary Level,1st Quintile,Regular Part-Time Employment,0.08448,80,1042,0.06759,0.10138
1998,Upper Secondary Level,1st Quintile,Not Employed,0.63915,648,1042,0.60997,0.66832
1998,Upper Secondary Level,2nd Quintile,Full-Time Employment,0.36285,556,1310,0.33680,0.38890
1998,Upper Secondary Level,2nd Quintile,Regular Part-Time Employment,0.08226,110,1310,0.06738,0.09715
1998,Upper Secondary Level,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.02316,37,1310,0.01501,0.03131
1998,Upper Secondary Level,2nd Quintile,Not Employed,0.52445,607,1310,0.49740,0.55151
1998,Upper Secondary Level,3rd Quintile,Full-Time Employment,0.39878,657,1342,0.37258,0.42499
1998,Upper Secondary Level,3rd Quintile,Regular Part-Time Employment,0.08753,122,1342,0.07240,0.10265
1998,Upper Secondary Level,3rd Quintile,Not Employed,0.48449,563,1342,0.45774,0.51124
1998,Upper Secondary Level,4th Quintile,Full-Time Employment,0.51428,774,1313,0.48724,0.54133
1998,Upper Secondary Level,4th Quintile,Regular Part-Time Employment,0.09180,125,1313,0.07618,0.10743
1998,Upper Secondary Level,4th Quintile,Not Employed,0.36766,414,1313,0.34157,0.39375
1998,Upper Secondary Level,5th Quintile,Full-Time Employment,0.51733,604,1022,0.48668,0.54798
1998,Upper Secondary Level,5th Quintile,Regular Part-Time Employment,0.08537,92,1022,0.06823,0.10251
1998,Upper Secondary Level,5th Quintile,Not Employed,0.36334,326,1022,0.33384,0.39284
1998,Post-secondary Non-tertiary Level,1st Quintile,Not Employed,0.57420,45,45,0.42809,0.72030
1998,Post-secondary Non-tertiary Level,2nd Quintile,Full-Time Employment,0.55432,34,34,0.38473,0.72391
1998,Post-secondary Non-tertiary Level,3rd Quintile,Full-Time Employment,0.46644,45,45,0.31903,0.61385
1998,Post-secondary Non-tertiary Level,4th Quintile,Full-Time Employment,0.68932,85,85,0.59036,0.78829
1998,Post-secondary Non-tertiary Level,5th Quintile,Full-Time Employment,0.65504,63,63,0.53671,0.77337
1998,First Stage of Tertiary Education,1st Quintile,Not Employed,0.62321,31,31,0.44980,0.79661
1998,First Stage of Tertiary Education,2nd Quintile,Full-Time Employment,0.50263,70,117,0.41164,0.59362
1998,First Stage of Tertiary Education,2nd Quintile,Not Employed,0.43122,47,117,0.34109,0.52135
1998,First Stage of Tertiary Education,3rd Quintile,Full-Time Employment,0.53522,91,144,0.45347,0.61697
1998,First Stage of Tertiary Education,3rd Quintile,Not Employed,0.39410,53,144,0.31400,0.47419
1998,First Stage of Tertiary Education,4th Quintile,Full-Time Employment,0.63255,133,178,0.56152,0.70358
1998,First Stage of Tertiary Education,4th Quintile,Not Employed,0.28740,45,178,0.22073,0.35407
1998,First Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.58672,126,126,0.50039,0.67304
1998,Second Stage of Tertiary Education,1st Quintile,Full-Time Employment,0.35265,46,93,0.25502,0.45029
1998,Second Stage of Tertiary Education,1st Quintile,Not Employed,0.43548,47,93,0.33417,0.53680
1998,Second Stage of Tertiary Education,2nd Quintile,Full-Time Employment,0.38873,99,174,0.31609,0.46137
1998,Second Stage of Tertiary Education,2nd Quintile,Not Employed,0.48099,75,174,0.40654,0.55545
1998,Second Stage of Tertiary Education,3rd Quintile,Full-Time Employment,0.54462,177,301,0.48826,0.60097
1998,Second Stage of Tertiary Education,3rd Quintile,Regular Part-Time Employment,0.09396,31,301,0.06095,0.12698
1998,Second Stage of Tertiary Education,3rd Quintile,Not Employed,0.33713,93,301,0.28363,0.39062
1998,Second Stage of Tertiary Education,4th Quintile,Full-Time Employment,0.62199,279,419,0.57550,0.66847
1998,Second Stage of Tertiary Education,4th Quintile,Regular Part-Time Employment,0.08882,38,419,0.06155,0.11610
1998,Second Stage of Tertiary Education,4th Quintile,Not Employed,0.27825,102,419,0.23529,0.32121
1998,Second Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.66856,498,677,0.63307,0.70404
1998,Second Stage of Tertiary Education,5th Quintile,Regular Part-Time Employment,0.09068,52,677,0.06903,0.11232
1998,Second Stage of Tertiary Education,5th Quintile,Not Employed,0.22584,127,677,0.19432,0.25736
1999,Pre-primary Level,1st Quintile,Not Employed,0.92679,66,66,0.86347,0.99012
1999,Pre-primary Level,2nd Quintile,Not Employed,0.90804,83,83,0.84549,0.97058
1999,Pre-primary Level,3rd Quintile,Not Employed,0.84393,50,50,0.74231,0.94555
1999,Pre-primary Level,4th Quintile,Not Employed,0.72750,36,36,0.57999,0.87501
1999,Pre-primary Level,5th Quintile,Not Employed,0.88383,52,52,0.79589,0.97177
1999,Primary Level,1st Quintile,Full-Time Employment,0.18500,31,157,0.12407,0.24594
1999,Primary Level,1st Quintile,Not Employed,0.65777,126,157,0.58332,0.73222
1999,Primary Level,2nd Quintile,Full-Time Employment,0.37483,36,91,0.27482,0.47484
1999,Primary Level,2nd Quintile,Not Employed,0.47141,55,91,0.36828,0.57454
1999,Primary Level,3rd Quintile,Not Employed,0.42593,36,36,0.26211,0.58975
1999,Lower Secondary Level,1st Quintile,Full-Time Employment,0.13272,130,703,0.10762,0.15782
1999,Lower Secondary Level,1st Quintile,Regular Part-Time Employment,0.04358,34,703,0.02847,0.05868
1999,Lower Secondary Level,1st Quintile,Vocational Training,0.08868,87,703,0.06765,0.10971
1999,Lower Secondary Level,1st Quintile,Not Employed,0.69133,452,703,0.65716,0.72551
1999,Lower Secondary Level,2nd Quintile,Full-Time Employment,0.14845,125,559,0.11895,0.17795
1999,Lower Secondary Level,2nd Quintile,Vocational Training,0.08420,71,559,0.06116,0.10724
1999,Lower Secondary Level,2nd Quintile,Not Employed,0.69583,363,559,0.65766,0.73401
1999,Lower Secondary Level,3rd Quintile,Full-Time Employment,0.20018,126,448,0.16308,0.23727
1999,Lower Secondary Level,3rd Quintile,Vocational Training,0.10899,68,448,0.08010,0.13788
1999,Lower Secondary Level,3rd Quintile,Not Employed,0.61768,254,448,0.57263,0.66273
1999,Lower Secondary Level,4th Quintile,Full-Time Employment,0.25321,107,366,0.20860,0.29782
1999,Lower Secondary Level,4th Quintile,Regular Part-Time Employment,0.08283,37,366,0.05455,0.11110
1999,Lower Secondary Level,4th Quintile,Vocational Training,0.08612,36,366,0.05734,0.11491
1999,Lower Secondary Level,4th Quintile,Not Employed,0.56177,186,366,0.51087,0.61267
1999,Lower Secondary Level,5th Quintile,Full-Time Employment,0.28576,77,192,0.22169,0.34983
1999,Lower Secondary Level,5th Quintile,Not Employed,0.52701,115,192,0.45621,0.59782
1999,Upper Secondary Level,1st Quintile,Full-Time Employment,0.25758,371,1199,0.23281,0.28234
1999,Upper Secondary Level,1st Quintile,Regular Part-Time Employment,0.07209,87,1199,0.05744,0.08674
1999,Upper Secondary Level,1st Quintile,"Marginal, Irregular Part-Time Employment",0.03995,58,1199,0.02886,0.05104
1999,Upper Secondary Level,1st Quintile,Not Employed,0.60588,683,1199,0.57821,0.63355
1999,Upper Secondary Level,2nd Quintile,Full-Time Employment,0.38535,675,1531,0.36096,0.40973
1999,Upper Secondary Level,2nd Quintile,Regular Part-Time Employment,0.07065,121,1531,0.05781,0.08349
1999,Upper Secondary Level,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.04299,67,1531,0.03283,0.05316
1999,Upper Secondary Level,2nd Quintile,Not Employed,0.48947,668,1531,0.46443,0.51452
1999,Upper Secondary Level,3rd Quintile,Full-Time Employment,0.40945,720,1511,0.38465,0.43425
1999,Upper Secondary Level,3rd Quintile,Regular Part-Time Employment,0.10427,156,1511,0.08885,0.11968
1999,Upper Secondary Level,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.02703,44,1511,0.01885,0.03521
1999,Upper Secondary Level,3rd Quintile,Not Employed,0.44718,591,1511,0.42210,0.47226
1999,Upper Secondary Level,4th Quintile,Full-Time Employment,0.51150,793,1412,0.48542,0.53758
1999,Upper Secondary Level,4th Quintile,Regular Part-Time Employment,0.08857,126,1412,0.07374,0.10339
1999,Upper Secondary Level,4th Quintile,"Marginal, Irregular Part-Time Employment",0.02285,37,1412,0.01505,0.03065
1999,Upper Secondary Level,4th Quintile,Not Employed,0.36849,456,1412,0.34332,0.39366
1999,Upper Secondary Level,5th Quintile,Full-Time Employment,0.52633,668,1180,0.49783,0.55483
1999,Upper Secondary Level,5th Quintile,Regular Part-Time Employment,0.09617,119,1180,0.07934,0.11299
1999,Upper Secondary Level,5th Quintile,"Marginal, Irregular Part-Time Employment",0.02607,35,1180,0.01698,0.03517
1999,Upper Secondary Level,5th Quintile,Not Employed,0.34454,358,1180,0.31741,0.37166
1999,Post-secondary Non-tertiary Level,1st Quintile,Not Employed,0.45078,39,39,0.29258,0.60899
1999,Post-secondary Non-tertiary Level,2nd Quintile,Full-Time Employment,0.34219,32,70,0.23024,0.45414
1999,Post-secondary Non-tertiary Level,2nd Quintile,Not Employed,0.48264,38,70,0.36474,0.60055
1999,Post-secondary Non-tertiary Level,3rd Quintile,Full-Time Employment,0.62046,58,58,0.49448,0.74644
1999,Post-secondary Non-tertiary Level,4th Quintile,Full-Time Employment,0.72377,99,99,0.63524,0.81230
1999,Post-secondary Non-tertiary Level,5th Quintile,Full-Time Employment,0.55216,75,75,0.43886,0.66546
1999,First Stage of Tertiary Education,1st Quintile,Not Employed,0.62814,41,41,0.47836,0.77791
1999,First Stage of Tertiary Education,2nd Quintile,Full-Time Employment,0.50374,75,124,0.41538,0.59211
1999,First Stage of Tertiary Education,2nd Quintile,Not Employed,0.43001,49,124,0.34252,0.51751
1999,First Stage of Tertiary Education,3rd Quintile,Full-Time Employment,0.54273,120,178,0.46934,0.61613
1999,First Stage of Tertiary Education,3rd Quintile,Not Employed,0.38529,58,178,0.31359,0.45698
1999,First Stage of Tertiary Education,4th Quintile,Full-Time Employment,0.56504,129,210,0.49783,0.63226
1999,First Stage of Tertiary Education,4th Quintile,Regular Part-Time Employment,0.13821,32,210,0.09142,0.18501
1999,First Stage of Tertiary Education,4th Quintile,Not Employed,0.28810,49,210,0.22670,0.34950
1999,First Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.65509,137,137,0.57520,0.73498
1999,Second Stage of Tertiary Education,1st Quintile,Full-Time Employment,0.30922,44,107,0.22124,0.39721
1999,Second Stage of Tertiary Education,1st Quintile,Not Employed,0.49688,63,107,0.40170,0.59207
1999,Second Stage of Tertiary Education,2nd Quintile,Full-Time Employment,0.47419,122,198,0.40446,0.54391
1999,Second Stage of Tertiary Education,2nd Quintile,Not Employed,0.39520,76,198,0.32693,0.46347
1999,Second Stage of Tertiary Education,3rd Quintile,Full-Time Employment,0.52145,197,321,0.46671,0.57618
1999,Second Stage of Tertiary Education,3rd Quintile,Not Employed,0.38977,124,321,0.33633,0.44320
1999,Second Stage of Tertiary Education,4th Quintile,Full-Time Employment,0.64029,318,460,0.59639,0.68420
1999,Second Stage of Tertiary Education,4th Quintile,Regular Part-Time Employment,0.10709,50,460,0.07880,0.13538
1999,Second Stage of Tertiary Education,4th Quintile,Not Employed,0.22353,92,460,0.18541,0.26164
1999,Second Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.69010,581,750,0.65698,0.72322
1999,Second Stage of Tertiary Education,5th Quintile,Regular Part-Time Employment,0.08156,56,750,0.06196,0.10116
1999,Second Stage of Tertiary Education,5th Quintile,Not Employed,0.19898,113,750,0.17039,0.22757
2000,Pre-primary Level,1st Quintile,Not Employed,0.96514,67,67,0.92089,1.00939
2000,Pre-primary Level,2nd Quintile,Not Employed,0.93913,66,66,0.88101,0.99726
2000,Pre-primary Level,3rd Quintile,Not Employed,0.89225,65,65,0.81628,0.96821
2000,Pre-primary Level,4th Quintile,Not Employed,0.93646,43,43,0.86269,1.01023
2000,Pre-primary Level,5th Quintile,Not Employed,0.80384,40,40,0.67922,0.92847
2000,Primary Level,1st Quintile,Not Employed,0.73267,85,85,0.63802,0.82731
2000,Primary Level,2nd Quintile,Not Employed,0.60408,41,41,0.45252,0.75563
2000,Lower Secondary Level,1st Quintile,Full-Time Employment,0.09057,89,663,0.06871,0.11244
2000,Lower Secondary Level,1st Quintile,Vocational Training,0.08169,77,663,0.06083,0.10255
2000,Lower Secondary Level,1st Quintile,Not Employed,0.74782,497,663,0.71474,0.78090
2000,Lower Secondary Level,2nd Quintile,Full-Time Employment,0.14260,101,481,0.11132,0.17388
2000,Lower Secondary Level,2nd Quintile,Regular Part-Time Employment,0.05583,32,481,0.03529,0.07636
2000,Lower Secondary Level,2nd Quintile,Vocational Training,0.10131,66,481,0.07431,0.12830
2000,Lower Secondary Level,2nd Quintile,Not Employed,0.65926,282,481,0.61686,0.70166
2000,Lower Secondary Level,3rd Quintile,Full-Time Employment,0.19276,76,320,0.14947,0.23605
2000,Lower Secondary Level,3rd Quintile,Vocational Training,0.17735,82,320,0.13543,0.21926
2000,Lower Secondary Level,3rd Quintile,Not Employed,0.54685,162,320,0.49223,0.60148
2000,Lower Secondary Level,4th Quintile,Full-Time Employment,0.28133,78,251,0.22559,0.33707
2000,Lower Secondary Level,4th Quintile,Vocational Training,0.14429,46,251,0.10074,0.18785
2000,Lower Secondary Level,4th Quintile,Not Employed,0.49083,127,251,0.42886,0.55280
2000,Lower Secondary Level,5th Quintile,Full-Time Employment,0.25036,43,115,0.17083,0.32988
2000,Lower Secondary Level,5th Quintile,Not Employed,0.52864,72,115,0.43700,0.62027
2000,Upper Secondary Level,1st Quintile,Full-Time Employment,0.23763,361,1280,0.21430,0.26095
2000,Upper Secondary Level,1st Quintile,Regular Part-Time Employment,0.06747,94,1280,0.05373,0.08122
2000,Upper Secondary Level,1st Quintile,"Marginal, Irregular Part-Time Employment",0.04247,56,1280,0.03141,0.05352
2000,Upper Secondary Level,1st Quintile,Not Employed,0.63546,769,1280,0.60908,0.66184
2000,Upper Secondary Level,2nd Quintile,Full-Time Employment,0.35970,633,1549,0.33579,0.38361
2000,Upper Secondary Level,2nd Quintile,Regular Part-Time Employment,0.06717,114,1549,0.05470,0.07964
2000,Upper Secondary Level,2nd Quintile,Vocational Training,0.01479,32,1549,0.00877,0.02080
2000,Upper Secondary Level,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.03201,50,1549,0.02324,0.04078
2000,Upper Secondary Level,2nd Quintile,Not Employed,0.52633,720,1549,0.50145,0.55120
2000,Upper Secondary Level,3rd Quintile,Full-Time Employment,0.41701,712,1487,0.39194,0.44208
2000,Upper Secondary Level,3rd Quintile,Regular Part-Time Employment,0.09497,143,1487,0.08006,0.10987
2000,Upper Secondary Level,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.02702,42,1487,0.01877,0.03526
2000,Upper Secondary Level,3rd Quintile,Not Employed,0.45537,590,1487,0.43005,0.48069
2000,Upper Secondary Level,4th Quintile,Full-Time Employment,0.48977,773,1416,0.46372,0.51581
2000,Upper Secondary Level,4th Quintile,Regular Part-Time Employment,0.08556,134,1416,0.07098,0.10013
2000,Upper Secondary Level,4th Quintile,"Marginal, Irregular Part-Time Employment",0.02965,50,1416,0.02081,0.03848
2000,Upper Secondary Level,4th Quintile,Not Employed,0.38597,459,1416,0.36060,0.41134
2000,Upper Secondary Level,5th Quintile,Full-Time Employment,0.50515,582,1092,0.47549,0.53482
2000,Upper Secondary Level,5th Quintile,Regular Part-Time Employment,0.09267,115,1092,0.07546,0.10988
2000,Upper Secondary Level,5th Quintile,"Marginal, Irregular Part-Time Employment",0.03051,35,1092,0.02031,0.04072
2000,Upper Secondary Level,5th Quintile,Not Employed,0.36401,360,1092,0.33546,0.39256
2000,Post-secondary Non-tertiary Level,1st Quintile,Full-Time Employment,0.33442,40,95,0.23904,0.42979
2000,Post-secondary Non-tertiary Level,1st Quintile,Not Employed,0.48754,55,95,0.38649,0.58859
2000,Post-secondary Non-tertiary Level,2nd Quintile,Full-Time Employment,0.47147,40,40,0.31480,0.62814
2000,Post-secondary Non-tertiary Level,3rd Quintile,Full-Time Employment,0.55584,63,97,0.45645,0.65524
2000,Post-secondary Non-tertiary Level,3rd Quintile,Not Employed,0.26178,34,97,0.17384,0.34971
2000,Post-secondary Non-tertiary Level,4th Quintile,Full-Time Employment,0.63164,101,101,0.53710,0.72619
2000,Post-secondary Non-tertiary Level,5th Quintile,Full-Time Employment,0.56521,94,128,0.47899,0.65143
2000,Post-secondary Non-tertiary Level,5th Quintile,Not Employed,0.31371,34,128,0.23301,0.39441
2000,First Stage of Tertiary Education,1st Quintile,Full-Time Employment,0.25000,43,109,0.16833,0.33167
2000,First Stage of Tertiary Education,1st Quintile,Not Employed,0.60984,66,109,0.51784,0.70184
2000,First Stage of Tertiary Education,2nd Quintile,Full-Time Employment,0.46873,117,199,0.39922,0.53824
2000,First Stage of Tertiary Education,2nd Quintile,Not Employed,0.39733,82,199,0.32917,0.46549
2000,First Stage of Tertiary Education,3rd Quintile,Full-Time Employment,0.50347,149,240,0.44008,0.56686
2000,First Stage of Tertiary Education,3rd Quintile,Not Employed,0.36422,91,240,0.30321,0.42523
2000,First Stage of Tertiary Education,4th Quintile,Full-Time Employment,0.57968,167,273,0.52102,0.63834
2000,First Stage of Tertiary Education,4th Quintile,Regular Part-Time Employment,0.11052,35,273,0.07326,0.14778
2000,First Stage of Tertiary Education,4th Quintile,Not Employed,0.29895,71,273,0.24455,0.35336
2000,First Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.58353,163,242,0.52129,0.64577
2000,First Stage of Tertiary Education,5th Quintile,Regular Part-Time Employment,0.15196,33,242,0.10664,0.19729
2000,First Stage of Tertiary Education,5th Quintile,Not Employed,0.23907,46,242,0.18522,0.29292
2000,Second Stage of Tertiary Education,1st Quintile,Full-Time Employment,0.27204,44,110,0.18850,0.35559
2000,Second Stage of Tertiary Education,1st Quintile,Not Employed,0.55618,66,110,0.46290,0.64945
2000,Second Stage of Tertiary Education,2nd Quintile,Full-Time Employment,0.41656,114,238,0.35380,0.47933
2000,Second Stage of Tertiary Education,2nd Quintile,Regular Part-Time Employment,0.14057,42,238,0.09632,0.18482
2000,Second Stage of Tertiary Education,2nd Quintile,Not Employed,0.43468,82,238,0.37157,0.49779
2000,Second Stage of Tertiary Education,3rd Quintile,Full-Time Employment,0.54183,213,339,0.48871,0.59495
2000,Second Stage of Tertiary Education,3rd Quintile,Not Employed,0.36572,126,339,0.31437,0.41706
2000,Second Stage of Tertiary Education,4th Quintile,Full-Time Employment,0.61307,321,482,0.56955,0.65660
2000,Second Stage of Tertiary Education,4th Quintile,Regular Part-Time Employment,0.12306,60,482,0.09371,0.15242
2000,Second Stage of Tertiary Education,4th Quintile,Not Employed,0.23504,101,482,0.19715,0.27294
2000,Second Stage of Tertiary Education,5th Quintile,Full-Time Employment,0.67092,616,827,0.63888,0.70296
2000,Second Stage of Tertiary Education,5th Quintile,Regular Part-Time Employment,0.10387,76,827,0.08307,0.12468
2000,Second Stage of Tertiary Education,5th Quintile,Not Employed,0.21388,135,827,0.18591,0.24184
2001,Pre-primary Level,1st Quintile,Not Employed,0.87112,103,103,0.80610,0.93615
2001,Pre-primary Level,2nd Quintile,Not Employed,0.87107,109,109,0.80787,0.93427
2001,Pre-primary Level,3rd Quintile,Not Employed,0.79686,81,81,0.70869,0.88503
2001,Pre-primary Level,4th Quintile,Not Employed,0.81618,89,89,0.73525,0.89711
2001,Pre-primary Level,5th Quintile,Not Employed,0.83088,80,80,0.74822,0.91354
2001,Primary Level,1st Quintile,Not Employed,0.78154,112,112,0.70467,0.85841
2001,Primary Level,2nd Quintile,Not Employed,0.62838,52,52,0.49575,0.76100
2001,Lower Secondary Level,1st Quintile,Full-Time Employment,0.11017,126,967,0.09043,0.12992
2001,Lower Secondary Level,1st Quintile,Regular Part-Time Employment,0.04533,49,967,0.03221,0.05845
2001,Lower Secondary Level,1st Quintile,Vocational Training,0.07993,96,967,0.06283,0.09703
2001,Lower Secondary Level,1st Quintile,Not Employed,0.72835,696,967,0.70030,0.75640
2001,Lower Secondary Level,2nd Quintile,Full-Time Employment,0.17239,142,779,0.14585,0.19893
2001,Lower Secondary Level,2nd Quintile,Regular Part-Time Employment,0.03797,39,779,0.02454,0.05140
2001,Lower Secondary Level,2nd Quintile,Vocational Training,0.11080,112,779,0.08874,0.13285
2001,Lower Secondary Level,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.03939,33,779,0.02573,0.05306
2001,Lower Secondary Level,2nd Quintile,Not Employed,0.63339,453,779,0.59953,0.66726
2001,Lower Secondary Level,3rd Quintile,Full-Time Employment,0.22294,135,576,0.18892,0.25696
2001,Lower Secondary Level,3rd Quintile,Regular Part-Time Employment,0.06893,44,576,0.04822,0.08963
2001,Lower Secondary Level,3rd Quintile,Vocational Training,0.12842,92,576,0.10108,0.15577
2001,Lower Secondary Level,3rd Quintile,Not Employed,0.55498,305,576,0.51436,0.59560
2001,Lower Secondary Level,4th Quintile,Full-Time Employment,0.22733,109,458,0.18891,0.26576
2001,Lower Secondary Level,4th Quintile,Regular Part-Time Employment,0.07571,35,458,0.05146,0.09996
2001,Lower Secondary Level,4th Quintile,Vocational Training,0.15617,81,458,0.12288,0.18945
2001,Lower Secondary Level,4th Quintile,Not Employed,0.53037,233,458,0.48461,0.57612
2001,Lower Secondary Level,5th Quintile,Full-Time Employment,0.27730,70,195,0.21431,0.34030
2001,Lower Secondary Level,5th Quintile,Not Employed,0.55123,125,195,0.48124,0.62122
2001,Upper Secondary Level,1st Quintile,Full-Time Employment,0.22796,510,2020,0.20966,0.24626
2001,Upper Secondary Level,1st Quintile,Regular Part-Time Employment,0.09199,173,2020,0.07938,0.10459
2001,Upper Secondary Level,1st Quintile,Vocational Training,0.03172,68,2020,0.02407,0.03936
2001,Upper Secondary Level,1st Quintile,"Marginal, Irregular Part-Time Employment",0.04585,89,2020,0.03673,0.05497
2001,Upper Secondary Level,1st Quintile,Not Employed,0.60248,1180,2020,0.58113,0.62383
2001,Upper Secondary Level,2nd Quintile,Full-Time Employment,0.36215,932,2489,0.34326,0.38103
2001,Upper Secondary Level,2nd Quintile,Regular Part-Time Employment,0.07648,215,2489,0.06604,0.08692
2001,Upper Secondary Level,2nd Quintile,Vocational Training,0.01423,45,2489,0.00957,0.01888
2001,Upper Secondary Level,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.03899,105,2489,0.03139,0.04660
2001,Upper Secondary Level,2nd Quintile,Not Employed,0.50756,1192,2489,0.48792,0.52721
2001,Upper Secondary Level,3rd Quintile,Full-Time Employment,0.41338,1138,2630,0.39455,0.43220
2001,Upper Secondary Level,3rd Quintile,Regular Part-Time Employment,0.09855,281,2630,0.08716,0.10994
2001,Upper Secondary Level,3rd Quintile,Vocational Training,0.01549,44,2630,0.01077,0.02021
2001,Upper Secondary Level,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.03091,89,2630,0.02429,0.03752
2001,Upper Secondary Level,3rd Quintile,Not Employed,0.44101,1078,2630,0.42203,0.45999
2001,Upper Secondary Level,4th Quintile,Full-Time Employment,0.50250,1267,2462,0.48275,0.52226
2001,Upper Secondary Level,4th Quintile,Regular Part-Time Employment,0.11255,290,2462,0.10006,0.12503
2001,Upper Secondary Level,4th Quintile,"Marginal, Irregular Part-Time Employment",0.02923,78,2462,0.02257,0.03588
2001,Upper Secondary Level,4th Quintile,Not Employed,0.34648,827,2462,0.32768,0.36528
2001,Upper Secondary Level,5th Quintile,Full-Time Employment,0.50435,988,1923,0.48199,0.52670
2001,Upper Secondary Level,5th Quintile,Regular Part-Time Employment,0.10097,215,1923,0.08750,0.11444
2001,Upper Secondary Level,5th Quintile,"Marginal, Irregular Part-Time Employment",0.02899,64,1923,0.02149,0.03649
2001,Upper Secondary Level,5th Quintile,Not Employed,0.35737,656,1923,0.33595,0.37880
2001,Post-secondary Non-tertiary Level,1st Quintile,Full-Time Employment,0.23697,41,126,0.16243,0.31152
2001,Post-secondary Non-tertiary Level,1st Quintile,Not Employed,0.51341,85,126,0.42579,0.60103
2001,Post-secondary Non-tertiary Level,2nd Quintile,Full-Time Employment,0.45555,84,158,0.37765,0.53346
2001,Post-secondary Non-tertiary Level,2nd Quintile,Not Employed,0.39303,74,158,0.31662,0.46943
2001,Post-secondary Non-tertiary Level,3rd Quintile,Full-Time Employment,0.49230,101,168,0.41648,0.56813
