year,pgisced97,sex,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1992,Upper Secondary Level,female,Vocational Training,0.01757,55,3287,0.01308,0.02206
1992,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.01654,60,3287,0.01218,0.02090
1992,Upper Secondary Level,female,Not Employed,0.51834,1546,3287,0.50125,0.53542
1992,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.50318,123,198,0.43336,0.57300
1992,Post-secondary Non-tertiary Level,male,Not Employed,0.38467,75,198,0.31673,0.45261
1992,Post-secondary Non-tertiary Level,female,Full-Time Employment,0.49685,77,139,0.41343,0.58028
1992,Post-secondary Non-tertiary Level,female,Not Employed,0.33878,62,139,0.25981,0.41775
1992,First Stage of Tertiary Education,male,Full-Time Employment,0.72255,378,482,0.68253,0.76256
1992,First Stage of Tertiary Education,male,Not Employed,0.24613,104,482,0.20763,0.28462
1992,First Stage of Tertiary Education,female,Full-Time Employment,0.34471,103,260,0.28683,0.40260
1992,First Stage of Tertiary Education,female,Regular Part-Time Employment,0.14988,48,260,0.10641,0.19336
1992,First Stage of Tertiary Education,female,Not Employed,0.45630,109,260,0.39564,0.51696
1992,Second Stage of Tertiary Education,male,Full-Time Employment,0.73051,684,875,0.70109,0.75992
1992,Second Stage of Tertiary Education,male,Not Employed,0.22092,191,875,0.19342,0.24843
1992,Second Stage of Tertiary Education,female,Full-Time Employment,0.50499,437,729,0.46867,0.54131
1992,Second Stage of Tertiary Education,female,Regular Part-Time Employment,0.14279,84,729,0.11737,0.16820
1992,Second Stage of Tertiary Education,female,Not Employed,0.32628,208,729,0.29222,0.36034
1993,Pre-primary Level,male,Not Employed,0.90323,78,78,0.83719,0.96926
1993,Pre-primary Level,female,Not Employed,0.98469,96,96,0.96001,1.00938
1993,Primary Level,male,Full-Time Employment,0.57288,158,242,0.51043,0.63534
1993,Primary Level,male,Not Employed,0.37652,84,242,0.31535,0.43769
1993,Primary Level,female,Full-Time Employment,0.25626,88,352,0.21059,0.30193
1993,Primary Level,female,Regular Part-Time Employment,0.07787,39,352,0.04983,0.10590
1993,Primary Level,female,Not Employed,0.63395,225,352,0.58355,0.68435
1993,Lower Secondary Level,male,Full-Time Employment,0.44034,485,933,0.40847,0.47221
1993,Lower Secondary Level,male,Vocational Training,0.16346,156,933,0.13972,0.18720
1993,Lower Secondary Level,male,Not Employed,0.38112,292,933,0.34994,0.41230
1993,Lower Secondary Level,female,Full-Time Employment,0.14019,317,1705,0.12371,0.15668
1993,Lower Secondary Level,female,Regular Part-Time Employment,0.09802,177,1705,0.08390,0.11214
1993,Lower Secondary Level,female,Vocational Training,0.04900,137,1705,0.03875,0.05925
1993,Lower Secondary Level,female,Not Employed,0.69233,1074,1705,0.67041,0.71424
1993,Upper Secondary Level,male,Full-Time Employment,0.63309,2302,3342,0.61674,0.64943
1993,Upper Secondary Level,male,Vocational Training,0.01605,66,3342,0.01179,0.02031
1993,Upper Secondary Level,male,Not Employed,0.33539,974,3342,0.31938,0.35140
1993,Upper Secondary Level,female,Full-Time Employment,0.28890,1089,3273,0.27337,0.30443
1993,Upper Secondary Level,female,Regular Part-Time Employment,0.14231,460,3273,0.13034,0.15428
1993,Upper Secondary Level,female,Vocational Training,0.01788,71,3273,0.01334,0.02243
1993,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.02793,89,3273,0.02228,0.03357
1993,Upper Secondary Level,female,Not Employed,0.52297,1564,3273,0.50586,0.54009
1993,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.56813,129,201,0.49948,0.63678
1993,Post-secondary Non-tertiary Level,male,Not Employed,0.32736,72,201,0.26232,0.39239
1993,Post-secondary Non-tertiary Level,female,Full-Time Employment,0.45426,77,135,0.36995,0.53856
1993,Post-secondary Non-tertiary Level,female,Not Employed,0.31801,58,135,0.23916,0.39686
1993,First Stage of Tertiary Education,male,Full-Time Employment,0.67933,341,463,0.63677,0.72189
1993,First Stage of Tertiary Education,male,Not Employed,0.30020,122,463,0.25840,0.34199
1993,First Stage of Tertiary Education,female,Full-Time Employment,0.36320,104,257,0.30429,0.42211
1993,First Stage of Tertiary Education,female,Regular Part-Time Employment,0.16088,49,257,0.11587,0.20589
1993,First Stage of Tertiary Education,female,Not Employed,0.42774,104,257,0.36713,0.48834
1993,Second Stage of Tertiary Education,male,Full-Time Employment,0.71536,675,877,0.68548,0.74524
1993,Second Stage of Tertiary Education,male,Not Employed,0.24011,202,877,0.21182,0.26840
1993,Second Stage of Tertiary Education,female,Full-Time Employment,0.48713,418,714,0.45045,0.52382
1993,Second Stage of Tertiary Education,female,Regular Part-Time Employment,0.15571,99,714,0.12910,0.18232
1993,Second Stage of Tertiary Education,female,Not Employed,0.32784,197,714,0.29339,0.36230
1994,Pre-primary Level,male,Not Employed,0.97260,103,103,0.94091,1.00428
1994,Pre-primary Level,female,Not Employed,0.94218,125,125,0.90110,0.98326
1994,Primary Level,male,Full-Time Employment,0.54048,136,218,0.47417,0.60679
1994,Primary Level,male,Not Employed,0.41150,82,218,0.34602,0.47697
1994,Primary Level,female,Full-Time Employment,0.23162,76,319,0.18525,0.27799
1994,Primary Level,female,Regular Part-Time Employment,0.08626,36,319,0.05541,0.11712
1994,Primary Level,female,Not Employed,0.64825,207,319,0.59577,0.70073
1994,Lower Secondary Level,male,Full-Time Employment,0.42020,422,845,0.38690,0.45350
1994,Lower Secondary Level,male,Vocational Training,0.15417,127,845,0.12980,0.17853
1994,Lower Secondary Level,male,Not Employed,0.40500,296,845,0.37188,0.43812
1994,Lower Secondary Level,female,Full-Time Employment,0.12053,266,1637,0.10475,0.13631
1994,Lower Secondary Level,female,Regular Part-Time Employment,0.08417,154,1637,0.07071,0.09762
1994,Lower Secondary Level,female,Vocational Training,0.03843,115,1637,0.02912,0.04775
1994,Lower Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.02251,38,1637,0.01532,0.02970
1994,Lower Secondary Level,female,Not Employed,0.73436,1064,1637,0.71295,0.75576
1994,Upper Secondary Level,male,Full-Time Employment,0.62199,2217,3293,0.60542,0.63855
1994,Upper Secondary Level,male,Vocational Training,0.01547,60,3293,0.01125,0.01968
1994,Upper Secondary Level,male,"Marginal, Irregular Part-Time Employment",0.00791,33,3293,0.00488,0.01093
1994,Upper Secondary Level,male,Not Employed,0.34508,983,3293,0.32884,0.36132
1994,Upper Secondary Level,female,Full-Time Employment,0.27246,1021,3247,0.25714,0.28778
1994,Upper Secondary Level,female,Regular Part-Time Employment,0.14193,451,3247,0.12993,0.15394
1994,Upper Secondary Level,female,Vocational Training,0.01691,71,3247,0.01247,0.02134
1994,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.02635,89,3247,0.02084,0.03186
1994,Upper Secondary Level,female,Not Employed,0.54235,1615,3247,0.52521,0.55949
1994,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.58226,128,203,0.51424,0.65027
1994,Post-secondary Non-tertiary Level,male,Not Employed,0.33014,75,203,0.26529,0.39500
1994,Post-secondary Non-tertiary Level,female,Full-Time Employment,0.42808,79,139,0.34552,0.51063
1994,Post-secondary Non-tertiary Level,female,Not Employed,0.33501,60,139,0.25626,0.41377
1994,First Stage of Tertiary Education,male,Full-Time Employment,0.63959,334,468,0.59604,0.68313
1994,First Stage of Tertiary Education,male,Not Employed,0.33360,134,468,0.29084,0.37637
1994,First Stage of Tertiary Education,female,Full-Time Employment,0.39552,115,257,0.33562,0.45541
1994,First Stage of Tertiary Education,female,Regular Part-Time Employment,0.16694,47,257,0.12125,0.21262
1994,First Stage of Tertiary Education,female,Not Employed,0.39171,95,257,0.33191,0.45150
1994,Second Stage of Tertiary Education,male,Full-Time Employment,0.71228,680,882,0.68238,0.74217
1994,Second Stage of Tertiary Education,male,Not Employed,0.24756,202,882,0.21906,0.27606
1994,Second Stage of Tertiary Education,female,Full-Time Employment,0.48409,417,717,0.44748,0.52070
1994,Second Stage of Tertiary Education,female,Regular Part-Time Employment,0.15250,105,717,0.12617,0.17884
1994,Second Stage of Tertiary Education,female,Not Employed,0.31499,195,717,0.28096,0.34901
1995,Pre-primary Level,male,Not Employed,0.94180,137,137,0.90246,0.98115
1995,Pre-primary Level,female,Not Employed,0.94693,137,137,0.90926,0.98461
1995,Primary Level,male,Full-Time Employment,0.52406,122,206,0.45569,0.59242
1995,Primary Level,male,Not Employed,0.42555,84,206,0.35786,0.49323
1995,Primary Level,female,Full-Time Employment,0.21200,67,311,0.16650,0.25750
1995,Primary Level,female,Regular Part-Time Employment,0.08232,33,311,0.05172,0.11292
1995,Primary Level,female,Not Employed,0.65432,211,311,0.60138,0.70726
1995,Lower Secondary Level,male,Full-Time Employment,0.42308,431,851,0.38987,0.45630
1995,Lower Secondary Level,male,Vocational Training,0.15946,143,851,0.13485,0.18408
1995,Lower Secondary Level,male,Not Employed,0.39974,277,851,0.36681,0.43267
1995,Lower Secondary Level,female,Full-Time Employment,0.11819,262,1623,0.10248,0.13391
1995,Lower Secondary Level,female,Regular Part-Time Employment,0.06821,129,1623,0.05594,0.08048
1995,Lower Secondary Level,female,Vocational Training,0.04400,112,1623,0.03402,0.05398
1995,Lower Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.03195,60,1623,0.02339,0.04050
1995,Lower Secondary Level,female,Not Employed,0.73764,1060,1623,0.71624,0.75905
1995,Upper Secondary Level,male,Full-Time Employment,0.60580,2237,3391,0.58935,0.62225
1995,Upper Secondary Level,male,Regular Part-Time Employment,0.01533,40,3391,0.01119,0.01946
1995,Upper Secondary Level,male,Vocational Training,0.01763,65,3391,0.01320,0.02206
1995,Upper Secondary Level,male,"Marginal, Irregular Part-Time Employment",0.01041,38,3391,0.00699,0.01383
1995,Upper Secondary Level,male,Not Employed,0.35083,1011,3391,0.33476,0.36689
1995,Upper Secondary Level,female,Full-Time Employment,0.27009,1049,3335,0.25502,0.28517
1995,Upper Secondary Level,female,Regular Part-Time Employment,0.14487,505,3335,0.13293,0.15682
1995,Upper Secondary Level,female,Vocational Training,0.01279,64,3335,0.00898,0.01660
1995,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.03385,107,3335,0.02772,0.03999
1995,Upper Secondary Level,female,Not Employed,0.53793,1610,3335,0.52101,0.55485
1995,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.61068,166,240,0.54886,0.67250
1995,Post-secondary Non-tertiary Level,male,Not Employed,0.33378,74,240,0.27399,0.39356
1995,Post-secondary Non-tertiary Level,female,Full-Time Employment,0.39184,82,206,0.32501,0.45866
1995,Post-secondary Non-tertiary Level,female,Regular Part-Time Employment,0.16872,34,206,0.11745,0.21999
1995,Post-secondary Non-tertiary Level,female,Not Employed,0.38241,90,206,0.31588,0.44894
1995,First Stage of Tertiary Education,male,Full-Time Employment,0.65725,345,463,0.61397,0.70053
1995,First Stage of Tertiary Education,male,Not Employed,0.31855,118,463,0.27607,0.36104
1995,First Stage of Tertiary Education,female,Full-Time Employment,0.35321,119,268,0.29588,0.41054
1995,First Stage of Tertiary Education,female,Regular Part-Time Employment,0.17859,53,268,0.13265,0.22453
1995,First Stage of Tertiary Education,female,Not Employed,0.43215,96,268,0.37273,0.49157
1995,Second Stage of Tertiary Education,male,Full-Time Employment,0.71668,721,919,0.68753,0.74583
1995,Second Stage of Tertiary Education,male,Not Employed,0.23028,198,919,0.20304,0.25751
1995,Second Stage of Tertiary Education,female,Full-Time Employment,0.45291,427,775,0.41784,0.48798
1995,Second Stage of Tertiary Education,female,Regular Part-Time Employment,0.17867,137,775,0.15168,0.20566
1995,Second Stage of Tertiary Education,female,Not Employed,0.32632,211,775,0.29329,0.35935
1996,Pre-primary Level,male,Not Employed,0.97401,134,134,0.94696,1.00105
1996,Pre-primary Level,female,Not Employed,0.95117,149,149,0.91645,0.98589
1996,Primary Level,male,Full-Time Employment,0.54818,113,194,0.47797,0.61840
1996,Primary Level,male,Not Employed,0.40821,81,194,0.33887,0.47755
1996,Primary Level,female,Full-Time Employment,0.18082,54,281,0.13574,0.22590
1996,Primary Level,female,Regular Part-Time Employment,0.12773,35,281,0.08863,0.16683
1996,Primary Level,female,Not Employed,0.66274,192,281,0.60736,0.71812
1996,Lower Secondary Level,male,Full-Time Employment,0.38929,382,801,0.35550,0.42308
1996,Lower Secondary Level,male,Vocational Training,0.16662,142,801,0.14079,0.19244
1996,Lower Secondary Level,male,Not Employed,0.42291,277,801,0.38868,0.45714
1996,Lower Secondary Level,female,Full-Time Employment,0.11071,237,1563,0.09515,0.12628
1996,Lower Secondary Level,female,Regular Part-Time Employment,0.07283,135,1563,0.05994,0.08571
1996,Lower Secondary Level,female,Vocational Training,0.04735,114,1563,0.03682,0.05789
1996,Lower Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.03090,49,1563,0.02232,0.03948
1996,Lower Secondary Level,female,Not Employed,0.73820,1028,1563,0.71640,0.76001
1996,Upper Secondary Level,male,Full-Time Employment,0.60034,2173,3308,0.58364,0.61703
1996,Upper Secondary Level,male,Regular Part-Time Employment,0.01674,47,3308,0.01237,0.02111
1996,Upper Secondary Level,male,Vocational Training,0.01575,63,3308,0.01151,0.01999
1996,Upper Secondary Level,male,Not Employed,0.35841,1025,3308,0.34206,0.37475
1996,Upper Secondary Level,female,Full-Time Employment,0.26115,987,3283,0.24612,0.27618
1996,Upper Secondary Level,female,Regular Part-Time Employment,0.15785,539,3283,0.14538,0.17033
1996,Upper Secondary Level,female,Vocational Training,0.00896,52,3283,0.00573,0.01218
1996,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.03291,114,3283,0.02681,0.03901
1996,Upper Secondary Level,female,Not Employed,0.53808,1591,3283,0.52103,0.55514
1996,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.62141,156,223,0.55760,0.68521
1996,Post-secondary Non-tertiary Level,male,Not Employed,0.28286,67,223,0.22362,0.34211
1996,Post-secondary Non-tertiary Level,female,Full-Time Employment,0.39968,95,221,0.33495,0.46441
1996,Post-secondary Non-tertiary Level,female,Regular Part-Time Employment,0.17696,37,221,0.12653,0.22739
1996,Post-secondary Non-tertiary Level,female,Not Employed,0.36360,89,221,0.30004,0.42717
1996,First Stage of Tertiary Education,male,Full-Time Employment,0.64952,343,462,0.60596,0.69307
1996,First Stage of Tertiary Education,male,Not Employed,0.32278,119,462,0.28010,0.36546
1996,First Stage of Tertiary Education,female,Full-Time Employment,0.35588,122,278,0.29950,0.41227
1996,First Stage of Tertiary Education,female,Regular Part-Time Employment,0.21626,63,278,0.16778,0.26475
1996,First Stage of Tertiary Education,female,Not Employed,0.39921,93,278,0.34153,0.45688
1996,Second Stage of Tertiary Education,male,Full-Time Employment,0.70453,712,924,0.67509,0.73396
1996,Second Stage of Tertiary Education,male,Not Employed,0.23758,212,924,0.21012,0.26504
1996,Second Stage of Tertiary Education,female,Full-Time Employment,0.44160,429,779,0.40671,0.47650
1996,Second Stage of Tertiary Education,female,Regular Part-Time Employment,0.17829,127,779,0.15140,0.20519
1996,Second Stage of Tertiary Education,female,Not Employed,0.34260,223,779,0.30925,0.37595
1997,Pre-primary Level,male,Not Employed,0.96961,150,150,0.94204,0.99717
1997,Pre-primary Level,female,Not Employed,0.94678,153,153,0.91110,0.98247
1997,Primary Level,male,Full-Time Employment,0.47425,93,183,0.40170,0.54680
1997,Primary Level,male,Not Employed,0.48800,90,183,0.41538,0.56062
1997,Primary Level,female,Full-Time Employment,0.21619,51,234,0.16333,0.26904
1997,Primary Level,female,Not Employed,0.65217,183,234,0.59101,0.71333
1997,Lower Secondary Level,male,Full-Time Employment,0.38041,364,813,0.34701,0.41380
1997,Lower Secondary Level,male,Vocational Training,0.15600,152,813,0.13105,0.18096
1997,Lower Secondary Level,male,Not Employed,0.43677,297,813,0.40265,0.47088
1997,Lower Secondary Level,female,Full-Time Employment,0.11698,224,1501,0.10071,0.13324
1997,Lower Secondary Level,female,Regular Part-Time Employment,0.07144,131,1501,0.05840,0.08447
1997,Lower Secondary Level,female,Vocational Training,0.04604,107,1501,0.03543,0.05664
1997,Lower Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.01637,32,1501,0.00995,0.02280
1997,Lower Secondary Level,female,Not Employed,0.74917,1007,1501,0.72724,0.77111
1997,Upper Secondary Level,male,Full-Time Employment,0.57801,2072,3239,0.56100,0.59502
1997,Upper Secondary Level,male,Regular Part-Time Employment,0.01468,36,3239,0.01053,0.01882
1997,Upper Secondary Level,male,Vocational Training,0.01206,42,3239,0.00830,0.01581
1997,Upper Secondary Level,male,"Marginal, Irregular Part-Time Employment",0.00912,33,3239,0.00584,0.01239
1997,Upper Secondary Level,male,Not Employed,0.38614,1056,3239,0.36937,0.40291
1997,Upper Secondary Level,female,Full-Time Employment,0.25083,960,3242,0.23591,0.26575
1997,Upper Secondary Level,female,Regular Part-Time Employment,0.15604,509,3242,0.14355,0.16854
1997,Upper Secondary Level,female,Vocational Training,0.00810,51,3242,0.00501,0.01118
1997,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.03617,119,3242,0.02974,0.04260
1997,Upper Secondary Level,female,Not Employed,0.54886,1603,3242,0.53173,0.56599
1997,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.65019,156,220,0.58702,0.71335
1997,Post-secondary Non-tertiary Level,male,Not Employed,0.26540,64,220,0.20692,0.32388
1997,Post-secondary Non-tertiary Level,female,Full-Time Employment,0.37228,91,202,0.30545,0.43911
1997,Post-secondary Non-tertiary Level,female,Regular Part-Time Employment,0.19206,33,202,0.13760,0.24652
1997,Post-secondary Non-tertiary Level,female,Not Employed,0.37338,78,202,0.30651,0.44025
1997,First Stage of Tertiary Education,male,Full-Time Employment,0.65644,341,463,0.61314,0.69974
1997,First Stage of Tertiary Education,male,Not Employed,0.31250,122,463,0.27024,0.35477
1997,First Stage of Tertiary Education,female,Full-Time Employment,0.35766,116,272,0.30059,0.41473
1997,First Stage of Tertiary Education,female,Regular Part-Time Employment,0.19767,60,272,0.15026,0.24509
1997,First Stage of Tertiary Education,female,Not Employed,0.41610,96,272,0.35742,0.47479
1997,Second Stage of Tertiary Education,male,Full-Time Employment,0.72114,725,925,0.69222,0.75005
1997,Second Stage of Tertiary Education,male,Not Employed,0.22557,200,925,0.19862,0.25252
1997,Second Stage of Tertiary Education,female,Full-Time Employment,0.46538,440,782,0.43040,0.50036
1997,Second Stage of Tertiary Education,female,Regular Part-Time Employment,0.17130,122,782,0.14487,0.19772
1997,Second Stage of Tertiary Education,female,Not Employed,0.33553,220,782,0.30242,0.36865
1998,Pre-primary Level,male,Not Employed,0.93240,154,154,0.89262,0.97218
1998,Pre-primary Level,female,Not Employed,0.95704,164,164,0.92592,0.98817
1998,Primary Level,male,Full-Time Employment,0.50079,91,174,0.42628,0.57530
1998,Primary Level,male,Not Employed,0.40803,83,174,0.33479,0.48126
1998,Primary Level,female,Full-Time Employment,0.19122,41,219,0.13902,0.24343
1998,Primary Level,female,Not Employed,0.66068,178,219,0.59783,0.72354
1998,Lower Secondary Level,male,Full-Time Employment,0.37111,373,902,0.33957,0.40266
1998,Lower Secondary Level,male,Vocational Training,0.17354,182,902,0.14881,0.19827
1998,Lower Secondary Level,male,Not Employed,0.43059,347,902,0.39826,0.46292
1998,Lower Secondary Level,female,Full-Time Employment,0.10323,216,1617,0.08840,0.11807
1998,Lower Secondary Level,female,Regular Part-Time Employment,0.06876,129,1617,0.05642,0.08110
1998,Lower Secondary Level,female,Vocational Training,0.04120,105,1617,0.03151,0.05089
1998,Lower Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.02273,46,1617,0.01546,0.02999
1998,Lower Secondary Level,female,Not Employed,0.76333,1121,1617,0.74261,0.78406
1998,Upper Secondary Level,male,Full-Time Employment,0.57271,2213,3515,0.55635,0.58906
1998,Upper Secondary Level,male,Regular Part-Time Employment,0.01829,52,3515,0.01386,0.02272
1998,Upper Secondary Level,male,Vocational Training,0.01550,51,3515,0.01142,0.01959
1998,Upper Secondary Level,male,"Marginal, Irregular Part-Time Employment",0.01268,38,3515,0.00898,0.01638
1998,Upper Secondary Level,male,Not Employed,0.38082,1161,3515,0.36477,0.39688
1998,Upper Secondary Level,female,Full-Time Employment,0.25091,1036,3508,0.23656,0.26525
1998,Upper Secondary Level,female,Regular Part-Time Employment,0.15877,551,3508,0.14667,0.17087
1998,Upper Secondary Level,female,Vocational Training,0.01077,60,3508,0.00735,0.01419
1998,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.02968,123,3508,0.02406,0.03529
1998,Upper Secondary Level,female,Not Employed,0.54988,1738,3508,0.53341,0.56634
1998,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.65701,166,222,0.59442,0.71960
1998,Post-secondary Non-tertiary Level,male,Not Employed,0.25536,56,222,0.19786,0.31285
1998,Post-secondary Non-tertiary Level,female,Full-Time Employment,0.41195,116,249,0.35069,0.47320
1998,Post-secondary Non-tertiary Level,female,Regular Part-Time Employment,0.19969,43,249,0.14993,0.24944
1998,Post-secondary Non-tertiary Level,female,Not Employed,0.33315,90,249,0.27449,0.39182
1998,First Stage of Tertiary Education,male,Full-Time Employment,0.67756,364,488,0.63604,0.71907
1998,First Stage of Tertiary Education,male,Not Employed,0.30520,124,488,0.26430,0.34610
1998,First Stage of Tertiary Education,female,Full-Time Employment,0.35563,129,309,0.30217,0.40909
1998,First Stage of Tertiary Education,female,Regular Part-Time Employment,0.19779,69,309,0.15330,0.24227
1998,First Stage of Tertiary Education,female,Not Employed,0.40788,111,309,0.35299,0.46276
1998,Second Stage of Tertiary Education,male,Full-Time Employment,0.69667,780,1064,0.66904,0.72431
1998,Second Stage of Tertiary Education,male,Regular Part-Time Employment,0.04198,33,1064,0.02992,0.05404
1998,Second Stage of Tertiary Education,male,Not Employed,0.24843,251,1064,0.22245,0.27440
1998,Second Stage of Tertiary Education,female,Full-Time Employment,0.45599,466,871,0.42290,0.48909
1998,Second Stage of Tertiary Education,female,Regular Part-Time Employment,0.17617,150,871,0.15086,0.20149
1998,Second Stage of Tertiary Education,female,Not Employed,0.34473,255,871,0.31315,0.37631
1999,Pre-primary Level,male,Not Employed,0.85417,141,141,0.79570,0.91263
1999,Pre-primary Level,female,Not Employed,0.88428,146,146,0.83222,0.93635
1999,Primary Level,male,Full-Time Employment,0.46034,79,160,0.38287,0.53781
1999,Primary Level,male,Not Employed,0.40277,81,160,0.32654,0.47901
1999,Primary Level,female,Full-Time Employment,0.22740,46,209,0.17044,0.28436
1999,Primary Level,female,Not Employed,0.60268,163,209,0.53618,0.66918
1999,Lower Secondary Level,male,Full-Time Employment,0.35967,358,851,0.32741,0.39194
1999,Lower Secondary Level,male,Vocational Training,0.18340,175,851,0.15738,0.20941
1999,Lower Secondary Level,male,Not Employed,0.41867,318,851,0.38551,0.45184
1999,Lower Secondary Level,female,Full-Time Employment,0.10645,207,1558,0.09113,0.12177
1999,Lower Secondary Level,female,Regular Part-Time Employment,0.06782,135,1558,0.05533,0.08031
1999,Lower Secondary Level,female,Vocational Training,0.04617,108,1558,0.03575,0.05660
1999,Lower Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.03893,56,1558,0.02932,0.04853
1999,Lower Secondary Level,female,Not Employed,0.73978,1052,1558,0.71799,0.76158
1999,Upper Secondary Level,male,Full-Time Employment,0.58158,2203,3465,0.56515,0.59801
1999,Upper Secondary Level,male,Regular Part-Time Employment,0.01944,55,3465,0.01484,0.02404
1999,Upper Secondary Level,male,Vocational Training,0.01022,37,3465,0.00687,0.01357
1999,Upper Secondary Level,male,"Marginal, Irregular Part-Time Employment",0.01414,51,3465,0.01021,0.01807
1999,Upper Secondary Level,male,Not Employed,0.37462,1119,3465,0.35850,0.39074
1999,Upper Secondary Level,female,Full-Time Employment,0.25874,1024,3466,0.24416,0.27332
1999,Upper Secondary Level,female,Regular Part-Time Employment,0.15709,554,3466,0.14497,0.16920
1999,Upper Secondary Level,female,Vocational Training,0.01447,61,3466,0.01050,0.01845
1999,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.04948,190,3466,0.04226,0.05671
1999,Upper Secondary Level,female,Not Employed,0.52022,1637,3466,0.50358,0.53685
1999,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.63844,162,216,0.57422,0.70266
1999,Post-secondary Non-tertiary Level,male,Not Employed,0.25730,54,216,0.19886,0.31573
1999,Post-secondary Non-tertiary Level,female,Full-Time Employment,0.42241,120,250,0.36106,0.48376
1999,Post-secondary Non-tertiary Level,female,Regular Part-Time Employment,0.15938,43,250,0.11391,0.20484
1999,Post-secondary Non-tertiary Level,female,Not Employed,0.34859,87,250,0.28940,0.40778
1999,First Stage of Tertiary Education,male,Full-Time Employment,0.68862,358,475,0.64694,0.73031
1999,First Stage of Tertiary Education,male,Not Employed,0.28862,117,475,0.24782,0.32941
1999,First Stage of Tertiary Education,female,Full-Time Employment,0.34305,132,315,0.29054,0.39556
1999,First Stage of Tertiary Education,female,Regular Part-Time Employment,0.21081,74,315,0.16570,0.25593
1999,First Stage of Tertiary Education,female,Not Employed,0.40658,109,315,0.35225,0.46091
1999,Second Stage of Tertiary Education,male,Full-Time Employment,0.71104,800,1033,0.68339,0.73870
1999,Second Stage of Tertiary Education,male,Not Employed,0.23907,233,1033,0.21305,0.26509
1999,Second Stage of Tertiary Education,female,Full-Time Employment,0.45240,462,846,0.41884,0.48596
1999,Second Stage of Tertiary Education,female,Regular Part-Time Employment,0.16820,149,846,0.14298,0.19342
1999,Second Stage of Tertiary Education,female,Not Employed,0.32619,235,846,0.29458,0.35780
2000,Pre-primary Level,male,Not Employed,0.89705,213,213,0.85614,0.93796
2000,Pre-primary Level,female,Not Employed,0.89251,233,233,0.85265,0.93237
2000,Primary Level,male,Full-Time Employment,0.41915,65,149,0.33966,0.49865
2000,Primary Level,male,Not Employed,0.45813,84,149,0.37786,0.53841
2000,Primary Level,female,Not Employed,0.74193,174,174,0.67673,0.80714
2000,Lower Secondary Level,male,Full-Time Employment,0.34809,390,1117,0.32014,0.37604
2000,Lower Secondary Level,male,Vocational Training,0.21658,281,1117,0.19241,0.24075
2000,Lower Secondary Level,male,Not Employed,0.39597,446,1117,0.36728,0.42466
2000,Lower Secondary Level,female,Full-Time Employment,0.09020,240,2394,0.07872,0.10168
2000,Lower Secondary Level,female,Regular Part-Time Employment,0.08431,218,2394,0.07318,0.09545
2000,Lower Secondary Level,female,Vocational Training,0.05499,178,2394,0.04586,0.06412
2000,Lower Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.03426,86,2394,0.02697,0.04155
2000,Lower Secondary Level,female,Not Employed,0.73518,1672,2394,0.71750,0.75286
2000,Upper Secondary Level,male,Full-Time Employment,0.58073,3780,6267,0.56851,0.59295
2000,Upper Secondary Level,male,Regular Part-Time Employment,0.01843,92,6267,0.01510,0.02177
2000,Upper Secondary Level,male,Vocational Training,0.01330,93,6267,0.01047,0.01614
2000,Upper Secondary Level,male,"Marginal, Irregular Part-Time Employment",0.01552,85,6267,0.01246,0.01858
2000,Upper Secondary Level,male,Not Employed,0.37184,2217,6267,0.35988,0.38381
2000,Upper Secondary Level,female,Full-Time Employment,0.24084,1639,6531,0.23047,0.25121
2000,Upper Secondary Level,female,Regular Part-Time Employment,0.16799,1169,6531,0.15892,0.17706
2000,Upper Secondary Level,female,Vocational Training,0.01280,102,6531,0.01008,0.01553
2000,Upper Secondary Level,female,"Marginal, Irregular Part-Time Employment",0.05287,355,6531,0.04744,0.05830
2000,Upper Secondary Level,female,Not Employed,0.52549,3266,6531,0.51338,0.53760
2000,Post-secondary Non-tertiary Level,male,Full-Time Employment,0.65768,344,470,0.61474,0.70063
2000,Post-secondary Non-tertiary Level,male,Not Employed,0.25883,126,470,0.21919,0.29847
