year,quintil_oecd,sampreg,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,2nd Quintile,East,Vocational Training,0.02917,43,1037,0.01892,0.03941
1995,2nd Quintile,East,Not Employed,0.57044,511,1037,0.54029,0.60058
1995,3rd Quintile,West,Full-Time Employment,0.39674,854,1866,0.37454,0.41895
1995,3rd Quintile,West,Regular Part-Time Employment,0.08281,167,1866,0.07030,0.09532
1995,3rd Quintile,West,Vocational Training,0.02610,66,1866,0.01887,0.03334
1995,3rd Quintile,West,"Marginal, Irregular Part-Time Employment",0.03070,65,1866,0.02287,0.03852
1995,3rd Quintile,West,Not Employed,0.46365,714,1866,0.44102,0.48628
1995,3rd Quintile,East,Full-Time Employment,0.51546,477,854,0.48192,0.54900
1995,3rd Quintile,East,Regular Part-Time Employment,0.05293,56,854,0.03791,0.06796
1995,3rd Quintile,East,Vocational Training,0.03428,36,854,0.02207,0.04649
1995,3rd Quintile,East,Not Employed,0.39442,285,854,0.36162,0.42721
1995,4th Quintile,West,Full-Time Employment,0.47835,1059,1990,0.45640,0.50031
1995,4th Quintile,West,Regular Part-Time Employment,0.09509,190,1990,0.08220,0.10798
1995,4th Quintile,West,Vocational Training,0.02599,57,1990,0.01900,0.03299
1995,4th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02334,44,1990,0.01671,0.02998
1995,4th Quintile,West,Not Employed,0.37722,640,1990,0.35592,0.39852
1995,4th Quintile,East,Full-Time Employment,0.64651,442,666,0.61017,0.68284
1995,4th Quintile,East,Regular Part-Time Employment,0.05213,37,666,0.03524,0.06903
1995,4th Quintile,East,Vocational Training,0.03583,31,666,0.02171,0.04996
1995,4th Quintile,East,Not Employed,0.25510,156,666,0.22197,0.28823
1995,5th Quintile,West,Full-Time Employment,0.58008,1288,2139,0.55916,0.60101
1995,5th Quintile,West,Regular Part-Time Employment,0.07911,173,2139,0.06767,0.09055
1995,5th Quintile,West,Vocational Training,0.01366,34,2139,0.00874,0.01858
1995,5th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02178,43,2139,0.01559,0.02797
1995,5th Quintile,West,Not Employed,0.30537,601,2139,0.28584,0.32489
1995,5th Quintile,East,Full-Time Employment,0.70508,236,304,0.65374,0.75643
1995,5th Quintile,East,Not Employed,0.21546,68,304,0.16917,0.26176
1996,1st Quintile,West,Full-Time Employment,0.19695,446,1798,0.17856,0.21534
1996,1st Quintile,West,Regular Part-Time Employment,0.07396,125,1798,0.06186,0.08606
1996,1st Quintile,West,Vocational Training,0.03799,69,1798,0.02915,0.04683
1996,1st Quintile,West,"Marginal, Irregular Part-Time Employment",0.03200,53,1798,0.02387,0.04014
1996,1st Quintile,West,Not Employed,0.65910,1105,1798,0.63718,0.68101
1996,1st Quintile,East,Full-Time Employment,0.24186,220,766,0.21151,0.27220
1996,1st Quintile,East,Regular Part-Time Employment,0.04177,37,766,0.02759,0.05595
1996,1st Quintile,East,Vocational Training,0.04490,53,766,0.03023,0.05958
1996,1st Quintile,East,Not Employed,0.65730,456,766,0.62367,0.69094
1996,2nd Quintile,West,Full-Time Employment,0.31077,626,1695,0.28873,0.33281
1996,2nd Quintile,West,Regular Part-Time Employment,0.07626,156,1695,0.06362,0.08890
1996,2nd Quintile,West,Vocational Training,0.02501,57,1695,0.01757,0.03244
1996,2nd Quintile,West,"Marginal, Irregular Part-Time Employment",0.02471,45,1695,0.01732,0.03210
1996,2nd Quintile,West,Not Employed,0.56325,811,1695,0.53963,0.58687
1996,2nd Quintile,East,Full-Time Employment,0.35091,377,929,0.32020,0.38162
1996,2nd Quintile,East,Regular Part-Time Employment,0.05909,63,929,0.04392,0.07427
1996,2nd Quintile,East,Vocational Training,0.04260,53,929,0.02961,0.05559
1996,2nd Quintile,East,Not Employed,0.54375,436,929,0.51170,0.57580
1996,3rd Quintile,West,Full-Time Employment,0.38218,799,1776,0.35957,0.40479
1996,3rd Quintile,West,Regular Part-Time Employment,0.09659,179,1776,0.08285,0.11034
1996,3rd Quintile,West,Vocational Training,0.02572,58,1776,0.01836,0.03309
1996,3rd Quintile,West,"Marginal, Irregular Part-Time Employment",0.02762,52,1776,0.02000,0.03524
1996,3rd Quintile,West,Not Employed,0.46788,688,1776,0.44467,0.49110
1996,3rd Quintile,East,Full-Time Employment,0.47140,471,905,0.43885,0.50394
1996,3rd Quintile,East,Regular Part-Time Employment,0.04955,51,905,0.03540,0.06369
1996,3rd Quintile,East,Vocational Training,0.02809,32,905,0.01732,0.03886
1996,3rd Quintile,East,Not Employed,0.44567,351,905,0.41327,0.47807
1996,4th Quintile,West,Full-Time Employment,0.48188,1054,2022,0.46010,0.50367
1996,4th Quintile,West,Regular Part-Time Employment,0.09642,186,2022,0.08355,0.10929
1996,4th Quintile,West,Vocational Training,0.01923,48,2022,0.01324,0.02522
1996,4th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02676,52,2022,0.01973,0.03380
1996,4th Quintile,West,Not Employed,0.37571,682,2022,0.35459,0.39682
1996,4th Quintile,East,Full-Time Employment,0.59461,426,662,0.55718,0.63204
1996,4th Quintile,East,Regular Part-Time Employment,0.05699,40,662,0.03931,0.07466
1996,4th Quintile,East,Not Employed,0.31971,196,662,0.28416,0.35526
1996,5th Quintile,West,Full-Time Employment,0.56820,1237,2066,0.54684,0.58957
1996,5th Quintile,West,Regular Part-Time Employment,0.09330,195,2066,0.08076,0.10585
1996,5th Quintile,West,Vocational Training,0.01216,33,2066,0.00743,0.01688
1996,5th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02040,42,2066,0.01431,0.02650
1996,5th Quintile,West,Not Employed,0.30593,559,2066,0.28606,0.32581
1996,5th Quintile,East,Full-Time Employment,0.63093,239,342,0.57971,0.68214
1996,5th Quintile,East,Not Employed,0.29581,103,342,0.24737,0.34426
1997,1st Quintile,West,Full-Time Employment,0.18127,380,1680,0.16284,0.19969
1997,1st Quintile,West,Regular Part-Time Employment,0.07021,110,1680,0.05798,0.08243
1997,1st Quintile,West,Vocational Training,0.03057,65,1680,0.02234,0.03881
1997,1st Quintile,West,"Marginal, Irregular Part-Time Employment",0.02221,43,1680,0.01516,0.02926
1997,1st Quintile,West,Not Employed,0.69575,1082,1680,0.67374,0.71775
1997,1st Quintile,East,Full-Time Employment,0.22691,195,701,0.19588,0.25794
1997,1st Quintile,East,Regular Part-Time Employment,0.03943,32,701,0.02501,0.05385
1997,1st Quintile,East,Vocational Training,0.03190,37,701,0.01888,0.04492
1997,1st Quintile,East,Not Employed,0.68768,437,701,0.65335,0.72201
1997,2nd Quintile,West,Full-Time Employment,0.30468,636,1753,0.28313,0.32623
1997,2nd Quintile,West,Regular Part-Time Employment,0.08987,153,1753,0.07648,0.10326
1997,2nd Quintile,West,Vocational Training,0.03244,67,1753,0.02415,0.04074
1997,2nd Quintile,West,"Marginal, Irregular Part-Time Employment",0.02369,47,1753,0.01657,0.03081
1997,2nd Quintile,West,Not Employed,0.54932,850,1753,0.52602,0.57262
1997,2nd Quintile,East,Full-Time Employment,0.34981,390,981,0.31995,0.37967
1997,2nd Quintile,East,Regular Part-Time Employment,0.03959,41,981,0.02738,0.05179
1997,2nd Quintile,East,Vocational Training,0.03553,53,981,0.02394,0.04712
1997,2nd Quintile,East,Not Employed,0.56996,497,981,0.53896,0.60096
1997,3rd Quintile,West,Full-Time Employment,0.35619,757,1772,0.33389,0.37849
1997,3rd Quintile,West,Regular Part-Time Employment,0.08791,164,1772,0.07472,0.10110
1997,3rd Quintile,West,Vocational Training,0.02458,55,1772,0.01737,0.03179
1997,3rd Quintile,West,"Marginal, Irregular Part-Time Employment",0.03084,57,1772,0.02279,0.03889
1997,3rd Quintile,West,Not Employed,0.50048,739,1772,0.47719,0.52377
1997,3rd Quintile,East,Full-Time Employment,0.44510,431,848,0.41163,0.47857
1997,3rd Quintile,East,Regular Part-Time Employment,0.06312,55,848,0.04675,0.07950
1997,3rd Quintile,East,Vocational Training,0.03024,32,848,0.01870,0.04177
1997,3rd Quintile,East,Not Employed,0.45598,330,848,0.42244,0.48953
1997,4th Quintile,West,Full-Time Employment,0.50264,1037,1948,0.48043,0.52485
1997,4th Quintile,West,Regular Part-Time Employment,0.10028,203,1948,0.08694,0.11362
1997,4th Quintile,West,Vocational Training,0.02068,55,1948,0.01435,0.02700
1997,4th Quintile,West,"Marginal, Irregular Part-Time Employment",0.01553,35,1948,0.01004,0.02102
1997,4th Quintile,West,Not Employed,0.36087,618,1948,0.33954,0.38220
1997,4th Quintile,East,Full-Time Employment,0.56904,425,676,0.53168,0.60640
1997,4th Quintile,East,Regular Part-Time Employment,0.05792,44,676,0.04029,0.07554
1997,4th Quintile,East,Not Employed,0.33521,207,676,0.29960,0.37082
1997,5th Quintile,West,Full-Time Employment,0.56813,1224,2016,0.54650,0.58976
1997,5th Quintile,West,Regular Part-Time Employment,0.08166,167,2016,0.06970,0.09361
1997,5th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02257,46,2016,0.01609,0.02906
1997,5th Quintile,West,Not Employed,0.31829,579,2016,0.29795,0.33863
1997,5th Quintile,East,Full-Time Employment,0.64154,247,339,0.59042,0.69266
1997,5th Quintile,East,Not Employed,0.26707,92,339,0.21990,0.31424
1998,1st Quintile,West,Full-Time Employment,0.19732,418,1700,0.17840,0.21625
1998,1st Quintile,West,Regular Part-Time Employment,0.07983,113,1700,0.06695,0.09272
1998,1st Quintile,West,Vocational Training,0.04009,83,1700,0.03076,0.04942
1998,1st Quintile,West,"Marginal, Irregular Part-Time Employment",0.01745,39,1700,0.01122,0.02367
1998,1st Quintile,West,Not Employed,0.66284,1047,1700,0.64036,0.68532
1998,1st Quintile,East,Full-Time Employment,0.20537,157,600,0.17302,0.23772
1998,1st Quintile,East,Vocational Training,0.03843,32,600,0.02304,0.05382
1998,1st Quintile,East,Not Employed,0.69994,411,600,0.66324,0.73664
1998,2nd Quintile,West,Full-Time Employment,0.30878,598,1675,0.28664,0.33091
1998,2nd Quintile,West,Regular Part-Time Employment,0.08445,143,1675,0.07113,0.09777
1998,2nd Quintile,West,Vocational Training,0.02703,64,1675,0.01926,0.03480
1998,2nd Quintile,West,"Marginal, Irregular Part-Time Employment",0.02747,53,1675,0.01964,0.03530
1998,2nd Quintile,West,Not Employed,0.55228,817,1675,0.52846,0.57610
1998,2nd Quintile,East,Full-Time Employment,0.36696,336,822,0.33399,0.39993
1998,2nd Quintile,East,Regular Part-Time Employment,0.04120,43,822,0.02760,0.05479
1998,2nd Quintile,East,Vocational Training,0.03839,46,822,0.02525,0.05153
1998,2nd Quintile,East,Not Employed,0.54363,397,822,0.50956,0.57770
1998,3rd Quintile,West,Full-Time Employment,0.36339,693,1644,0.34013,0.38664
1998,3rd Quintile,West,Regular Part-Time Employment,0.09004,166,1644,0.07620,0.10388
1998,3rd Quintile,West,Vocational Training,0.03000,57,1644,0.02175,0.03825
1998,3rd Quintile,West,"Marginal, Irregular Part-Time Employment",0.02716,50,1644,0.01930,0.03502
1998,3rd Quintile,West,Not Employed,0.48765,678,1644,0.46348,0.51182
1998,3rd Quintile,East,Full-Time Employment,0.41505,437,924,0.38326,0.44683
1998,3rd Quintile,East,Regular Part-Time Employment,0.04702,50,924,0.03337,0.06068
1998,3rd Quintile,East,Vocational Training,0.02760,39,924,0.01703,0.03817
1998,3rd Quintile,East,Not Employed,0.50108,398,924,0.46882,0.53334
1998,4th Quintile,West,Full-Time Employment,0.49795,1018,1890,0.47541,0.52050
1998,4th Quintile,West,Regular Part-Time Employment,0.08198,169,1890,0.06960,0.09435
1998,4th Quintile,West,Vocational Training,0.02235,49,1890,0.01568,0.02901
1998,4th Quintile,West,"Marginal, Irregular Part-Time Employment",0.01878,40,1890,0.01265,0.02490
1998,4th Quintile,West,Not Employed,0.37847,614,1890,0.35660,0.40034
1998,4th Quintile,East,Full-Time Employment,0.53449,407,679,0.49694,0.57203
1998,4th Quintile,East,Regular Part-Time Employment,0.05273,41,679,0.03591,0.06956
1998,4th Quintile,East,Not Employed,0.37734,231,679,0.34085,0.41382
1998,5th Quintile,West,Full-Time Employment,0.53719,1103,1866,0.51457,0.55982
1998,5th Quintile,West,Regular Part-Time Employment,0.10082,177,1866,0.08715,0.11448
1998,5th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02425,46,1866,0.01727,0.03124
1998,5th Quintile,West,Not Employed,0.32933,540,1866,0.30800,0.35066
1998,5th Quintile,East,Full-Time Employment,0.61663,274,374,0.56729,0.66598
1998,5th Quintile,East,Not Employed,0.29265,100,374,0.24648,0.33882
1999,1st Quintile,West,Full-Time Employment,0.20624,430,1790,0.18749,0.22499
1999,1st Quintile,West,Regular Part-Time Employment,0.07173,126,1790,0.05977,0.08368
1999,1st Quintile,West,Vocational Training,0.04314,88,1790,0.03373,0.05256
1999,1st Quintile,West,"Marginal, Irregular Part-Time Employment",0.05186,88,1790,0.04158,0.06213
1999,1st Quintile,West,Not Employed,0.62521,1058,1790,0.60278,0.64764
1999,1st Quintile,East,Full-Time Employment,0.22846,209,779,0.19896,0.25797
1999,1st Quintile,East,Regular Part-Time Employment,0.04837,45,779,0.03329,0.06344
1999,1st Quintile,East,Vocational Training,0.04134,48,779,0.02735,0.05532
1999,1st Quintile,East,Not Employed,0.65665,477,779,0.62329,0.69002
1999,2nd Quintile,West,Full-Time Employment,0.31894,673,1844,0.29767,0.34022
1999,2nd Quintile,West,Regular Part-Time Employment,0.06801,143,1844,0.05651,0.07950
1999,2nd Quintile,West,Vocational Training,0.02833,63,1844,0.02075,0.03590
1999,2nd Quintile,West,"Marginal, Irregular Part-Time Employment",0.04451,86,1844,0.03509,0.05392
1999,2nd Quintile,West,Not Employed,0.53821,879,1844,0.51545,0.56097
1999,2nd Quintile,East,Full-Time Employment,0.36880,413,1007,0.33899,0.39862
1999,2nd Quintile,East,Regular Part-Time Employment,0.05283,66,1007,0.03901,0.06666
1999,2nd Quintile,East,Vocational Training,0.03400,48,1007,0.02280,0.04520
1999,2nd Quintile,East,Not Employed,0.52849,480,1007,0.49764,0.55933
1999,3rd Quintile,West,Full-Time Employment,0.37822,808,1895,0.35638,0.40006
1999,3rd Quintile,West,Regular Part-Time Employment,0.09510,189,1895,0.08188,0.10831
1999,3rd Quintile,West,Vocational Training,0.03119,63,1895,0.02336,0.03902
1999,3rd Quintile,West,"Marginal, Irregular Part-Time Employment",0.03291,73,1895,0.02488,0.04095
1999,3rd Quintile,West,Not Employed,0.46051,762,1895,0.43806,0.48296
1999,3rd Quintile,East,Full-Time Employment,0.44841,458,921,0.41627,0.48055
1999,3rd Quintile,East,Regular Part-Time Employment,0.04243,50,921,0.02940,0.05545
1999,3rd Quintile,East,Vocational Training,0.02856,34,921,0.01779,0.03932
1999,3rd Quintile,East,Not Employed,0.47344,379,921,0.44117,0.50570
1999,4th Quintile,West,Full-Time Employment,0.49954,1122,2130,0.47830,0.52078
1999,4th Quintile,West,Regular Part-Time Employment,0.09278,219,2130,0.08046,0.10510
1999,4th Quintile,West,Vocational Training,0.01831,44,2130,0.01261,0.02400
1999,4th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02644,60,2130,0.01963,0.03326
1999,4th Quintile,West,Not Employed,0.36133,685,2130,0.34093,0.38174
1999,4th Quintile,East,Full-Time Employment,0.53498,371,606,0.49524,0.57473
1999,4th Quintile,East,Regular Part-Time Employment,0.07908,45,606,0.05758,0.10059
1999,4th Quintile,East,Not Employed,0.35242,190,606,0.31435,0.39049
1999,5th Quintile,West,Full-Time Employment,0.54186,1294,2192,0.52099,0.56272
1999,5th Quintile,West,Regular Part-Time Employment,0.09294,210,2192,0.08078,0.10510
1999,5th Quintile,West,"Marginal, Irregular Part-Time Employment",0.03492,69,2192,0.02723,0.04261
1999,5th Quintile,West,Not Employed,0.32076,619,2192,0.30121,0.34030
1999,5th Quintile,East,Full-Time Employment,0.63731,265,352,0.58701,0.68760
1999,5th Quintile,East,Not Employed,0.23728,87,352,0.19278,0.28179
2000,1st Quintile,West,Full-Time Employment,0.18984,400,1747,0.17145,0.20824
2000,1st Quintile,West,Regular Part-Time Employment,0.07353,129,1747,0.06129,0.08577
2000,1st Quintile,West,Vocational Training,0.02992,63,1747,0.02193,0.03792
2000,1st Quintile,West,"Marginal, Irregular Part-Time Employment",0.04013,68,1747,0.03093,0.04934
2000,1st Quintile,West,Not Employed,0.66414,1087,1747,0.64198,0.68629
2000,1st Quintile,East,Full-Time Employment,0.21862,193,799,0.18994,0.24729
2000,1st Quintile,East,Regular Part-Time Employment,0.04551,40,799,0.03105,0.05997
2000,1st Quintile,East,Vocational Training,0.04261,48,799,0.02860,0.05663
2000,1st Quintile,East,Not Employed,0.65789,518,799,0.62497,0.69081
2000,2nd Quintile,West,Full-Time Employment,0.31777,641,1805,0.29629,0.33926
2000,2nd Quintile,West,Regular Part-Time Employment,0.08455,173,1805,0.07171,0.09739
2000,2nd Quintile,West,Vocational Training,0.02281,50,1805,0.01592,0.02970
2000,2nd Quintile,West,"Marginal, Irregular Part-Time Employment",0.04256,81,1805,0.03324,0.05187
2000,2nd Quintile,West,Not Employed,0.52957,860,1805,0.50653,0.55260
2000,2nd Quintile,East,Full-Time Employment,0.34503,377,924,0.31436,0.37569
2000,2nd Quintile,East,Regular Part-Time Employment,0.04583,55,924,0.03234,0.05932
2000,2nd Quintile,East,Vocational Training,0.04028,49,924,0.02760,0.05297
2000,2nd Quintile,East,Not Employed,0.56025,443,924,0.52823,0.59227
2000,3rd Quintile,West,Full-Time Employment,0.39899,759,1769,0.37616,0.42181
2000,3rd Quintile,West,Regular Part-Time Employment,0.09719,183,1769,0.08338,0.11099
2000,3rd Quintile,West,Vocational Training,0.02643,64,1769,0.01896,0.03391
2000,3rd Quintile,West,"Marginal, Irregular Part-Time Employment",0.03654,71,1769,0.02779,0.04529
2000,3rd Quintile,West,Not Employed,0.43819,692,1769,0.41506,0.46132
2000,3rd Quintile,East,Full-Time Employment,0.43716,465,945,0.40552,0.46881
2000,3rd Quintile,East,Regular Part-Time Employment,0.04957,52,945,0.03573,0.06342
2000,3rd Quintile,East,Vocational Training,0.02919,36,945,0.01845,0.03993
2000,3rd Quintile,East,Not Employed,0.46837,392,945,0.43654,0.50020
2000,4th Quintile,West,Full-Time Employment,0.50223,1081,2026,0.48045,0.52400
2000,4th Quintile,West,Regular Part-Time Employment,0.09403,206,2026,0.08132,0.10674
2000,4th Quintile,West,Vocational Training,0.02127,51,2026,0.01499,0.02756
2000,4th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02710,57,2026,0.02003,0.03418
2000,4th Quintile,West,Not Employed,0.35466,631,2026,0.33383,0.37550
2000,4th Quintile,East,Full-Time Employment,0.49357,366,630,0.45450,0.53264
2000,4th Quintile,East,Regular Part-Time Employment,0.07609,58,630,0.05537,0.09681
2000,4th Quintile,East,Not Employed,0.38559,206,630,0.34756,0.42363
2000,5th Quintile,West,Full-Time Employment,0.53897,1266,2174,0.51801,0.55993
2000,5th Quintile,West,Regular Part-Time Employment,0.10272,230,2174,0.08995,0.11548
2000,5th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02896,66,2174,0.02191,0.03601
2000,5th Quintile,West,Not Employed,0.32391,612,2174,0.30424,0.34359
2000,5th Quintile,East,Full-Time Employment,0.62994,233,312,0.57628,0.68360
2000,5th Quintile,East,Not Employed,0.24569,79,312,0.19784,0.29354
2001,1st Quintile,West,Full-Time Employment,0.17810,546,2691,0.16364,0.19256
2001,1st Quintile,West,Regular Part-Time Employment,0.08636,225,2691,0.07574,0.09697
2001,1st Quintile,West,Vocational Training,0.04212,118,2691,0.03452,0.04971
2001,1st Quintile,West,"Marginal, Irregular Part-Time Employment",0.04991,125,2691,0.04168,0.05814
2001,1st Quintile,West,Not Employed,0.64070,1677,2691,0.62257,0.65883
2001,1st Quintile,East,Full-Time Employment,0.23859,284,1176,0.21422,0.26296
2001,1st Quintile,East,Regular Part-Time Employment,0.05170,67,1176,0.03904,0.06436
2001,1st Quintile,East,Vocational Training,0.05314,73,1176,0.04032,0.06597
2001,1st Quintile,East,"Marginal, Irregular Part-Time Employment",0.02560,32,1176,0.01657,0.03463
2001,1st Quintile,East,Not Employed,0.62905,720,1176,0.60143,0.65667
2001,2nd Quintile,West,Full-Time Employment,0.33972,1036,2946,0.32262,0.35683
2001,2nd Quintile,West,Regular Part-Time Employment,0.07876,267,2946,0.06903,0.08849
2001,2nd Quintile,West,Vocational Training,0.02978,105,2946,0.02364,0.03592
2001,2nd Quintile,West,"Marginal, Irregular Part-Time Employment",0.04702,153,2946,0.03937,0.05466
2001,2nd Quintile,West,Not Employed,0.50224,1385,2946,0.48418,0.52030
2001,2nd Quintile,East,Full-Time Employment,0.31445,464,1374,0.28989,0.33901
2001,2nd Quintile,East,Regular Part-Time Employment,0.05279,85,1374,0.04096,0.06462
2001,2nd Quintile,East,Vocational Training,0.03253,61,1374,0.02315,0.04191
2001,2nd Quintile,East,Not Employed,0.58249,764,1374,0.55640,0.60857
2001,3rd Quintile,West,Full-Time Employment,0.39362,1293,3228,0.37676,0.41047
2001,3rd Quintile,West,Regular Part-Time Employment,0.10685,379,3228,0.09620,0.11751
2001,3rd Quintile,West,Vocational Training,0.02912,105,3228,0.02332,0.03492
2001,3rd Quintile,West,"Marginal, Irregular Part-Time Employment",0.03718,136,3228,0.03065,0.04371
2001,3rd Quintile,West,Not Employed,0.43152,1315,3228,0.41443,0.44861
2001,3rd Quintile,East,Full-Time Employment,0.41728,598,1291,0.39037,0.44419
2001,3rd Quintile,East,Regular Part-Time Employment,0.06473,90,1291,0.05130,0.07816
2001,3rd Quintile,East,Vocational Training,0.03053,50,1291,0.02114,0.03992
2001,3rd Quintile,East,Not Employed,0.47515,553,1291,0.44790,0.50240
2001,4th Quintile,West,Full-Time Employment,0.48135,1758,3650,0.46514,0.49756
2001,4th Quintile,West,Regular Part-Time Employment,0.10916,422,3650,0.09904,0.11928
2001,4th Quintile,West,Vocational Training,0.02286,88,3650,0.01801,0.02771
2001,4th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02759,110,3650,0.02228,0.03291
2001,4th Quintile,West,Not Employed,0.35889,1272,3650,0.34333,0.37446
2001,4th Quintile,East,Full-Time Employment,0.51194,526,942,0.48000,0.54388
2001,4th Quintile,East,Regular Part-Time Employment,0.08137,77,942,0.06390,0.09883
2001,4th Quintile,East,Vocational Training,0.02864,32,942,0.01798,0.03930
2001,4th Quintile,East,Not Employed,0.35000,307,942,0.31952,0.38047
2001,5th Quintile,West,Full-Time Employment,0.54068,2155,3944,0.52512,0.55623
2001,5th Quintile,West,Regular Part-Time Employment,0.09680,406,3944,0.08757,0.10603
2001,5th Quintile,West,Vocational Training,0.00861,38,3944,0.00573,0.01150
2001,5th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02797,118,3944,0.02282,0.03312
2001,5th Quintile,West,Not Employed,0.32594,1227,3944,0.31131,0.34057
2001,5th Quintile,East,Full-Time Employment,0.66637,399,562,0.62735,0.70539
2001,5th Quintile,East,Regular Part-Time Employment,0.06668,39,562,0.04603,0.08732
2001,5th Quintile,East,Not Employed,0.22198,124,562,0.18759,0.25637
2002,1st Quintile,West,Full-Time Employment,0.16425,426,2394,0.14940,0.17909
2002,1st Quintile,West,Regular Part-Time Employment,0.08684,200,2394,0.07556,0.09812
2002,1st Quintile,West,Vocational Training,0.03912,105,2394,0.03135,0.04688
2002,1st Quintile,West,"Marginal, Irregular Part-Time Employment",0.05336,125,2394,0.04436,0.06237
2002,1st Quintile,West,Not Employed,0.65304,1538,2394,0.63397,0.67211
2002,1st Quintile,East,Full-Time Employment,0.19819,215,1036,0.17390,0.22248
2002,1st Quintile,East,Regular Part-Time Employment,0.05405,60,1036,0.04027,0.06782
2002,1st Quintile,East,Vocational Training,0.04773,62,1036,0.03474,0.06072
2002,1st Quintile,East,Not Employed,0.67382,699,1036,0.64526,0.70239
2002,2nd Quintile,West,Full-Time Employment,0.29794,854,2691,0.28066,0.31522
2002,2nd Quintile,West,Regular Part-Time Employment,0.09323,262,2691,0.08224,0.10422
2002,2nd Quintile,West,Vocational Training,0.02750,78,2691,0.02132,0.03368
2002,2nd Quintile,West,"Marginal, Irregular Part-Time Employment",0.03946,119,2691,0.03210,0.04682
2002,2nd Quintile,West,Not Employed,0.53897,1378,2691,0.52013,0.55781
2002,2nd Quintile,East,Full-Time Employment,0.27971,380,1203,0.25433,0.30508
2002,2nd Quintile,East,Regular Part-Time Employment,0.05383,73,1203,0.04107,0.06659
2002,2nd Quintile,East,Vocational Training,0.04001,50,1203,0.02893,0.05109
2002,2nd Quintile,East,Not Employed,0.60823,700,1203,0.58063,0.63583
2002,3rd Quintile,West,Full-Time Employment,0.38462,1096,2860,0.36679,0.40246
2002,3rd Quintile,West,Regular Part-Time Employment,0.10503,328,2860,0.09379,0.11627
2002,3rd Quintile,West,Vocational Training,0.02934,92,2860,0.02315,0.03553
2002,3rd Quintile,West,"Marginal, Irregular Part-Time Employment",0.03955,122,2860,0.03241,0.04669
2002,3rd Quintile,West,Not Employed,0.43969,1222,2860,0.42149,0.45788
2002,3rd Quintile,East,Full-Time Employment,0.39720,480,1148,0.36888,0.42552
2002,3rd Quintile,East,Regular Part-Time Employment,0.05833,76,1148,0.04477,0.07190
2002,3rd Quintile,East,Vocational Training,0.03239,42,1148,0.02214,0.04263
2002,3rd Quintile,East,Not Employed,0.49071,550,1148,0.46178,0.51964
2002,4th Quintile,West,Full-Time Employment,0.45276,1515,3334,0.43586,0.46966
2002,4th Quintile,West,Regular Part-Time Employment,0.10287,392,3334,0.09255,0.11318
2002,4th Quintile,West,Vocational Training,0.02815,97,3334,0.02254,0.03377
2002,4th Quintile,West,"Marginal, Irregular Part-Time Employment",0.03481,131,3334,0.02858,0.04103
2002,4th Quintile,West,Not Employed,0.38141,1199,3334,0.36492,0.39790
2002,4th Quintile,East,Full-Time Employment,0.48842,540,1019,0.45771,0.51913
2002,4th Quintile,East,Regular Part-Time Employment,0.07978,84,1019,0.06314,0.09643
2002,4th Quintile,East,Vocational Training,0.03030,38,1019,0.01977,0.04082
2002,4th Quintile,East,Not Employed,0.39026,357,1019,0.36029,0.42022
2002,5th Quintile,West,Full-Time Employment,0.55396,2389,4305,0.53910,0.56881
2002,5th Quintile,West,Regular Part-Time Employment,0.08926,459,4305,0.08074,0.09778
2002,5th Quintile,West,Vocational Training,0.00951,58,4305,0.00661,0.01241
2002,5th Quintile,West,"Marginal, Irregular Part-Time Employment",0.02752,130,4305,0.02264,0.03241
2002,5th Quintile,West,Not Employed,0.31952,1269,4305,0.30559,0.33345
2002,5th Quintile,East,Full-Time Employment,0.64336,466,654,0.60662,0.68010
2002,5th Quintile,East,Regular Part-Time Employment,0.07034,45,654,0.05073,0.08996
2002,5th Quintile,East,Not Employed,0.23163,143,654,0.19927,0.26399
2003,1st Quintile,West,Full-Time Employment,0.14121,367,2371,0.12719,0.15523
2003,1st Quintile,West,Regular Part-Time Employment,0.08762,210,2371,0.07623,0.09900
2003,1st Quintile,West,Vocational Training,0.03372,100,2371,0.02645,0.04098
2003,1st Quintile,West,"Marginal, Irregular Part-Time Employment",0.05153,133,2371,0.04263,0.06043
2003,1st Quintile,West,Not Employed,0.68142,1561,2371,0.66266,0.70018
2003,1st Quintile,East,Full-Time Employment,0.16259,184,1024,0.13998,0.18520
2003,1st Quintile,East,Regular Part-Time Employment,0.05754,64,1024,0.04327,0.07181
2003,1st Quintile,East,Vocational Training,0.04490,54,1024,0.03221,0.05759
2003,1st Quintile,East,"Marginal, Irregular Part-Time Employment",0.03531,36,1024,0.02400,0.04662
2003,1st Quintile,East,Not Employed,0.69618,686,1024,0.66800,0.72436
2003,2nd Quintile,West,Full-Time Employment,0.29441,770,2545,0.27670,0.31212
