year,bula_h,migback,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,"Rhineland-Palatinate, Saarland",Direct migration background,Not Employed,0.40435,71,149,0.32528,0.48342
1998,Baden-Wuerttemberg,No migration background,Full-Time Employment,0.40761,469,1043,0.37777,0.43745
1998,Baden-Wuerttemberg,No migration background,Regular Part-Time Employment,0.09862,120,1043,0.08052,0.11673
1998,Baden-Wuerttemberg,No migration background,"Marginal, Irregular Part-Time Employment",0.03177,34,1043,0.02112,0.04242
1998,Baden-Wuerttemberg,No migration background,Not Employed,0.43456,420,1043,0.40446,0.46466
1998,Baden-Wuerttemberg,Direct migration background,Full-Time Employment,0.42922,265,576,0.38876,0.46968
1998,Baden-Wuerttemberg,Direct migration background,Regular Part-Time Employment,0.08108,34,576,0.05877,0.10340
1998,Baden-Wuerttemberg,Direct migration background,Not Employed,0.47276,277,576,0.43195,0.51357
1998,Baden-Wuerttemberg,Indirect migration background,Full-Time Employment,0.31231,61,117,0.22798,0.39665
1998,Baden-Wuerttemberg,Indirect migration background,Not Employed,0.44576,56,117,0.35531,0.53622
1998,Bavaria,No migration background,Full-Time Employment,0.39327,625,1440,0.36803,0.41851
1998,Bavaria,No migration background,Regular Part-Time Employment,0.07885,122,1440,0.06493,0.09278
1998,Bavaria,No migration background,Vocational Training,0.01768,32,1440,0.01087,0.02449
1998,Bavaria,No migration background,"Marginal, Irregular Part-Time Employment",0.02734,51,1440,0.01892,0.03577
1998,Bavaria,No migration background,Not Employed,0.48233,610,1440,0.45651,0.50814
1998,Bavaria,Direct migration background,Full-Time Employment,0.46614,165,310,0.41052,0.52177
1998,Bavaria,Direct migration background,Not Employed,0.40172,145,310,0.34706,0.45638
1998,Bavaria,Indirect migration background,Full-Time Employment,0.34231,35,35,0.18282,0.50180
1998,Berlin,No migration background,Full-Time Employment,0.44535,222,408,0.39706,0.49364
1998,Berlin,No migration background,Not Employed,0.46090,186,408,0.41247,0.50933
1998,Brandenburg,No migration background,Full-Time Employment,0.40675,262,563,0.36613,0.44736
1998,Brandenburg,No migration background,Regular Part-Time Employment,0.06635,34,563,0.04577,0.08693
1998,Brandenburg,No migration background,Not Employed,0.47657,267,563,0.43527,0.51786
1998,Mecklenburg-Western Pomerania,No migration background,Full-Time Employment,0.39352,175,348,0.34212,0.44493
1998,Mecklenburg-Western Pomerania,No migration background,Not Employed,0.49457,173,348,0.44196,0.54717
1998,Saxony,No migration background,Full-Time Employment,0.43334,545,1125,0.40437,0.46231
1998,Saxony,No migration background,Regular Part-Time Employment,0.04951,63,1125,0.03683,0.06219
1998,Saxony,No migration background,Vocational Training,0.03513,49,1125,0.02437,0.04590
1998,Saxony,No migration background,Not Employed,0.47273,468,1125,0.44354,0.50192
1998,Saxony-Anhalt,No migration background,Full-Time Employment,0.37847,294,618,0.34020,0.41674
1998,Saxony-Anhalt,No migration background,Vocational Training,0.03693,31,618,0.02205,0.05181
1998,Saxony-Anhalt,No migration background,Not Employed,0.53987,293,618,0.50054,0.57920
1998,Thuringa,No migration background,Full-Time Employment,0.38685,315,699,0.35072,0.42298
1998,Thuringa,No migration background,Regular Part-Time Employment,0.05102,35,699,0.03470,0.06735
1998,Thuringa,No migration background,Vocational Training,0.03858,36,699,0.02429,0.05287
1998,Thuringa,No migration background,Not Employed,0.51613,313,699,0.47906,0.55321
1999,Schleswig-Holstein,No migration background,Full-Time Employment,0.42189,130,278,0.36373,0.48005
1999,Schleswig-Holstein,No migration background,Regular Part-Time Employment,0.10445,33,278,0.06843,0.14047
1999,Schleswig-Holstein,No migration background,Not Employed,0.43509,115,278,0.37671,0.49348
1999,Hamburg,No migration background,Full-Time Employment,0.45731,51,89,0.35322,0.56139
1999,Hamburg,No migration background,Not Employed,0.37871,38,89,0.27737,0.48006
1999,Lower Saxony,No migration background,Full-Time Employment,0.40388,411,911,0.37200,0.43576
1999,Lower Saxony,No migration background,Regular Part-Time Employment,0.09565,96,911,0.07654,0.11475
1999,Lower Saxony,No migration background,"Marginal, Irregular Part-Time Employment",0.03267,37,911,0.02112,0.04422
1999,Lower Saxony,No migration background,Not Employed,0.44208,367,911,0.40982,0.47435
1999,Lower Saxony,Direct migration background,Full-Time Employment,0.35336,74,142,0.27446,0.43226
1999,Lower Saxony,Direct migration background,Not Employed,0.40081,68,142,0.31992,0.48170
1999,Bremen,No migration background,Not Employed,0.57737,36,36,0.41371,0.74102
1999,North Rhine-Westphalia,No migration background,Full-Time Employment,0.42585,885,1967,0.40399,0.44770
1999,North Rhine-Westphalia,No migration background,Regular Part-Time Employment,0.09352,201,1967,0.08065,0.10640
1999,North Rhine-Westphalia,No migration background,Vocational Training,0.01352,35,1967,0.00842,0.01863
1999,North Rhine-Westphalia,No migration background,"Marginal, Irregular Part-Time Employment",0.04277,85,1967,0.03383,0.05171
1999,North Rhine-Westphalia,No migration background,Not Employed,0.42404,761,1967,0.40219,0.44588
1999,North Rhine-Westphalia,Direct migration background,Full-Time Employment,0.43343,238,550,0.39198,0.47489
1999,North Rhine-Westphalia,Direct migration background,Regular Part-Time Employment,0.06285,39,550,0.04255,0.08315
1999,North Rhine-Westphalia,Direct migration background,Not Employed,0.47763,273,550,0.43585,0.51941
1999,North Rhine-Westphalia,Indirect migration background,Full-Time Employment,0.33632,65,135,0.25633,0.41631
1999,North Rhine-Westphalia,Indirect migration background,Not Employed,0.48954,70,135,0.40490,0.57418
1999,Hesse,No migration background,Full-Time Employment,0.37029,252,563,0.33036,0.41021
1999,Hesse,No migration background,Regular Part-Time Employment,0.10836,71,563,0.08266,0.13405
1999,Hesse,No migration background,Not Employed,0.46265,240,563,0.42143,0.50387
1999,Hesse,Direct migration background,Full-Time Employment,0.35571,96,201,0.28936,0.42206
1999,Hesse,Direct migration background,Not Employed,0.52950,105,201,0.46033,0.59868
1999,"Rhineland-Palatinate, Saarland",No migration background,Full-Time Employment,0.35273,244,557,0.31302,0.39245
1999,"Rhineland-Palatinate, Saarland",No migration background,Regular Part-Time Employment,0.06092,46,557,0.04104,0.08081
1999,"Rhineland-Palatinate, Saarland",No migration background,Not Employed,0.51123,267,557,0.46968,0.55278
1999,"Rhineland-Palatinate, Saarland",Direct migration background,Full-Time Employment,0.42452,64,130,0.33922,0.50981
1999,"Rhineland-Palatinate, Saarland",Direct migration background,Not Employed,0.43746,66,130,0.35186,0.52307
1999,Baden-Wuerttemberg,No migration background,Full-Time Employment,0.39738,450,989,0.36687,0.42789
1999,Baden-Wuerttemberg,No migration background,Regular Part-Time Employment,0.08560,100,989,0.06815,0.10304
1999,Baden-Wuerttemberg,No migration background,"Marginal, Irregular Part-Time Employment",0.05221,52,989,0.03834,0.06608
1999,Baden-Wuerttemberg,No migration background,Not Employed,0.43781,387,989,0.40687,0.46874
1999,Baden-Wuerttemberg,Direct migration background,Full-Time Employment,0.43540,247,536,0.39339,0.47742
1999,Baden-Wuerttemberg,Direct migration background,Regular Part-Time Employment,0.10036,40,536,0.07490,0.12582
1999,Baden-Wuerttemberg,Direct migration background,Not Employed,0.43700,249,536,0.39497,0.47903
1999,Baden-Wuerttemberg,Indirect migration background,Full-Time Employment,0.31703,73,128,0.23610,0.39796
1999,Baden-Wuerttemberg,Indirect migration background,Not Employed,0.45091,55,128,0.36437,0.53745
1999,Bavaria,No migration background,Full-Time Employment,0.40895,629,1386,0.38305,0.43484
1999,Bavaria,No migration background,Regular Part-Time Employment,0.08141,130,1386,0.06701,0.09582
1999,Bavaria,No migration background,Vocational Training,0.02552,36,1386,0.01722,0.03383
1999,Bavaria,No migration background,"Marginal, Irregular Part-Time Employment",0.03082,55,1386,0.02172,0.03993
1999,Bavaria,No migration background,Not Employed,0.45245,536,1386,0.42624,0.47866
1999,Bavaria,Direct migration background,Full-Time Employment,0.47633,154,284,0.41814,0.53452
1999,Bavaria,Direct migration background,Not Employed,0.38467,130,284,0.32798,0.44135
1999,Bavaria,Indirect migration background,Full-Time Employment,0.53219,46,46,0.38640,0.67797
1999,Berlin,No migration background,Full-Time Employment,0.42643,210,400,0.37791,0.47496
1999,Berlin,No migration background,Not Employed,0.48630,190,400,0.43726,0.53534
1999,Brandenburg,No migration background,Full-Time Employment,0.39927,253,544,0.35807,0.44046
1999,Brandenburg,No migration background,Regular Part-Time Employment,0.07433,39,544,0.05227,0.09639
1999,Brandenburg,No migration background,Not Employed,0.47911,252,544,0.43709,0.52112
1999,Mecklenburg-Western Pomerania,No migration background,Full-Time Employment,0.41663,184,363,0.36584,0.46741
1999,Mecklenburg-Western Pomerania,No migration background,Regular Part-Time Employment,0.07176,32,363,0.04517,0.09834
1999,Mecklenburg-Western Pomerania,No migration background,Not Employed,0.45860,147,363,0.40726,0.50993
1999,Saxony,No migration background,Full-Time Employment,0.41525,503,1097,0.38608,0.44442
1999,Saxony,No migration background,Regular Part-Time Employment,0.06116,76,1097,0.04697,0.07535
1999,Saxony,No migration background,Vocational Training,0.03537,48,1097,0.02444,0.04631
1999,Saxony,No migration background,Not Employed,0.47655,470,1097,0.44698,0.50612
1999,Saxony-Anhalt,No migration background,Full-Time Employment,0.42458,309,588,0.38460,0.46457
1999,Saxony-Anhalt,No migration background,Not Employed,0.48891,279,588,0.44847,0.52935
1999,Thuringa,No migration background,Full-Time Employment,0.40990,329,655,0.37221,0.44760
1999,Thuringa,No migration background,Regular Part-Time Employment,0.05583,39,655,0.03824,0.07343
1999,Thuringa,No migration background,Not Employed,0.49593,287,655,0.45761,0.53425
2000,Schleswig-Holstein,No migration background,Full-Time Employment,0.43283,271,621,0.39383,0.47183
2000,Schleswig-Holstein,No migration background,Regular Part-Time Employment,0.09780,60,621,0.07442,0.12118
2000,Schleswig-Holstein,No migration background,"Marginal, Irregular Part-Time Employment",0.04077,31,621,0.02520,0.05633
2000,Schleswig-Holstein,No migration background,Not Employed,0.41173,259,621,0.37299,0.45047
2000,Hamburg,No migration background,Full-Time Employment,0.44758,119,228,0.38290,0.51227
2000,Hamburg,No migration background,Not Employed,0.42219,109,228,0.35794,0.48644
2000,Lower Saxony,No migration background,Full-Time Employment,0.39486,689,1719,0.37174,0.41797
2000,Lower Saxony,No migration background,Regular Part-Time Employment,0.10607,196,1719,0.09151,0.12063
2000,Lower Saxony,No migration background,Vocational Training,0.02287,45,1719,0.01580,0.02994
2000,Lower Saxony,No migration background,"Marginal, Irregular Part-Time Employment",0.03456,62,1719,0.02593,0.04320
2000,Lower Saxony,No migration background,Not Employed,0.44108,727,1719,0.41760,0.46456
2000,Lower Saxony,Direct migration background,Full-Time Employment,0.39610,105,201,0.32831,0.46388
2000,Lower Saxony,Direct migration background,Not Employed,0.40594,96,201,0.33788,0.47400
2000,Lower Saxony,Indirect migration background,Not Employed,0.57014,33,33,0.39861,0.74167
2000,Bremen,No migration background,Full-Time Employment,0.35593,56,128,0.27266,0.43920
2000,Bremen,No migration background,Not Employed,0.52703,72,128,0.44020,0.61387
2000,North Rhine-Westphalia,No migration background,Full-Time Employment,0.40471,1649,4015,0.38952,0.41989
2000,North Rhine-Westphalia,No migration background,Regular Part-Time Employment,0.10349,454,4015,0.09407,0.11291
2000,North Rhine-Westphalia,No migration background,Vocational Training,0.01648,78,4015,0.01255,0.02042
2000,North Rhine-Westphalia,No migration background,"Marginal, Irregular Part-Time Employment",0.03323,132,4015,0.02768,0.03877
2000,North Rhine-Westphalia,No migration background,Not Employed,0.44135,1702,4015,0.42599,0.45671
2000,North Rhine-Westphalia,Direct migration background,Full-Time Employment,0.41370,352,860,0.38077,0.44664
2000,North Rhine-Westphalia,Direct migration background,Regular Part-Time Employment,0.10153,87,860,0.08133,0.12172
2000,North Rhine-Westphalia,Direct migration background,Not Employed,0.44504,421,860,0.41180,0.47827
2000,North Rhine-Westphalia,Indirect migration background,Full-Time Employment,0.31063,81,173,0.24147,0.37979
2000,North Rhine-Westphalia,Indirect migration background,Not Employed,0.46581,92,173,0.39126,0.54036
2000,Hesse,No migration background,Full-Time Employment,0.40405,517,1204,0.37632,0.43178
2000,Hesse,No migration background,Regular Part-Time Employment,0.10384,141,1204,0.08660,0.12108
2000,Hesse,No migration background,"Marginal, Irregular Part-Time Employment",0.03970,48,1204,0.02866,0.05073
2000,Hesse,No migration background,Not Employed,0.43407,498,1204,0.40606,0.46208
2000,Hesse,Direct migration background,Full-Time Employment,0.38596,147,317,0.33229,0.43964
2000,Hesse,Direct migration background,Not Employed,0.50526,170,317,0.45013,0.56038
2000,Hesse,Indirect migration background,Not Employed,0.46908,35,35,0.30133,0.63682
2000,"Rhineland-Palatinate, Saarland",No migration background,Full-Time Employment,0.37325,466,1158,0.34538,0.40112
2000,"Rhineland-Palatinate, Saarland",No migration background,Regular Part-Time Employment,0.07500,105,1158,0.05982,0.09018
2000,"Rhineland-Palatinate, Saarland",No migration background,"Marginal, Irregular Part-Time Employment",0.02796,31,1158,0.01846,0.03746
2000,"Rhineland-Palatinate, Saarland",No migration background,Not Employed,0.50141,556,1158,0.47260,0.53023
2000,"Rhineland-Palatinate, Saarland",Direct migration background,Full-Time Employment,0.43549,100,201,0.36678,0.50421
2000,"Rhineland-Palatinate, Saarland",Direct migration background,Not Employed,0.39408,101,201,0.32635,0.46180
2000,Baden-Wuerttemberg,No migration background,Full-Time Employment,0.41164,831,1959,0.38984,0.43344
2000,Baden-Wuerttemberg,No migration background,Regular Part-Time Employment,0.09441,201,1959,0.08146,0.10737
2000,Baden-Wuerttemberg,No migration background,Vocational Training,0.02215,48,1959,0.01563,0.02867
2000,Baden-Wuerttemberg,No migration background,"Marginal, Irregular Part-Time Employment",0.04402,93,1959,0.03493,0.05310
2000,Baden-Wuerttemberg,No migration background,Not Employed,0.42535,786,1959,0.40345,0.44725
2000,Baden-Wuerttemberg,Direct migration background,Full-Time Employment,0.43573,335,736,0.39988,0.47158
2000,Baden-Wuerttemberg,Direct migration background,Regular Part-Time Employment,0.08281,59,736,0.06289,0.10274
2000,Baden-Wuerttemberg,Direct migration background,Not Employed,0.43397,342,736,0.39814,0.46981
2000,Baden-Wuerttemberg,Indirect migration background,Full-Time Employment,0.40856,96,181,0.33675,0.48038
2000,Baden-Wuerttemberg,Indirect migration background,Not Employed,0.34802,85,181,0.27843,0.41761
2000,Bavaria,No migration background,Full-Time Employment,0.41093,1194,2801,0.39271,0.42916
2000,Bavaria,No migration background,Regular Part-Time Employment,0.09160,295,2801,0.08091,0.10228
2000,Bavaria,No migration background,Vocational Training,0.02458,78,2801,0.01884,0.03031
2000,Bavaria,No migration background,"Marginal, Irregular Part-Time Employment",0.04060,125,2801,0.03329,0.04791
2000,Bavaria,No migration background,Not Employed,0.43125,1109,2801,0.41290,0.44959
2000,Bavaria,Direct migration background,Full-Time Employment,0.43652,209,436,0.38992,0.48313
2000,Bavaria,Direct migration background,Regular Part-Time Employment,0.09845,37,436,0.07045,0.12644
2000,Bavaria,Direct migration background,Not Employed,0.41721,190,436,0.37087,0.46355
2000,Bavaria,Indirect migration background,Full-Time Employment,0.53246,57,90,0.42880,0.63612
2000,Bavaria,Indirect migration background,Not Employed,0.27200,33,90,0.17955,0.36445
2000,Berlin,No migration background,Full-Time Employment,0.41825,313,682,0.38120,0.45530
2000,Berlin,No migration background,Regular Part-Time Employment,0.08979,59,682,0.06832,0.11126
2000,Berlin,No migration background,Not Employed,0.45260,310,682,0.41521,0.48998
2000,Berlin,Direct migration background,Not Employed,0.47720,35,35,0.30931,0.64509
2000,Brandenburg,No migration background,Full-Time Employment,0.40213,418,973,0.37130,0.43295
2000,Brandenburg,No migration background,Regular Part-Time Employment,0.04942,53,973,0.03579,0.06304
2000,Brandenburg,No migration background,Vocational Training,0.04312,51,973,0.03035,0.05589
2000,Brandenburg,No migration background,Not Employed,0.48300,451,973,0.45158,0.51441
2000,Mecklenburg-Western Pomerania,No migration background,Full-Time Employment,0.42603,249,513,0.38319,0.46886
2000,Mecklenburg-Western Pomerania,No migration background,Regular Part-Time Employment,0.07355,47,513,0.05094,0.09616
2000,Mecklenburg-Western Pomerania,No migration background,Not Employed,0.44459,217,513,0.40155,0.48763
2000,Saxony,No migration background,Full-Time Employment,0.39685,747,1707,0.37363,0.42006
2000,Saxony,No migration background,Regular Part-Time Employment,0.06827,124,1707,0.05631,0.08024
2000,Saxony,No migration background,Vocational Training,0.02957,65,1707,0.02153,0.03761
2000,Saxony,No migration background,Not Employed,0.49019,771,1707,0.46647,0.51391
2000,Saxony-Anhalt,No migration background,Full-Time Employment,0.37718,418,987,0.34692,0.40743
2000,Saxony-Anhalt,No migration background,Regular Part-Time Employment,0.04720,59,987,0.03397,0.06044
2000,Saxony-Anhalt,No migration background,Vocational Training,0.03559,42,987,0.02403,0.04715
2000,Saxony-Anhalt,No migration background,Not Employed,0.50913,468,987,0.47792,0.54033
2000,Thuringa,No migration background,Full-Time Employment,0.39974,454,1011,0.36953,0.42995
2000,Thuringa,No migration background,Regular Part-Time Employment,0.05798,59,1011,0.04357,0.07240
2000,Thuringa,No migration background,Vocational Training,0.03149,40,1011,0.02072,0.04226
2000,Thuringa,No migration background,Not Employed,0.49367,458,1011,0.46284,0.52450
2001,Schleswig-Holstein,No migration background,Full-Time Employment,0.39507,234,536,0.35365,0.43650
2001,Schleswig-Holstein,No migration background,Regular Part-Time Employment,0.10034,60,536,0.07488,0.12580
2001,Schleswig-Holstein,No migration background,Not Employed,0.43859,242,536,0.39654,0.48063
2001,Hamburg,No migration background,Full-Time Employment,0.44651,109,205,0.37829,0.51473
2001,Hamburg,No migration background,Not Employed,0.41603,96,205,0.34839,0.48367
2001,Lower Saxony,No migration background,Full-Time Employment,0.37956,609,1570,0.35555,0.40357
2001,Lower Saxony,No migration background,Regular Part-Time Employment,0.10335,170,1570,0.08828,0.11841
2001,Lower Saxony,No migration background,Vocational Training,0.02189,38,1570,0.01465,0.02913
2001,Lower Saxony,No migration background,"Marginal, Irregular Part-Time Employment",0.04213,72,1570,0.03219,0.05207
2001,Lower Saxony,No migration background,Not Employed,0.45240,681,1570,0.42777,0.47703
2001,Lower Saxony,Direct migration background,Full-Time Employment,0.37508,97,192,0.30642,0.44375
2001,Lower Saxony,Direct migration background,Not Employed,0.45575,95,192,0.38512,0.52638
2001,Bremen,No migration background,Full-Time Employment,0.35686,50,105,0.26478,0.44893
2001,Bremen,No migration background,Not Employed,0.49406,55,105,0.39797,0.59015
2001,North Rhine-Westphalia,No migration background,Full-Time Employment,0.38856,1445,3623,0.37269,0.40444
2001,North Rhine-Westphalia,No migration background,Regular Part-Time Employment,0.10007,397,3623,0.09029,0.10984
2001,North Rhine-Westphalia,No migration background,Vocational Training,0.02417,93,3623,0.01917,0.02917
2001,North Rhine-Westphalia,No migration background,"Marginal, Irregular Part-Time Employment",0.03679,144,3623,0.03066,0.04292
2001,North Rhine-Westphalia,No migration background,Not Employed,0.44955,1544,3623,0.43335,0.46575
2001,North Rhine-Westphalia,Direct migration background,Full-Time Employment,0.41572,327,764,0.38075,0.45070
2001,North Rhine-Westphalia,Direct migration background,Regular Part-Time Employment,0.09425,78,764,0.07352,0.11498
2001,North Rhine-Westphalia,Direct migration background,Not Employed,0.44949,359,764,0.41419,0.48479
2001,North Rhine-Westphalia,Indirect migration background,Full-Time Employment,0.35091,85,178,0.28060,0.42122
2001,North Rhine-Westphalia,Indirect migration background,Not Employed,0.44054,93,178,0.36740,0.51368
2001,Hesse,No migration background,Full-Time Employment,0.40801,461,1080,0.37868,0.43733
2001,Hesse,No migration background,Regular Part-Time Employment,0.09571,129,1080,0.07815,0.11326
2001,Hesse,No migration background,"Marginal, Irregular Part-Time Employment",0.03171,42,1080,0.02126,0.04217
2001,Hesse,No migration background,Not Employed,0.44629,448,1080,0.41663,0.47595
2001,Hesse,Direct migration background,Full-Time Employment,0.39434,131,266,0.33550,0.45318
2001,Hesse,Direct migration background,Not Employed,0.48829,135,266,0.42811,0.54848
2001,Hesse,Indirect migration background,Not Employed,0.39488,33,33,0.22551,0.56425
2001,"Rhineland-Palatinate, Saarland",No migration background,Full-Time Employment,0.36831,414,1079,0.33952,0.39710
2001,"Rhineland-Palatinate, Saarland",No migration background,Regular Part-Time Employment,0.08962,113,1079,0.07257,0.10667
2001,"Rhineland-Palatinate, Saarland",No migration background,"Marginal, Irregular Part-Time Employment",0.02909,37,1079,0.01906,0.03912
2001,"Rhineland-Palatinate, Saarland",No migration background,Not Employed,0.49330,515,1079,0.46345,0.52314
2001,"Rhineland-Palatinate, Saarland",Direct migration background,Full-Time Employment,0.42343,93,182,0.35144,0.49541
2001,"Rhineland-Palatinate, Saarland",Direct migration background,Not Employed,0.38580,89,182,0.31488,0.45672
2001,Baden-Wuerttemberg,No migration background,Full-Time Employment,0.41681,741,1746,0.39368,0.43995
2001,Baden-Wuerttemberg,No migration background,Regular Part-Time Employment,0.10613,200,1746,0.09167,0.12058
2001,Baden-Wuerttemberg,No migration background,Vocational Training,0.01738,33,1746,0.01124,0.02351
2001,Baden-Wuerttemberg,No migration background,"Marginal, Irregular Part-Time Employment",0.04644,87,1746,0.03657,0.05632
2001,Baden-Wuerttemberg,No migration background,Not Employed,0.41077,685,1746,0.38769,0.43385
2001,Baden-Wuerttemberg,Direct migration background,Full-Time Employment,0.42621,292,623,0.38734,0.46507
2001,Baden-Wuerttemberg,Direct migration background,Regular Part-Time Employment,0.09773,60,623,0.07439,0.12107
2001,Baden-Wuerttemberg,Direct migration background,Not Employed,0.41532,271,623,0.37659,0.45405
2001,Baden-Wuerttemberg,Indirect migration background,Full-Time Employment,0.48251,88,155,0.40359,0.56144
2001,Baden-Wuerttemberg,Indirect migration background,Not Employed,0.29745,67,155,0.22525,0.36965
2001,Bavaria,No migration background,Full-Time Employment,0.42368,1087,2508,0.40434,0.44302
2001,Bavaria,No migration background,Regular Part-Time Employment,0.09422,271,2508,0.08278,0.10565
2001,Bavaria,No migration background,Vocational Training,0.02512,72,2508,0.01899,0.03125
2001,Bavaria,No migration background,"Marginal, Irregular Part-Time Employment",0.03672,106,2508,0.02936,0.04409
2001,Bavaria,No migration background,Not Employed,0.41912,972,2508,0.39981,0.43844
2001,Bavaria,Direct migration background,Full-Time Employment,0.38873,178,395,0.34060,0.43687
2001,Bavaria,Direct migration background,Regular Part-Time Employment,0.09137,37,395,0.06292,0.11982
2001,Bavaria,Direct migration background,Not Employed,0.46506,180,395,0.41581,0.51431
2001,Bavaria,Indirect migration background,Full-Time Employment,0.50843,55,88,0.40338,0.61348
2001,Bavaria,Indirect migration background,Not Employed,0.28741,33,88,0.19231,0.38250
2001,Berlin,No migration background,Full-Time Employment,0.45506,320,659,0.41701,0.49311
2001,Berlin,No migration background,Regular Part-Time Employment,0.07996,53,659,0.05924,0.10069
2001,Berlin,No migration background,Not Employed,0.41377,286,659,0.37614,0.45140
2001,Berlin,Direct migration background,Not Employed,0.49251,35,35,0.32446,0.66056
2001,Brandenburg,No migration background,Full-Time Employment,0.36943,374,914,0.33812,0.40073
2001,Brandenburg,No migration background,Regular Part-Time Employment,0.07335,64,914,0.05644,0.09026
2001,Brandenburg,No migration background,Vocational Training,0.04726,52,914,0.03349,0.06102
2001,Brandenburg,No migration background,Not Employed,0.48666,424,914,0.45424,0.51908
2001,Mecklenburg-Western Pomerania,No migration background,Full-Time Employment,0.43244,227,466,0.38741,0.47747
2001,Mecklenburg-Western Pomerania,No migration background,Regular Part-Time Employment,0.07067,41,466,0.04738,0.09396
2001,Mecklenburg-Western Pomerania,No migration background,Not Employed,0.45471,198,466,0.40946,0.49997
2001,Saxony,No migration background,Full-Time Employment,0.39516,686,1578,0.37103,0.41929
2001,Saxony,No migration background,Regular Part-Time Employment,0.06223,110,1578,0.05031,0.07416
2001,Saxony,No migration background,Vocational Training,0.03349,63,1578,0.02461,0.04237
2001,Saxony,No migration background,Not Employed,0.49322,719,1578,0.46854,0.51789
2001,Saxony-Anhalt,No migration background,Full-Time Employment,0.37123,397,939,0.34031,0.40215
2001,Saxony-Anhalt,No migration background,Regular Part-Time Employment,0.05314,56,939,0.03878,0.06749
2001,Saxony-Anhalt,No migration background,Vocational Training,0.03515,41,939,0.02336,0.04693
2001,Saxony-Anhalt,No migration background,Not Employed,0.51294,445,939,0.48095,0.54493
2001,Thuringa,No migration background,Full-Time Employment,0.38748,403,932,0.35619,0.41878
2001,Thuringa,No migration background,Regular Part-Time Employment,0.06430,62,932,0.04855,0.08006
2001,Thuringa,No migration background,Vocational Training,0.03052,34,932,0.01947,0.04157
2001,Thuringa,No migration background,Not Employed,0.50262,433,932,0.47050,0.53473
2002,Schleswig-Holstein,No migration background,Full-Time Employment,0.39890,268,591,0.35939,0.43841
2002,Schleswig-Holstein,No migration background,Regular Part-Time Employment,0.09511,68,591,0.07143,0.11878
2002,Schleswig-Holstein,No migration background,Not Employed,0.42426,255,591,0.38438,0.46414
2002,Schleswig-Holstein,Direct migration background,Full-Time Employment,0.47340,32,32,0.29763,0.64916
2002,Hamburg,No migration background,Full-Time Employment,0.40564,135,246,0.34416,0.46713
2002,Hamburg,No migration background,Not Employed,0.42428,111,246,0.36239,0.48617
2002,Lower Saxony,No migration background,Full-Time Employment,0.37307,676,1714,0.35017,0.39597
2002,Lower Saxony,No migration background,Regular Part-Time Employment,0.09432,192,1714,0.08048,0.10817
2002,Lower Saxony,No migration background,Vocational Training,0.02024,36,1714,0.01357,0.02691
2002,Lower Saxony,No migration background,"Marginal, Irregular Part-Time Employment",0.03840,68,1714,0.02930,0.04750
2002,Lower Saxony,No migration background,Not Employed,0.47320,742,1714,0.44955,0.49684
2002,Lower Saxony,Direct migration background,Full-Time Employment,0.34206,86,180,0.27256,0.41156
2002,Lower Saxony,Direct migration background,Not Employed,0.48479,94,180,0.41158,0.55801
2002,Bremen,No migration background,Full-Time Employment,0.33432,64,124,0.25095,0.41769
2002,Bremen,No migration background,Not Employed,0.53514,60,124,0.44699,0.62328
2002,North Rhine-Westphalia,No migration background,Full-Time Employment,0.37390,1572,3872,0.35866,0.38914
2002,North Rhine-Westphalia,No migration background,Regular Part-Time Employment,0.10684,456,3872,0.09711,0.11658
2002,North Rhine-Westphalia,No migration background,Vocational Training,0.01912,87,3872,0.01481,0.02344
2002,North Rhine-Westphalia,No migration background,"Marginal, Irregular Part-Time Employment",0.03452,150,3872,0.02877,0.04028
2002,North Rhine-Westphalia,No migration background,Not Employed,0.46439,1607,3872,0.44868,0.48010
2002,North Rhine-Westphalia,Direct migration background,Full-Time Employment,0.38963,297,724,0.35408,0.42518
2002,North Rhine-Westphalia,Direct migration background,Regular Part-Time Employment,0.09012,72,724,0.06925,0.11100
2002,North Rhine-Westphalia,Direct migration background,Not Employed,0.46975,355,724,0.43337,0.50613
2002,North Rhine-Westphalia,Indirect migration background,Full-Time Employment,0.32215,80,178,0.25331,0.39099
2002,North Rhine-Westphalia,Indirect migration background,Not Employed,0.43258,98,178,0.35959,0.50557
2002,Hesse,No migration background,Full-Time Employment,0.39922,556,1246,0.37201,0.42642
2002,Hesse,No migration background,Regular Part-Time Employment,0.11047,163,1246,0.09306,0.12788
2002,Hesse,No migration background,"Marginal, Irregular Part-Time Employment",0.03477,50,1246,0.02460,0.04495
2002,Hesse,No migration background,Not Employed,0.43329,477,1246,0.40576,0.46081
2002,Hesse,Direct migration background,Full-Time Employment,0.39188,125,252,0.33149,0.45227
2002,Hesse,Direct migration background,Not Employed,0.47649,127,252,0.41470,0.53827
2002,"Rhineland-Palatinate, Saarland",No migration background,Full-Time Employment,0.35499,424,1098,0.32668,0.38331
2002,"Rhineland-Palatinate, Saarland",No migration background,Regular Part-Time Employment,0.07983,118,1098,0.06379,0.09587
2002,"Rhineland-Palatinate, Saarland",No migration background,"Marginal, Irregular Part-Time Employment",0.03817,48,1098,0.02683,0.04951
