year,age_gr,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2006,66 and older,Full-Time Employment,0.01133,55,4430,0.00821,0.01445
2006,66 and older,Regular Part-Time Employment,0.01191,52,4430,0.00871,0.01510
2006,66 and older,"Marginal, Irregular Part-Time Employment",0.01500,81,4430,0.01142,0.01858
2006,66 and older,Not Employed,0.96177,4242,4430,0.95612,0.96742
2007,17-29 y.,Full-Time Employment,0.31217,1062,3731,0.29730,0.32704
2007,17-29 y.,Regular Part-Time Employment,0.06108,205,3731,0.05340,0.06877
2007,17-29 y.,Vocational Training,0.12291,454,3731,0.11237,0.13345
2007,17-29 y.,"Marginal, Irregular Part-Time Employment",0.08478,332,3731,0.07584,0.09372
2007,17-29 y.,Not Employed,0.41721,1678,3731,0.40139,0.43304
2007,30-45 y.,Full-Time Employment,0.59796,3375,5687,0.58521,0.61070
2007,30-45 y.,Regular Part-Time Employment,0.16843,1045,5687,0.15870,0.17816
2007,30-45 y.,"Marginal, Irregular Part-Time Employment",0.05781,317,5687,0.05174,0.06387
2007,30-45 y.,Not Employed,0.17047,950,5687,0.16069,0.18024
2007,46-65 y.,Full-Time Employment,0.46819,3384,7047,0.45654,0.47984
2007,46-65 y.,Regular Part-Time Employment,0.12439,989,7047,0.11668,0.13209
2007,46-65 y.,"Marginal, Irregular Part-Time Employment",0.04799,325,7047,0.04300,0.05298
2007,46-65 y.,Not Employed,0.35698,2349,7047,0.34579,0.36817
2007,66 and older,Full-Time Employment,0.00919,52,4342,0.00635,0.01202
2007,66 and older,Regular Part-Time Employment,0.01187,51,4342,0.00865,0.01509
2007,66 and older,"Marginal, Irregular Part-Time Employment",0.01803,79,4342,0.01407,0.02199
2007,66 and older,Not Employed,0.96091,4160,4342,0.95515,0.96668
2008,17-29 y.,Full-Time Employment,0.32767,1029,3405,0.31190,0.34343
2008,17-29 y.,Regular Part-Time Employment,0.05686,174,3405,0.04908,0.06464
2008,17-29 y.,Vocational Training,0.12624,425,3405,0.11509,0.13740
2008,17-29 y.,"Marginal, Irregular Part-Time Employment",0.09685,328,3405,0.08691,0.10679
2008,17-29 y.,Not Employed,0.39065,1449,3405,0.37426,0.40704
2008,30-45 y.,Full-Time Employment,0.62083,3128,5144,0.60757,0.63409
2008,30-45 y.,Regular Part-Time Employment,0.15838,902,5144,0.14841,0.16836
2008,30-45 y.,"Marginal, Irregular Part-Time Employment",0.06113,304,5144,0.05458,0.06768
2008,30-45 y.,Not Employed,0.15440,810,5144,0.14452,0.16427
2008,46-65 y.,Full-Time Employment,0.48147,3303,6680,0.46949,0.49345
2008,46-65 y.,Regular Part-Time Employment,0.13442,1000,6680,0.12624,0.14260
2008,46-65 y.,"Marginal, Irregular Part-Time Employment",0.05204,318,6680,0.04672,0.05737
2008,46-65 y.,Not Employed,0.32884,2059,6680,0.31757,0.34011
2008,66 and older,Full-Time Employment,0.00962,52,4296,0.00670,0.01254
2008,66 and older,Regular Part-Time Employment,0.01103,52,4296,0.00791,0.01416
2008,66 and older,"Marginal, Irregular Part-Time Employment",0.02391,95,4296,0.01934,0.02848
2008,66 and older,Not Employed,0.95543,4097,4296,0.94926,0.96160
2009,17-29 y.,Full-Time Employment,0.32283,906,3081,0.30632,0.33935
2009,17-29 y.,Regular Part-Time Employment,0.05651,153,3081,0.04835,0.06466
2009,17-29 y.,Vocational Training,0.13266,414,3081,0.12068,0.14464
2009,17-29 y.,"Marginal, Irregular Part-Time Employment",0.09631,291,3081,0.08589,0.10673
2009,17-29 y.,Not Employed,0.38950,1317,3081,0.37227,0.40672
2009,30-45 y.,Full-Time Employment,0.62059,2801,4659,0.60665,0.63452
2009,30-45 y.,Regular Part-Time Employment,0.15652,840,4659,0.14609,0.16696
2009,30-45 y.,"Marginal, Irregular Part-Time Employment",0.05711,269,4659,0.05045,0.06378
2009,30-45 y.,Not Employed,0.16189,749,4659,0.15131,0.17247
2009,46-65 y.,Full-Time Employment,0.49226,3210,6314,0.47993,0.50460
2009,46-65 y.,Regular Part-Time Employment,0.13486,936,6314,0.12643,0.14328
2009,46-65 y.,"Marginal, Irregular Part-Time Employment",0.05646,303,6314,0.05077,0.06216
2009,46-65 y.,Not Employed,0.31381,1865,6314,0.30237,0.32526
2009,66 and older,Full-Time Employment,0.01076,60,4163,0.00762,0.01389
2009,66 and older,Regular Part-Time Employment,0.01406,60,4163,0.01048,0.01763
2009,66 and older,"Marginal, Irregular Part-Time Employment",0.02720,109,4163,0.02226,0.03214
2009,66 and older,Not Employed,0.94799,3934,4163,0.94124,0.95473
2010,17-29 y.,Full-Time Employment,0.30721,1036,4273,0.29337,0.32104
2010,17-29 y.,Regular Part-Time Employment,0.05782,237,4273,0.05082,0.06481
2010,17-29 y.,Vocational Training,0.14239,485,4273,0.13191,0.15287
2010,17-29 y.,"Marginal, Irregular Part-Time Employment",0.09085,402,4273,0.08224,0.09947
2010,17-29 y.,Not Employed,0.39964,2113,4273,0.38495,0.41433
2010,30-45 y.,Full-Time Employment,0.61697,4439,9039,0.60694,0.62699
2010,30-45 y.,Regular Part-Time Employment,0.15686,1613,9039,0.14936,0.16436
2010,30-45 y.,"Marginal, Irregular Part-Time Employment",0.05978,616,9039,0.05489,0.06466
2010,30-45 y.,Not Employed,0.16280,2371,9039,0.15519,0.17041
2010,46-65 y.,Full-Time Employment,0.49438,3481,6941,0.48262,0.50614
2010,46-65 y.,Regular Part-Time Employment,0.14632,1148,6941,0.13801,0.15464
2010,46-65 y.,"Marginal, Irregular Part-Time Employment",0.06292,415,6941,0.05720,0.06863
2010,46-65 y.,Not Employed,0.29417,1897,6941,0.28345,0.30489
2010,66 and older,Full-Time Employment,0.01164,57,4025,0.00833,0.01496
2010,66 and older,Regular Part-Time Employment,0.01236,54,4025,0.00895,0.01577
2010,66 and older,"Marginal, Irregular Part-Time Employment",0.02325,100,4025,0.01859,0.02790
2010,66 and older,Not Employed,0.95275,3814,4025,0.94620,0.95931
2011,17-29 y.,Full-Time Employment,0.33759,1172,4687,0.32405,0.35113
2011,17-29 y.,Regular Part-Time Employment,0.05716,290,4687,0.05051,0.06381
2011,17-29 y.,Vocational Training,0.12715,557,4687,0.11761,0.13668
2011,17-29 y.,"Marginal, Irregular Part-Time Employment",0.08287,435,4687,0.07497,0.09076
2011,17-29 y.,Not Employed,0.39130,2233,4687,0.37733,0.40527
2011,30-45 y.,Full-Time Employment,0.62248,4969,9917,0.61294,0.63202
2011,30-45 y.,Regular Part-Time Employment,0.16025,2093,9917,0.15303,0.16747
2011,30-45 y.,Vocational Training,0.00400,34,9917,0.00276,0.00524
2011,30-45 y.,"Marginal, Irregular Part-Time Employment",0.05233,639,9917,0.04795,0.05672
2011,30-45 y.,Not Employed,0.15855,2182,9917,0.15137,0.16574
2011,46-65 y.,Full-Time Employment,0.51410,4616,9115,0.50384,0.52436
2011,46-65 y.,Regular Part-Time Employment,0.14405,1486,9115,0.13684,0.15126
2011,46-65 y.,"Marginal, Irregular Part-Time Employment",0.05798,504,9115,0.05319,0.06278
2011,46-65 y.,Not Employed,0.28263,2509,9115,0.27338,0.29187
2011,66 and older,Full-Time Employment,0.00964,56,5143,0.00697,0.01232
2011,66 and older,Regular Part-Time Employment,0.01165,69,5143,0.00871,0.01458
2011,66 and older,"Marginal, Irregular Part-Time Employment",0.02103,100,5143,0.01711,0.02495
2011,66 and older,Not Employed,0.95768,4918,5143,0.95218,0.96318
2012,17-29 y.,Full-Time Employment,0.33103,1112,4501,0.31728,0.34478
2012,17-29 y.,Regular Part-Time Employment,0.06151,269,4501,0.05449,0.06853
2012,17-29 y.,Vocational Training,0.12193,563,4501,0.11237,0.13149
2012,17-29 y.,"Marginal, Irregular Part-Time Employment",0.10355,498,4501,0.09465,0.11245
2012,17-29 y.,Not Employed,0.37589,2059,4501,0.36174,0.39004
2012,30-45 y.,Full-Time Employment,0.61849,4585,9062,0.60849,0.62849
2012,30-45 y.,Regular Part-Time Employment,0.16499,2027,9062,0.15735,0.17263
2012,30-45 y.,Vocational Training,0.00345,45,9062,0.00224,0.00466
2012,30-45 y.,"Marginal, Irregular Part-Time Employment",0.04776,572,9062,0.04337,0.05215
2012,30-45 y.,Not Employed,0.16278,1833,9062,0.15518,0.17038
2012,46-65 y.,Full-Time Employment,0.51819,4734,9366,0.50807,0.52831
2012,46-65 y.,Regular Part-Time Employment,0.14796,1569,9366,0.14077,0.15515
2012,46-65 y.,"Marginal, Irregular Part-Time Employment",0.05468,535,9366,0.05007,0.05928
2012,46-65 y.,Not Employed,0.27797,2528,9366,0.26890,0.28705
2012,66 and older,Full-Time Employment,0.01069,56,5205,0.00789,0.01348
2012,66 and older,Regular Part-Time Employment,0.01284,82,5205,0.00978,0.01590
2012,66 and older,"Marginal, Irregular Part-Time Employment",0.02770,146,5205,0.02324,0.03216
2012,66 and older,Not Employed,0.94877,4921,5205,0.94278,0.95476
2013,17-29 y.,Full-Time Employment,0.32051,1353,5569,0.30825,0.33277
2013,17-29 y.,Regular Part-Time Employment,0.06262,323,5569,0.05625,0.06898
2013,17-29 y.,Vocational Training,0.13462,809,5569,0.12565,0.14359
2013,17-29 y.,"Marginal, Irregular Part-Time Employment",0.10503,611,5569,0.09697,0.11308
2013,17-29 y.,Not Employed,0.37176,2473,5569,0.35906,0.38445
2013,30-45 y.,Full-Time Employment,0.59737,5171,10353,0.58793,0.60682
2013,30-45 y.,Regular Part-Time Employment,0.17123,2247,10353,0.16398,0.17849
2013,30-45 y.,Vocational Training,0.00557,74,10353,0.00413,0.00700
2013,30-45 y.,"Marginal, Irregular Part-Time Employment",0.05166,698,10353,0.04740,0.05593
2013,30-45 y.,Not Employed,0.17101,2163,10353,0.16375,0.17826
2013,46-65 y.,Full-Time Employment,0.51632,5077,10177,0.50661,0.52603
2013,46-65 y.,Regular Part-Time Employment,0.15617,1813,10177,0.14911,0.16322
2013,46-65 y.,"Marginal, Irregular Part-Time Employment",0.05804,644,10177,0.05350,0.06258
2013,46-65 y.,Not Employed,0.26796,2643,10177,0.25935,0.27656
2013,66 and older,Full-Time Employment,0.00986,62,5046,0.00714,0.01259
2013,66 and older,Regular Part-Time Employment,0.01212,73,5046,0.00910,0.01514
2013,66 and older,"Marginal, Irregular Part-Time Employment",0.03085,161,5046,0.02608,0.03562
2013,66 and older,Not Employed,0.94717,4750,5046,0.94100,0.95334
2014,17-29 y.,Full-Time Employment,0.31786,1187,4850,0.30475,0.33096
2014,17-29 y.,Regular Part-Time Employment,0.07004,258,4850,0.06285,0.07722
2014,17-29 y.,Vocational Training,0.13509,703,4850,0.12547,0.14471
2014,17-29 y.,"Marginal, Irregular Part-Time Employment",0.11728,606,4850,0.10822,0.12633
2014,17-29 y.,Not Employed,0.35385,2096,4850,0.34039,0.36731
2014,30-45 y.,Full-Time Employment,0.58975,4302,8508,0.57929,0.60020
2014,30-45 y.,Regular Part-Time Employment,0.16830,1864,8508,0.16035,0.17626
2014,30-45 y.,Vocational Training,0.00687,57,8508,0.00511,0.00862
2014,30-45 y.,"Marginal, Irregular Part-Time Employment",0.05233,573,8508,0.04759,0.05706
2014,30-45 y.,Not Employed,0.17852,1712,8508,0.17038,0.18666
2014,46-65 y.,Full-Time Employment,0.52006,4675,9302,0.50990,0.53021
2014,46-65 y.,Regular Part-Time Employment,0.16552,1701,9302,0.15797,0.17307
2014,46-65 y.,"Marginal, Irregular Part-Time Employment",0.06080,619,9302,0.05595,0.06566
2014,46-65 y.,Not Employed,0.25230,2307,9302,0.24348,0.26113
2014,66 and older,Full-Time Employment,0.01056,62,4953,0.00772,0.01341
2014,66 and older,Regular Part-Time Employment,0.01325,80,4953,0.01007,0.01644
2014,66 and older,"Marginal, Irregular Part-Time Employment",0.03532,187,4953,0.03018,0.04046
2014,66 and older,Not Employed,0.94087,4624,4953,0.93430,0.94744
2015,17-29 y.,Full-Time Employment,0.32851,1285,5002,0.31549,0.34152
2015,17-29 y.,Regular Part-Time Employment,0.06477,293,5002,0.05795,0.07159
2015,17-29 y.,Vocational Training,0.13965,713,5002,0.13005,0.14926
2015,17-29 y.,"Marginal, Irregular Part-Time Employment",0.11247,576,5002,0.10371,0.12122
2015,17-29 y.,Not Employed,0.35000,2135,5002,0.33678,0.36322
2015,30-45 y.,Full-Time Employment,0.58155,4122,8273,0.57092,0.59218
2015,30-45 y.,Regular Part-Time Employment,0.18904,1830,8273,0.18060,0.19747
2015,30-45 y.,Vocational Training,0.00614,57,8273,0.00445,0.00782
2015,30-45 y.,"Marginal, Irregular Part-Time Employment",0.05020,506,8273,0.04549,0.05490
2015,30-45 y.,Not Employed,0.16725,1758,8273,0.15921,0.17530
2015,46-65 y.,Full-Time Employment,0.52309,4629,9121,0.51283,0.53334
2015,46-65 y.,Regular Part-Time Employment,0.16980,1745,9121,0.16209,0.17750
2015,46-65 y.,"Marginal, Irregular Part-Time Employment",0.05770,564,9121,0.05292,0.06249
2015,46-65 y.,Not Employed,0.24768,2183,9121,0.23882,0.25654
2015,66 and older,Full-Time Employment,0.01249,60,4902,0.00938,0.01560
2015,66 and older,Regular Part-Time Employment,0.01327,83,4902,0.01007,0.01647
2015,66 and older,"Marginal, Irregular Part-Time Employment",0.03908,189,4902,0.03365,0.04450
2015,66 and older,Not Employed,0.93516,4570,4902,0.92827,0.94205
2016,17-29 y.,Full-Time Employment,0.31843,1132,5528,0.30615,0.33071
2016,17-29 y.,Regular Part-Time Employment,0.06415,278,5528,0.05769,0.07061
2016,17-29 y.,Vocational Training,0.12786,692,5528,0.11905,0.13666
2016,17-29 y.,"Marginal, Irregular Part-Time Employment",0.09554,495,5528,0.08779,0.10329
2016,17-29 y.,Not Employed,0.38939,2931,5528,0.37653,0.40225
2016,30-45 y.,Full-Time Employment,0.59069,3653,8616,0.58031,0.60107
2016,30-45 y.,Regular Part-Time Employment,0.18248,1685,8616,0.17432,0.19063
2016,30-45 y.,Vocational Training,0.00843,93,8616,0.00650,0.01036
2016,30-45 y.,"Marginal, Irregular Part-Time Employment",0.04398,465,8616,0.03965,0.04831
2016,30-45 y.,Not Employed,0.16837,2720,8616,0.16047,0.17627
2016,46-65 y.,Full-Time Employment,0.52909,4396,9016,0.51879,0.53939
2016,46-65 y.,Regular Part-Time Employment,0.18077,1765,9016,0.17283,0.18871
2016,46-65 y.,"Marginal, Irregular Part-Time Employment",0.05937,526,9016,0.05449,0.06424
2016,46-65 y.,Not Employed,0.22861,2329,9016,0.21994,0.23728
2016,66 and older,Full-Time Employment,0.01368,70,4739,0.01037,0.01699
2016,66 and older,Regular Part-Time Employment,0.01646,89,4739,0.01284,0.02008
2016,66 and older,"Marginal, Irregular Part-Time Employment",0.03677,181,4739,0.03141,0.04213
2016,66 and older,Not Employed,0.93309,4399,4739,0.92598,0.94021
2017,17-29 y.,Full-Time Employment,0.32726,1419,6532,0.31588,0.33864
2017,17-29 y.,Regular Part-Time Employment,0.06289,351,6532,0.05700,0.06878
2017,17-29 y.,Vocational Training,0.13347,791,6532,0.12522,0.14172
2017,17-29 y.,"Marginal, Irregular Part-Time Employment",0.10281,548,6532,0.09545,0.11018
2017,17-29 y.,Not Employed,0.37061,3423,6532,0.35890,0.38233
2017,30-45 y.,Full-Time Employment,0.58769,3876,9115,0.57759,0.59780
2017,30-45 y.,Regular Part-Time Employment,0.19059,1798,9115,0.18253,0.19866
2017,30-45 y.,Vocational Training,0.00703,97,9115,0.00532,0.00875
2017,30-45 y.,"Marginal, Irregular Part-Time Employment",0.03920,450,9115,0.03522,0.04318
2017,30-45 y.,Not Employed,0.16835,2894,9115,0.16066,0.17603
2017,46-65 y.,Full-Time Employment,0.53636,5252,10557,0.52684,0.54587
2017,46-65 y.,Regular Part-Time Employment,0.17918,2081,10557,0.17187,0.18650
2017,46-65 y.,"Marginal, Irregular Part-Time Employment",0.06067,586,10557,0.05611,0.06522
2017,46-65 y.,Not Employed,0.22218,2638,10557,0.21425,0.23011
2017,66 and older,Full-Time Employment,0.01488,81,4995,0.01152,0.01824
2017,66 and older,Regular Part-Time Employment,0.01518,103,4995,0.01179,0.01857
2017,66 and older,"Marginal, Irregular Part-Time Employment",0.04676,227,4995,0.04090,0.05261
2017,66 and older,Not Employed,0.92319,4584,4995,0.91580,0.93057
2018,17-29 y.,Full-Time Employment,0.33450,1466,6118,0.32267,0.34632
2018,17-29 y.,Regular Part-Time Employment,0.07736,393,6118,0.07066,0.08405
2018,17-29 y.,Vocational Training,0.12977,785,6118,0.12134,0.13819
2018,17-29 y.,"Marginal, Irregular Part-Time Employment",0.10313,566,6118,0.09550,0.11075
2018,17-29 y.,Not Employed,0.34993,2908,6118,0.33798,0.36188
2018,30-45 y.,Full-Time Employment,0.59754,3674,8426,0.58707,0.60801
2018,30-45 y.,Regular Part-Time Employment,0.18826,1748,8426,0.17991,0.19661
2018,30-45 y.,Vocational Training,0.00655,101,8426,0.00483,0.00827
2018,30-45 y.,"Marginal, Irregular Part-Time Employment",0.03916,407,8426,0.03502,0.04330
2018,30-45 y.,Not Employed,0.16025,2496,8426,0.15241,0.16808
2018,46-65 y.,Full-Time Employment,0.54091,5040,10237,0.53126,0.55057
2018,46-65 y.,Regular Part-Time Employment,0.19087,2103,10237,0.18326,0.19848
2018,46-65 y.,"Marginal, Irregular Part-Time Employment",0.05132,545,10237,0.04705,0.05559
2018,46-65 y.,Not Employed,0.21478,2549,10237,0.20683,0.22274
2018,66 and older,Full-Time Employment,0.01548,73,5020,0.01206,0.01889
2018,66 and older,Regular Part-Time Employment,0.02149,118,5020,0.01748,0.02551
2018,66 and older,"Marginal, Irregular Part-Time Employment",0.05228,245,5020,0.04612,0.05843
2018,66 and older,Not Employed,0.91075,4584,5020,0.90286,0.91864
2019,17-29 y.,Full-Time Employment,0.33663,1350,5314,0.32392,0.34933
2019,17-29 y.,Regular Part-Time Employment,0.08941,409,5314,0.08174,0.09708
2019,17-29 y.,Vocational Training,0.13014,750,5314,0.12109,0.13919
2019,17-29 y.,"Marginal, Irregular Part-Time Employment",0.08756,502,5314,0.07996,0.09516
2019,17-29 y.,Not Employed,0.33743,2303,5314,0.32471,0.35014
2019,30-45 y.,Full-Time Employment,0.59217,3715,7948,0.58137,0.60298
2019,30-45 y.,Regular Part-Time Employment,0.20570,1650,7948,0.19681,0.21459
2019,30-45 y.,Vocational Training,0.00747,105,7948,0.00557,0.00936
2019,30-45 y.,"Marginal, Irregular Part-Time Employment",0.03047,328,7948,0.02669,0.03425
2019,30-45 y.,Not Employed,0.15669,2150,7948,0.14870,0.16468
2019,46-65 y.,Full-Time Employment,0.54165,5906,11032,0.53235,0.55095
2019,46-65 y.,Regular Part-Time Employment,0.19245,2199,11032,0.18510,0.19981
2019,46-65 y.,"Marginal, Irregular Part-Time Employment",0.05195,548,11032,0.04780,0.05609
2019,46-65 y.,Not Employed,0.21222,2379,11032,0.20459,0.21985
2019,66 and older,Full-Time Employment,0.01718,218,5208,0.01365,0.02071
2019,66 and older,Regular Part-Time Employment,0.02224,183,5208,0.01823,0.02624
2019,66 and older,"Marginal, Irregular Part-Time Employment",0.04376,263,5208,0.03821,0.04932
2019,66 and older,Not Employed,0.91682,4544,5208,0.90932,0.92432
2020,17-29 y.,Full-Time Employment,0.33464,1772,5931,0.32263,0.34665
2020,17-29 y.,Regular Part-Time Employment,0.08027,410,5931,0.07335,0.08718
2020,17-29 y.,Vocational Training,0.13672,838,5931,0.12798,0.14547
2020,17-29 y.,"Marginal, Irregular Part-Time Employment",0.08762,437,5931,0.08042,0.09482
2020,17-29 y.,Not Employed,0.35704,2474,5931,0.34485,0.36924
2020,30-45 y.,Full-Time Employment,0.58640,4230,8482,0.57592,0.59688
2020,30-45 y.,Regular Part-Time Employment,0.21777,1607,8482,0.20899,0.22655
2020,30-45 y.,Vocational Training,0.00734,128,8482,0.00552,0.00916
2020,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02607,297,8482,0.02268,0.02946
2020,30-45 y.,Not Employed,0.15386,2220,8482,0.14618,0.16154
2020,46-65 y.,Full-Time Employment,0.55051,5519,10498,0.54099,0.56003
2020,46-65 y.,Regular Part-Time Employment,0.19266,2161,10498,0.18511,0.20020
2020,46-65 y.,"Marginal, Irregular Part-Time Employment",0.04732,473,10498,0.04326,0.05139
2020,46-65 y.,Not Employed,0.20804,2345,10498,0.20027,0.21580
2020,66 and older,Full-Time Employment,0.01595,147,4926,0.01245,0.01945
2020,66 and older,Regular Part-Time Employment,0.02158,164,4926,0.01753,0.02564
2020,66 and older,"Marginal, Irregular Part-Time Employment",0.04990,260,4926,0.04382,0.05598
2020,66 and older,Not Employed,0.91256,4355,4926,0.90468,0.92045
2021,17-29 y.,Full-Time Employment,0.35475,1071,3633,0.33919,0.37031
2021,17-29 y.,Regular Part-Time Employment,0.09278,289,3633,0.08335,0.10222
2021,17-29 y.,Vocational Training,0.10828,394,3633,0.09818,0.11839
2021,17-29 y.,"Marginal, Irregular Part-Time Employment",0.09384,297,3633,0.08435,0.10332
2021,17-29 y.,Not Employed,0.34206,1544,3633,0.32663,0.35749
2021,17-29 y.,In short-time work (since 2021),0.00578,38,3633,0.00332,0.00825
2021,30-45 y.,Full-Time Employment,0.59550,2716,5339,0.58233,0.60866
2021,30-45 y.,Regular Part-Time Employment,0.21284,1079,5339,0.20186,0.22382
2021,30-45 y.,Vocational Training,0.00753,62,5339,0.00521,0.00985
2021,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02298,115,5339,0.01896,0.02700
2021,30-45 y.,Not Employed,0.14922,1292,5339,0.13966,0.15878
2021,30-45 y.,In short-time work (since 2021),0.01036,75,5339,0.00765,0.01308
2021,46-65 y.,Full-Time Employment,0.54735,3815,7292,0.53592,0.55877
2021,46-65 y.,Regular Part-Time Employment,0.17654,1495,7292,0.16778,0.18529
2021,46-65 y.,"Marginal, Irregular Part-Time Employment",0.04822,296,7292,0.04330,0.05314
2021,46-65 y.,Not Employed,0.21025,1615,7292,0.20090,0.21961
2021,46-65 y.,In short-time work (since 2021),0.00970,71,7292,0.00745,0.01195
2021,66 and older,Full-Time Employment,0.01432,102,3536,0.01040,0.01823
2021,66 and older,Regular Part-Time Employment,0.02907,126,3536,0.02353,0.03461
2021,66 and older,"Marginal, Irregular Part-Time Employment",0.05050,176,3536,0.04328,0.05772
2021,66 and older,Not Employed,0.88410,3132,3536,0.87354,0.89465
2022,17-29 y.,Full-Time Employment,0.38875,2527,5946,0.37636,0.40114
2022,17-29 y.,Regular Part-Time Employment,0.12942,605,5946,0.12089,0.13795
2022,17-29 y.,Vocational Training,0.10066,654,5946,0.09301,0.10830
2022,17-29 y.,"Marginal, Irregular Part-Time Employment",0.09902,493,5946,0.09143,0.10662
2022,17-29 y.,Not Employed,0.26821,1619,5946,0.25695,0.27948
2022,17-29 y.,In short-time work (since 2021),0.00752,48,5946,0.00532,0.00971
2022,30-45 y.,Full-Time Employment,0.60796,5453,8947,0.59784,0.61807
2022,30-45 y.,Regular Part-Time Employment,0.22359,1714,8947,0.21495,0.23222
2022,30-45 y.,Vocational Training,0.00721,103,8947,0.00546,0.00896
2022,30-45 y.,"Marginal, Irregular Part-Time Employment",0.02192,172,8947,0.01889,0.02496
2022,30-45 y.,Not Employed,0.13202,1469,8947,0.12500,0.13903
2022,30-45 y.,In short-time work (since 2021),0.00231,36,8947,0.00131,0.00330
2022,46-65 y.,Full-Time Employment,0.54284,4913,9132,0.53262,0.55306
2022,46-65 y.,Regular Part-Time Employment,0.20076,1981,9132,0.19255,0.20898
2022,46-65 y.,"Marginal, Irregular Part-Time Employment",0.04390,384,9132,0.03970,0.04810
2022,46-65 y.,Not Employed,0.20443,1854,9132,0.19616,0.21270
2022,66 and older,Full-Time Employment,0.01815,135,4099,0.01406,0.02223
2022,66 and older,Regular Part-Time Employment,0.02969,170,4099,0.02449,0.03489
2022,66 and older,"Marginal, Irregular Part-Time Employment",0.05031,265,4099,0.04361,0.05700
2022,66 and older,Not Employed,0.88854,3529,4099,0.87891,0.89818
