year,quintil_oecd,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1993,2nd Quintile,Rural regions,Vocational Training,0.04214,68,1156,0.03055,0.05373
1993,2nd Quintile,Rural regions,Not Employed,0.36439,482,1156,0.33664,0.39215
1993,3rd Quintile,Urban regions,Full-Time Employment,0.33182,846,1680,0.30929,0.35434
1993,3rd Quintile,Urban regions,Regular Part-Time Employment,0.06358,134,1680,0.05191,0.07525
1993,3rd Quintile,Urban regions,Vocational Training,0.02940,74,1680,0.02132,0.03748
1993,3rd Quintile,Urban regions,Not Employed,0.35913,626,1680,0.33619,0.38208
1993,3rd Quintile,Rural regions,Full-Time Employment,0.38589,530,956,0.35501,0.41676
1993,3rd Quintile,Rural regions,Regular Part-Time Employment,0.05183,54,956,0.03777,0.06589
1993,3rd Quintile,Rural regions,Vocational Training,0.03715,50,956,0.02516,0.04915
1993,3rd Quintile,Rural regions,Not Employed,0.32041,322,956,0.29081,0.35000
1993,4th Quintile,Urban regions,Full-Time Employment,0.44468,1037,1859,0.42208,0.46727
1993,4th Quintile,Urban regions,Regular Part-Time Employment,0.06862,149,1859,0.05712,0.08011
1993,4th Quintile,Urban regions,Vocational Training,0.02747,65,1859,0.02004,0.03490
1993,4th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01514,32,1859,0.00958,0.02069
1993,4th Quintile,Urban regions,Not Employed,0.29774,576,1859,0.27694,0.31853
1993,4th Quintile,Rural regions,Full-Time Employment,0.45646,456,716,0.41995,0.49297
1993,4th Quintile,Rural regions,Regular Part-Time Employment,0.07098,53,716,0.05216,0.08980
1993,4th Quintile,Rural regions,Not Employed,0.29614,207,716,0.26268,0.32961
1993,5th Quintile,Urban regions,Full-Time Employment,0.56242,1238,1931,0.54029,0.58456
1993,5th Quintile,Urban regions,Regular Part-Time Employment,0.07770,158,1931,0.06576,0.08964
1993,5th Quintile,Urban regions,Vocational Training,0.01264,31,1931,0.00766,0.01763
1993,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01578,34,1931,0.01022,0.02134
1993,5th Quintile,Urban regions,Not Employed,0.23443,470,1931,0.21553,0.25333
1993,5th Quintile,Rural regions,Full-Time Employment,0.56148,298,436,0.51485,0.60811
1993,5th Quintile,Rural regions,Regular Part-Time Employment,0.09038,43,436,0.06343,0.11732
1993,5th Quintile,Rural regions,Not Employed,0.20981,95,436,0.17154,0.24807
1994,1st Quintile,Urban regions,Full-Time Employment,0.15231,374,1540,0.13436,0.17027
1994,1st Quintile,Urban regions,Regular Part-Time Employment,0.03700,86,1540,0.02757,0.04643
1994,1st Quintile,Urban regions,Vocational Training,0.02349,59,1540,0.01592,0.03105
1994,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01812,35,1540,0.01145,0.02478
1994,1st Quintile,Urban regions,Not Employed,0.53492,986,1540,0.51000,0.55984
1994,1st Quintile,Rural regions,Full-Time Employment,0.13715,236,969,0.11548,0.15883
1994,1st Quintile,Rural regions,Regular Part-Time Employment,0.02707,40,969,0.01685,0.03729
1994,1st Quintile,Rural regions,Vocational Training,0.03786,63,969,0.02584,0.04989
1994,1st Quintile,Rural regions,Not Employed,0.56162,630,969,0.53036,0.59288
1994,2nd Quintile,Urban regions,Full-Time Employment,0.24734,629,1621,0.22633,0.26835
1994,2nd Quintile,Urban regions,Regular Part-Time Employment,0.04825,106,1621,0.03782,0.05869
1994,2nd Quintile,Urban regions,Vocational Training,0.02475,62,1621,0.01718,0.03231
1994,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01436,32,1621,0.00857,0.02016
1994,2nd Quintile,Urban regions,Not Employed,0.44344,792,1621,0.41924,0.46763
1994,2nd Quintile,Rural regions,Full-Time Employment,0.26724,428,1029,0.24019,0.29429
1994,2nd Quintile,Rural regions,Regular Part-Time Employment,0.04966,68,1029,0.03638,0.06294
1994,2nd Quintile,Rural regions,Vocational Training,0.03188,49,1029,0.02114,0.04262
1994,2nd Quintile,Rural regions,Not Employed,0.40572,484,1029,0.37571,0.43574
1994,3rd Quintile,Urban regions,Full-Time Employment,0.32928,788,1671,0.30674,0.35182
1994,3rd Quintile,Urban regions,Regular Part-Time Employment,0.06974,142,1671,0.05753,0.08196
1994,3rd Quintile,Urban regions,Vocational Training,0.01845,53,1671,0.01199,0.02490
1994,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01784,35,1671,0.01149,0.02419
1994,3rd Quintile,Urban regions,Not Employed,0.37487,653,1671,0.35165,0.39808
1994,3rd Quintile,Rural regions,Full-Time Employment,0.36523,546,1028,0.33578,0.39468
1994,3rd Quintile,Rural regions,Regular Part-Time Employment,0.06255,73,1028,0.04774,0.07736
1994,3rd Quintile,Rural regions,Vocational Training,0.04166,60,1028,0.02944,0.05388
1994,3rd Quintile,Rural regions,Not Employed,0.34814,349,1028,0.31900,0.37727
1994,4th Quintile,Urban regions,Full-Time Employment,0.45114,995,1772,0.42796,0.47431
1994,4th Quintile,Urban regions,Regular Part-Time Employment,0.06528,132,1772,0.05378,0.07679
1994,4th Quintile,Urban regions,Vocational Training,0.02226,53,1772,0.01539,0.02913
1994,4th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01419,31,1772,0.00868,0.01970
1994,4th Quintile,Urban regions,Not Employed,0.30193,561,1772,0.28055,0.32332
1994,4th Quintile,Rural regions,Full-Time Employment,0.43758,441,733,0.40164,0.47351
1994,4th Quintile,Rural regions,Regular Part-Time Employment,0.07323,54,733,0.05436,0.09211
1994,4th Quintile,Rural regions,Not Employed,0.28670,238,733,0.25394,0.31946
1994,5th Quintile,Urban regions,Full-Time Employment,0.54173,1165,1847,0.51900,0.56446
1994,5th Quintile,Urban regions,Regular Part-Time Employment,0.07229,140,1847,0.06048,0.08411
1994,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02206,43,1847,0.01536,0.02876
1994,5th Quintile,Urban regions,Not Employed,0.25693,499,1847,0.23700,0.27686
1994,5th Quintile,Rural regions,Full-Time Employment,0.57021,380,541,0.52845,0.61196
1994,5th Quintile,Rural regions,Regular Part-Time Employment,0.07460,42,541,0.05243,0.09676
1994,5th Quintile,Rural regions,Not Employed,0.23453,119,541,0.19879,0.27026
1995,1st Quintile,Urban regions,Full-Time Employment,0.15899,412,1617,0.14116,0.17682
1995,1st Quintile,Urban regions,Regular Part-Time Employment,0.03977,84,1617,0.03024,0.04930
1995,1st Quintile,Urban regions,Vocational Training,0.02187,60,1617,0.01474,0.02900
1995,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02141,42,1617,0.01435,0.02847
1995,1st Quintile,Urban regions,Not Employed,0.50445,1019,1617,0.48007,0.52883
1995,1st Quintile,Rural regions,Full-Time Employment,0.17526,270,907,0.15050,0.20002
1995,1st Quintile,Rural regions,Regular Part-Time Employment,0.03729,48,907,0.02495,0.04962
1995,1st Quintile,Rural regions,Vocational Training,0.03028,45,907,0.01912,0.04144
1995,1st Quintile,Rural regions,Not Employed,0.47917,544,907,0.44664,0.51170
1995,2nd Quintile,Urban regions,Full-Time Employment,0.23584,695,1808,0.21627,0.25542
1995,2nd Quintile,Urban regions,Regular Part-Time Employment,0.05510,131,1808,0.04458,0.06562
1995,2nd Quintile,Urban regions,Vocational Training,0.02209,63,1808,0.01531,0.02886
1995,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02290,54,1808,0.01601,0.02980
1995,2nd Quintile,Urban regions,Not Employed,0.44800,865,1808,0.42507,0.47093
1995,2nd Quintile,Rural regions,Full-Time Employment,0.24108,398,1061,0.21532,0.26683
1995,2nd Quintile,Rural regions,Regular Part-Time Employment,0.04990,71,1061,0.03679,0.06300
1995,2nd Quintile,Rural regions,Vocational Training,0.03050,57,1061,0.02014,0.04085
1995,2nd Quintile,Rural regions,Not Employed,0.46263,535,1061,0.43262,0.49265
1995,3rd Quintile,Urban regions,Full-Time Employment,0.33343,796,1681,0.31089,0.35598
1995,3rd Quintile,Urban regions,Regular Part-Time Employment,0.06380,142,1681,0.05212,0.07549
1995,3rd Quintile,Urban regions,Vocational Training,0.01908,52,1681,0.01254,0.02562
1995,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02521,53,1681,0.01771,0.03271
1995,3rd Quintile,Urban regions,Not Employed,0.38131,638,1681,0.35808,0.40453
1995,3rd Quintile,Rural regions,Full-Time Employment,0.36262,535,1027,0.33320,0.39204
1995,3rd Quintile,Rural regions,Regular Part-Time Employment,0.05917,81,1027,0.04474,0.07361
1995,3rd Quintile,Rural regions,Vocational Training,0.02935,50,1027,0.01903,0.03968
1995,3rd Quintile,Rural regions,Not Employed,0.33546,361,1027,0.30657,0.36435
1995,4th Quintile,Urban regions,Full-Time Employment,0.42760,969,1767,0.40452,0.45067
1995,4th Quintile,Urban regions,Regular Part-Time Employment,0.07604,159,1767,0.06368,0.08840
1995,4th Quintile,Urban regions,Vocational Training,0.01998,47,1767,0.01346,0.02651
1995,4th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01715,31,1767,0.01109,0.02320
1995,4th Quintile,Urban regions,Not Employed,0.31666,561,1767,0.29496,0.33836
1995,4th Quintile,Rural regions,Full-Time Employment,0.45330,532,876,0.42031,0.48628
1995,4th Quintile,Rural regions,Regular Part-Time Employment,0.07683,68,876,0.05919,0.09448
1995,4th Quintile,Rural regions,Vocational Training,0.03272,41,876,0.02093,0.04451
1995,4th Quintile,Rural regions,Not Employed,0.29083,235,876,0.26074,0.32092
1995,5th Quintile,Urban regions,Full-Time Employment,0.53191,1133,1830,0.50904,0.55478
1995,5th Quintile,Urban regions,Regular Part-Time Employment,0.07079,149,1830,0.05904,0.08254
1995,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01745,32,1830,0.01145,0.02345
1995,5th Quintile,Urban regions,Not Employed,0.27111,516,1830,0.25074,0.29148
1995,5th Quintile,Rural regions,Full-Time Employment,0.52094,391,587,0.48049,0.56139
1995,5th Quintile,Rural regions,Regular Part-Time Employment,0.06872,43,587,0.04823,0.08920
1995,5th Quintile,Rural regions,Not Employed,0.25691,153,587,0.22153,0.29229
1996,1st Quintile,Urban regions,Full-Time Employment,0.15270,422,1674,0.13546,0.16994
1996,1st Quintile,Urban regions,Regular Part-Time Employment,0.05185,110,1674,0.04123,0.06248
1996,1st Quintile,Urban regions,Vocational Training,0.03276,74,1674,0.02423,0.04128
1996,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02276,47,1674,0.01562,0.02991
1996,1st Quintile,Urban regions,Not Employed,0.49265,1021,1674,0.46870,0.51661
1996,1st Quintile,Rural regions,Full-Time Employment,0.16680,244,884,0.14221,0.19139
1996,1st Quintile,Rural regions,Regular Part-Time Employment,0.04676,52,884,0.03284,0.06069
1996,1st Quintile,Rural regions,Vocational Training,0.02491,48,884,0.01463,0.03519
1996,1st Quintile,Rural regions,Not Employed,0.51154,540,884,0.47857,0.54451
1996,2nd Quintile,Urban regions,Full-Time Employment,0.24617,641,1690,0.22563,0.26672
1996,2nd Quintile,Urban regions,Regular Part-Time Employment,0.06176,155,1690,0.05028,0.07324
1996,2nd Quintile,Urban regions,Vocational Training,0.02063,57,1690,0.01385,0.02741
1996,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01588,35,1690,0.00992,0.02185
1996,2nd Quintile,Urban regions,Not Employed,0.43899,802,1690,0.41532,0.46266
1996,2nd Quintile,Rural regions,Full-Time Employment,0.25384,362,924,0.22576,0.28192
1996,2nd Quintile,Rural regions,Regular Part-Time Employment,0.04310,64,924,0.03000,0.05620
1996,2nd Quintile,Rural regions,Vocational Training,0.02758,53,924,0.01702,0.03815
1996,2nd Quintile,Rural regions,Not Employed,0.41790,445,924,0.38608,0.44972
1996,3rd Quintile,Urban regions,Full-Time Employment,0.32069,723,1576,0.29764,0.34374
1996,3rd Quintile,Urban regions,Regular Part-Time Employment,0.06925,140,1576,0.05672,0.08179
1996,3rd Quintile,Urban regions,Vocational Training,0.02217,52,1576,0.01490,0.02945
1996,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02278,42,1576,0.01541,0.03015
1996,3rd Quintile,Urban regions,Not Employed,0.38129,619,1576,0.35730,0.40528
1996,3rd Quintile,Rural regions,Full-Time Employment,0.34768,547,1095,0.31946,0.37590
1996,3rd Quintile,Rural regions,Regular Part-Time Employment,0.07208,90,1095,0.05676,0.08741
1996,3rd Quintile,Rural regions,Vocational Training,0.02040,38,1095,0.01202,0.02877
1996,3rd Quintile,Rural regions,Not Employed,0.37603,420,1095,0.34732,0.40473
1996,4th Quintile,Urban regions,Full-Time Employment,0.43269,984,1793,0.40976,0.45563
1996,4th Quintile,Urban regions,Regular Part-Time Employment,0.07373,150,1793,0.06163,0.08583
1996,4th Quintile,Urban regions,Vocational Training,0.01640,41,1793,0.01052,0.02229
1996,4th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01518,36,1793,0.00952,0.02084
1996,4th Quintile,Urban regions,Not Employed,0.31797,582,1793,0.29641,0.33953
1996,4th Quintile,Rural regions,Full-Time Employment,0.41678,496,868,0.38396,0.44960
1996,4th Quintile,Rural regions,Regular Part-Time Employment,0.08574,76,868,0.06710,0.10438
1996,4th Quintile,Rural regions,Not Employed,0.30628,296,868,0.27560,0.33696
1996,5th Quintile,Urban regions,Full-Time Employment,0.51581,1066,1776,0.49256,0.53906
1996,5th Quintile,Urban regions,Regular Part-Time Employment,0.07955,170,1776,0.06696,0.09214
1996,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02066,38,1776,0.01404,0.02727
1996,5th Quintile,Urban regions,Not Employed,0.27771,502,1776,0.25688,0.29855
1996,5th Quintile,Rural regions,Full-Time Employment,0.52578,410,617,0.48635,0.56521
1996,5th Quintile,Rural regions,Regular Part-Time Employment,0.08613,47,617,0.06397,0.10828
1996,5th Quintile,Rural regions,Not Employed,0.26889,160,617,0.23388,0.30391
1997,1st Quintile,Urban regions,Full-Time Employment,0.14084,362,1572,0.12364,0.15804
1997,1st Quintile,Urban regions,Regular Part-Time Employment,0.04527,92,1572,0.03499,0.05555
1997,1st Quintile,Urban regions,Vocational Training,0.02462,64,1572,0.01695,0.03228
1997,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01403,35,1572,0.00821,0.01985
1997,1st Quintile,Urban regions,Not Employed,0.53761,1019,1572,0.51295,0.56226
1997,1st Quintile,Rural regions,Full-Time Employment,0.15437,213,800,0.12932,0.17943
1997,1st Quintile,Rural regions,Regular Part-Time Employment,0.05211,50,800,0.03670,0.06752
1997,1st Quintile,Rural regions,Vocational Training,0.02118,38,800,0.01120,0.03117
1997,1st Quintile,Rural regions,Not Employed,0.50240,499,800,0.46773,0.53707
1997,2nd Quintile,Urban regions,Full-Time Employment,0.23472,605,1669,0.21438,0.25506
1997,2nd Quintile,Urban regions,Regular Part-Time Employment,0.07266,144,1669,0.06021,0.08512
1997,2nd Quintile,Urban regions,Vocational Training,0.02680,67,1669,0.01905,0.03455
1997,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01688,40,1669,0.01069,0.02306
1997,2nd Quintile,Urban regions,Not Employed,0.43335,813,1669,0.40957,0.45713
1997,2nd Quintile,Rural regions,Full-Time Employment,0.27585,421,1058,0.24891,0.30280
1997,2nd Quintile,Rural regions,Regular Part-Time Employment,0.03606,50,1058,0.02482,0.04730
1997,2nd Quintile,Rural regions,Vocational Training,0.02498,53,1058,0.01557,0.03438
1997,2nd Quintile,Rural regions,Not Employed,0.44133,534,1058,0.41140,0.47127
1997,3rd Quintile,Urban regions,Full-Time Employment,0.30122,707,1615,0.27883,0.32360
1997,3rd Quintile,Urban regions,Regular Part-Time Employment,0.06754,136,1615,0.05530,0.07978
1997,3rd Quintile,Urban regions,Vocational Training,0.02224,53,1615,0.01505,0.02944
1997,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02409,45,1615,0.01661,0.03158
1997,3rd Quintile,Urban regions,Not Employed,0.40967,674,1615,0.38568,0.43367
1997,3rd Quintile,Rural regions,Full-Time Employment,0.31413,481,993,0.28525,0.34302
1997,3rd Quintile,Rural regions,Regular Part-Time Employment,0.06679,83,993,0.05125,0.08232
1997,3rd Quintile,Rural regions,Vocational Training,0.01874,34,993,0.01030,0.02718
1997,3rd Quintile,Rural regions,Not Employed,0.38189,395,993,0.35165,0.41212
1997,4th Quintile,Urban regions,Full-Time Employment,0.43758,959,1743,0.41429,0.46088
1997,4th Quintile,Urban regions,Regular Part-Time Employment,0.08063,172,1743,0.06784,0.09341
1997,4th Quintile,Urban regions,Vocational Training,0.01718,51,1743,0.01108,0.02328
1997,4th Quintile,Urban regions,Not Employed,0.30331,561,1743,0.28172,0.32489
1997,4th Quintile,Rural regions,Full-Time Employment,0.45435,503,873,0.42130,0.48740
1997,4th Quintile,Rural regions,Regular Part-Time Employment,0.08020,75,873,0.06217,0.09823
1997,4th Quintile,Rural regions,Vocational Training,0.02179,31,873,0.01210,0.03148
1997,4th Quintile,Rural regions,Not Employed,0.31773,264,873,0.28683,0.34864
1997,5th Quintile,Urban regions,Full-Time Employment,0.51668,1061,1736,0.49317,0.54020
1997,5th Quintile,Urban regions,Regular Part-Time Employment,0.07771,149,1736,0.06511,0.09031
1997,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01780,33,1736,0.01158,0.02402
1997,5th Quintile,Urban regions,Not Employed,0.27972,493,1736,0.25860,0.30084
1997,5th Quintile,Rural regions,Full-Time Employment,0.52017,410,629,0.48109,0.55924
1997,5th Quintile,Rural regions,Regular Part-Time Employment,0.05476,41,629,0.03696,0.07255
1997,5th Quintile,Rural regions,Not Employed,0.29319,178,629,0.25759,0.32880
1998,1st Quintile,Urban regions,Full-Time Employment,0.15339,392,1532,0.13534,0.17144
1998,1st Quintile,Urban regions,Regular Part-Time Employment,0.05637,99,1532,0.04481,0.06792
1998,1st Quintile,Urban regions,Vocational Training,0.03044,72,1532,0.02183,0.03904
1998,1st Quintile,Urban regions,Not Employed,0.49675,969,1532,0.47171,0.52180
1998,1st Quintile,Rural regions,Full-Time Employment,0.14189,183,757,0.11702,0.16677
1998,1st Quintile,Rural regions,Regular Part-Time Employment,0.04971,42,757,0.03422,0.06520
1998,1st Quintile,Rural regions,Vocational Training,0.02862,43,757,0.01674,0.04051
1998,1st Quintile,Rural regions,Not Employed,0.51914,489,757,0.48352,0.55475
1998,2nd Quintile,Urban regions,Full-Time Employment,0.24865,569,1546,0.22709,0.27020
1998,2nd Quintile,Urban regions,Regular Part-Time Employment,0.06515,134,1546,0.05284,0.07745
1998,2nd Quintile,Urban regions,Vocational Training,0.02029,61,1546,0.01326,0.02732
1998,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02099,43,1546,0.01384,0.02813
1998,2nd Quintile,Urban regions,Not Employed,0.42895,739,1546,0.40427,0.45363
1998,2nd Quintile,Rural regions,Full-Time Employment,0.25777,365,941,0.22981,0.28573
1998,2nd Quintile,Rural regions,Regular Part-Time Employment,0.04121,52,941,0.02850,0.05392
1998,2nd Quintile,Rural regions,Vocational Training,0.02882,49,941,0.01812,0.03951
1998,2nd Quintile,Rural regions,Not Employed,0.42356,475,941,0.39197,0.45514
1998,3rd Quintile,Urban regions,Full-Time Employment,0.30873,650,1539,0.28564,0.33182
1998,3rd Quintile,Urban regions,Regular Part-Time Employment,0.07362,150,1539,0.06057,0.08667
1998,3rd Quintile,Urban regions,Vocational Training,0.02425,55,1539,0.01656,0.03193
1998,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01655,37,1539,0.01018,0.02293
1998,3rd Quintile,Urban regions,Not Employed,0.40260,647,1539,0.37809,0.42711
1998,3rd Quintile,Rural regions,Full-Time Employment,0.32139,480,1016,0.29266,0.35012
1998,3rd Quintile,Rural regions,Regular Part-Time Employment,0.05003,66,1016,0.03662,0.06345
1998,3rd Quintile,Rural regions,Vocational Training,0.02463,41,1016,0.01509,0.03416
1998,3rd Quintile,Rural regions,Not Employed,0.41764,429,1016,0.38730,0.44798
1998,4th Quintile,Urban regions,Full-Time Employment,0.43372,924,1666,0.40992,0.45753
1998,4th Quintile,Urban regions,Regular Part-Time Employment,0.06695,137,1666,0.05495,0.07896
1998,4th Quintile,Urban regions,Vocational Training,0.01987,43,1666,0.01317,0.02657
1998,4th Quintile,Urban regions,Not Employed,0.33449,562,1666,0.31183,0.35715
1998,4th Quintile,Rural regions,Full-Time Employment,0.45235,501,890,0.41963,0.48507
1998,4th Quintile,Rural regions,Regular Part-Time Employment,0.06623,73,890,0.04989,0.08258
1998,4th Quintile,Rural regions,Vocational Training,0.02036,33,890,0.01108,0.02965
1998,4th Quintile,Rural regions,Not Employed,0.31722,283,890,0.28662,0.34781
1998,5th Quintile,Urban regions,Full-Time Employment,0.49466,989,1639,0.47044,0.51887
1998,5th Quintile,Urban regions,Regular Part-Time Employment,0.08669,142,1639,0.07306,0.10031
1998,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.01753,36,1639,0.01118,0.02389
1998,5th Quintile,Urban regions,Not Employed,0.28729,472,1639,0.26538,0.30921
1998,5th Quintile,Rural regions,Full-Time Employment,0.46485,388,610,0.42524,0.50447
1998,5th Quintile,Rural regions,Regular Part-Time Employment,0.08378,54,610,0.06177,0.10578
1998,5th Quintile,Rural regions,Not Employed,0.30340,168,610,0.26688,0.33991
1999,1st Quintile,Urban regions,Full-Time Employment,0.15988,408,1662,0.14226,0.17751
1999,1st Quintile,Urban regions,Regular Part-Time Employment,0.04999,105,1662,0.03951,0.06047
1999,1st Quintile,Urban regions,Vocational Training,0.03142,78,1662,0.02303,0.03981
1999,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03920,82,1662,0.02987,0.04853
1999,1st Quintile,Urban regions,Not Employed,0.47197,989,1662,0.44797,0.49598
1999,1st Quintile,Rural regions,Full-Time Employment,0.15825,231,932,0.13481,0.18170
1999,1st Quintile,Rural regions,Regular Part-Time Employment,0.04934,66,932,0.03543,0.06325
1999,1st Quintile,Rural regions,Vocational Training,0.03360,58,932,0.02202,0.04517
1999,1st Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02389,31,932,0.01408,0.03370
1999,1st Quintile,Rural regions,Not Employed,0.48527,546,932,0.45316,0.51737
1999,2nd Quintile,Urban regions,Full-Time Employment,0.26649,653,1732,0.24567,0.28732
1999,2nd Quintile,Urban regions,Regular Part-Time Employment,0.05468,133,1732,0.04397,0.06539
1999,2nd Quintile,Urban regions,Vocational Training,0.02306,60,1732,0.01599,0.03013
1999,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03387,71,1732,0.02535,0.04239
1999,2nd Quintile,Urban regions,Not Employed,0.42732,815,1732,0.40401,0.45062
1999,2nd Quintile,Rural regions,Full-Time Employment,0.26847,433,1137,0.24270,0.29425
1999,2nd Quintile,Rural regions,Regular Part-Time Employment,0.04601,76,1137,0.03383,0.05820
1999,2nd Quintile,Rural regions,Vocational Training,0.02558,51,1137,0.01640,0.03476
1999,2nd Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02258,33,1137,0.01394,0.03121
1999,2nd Quintile,Rural regions,Not Employed,0.43667,544,1137,0.40783,0.46551
1999,3rd Quintile,Urban regions,Full-Time Employment,0.31615,735,1714,0.29413,0.33817
1999,3rd Quintile,Urban regions,Regular Part-Time Employment,0.07351,156,1714,0.06116,0.08587
1999,3rd Quintile,Urban regions,Vocational Training,0.02314,56,1714,0.01602,0.03026
1999,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02318,53,1714,0.01605,0.03030
1999,3rd Quintile,Urban regions,Not Employed,0.39599,714,1714,0.37283,0.41915
1999,3rd Quintile,Rural regions,Full-Time Employment,0.33981,531,1082,0.31158,0.36805
1999,3rd Quintile,Rural regions,Regular Part-Time Employment,0.05921,83,1082,0.04514,0.07328
1999,3rd Quintile,Rural regions,Vocational Training,0.02891,41,1082,0.01892,0.03890
1999,3rd Quintile,Rural regions,Not Employed,0.35539,427,1082,0.32686,0.38392
1999,4th Quintile,Urban regions,Full-Time Employment,0.43538,1006,1874,0.41292,0.45783
1999,4th Quintile,Urban regions,Regular Part-Time Employment,0.07501,178,1874,0.06308,0.08694
1999,4th Quintile,Urban regions,Vocational Training,0.01605,37,1874,0.01036,0.02174
1999,4th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02085,46,1874,0.01438,0.02733
1999,4th Quintile,Urban regions,Not Employed,0.30938,607,1874,0.28845,0.33032
1999,4th Quintile,Rural regions,Full-Time Employment,0.43161,487,841,0.39812,0.46511
1999,4th Quintile,Rural regions,Regular Part-Time Employment,0.08635,86,841,0.06735,0.10534
1999,4th Quintile,Rural regions,Not Employed,0.31091,268,841,0.27961,0.34221
1999,5th Quintile,Urban regions,Full-Time Employment,0.49350,1136,1873,0.47085,0.51614
1999,5th Quintile,Urban regions,Regular Part-Time Employment,0.08060,170,1873,0.06827,0.09294
1999,5th Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02764,46,1873,0.02022,0.03507
1999,5th Quintile,Urban regions,Not Employed,0.28242,521,1873,0.26203,0.30281
1999,5th Quintile,Rural regions,Full-Time Employment,0.49539,423,671,0.45753,0.53325
1999,5th Quintile,Rural regions,Regular Part-Time Employment,0.08784,63,671,0.06641,0.10927
1999,5th Quintile,Rural regions,Not Employed,0.28138,185,671,0.24733,0.31543
2000,1st Quintile,Urban regions,Full-Time Employment,0.14804,366,1600,0.13064,0.16545
2000,1st Quintile,Urban regions,Regular Part-Time Employment,0.04910,105,1600,0.03851,0.05969
2000,1st Quintile,Urban regions,Vocational Training,0.02280,56,1600,0.01549,0.03012
2000,1st Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03135,64,1600,0.02281,0.03989
2000,1st Quintile,Urban regions,Not Employed,0.50520,1009,1600,0.48070,0.52971
2000,1st Quintile,Rural regions,Full-Time Employment,0.15800,227,973,0.13507,0.18093
2000,1st Quintile,Rural regions,Regular Part-Time Employment,0.05171,64,973,0.03778,0.06563
2000,1st Quintile,Rural regions,Vocational Training,0.03091,55,973,0.02003,0.04178
2000,1st Quintile,Rural regions,"Marginal, Irregular Part-Time Employment",0.02587,31,973,0.01589,0.03585
2000,1st Quintile,Rural regions,Not Employed,0.50931,596,973,0.47788,0.54073
2000,2nd Quintile,Urban regions,Full-Time Employment,0.24903,609,1710,0.22853,0.26954
2000,2nd Quintile,Urban regions,Regular Part-Time Employment,0.06482,164,1710,0.05315,0.07649
2000,2nd Quintile,Urban regions,Vocational Training,0.01986,58,1710,0.01325,0.02648
2000,2nd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.03156,65,1710,0.02327,0.03985
2000,2nd Quintile,Urban regions,Not Employed,0.42003,814,1710,0.39663,0.44343
2000,2nd Quintile,Rural regions,Full-Time Employment,0.26916,409,1003,0.24170,0.29662
2000,2nd Quintile,Rural regions,Regular Part-Time Employment,0.04537,64,1003,0.03248,0.05826
2000,2nd Quintile,Rural regions,Vocational Training,0.02550,41,1003,0.01574,0.03526
2000,2nd Quintile,Rural regions,Not Employed,0.43034,489,1003,0.39968,0.46099
2000,3rd Quintile,Urban regions,Full-Time Employment,0.33692,723,1620,0.31390,0.35995
2000,3rd Quintile,Urban regions,Regular Part-Time Employment,0.07607,154,1620,0.06315,0.08898
2000,3rd Quintile,Urban regions,Vocational Training,0.01822,50,1620,0.01171,0.02474
2000,3rd Quintile,Urban regions,"Marginal, Irregular Part-Time Employment",0.02566,50,1620,0.01796,0.03337
