year,bula_h,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Employed,0.70946,133,181,0.64314,0.77579
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full-Time Employment,0.45117,188,375,0.40074,0.50161
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Regular Part-Time Employment,0.08908,31,375,0.06021,0.11795
1998,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Employed,0.42155,156,375,0.37150,0.47159
1998,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Full-Time Employment,0.61014,32,32,0.43845,0.78183
1998,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Full-Time Employment,0.51314,39,39,0.35421,0.67206
1998,Baden-Wuerttemberg,No answer / don't know,Full-Time Employment,0.49370,44,81,0.38414,0.60325
1998,Baden-Wuerttemberg,No answer / don't know,Not Employed,0.39793,37,81,0.29067,0.50519
1998,Baden-Wuerttemberg,Pre-primary Level,Not Employed,0.84837,32,32,0.72211,0.97463
1998,Baden-Wuerttemberg,Primary Level,Full-Time Employment,0.42494,40,108,0.33128,0.51861
1998,Baden-Wuerttemberg,Primary Level,Not Employed,0.45158,68,108,0.35728,0.54587
1998,Baden-Wuerttemberg,Lower Secondary Level,Full-Time Employment,0.20074,127,438,0.16318,0.23829
1998,Baden-Wuerttemberg,Lower Secondary Level,Regular Part-Time Employment,0.09777,36,438,0.06992,0.12562
1998,Baden-Wuerttemberg,Lower Secondary Level,Vocational Training,0.07643,40,438,0.05152,0.10134
1998,Baden-Wuerttemberg,Lower Secondary Level,Not Employed,0.59883,235,438,0.55288,0.64478
1998,Baden-Wuerttemberg,Upper Secondary Level,Full-Time Employment,0.41277,382,769,0.37795,0.44759
1998,Baden-Wuerttemberg,Upper Secondary Level,Regular Part-Time Employment,0.09378,78,769,0.07316,0.11439
1998,Baden-Wuerttemberg,Upper Secondary Level,Not Employed,0.45122,309,769,0.41603,0.48641
1998,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Full-Time Employment,0.60023,41,41,0.44842,0.75204
1998,Baden-Wuerttemberg,First Stage of Tertiary Education,Full-Time Employment,0.60086,62,62,0.47796,0.72375
1998,Baden-Wuerttemberg,Second Stage of Tertiary Education,Full-Time Employment,0.65011,98,98,0.55520,0.74503
1998,Bavaria,No answer / don't know,Full-Time Employment,0.41953,36,82,0.31206,0.52700
1998,Bavaria,No answer / don't know,Not Employed,0.44824,46,82,0.33994,0.55655
1998,Bavaria,Pre-primary Level,Not Employed,0.97675,34,34,0.92534,1.02817
1998,Bavaria,Primary Level,Not Employed,0.49217,32,32,0.31618,0.66816
1998,Bavaria,Lower Secondary Level,Full-Time Employment,0.20156,97,342,0.15898,0.24414
1998,Bavaria,Lower Secondary Level,Vocational Training,0.08099,34,342,0.05203,0.10994
1998,Bavaria,Lower Secondary Level,Not Employed,0.61433,211,342,0.56266,0.66599
1998,Bavaria,Upper Secondary Level,Full-Time Employment,0.42659,453,884,0.39397,0.45921
1998,Bavaria,Upper Secondary Level,Regular Part-Time Employment,0.09355,88,884,0.07434,0.11275
1998,Bavaria,Upper Secondary Level,Not Employed,0.44588,343,884,0.41310,0.47867
1998,Bavaria,Post-secondary Non-tertiary Level,Full-Time Employment,0.59916,40,40,0.44536,0.75297
1998,Bavaria,First Stage of Tertiary Education,Full-Time Employment,0.44811,59,104,0.35207,0.54415
1998,Bavaria,First Stage of Tertiary Education,Not Employed,0.45402,45,104,0.35787,0.55018
1998,Bavaria,Second Stage of Tertiary Education,Full-Time Employment,0.60087,122,179,0.52893,0.67282
1998,Bavaria,Second Stage of Tertiary Education,Not Employed,0.31936,57,179,0.25087,0.38786
1998,Berlin,Lower Secondary Level,Not Employed,0.69223,34,34,0.53474,0.84971
1998,Berlin,Upper Secondary Level,Full-Time Employment,0.47240,115,204,0.40372,0.54107
1998,Berlin,Upper Secondary Level,Not Employed,0.45771,89,204,0.38918,0.52625
1998,Berlin,Second Stage of Tertiary Education,Full-Time Employment,0.50893,92,147,0.42784,0.59003
1998,Berlin,Second Stage of Tertiary Education,Not Employed,0.36017,55,147,0.28230,0.43804
1998,Brandenburg,Lower Secondary Level,Not Employed,0.71776,35,35,0.56647,0.86905
1998,Brandenburg,Upper Secondary Level,Full-Time Employment,0.40758,143,294,0.35131,0.46384
1998,Brandenburg,Upper Secondary Level,Not Employed,0.50455,151,294,0.44730,0.56180
1998,Brandenburg,Second Stage of Tertiary Education,Full-Time Employment,0.51165,88,138,0.42794,0.59535
1998,Brandenburg,Second Stage of Tertiary Education,Not Employed,0.36755,50,138,0.28681,0.44828
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Full-Time Employment,0.38357,98,200,0.31601,0.45113
1998,Mecklenburg-Western Pomerania,Upper Secondary Level,Not Employed,0.51504,102,200,0.44560,0.58448
1998,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Full-Time Employment,0.50303,56,87,0.39736,0.60871
1998,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Not Employed,0.36512,31,87,0.26336,0.46688
1998,Saxony,Lower Secondary Level,Vocational Training,0.19703,33,102,0.11946,0.27461
1998,Saxony,Lower Secondary Level,Not Employed,0.68576,69,102,0.59523,0.77629
1998,Saxony,Upper Secondary Level,Full-Time Employment,0.44065,320,638,0.40210,0.47921
1998,Saxony,Upper Secondary Level,Regular Part-Time Employment,0.04716,33,638,0.03070,0.06363
1998,Saxony,Upper Secondary Level,Not Employed,0.49215,285,638,0.45333,0.53097
1998,Saxony,First Stage of Tertiary Education,Full-Time Employment,0.51241,39,39,0.35348,0.67134
1998,Saxony,Second Stage of Tertiary Education,Full-Time Employment,0.51429,146,215,0.44733,0.58126
1998,Saxony,Second Stage of Tertiary Education,Not Employed,0.38217,69,215,0.31706,0.44727
1998,Saxony-Anhalt,Lower Secondary Level,Not Employed,0.63251,48,48,0.49468,0.77035
1998,Saxony-Anhalt,Upper Secondary Level,Full-Time Employment,0.36217,156,327,0.31000,0.41435
1998,Saxony-Anhalt,Upper Secondary Level,Not Employed,0.58385,171,327,0.53034,0.63736
1998,Saxony-Anhalt,First Stage of Tertiary Education,Full-Time Employment,0.49165,32,32,0.31566,0.66764
1998,Saxony-Anhalt,Second Stage of Tertiary Education,Full-Time Employment,0.50908,94,140,0.42597,0.59219
1998,Saxony-Anhalt,Second Stage of Tertiary Education,Not Employed,0.44511,46,140,0.36249,0.52773
1998,Thuringa,Lower Secondary Level,Not Employed,0.71141,39,39,0.56734,0.85548
1998,Thuringa,Upper Secondary Level,Full-Time Employment,0.38183,197,410,0.33474,0.42891
1998,Thuringa,Upper Secondary Level,Not Employed,0.54993,213,410,0.50171,0.59814
1998,Thuringa,Second Stage of Tertiary Education,Full-Time Employment,0.53217,77,118,0.44176,0.62258
1998,Thuringa,Second Stage of Tertiary Education,Not Employed,0.34776,41,118,0.26146,0.43406
1999,Schleswig-Holstein,Upper Secondary Level,Full-Time Employment,0.44712,86,156,0.36885,0.52539
1999,Schleswig-Holstein,Upper Secondary Level,Not Employed,0.42202,70,156,0.34427,0.49977
1999,Hamburg,Upper Secondary Level,Full-Time Employment,0.43515,32,63,0.31174,0.55855
1999,Hamburg,Upper Secondary Level,Not Employed,0.41481,31,63,0.29217,0.53745
1999,Lower Saxony,Lower Secondary Level,Full-Time Employment,0.16985,47,192,0.11659,0.22310
1999,Lower Saxony,Lower Secondary Level,Not Employed,0.69590,145,192,0.63066,0.76114
1999,Lower Saxony,Upper Secondary Level,Full-Time Employment,0.41962,269,547,0.37823,0.46102
1999,Lower Saxony,Upper Secondary Level,Regular Part-Time Employment,0.11189,62,547,0.08545,0.13833
1999,Lower Saxony,Upper Secondary Level,Not Employed,0.41143,216,547,0.37015,0.45270
1999,Lower Saxony,Post-secondary Non-tertiary Level,Full-Time Employment,0.45681,32,32,0.28145,0.63216
1999,Lower Saxony,First Stage of Tertiary Education,Full-Time Employment,0.56961,43,43,0.41987,0.71936
1999,Lower Saxony,Second Stage of Tertiary Education,Full-Time Employment,0.66815,90,90,0.57032,0.76598
1999,North Rhine-Westphalia,No answer / don't know,Not Employed,0.40222,38,38,0.24422,0.56022
1999,North Rhine-Westphalia,Pre-primary Level,Not Employed,0.87903,68,68,0.80095,0.95711
1999,North Rhine-Westphalia,Primary Level,Full-Time Employment,0.25304,32,109,0.17105,0.33504
1999,North Rhine-Westphalia,Primary Level,Not Employed,0.66741,77,109,0.57855,0.75626
1999,North Rhine-Westphalia,Lower Secondary Level,Full-Time Employment,0.19652,118,459,0.16013,0.23291
1999,North Rhine-Westphalia,Lower Secondary Level,Vocational Training,0.05758,37,459,0.03624,0.07891
1999,North Rhine-Westphalia,Lower Secondary Level,Not Employed,0.67100,304,459,0.62797,0.71403
1999,North Rhine-Westphalia,Upper Secondary Level,Full-Time Employment,0.43274,613,1307,0.40587,0.45961
1999,North Rhine-Westphalia,Upper Secondary Level,Regular Part-Time Employment,0.09911,137,1307,0.08291,0.11532
1999,North Rhine-Westphalia,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03345,51,1307,0.02370,0.04320
1999,North Rhine-Westphalia,Upper Secondary Level,Not Employed,0.42543,506,1307,0.39862,0.45224
1999,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Full-Time Employment,0.58088,78,78,0.47067,0.69109
1999,North Rhine-Westphalia,First Stage of Tertiary Education,Full-Time Employment,0.63230,104,139,0.55185,0.71275
1999,North Rhine-Westphalia,First Stage of Tertiary Education,Not Employed,0.23224,35,139,0.16178,0.30269
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Full-Time Employment,0.66575,219,301,0.61237,0.71913
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11991,36,301,0.08315,0.15667
1999,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Employed,0.18044,46,301,0.13692,0.22396
1999,Hesse,Lower Secondary Level,Full-Time Employment,0.16147,44,153,0.10297,0.21996
1999,Hesse,Lower Secondary Level,Not Employed,0.66034,109,153,0.58505,0.73563
1999,Hesse,Upper Secondary Level,Full-Time Employment,0.38456,191,398,0.33670,0.43242
1999,Hesse,Upper Secondary Level,Regular Part-Time Employment,0.12304,50,398,0.09073,0.15535
1999,Hesse,Upper Secondary Level,Not Employed,0.44268,157,398,0.39382,0.49154
1999,Hesse,Second Stage of Tertiary Education,Full-Time Employment,0.62224,84,84,0.51793,0.72654
1999,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Full-Time Employment,0.14085,36,158,0.08643,0.19526
1999,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Employed,0.69460,122,158,0.62255,0.76664
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full-Time Employment,0.44107,184,332,0.38758,0.49456
1999,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Employed,0.43087,148,332,0.37753,0.48422
1999,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Full-Time Employment,0.69229,36,36,0.53937,0.84520
1999,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Full-Time Employment,0.54823,37,37,0.38566,0.71080
1999,Baden-Wuerttemberg,Primary Level,Full-Time Employment,0.43470,43,108,0.34077,0.52863
1999,Baden-Wuerttemberg,Primary Level,Not Employed,0.39523,65,108,0.30259,0.48787
1999,Baden-Wuerttemberg,Lower Secondary Level,Full-Time Employment,0.20432,129,417,0.16557,0.24307
1999,Baden-Wuerttemberg,Lower Secondary Level,Regular Part-Time Employment,0.09259,37,417,0.06474,0.12044
1999,Baden-Wuerttemberg,Lower Secondary Level,Vocational Training,0.06824,33,417,0.04401,0.09248
1999,Baden-Wuerttemberg,Lower Secondary Level,Not Employed,0.59215,218,417,0.54493,0.63938
1999,Baden-Wuerttemberg,Upper Secondary Level,Full-Time Employment,0.41838,377,734,0.38267,0.45409
1999,Baden-Wuerttemberg,Upper Secondary Level,Regular Part-Time Employment,0.09407,70,734,0.07294,0.11521
1999,Baden-Wuerttemberg,Upper Secondary Level,Not Employed,0.43543,287,734,0.39954,0.47133
1999,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Full-Time Employment,0.54416,36,36,0.37916,0.70917
1999,Baden-Wuerttemberg,First Stage of Tertiary Education,Full-Time Employment,0.60041,63,63,0.47848,0.72233
1999,Baden-Wuerttemberg,Second Stage of Tertiary Education,Full-Time Employment,0.63901,103,103,0.54580,0.73222
1999,Bavaria,Lower Secondary Level,Full-Time Employment,0.23730,110,359,0.19323,0.28137
1999,Bavaria,Lower Secondary Level,Regular Part-Time Employment,0.06427,31,359,0.03887,0.08968
1999,Bavaria,Lower Secondary Level,Vocational Training,0.09887,32,359,0.06795,0.12979
1999,Bavaria,Lower Secondary Level,Not Employed,0.55778,186,359,0.50633,0.60923
1999,Bavaria,Upper Secondary Level,Full-Time Employment,0.43781,460,920,0.40573,0.46989
1999,Bavaria,Upper Secondary Level,Regular Part-Time Employment,0.08770,87,920,0.06941,0.10598
1999,Bavaria,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04308,42,920,0.02995,0.05620
1999,Bavaria,Upper Secondary Level,Not Employed,0.42683,331,920,0.39485,0.45881
1999,Bavaria,Post-secondary Non-tertiary Level,Full-Time Employment,0.53597,35,35,0.36834,0.70361
1999,Bavaria,First Stage of Tertiary Education,Full-Time Employment,0.42783,56,99,0.32988,0.52579
1999,Bavaria,First Stage of Tertiary Education,Not Employed,0.44045,43,99,0.34216,0.53874
1999,Bavaria,Second Stage of Tertiary Education,Full-Time Employment,0.65489,138,187,0.58657,0.72321
1999,Bavaria,Second Stage of Tertiary Education,Not Employed,0.27184,49,187,0.20790,0.33578
1999,Berlin,Lower Secondary Level,Not Employed,0.60521,32,32,0.43313,0.77728
1999,Berlin,Upper Secondary Level,Full-Time Employment,0.44621,105,195,0.37626,0.51616
1999,Berlin,Upper Secondary Level,Not Employed,0.47597,90,195,0.40570,0.54625
1999,Berlin,Second Stage of Tertiary Education,Full-Time Employment,0.51651,90,142,0.43402,0.59899
1999,Berlin,Second Stage of Tertiary Education,Not Employed,0.40603,52,142,0.32497,0.48709
1999,Brandenburg,Lower Secondary Level,Not Employed,0.69242,33,33,0.53253,0.85232
1999,Brandenburg,Upper Secondary Level,Full-Time Employment,0.39478,138,285,0.33793,0.45163
1999,Brandenburg,Upper Secondary Level,Not Employed,0.51029,147,285,0.45215,0.56843
1999,Brandenburg,Second Stage of Tertiary Education,Full-Time Employment,0.47758,81,132,0.39205,0.56312
1999,Brandenburg,Second Stage of Tertiary Education,Not Employed,0.39529,51,132,0.31156,0.47901
1999,Mecklenburg-Western Pomerania,Upper Secondary Level,Full-Time Employment,0.40452,103,194,0.33528,0.47377
1999,Mecklenburg-Western Pomerania,Upper Secondary Level,Not Employed,0.48662,91,194,0.41610,0.55713
1999,Mecklenburg-Western Pomerania,Second Stage of Tertiary Education,Full-Time Employment,0.51119,60,60,0.38363,0.63874
1999,Saxony,Pre-primary Level,Not Employed,0.97070,31,31,0.91035,1.03105
1999,Saxony,Lower Secondary Level,Vocational Training,0.22211,34,103,0.14144,0.30278
1999,Saxony,Lower Secondary Level,Not Employed,0.66876,69,103,0.57742,0.76010
1999,Saxony,Upper Secondary Level,Full-Time Employment,0.43062,292,623,0.39170,0.46953
1999,Saxony,Upper Secondary Level,Regular Part-Time Employment,0.05590,45,623,0.03785,0.07396
1999,Saxony,Upper Secondary Level,Not Employed,0.49410,286,623,0.45481,0.53339
1999,Saxony,First Stage of Tertiary Education,Full-Time Employment,0.44978,40,40,0.29365,0.60591
1999,Saxony,Second Stage of Tertiary Education,Full-Time Employment,0.48951,140,207,0.42124,0.55777
1999,Saxony,Second Stage of Tertiary Education,Not Employed,0.35497,67,207,0.28962,0.42031
1999,Saxony-Anhalt,Lower Secondary Level,Not Employed,0.63061,47,47,0.49114,0.77009
1999,Saxony-Anhalt,Upper Secondary Level,Full-Time Employment,0.38697,155,325,0.33393,0.44000
1999,Saxony-Anhalt,Upper Secondary Level,Not Employed,0.53579,170,325,0.48148,0.59009
1999,Saxony-Anhalt,First Stage of Tertiary Education,Full-Time Employment,0.56695,37,37,0.40508,0.72881
1999,Saxony-Anhalt,Second Stage of Tertiary Education,Full-Time Employment,0.55261,97,140,0.46994,0.63527
1999,Saxony-Anhalt,Second Stage of Tertiary Education,Not Employed,0.39975,43,140,0.31832,0.48119
1999,Thuringa,Lower Secondary Level,Not Employed,0.67477,36,36,0.51957,0.82997
1999,Thuringa,Upper Secondary Level,Full-Time Employment,0.39923,204,404,0.35142,0.44705
1999,Thuringa,Upper Secondary Level,Not Employed,0.52667,200,404,0.47792,0.57542
1999,Thuringa,Second Stage of Tertiary Education,Full-Time Employment,0.52855,81,117,0.43770,0.61939
1999,Thuringa,Second Stage of Tertiary Education,Not Employed,0.34134,36,117,0.25505,0.42763
2000,Schleswig-Holstein,Lower Secondary Level,Not Employed,0.62024,62,62,0.49845,0.74204
2000,Schleswig-Holstein,Upper Secondary Level,Full-Time Employment,0.45753,174,366,0.40642,0.50864
2000,Schleswig-Holstein,Upper Secondary Level,Regular Part-Time Employment,0.08289,36,366,0.05460,0.11117
2000,Schleswig-Holstein,Upper Secondary Level,Not Employed,0.40951,156,366,0.35906,0.45996
2000,Schleswig-Holstein,Second Stage of Tertiary Education,Full-Time Employment,0.71169,65,65,0.60071,0.82267
2000,Hamburg,Upper Secondary Level,Full-Time Employment,0.40103,62,131,0.31678,0.48529
2000,Hamburg,Upper Secondary Level,Not Employed,0.45352,69,131,0.36794,0.53910
2000,Hamburg,Second Stage of Tertiary Education,Full-Time Employment,0.61000,42,42,0.46070,0.75930
2000,Lower Saxony,Pre-primary Level,Not Employed,0.94640,34,34,0.86956,1.02325
2000,Lower Saxony,Lower Secondary Level,Full-Time Employment,0.13983,50,290,0.09984,0.17981
2000,Lower Saxony,Lower Secondary Level,Vocational Training,0.08149,37,290,0.04995,0.11303
2000,Lower Saxony,Lower Secondary Level,Not Employed,0.68264,203,290,0.62897,0.73630
2000,Lower Saxony,Upper Secondary Level,Full-Time Employment,0.42300,490,1130,0.39418,0.45182
2000,Lower Saxony,Upper Secondary Level,Regular Part-Time Employment,0.11639,136,1130,0.09768,0.13509
2000,Lower Saxony,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03488,44,1130,0.02418,0.04558
2000,Lower Saxony,Upper Secondary Level,Not Employed,0.41130,460,1130,0.38260,0.44000
2000,Lower Saxony,Post-secondary Non-tertiary Level,Full-Time Employment,0.47752,60,104,0.38106,0.57399
2000,Lower Saxony,Post-secondary Non-tertiary Level,Not Employed,0.37428,44,104,0.28082,0.46774
2000,Lower Saxony,First Stage of Tertiary Education,Full-Time Employment,0.49834,70,108,0.40360,0.59308
2000,Lower Saxony,First Stage of Tertiary Education,Not Employed,0.32653,38,108,0.23767,0.41538
2000,Lower Saxony,Second Stage of Tertiary Education,Full-Time Employment,0.57648,139,228,0.51221,0.64076
2000,Lower Saxony,Second Stage of Tertiary Education,Regular Part-Time Employment,0.12640,33,228,0.08317,0.16963
2000,Lower Saxony,Second Stage of Tertiary Education,Not Employed,0.24881,56,228,0.19257,0.30505
2000,Bremen,Upper Secondary Level,Full-Time Employment,0.32638,31,75,0.21954,0.43321
2000,Bremen,Upper Secondary Level,Not Employed,0.55454,44,75,0.44130,0.66778
2000,North Rhine-Westphalia,Pre-primary Level,Not Employed,0.93313,105,105,0.88512,0.98114
2000,North Rhine-Westphalia,Primary Level,Full-Time Employment,0.25521,36,136,0.18166,0.32875
2000,North Rhine-Westphalia,Primary Level,Not Employed,0.64947,100,136,0.56898,0.72996
2000,North Rhine-Westphalia,Lower Secondary Level,Full-Time Employment,0.18644,152,770,0.15891,0.21396
2000,North Rhine-Westphalia,Lower Secondary Level,Regular Part-Time Employment,0.06389,51,770,0.04660,0.08117
2000,North Rhine-Westphalia,Lower Secondary Level,Vocational Training,0.08923,83,770,0.06908,0.10938
2000,North Rhine-Westphalia,Lower Secondary Level,Not Employed,0.63007,484,770,0.59595,0.66419
2000,North Rhine-Westphalia,Upper Secondary Level,Full-Time Employment,0.39386,1059,2603,0.37508,0.41263
2000,North Rhine-Westphalia,Upper Secondary Level,Regular Part-Time Employment,0.10958,314,2603,0.09758,0.12158
2000,North Rhine-Westphalia,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03133,85,2603,0.02463,0.03802
2000,North Rhine-Westphalia,Upper Secondary Level,Not Employed,0.45608,1145,2603,0.43694,0.47522
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Full-Time Employment,0.56342,183,316,0.50865,0.61819
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.12002,45,316,0.08413,0.15591
2000,North Rhine-Westphalia,Post-secondary Non-tertiary Level,Not Employed,0.24547,88,316,0.19794,0.29299
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Full-Time Employment,0.54820,219,393,0.49893,0.59747
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Regular Part-Time Employment,0.09983,48,393,0.07015,0.12951
2000,North Rhine-Westphalia,First Stage of Tertiary Education,Not Employed,0.32734,126,393,0.28089,0.37379
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Full-Time Employment,0.59982,428,677,0.56289,0.63675
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Regular Part-Time Employment,0.13673,92,677,0.11083,0.16263
2000,North Rhine-Westphalia,Second Stage of Tertiary Education,Not Employed,0.23910,157,677,0.20695,0.27125
2000,Hesse,Lower Secondary Level,Full-Time Employment,0.17273,51,224,0.12311,0.22234
2000,Hesse,Lower Secondary Level,Not Employed,0.64506,173,224,0.58225,0.70786
2000,Hesse,Upper Secondary Level,Full-Time Employment,0.38993,347,826,0.35665,0.42321
2000,Hesse,Upper Secondary Level,Regular Part-Time Employment,0.10984,100,826,0.08850,0.13117
2000,Hesse,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04016,34,826,0.02677,0.05356
2000,Hesse,Upper Secondary Level,Not Employed,0.44614,345,826,0.41222,0.48006
2000,Hesse,Post-secondary Non-tertiary Level,Full-Time Employment,0.49544,54,90,0.39157,0.59932
2000,Hesse,Post-secondary Non-tertiary Level,Not Employed,0.33501,36,90,0.23695,0.43307
2000,Hesse,First Stage of Tertiary Education,Full-Time Employment,0.47462,55,55,0.34143,0.60781
2000,Hesse,Second Stage of Tertiary Education,Full-Time Employment,0.64382,178,240,0.58311,0.70453
2000,Hesse,Second Stage of Tertiary Education,Not Employed,0.25635,62,240,0.20099,0.31170
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Full-Time Employment,0.15645,48,252,0.11150,0.20139
2000,"Rhineland-Palatinate, Saarland",Lower Secondary Level,Not Employed,0.70066,204,252,0.64400,0.75732
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Full-Time Employment,0.41232,332,747,0.37700,0.44765
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Regular Part-Time Employment,0.08872,78,747,0.06831,0.10912
2000,"Rhineland-Palatinate, Saarland",Upper Secondary Level,Not Employed,0.44908,337,747,0.41338,0.48477
2000,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Full-Time Employment,0.58519,70,101,0.48862,0.68176
2000,"Rhineland-Palatinate, Saarland",First Stage of Tertiary Education,Not Employed,0.30974,31,101,0.21911,0.40037
2000,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Full-Time Employment,0.59889,92,133,0.51528,0.68250
2000,"Rhineland-Palatinate, Saarland",Second Stage of Tertiary Education,Not Employed,0.30651,41,133,0.22786,0.38517
2000,Baden-Wuerttemberg,Pre-primary Level,Not Employed,0.78765,54,54,0.67755,0.89776
2000,Baden-Wuerttemberg,Primary Level,Not Employed,0.51159,47,47,0.36713,0.65604
2000,Baden-Wuerttemberg,Lower Secondary Level,Full-Time Employment,0.19409,151,589,0.16212,0.22606
2000,Baden-Wuerttemberg,Lower Secondary Level,Regular Part-Time Employment,0.07876,48,589,0.05699,0.10053
2000,Baden-Wuerttemberg,Lower Secondary Level,Vocational Training,0.08448,56,589,0.06200,0.10696
2000,Baden-Wuerttemberg,Lower Secondary Level,Not Employed,0.61111,334,589,0.57171,0.65052
2000,Baden-Wuerttemberg,Upper Secondary Level,Full-Time Employment,0.43670,645,1406,0.41077,0.46263
2000,Baden-Wuerttemberg,Upper Secondary Level,Regular Part-Time Employment,0.09897,146,1406,0.08335,0.11458
2000,Baden-Wuerttemberg,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04597,65,1406,0.03502,0.05692
2000,Baden-Wuerttemberg,Upper Secondary Level,Not Employed,0.40359,550,1406,0.37793,0.42924
2000,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Full-Time Employment,0.51294,64,107,0.41778,0.60809
2000,Baden-Wuerttemberg,Post-secondary Non-tertiary Level,Not Employed,0.37735,43,107,0.28507,0.46962
2000,Baden-Wuerttemberg,First Stage of Tertiary Education,Full-Time Employment,0.60189,147,209,0.53536,0.66841
2000,Baden-Wuerttemberg,First Stage of Tertiary Education,Not Employed,0.27701,62,209,0.21619,0.33783
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,Full-Time Employment,0.56187,233,390,0.51256,0.61117
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09599,39,390,0.06672,0.12527
2000,Baden-Wuerttemberg,Second Stage of Tertiary Education,Not Employed,0.28853,118,390,0.24351,0.33356
2000,Bavaria,Pre-primary Level,Not Employed,0.82287,37,37,0.69816,0.94759
2000,Bavaria,Lower Secondary Level,Full-Time Employment,0.19847,102,490,0.16312,0.23382
2000,Bavaria,Lower Secondary Level,Regular Part-Time Employment,0.08055,48,490,0.05643,0.10467
2000,Bavaria,Lower Secondary Level,Vocational Training,0.13397,73,490,0.10378,0.16416
2000,Bavaria,Lower Secondary Level,Not Employed,0.54422,267,490,0.50008,0.58837
2000,Bavaria,Upper Secondary Level,Full-Time Employment,0.43290,861,1884,0.41052,0.45528
2000,Bavaria,Upper Secondary Level,Regular Part-Time Employment,0.10084,210,1884,0.08724,0.11444
2000,Bavaria,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04043,82,1884,0.03153,0.04932
2000,Bavaria,Upper Secondary Level,Not Employed,0.41710,731,1884,0.39483,0.43937
2000,Bavaria,Post-secondary Non-tertiary Level,Full-Time Employment,0.43543,67,127,0.34886,0.52201
2000,Bavaria,Post-secondary Non-tertiary Level,Not Employed,0.45763,60,127,0.37064,0.54462
2000,Bavaria,First Stage of Tertiary Education,Full-Time Employment,0.46917,125,217,0.40262,0.53573
2000,Bavaria,First Stage of Tertiary Education,Not Employed,0.40305,92,217,0.33763,0.46846
2000,Bavaria,Second Stage of Tertiary Education,Full-Time Employment,0.60362,293,457,0.55872,0.64851
2000,Bavaria,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09218,45,457,0.06562,0.11873
2000,Bavaria,Second Stage of Tertiary Education,Not Employed,0.28243,119,457,0.24111,0.32375
2000,Berlin,Lower Secondary Level,Not Employed,0.52820,41,41,0.37349,0.68290
2000,Berlin,Upper Secondary Level,Full-Time Employment,0.37942,146,318,0.32601,0.43284
2000,Berlin,Upper Secondary Level,Not Employed,0.50548,172,318,0.45044,0.56052
2000,Berlin,First Stage of Tertiary Education,Full-Time Employment,0.41334,33,33,0.24272,0.58396
2000,Berlin,Second Stage of Tertiary Education,Full-Time Employment,0.54724,133,203,0.47859,0.61588
2000,Berlin,Second Stage of Tertiary Education,Not Employed,0.32713,70,203,0.26243,0.39183
