year,pgisced97,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.55435,291,461,0.50893,0.59978
1996,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.08371,47,461,0.05840,0.10901
1996,First Stage of Tertiary Education,Urban regions,Not Employed,0.34287,123,461,0.29949,0.38625
1996,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.49020,174,263,0.42967,0.55073
1996,First Stage of Tertiary Education,Rural regions,Not Employed,0.37304,89,263,0.31448,0.43160
1996,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.60468,725,1097,0.57573,0.63362
1996,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10797,110,1097,0.08960,0.12635
1996,Second Stage of Tertiary Education,Urban regions,Not Employed,0.26075,262,1097,0.23476,0.28675
1996,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.58144,416,636,0.54307,0.61981
1996,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.07847,47,636,0.05755,0.09938
1996,Second Stage of Tertiary Education,Rural regions,Not Employed,0.32835,173,636,0.29182,0.36487
1997,No answer / don't know,Urban regions,Full-Time Employment,0.30329,71,153,0.23021,0.37637
1997,No answer / don't know,Urban regions,Not Employed,0.44884,82,153,0.36976,0.52791
1997,Pre-primary Level,Urban regions,Not Employed,0.95733,199,199,0.92917,0.98548
1997,Pre-primary Level,Rural regions,Not Employed,0.95957,104,104,0.92153,0.99761
1997,Primary Level,Urban regions,Full-Time Employment,0.32085,120,350,0.27188,0.36983
1997,Primary Level,Urban regions,Not Employed,0.59014,230,350,0.53854,0.64174
1997,Primary Level,Rural regions,Not Employed,0.54778,43,43,0.39725,0.69830
1997,Lower Secondary Level,Urban regions,Full-Time Employment,0.20230,446,1595,0.18258,0.22203
1997,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.05818,102,1595,0.04669,0.06967
1997,Lower Secondary Level,Urban regions,Vocational Training,0.07487,158,1595,0.06195,0.08780
1997,Lower Secondary Level,Urban regions,Not Employed,0.65510,889,1595,0.63177,0.67844
1997,Lower Secondary Level,Rural regions,Full-Time Employment,0.16975,142,697,0.14186,0.19765
1997,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.05339,39,697,0.03669,0.07009
1997,Lower Secondary Level,Rural regions,Vocational Training,0.08360,101,697,0.06304,0.10417
1997,Lower Secondary Level,Rural regions,Not Employed,0.67027,415,697,0.63535,0.70520
1997,Upper Secondary Level,Urban regions,Full-Time Employment,0.41509,1867,4066,0.39994,0.43024
1997,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.08841,366,4066,0.07969,0.09714
1997,Upper Secondary Level,Urban regions,Vocational Training,0.01066,56,4066,0.00750,0.01382
1997,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.02404,107,4066,0.01933,0.02875
1997,Upper Secondary Level,Urban regions,Not Employed,0.46180,1670,4066,0.44647,0.47712
1997,Upper Secondary Level,Rural regions,Full-Time Employment,0.41944,1165,2414,0.39975,0.43913
1997,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.07644,179,2414,0.06584,0.08704
1997,Upper Secondary Level,Rural regions,Vocational Training,0.00893,37,2414,0.00518,0.01269
1997,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.01924,45,2414,0.01376,0.02472
1997,Upper Secondary Level,Rural regions,Not Employed,0.47595,988,2414,0.45602,0.49588
1997,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.50849,175,319,0.45354,0.56344
1997,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.14233,35,319,0.10393,0.18073
1997,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.31877,109,319,0.26755,0.36998
1997,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.55275,72,105,0.45719,0.64831
1997,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.30854,33,105,0.21976,0.39731
1997,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.53550,280,459,0.48983,0.58118
1997,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.08985,46,459,0.06366,0.11604
1997,First Stage of Tertiary Education,Urban regions,Not Employed,0.34890,133,459,0.30525,0.39255
1997,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.54390,177,262,0.48348,0.60433
1997,First Stage of Tertiary Education,Rural regions,Not Employed,0.36305,85,262,0.30471,0.42139
1997,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.62842,736,1084,0.59964,0.65720
1997,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.09943,100,1084,0.08161,0.11726
1997,Second Stage of Tertiary Education,Urban regions,Not Employed,0.25029,248,1084,0.22449,0.27609
1997,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.59169,429,651,0.55390,0.62947
1997,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.07567,50,651,0.05534,0.09600
1997,Second Stage of Tertiary Education,Rural regions,Not Employed,0.31690,172,651,0.28113,0.35267
1998,No answer / don't know,Urban regions,Full-Time Employment,0.41532,166,355,0.36399,0.46665
1998,No answer / don't know,Urban regions,Not Employed,0.44925,189,355,0.39744,0.50107
1998,No answer / don't know,Rural regions,Full-Time Employment,0.35882,63,150,0.28180,0.43583
1998,No answer / don't know,Rural regions,Not Employed,0.46070,87,150,0.38066,0.54073
1998,Pre-primary Level,Urban regions,Not Employed,0.95204,210,210,0.92307,0.98101
1998,Pre-primary Level,Rural regions,Not Employed,0.93852,108,108,0.89300,0.98403
1998,Primary Level,Urban regions,Full-Time Employment,0.31267,108,324,0.26211,0.36322
1998,Primary Level,Urban regions,Not Employed,0.56413,216,324,0.51005,0.61821
1998,Primary Level,Rural regions,Not Employed,0.51288,45,45,0.36519,0.66057
1998,Lower Secondary Level,Urban regions,Full-Time Employment,0.20017,451,1730,0.18131,0.21903
1998,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.05628,104,1730,0.04541,0.06714
1998,Lower Secondary Level,Urban regions,Vocational Training,0.07615,168,1730,0.06364,0.08865
1998,Lower Secondary Level,Urban regions,Not Employed,0.65009,1007,1730,0.62761,0.67257
1998,Lower Secondary Level,Rural regions,Full-Time Employment,0.15417,138,751,0.12832,0.18001
1998,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.03718,33,751,0.02364,0.05072
1998,Lower Secondary Level,Rural regions,Vocational Training,0.09741,119,751,0.07619,0.11863
1998,Lower Secondary Level,Rural regions,Not Employed,0.68288,461,751,0.64958,0.71619
1998,Upper Secondary Level,Urban regions,Full-Time Employment,0.41557,2010,4382,0.40098,0.43017
1998,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.09331,411,4382,0.08470,0.10193
1998,Upper Secondary Level,Urban regions,Vocational Training,0.01261,65,4382,0.00930,0.01591
1998,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.02065,104,4382,0.01643,0.02486
1998,Upper Secondary Level,Urban regions,Not Employed,0.45786,1792,4382,0.44311,0.47262
1998,Upper Secondary Level,Rural regions,Full-Time Employment,0.41031,1239,2641,0.39154,0.42907
1998,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.07624,192,2641,0.06611,0.08636
1998,Upper Secondary Level,Rural regions,Vocational Training,0.01429,46,2641,0.00977,0.01882
1998,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.02193,57,2641,0.01634,0.02752
1998,Upper Secondary Level,Rural regions,Not Employed,0.47723,1107,2641,0.45818,0.49628
1998,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.53563,210,363,0.48425,0.58701
1998,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.12925,39,363,0.09469,0.16381
1998,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.28793,114,363,0.24129,0.33458
1998,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.51807,72,104,0.42157,0.61457
1998,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.32157,32,104,0.23137,0.41178
1998,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.55418,308,504,0.51074,0.59762
1998,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.08227,50,504,0.05826,0.10629
1998,First Stage of Tertiary Education,Urban regions,Not Employed,0.34037,146,504,0.29896,0.38178
1998,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.52932,185,274,0.47011,0.58853
1998,First Stage of Tertiary Education,Rural regions,Not Employed,0.36108,89,274,0.30410,0.41806
1998,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.62108,810,1221,0.59386,0.64830
1998,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.09837,115,1221,0.08166,0.11508
1998,Second Stage of Tertiary Education,Urban regions,Not Employed,0.26315,296,1221,0.23844,0.28786
1998,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.54376,436,714,0.50720,0.58032
1998,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.09491,68,714,0.07339,0.11642
1998,Second Stage of Tertiary Education,Rural regions,Not Employed,0.34485,210,714,0.30996,0.37974
1999,No answer / don't know,Urban regions,Full-Time Employment,0.34152,65,160,0.26781,0.41523
1999,No answer / don't know,Urban regions,Not Employed,0.43642,95,160,0.35933,0.51351
1999,Pre-primary Level,Urban regions,Not Employed,0.88374,191,191,0.83817,0.92932
1999,Pre-primary Level,Rural regions,Not Employed,0.83960,96,96,0.76580,0.91339
1999,Primary Level,Urban regions,Full-Time Employment,0.32664,104,311,0.27443,0.37884
1999,Primary Level,Urban regions,Not Employed,0.52818,207,311,0.47261,0.58375
1999,Primary Level,Rural regions,Not Employed,0.47767,37,37,0.31450,0.64084
1999,Lower Secondary Level,Urban regions,Full-Time Employment,0.19280,421,1684,0.17395,0.21165
1999,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.05692,108,1684,0.04586,0.06799
1999,Lower Secondary Level,Urban regions,Vocational Training,0.07862,162,1684,0.06576,0.09148
1999,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.03278,52,1684,0.02427,0.04128
1999,Lower Secondary Level,Urban regions,Not Employed,0.63692,941,1684,0.61395,0.65990
1999,Lower Secondary Level,Rural regions,Full-Time Employment,0.16768,144,733,0.14062,0.19474
1999,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.04252,39,733,0.02790,0.05714
1999,Lower Secondary Level,Rural regions,Vocational Training,0.11418,121,733,0.09114,0.13722
1999,Lower Secondary Level,Rural regions,Not Employed,0.64603,429,733,0.61139,0.68067
1999,Upper Secondary Level,Urban regions,Full-Time Employment,0.42475,2009,4301,0.40997,0.43952
1999,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.09052,388,4301,0.08194,0.09909
1999,Upper Secondary Level,Urban regions,Vocational Training,0.01370,64,4301,0.01022,0.01717
1999,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.03214,157,4301,0.02687,0.03742
1999,Upper Secondary Level,Urban regions,Not Employed,0.43890,1683,4301,0.42407,0.45373
1999,Upper Secondary Level,Rural regions,Full-Time Employment,0.42056,1218,2630,0.40169,0.43944
1999,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.07972,221,2630,0.06936,0.09007
1999,Upper Secondary Level,Rural regions,Vocational Training,0.00954,34,2630,0.00582,0.01326
1999,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.03010,84,2630,0.02357,0.03663
1999,Upper Secondary Level,Rural regions,Not Employed,0.46007,1073,2630,0.44102,0.47913
1999,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.52005,208,360,0.46837,0.57173
1999,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.09319,37,360,0.06312,0.12326
1999,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.30751,115,360,0.25978,0.35525
1999,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.54483,74,74,0.43060,0.65907
1999,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.55516,301,492,0.51120,0.59911
1999,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.08595,49,492,0.06115,0.11074
1999,First Stage of Tertiary Education,Urban regions,Not Employed,0.32997,142,492,0.28838,0.37156
1999,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.52197,189,273,0.46261,0.58134
1999,First Stage of Tertiary Education,Rural regions,Not Employed,0.35453,84,273,0.29768,0.41138
1999,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.63157,828,1216,0.60445,0.65870
1999,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.08938,116,1216,0.07333,0.10542
1999,Second Stage of Tertiary Education,Urban regions,Not Employed,0.25087,272,1216,0.22650,0.27525
1999,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.53743,434,693,0.50028,0.57458
1999,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.09819,63,693,0.07602,0.12036
1999,Second Stage of Tertiary Education,Rural regions,Not Employed,0.33300,196,693,0.29788,0.36811
2000,Pre-primary Level,Urban regions,Not Employed,0.90261,295,295,0.86872,0.93650
2000,Pre-primary Level,Rural regions,Not Employed,0.88517,151,151,0.83415,0.93619
2000,Primary Level,Urban regions,Full-Time Employment,0.27201,79,288,0.22053,0.32350
2000,Primary Level,Urban regions,Not Employed,0.61925,209,288,0.56307,0.67543
2000,Primary Level,Rural regions,Not Employed,0.60011,49,49,0.46152,0.73869
2000,Lower Secondary Level,Urban regions,Full-Time Employment,0.18428,481,2391,0.16874,0.19982
2000,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.06371,158,2391,0.05392,0.07350
2000,Lower Secondary Level,Urban regions,Vocational Training,0.08848,251,2391,0.07709,0.09986
2000,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.02971,74,2391,0.02290,0.03652
2000,Lower Secondary Level,Urban regions,Not Employed,0.63153,1427,2391,0.61219,0.65087
2000,Lower Secondary Level,Rural regions,Full-Time Employment,0.13242,149,1150,0.11282,0.15202
2000,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.06000,70,1150,0.04627,0.07373
2000,Lower Secondary Level,Rural regions,Vocational Training,0.13743,208,1150,0.11752,0.15734
2000,Lower Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.02732,32,1150,0.01789,0.03674
2000,Lower Secondary Level,Rural regions,Not Employed,0.63846,691,1150,0.61067,0.66624
2000,Upper Secondary Level,Urban regions,Full-Time Employment,0.40256,3329,7992,0.39181,0.41332
2000,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.10041,851,7992,0.09382,0.10700
2000,Upper Secondary Level,Urban regions,Vocational Training,0.01244,113,7992,0.01001,0.01487
2000,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.03773,297,7992,0.03355,0.04191
2000,Upper Secondary Level,Urban regions,Not Employed,0.44686,3402,7992,0.43596,0.45776
2000,Upper Secondary Level,Rural regions,Full-Time Employment,0.42040,2090,4806,0.40644,0.43436
2000,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.08215,410,4806,0.07438,0.08991
2000,Upper Secondary Level,Rural regions,Vocational Training,0.01422,82,4806,0.01087,0.01757
2000,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.02810,143,4806,0.02343,0.03277
2000,Upper Secondary Level,Rural regions,Not Employed,0.45489,2081,4806,0.44081,0.46897
2000,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.51197,441,852,0.47838,0.54555
2000,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.10281,92,852,0.08240,0.12321
2000,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05379,42,852,0.03864,0.06895
2000,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.31809,277,852,0.28680,0.34938
2000,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.51681,140,219,0.45047,0.58315
2000,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.34117,79,219,0.27824,0.40411
2000,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.51882,641,1160,0.49006,0.54759
2000,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10862,134,1160,0.09070,0.12653
2000,First Stage of Tertiary Education,Urban regions,Not Employed,0.35031,385,1160,0.32285,0.37778
2000,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.51466,379,675,0.47693,0.55239
2000,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.09103,64,675,0.06932,0.11275
2000,First Stage of Tertiary Education,Rural regions,Not Employed,0.36486,232,675,0.32851,0.40120
2000,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.59029,1596,2613,0.57143,0.60915
2000,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10774,289,2613,0.09585,0.11963
2000,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.02372,46,2613,0.01788,0.02955
2000,Second Stage of Tertiary Education,Urban regions,Not Employed,0.27561,682,2613,0.25847,0.29274
2000,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.55144,712,1164,0.52285,0.58002
2000,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.09201,116,1164,0.07539,0.10862
2000,Second Stage of Tertiary Education,Rural regions,Not Employed,0.32689,336,1164,0.29993,0.35384
2001,No answer / don't know,Urban regions,Not Employed,0.47639,37,37,0.31324,0.63954
2001,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.15196,48,342,0.11385,0.19006
2001,Pre-primary Level,Urban regions,Not Employed,0.81879,294,342,0.77791,0.85968
2001,Pre-primary Level,Rural regions,Not Employed,0.88586,168,168,0.83763,0.93409
2001,Primary Level,Urban regions,Full-Time Employment,0.25142,59,214,0.19316,0.30969
2001,Primary Level,Urban regions,Not Employed,0.63353,155,214,0.56882,0.69824
2001,Primary Level,Rural regions,Not Employed,0.73596,46,46,0.60716,0.86476
2001,Lower Secondary Level,Urban regions,Full-Time Employment,0.19977,452,2085,0.18260,0.21694
2001,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.05475,127,2085,0.04498,0.06451
2001,Lower Secondary Level,Urban regions,Vocational Training,0.09643,230,2085,0.08376,0.10911
2001,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.02818,62,2085,0.02107,0.03528
2001,Lower Secondary Level,Urban regions,Not Employed,0.61845,1214,2085,0.59759,0.63931
2001,Lower Secondary Level,Rural regions,Full-Time Employment,0.12942,130,957,0.10814,0.15070
2001,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.05603,56,957,0.04145,0.07061
2001,Lower Secondary Level,Rural regions,Vocational Training,0.13160,173,957,0.11017,0.15303
2001,Lower Secondary Level,Rural regions,Not Employed,0.64989,598,957,0.61966,0.68013
2001,Upper Secondary Level,Urban regions,Full-Time Employment,0.39797,2974,7231,0.38669,0.40925
2001,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.10219,790,7231,0.09521,0.10918
2001,Upper Secondary Level,Urban regions,Vocational Training,0.01405,111,7231,0.01134,0.01676
2001,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.03905,290,7231,0.03458,0.04351
2001,Upper Secondary Level,Urban regions,Not Employed,0.44674,3066,7231,0.43528,0.45820
2001,Upper Secondary Level,Rural regions,Full-Time Employment,0.41643,1861,4343,0.40177,0.43109
2001,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.08472,384,4343,0.07644,0.09300
2001,Upper Secondary Level,Rural regions,Vocational Training,0.01840,93,4343,0.01440,0.02240
2001,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.02594,135,4343,0.02121,0.03067
2001,Upper Secondary Level,Rural regions,Not Employed,0.45372,1870,4343,0.43891,0.46853
2001,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.48659,417,824,0.45244,0.52073
2001,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.11523,97,824,0.09342,0.13705
2001,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04759,37,824,0.03305,0.06214
2001,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.34452,273,824,0.31205,0.37699
2001,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.45893,118,205,0.39054,0.52731
2001,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.39355,87,205,0.32651,0.46059
2001,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.51439,578,1038,0.48397,0.54481
2001,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.11065,125,1038,0.09156,0.12975
2001,First Stage of Tertiary Education,Urban regions,Not Employed,0.34640,335,1038,0.31744,0.37536
2001,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.50811,323,592,0.46780,0.54841
2001,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.08735,55,592,0.06458,0.11011
2001,First Stage of Tertiary Education,Rural regions,Not Employed,0.38235,214,592,0.34317,0.42153
2001,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.58509,1478,2437,0.56553,0.60466
2001,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10230,259,2437,0.09027,0.11434
2001,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.02601,52,2437,0.01969,0.03233
2001,Second Stage of Tertiary Education,Urban regions,Not Employed,0.28322,648,2437,0.26533,0.30111
2001,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.53258,646,1087,0.50291,0.56226
2001,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10990,118,1087,0.09130,0.12850
2001,Second Stage of Tertiary Education,Rural regions,Not Employed,0.33731,323,1087,0.30919,0.36543
2002,No answer / don't know,Urban regions,Vocational Training,0.32275,39,89,0.22507,0.42043
2002,No answer / don't know,Urban regions,Not Employed,0.45411,50,89,0.35008,0.55814
2002,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.08608,42,413,0.05899,0.11316
2002,Pre-primary Level,Urban regions,Not Employed,0.88267,371,413,0.85159,0.91374
2002,Pre-primary Level,Rural regions,Not Employed,0.94589,171,171,0.91188,0.97990
2002,Primary Level,Urban regions,Full-Time Employment,0.21283,48,191,0.15463,0.27103
2002,Primary Level,Urban regions,Not Employed,0.63689,143,191,0.56851,0.70527
2002,Primary Level,Rural regions,Not Employed,0.70864,45,45,0.57438,0.84290
2002,Lower Secondary Level,Urban regions,Full-Time Employment,0.18776,390,1945,0.17040,0.20512
2002,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.05674,122,1945,0.04645,0.06702
2002,Lower Secondary Level,Urban regions,Vocational Training,0.10134,224,1945,0.08793,0.11476
2002,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.03542,69,1945,0.02720,0.04364
2002,Lower Secondary Level,Urban regions,Not Employed,0.61568,1140,1945,0.59405,0.63730
2002,Lower Secondary Level,Rural regions,Full-Time Employment,0.12293,118,907,0.10155,0.14431
2002,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.06104,49,907,0.04545,0.07663
2002,Lower Secondary Level,Rural regions,Vocational Training,0.14056,166,907,0.11792,0.16319
2002,Lower Secondary Level,Rural regions,Not Employed,0.64347,574,907,0.61228,0.67466
2002,Upper Secondary Level,Urban regions,Full-Time Employment,0.37952,2905,7339,0.36841,0.39062
2002,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.10166,830,7339,0.09474,0.10857
2002,Upper Secondary Level,Urban regions,Vocational Training,0.01149,101,7339,0.00905,0.01392
2002,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04096,319,7339,0.03643,0.04550
2002,Upper Secondary Level,Urban regions,Not Employed,0.46638,3184,7339,0.45496,0.47779
2002,Upper Secondary Level,Rural regions,Full-Time Employment,0.39924,1743,4243,0.38450,0.41398
2002,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.08880,404,4243,0.08024,0.09736
2002,Upper Secondary Level,Rural regions,Vocational Training,0.01489,77,4243,0.01125,0.01854
2002,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.03125,143,4243,0.02602,0.03649
2002,Upper Secondary Level,Rural regions,Not Employed,0.46484,1876,4243,0.44983,0.47985
2002,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.48130,444,882,0.44830,0.51429
2002,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.10895,112,882,0.08838,0.12953
2002,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.03675,38,882,0.02432,0.04917
2002,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.35446,288,882,0.32287,0.38604
2002,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.49922,135,229,0.43432,0.56412
2002,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.36228,94,229,0.29989,0.42468
2002,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.50866,607,1112,0.47927,0.53806
2002,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10749,137,1112,0.08927,0.12570
2002,First Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.02968,40,1112,0.01970,0.03965
2002,First Stage of Tertiary Education,Urban regions,Not Employed,0.35080,328,1112,0.32274,0.37887
2002,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.49579,335,614,0.45621,0.53537
2002,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.09341,66,614,0.07037,0.11645
2002,First Stage of Tertiary Education,Rural regions,Not Employed,0.38798,213,614,0.34941,0.42656
2002,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.57099,2010,3234,0.55392,0.58805
2002,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10192,367,3234,0.09149,0.11235
2002,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.02589,70,3234,0.02042,0.03137
2002,Second Stage of Tertiary Education,Urban regions,Not Employed,0.29741,787,3234,0.28166,0.31317
2002,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.52429,788,1286,0.49699,0.55160
2002,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10265,137,1286,0.08606,0.11925
2002,Second Stage of Tertiary Education,Rural regions,Not Employed,0.34607,361,1286,0.32006,0.37208
2003,No answer / don't know,Urban regions,Vocational Training,0.24909,45,120,0.17138,0.32679
2003,No answer / don't know,Urban regions,Not Employed,0.51083,75,120,0.42102,0.60065
2003,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.09221,38,418,0.06444,0.11998
2003,Pre-primary Level,Urban regions,Not Employed,0.89258,380,418,0.86286,0.92230
2003,Pre-primary Level,Rural regions,Not Employed,0.92521,180,180,0.88667,0.96374
2003,Primary Level,Urban regions,Full-Time Employment,0.21465,46,188,0.15580,0.27349
2003,Primary Level,Urban regions,Not Employed,0.65106,142,188,0.58275,0.71938
2003,Primary Level,Rural regions,Not Employed,0.68609,44,44,0.54738,0.82480
2003,Lower Secondary Level,Urban regions,Full-Time Employment,0.18503,359,1842,0.16729,0.20277
2003,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.05548,119,1842,0.04502,0.06594
2003,Lower Secondary Level,Urban regions,Vocational Training,0.09031,213,1842,0.07722,0.10341
