year,migback,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1995,Indirect migration background,Lower Secondary Level,Not Employed,0.37918,63,151,0.30154,0.45683
1995,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.42456,92,146,0.34411,0.50502
1995,Indirect migration background,Upper Secondary Level,Not Employed,0.36253,54,146,0.28428,0.44078
1996,No migration background,Pre-primary Level,Not Employed,0.95684,201,201,0.92867,0.98500
1996,No migration background,Lower Secondary Level,Full-Time Employment,0.16158,278,1488,0.14287,0.18029
1996,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.05821,95,1488,0.04631,0.07011
1996,No migration background,Lower Secondary Level,Vocational Training,0.07853,183,1488,0.06486,0.09220
1996,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.02435,38,1488,0.01652,0.03219
1996,No migration background,Lower Secondary Level,Not Employed,0.67733,894,1488,0.65356,0.70109
1996,No migration background,Upper Secondary Level,Full-Time Employment,0.43664,2608,5480,0.42351,0.44978
1996,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.08550,499,5480,0.07809,0.09290
1996,No migration background,Upper Secondary Level,Vocational Training,0.01124,77,5480,0.00844,0.01403
1996,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02050,122,5480,0.01675,0.02425
1996,No migration background,Upper Secondary Level,Not Employed,0.44554,2174,5480,0.43238,0.45870
1996,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.51312,173,271,0.45350,0.57274
1996,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.30707,98,271,0.25205,0.36209
1996,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.53700,421,671,0.49925,0.57476
1996,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.09016,59,671,0.06847,0.11184
1996,No migration background,First Stage of Tertiary Education,Not Employed,0.35077,191,671,0.31464,0.38691
1996,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.61373,1029,1537,0.58938,0.63808
1996,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10543,141,1537,0.09007,0.12079
1996,No migration background,Second Stage of Tertiary Education,Not Employed,0.25875,367,1537,0.23685,0.28065
1996,Direct migration background,Primary Level,Full-Time Employment,0.34869,146,381,0.30077,0.39660
1996,Direct migration background,Primary Level,Not Employed,0.55535,235,381,0.50539,0.60532
1996,Direct migration background,Lower Secondary Level,Full-Time Employment,0.30368,301,685,0.26922,0.33814
1996,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.04405,41,685,0.02867,0.05943
1996,Direct migration background,Lower Secondary Level,Not Employed,0.58421,343,685,0.54727,0.62114
1996,Direct migration background,Upper Secondary Level,Full-Time Employment,0.40359,447,905,0.37161,0.43557
1996,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.09116,77,905,0.07240,0.10993
1996,Direct migration background,Upper Secondary Level,Not Employed,0.46823,381,905,0.43571,0.50076
1996,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.50310,71,126,0.41545,0.59075
1996,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.38161,55,126,0.29645,0.46677
1996,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.48972,32,32,0.31375,0.66570
1996,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.50268,101,165,0.42616,0.57921
1996,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.42230,64,165,0.34671,0.49790
1996,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.18945,40,155,0.12756,0.25134
1996,Indirect migration background,Lower Secondary Level,Vocational Training,0.33895,47,155,0.26418,0.41371
1996,Indirect migration background,Lower Secondary Level,Not Employed,0.38366,68,155,0.30685,0.46046
1996,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.43992,105,166,0.36418,0.51566
1996,Indirect migration background,Upper Secondary Level,Not Employed,0.37288,61,166,0.29909,0.44667
1997,No migration background,Pre-primary Level,Not Employed,0.95357,214,214,0.92531,0.98183
1997,No migration background,Primary Level,Not Employed,0.61861,32,32,0.44762,0.78960
1997,No migration background,Lower Secondary Level,Full-Time Employment,0.16746,268,1415,0.14799,0.18692
1997,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.05666,90,1415,0.04461,0.06871
1997,No migration background,Lower Secondary Level,Vocational Training,0.07086,170,1415,0.05749,0.08423
1997,No migration background,Lower Secondary Level,Not Employed,0.69077,887,1415,0.66668,0.71486
1997,No migration background,Upper Secondary Level,Full-Time Employment,0.41717,2499,5389,0.40400,0.43034
1997,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.08200,464,5389,0.07468,0.08933
1997,No migration background,Upper Secondary Level,Vocational Training,0.00968,73,5389,0.00706,0.01229
1997,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02289,130,5389,0.01890,0.02688
1997,No migration background,Upper Secondary Level,Not Employed,0.46826,2223,5389,0.45494,0.48159
1997,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.51231,170,295,0.45517,0.56945
1997,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.14408,34,295,0.10393,0.18422
1997,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.30613,91,295,0.25345,0.35881
1997,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.53842,419,674,0.50076,0.57609
1997,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.08790,57,674,0.06651,0.10930
1997,No migration background,First Stage of Tertiary Education,Not Employed,0.35030,198,674,0.31426,0.38635
1997,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.63149,1042,1543,0.60741,0.65557
1997,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09458,136,1543,0.07997,0.10919
1997,No migration background,Second Stage of Tertiary Education,Not Employed,0.25811,365,1543,0.23627,0.27995
1997,Direct migration background,Primary Level,Full-Time Employment,0.35076,126,360,0.30140,0.40013
1997,Direct migration background,Primary Level,Not Employed,0.56961,234,360,0.51839,0.62083
1997,Direct migration background,Lower Secondary Level,Full-Time Employment,0.30743,280,665,0.27233,0.34252
1997,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.04546,37,665,0.02961,0.06130
1997,Direct migration background,Lower Secondary Level,Not Employed,0.60445,348,665,0.56726,0.64164
1997,Direct migration background,Upper Secondary Level,Full-Time Employment,0.39854,423,870,0.36599,0.43110
1997,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.10087,66,870,0.08085,0.12090
1997,Direct migration background,Upper Secondary Level,Not Employed,0.47057,381,870,0.43738,0.50376
1997,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.53217,68,116,0.44097,0.62336
1997,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.36555,48,116,0.27753,0.45357
1997,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.58648,32,32,0.41312,0.75984
1997,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.53124,109,162,0.45415,0.60832
1997,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.36310,53,162,0.28882,0.43739
1997,Indirect migration background,Pre-primary Level,Not Employed,0.98887,62,62,0.96255,1.01520
1997,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.13826,40,179,0.08755,0.18897
1997,Indirect migration background,Lower Secondary Level,Vocational Training,0.40398,70,179,0.33190,0.47607
1997,Indirect migration background,Lower Secondary Level,Not Employed,0.34160,69,179,0.27193,0.41127
1997,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.49069,110,165,0.41418,0.56720
1997,Indirect migration background,Upper Secondary Level,Not Employed,0.34066,55,165,0.26813,0.41320
1998,No migration background,Pre-primary Level,Not Employed,0.93042,222,222,0.89688,0.96397
1998,No migration background,Primary Level,Not Employed,0.51817,37,37,0.35494,0.68139
1998,No migration background,Lower Secondary Level,Full-Time Employment,0.15885,294,1683,0.14138,0.17632
1998,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.04735,92,1683,0.03720,0.05750
1998,No migration background,Lower Secondary Level,Vocational Training,0.07619,204,1683,0.06351,0.08887
1998,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.01959,39,1683,0.01297,0.02622
1998,No migration background,Lower Secondary Level,Not Employed,0.69705,1054,1683,0.67509,0.71901
1998,No migration background,Upper Secondary Level,Full-Time Employment,0.41004,2726,5973,0.39756,0.42251
1998,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.08715,528,5973,0.08000,0.09430
1998,No migration background,Upper Secondary Level,Vocational Training,0.01245,83,5973,0.00964,0.01527
1998,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02190,141,5973,0.01819,0.02561
1998,No migration background,Upper Secondary Level,Not Employed,0.46846,2495,5973,0.45580,0.48112
1998,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.53973,204,332,0.48604,0.59343
1998,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.12785,34,332,0.09188,0.16383
1998,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.27882,94,332,0.23051,0.32713
1998,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.54719,454,735,0.51118,0.58320
1998,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.08739,66,735,0.06696,0.10782
1998,No migration background,First Stage of Tertiary Education,Not Employed,0.34540,215,735,0.31100,0.37980
1998,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.60604,1120,1724,0.58297,0.62912
1998,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10267,165,1724,0.08833,0.11700
1998,No migration background,Second Stage of Tertiary Education,Not Employed,0.27513,439,1724,0.25404,0.29622
1998,Direct migration background,Primary Level,Full-Time Employment,0.34708,113,330,0.29564,0.39852
1998,Direct migration background,Primary Level,Not Employed,0.56885,217,330,0.51534,0.62236
1998,Direct migration background,Lower Secondary Level,Full-Time Employment,0.29930,252,625,0.26337,0.33524
1998,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.06225,33,625,0.04329,0.08120
1998,Direct migration background,Lower Secondary Level,Not Employed,0.57070,340,625,0.53186,0.60953
1998,Direct migration background,Upper Secondary Level,Full-Time Employment,0.43478,405,814,0.40070,0.46885
1998,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.09236,62,814,0.07246,0.11226
1998,Direct migration background,Upper Secondary Level,Not Employed,0.44530,347,814,0.41114,0.47946
1998,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.50848,69,114,0.41631,0.60066
1998,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.34633,45,114,0.25860,0.43406
1998,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.51962,107,170,0.44430,0.59495
1998,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.39438,63,170,0.32070,0.46806
1998,Indirect migration background,Pre-primary Level,Not Employed,0.99293,68,68,0.97286,1.01299
1998,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.20362,43,178,0.14429,0.26294
1998,Indirect migration background,Lower Secondary Level,Vocational Training,0.32196,61,178,0.25313,0.39080
1998,Indirect migration background,Lower Secondary Level,Not Employed,0.38870,74,178,0.31689,0.46052
1998,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.48127,118,175,0.40703,0.55551
1998,Indirect migration background,Upper Secondary Level,Not Employed,0.36992,57,175,0.29818,0.44165
1999,No migration background,Pre-primary Level,Not Employed,0.87777,209,209,0.83326,0.92229
1999,No migration background,Primary Level,Not Employed,0.44075,35,35,0.27387,0.60764
1999,No migration background,Lower Secondary Level,Full-Time Employment,0.15656,284,1632,0.13892,0.17419
1999,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.05279,104,1632,0.04193,0.06364
1999,No migration background,Lower Secondary Level,Vocational Training,0.08607,203,1632,0.07246,0.09968
1999,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.02998,48,1632,0.02170,0.03825
1999,No migration background,Lower Secondary Level,Not Employed,0.67317,993,1632,0.65040,0.69593
1999,No migration background,Upper Secondary Level,Full-Time Employment,0.42067,2728,5926,0.40810,0.43325
1999,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.08655,539,5926,0.07939,0.09371
1999,No migration background,Upper Secondary Level,Vocational Training,0.01073,75,5926,0.00810,0.01335
1999,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03154,210,5926,0.02709,0.03599
1999,No migration background,Upper Secondary Level,Not Employed,0.45051,2374,5926,0.43784,0.46317
1999,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.52890,207,334,0.47528,0.58251
1999,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.09662,35,334,0.06489,0.12835
1999,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.30281,92,334,0.25346,0.35216
1999,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.54264,450,727,0.50640,0.57888
1999,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.09111,71,727,0.07018,0.11204
1999,No migration background,First Stage of Tertiary Education,Not Employed,0.33735,206,727,0.30296,0.37174
1999,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.60635,1136,1748,0.58344,0.62926
1999,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09633,164,1748,0.08250,0.11017
1999,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02618,36,1748,0.01870,0.03367
1999,No migration background,Second Stage of Tertiary Education,Not Employed,0.26920,412,1748,0.24840,0.29000
1999,Direct migration background,Primary Level,Full-Time Employment,0.35346,105,308,0.29998,0.40693
1999,Direct migration background,Primary Level,Not Employed,0.55084,203,308,0.49519,0.60648
1999,Direct migration background,Lower Secondary Level,Full-Time Employment,0.30784,232,576,0.27011,0.34557
1999,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.05155,36,576,0.03348,0.06962
1999,Direct migration background,Lower Secondary Level,Not Employed,0.56655,308,576,0.52605,0.60706
1999,Direct migration background,Upper Secondary Level,Full-Time Employment,0.42661,370,753,0.39126,0.46196
1999,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.09109,55,753,0.07052,0.11165
1999,Direct migration background,Upper Secondary Level,Not Employed,0.43512,328,753,0.39968,0.47055
1999,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.52481,64,105,0.42884,0.62079
1999,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.29806,41,105,0.21015,0.38597
1999,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.55677,105,158,0.47906,0.63447
1999,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.33910,53,158,0.26504,0.41315
1999,Indirect migration background,Pre-primary Level,Not Employed,0.87545,59,59,0.79047,0.96043
1999,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.18534,49,179,0.12826,0.24243
1999,Indirect migration background,Lower Secondary Level,Vocational Training,0.34572,61,179,0.27585,0.41559
1999,Indirect migration background,Lower Secondary Level,Not Employed,0.37797,69,179,0.30674,0.44920
1999,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.52505,129,183,0.45250,0.59760
1999,Indirect migration background,Upper Secondary Level,Not Employed,0.29889,54,183,0.23238,0.36539
2000,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.09871,33,362,0.06794,0.12948
2000,No migration background,Pre-primary Level,Not Employed,0.87933,329,362,0.84573,0.91293
2000,No migration background,Primary Level,Not Employed,0.50806,55,55,0.37472,0.64140
2000,No migration background,Lower Secondary Level,Full-Time Employment,0.12821,300,2434,0.11493,0.14150
2000,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.06026,150,2434,0.05081,0.06972
2000,No migration background,Lower Secondary Level,Vocational Training,0.10438,349,2434,0.09223,0.11653
2000,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.02843,73,2434,0.02182,0.03503
2000,No migration background,Lower Secondary Level,Not Employed,0.67402,1562,2434,0.65540,0.69265
2000,No migration background,Upper Secondary Level,Full-Time Employment,0.40396,4675,11227,0.39488,0.41304
2000,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.09361,1124,11227,0.08823,0.09900
2000,No migration background,Upper Secondary Level,Vocational Training,0.01264,165,11227,0.01058,0.01471
2000,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03441,390,11227,0.03104,0.03778
2000,No migration background,Upper Secondary Level,Not Employed,0.45528,4873,11227,0.44607,0.46449
2000,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.51646,424,792,0.48163,0.55129
2000,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.10144,85,792,0.08040,0.12248
2000,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05670,42,792,0.04058,0.07281
2000,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.30928,241,792,0.27707,0.34149
2000,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.51699,898,1648,0.49285,0.54112
2000,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.09971,172,1648,0.08524,0.11418
2000,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02306,39,1648,0.01581,0.03030
2000,No migration background,First Stage of Tertiary Education,Not Employed,0.35939,539,1648,0.33622,0.38256
2000,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.58662,2064,3355,0.56995,0.60328
2000,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10071,354,3355,0.09053,0.11090
2000,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02103,54,3355,0.01618,0.02589
2000,No migration background,Second Stage of Tertiary Education,Not Employed,0.28870,883,3355,0.27336,0.30403
2000,Direct migration background,Pre-primary Level,Not Employed,0.96413,55,55,0.91453,1.01373
2000,Direct migration background,Primary Level,Full-Time Employment,0.26825,68,261,0.21440,0.32211
2000,Direct migration background,Primary Level,Not Employed,0.64891,193,261,0.59089,0.70693
2000,Direct migration background,Lower Secondary Level,Full-Time Employment,0.31647,280,827,0.28475,0.34819
2000,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.07692,66,827,0.05875,0.09509
2000,Direct migration background,Lower Secondary Level,Vocational Training,0.04478,35,827,0.03067,0.05888
2000,Direct migration background,Lower Secondary Level,Not Employed,0.53354,446,827,0.49952,0.56756
2000,Direct migration background,Upper Secondary Level,Full-Time Employment,0.43738,567,1214,0.40946,0.46529
2000,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.09478,109,1214,0.07829,0.11126
2000,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03725,41,1214,0.02659,0.04791
2000,Direct migration background,Upper Secondary Level,Not Employed,0.42068,497,1214,0.39290,0.44846
2000,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.50894,139,239,0.44542,0.57245
2000,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.36254,100,239,0.30146,0.42361
2000,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.49767,96,164,0.42091,0.57443
2000,Direct migration background,First Stage of Tertiary Education,Not Employed,0.34191,68,164,0.26909,0.41473
2000,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.50594,204,380,0.45560,0.55627
2000,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.12829,48,380,0.09462,0.16196
2000,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.31421,128,380,0.26747,0.36094
2000,Indirect migration background,Pre-primary Level,Not Employed,0.92051,62,62,0.85263,0.98839
2000,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.15887,50,235,0.11203,0.20571
2000,Indirect migration background,Lower Secondary Level,Vocational Training,0.31362,75,235,0.25417,0.37307
2000,Indirect migration background,Lower Secondary Level,Not Employed,0.44009,110,235,0.37648,0.50369
2000,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.48672,177,290,0.42909,0.54435
2000,Indirect migration background,Upper Secondary Level,Not Employed,0.33353,113,290,0.27917,0.38788
2000,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.79419,40,40,0.66731,0.92108
2001,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.14529,56,418,0.11146,0.17911
2001,No migration background,Pre-primary Level,Not Employed,0.82269,362,418,0.78603,0.85935
2001,No migration background,Primary Level,Not Employed,0.60545,51,51,0.46998,0.74093
2001,No migration background,Lower Secondary Level,Full-Time Employment,0.13216,274,2070,0.11757,0.14676
2001,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.05561,120,2070,0.04573,0.06548
2001,No migration background,Lower Secondary Level,Vocational Training,0.10503,293,2070,0.09181,0.11824
2001,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.02716,58,2070,0.02016,0.03417
2001,No migration background,Lower Secondary Level,Not Employed,0.67711,1325,2070,0.65696,0.69726
2001,No migration background,Upper Secondary Level,Full-Time Employment,0.40011,4171,10178,0.39059,0.40963
2001,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.09512,1048,10178,0.08942,0.10082
2001,No migration background,Upper Secondary Level,Vocational Training,0.01430,170,10178,0.01199,0.01661
2001,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03466,384,10178,0.03111,0.03822
2001,No migration background,Upper Secondary Level,Not Employed,0.45567,4405,10178,0.44600,0.46535
2001,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.48986,396,773,0.45459,0.52512
2001,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.10529,85,773,0.08364,0.12694
2001,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05528,38,773,0.03916,0.07141
2001,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.34496,254,773,0.31143,0.37849
2001,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.50996,797,1474,0.48443,0.53549
2001,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.09925,154,1474,0.08398,0.11452
2001,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02774,40,1474,0.01935,0.03612
2001,No migration background,First Stage of Tertiary Education,Not Employed,0.36230,483,1474,0.33775,0.38685
2001,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.58046,1895,3127,0.56316,0.59776
2001,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10769,341,3127,0.09682,0.11855
2001,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02356,61,3127,0.01824,0.02888
2001,No migration background,Second Stage of Tertiary Education,Not Employed,0.28621,830,3127,0.27036,0.30205
2001,Direct migration background,Pre-primary Level,Not Employed,0.89680,39,39,0.80008,0.99353
2001,Direct migration background,Primary Level,Full-Time Employment,0.26081,52,192,0.19854,0.32308
2001,Direct migration background,Primary Level,Not Employed,0.67342,140,192,0.60691,0.73993
2001,Direct migration background,Lower Secondary Level,Full-Time Employment,0.30869,250,747,0.27554,0.34184
2001,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.05991,56,747,0.04288,0.07694
2001,Direct migration background,Lower Secondary Level,Vocational Training,0.07393,47,747,0.05515,0.09270
2001,Direct migration background,Lower Secondary Level,Not Employed,0.52939,394,747,0.49357,0.56521
2001,Direct migration background,Upper Secondary Level,Full-Time Employment,0.43059,510,1041,0.40050,0.46069
2001,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.10879,102,1041,0.08986,0.12771
2001,Direct migration background,Upper Secondary Level,Not Employed,0.41149,429,1041,0.38158,0.44139
2001,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.44531,119,212,0.37824,0.51237
2001,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.38509,93,212,0.31943,0.45075
2001,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.49077,81,137,0.40675,0.57479
2001,Direct migration background,First Stage of Tertiary Education,Not Employed,0.35870,56,137,0.27809,0.43931
2001,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.48170,187,350,0.42927,0.53412
2001,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09153,34,350,0.06128,0.12179
2001,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.38762,129,350,0.33650,0.43873
2001,Indirect migration background,Pre-primary Level,Not Employed,0.88743,61,61,0.80746,0.96741
2001,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.26614,58,214,0.20679,0.32549
2001,Indirect migration background,Lower Secondary Level,Vocational Training,0.26964,63,214,0.21004,0.32924
2001,Indirect migration background,Lower Secondary Level,Not Employed,0.37255,93,214,0.30762,0.43748
2001,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.47477,154,256,0.41347,0.53606
2001,Indirect migration background,Upper Secondary Level,Not Employed,0.32632,102,256,0.26877,0.38386
2001,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.76330,42,42,0.63319,0.89341
2002,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.07297,45,469,0.04941,0.09654
2002,No migration background,Pre-primary Level,Not Employed,0.89595,424,469,0.86829,0.92361
2002,No migration background,Primary Level,Not Employed,0.60146,52,52,0.46709,0.73584
2002,No migration background,Lower Secondary Level,Full-Time Employment,0.12307,245,1978,0.10859,0.13755
2002,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.05712,112,1978,0.04689,0.06735
2002,No migration background,Lower Secondary Level,Vocational Training,0.11145,298,1978,0.09758,0.12532
2002,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.03058,67,1978,0.02299,0.03817
2002,No migration background,Lower Secondary Level,Not Employed,0.67519,1256,1978,0.65455,0.69583
2002,No migration background,Upper Secondary Level,Full-Time Employment,0.37962,4032,10242,0.37022,0.38902
2002,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.09772,1118,10242,0.09197,0.10347
2002,No migration background,Upper Secondary Level,Vocational Training,0.01219,152,10242,0.01007,0.01432
2002,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03740,412,10242,0.03372,0.04107
2002,No migration background,Upper Secondary Level,Not Employed,0.47290,4528,10242,0.46323,0.48257
2002,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.49282,443,874,0.45965,0.52598
2002,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.10231,108,874,0.08221,0.12241
2002,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.04790,46,874,0.03373,0.06207
2002,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.34750,277,874,0.31592,0.37909
2002,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.50150,837,1542,0.47654,0.52647
2002,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.09977,177,1542,0.08480,0.11473
2002,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02822,44,1542,0.01995,0.03649
2002,No migration background,First Stage of Tertiary Education,Not Employed,0.36992,484,1542,0.34581,0.39402
2002,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.57250,2541,4090,0.55733,0.58766
2002,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10065,455,4090,0.09143,0.10987
2002,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02398,85,4090,0.01929,0.02867
2002,No migration background,Second Stage of Tertiary Education,Not Employed,0.29902,1009,4090,0.28498,0.31305
2002,Direct migration background,Pre-primary Level,Not Employed,0.94248,48,48,0.87591,1.00905
2002,Direct migration background,Primary Level,Full-Time Employment,0.22029,43,171,0.15799,0.28259
