year,migback,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2010,No migration background,Vocational Training,0.02119,409,20144,0.01920,0.02318
2010,No migration background,"Marginal, Irregular Part-Time Employment",0.04623,1233,20144,0.04333,0.04913
2010,No migration background,Not Employed,0.37531,8235,20144,0.36862,0.38200
2010,Direct migration background,Full-Time Employment,0.30647,993,2965,0.28987,0.32306
2010,Direct migration background,Regular Part-Time Employment,0.11365,318,2965,0.10222,0.12508
2010,Direct migration background,"Marginal, Irregular Part-Time Employment",0.07495,205,2965,0.06547,0.08443
2010,Direct migration background,Not Employed,0.46473,1449,2965,0.44678,0.48269
2010,Indirect migration background,Full-Time Employment,0.18365,390,1164,0.16139,0.20590
2010,Indirect migration background,Regular Part-Time Employment,0.04216,97,1164,0.03061,0.05371
2010,Indirect migration background,Vocational Training,0.04280,71,1164,0.03117,0.05444
2010,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.03985,95,1164,0.02861,0.05110
2010,Indirect migration background,Not Employed,0.17555,511,1164,0.15369,0.19742
2011,No migration background,Full-Time Employment,0.34351,9175,24155,0.33752,0.34949
2011,No migration background,Regular Part-Time Employment,0.08639,3360,24155,0.08285,0.08993
2011,No migration background,Vocational Training,0.01915,477,24155,0.01742,0.02088
2011,No migration background,"Marginal, Irregular Part-Time Employment",0.04150,1345,24155,0.03898,0.04401
2011,No migration background,Not Employed,0.37379,9798,24155,0.36768,0.37989
2011,Direct migration background,Full-Time Employment,0.34205,1174,3370,0.32603,0.35807
2011,Direct migration background,Regular Part-Time Employment,0.11016,421,3370,0.09959,0.12073
2011,Direct migration background,Vocational Training,0.01184,38,3370,0.00819,0.01549
2011,Direct migration background,"Marginal, Irregular Part-Time Employment",0.06593,224,3370,0.05755,0.07430
2011,Direct migration background,Not Employed,0.44322,1513,3370,0.42645,0.46000
2011,Indirect migration background,Full-Time Employment,0.19221,464,1338,0.17109,0.21334
2011,Indirect migration background,Regular Part-Time Employment,0.04884,157,1338,0.03729,0.06039
2011,Indirect migration background,Vocational Training,0.03454,77,1338,0.02475,0.04432
2011,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.03991,109,1338,0.02942,0.05040
2011,Indirect migration background,Not Employed,0.16530,531,1338,0.14539,0.18521
2012,No migration background,Full-Time Employment,0.33940,8847,23630,0.33337,0.34544
2012,No migration background,Regular Part-Time Employment,0.08817,3340,23630,0.08456,0.09179
2012,No migration background,Vocational Training,0.01775,478,23630,0.01607,0.01944
2012,No migration background,"Marginal, Irregular Part-Time Employment",0.04517,1422,23630,0.04252,0.04781
2012,No migration background,Not Employed,0.37451,9543,23630,0.36834,0.38068
2012,Direct migration background,Full-Time Employment,0.36461,1185,3212,0.34796,0.38126
2012,Direct migration background,Regular Part-Time Employment,0.12050,444,3212,0.10924,0.13177
2012,Direct migration background,Vocational Training,0.01285,50,3212,0.00895,0.01674
2012,Direct migration background,"Marginal, Irregular Part-Time Employment",0.06005,212,3212,0.05183,0.06826
2012,Direct migration background,Not Employed,0.41296,1321,3212,0.39593,0.42999
2012,Indirect migration background,Full-Time Employment,0.19517,455,1296,0.17358,0.21676
2012,Indirect migration background,Regular Part-Time Employment,0.05297,163,1296,0.04077,0.06517
2012,Indirect migration background,Vocational Training,0.03560,84,1296,0.02551,0.04569
2012,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.04145,117,1296,0.03059,0.05230
2012,Indirect migration background,Not Employed,0.16225,477,1296,0.14217,0.18233
2013,No migration background,Full-Time Employment,0.33019,8346,22437,0.32403,0.33634
2013,No migration background,Regular Part-Time Employment,0.09370,3318,22437,0.08989,0.09752
2013,No migration background,Vocational Training,0.01951,519,22437,0.01770,0.02132
2013,No migration background,"Marginal, Irregular Part-Time Employment",0.04662,1426,22437,0.04386,0.04938
2013,No migration background,Not Employed,0.37773,8828,22437,0.37139,0.38407
2013,Direct migration background,Full-Time Employment,0.37632,2567,6573,0.36461,0.38803
2013,Direct migration background,Regular Part-Time Employment,0.12055,902,6573,0.11267,0.12842
2013,Direct migration background,Vocational Training,0.01609,178,6573,0.01305,0.01913
2013,Direct migration background,"Marginal, Irregular Part-Time Employment",0.07311,512,6573,0.06681,0.07940
2013,Direct migration background,Not Employed,0.38229,2414,6573,0.37054,0.39404
2013,Indirect migration background,Full-Time Employment,0.19768,750,2144,0.18082,0.21454
2013,Indirect migration background,Regular Part-Time Employment,0.04832,236,2144,0.03924,0.05739
2013,Indirect migration background,Vocational Training,0.03838,195,2144,0.03025,0.04652
2013,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.03916,176,2144,0.03095,0.04738
2013,Indirect migration background,Not Employed,0.17459,787,2144,0.15852,0.19066
2014,No migration background,Full-Time Employment,0.32828,7544,20455,0.32184,0.33472
2014,No migration background,Regular Part-Time Employment,0.09853,2968,20455,0.09444,0.10261
2014,No migration background,Vocational Training,0.02015,498,20455,0.01823,0.02208
2014,No migration background,"Marginal, Irregular Part-Time Employment",0.04949,1344,20455,0.04652,0.05246
2014,No migration background,Not Employed,0.37124,8101,20455,0.36461,0.37786
2014,Direct migration background,Full-Time Employment,0.37046,2039,5331,0.35750,0.38343
2014,Direct migration background,Regular Part-Time Employment,0.11436,735,5331,0.10582,0.12291
2014,Direct migration background,Vocational Training,0.01302,114,5331,0.00998,0.01606
2014,Direct migration background,"Marginal, Irregular Part-Time Employment",0.08243,472,5331,0.07504,0.08981
2014,Direct migration background,Not Employed,0.38784,1971,5331,0.37476,0.40092
2014,Indirect migration background,Full-Time Employment,0.20308,643,1832,0.18465,0.22151
2014,Indirect migration background,Regular Part-Time Employment,0.04955,200,1832,0.03961,0.05949
2014,Indirect migration background,Vocational Training,0.04233,153,1832,0.03311,0.05156
2014,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.04345,169,1832,0.03411,0.05279
2014,Indirect migration background,Not Employed,0.17901,667,1832,0.16145,0.19657
2015,No migration background,Full-Time Employment,0.32713,7074,19486,0.32055,0.33372
2015,No migration background,Regular Part-Time Employment,0.10244,2898,19486,0.09818,0.10670
2015,No migration background,Vocational Training,0.01977,515,19486,0.01782,0.02173
2015,No migration background,"Marginal, Irregular Part-Time Employment",0.05038,1232,19486,0.04731,0.05345
2015,No migration background,Not Employed,0.36970,7767,19486,0.36292,0.37648
2015,Direct migration background,Full-Time Employment,0.37674,2424,6107,0.36459,0.38889
2015,Direct migration background,Regular Part-Time Employment,0.13125,861,6107,0.12278,0.13972
2015,Direct migration background,Vocational Training,0.01640,115,6107,0.01321,0.01958
2015,Direct migration background,"Marginal, Irregular Part-Time Employment",0.06743,462,6107,0.06114,0.07372
2015,Direct migration background,Not Employed,0.37296,2245,6107,0.36083,0.38509
2015,Indirect migration background,Full-Time Employment,0.21556,598,1715,0.19609,0.23503
2015,Indirect migration background,Regular Part-Time Employment,0.04339,192,1715,0.03375,0.05304
2015,Indirect migration background,Vocational Training,0.04370,150,1715,0.03402,0.05338
2015,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.03954,141,1715,0.03032,0.04877
2015,Indirect migration background,Not Employed,0.16772,634,1715,0.15003,0.18540
2016,No migration background,Full-Time Employment,0.33368,6575,18119,0.32682,0.34055
2016,No migration background,Regular Part-Time Employment,0.10434,2784,18119,0.09989,0.10880
2016,No migration background,Vocational Training,0.02009,484,18119,0.01805,0.02214
2016,No migration background,"Marginal, Irregular Part-Time Employment",0.04557,1050,18119,0.04254,0.04861
2016,No migration background,Not Employed,0.36327,7226,18119,0.35627,0.37027
2016,Direct migration background,Full-Time Employment,0.36552,2134,8196,0.35510,0.37595
2016,Direct migration background,Regular Part-Time Employment,0.13183,823,8196,0.12450,0.13915
2016,Direct migration background,Vocational Training,0.01184,177,8196,0.00950,0.01418
2016,Direct migration background,"Marginal, Irregular Part-Time Employment",0.07276,482,8196,0.06713,0.07838
2016,Direct migration background,Not Employed,0.37269,4580,8196,0.36222,0.38316
2016,Indirect migration background,Full-Time Employment,0.21592,542,1597,0.19573,0.23611
2016,Indirect migration background,Regular Part-Time Employment,0.05666,210,1597,0.04532,0.06801
2016,Indirect migration background,Vocational Training,0.04072,137,1597,0.03103,0.05042
2016,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.03371,135,1597,0.02485,0.04256
2016,Indirect migration background,Not Employed,0.18607,573,1597,0.16698,0.20516
2017,No migration background,Full-Time Employment,0.33758,7846,20443,0.33110,0.34407
2017,No migration background,Regular Part-Time Employment,0.10663,3218,20443,0.10240,0.11086
2017,No migration background,Vocational Training,0.01985,538,20443,0.01793,0.02176
2017,No migration background,"Marginal, Irregular Part-Time Employment",0.04725,1172,20443,0.04434,0.05016
2017,No migration background,Not Employed,0.35570,7669,20443,0.34914,0.36226
2017,Direct migration background,Full-Time Employment,0.35814,2171,9035,0.34825,0.36803
2017,Direct migration background,Regular Part-Time Employment,0.12198,881,9035,0.11524,0.12873
2017,Direct migration background,Vocational Training,0.01642,241,9035,0.01380,0.01904
2017,Direct migration background,"Marginal, Irregular Part-Time Employment",0.07502,498,9035,0.06959,0.08045
2017,Direct migration background,Not Employed,0.37927,5244,9035,0.36927,0.38928
2017,Indirect migration background,Full-Time Employment,0.21787,611,1740,0.19847,0.23727
2017,Indirect migration background,Regular Part-Time Employment,0.05776,234,1740,0.04679,0.06872
2017,Indirect migration background,Vocational Training,0.03690,128,1740,0.02804,0.04576
2017,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.04083,141,1740,0.03152,0.05013
2017,Indirect migration background,Not Employed,0.17143,626,1740,0.15371,0.18914
2018,No migration background,Full-Time Employment,0.33821,7389,19734,0.33161,0.34481
2018,No migration background,Regular Part-Time Employment,0.11241,3174,19734,0.10801,0.11682
2018,No migration background,Vocational Training,0.01839,516,19734,0.01651,0.02026
2018,No migration background,"Marginal, Irregular Part-Time Employment",0.04734,1111,19734,0.04438,0.05031
2018,No migration background,Not Employed,0.35308,7509,19734,0.34641,0.35975
2018,No migration background,Sheltered workshop (since 1998),0.00310,35,19734,0.00232,0.00387
2018,Direct migration background,Full-Time Employment,0.37463,2267,8397,0.36427,0.38498
2018,Direct migration background,Regular Part-Time Employment,0.13175,956,8397,0.12452,0.13898
2018,Direct migration background,Vocational Training,0.01370,246,8397,0.01122,0.01619
2018,Direct migration background,"Marginal, Irregular Part-Time Employment",0.06019,490,8397,0.05510,0.06528
2018,Direct migration background,Not Employed,0.36853,4438,8397,0.35821,0.37885
2018,Indirect migration background,Full-Time Employment,0.22963,597,1718,0.20974,0.24953
2018,Indirect migration background,Regular Part-Time Employment,0.06347,232,1718,0.05194,0.07500
2018,Indirect migration background,Vocational Training,0.04172,137,1718,0.03226,0.05117
2018,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.04420,162,1718,0.03447,0.05392
2018,Indirect migration background,Not Employed,0.15426,590,1718,0.13717,0.17134
2019,No migration background,Full-Time Employment,0.34049,8318,20419,0.33399,0.34699
2019,No migration background,Regular Part-Time Employment,0.11610,3287,20419,0.11171,0.12049
2019,No migration background,Vocational Training,0.01971,503,20419,0.01781,0.02162
2019,No migration background,"Marginal, Irregular Part-Time Employment",0.04234,1074,20419,0.03958,0.04511
2019,No migration background,Not Employed,0.34565,7206,20419,0.33912,0.35217
2019,No migration background,Sheltered workshop (since 1998),0.00248,31,20419,0.00180,0.00317
2019,Direct migration background,Full-Time Employment,0.36841,2226,7484,0.35748,0.37934
2019,Direct migration background,Regular Part-Time Employment,0.14559,911,7484,0.13760,0.15359
2019,Direct migration background,Vocational Training,0.01270,257,7484,0.01017,0.01524
2019,Direct migration background,"Marginal, Irregular Part-Time Employment",0.05619,428,7484,0.05097,0.06140
2019,Direct migration background,Not Employed,0.37001,3662,7484,0.35907,0.38095
2019,Indirect migration background,Full-Time Employment,0.22730,645,1651,0.20708,0.24753
2019,Indirect migration background,Regular Part-Time Employment,0.07832,243,1651,0.06535,0.09128
2019,Indirect migration background,Vocational Training,0.03373,116,1651,0.02502,0.04244
2019,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.02929,139,1651,0.02115,0.03742
2019,Indirect migration background,Not Employed,0.15651,508,1651,0.13898,0.17404
2020,No migration background,Full-Time Employment,0.33668,7426,18813,0.32992,0.34343
2020,No migration background,Regular Part-Time Employment,0.11954,3082,18813,0.11490,0.12417
2020,No migration background,Vocational Training,0.01910,451,18813,0.01715,0.02106
2020,No migration background,"Marginal, Irregular Part-Time Employment",0.04280,974,18813,0.03990,0.04569
2020,No migration background,Not Employed,0.34539,6880,18813,0.33859,0.35218
2020,Direct migration background,Full-Time Employment,0.38389,3606,9428,0.37407,0.39371
2020,Direct migration background,Regular Part-Time Employment,0.14105,1032,9428,0.13403,0.14808
2020,Direct migration background,Vocational Training,0.01448,411,9428,0.01206,0.01689
2020,Direct migration background,"Marginal, Irregular Part-Time Employment",0.04121,371,9428,0.03720,0.04522
2020,Direct migration background,Not Employed,0.37110,4008,9428,0.36135,0.38085
2020,Indirect migration background,Full-Time Employment,0.21903,636,1614,0.19884,0.23921
2020,Indirect migration background,Regular Part-Time Employment,0.06154,228,1614,0.04981,0.07327
2020,Indirect migration background,Vocational Training,0.04110,122,1614,0.03141,0.05078
2020,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.03354,122,1614,0.02475,0.04233
2020,Indirect migration background,Not Employed,0.15955,506,1614,0.14168,0.17742
2021,No migration background,Full-Time Employment,0.33983,5261,13303,0.33178,0.34788
2021,No migration background,Regular Part-Time Employment,0.11605,2179,13303,0.11061,0.12150
2021,No migration background,Vocational Training,0.01652,252,13303,0.01436,0.01869
2021,No migration background,"Marginal, Irregular Part-Time Employment",0.04095,648,13303,0.03759,0.04432
2021,No migration background,Not Employed,0.33949,4876,13303,0.33144,0.34753
2021,No migration background,In short-time work (since 2021),0.00550,87,13303,0.00424,0.00675
2021,Direct migration background,Full-Time Employment,0.38135,2048,5536,0.36855,0.39414
2021,Direct migration background,Regular Part-Time Employment,0.13723,667,5536,0.12817,0.14630
2021,Direct migration background,Vocational Training,0.01435,161,5536,0.01121,0.01748
2021,Direct migration background,"Marginal, Irregular Part-Time Employment",0.05505,152,5536,0.04905,0.06106
2021,Direct migration background,Not Employed,0.34196,2413,5536,0.32946,0.35446
2021,Direct migration background,In short-time work (since 2021),0.00918,95,5536,0.00667,0.01169
2021,Indirect migration background,Full-Time Employment,0.22702,395,971,0.20066,0.25338
2021,Indirect migration background,Regular Part-Time Employment,0.06840,143,971,0.05251,0.08429
2021,Indirect migration background,Vocational Training,0.01782,55,971,0.00949,0.02614
2021,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.03065,84,971,0.01980,0.04150
2021,Indirect migration background,Not Employed,0.13601,294,971,0.11444,0.15758
2022,No migration background,Full-Time Employment,0.33651,8023,18435,0.32969,0.34333
2022,No migration background,Regular Part-Time Employment,0.12855,3272,18435,0.12371,0.13338
2022,No migration background,Vocational Training,0.01463,398,18435,0.01290,0.01636
2022,No migration background,"Marginal, Irregular Part-Time Employment",0.04170,990,18435,0.03881,0.04458
2022,No migration background,Not Employed,0.32610,5752,18435,0.31933,0.33286
2022,Direct migration background,Full-Time Employment,0.40565,4367,8204,0.39502,0.41627
2022,Direct migration background,Regular Part-Time Employment,0.14712,906,8204,0.13945,0.15479
2022,Direct migration background,Vocational Training,0.01577,308,8204,0.01307,0.01846
2022,Direct migration background,"Marginal, Irregular Part-Time Employment",0.04516,223,8204,0.04066,0.04965
2022,Direct migration background,Not Employed,0.30320,2306,8204,0.29325,0.31314
2022,Direct migration background,In short-time work (since 2021),0.00656,94,8204,0.00481,0.00830
2022,Indirect migration background,Full-Time Employment,0.26066,629,1495,0.23840,0.28292
2022,Indirect migration background,Regular Part-Time Employment,0.09503,290,1495,0.08016,0.10990
2022,Indirect migration background,Vocational Training,0.01699,64,1495,0.01043,0.02354
2022,Indirect migration background,"Marginal, Irregular Part-Time Employment",0.02802,101,1495,0.01965,0.03639
2022,Indirect migration background,Not Employed,0.15071,411,1495,0.13257,0.16885
