year,age_gr,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,30-45 y.,Primary Level,Not Employed,0.42020,57,138,0.33755,0.50286
1994,30-45 y.,Lower Secondary Level,Full-Time Employment,0.45464,218,427,0.40736,0.50193
1994,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.12841,55,427,0.09664,0.16018
1994,30-45 y.,Lower Secondary Level,Not Employed,0.37731,154,427,0.33128,0.42334
1994,30-45 y.,Upper Secondary Level,Full-Time Employment,0.62022,1404,2211,0.59998,0.64045
1994,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.12549,248,2211,0.11168,0.13930
1994,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02661,58,2211,0.01990,0.03332
1994,30-45 y.,Upper Secondary Level,Not Employed,0.21937,501,2211,0.20211,0.23662
1994,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.66942,102,102,0.57768,0.76117
1994,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.69942,217,298,0.64727,0.75157
1994,30-45 y.,First Stage of Tertiary Education,Regular Part-Time Employment,0.13158,35,298,0.09313,0.17002
1994,30-45 y.,First Stage of Tertiary Education,Not Employed,0.11706,46,298,0.08049,0.15362
1994,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.73852,623,796,0.70797,0.76907
1994,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11494,85,796,0.09277,0.13712
1994,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.11404,88,796,0.09194,0.13614
1994,46-65 y.,Primary Level,Full-Time Employment,0.41622,107,247,0.35462,0.47782
1994,46-65 y.,Primary Level,Not Employed,0.52915,140,247,0.46677,0.59153
1994,46-65 y.,Lower Secondary Level,Full-Time Employment,0.26822,261,792,0.23735,0.29910
1994,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.11070,79,792,0.08883,0.13256
1994,46-65 y.,Lower Secondary Level,Not Employed,0.59331,452,792,0.55908,0.62754
1994,46-65 y.,Upper Secondary Level,Full-Time Employment,0.47016,917,1917,0.44781,0.49251
1994,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.08139,154,1917,0.06914,0.09363
1994,46-65 y.,Upper Secondary Level,Not Employed,0.43479,846,1917,0.41260,0.45699
1994,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.58041,151,234,0.51704,0.64377
1994,46-65 y.,First Stage of Tertiary Education,Not Employed,0.36371,83,234,0.30194,0.42548
1994,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.64555,362,516,0.60423,0.68686
1994,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.28153,154,516,0.24269,0.32037
1994,66 and older,Lower Secondary Level,Not Employed,0.99207,466,466,0.98401,1.00013
1994,66 and older,Upper Secondary Level,Not Employed,0.99112,735,735,0.98433,0.99790
1994,66 and older,First Stage of Tertiary Education,Not Employed,0.96163,86,86,0.92080,1.00247
1994,66 and older,Second Stage of Tertiary Education,Not Employed,0.93620,122,122,0.89266,0.97975
1995,17-29 y.,Pre-primary Level,Not Employed,0.95122,274,274,0.92567,0.97677
1995,17-29 y.,Primary Level,Not Employed,0.57304,43,43,0.42344,0.72263
1995,17-29 y.,Lower Secondary Level,Full-Time Employment,0.24848,201,723,0.21696,0.28000
1995,17-29 y.,Lower Secondary Level,Vocational Training,0.36736,255,723,0.33219,0.40253
1995,17-29 y.,Lower Secondary Level,Not Employed,0.34299,267,723,0.30836,0.37762
1995,17-29 y.,Upper Secondary Level,Full-Time Employment,0.53391,872,1615,0.50958,0.55825
1995,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.04980,77,1615,0.03919,0.06041
1995,17-29 y.,Upper Secondary Level,Vocational Training,0.07466,118,1615,0.06184,0.08749
1995,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02683,44,1615,0.01895,0.03472
1995,17-29 y.,Upper Secondary Level,Not Employed,0.31479,504,1615,0.29213,0.33745
1995,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.45860,83,155,0.37990,0.53730
1995,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.40785,72,155,0.33023,0.48547
1995,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.79869,86,86,0.71345,0.88394
1995,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.66536,114,145,0.58829,0.74244
1995,17-29 y.,Second Stage of Tertiary Education,Not Employed,0.17525,31,145,0.11316,0.23735
1995,30-45 y.,Primary Level,Full-Time Employment,0.39724,65,130,0.31280,0.48168
1995,30-45 y.,Primary Level,Not Employed,0.46441,65,130,0.37834,0.55047
1995,30-45 y.,Lower Secondary Level,Full-Time Employment,0.44646,235,448,0.40037,0.49254
1995,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.10187,50,448,0.07383,0.12991
1995,30-45 y.,Lower Secondary Level,Not Employed,0.41334,163,448,0.36769,0.45899
1995,30-45 y.,Upper Secondary Level,Full-Time Employment,0.62674,1492,2379,0.60730,0.64618
1995,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.12952,296,2379,0.11602,0.14301
1995,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02758,57,2379,0.02099,0.03416
1995,30-45 y.,Upper Secondary Level,Not Employed,0.21300,534,2379,0.19654,0.22945
1995,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.62842,130,177,0.55703,0.69981
1995,30-45 y.,Post-secondary Non-tertiary Level,Not Employed,0.20130,47,177,0.14206,0.26054
1995,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.69560,233,315,0.64470,0.74650
1995,30-45 y.,First Stage of Tertiary Education,Regular Part-Time Employment,0.14314,40,315,0.10441,0.18188
1995,30-45 y.,First Stage of Tertiary Education,Not Employed,0.13725,42,315,0.09919,0.17531
1995,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.71318,633,832,0.68242,0.74393
1995,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.14624,105,832,0.12221,0.17026
1995,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.11914,94,832,0.09711,0.14117
1995,46-65 y.,Primary Level,Full-Time Employment,0.40827,105,255,0.34782,0.46872
1995,46-65 y.,Primary Level,Not Employed,0.54711,150,255,0.48590,0.60833
1995,46-65 y.,Lower Secondary Level,Full-Time Employment,0.26821,257,755,0.23659,0.29983
1995,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.09522,65,755,0.07427,0.11617
1995,46-65 y.,Lower Secondary Level,Not Employed,0.59702,433,755,0.56201,0.63203
1995,46-65 y.,Upper Secondary Level,Full-Time Employment,0.44968,919,1981,0.42777,0.47159
1995,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.08447,167,1981,0.07222,0.09672
1995,46-65 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02230,39,1981,0.01580,0.02880
1995,46-65 y.,Upper Secondary Level,Not Employed,0.44148,856,1981,0.41961,0.46335
1995,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.53333,34,34,0.36311,0.70355
1995,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.52746,142,223,0.46178,0.59313
1995,46-65 y.,First Stage of Tertiary Education,Not Employed,0.39128,81,223,0.32709,0.45548
1995,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.66565,396,569,0.62685,0.70445
1995,46-65 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.05753,34,569,0.03838,0.07668
1995,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.24517,139,569,0.20979,0.28054
1995,66 and older,Lower Secondary Level,Not Employed,0.98601,474,474,0.97542,0.99659
1995,66 and older,Upper Secondary Level,Not Employed,0.97950,727,727,0.96920,0.98981
1995,66 and older,First Stage of Tertiary Education,Not Employed,0.96971,79,79,0.93167,1.00774
1995,66 and older,Second Stage of Tertiary Education,Not Employed,0.95251,145,145,0.91778,0.98725
1996,17-29 y.,Pre-primary Level,Not Employed,0.96231,283,283,0.94008,0.98453
1996,17-29 y.,Primary Level,Not Employed,0.56957,42,42,0.41801,0.72113
1996,17-29 y.,Lower Secondary Level,Full-Time Employment,0.20641,171,675,0.17585,0.23696
1996,17-29 y.,Lower Secondary Level,Vocational Training,0.38446,249,675,0.34774,0.42119
1996,17-29 y.,Lower Secondary Level,Not Employed,0.35738,255,675,0.32120,0.39356
1996,17-29 y.,Upper Secondary Level,Full-Time Employment,0.51538,783,1491,0.49000,0.54076
1996,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.06618,85,1491,0.05356,0.07880
1996,17-29 y.,Upper Secondary Level,Vocational Training,0.06536,105,1491,0.05281,0.07791
1996,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03347,42,1491,0.02434,0.04260
1996,17-29 y.,Upper Secondary Level,Not Employed,0.31961,476,1491,0.29593,0.34329
1996,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.50215,84,149,0.42159,0.58270
1996,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.36795,65,149,0.29026,0.44565
1996,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.83413,94,94,0.75853,0.90973
1996,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.68246,110,110,0.59507,0.76986
1996,30-45 y.,Primary Level,Full-Time Employment,0.42933,56,111,0.33683,0.52183
1996,30-45 y.,Primary Level,Not Employed,0.42346,55,111,0.33113,0.51580
1996,30-45 y.,Lower Secondary Level,Full-Time Employment,0.44602,220,421,0.39849,0.49356
1996,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.12705,55,421,0.09520,0.15890
1996,30-45 y.,Lower Secondary Level,Not Employed,0.35422,146,421,0.30848,0.39996
1996,30-45 y.,Upper Secondary Level,Full-Time Employment,0.62695,1490,2387,0.60755,0.64636
1996,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.13718,309,2387,0.12338,0.15098
1996,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02396,57,2387,0.01782,0.03009
1996,30-45 y.,Upper Secondary Level,Not Employed,0.20876,531,2387,0.19245,0.22506
1996,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.58565,132,213,0.51934,0.65196
1996,30-45 y.,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.15616,32,213,0.10729,0.20503
1996,30-45 y.,Post-secondary Non-tertiary Level,Not Employed,0.19901,49,213,0.14526,0.25275
1996,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.70976,237,323,0.66019,0.75934
1996,30-45 y.,First Stage of Tertiary Education,Regular Part-Time Employment,0.15024,45,323,0.11121,0.18926
1996,30-45 y.,First Stage of Tertiary Education,Not Employed,0.11016,41,323,0.07597,0.14436
1996,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.71301,630,834,0.68229,0.74373
1996,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.13679,96,834,0.11345,0.16013
1996,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.12740,108,834,0.10475,0.15004
1996,46-65 y.,Primary Level,Full-Time Employment,0.39217,96,230,0.32893,0.45541
1996,46-65 y.,Primary Level,Not Employed,0.54364,134,230,0.47912,0.60815
1996,46-65 y.,Lower Secondary Level,Full-Time Employment,0.25466,228,733,0.22310,0.28622
1996,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.09798,65,733,0.07644,0.11952
1996,46-65 y.,Lower Secondary Level,Not Employed,0.61340,440,733,0.57812,0.64868
1996,46-65 y.,Upper Secondary Level,Full-Time Employment,0.44422,884,1963,0.42223,0.46621
1996,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.09073,187,1963,0.07802,0.10344
1996,46-65 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.01861,35,1963,0.01263,0.02458
1996,46-65 y.,Upper Secondary Level,Not Employed,0.44605,857,1963,0.42406,0.46805
1996,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.57616,32,32,0.40220,0.75012
1996,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.47979,133,218,0.41332,0.54627
1996,46-65 y.,First Stage of Tertiary Education,Not Employed,0.40984,85,218,0.34440,0.47527
1996,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.64524,396,593,0.60670,0.68378
1996,46-65 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.08309,44,593,0.06085,0.10532
1996,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.25433,153,593,0.21925,0.28941
1996,66 and older,Lower Secondary Level,Not Employed,0.99458,464,464,0.98789,1.00127
1996,66 and older,Upper Secondary Level,Not Employed,0.97698,752,752,0.96626,0.98771
1996,66 and older,First Stage of Tertiary Education,Not Employed,0.99103,77,77,0.96984,1.01223
1996,66 and older,Second Stage of Tertiary Education,Not Employed,0.93194,146,146,0.89095,0.97293
1997,17-29 y.,Pre-primary Level,Not Employed,0.95801,303,303,0.93539,0.98063
1997,17-29 y.,Primary Level,Not Employed,0.62326,33,33,0.45537,0.79116
1997,17-29 y.,Lower Secondary Level,Full-Time Employment,0.21659,164,679,0.18558,0.24760
1997,17-29 y.,Lower Secondary Level,Vocational Training,0.35870,255,679,0.32260,0.39480
1997,17-29 y.,Lower Secondary Level,Not Employed,0.37741,260,679,0.34092,0.41389
1997,17-29 y.,Upper Secondary Level,Full-Time Employment,0.51424,740,1376,0.48783,0.54066
1997,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.05716,62,1376,0.04489,0.06943
1997,17-29 y.,Upper Secondary Level,Vocational Training,0.05629,80,1376,0.04411,0.06848
1997,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03858,44,1376,0.02840,0.04876
1997,17-29 y.,Upper Secondary Level,Not Employed,0.33372,450,1376,0.30880,0.35865
1997,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.52871,85,132,0.44323,0.61419
1997,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.30115,47,132,0.22259,0.37972
1997,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.77177,80,80,0.67922,0.86432
1997,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.68882,107,107,0.60068,0.77695
1997,30-45 y.,Primary Level,Full-Time Employment,0.44476,51,108,0.35060,0.53892
1997,30-45 y.,Primary Level,Not Employed,0.43752,57,108,0.34352,0.53152
1997,30-45 y.,Lower Secondary Level,Full-Time Employment,0.48832,226,434,0.44124,0.53540
1997,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.14559,60,434,0.11237,0.17881
1997,30-45 y.,Lower Secondary Level,Not Employed,0.34043,148,434,0.29579,0.38506
1997,30-45 y.,Upper Secondary Level,Full-Time Employment,0.60559,1433,2337,0.58577,0.62541
1997,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.12738,278,2337,0.11386,0.14090
1997,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03027,68,2337,0.02332,0.03722
1997,30-45 y.,Upper Secondary Level,Not Employed,0.23391,558,2337,0.21674,0.25107
1997,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.56587,127,179,0.49306,0.63869
1997,30-45 y.,Post-secondary Non-tertiary Level,Not Employed,0.23592,52,179,0.17355,0.29830
1997,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.74678,245,325,0.69942,0.79413
1997,30-45 y.,First Stage of Tertiary Education,Regular Part-Time Employment,0.12723,43,325,0.09094,0.16351
1997,30-45 y.,First Stage of Tertiary Education,Not Employed,0.10967,37,325,0.07564,0.14370
1997,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.74085,632,816,0.71077,0.77094
1997,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11389,88,816,0.09208,0.13570
1997,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.11550,96,816,0.09356,0.13745
1997,46-65 y.,Primary Level,Full-Time Employment,0.37983,81,219,0.31540,0.44426
1997,46-65 y.,Primary Level,Not Employed,0.56463,138,219,0.49881,0.63044
1997,46-65 y.,Lower Secondary Level,Full-Time Employment,0.24433,197,692,0.21229,0.27636
1997,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.09279,59,692,0.07115,0.11442
1997,46-65 y.,Lower Secondary Level,Not Employed,0.64275,436,692,0.60702,0.67848
1997,46-65 y.,Upper Secondary Level,Full-Time Employment,0.42178,857,1963,0.39993,0.44363
1997,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.10142,201,1963,0.08806,0.11478
1997,46-65 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.01718,35,1963,0.01143,0.02293
1997,46-65 y.,Upper Secondary Level,Not Employed,0.45929,870,1963,0.43724,0.48134
1997,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.55901,32,32,0.38423,0.73379
1997,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.47463,131,215,0.40773,0.54154
1997,46-65 y.,First Stage of Tertiary Education,Not Employed,0.40390,84,215,0.33816,0.46964
1997,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.66975,420,614,0.63252,0.70698
1997,46-65 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.07832,45,614,0.05705,0.09959
1997,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.24627,149,614,0.21216,0.28038
1997,66 and older,Lower Secondary Level,Not Employed,0.99044,460,460,0.98154,0.99934
1997,66 and older,Upper Secondary Level,Not Employed,0.98868,781,781,0.98126,0.99611
1997,66 and older,First Stage of Tertiary Education,Not Employed,0.99480,79,79,0.97884,1.01076
1997,66 and older,Second Stage of Tertiary Education,Not Employed,0.89903,152,152,0.85097,0.94708
1998,17-29 y.,Pre-primary Level,Not Employed,0.95335,317,317,0.93009,0.97660
1998,17-29 y.,Primary Level,Not Employed,0.63883,31,31,0.46694,0.81072
1998,17-29 y.,Lower Secondary Level,Full-Time Employment,0.18397,139,713,0.15551,0.21243
1998,17-29 y.,Lower Secondary Level,Vocational Training,0.38008,284,713,0.34443,0.41574
1998,17-29 y.,Lower Secondary Level,Not Employed,0.39481,290,713,0.35891,0.43072
1998,17-29 y.,Upper Secondary Level,Full-Time Employment,0.49279,753,1421,0.46678,0.51879
1998,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.05155,64,1421,0.04005,0.06305
1998,17-29 y.,Upper Secondary Level,Vocational Training,0.06464,91,1421,0.05185,0.07743
1998,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03637,41,1421,0.02663,0.04611
1998,17-29 y.,Upper Secondary Level,Not Employed,0.35465,472,1421,0.32977,0.37954
1998,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.64358,93,131,0.56124,0.72591
1998,17-29 y.,Post-secondary Non-tertiary Level,Not Employed,0.19347,38,131,0.12556,0.26137
1998,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.69009,81,81,0.58875,0.79143
1998,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.62230,101,136,0.54052,0.70409
1998,17-29 y.,Second Stage of Tertiary Education,Not Employed,0.22433,35,136,0.15397,0.29470
1998,30-45 y.,Primary Level,Full-Time Employment,0.49885,51,97,0.39883,0.59887
1998,30-45 y.,Primary Level,Not Employed,0.35044,46,97,0.25500,0.44588
1998,30-45 y.,Lower Secondary Level,Full-Time Employment,0.45688,237,459,0.41126,0.50251
1998,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.14943,61,459,0.11678,0.18208
1998,30-45 y.,Lower Secondary Level,Not Employed,0.35150,161,459,0.30778,0.39523
1998,30-45 y.,Upper Secondary Level,Full-Time Employment,0.60446,1553,2518,0.58536,0.62356
1998,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.13722,303,2518,0.12378,0.15066
1998,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02607,72,2518,0.01984,0.03229
1998,30-45 y.,Upper Secondary Level,Not Employed,0.22451,590,2518,0.20821,0.24081
1998,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.52286,141,237,0.45914,0.58659
1998,30-45 y.,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.17100,33,237,0.12296,0.21903
1998,30-45 y.,Post-secondary Non-tertiary Level,Not Employed,0.26235,63,237,0.20622,0.31848
1998,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.73726,259,352,0.69122,0.78331
1998,30-45 y.,First Stage of Tertiary Education,Regular Part-Time Employment,0.13706,49,352,0.10108,0.17304
1998,30-45 y.,First Stage of Tertiary Education,Not Employed,0.10873,44,352,0.07616,0.14129
1998,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.73669,698,911,0.70807,0.76531
1998,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11426,100,911,0.09359,0.13493
1998,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.12719,113,911,0.10554,0.14884
1998,46-65 y.,Primary Level,Full-Time Employment,0.36900,75,210,0.30358,0.43442
1998,46-65 y.,Primary Level,Not Employed,0.54235,135,210,0.47480,0.60989
1998,46-65 y.,Lower Secondary Level,Full-Time Employment,0.26805,212,741,0.23613,0.29996
1998,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.08199,61,741,0.06222,0.10176
1998,46-65 y.,Lower Secondary Level,Not Employed,0.62674,468,741,0.59190,0.66159
1998,46-65 y.,Upper Secondary Level,Full-Time Employment,0.42003,941,2190,0.39935,0.44070
1998,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.10254,228,2190,0.08984,0.11525
1998,46-65 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.01829,43,2190,0.01268,0.02391
1998,46-65 y.,Upper Secondary Level,Not Employed,0.45914,978,2190,0.43826,0.48001
1998,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.64809,46,46,0.50855,0.78762
1998,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.51057,152,244,0.44772,0.57343
1998,46-65 y.,First Stage of Tertiary Education,Not Employed,0.39194,92,244,0.33056,0.45332
1998,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.63119,443,693,0.59524,0.66714
1998,46-65 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09462,66,693,0.07282,0.11643
1998,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.26076,184,693,0.22805,0.29348
1998,66 and older,Lower Secondary Level,Not Employed,0.98765,549,549,0.97840,0.99690
1998,66 and older,Upper Secondary Level,Not Employed,0.98684,859,859,0.97921,0.99446
1998,66 and older,First Stage of Tertiary Education,Not Employed,0.99517,78,78,0.97969,1.01066
1998,66 and older,Second Stage of Tertiary Education,Not Employed,0.94394,174,174,0.90966,0.97822
1999,17-29 y.,Pre-primary Level,Not Employed,0.87903,286,286,0.84117,0.91689
1999,17-29 y.,Lower Secondary Level,Full-Time Employment,0.17818,142,672,0.14923,0.20714
1999,17-29 y.,Lower Secondary Level,Vocational Training,0.40752,280,672,0.37034,0.44470
1999,17-29 y.,Lower Secondary Level,Not Employed,0.36002,250,672,0.32370,0.39634
1999,17-29 y.,Upper Secondary Level,Full-Time Employment,0.50805,721,1358,0.48145,0.53465
1999,17-29 y.,Upper Secondary Level,Regular Part-Time Employment,0.06260,75,1358,0.04971,0.07549
1999,17-29 y.,Upper Secondary Level,Vocational Training,0.06110,80,1358,0.04836,0.07384
1999,17-29 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04659,62,1358,0.03538,0.05781
1999,17-29 y.,Upper Secondary Level,Not Employed,0.32165,420,1358,0.29680,0.34651
1999,17-29 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.65899,97,97,0.56416,0.75382
1999,17-29 y.,First Stage of Tertiary Education,Full-Time Employment,0.74782,76,76,0.64954,0.84611
1999,17-29 y.,Second Stage of Tertiary Education,Full-Time Employment,0.67829,95,95,0.58386,0.77273
1999,30-45 y.,Primary Level,Full-Time Employment,0.46197,48,85,0.35535,0.56859
1999,30-45 y.,Primary Level,Not Employed,0.28722,37,85,0.19045,0.38398
1999,30-45 y.,Lower Secondary Level,Full-Time Employment,0.47689,226,430,0.42963,0.52416
1999,30-45 y.,Lower Secondary Level,Regular Part-Time Employment,0.14064,61,430,0.10774,0.17354
1999,30-45 y.,Lower Secondary Level,Not Employed,0.30020,143,430,0.25683,0.34358
1999,30-45 y.,Upper Secondary Level,Full-Time Employment,0.62706,1592,2517,0.60817,0.64596
1999,30-45 y.,Upper Secondary Level,Regular Part-Time Employment,0.12490,298,2517,0.11198,0.13782
1999,30-45 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04441,113,2517,0.03636,0.05246
1999,30-45 y.,Upper Secondary Level,Not Employed,0.19806,514,2517,0.18249,0.21363
1999,30-45 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.53936,143,243,0.47656,0.60217
1999,30-45 y.,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.15120,38,243,0.10607,0.19634
1999,30-45 y.,Post-secondary Non-tertiary Level,Not Employed,0.21914,62,243,0.16703,0.27126
1999,30-45 y.,First Stage of Tertiary Education,Full-Time Employment,0.71359,259,352,0.66629,0.76088
1999,30-45 y.,First Stage of Tertiary Education,Regular Part-Time Employment,0.15084,53,352,0.11340,0.18828
1999,30-45 y.,First Stage of Tertiary Education,Not Employed,0.10537,40,352,0.07325,0.13749
1999,30-45 y.,Second Stage of Tertiary Education,Full-Time Employment,0.74346,690,887,0.71470,0.77222
1999,30-45 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11832,107,887,0.09705,0.13958
1999,30-45 y.,Second Stage of Tertiary Education,Not Employed,0.10961,90,887,0.08904,0.13018
1999,46-65 y.,Primary Level,Full-Time Employment,0.40274,70,197,0.33408,0.47141
1999,46-65 y.,Primary Level,Not Employed,0.51851,127,197,0.44856,0.58846
1999,46-65 y.,Lower Secondary Level,Full-Time Employment,0.26974,194,690,0.23660,0.30288
1999,46-65 y.,Lower Secondary Level,Regular Part-Time Employment,0.09312,64,690,0.07142,0.11482
1999,46-65 y.,Lower Secondary Level,Not Employed,0.59396,432,690,0.55729,0.63063
1999,46-65 y.,Upper Secondary Level,Full-Time Employment,0.42251,910,2169,0.40172,0.44330
1999,46-65 y.,Upper Secondary Level,Regular Part-Time Employment,0.10302,228,2169,0.09023,0.11582
1999,46-65 y.,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02474,56,2169,0.01821,0.03128
1999,46-65 y.,Upper Secondary Level,Not Employed,0.44770,975,2169,0.42677,0.46863
1999,46-65 y.,Post-secondary Non-tertiary Level,Full-Time Employment,0.62192,41,41,0.47164,0.77219
1999,46-65 y.,First Stage of Tertiary Education,Full-Time Employment,0.52940,155,243,0.46651,0.59228
1999,46-65 y.,First Stage of Tertiary Education,Not Employed,0.37532,88,243,0.31432,0.43633
1999,46-65 y.,Second Stage of Tertiary Education,Full-Time Employment,0.64609,471,698,0.61059,0.68159
1999,46-65 y.,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09533,60,698,0.07353,0.11714
1999,46-65 y.,Second Stage of Tertiary Education,Not Employed,0.22831,167,698,0.19715,0.25947
1999,66 and older,Primary Level,Not Employed,0.98047,56,56,0.94390,1.01704
1999,66 and older,Lower Secondary Level,Not Employed,0.98650,545,545,0.97680,0.99620
1999,66 and older,Upper Secondary Level,Not Employed,0.97434,847,847,0.96369,0.98500
