year,pgisced97,sampreg,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.51010,165,273,0.45069,0.56951
1994,Post-secondary Non-tertiary Level,West,Not Employed,0.32490,108,273,0.26924,0.38055
1994,Post-secondary Non-tertiary Level,East,Full-Time Employment,0.53526,42,42,0.38259,0.68793
1994,First Stage of Tertiary Education,West,Full-Time Employment,0.53709,296,495,0.49312,0.58106
1994,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.08059,46,495,0.05659,0.10459
1994,First Stage of Tertiary Education,West,Not Employed,0.34360,153,495,0.30172,0.38548
1994,First Stage of Tertiary Education,East,Full-Time Employment,0.56978,153,229,0.50551,0.63404
1994,First Stage of Tertiary Education,East,Not Employed,0.40900,76,229,0.34519,0.47282
1994,Second Stage of Tertiary Education,West,Full-Time Employment,0.62566,533,772,0.59150,0.65983
1994,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.07955,64,772,0.06045,0.09865
1994,Second Stage of Tertiary Education,West,Not Employed,0.25658,175,772,0.22575,0.28741
1994,Second Stage of Tertiary Education,East,Full-Time Employment,0.60976,564,844,0.57683,0.64269
1994,Second Stage of Tertiary Education,East,Regular Part-Time Employment,0.06515,58,844,0.04849,0.08181
1994,Second Stage of Tertiary Education,East,Not Employed,0.31007,222,844,0.27885,0.34129
1995,No answer / don't know,West,Full-Time Employment,0.32275,93,202,0.25811,0.38738
1995,No answer / don't know,West,Not Employed,0.49781,109,202,0.42869,0.56694
1995,Pre-primary Level,West,Not Employed,0.95514,184,184,0.92515,0.98513
1995,Pre-primary Level,East,Not Employed,0.90519,90,90,0.84432,0.96605
1995,Primary Level,West,Full-Time Employment,0.34684,188,510,0.30549,0.38819
1995,Primary Level,West,Regular Part-Time Employment,0.05004,33,510,0.03109,0.06898
1995,Primary Level,West,Not Employed,0.55624,289,510,0.51308,0.59941
1995,Lower Secondary Level,West,Full-Time Employment,0.21868,656,2114,0.20105,0.23630
1995,Lower Secondary Level,West,Regular Part-Time Employment,0.05531,127,2114,0.04556,0.06505
1995,Lower Secondary Level,West,Vocational Training,0.06392,158,2114,0.05349,0.07435
1995,Lower Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.02915,69,2114,0.02198,0.03632
1995,Lower Secondary Level,West,Not Employed,0.63294,1104,2114,0.61239,0.65350
1995,Lower Secondary Level,East,Full-Time Employment,0.07833,37,367,0.05080,0.10586
1995,Lower Secondary Level,East,Vocational Training,0.17451,97,367,0.13563,0.21340
1995,Lower Secondary Level,East,Not Employed,0.72833,233,367,0.68275,0.77390
1995,Upper Secondary Level,West,Full-Time Employment,0.44174,2273,4673,0.42750,0.45598
1995,Upper Secondary Level,West,Regular Part-Time Employment,0.08670,421,4673,0.07863,0.09477
1995,Upper Secondary Level,West,Vocational Training,0.01411,81,4673,0.01073,0.01749
1995,Upper Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.02504,124,4673,0.02056,0.02952
1995,Upper Secondary Level,West,Not Employed,0.43241,1774,4673,0.41821,0.44662
1995,Upper Secondary Level,East,Full-Time Employment,0.43910,1013,2032,0.41751,0.46068
1995,Upper Secondary Level,East,Regular Part-Time Employment,0.04921,124,2032,0.03980,0.05862
1995,Upper Secondary Level,East,Vocational Training,0.01965,48,2032,0.01361,0.02568
1995,Upper Secondary Level,East,Not Employed,0.48200,847,2032,0.46027,0.50373
1995,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.49471,205,381,0.44444,0.54498
1995,Post-secondary Non-tertiary Level,West,Regular Part-Time Employment,0.08880,33,381,0.06020,0.11740
1995,Post-secondary Non-tertiary Level,West,Not Employed,0.36647,143,381,0.31803,0.41492
1995,Post-secondary Non-tertiary Level,East,Full-Time Employment,0.60734,43,43,0.45965,0.75503
1995,First Stage of Tertiary Education,West,Full-Time Employment,0.52823,311,507,0.48474,0.57173
1995,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.08732,51,507,0.06272,0.11192
1995,First Stage of Tertiary Education,West,Not Employed,0.35735,145,507,0.31559,0.39911
1995,First Stage of Tertiary Education,East,Full-Time Employment,0.57310,153,222,0.50789,0.63831
1995,First Stage of Tertiary Education,East,Not Employed,0.38850,69,222,0.32424,0.45277
1995,Second Stage of Tertiary Education,West,Full-Time Employment,0.61002,601,890,0.57796,0.64209
1995,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.10220,87,890,0.08229,0.12211
1995,Second Stage of Tertiary Education,West,Not Employed,0.25359,202,890,0.22499,0.28219
1995,Second Stage of Tertiary Education,East,Full-Time Employment,0.60561,547,826,0.57226,0.63896
1995,Second Stage of Tertiary Education,East,Regular Part-Time Employment,0.08113,72,826,0.06250,0.09977
1995,Second Stage of Tertiary Education,East,Not Employed,0.30449,207,826,0.27309,0.33590
1996,No answer / don't know,West,Full-Time Employment,0.31444,84,188,0.24789,0.38098
1996,No answer / don't know,West,Not Employed,0.48392,104,188,0.41230,0.55555
1996,Pre-primary Level,West,Not Employed,0.96248,190,190,0.93539,0.98957
1996,Pre-primary Level,East,Not Employed,0.96157,93,93,0.92228,1.00085
1996,Primary Level,West,Full-Time Employment,0.34935,166,467,0.30606,0.39263
1996,Primary Level,West,Regular Part-Time Employment,0.07544,35,467,0.05146,0.09942
1996,Primary Level,West,Not Employed,0.54769,266,467,0.50250,0.59288
1996,Lower Secondary Level,West,Full-Time Employment,0.20038,579,2018,0.18291,0.21785
1996,Lower Secondary Level,West,Regular Part-Time Employment,0.06003,138,2018,0.04966,0.07040
1996,Lower Secondary Level,West,Vocational Training,0.06892,159,2018,0.05787,0.07998
1996,Lower Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.02820,59,2018,0.02098,0.03543
1996,Lower Secondary Level,West,Not Employed,0.64247,1083,2018,0.62155,0.66338
1996,Lower Secondary Level,East,Full-Time Employment,0.08996,40,359,0.06032,0.11960
1996,Lower Secondary Level,East,Vocational Training,0.17984,97,359,0.14005,0.21962
1996,Lower Secondary Level,East,Not Employed,0.71340,222,359,0.66656,0.76024
1996,Upper Secondary Level,West,Full-Time Employment,0.43835,2208,4585,0.42398,0.45271
1996,Upper Secondary Level,West,Regular Part-Time Employment,0.09432,453,4585,0.08586,0.10279
1996,Upper Secondary Level,West,Vocational Training,0.01141,76,4585,0.00834,0.01449
1996,Upper Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.02326,120,4585,0.01890,0.02762
1996,Upper Secondary Level,West,Not Employed,0.43266,1728,4585,0.41832,0.44700
1996,Upper Secondary Level,East,Full-Time Employment,0.41485,952,2012,0.39332,0.43639
1996,Upper Secondary Level,East,Regular Part-Time Employment,0.05500,133,2012,0.04503,0.06496
1996,Upper Secondary Level,East,Vocational Training,0.01630,39,2012,0.01076,0.02183
1996,Upper Secondary Level,East,Not Employed,0.50327,888,2012,0.48142,0.52512
1996,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.50377,203,379,0.45337,0.55418
1996,Post-secondary Non-tertiary Level,West,Regular Part-Time Employment,0.11460,42,379,0.08249,0.14672
1996,Post-secondary Non-tertiary Level,West,Not Employed,0.32154,134,379,0.27446,0.36863
1996,Post-secondary Non-tertiary Level,East,Full-Time Employment,0.60743,48,48,0.46783,0.74704
1996,First Stage of Tertiary Education,West,Full-Time Employment,0.51887,316,519,0.47585,0.56190
1996,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.10334,60,519,0.07713,0.12955
1996,First Stage of Tertiary Education,West,Not Employed,0.34975,143,519,0.30868,0.39082
1996,First Stage of Tertiary Education,East,Full-Time Employment,0.58809,149,218,0.52260,0.65357
1996,First Stage of Tertiary Education,East,Not Employed,0.36867,69,218,0.30448,0.43286
1996,Second Stage of Tertiary Education,West,Full-Time Employment,0.60843,606,903,0.57657,0.64028
1996,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.11144,94,903,0.09090,0.13197
1996,Second Stage of Tertiary Education,West,Not Employed,0.25194,203,903,0.22361,0.28028
1996,Second Stage of Tertiary Education,East,Full-Time Employment,0.57494,535,830,0.54128,0.60859
1996,Second Stage of Tertiary Education,East,Regular Part-Time Employment,0.07309,63,830,0.05538,0.09081
1996,Second Stage of Tertiary Education,East,Not Employed,0.34259,232,830,0.31029,0.37490
1997,No answer / don't know,West,Full-Time Employment,0.28967,80,182,0.22359,0.35576
1997,No answer / don't know,West,Not Employed,0.47729,102,182,0.40452,0.55006
1997,Pre-primary Level,West,Not Employed,0.95511,197,197,0.92612,0.98410
1997,Pre-primary Level,East,Not Employed,0.96833,106,106,0.93484,1.00183
1997,Primary Level,West,Full-Time Employment,0.33482,143,442,0.29077,0.37886
1997,Primary Level,West,Regular Part-Time Employment,0.06067,32,442,0.03839,0.08295
1997,Primary Level,West,Not Employed,0.57735,267,442,0.53124,0.62345
1997,Lower Secondary Level,West,Full-Time Employment,0.20308,549,1979,0.18535,0.22081
1997,Lower Secondary Level,West,Regular Part-Time Employment,0.06171,135,1979,0.05110,0.07231
1997,Lower Secondary Level,West,Vocational Training,0.06696,171,1979,0.05594,0.07797
1997,Lower Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.01496,36,1979,0.00961,0.02031
1997,Lower Secondary Level,West,Not Employed,0.65330,1088,1979,0.63233,0.67427
1997,Lower Secondary Level,East,Full-Time Employment,0.10000,39,343,0.06821,0.13180
1997,Lower Secondary Level,East,Vocational Training,0.16911,88,343,0.12938,0.20884
1997,Lower Secondary Level,East,Not Employed,0.71526,216,343,0.66743,0.76309
1997,Upper Secondary Level,West,Full-Time Employment,0.42157,2119,4496,0.40713,0.43600
1997,Upper Secondary Level,West,Regular Part-Time Employment,0.09243,427,4496,0.08396,0.10090
1997,Upper Secondary Level,West,Vocational Training,0.00939,58,4496,0.00657,0.01221
1997,Upper Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.02578,133,4496,0.02115,0.03042
1997,Upper Secondary Level,West,Not Employed,0.45083,1759,4496,0.43628,0.46538
1997,Upper Secondary Level,East,Full-Time Employment,0.39602,913,1966,0.37440,0.41764
1997,Upper Secondary Level,East,Regular Part-Time Employment,0.05349,118,1966,0.04354,0.06344
1997,Upper Secondary Level,East,Vocational Training,0.01289,35,1966,0.00790,0.01788
1997,Upper Secondary Level,East,Not Employed,0.52807,900,1966,0.50599,0.55014
1997,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.50557,198,358,0.45371,0.55744
1997,Post-secondary Non-tertiary Level,West,Regular Part-Time Employment,0.13377,40,358,0.09846,0.16908
1997,Post-secondary Non-tertiary Level,West,Not Employed,0.31628,120,358,0.26804,0.36451
1997,Post-secondary Non-tertiary Level,East,Full-Time Employment,0.64504,49,49,0.50967,0.78041
1997,First Stage of Tertiary Education,West,Full-Time Employment,0.53709,313,514,0.49394,0.58024
1997,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.10121,58,514,0.07511,0.12731
1997,First Stage of Tertiary Education,West,Not Employed,0.33829,143,514,0.29735,0.37923
1997,First Stage of Tertiary Education,East,Full-Time Employment,0.54308,144,219,0.47695,0.60921
1997,First Stage of Tertiary Education,East,Not Employed,0.41808,75,219,0.35260,0.48355
1997,Second Stage of Tertiary Education,West,Full-Time Employment,0.63663,633,913,0.60541,0.66784
1997,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.09987,88,913,0.08041,0.11933
1997,Second Stage of Tertiary Education,West,Not Employed,0.24186,192,913,0.21407,0.26965
1997,Second Stage of Tertiary Education,East,Full-Time Employment,0.57551,532,822,0.54170,0.60932
1997,Second Stage of Tertiary Education,East,Regular Part-Time Employment,0.07587,62,822,0.05776,0.09398
1997,Second Stage of Tertiary Education,East,Not Employed,0.33209,228,822,0.29987,0.36430
1998,No answer / don't know,West,Full-Time Employment,0.41430,203,472,0.36981,0.45879
1998,No answer / don't know,West,Regular Part-Time Employment,0.07094,33,472,0.04775,0.09412
1998,No answer / don't know,West,Not Employed,0.45761,236,472,0.41261,0.50260
1998,No answer / don't know,East,Not Employed,0.41511,40,40,0.26046,0.56975
1998,Pre-primary Level,West,Not Employed,0.94679,213,213,0.91658,0.97700
1998,Pre-primary Level,East,Not Employed,0.95278,105,105,0.91202,0.99355
1998,Primary Level,West,Full-Time Employment,0.33372,131,383,0.28643,0.38101
1998,Primary Level,West,Not Employed,0.55194,252,383,0.50207,0.60181
1998,Lower Secondary Level,West,Full-Time Employment,0.19682,547,2162,0.18006,0.21358
1998,Lower Secondary Level,West,Regular Part-Time Employment,0.05480,131,2162,0.04521,0.06440
1998,Lower Secondary Level,West,Vocational Training,0.07104,185,2162,0.06021,0.08187
1998,Lower Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.01999,51,2162,0.01409,0.02590
1998,Lower Secondary Level,West,Not Employed,0.65619,1248,2162,0.63616,0.67621
1998,Lower Secondary Level,East,Full-Time Employment,0.09821,42,364,0.06760,0.12883
1998,Lower Secondary Level,East,Vocational Training,0.18104,102,364,0.14143,0.22066
1998,Lower Secondary Level,East,Not Employed,0.69057,220,364,0.64301,0.73812
1998,Upper Secondary Level,West,Full-Time Employment,0.41517,2283,4928,0.40142,0.42893
1998,Upper Secondary Level,West,Regular Part-Time Employment,0.09825,493,4928,0.08994,0.10656
1998,Upper Secondary Level,West,Vocational Training,0.01286,76,4928,0.00971,0.01601
1998,Upper Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.02429,137,4928,0.01999,0.02859
1998,Upper Secondary Level,West,Not Employed,0.44942,1939,4928,0.43553,0.46331
1998,Upper Secondary Level,East,Full-Time Employment,0.40880,966,2071,0.38763,0.42998
1998,Upper Secondary Level,East,Regular Part-Time Employment,0.04814,110,2071,0.03892,0.05737
1998,Upper Secondary Level,East,Vocational Training,0.01430,35,2071,0.00918,0.01941
1998,Upper Secondary Level,East,Not Employed,0.51967,960,2071,0.49815,0.54119
1998,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.52190,236,410,0.47349,0.57031
1998,Post-secondary Non-tertiary Level,West,Regular Part-Time Employment,0.12849,46,410,0.09606,0.16092
1998,Post-secondary Non-tertiary Level,West,Not Employed,0.29357,128,410,0.24944,0.33771
1998,Post-secondary Non-tertiary Level,East,Full-Time Employment,0.63905,46,46,0.49872,0.77937
1998,First Stage of Tertiary Education,West,Full-Time Employment,0.54275,347,570,0.50181,0.58368
1998,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.09811,65,570,0.07366,0.12255
1998,First Stage of Tertiary Education,West,Not Employed,0.33494,158,570,0.29616,0.37372
1998,First Stage of Tertiary Education,East,Full-Time Employment,0.55939,146,223,0.49408,0.62469
1998,First Stage of Tertiary Education,East,Not Employed,0.39646,77,223,0.33211,0.46081
1998,Second Stage of Tertiary Education,West,Full-Time Employment,0.63547,737,1080,0.60675,0.66419
1998,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.10476,110,1080,0.08649,0.12304
1998,Second Stage of Tertiary Education,West,Not Employed,0.24234,233,1080,0.21677,0.26791
1998,Second Stage of Tertiary Education,East,Full-Time Employment,0.51223,509,855,0.47870,0.54575
1998,Second Stage of Tertiary Education,East,Regular Part-Time Employment,0.08061,73,855,0.06235,0.09887
1998,Second Stage of Tertiary Education,East,Not Employed,0.39072,273,855,0.35800,0.42345
1999,No answer / don't know,West,Full-Time Employment,0.32578,75,186,0.25824,0.39331
1999,No answer / don't know,West,Not Employed,0.45578,111,186,0.38401,0.52754
1999,Pre-primary Level,West,Not Employed,0.84877,186,186,0.79714,0.90040
1999,Pre-primary Level,East,Not Employed,0.95589,101,101,0.91565,0.99614
1999,Primary Level,West,Full-Time Employment,0.33508,124,358,0.28612,0.38405
1999,Primary Level,West,Not Employed,0.51672,234,358,0.46488,0.56856
1999,Lower Secondary Level,West,Full-Time Employment,0.19284,517,2066,0.17583,0.20986
1999,Lower Secondary Level,West,Regular Part-Time Employment,0.05669,140,2066,0.04671,0.06666
1999,Lower Secondary Level,West,Vocational Training,0.07656,180,2066,0.06509,0.08802
1999,Lower Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.03413,66,2066,0.02630,0.04197
1999,Lower Secondary Level,West,Not Employed,0.63824,1163,2066,0.61752,0.65897
1999,Lower Secondary Level,East,Full-Time Employment,0.11858,48,358,0.08504,0.15211
1999,Lower Secondary Level,East,Vocational Training,0.20190,103,358,0.16026,0.24354
1999,Lower Secondary Level,East,Not Employed,0.65171,207,358,0.60229,0.70113
1999,Upper Secondary Level,West,Full-Time Employment,0.42678,2287,4855,0.41286,0.44069
1999,Upper Secondary Level,West,Regular Part-Time Employment,0.09486,475,4855,0.08661,0.10310
1999,Upper Secondary Level,West,Vocational Training,0.01237,65,4855,0.00926,0.01548
1999,Upper Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.03563,204,4855,0.03042,0.04085
1999,Upper Secondary Level,West,Not Employed,0.43036,1824,4855,0.41643,0.44429
1999,Upper Secondary Level,East,Full-Time Employment,0.41009,940,2076,0.38892,0.43125
1999,Upper Secondary Level,East,Regular Part-Time Employment,0.05614,134,2076,0.04623,0.06604
1999,Upper Secondary Level,East,Vocational Training,0.01206,33,2076,0.00736,0.01675
1999,Upper Secondary Level,East,"Marginal, Irregular Part-Time Employment",0.01533,37,2076,0.01004,0.02061
1999,Upper Secondary Level,East,Not Employed,0.50639,932,2076,0.48488,0.52790
1999,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.51188,230,402,0.46296,0.56081
1999,Post-secondary Non-tertiary Level,West,Regular Part-Time Employment,0.10413,46,402,0.07424,0.13403
1999,Post-secondary Non-tertiary Level,West,Not Employed,0.31072,126,402,0.26542,0.35601
1999,Post-secondary Non-tertiary Level,East,Full-Time Employment,0.65512,52,52,0.52467,0.78558
1999,First Stage of Tertiary Education,West,Full-Time Employment,0.54065,338,555,0.49916,0.58215
1999,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.10456,68,555,0.07908,0.13004
1999,First Stage of Tertiary Education,West,Not Employed,0.32390,149,555,0.28493,0.36287
1999,First Stage of Tertiary Education,East,Full-Time Employment,0.56074,152,229,0.49632,0.62516
1999,First Stage of Tertiary Education,East,Not Employed,0.39427,77,229,0.33083,0.45770
1999,Second Stage of Tertiary Education,West,Full-Time Employment,0.64515,754,1072,0.61649,0.67381
1999,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.09481,108,1072,0.07726,0.11235
1999,Second Stage of Tertiary Education,West,Not Employed,0.22916,210,1072,0.20399,0.25433
1999,Second Stage of Tertiary Education,East,Full-Time Employment,0.50445,508,837,0.47056,0.53834
1999,Second Stage of Tertiary Education,East,Regular Part-Time Employment,0.08527,71,837,0.06633,0.10420
1999,Second Stage of Tertiary Education,East,Not Employed,0.38533,258,837,0.35234,0.41832
2000,Pre-primary Level,West,"Marginal, Irregular Part-Time Employment",0.09765,34,345,0.06628,0.12902
2000,Pre-primary Level,West,Not Employed,0.88471,311,345,0.85096,0.91846
2000,Pre-primary Level,East,Not Employed,0.93674,135,135,0.89553,0.97796
2000,Primary Level,West,Full-Time Employment,0.26150,89,335,0.21437,0.30863
2000,Primary Level,West,Not Employed,0.61733,246,335,0.56520,0.66945
2000,Lower Secondary Level,West,Full-Time Employment,0.18286,602,3032,0.16910,0.19662
2000,Lower Secondary Level,West,Regular Part-Time Employment,0.06802,221,3032,0.05906,0.07699
2000,Lower Secondary Level,West,Vocational Training,0.08800,311,3032,0.07791,0.09808
2000,Lower Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.03119,100,3032,0.02500,0.03738
2000,Lower Secondary Level,West,Not Employed,0.62755,1798,3032,0.61034,0.64476
2000,Lower Secondary Level,East,Vocational Training,0.22446,148,468,0.18662,0.26231
2000,Lower Secondary Level,East,Not Employed,0.68067,320,468,0.63838,0.72295
2000,Upper Secondary Level,West,Full-Time Employment,0.41319,4067,9545,0.40331,0.42307
2000,Upper Secondary Level,West,Regular Part-Time Employment,0.10319,1058,9545,0.09708,0.10929
2000,Upper Secondary Level,West,Vocational Training,0.01131,116,9545,0.00919,0.01344
2000,Upper Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.03752,374,9545,0.03371,0.04133
2000,Upper Secondary Level,West,Not Employed,0.43469,3930,9545,0.42474,0.44463
2000,Upper Secondary Level,East,Full-Time Employment,0.39090,1352,3253,0.37413,0.40767
2000,Upper Secondary Level,East,Regular Part-Time Employment,0.05835,203,3253,0.05029,0.06640
2000,Upper Secondary Level,East,Vocational Training,0.01991,79,3253,0.01511,0.02471
2000,Upper Secondary Level,East,"Marginal, Irregular Part-Time Employment",0.02218,66,3253,0.01712,0.02725
2000,Upper Secondary Level,East,Not Employed,0.50866,1553,3253,0.49148,0.52584
2000,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.50802,505,979,0.47669,0.53936
2000,Post-secondary Non-tertiary Level,West,Regular Part-Time Employment,0.10121,105,979,0.08231,0.12011
2000,Post-secondary Non-tertiary Level,West,"Marginal, Irregular Part-Time Employment",0.05023,45,979,0.03654,0.06391
2000,Post-secondary Non-tertiary Level,West,Not Employed,0.32671,324,979,0.29732,0.35611
2000,Post-secondary Non-tertiary Level,East,Full-Time Employment,0.56912,76,108,0.47529,0.66295
2000,Post-secondary Non-tertiary Level,East,Not Employed,0.27949,32,108,0.19446,0.36452
2000,First Stage of Tertiary Education,West,Full-Time Employment,0.52299,746,1376,0.49659,0.54939
2000,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.11813,168,1376,0.10107,0.13519
2000,First Stage of Tertiary Education,West,"Marginal, Irregular Part-Time Employment",0.02703,41,1376,0.01845,0.03560
2000,First Stage of Tertiary Education,West,Not Employed,0.33186,421,1376,0.30697,0.35675
2000,First Stage of Tertiary Education,East,Full-Time Employment,0.49773,274,470,0.45248,0.54298
2000,First Stage of Tertiary Education,East,Not Employed,0.43793,196,470,0.39303,0.48283
2000,Second Stage of Tertiary Education,West,Full-Time Employment,0.59926,1551,2516,0.58011,0.61842
2000,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.10951,287,2516,0.09731,0.12172
2000,Second Stage of Tertiary Education,West,"Marginal, Irregular Part-Time Employment",0.02618,54,2516,0.01994,0.03242
2000,Second Stage of Tertiary Education,West,Not Employed,0.26113,624,2516,0.24397,0.27830
2000,Second Stage of Tertiary Education,East,Full-Time Employment,0.52370,757,1269,0.49621,0.55119
2000,Second Stage of Tertiary Education,East,Regular Part-Time Employment,0.08611,118,1269,0.07067,0.10155
2000,Second Stage of Tertiary Education,East,Not Employed,0.37099,394,1269,0.34440,0.39758
2001,No answer / don't know,West,Not Employed,0.52301,46,46,0.37708,0.66895
2001,Pre-primary Level,West,"Marginal, Irregular Part-Time Employment",0.14527,54,375,0.10956,0.18098
2001,Pre-primary Level,West,Not Employed,0.82065,321,375,0.78177,0.85953
2001,Pre-primary Level,East,Not Employed,0.90272,141,141,0.85363,0.95181
2001,Primary Level,West,Full-Time Employment,0.23705,66,257,0.18495,0.28914
2001,Primary Level,West,Not Employed,0.65431,191,257,0.59604,0.71257
2001,Lower Secondary Level,West,Full-Time Employment,0.18888,544,2623,0.17390,0.20386
2001,Lower Secondary Level,West,Regular Part-Time Employment,0.05998,174,2623,0.05089,0.06907
2001,Lower Secondary Level,West,Vocational Training,0.09488,283,2623,0.08366,0.10609
2001,Lower Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.03021,86,2623,0.02366,0.03676
2001,Lower Secondary Level,West,Not Employed,0.62344,1536,2623,0.60490,0.64199
2001,Lower Secondary Level,East,Full-Time Employment,0.08997,38,434,0.06302,0.11692
2001,Lower Secondary Level,East,Vocational Training,0.20565,120,434,0.16758,0.24371
2001,Lower Secondary Level,East,Not Employed,0.66655,276,434,0.62215,0.71096
2001,Upper Secondary Level,West,Full-Time Employment,0.40785,3603,8577,0.39744,0.41825
2001,Upper Secondary Level,West,Regular Part-Time Employment,0.10566,981,8577,0.09916,0.11217
2001,Upper Secondary Level,West,Vocational Training,0.01361,121,8577,0.01116,0.01606
2001,Upper Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.03850,363,8577,0.03443,0.04257
2001,Upper Secondary Level,West,Not Employed,0.43423,3509,8577,0.42374,0.44472
2001,Upper Secondary Level,East,Full-Time Employment,0.39007,1232,2997,0.37261,0.40754
2001,Upper Secondary Level,East,Regular Part-Time Employment,0.05799,193,2997,0.04962,0.06636
2001,Upper Secondary Level,East,Vocational Training,0.02335,83,2997,0.01795,0.02876
2001,Upper Secondary Level,East,"Marginal, Irregular Part-Time Employment",0.01858,62,2997,0.01374,0.02342
2001,Upper Secondary Level,East,Not Employed,0.50925,1427,2997,0.49135,0.52715
2001,Post-secondary Non-tertiary Level,West,Full-Time Employment,0.47954,470,938,0.44755,0.51153
2001,Post-secondary Non-tertiary Level,West,Regular Part-Time Employment,0.10940,108,938,0.08941,0.12939
2001,Post-secondary Non-tertiary Level,West,"Marginal, Irregular Part-Time Employment",0.05598,46,938,0.04126,0.07070
2001,Post-secondary Non-tertiary Level,West,Not Employed,0.34698,314,938,0.31650,0.37746
2001,Post-secondary Non-tertiary Level,East,Full-Time Employment,0.49679,65,111,0.40335,0.59022
2001,Post-secondary Non-tertiary Level,East,Not Employed,0.44649,46,111,0.35359,0.53939
2001,First Stage of Tertiary Education,West,Full-Time Employment,0.52634,671,1231,0.49844,0.55425
2001,First Stage of Tertiary Education,West,Regular Part-Time Employment,0.11127,146,1231,0.09369,0.12884
2001,First Stage of Tertiary Education,West,"Marginal, Irregular Part-Time Employment",0.02489,35,1231,0.01619,0.03360
2001,First Stage of Tertiary Education,West,Not Employed,0.33694,379,1231,0.31053,0.36336
2001,First Stage of Tertiary Education,East,Full-Time Employment,0.46039,230,434,0.41344,0.50734
2001,First Stage of Tertiary Education,East,Regular Part-Time Employment,0.07253,34,434,0.04810,0.09696
2001,First Stage of Tertiary Education,East,Not Employed,0.43678,170,434,0.39006,0.48350
2001,Second Stage of Tertiary Education,West,Full-Time Employment,0.59411,1424,2321,0.57412,0.61409
2001,Second Stage of Tertiary Education,West,Regular Part-Time Employment,0.10862,265,2321,0.09596,0.12128
2001,Second Stage of Tertiary Education,West,"Marginal, Irregular Part-Time Employment",0.02452,49,2321,0.01823,0.03081
2001,Second Stage of Tertiary Education,West,Not Employed,0.26919,583,2321,0.25114,0.28723
2001,Second Stage of Tertiary Education,East,Full-Time Employment,0.50488,700,1200,0.47658,0.53319
2001,Second Stage of Tertiary Education,East,Regular Part-Time Employment,0.09205,112,1200,0.07569,0.10842
2001,Second Stage of Tertiary Education,East,Not Employed,0.37948,388,1200,0.35201,0.40694
2002,No answer / don't know,West,Vocational Training,0.31364,45,101,0.22271,0.40458
2002,No answer / don't know,West,Not Employed,0.41494,56,101,0.31837,0.51151
2002,Pre-primary Level,West,"Marginal, Irregular Part-Time Employment",0.07628,48,446,0.05162,0.10095
2002,Pre-primary Level,West,Not Employed,0.89640,398,446,0.86809,0.92472
2002,Pre-primary Level,East,Not Employed,0.92020,144,144,0.87579,0.96462
2002,Primary Level,West,Full-Time Employment,0.19713,54,230,0.14560,0.24865
2002,Primary Level,West,Not Employed,0.64987,176,230,0.58808,0.71165
2002,Lower Secondary Level,West,Full-Time Employment,0.18169,481,2463,0.16646,0.19692
2002,Lower Secondary Level,West,Regular Part-Time Employment,0.06292,166,2463,0.05333,0.07252
2002,Lower Secondary Level,West,Vocational Training,0.09833,272,2463,0.08657,0.11010
2002,Lower Secondary Level,West,"Marginal, Irregular Part-Time Employment",0.03633,93,2463,0.02894,0.04372
2002,Lower Secondary Level,West,Not Employed,0.61768,1451,2463,0.59849,0.63688
2002,Lower Secondary Level,East,Vocational Training,0.23432,118,381,0.19174,0.27691
2002,Lower Secondary Level,East,Not Employed,0.67809,263,381,0.63111,0.72507
