year,migback,quintil_oecd,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1996,Direct migration background,3rd Quintile,Full-Time Employment,0.43335,247,448,0.38741,0.47928
1996,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.08212,38,448,0.05666,0.10757
1996,Direct migration background,3rd Quintile,Not Employed,0.44781,163,448,0.40171,0.49391
1996,Direct migration background,4th Quintile,Full-Time Employment,0.52012,229,350,0.46770,0.57254
1996,Direct migration background,4th Quintile,Not Employed,0.35080,121,350,0.30073,0.40087
1996,Direct migration background,5th Quintile,Full-Time Employment,0.54564,156,236,0.48198,0.60930
1996,Direct migration background,5th Quintile,Not Employed,0.35616,80,236,0.29493,0.41738
1996,Indirect migration background,1st Quintile,Full-Time Employment,0.18305,34,122,0.11415,0.25196
1996,Indirect migration background,1st Quintile,Not Employed,0.52341,88,122,0.43442,0.61240
1996,Indirect migration background,2nd Quintile,Full-Time Employment,0.25818,37,84,0.16403,0.35233
1996,Indirect migration background,2nd Quintile,Not Employed,0.46028,47,84,0.35305,0.56751
1996,Indirect migration background,3rd Quintile,Full-Time Employment,0.26354,41,92,0.17303,0.35406
1996,Indirect migration background,3rd Quintile,Not Employed,0.47039,51,92,0.36784,0.57294
1996,Indirect migration background,4th Quintile,Full-Time Employment,0.50581,52,52,0.36859,0.64303
1996,Indirect migration background,5th Quintile,Full-Time Employment,0.40754,34,34,0.23989,0.57520
1997,No migration background,1st Quintile,Full-Time Employment,0.18532,326,1378,0.16480,0.20584
1997,No migration background,1st Quintile,Regular Part-Time Employment,0.06873,90,1378,0.05537,0.08210
1997,No migration background,1st Quintile,Vocational Training,0.02601,58,1378,0.01761,0.03442
1997,No migration background,1st Quintile,Not Employed,0.70126,904,1378,0.67708,0.72543
1997,No migration background,2nd Quintile,Full-Time Employment,0.30664,723,1990,0.28637,0.32690
1997,No migration background,2nd Quintile,Regular Part-Time Employment,0.07270,143,1990,0.06129,0.08411
1997,No migration background,2nd Quintile,Vocational Training,0.02944,80,1990,0.02201,0.03687
1997,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.01987,43,1990,0.01373,0.02600
1997,No migration background,2nd Quintile,Not Employed,0.57136,1001,1990,0.54961,0.59311
1997,No migration background,3rd Quintile,Full-Time Employment,0.37124,919,2083,0.35049,0.39199
1997,No migration background,3rd Quintile,Regular Part-Time Employment,0.08309,183,2083,0.07123,0.09494
1997,No migration background,3rd Quintile,Vocational Training,0.02345,64,2083,0.01695,0.02995
1997,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.02475,51,2083,0.01807,0.03142
1997,No migration background,3rd Quintile,Not Employed,0.49748,866,2083,0.47600,0.51896
1997,No migration background,4th Quintile,Full-Time Employment,0.50977,1184,2192,0.48884,0.53070
1997,No migration background,4th Quintile,Regular Part-Time Employment,0.09076,205,2192,0.07873,0.10278
1997,No migration background,4th Quintile,Vocational Training,0.01904,62,2192,0.01332,0.02476
1997,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01643,38,2192,0.01111,0.02175
1997,No migration background,4th Quintile,Not Employed,0.36401,703,2192,0.34386,0.38416
1997,No migration background,5th Quintile,Full-Time Employment,0.57332,1289,2090,0.55211,0.59453
1997,No migration background,5th Quintile,Regular Part-Time Employment,0.08259,172,2090,0.07078,0.09439
1997,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.02200,46,2090,0.01571,0.02829
1997,No migration background,5th Quintile,Not Employed,0.31222,583,2090,0.29235,0.33209
1997,Direct migration background,1st Quintile,Full-Time Employment,0.21868,216,783,0.18971,0.24766
1997,Direct migration background,1st Quintile,Regular Part-Time Employment,0.03494,38,783,0.02207,0.04781
1997,Direct migration background,1st Quintile,Not Employed,0.69559,529,783,0.66334,0.72784
1997,Direct migration background,2nd Quintile,Full-Time Employment,0.38302,259,585,0.34359,0.42244
1997,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.08968,42,585,0.06650,0.11285
1997,Direct migration background,2nd Quintile,Not Employed,0.49691,284,585,0.45635,0.53746
1997,Direct migration background,3rd Quintile,Full-Time Employment,0.42337,231,395,0.37458,0.47216
1997,Direct migration background,3rd Quintile,Not Employed,0.45742,164,395,0.40823,0.50661
1997,Direct migration background,4th Quintile,Full-Time Employment,0.54905,230,367,0.49807,0.60003
1997,Direct migration background,4th Quintile,Regular Part-Time Employment,0.11428,37,367,0.08168,0.14687
1997,Direct migration background,4th Quintile,Not Employed,0.31844,100,367,0.27071,0.36617
1997,Direct migration background,5th Quintile,Full-Time Employment,0.58982,141,217,0.52423,0.65542
1997,Direct migration background,5th Quintile,Not Employed,0.31980,76,217,0.25761,0.38200
1997,Indirect migration background,1st Quintile,Full-Time Employment,0.15621,33,119,0.09070,0.22171
1997,Indirect migration background,1st Quintile,Not Employed,0.52981,86,119,0.43976,0.61987
1997,Indirect migration background,2nd Quintile,Full-Time Employment,0.27319,44,137,0.19830,0.34808
1997,Indirect migration background,2nd Quintile,Vocational Training,0.21797,31,137,0.14858,0.28736
1997,Indirect migration background,2nd Quintile,Not Employed,0.38953,62,137,0.30757,0.47149
1997,Indirect migration background,3rd Quintile,Full-Time Employment,0.24745,38,77,0.15043,0.34447
1997,Indirect migration background,3rd Quintile,Not Employed,0.42583,39,77,0.31466,0.53700
1997,Indirect migration background,4th Quintile,Full-Time Employment,0.47146,48,48,0.32875,0.61418
1997,Indirect migration background,5th Quintile,Full-Time Employment,0.53485,41,41,0.38028,0.68943
1998,No migration background,1st Quintile,Full-Time Employment,0.18495,323,1403,0.16463,0.20528
1998,No migration background,1st Quintile,Regular Part-Time Employment,0.07314,92,1403,0.05951,0.08677
1998,No migration background,1st Quintile,Vocational Training,0.03227,63,1403,0.02302,0.04153
1998,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.01757,32,1403,0.01070,0.02445
1998,No migration background,1st Quintile,Not Employed,0.68951,893,1403,0.66529,0.71373
1998,No migration background,2nd Quintile,Full-Time Employment,0.31044,673,1848,0.28933,0.33154
1998,No migration background,2nd Quintile,Regular Part-Time Employment,0.07544,146,1848,0.06339,0.08748
1998,No migration background,2nd Quintile,Vocational Training,0.02574,71,1848,0.01852,0.03297
1998,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.02355,47,1848,0.01663,0.03047
1998,No migration background,2nd Quintile,Not Employed,0.56483,911,1848,0.54222,0.58744
1998,No migration background,3rd Quintile,Full-Time Employment,0.37079,887,2078,0.35002,0.39156
1998,No migration background,3rd Quintile,Regular Part-Time Employment,0.07276,170,2078,0.06159,0.08393
1998,No migration background,3rd Quintile,Vocational Training,0.02860,75,2078,0.02143,0.03577
1998,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.02454,54,2078,0.01789,0.03119
1998,No migration background,3rd Quintile,Not Employed,0.50183,892,2078,0.48032,0.52333
1998,No migration background,4th Quintile,Full-Time Employment,0.50391,1176,2166,0.48285,0.52497
1998,No migration background,4th Quintile,Regular Part-Time Employment,0.07915,180,2166,0.06778,0.09052
1998,No migration background,4th Quintile,Vocational Training,0.02043,60,2166,0.01447,0.02639
1998,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.01761,44,2166,0.01207,0.02315
1998,No migration background,4th Quintile,Not Employed,0.37889,706,2166,0.35846,0.39933
1998,No migration background,5th Quintile,Full-Time Employment,0.54352,1214,1996,0.52166,0.56538
1998,No migration background,5th Quintile,Regular Part-Time Employment,0.10138,181,1996,0.08813,0.11462
1998,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.02332,49,1996,0.01670,0.02994
1998,No migration background,5th Quintile,Not Employed,0.32218,552,1996,0.30167,0.34268
1998,Direct migration background,1st Quintile,Full-Time Employment,0.24106,216,723,0.20986,0.27225
1998,Direct migration background,1st Quintile,Regular Part-Time Employment,0.06945,39,723,0.05091,0.08800
1998,Direct migration background,1st Quintile,Not Employed,0.63642,468,723,0.60133,0.67151
1998,Direct migration background,2nd Quintile,Full-Time Employment,0.40996,227,498,0.36672,0.45320
1998,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.06032,33,498,0.03939,0.08126
1998,Direct migration background,2nd Quintile,Not Employed,0.48518,238,498,0.44124,0.52912
1998,Direct migration background,3rd Quintile,Full-Time Employment,0.41989,194,388,0.37072,0.46907
1998,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.11539,40,388,0.08355,0.14722
1998,Direct migration background,3rd Quintile,Not Employed,0.44648,154,388,0.39695,0.49601
1998,Direct migration background,4th Quintile,Full-Time Employment,0.52533,192,303,0.46901,0.58165
1998,Direct migration background,4th Quintile,Not Employed,0.38197,111,303,0.32717,0.43677
1998,Direct migration background,5th Quintile,Full-Time Employment,0.56884,122,195,0.49915,0.63853
1998,Direct migration background,5th Quintile,Not Employed,0.34715,73,195,0.28016,0.41415
1998,Indirect migration background,1st Quintile,Full-Time Employment,0.19312,36,133,0.12578,0.26047
1998,Indirect migration background,1st Quintile,Not Employed,0.58183,97,133,0.49769,0.66598
1998,Indirect migration background,2nd Quintile,Full-Time Employment,0.26860,34,99,0.18084,0.35635
1998,Indirect migration background,2nd Quintile,Not Employed,0.47769,65,99,0.37879,0.57658
1998,Indirect migration background,3rd Quintile,Full-Time Employment,0.38228,49,49,0.24481,0.51976
1998,Indirect migration background,4th Quintile,Full-Time Employment,0.44302,57,57,0.31291,0.57312
1998,Indirect migration background,5th Quintile,Full-Time Employment,0.51538,41,41,0.36050,0.67025
1999,No migration background,1st Quintile,Full-Time Employment,0.19705,397,1689,0.17808,0.21603
1999,No migration background,1st Quintile,Regular Part-Time Employment,0.07233,126,1689,0.05997,0.08468
1999,No migration background,1st Quintile,Vocational Training,0.04061,91,1689,0.03119,0.05002
1999,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.04595,79,1689,0.03596,0.05594
1999,No migration background,1st Quintile,Not Employed,0.64299,996,1689,0.62013,0.66585
1999,No migration background,2nd Quintile,Full-Time Employment,0.32048,785,2145,0.30072,0.34023
1999,No migration background,2nd Quintile,Regular Part-Time Employment,0.06383,166,2145,0.05348,0.07417
1999,No migration background,2nd Quintile,Vocational Training,0.02594,75,2145,0.01921,0.03267
1999,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.03695,84,2145,0.02896,0.04493
1999,No migration background,2nd Quintile,Not Employed,0.55153,1035,2145,0.53047,0.57258
1999,No migration background,3rd Quintile,Full-Time Employment,0.39205,1022,2313,0.37215,0.41195
1999,No migration background,3rd Quintile,Regular Part-Time Employment,0.07951,195,2313,0.06848,0.09054
1999,No migration background,3rd Quintile,Vocational Training,0.02989,78,2313,0.02295,0.03683
1999,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.02877,71,2313,0.02195,0.03558
1999,No migration background,3rd Quintile,Not Employed,0.46792,947,2313,0.44758,0.48826
1999,No migration background,4th Quintile,Full-Time Employment,0.49410,1253,2344,0.47385,0.51434
1999,No migration background,4th Quintile,Regular Part-Time Employment,0.09227,228,2344,0.08055,0.10399
1999,No migration background,4th Quintile,Vocational Training,0.01633,48,2344,0.01120,0.02147
1999,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.02481,59,2344,0.01851,0.03111
1999,No migration background,4th Quintile,Not Employed,0.37093,756,2344,0.35137,0.39049
1999,No migration background,5th Quintile,Full-Time Employment,0.55051,1409,2363,0.53045,0.57057
1999,No migration background,5th Quintile,Regular Part-Time Employment,0.09359,218,2363,0.08184,0.10534
1999,No migration background,5th Quintile,Vocational Training,0.01035,31,2363,0.00627,0.01443
1999,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.03233,67,2363,0.02519,0.03946
1999,No migration background,5th Quintile,Not Employed,0.31301,638,2363,0.29431,0.33171
1999,Direct migration background,1st Quintile,Full-Time Employment,0.25361,205,685,0.22100,0.28621
1999,Direct migration background,1st Quintile,Regular Part-Time Employment,0.04831,37,685,0.03224,0.06437
1999,Direct migration background,1st Quintile,Not Employed,0.63132,443,685,0.59516,0.66748
1999,Direct migration background,2nd Quintile,Full-Time Employment,0.40786,254,549,0.36672,0.44901
1999,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.06795,37,549,0.04688,0.08902
1999,Direct migration background,2nd Quintile,Not Employed,0.45250,258,549,0.41082,0.49417
1999,Direct migration background,3rd Quintile,Full-Time Employment,0.41359,188,383,0.36420,0.46297
1999,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.10101,35,383,0.07079,0.13123
1999,Direct migration background,3rd Quintile,Not Employed,0.46502,160,383,0.41500,0.51504
1999,Direct migration background,4th Quintile,Full-Time Employment,0.58507,175,276,0.52683,0.64330
1999,Direct migration background,4th Quintile,Not Employed,0.29962,101,276,0.24548,0.35377
1999,Direct migration background,5th Quintile,Full-Time Employment,0.54913,115,170,0.47411,0.62415
1999,Direct migration background,5th Quintile,Not Employed,0.30949,55,170,0.23979,0.37919
1999,Indirect migration background,1st Quintile,Full-Time Employment,0.23913,37,168,0.17444,0.30383
1999,Indirect migration background,1st Quintile,Vocational Training,0.17323,35,168,0.11583,0.23063
1999,Indirect migration background,1st Quintile,Not Employed,0.49035,96,168,0.41453,0.56617
1999,Indirect migration background,2nd Quintile,Full-Time Employment,0.26609,47,113,0.18425,0.34794
1999,Indirect migration background,2nd Quintile,Not Employed,0.52670,66,113,0.43423,0.61917
1999,Indirect migration background,3rd Quintile,Full-Time Employment,0.37534,56,90,0.27474,0.47594
1999,Indirect migration background,3rd Quintile,Not Employed,0.30952,34,90,0.21348,0.40557
1999,Indirect migration background,4th Quintile,Full-Time Employment,0.55215,65,65,0.43032,0.67398
1999,Indirect migration background,5th Quintile,Full-Time Employment,0.49948,35,35,0.33141,0.66755
2000,No migration background,1st Quintile,Full-Time Employment,0.18314,367,1681,0.16465,0.20164
2000,No migration background,1st Quintile,Regular Part-Time Employment,0.06302,111,1681,0.05140,0.07464
2000,No migration background,1st Quintile,Vocational Training,0.02840,74,1681,0.02046,0.03634
2000,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.03805,69,1681,0.02890,0.04720
2000,No migration background,1st Quintile,Not Employed,0.68573,1060,1681,0.66353,0.70793
2000,No migration background,2nd Quintile,Full-Time Employment,0.31093,750,2064,0.29096,0.33091
2000,No migration background,2nd Quintile,Regular Part-Time Employment,0.07141,172,2064,0.06030,0.08252
2000,No migration background,2nd Quintile,Vocational Training,0.02879,78,2064,0.02157,0.03600
2000,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.03108,63,2064,0.02360,0.03857
2000,No migration background,2nd Quintile,Not Employed,0.55585,1001,2064,0.53441,0.57729
2000,No migration background,3rd Quintile,Full-Time Employment,0.40770,1005,2277,0.38751,0.42789
2000,No migration background,3rd Quintile,Regular Part-Time Employment,0.07822,189,2277,0.06719,0.08925
2000,No migration background,3rd Quintile,Vocational Training,0.02483,75,2277,0.01844,0.03123
2000,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.03419,76,2277,0.02672,0.04165
2000,No migration background,3rd Quintile,Not Employed,0.45282,932,2277,0.43237,0.47327
2000,No migration background,4th Quintile,Full-Time Employment,0.49379,1209,2287,0.47330,0.51429
2000,No migration background,4th Quintile,Regular Part-Time Employment,0.08786,230,2287,0.07625,0.09946
2000,No migration background,4th Quintile,Vocational Training,0.01703,54,2287,0.01172,0.02233
2000,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.02481,61,2287,0.01843,0.03119
2000,No migration background,4th Quintile,Not Employed,0.37584,733,2287,0.35598,0.39569
2000,No migration background,5th Quintile,Full-Time Employment,0.54647,1338,2243,0.52586,0.56708
2000,No migration background,5th Quintile,Regular Part-Time Employment,0.10045,229,2243,0.08801,0.11289
2000,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.02734,63,2243,0.02059,0.03409
2000,No migration background,5th Quintile,Not Employed,0.31719,613,2243,0.29793,0.33646
2000,Direct migration background,1st Quintile,Full-Time Employment,0.24380,186,688,0.21169,0.27590
2000,Direct migration background,1st Quintile,Regular Part-Time Employment,0.06608,49,688,0.04750,0.08466
2000,Direct migration background,1st Quintile,Not Employed,0.62587,453,688,0.58968,0.66205
2000,Direct migration background,2nd Quintile,Full-Time Employment,0.39885,221,497,0.35576,0.44195
2000,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.08360,46,497,0.05924,0.10796
2000,Direct migration background,2nd Quintile,Not Employed,0.46760,230,497,0.42369,0.51151
2000,Direct migration background,3rd Quintile,Full-Time Employment,0.45145,174,328,0.39751,0.50538
2000,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.11152,35,328,0.07740,0.14564
2000,Direct migration background,3rd Quintile,Not Employed,0.42150,119,328,0.36798,0.47503
2000,Direct migration background,4th Quintile,Full-Time Employment,0.52753,175,262,0.46696,0.58809
2000,Direct migration background,4th Quintile,Not Employed,0.29020,87,262,0.23514,0.34526
2000,Direct migration background,5th Quintile,Full-Time Employment,0.57364,122,180,0.50119,0.64609
2000,Direct migration background,5th Quintile,Not Employed,0.28658,58,180,0.22034,0.35282
2000,Indirect migration background,1st Quintile,Full-Time Employment,0.19683,40,132,0.12874,0.26492
2000,Indirect migration background,1st Quintile,Not Employed,0.50163,92,132,0.41600,0.58725
2000,Indirect migration background,2nd Quintile,Full-Time Employment,0.31857,47,119,0.23450,0.40264
2000,Indirect migration background,2nd Quintile,Not Employed,0.47514,72,119,0.38503,0.56524
2000,Indirect migration background,3rd Quintile,Full-Time Employment,0.32046,45,78,0.21623,0.42470
2000,Indirect migration background,3rd Quintile,Not Employed,0.37708,33,78,0.26882,0.48533
2000,Indirect migration background,4th Quintile,Full-Time Employment,0.59636,63,63,0.47423,0.71848
2000,Indirect migration background,5th Quintile,Full-Time Employment,0.48287,39,39,0.32399,0.64176
2001,No migration background,1st Quintile,Full-Time Employment,0.17994,547,2718,0.16550,0.19439
2001,No migration background,1st Quintile,Regular Part-Time Employment,0.07915,215,2718,0.06900,0.08930
2001,No migration background,1st Quintile,Vocational Training,0.04114,127,2718,0.03367,0.04861
2001,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.04334,117,2718,0.03568,0.05100
2001,No migration background,1st Quintile,Not Employed,0.65359,1712,2718,0.63570,0.67148
2001,No migration background,2nd Quintile,Full-Time Employment,0.32153,1145,3422,0.30588,0.33718
2001,No migration background,2nd Quintile,Regular Part-Time Employment,0.07229,275,3422,0.06361,0.08096
2001,No migration background,2nd Quintile,Vocational Training,0.02707,123,3422,0.02163,0.03251
2001,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.04105,142,3422,0.03440,0.04770
2001,No migration background,2nd Quintile,Not Employed,0.53605,1737,3422,0.51933,0.55276
2001,No migration background,3rd Quintile,Full-Time Employment,0.38592,1549,3845,0.37053,0.40131
2001,No migration background,3rd Quintile,Regular Part-Time Employment,0.09779,403,3845,0.08840,0.10718
2001,No migration background,3rd Quintile,Vocational Training,0.02735,124,3845,0.02219,0.03250
2001,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.03187,134,3845,0.02632,0.03743
2001,No migration background,3rd Quintile,Not Employed,0.45549,1635,3845,0.43975,0.47124
2001,No migration background,4th Quintile,Full-Time Employment,0.48077,2000,4092,0.46546,0.49608
2001,No migration background,4th Quintile,Regular Part-Time Employment,0.10513,451,4092,0.09573,0.11453
2001,No migration background,4th Quintile,Vocational Training,0.02117,101,4092,0.01676,0.02559
2001,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.02841,121,4092,0.02332,0.03350
2001,No migration background,4th Quintile,Not Employed,0.36437,1419,4092,0.34963,0.37912
2001,No migration background,5th Quintile,Full-Time Employment,0.54828,2316,4139,0.53312,0.56345
2001,No migration background,5th Quintile,Regular Part-Time Employment,0.09479,415,4139,0.08586,0.10371
2001,No migration background,5th Quintile,Vocational Training,0.00879,41,4139,0.00595,0.01163
2001,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.02994,130,4139,0.02475,0.03513
2001,No migration background,5th Quintile,Not Employed,0.31820,1237,4139,0.30401,0.33239
2001,Direct migration background,1st Quintile,Full-Time Employment,0.22974,242,934,0.20275,0.25674
2001,Direct migration background,1st Quintile,Regular Part-Time Employment,0.07796,70,934,0.06076,0.09517
2001,Direct migration background,1st Quintile,Vocational Training,0.04187,37,934,0.02902,0.05472
2001,Direct migration background,1st Quintile,Not Employed,0.60879,585,934,0.57747,0.64010
2001,Direct migration background,2nd Quintile,Full-Time Employment,0.38680,290,683,0.35025,0.42335
2001,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.07413,66,683,0.05447,0.09379
2001,Direct migration background,2nd Quintile,Not Employed,0.48316,327,683,0.44565,0.52066
2001,Direct migration background,3rd Quintile,Full-Time Employment,0.47292,274,521,0.43001,0.51583
2001,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.10618,60,521,0.07970,0.13265
2001,Direct migration background,3rd Quintile,Not Employed,0.36721,187,521,0.32578,0.40864
2001,Direct migration background,4th Quintile,Full-Time Employment,0.54526,220,373,0.49465,0.59586
2001,Direct migration background,4th Quintile,Regular Part-Time Employment,0.11803,38,373,0.08525,0.15082
2001,Direct migration background,4th Quintile,Not Employed,0.29607,115,373,0.24968,0.34246
2001,Direct migration background,5th Quintile,Full-Time Employment,0.59202,176,261,0.53228,0.65175
2001,Direct migration background,5th Quintile,Not Employed,0.29581,85,261,0.24033,0.35128
2001,Indirect migration background,1st Quintile,Full-Time Employment,0.22099,41,141,0.15226,0.28972
2001,Indirect migration background,1st Quintile,Not Employed,0.50559,100,141,0.42277,0.58841
2001,Indirect migration background,2nd Quintile,Full-Time Employment,0.37040,65,150,0.29286,0.44794
2001,Indirect migration background,2nd Quintile,Not Employed,0.39984,85,150,0.32118,0.47850
2001,Indirect migration background,3rd Quintile,Full-Time Employment,0.47367,68,114,0.38160,0.56573
2001,Indirect migration background,3rd Quintile,Not Employed,0.31312,46,114,0.22761,0.39863
2001,Indirect migration background,4th Quintile,Full-Time Employment,0.47794,64,109,0.38373,0.57215
2001,Indirect migration background,4th Quintile,Not Employed,0.31295,45,109,0.22550,0.40040
2001,Indirect migration background,5th Quintile,Full-Time Employment,0.56191,62,62,0.43739,0.68642
2002,No migration background,1st Quintile,Full-Time Employment,0.15923,423,2427,0.14467,0.17379
2002,No migration background,1st Quintile,Regular Part-Time Employment,0.08201,199,2427,0.07109,0.09293
2002,No migration background,1st Quintile,Vocational Training,0.04077,124,2427,0.03290,0.04864
2002,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.04822,117,2427,0.03970,0.05675
2002,No migration background,1st Quintile,Not Employed,0.66603,1564,2427,0.64726,0.68480
2002,No migration background,2nd Quintile,Full-Time Employment,0.27351,914,3055,0.25770,0.28931
2002,No migration background,2nd Quintile,Regular Part-Time Employment,0.07651,248,3055,0.06709,0.08594
2002,No migration background,2nd Quintile,Vocational Training,0.02738,96,3055,0.02159,0.03317
2002,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.03305,108,3055,0.02671,0.03939
2002,No migration background,2nd Quintile,Not Employed,0.58755,1689,3055,0.57009,0.60501
2002,No migration background,3rd Quintile,Full-Time Employment,0.37515,1301,3469,0.35903,0.39126
2002,No migration background,3rd Quintile,Regular Part-Time Employment,0.09759,358,3469,0.08771,0.10747
2002,No migration background,3rd Quintile,Vocational Training,0.02481,103,3469,0.01963,0.02999
2002,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.03489,128,3469,0.02878,0.04099
2002,No migration background,3rd Quintile,Not Employed,0.46580,1579,3469,0.44920,0.48241
2002,No migration background,4th Quintile,Full-Time Employment,0.45498,1790,3858,0.43926,0.47069
2002,No migration background,4th Quintile,Regular Part-Time Employment,0.09790,420,3858,0.08852,0.10728
2002,No migration background,4th Quintile,Vocational Training,0.02525,112,3858,0.02029,0.03020
2002,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.03185,135,3858,0.02631,0.03740
2002,No migration background,4th Quintile,Not Employed,0.39002,1401,3858,0.37463,0.40542
2002,No migration background,5th Quintile,Full-Time Employment,0.55667,2580,4545,0.54222,0.57111
2002,No migration background,5th Quintile,Regular Part-Time Employment,0.09074,474,4545,0.08239,0.09909
2002,No migration background,5th Quintile,Vocational Training,0.00963,65,4545,0.00679,0.01247
2002,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.02765,133,4545,0.02288,0.03242
2002,No migration background,5th Quintile,Not Employed,0.31509,1293,4545,0.30159,0.32860
2002,Direct migration background,1st Quintile,Full-Time Employment,0.20682,183,797,0.17868,0.23495
2002,Direct migration background,1st Quintile,Regular Part-Time Employment,0.07385,51,797,0.05568,0.09202
2002,Direct migration background,1st Quintile,Not Employed,0.64894,563,797,0.61579,0.68210
2002,Direct migration background,2nd Quintile,Full-Time Employment,0.37731,261,658,0.34024,0.41437
2002,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.11968,77,658,0.09486,0.14450
2002,Direct migration background,2nd Quintile,Not Employed,0.42956,320,658,0.39171,0.46742
2002,Direct migration background,3rd Quintile,Full-Time Employment,0.49305,219,406,0.44436,0.54174
2002,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.06889,36,406,0.04422,0.09356
2002,Direct migration background,3rd Quintile,Not Employed,0.35670,151,406,0.31005,0.40335
2002,Direct migration background,4th Quintile,Full-Time Employment,0.49964,207,361,0.44799,0.55129
2002,Direct migration background,4th Quintile,Regular Part-Time Employment,0.10220,39,361,0.07091,0.13349
2002,Direct migration background,4th Quintile,Not Employed,0.35390,115,361,0.30450,0.40329
2002,Direct migration background,5th Quintile,Full-Time Employment,0.62603,202,293,0.57053,0.68153
2002,Direct migration background,5th Quintile,Not Employed,0.27666,91,293,0.22534,0.32797
2002,Indirect migration background,1st Quintile,Full-Time Employment,0.20784,35,145,0.14157,0.27412
2002,Indirect migration background,1st Quintile,Not Employed,0.56921,110,145,0.48833,0.65009
2002,Indirect migration background,2nd Quintile,Full-Time Employment,0.35298,59,128,0.26986,0.43609
2002,Indirect migration background,2nd Quintile,Not Employed,0.42997,69,128,0.34386,0.51607
2002,Indirect migration background,3rd Quintile,Full-Time Employment,0.37561,56,98,0.27924,0.47199
2002,Indirect migration background,3rd Quintile,Not Employed,0.32623,42,98,0.23293,0.41953
2002,Indirect migration background,4th Quintile,Full-Time Employment,0.46308,58,98,0.36384,0.56231
2002,Indirect migration background,4th Quintile,Not Employed,0.21659,40,98,0.13461,0.29857
2002,Indirect migration background,5th Quintile,Full-Time Employment,0.57177,73,73,0.45747,0.68606
2003,No migration background,1st Quintile,Full-Time Employment,0.13406,372,2426,0.12050,0.14763
2003,No migration background,1st Quintile,Regular Part-Time Employment,0.08200,202,2426,0.07108,0.09292
2003,No migration background,1st Quintile,Vocational Training,0.03693,117,2426,0.02942,0.04443
2003,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.05115,133,2426,0.04238,0.05991
2003,No migration background,1st Quintile,Not Employed,0.69105,1602,2426,0.67266,0.70944
2003,No migration background,2nd Quintile,Full-Time Employment,0.27671,897,3091,0.26093,0.29248
2003,No migration background,2nd Quintile,Regular Part-Time Employment,0.07571,262,3091,0.06638,0.08504
2003,No migration background,2nd Quintile,Vocational Training,0.02499,94,3091,0.01949,0.03050
2003,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.03725,119,3091,0.03057,0.04392
2003,No migration background,2nd Quintile,Not Employed,0.58250,1719,3091,0.56511,0.59989
2003,No migration background,3rd Quintile,Full-Time Employment,0.38118,1327,3456,0.36499,0.39738
2003,No migration background,3rd Quintile,Regular Part-Time Employment,0.09398,344,3456,0.08425,0.10371
