year,migback,sampreg,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Direct migration background,West,Regular Part-Time Employment,0.09315,248,2510,0.08177,0.10452
2003,Direct migration background,West,Vocational Training,0.02153,47,2510,0.01585,0.02721
2003,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.03202,84,2510,0.02513,0.03891
2003,Direct migration background,West,Not Employed,0.45133,1153,2510,0.43186,0.47080
2003,Direct migration background,East,Not Employed,0.77925,78,78,0.68661,0.87189
2003,Indirect migration background,West,Full-Time Employment,0.15331,286,742,0.12737,0.17925
2003,Indirect migration background,West,Regular Part-Time Employment,0.02941,61,742,0.01725,0.04158
2003,Indirect migration background,West,Vocational Training,0.04207,71,742,0.02761,0.05652
2003,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.02326,40,742,0.01241,0.03411
2003,Indirect migration background,West,Not Employed,0.15005,284,742,0.12433,0.17576
2004,No migration background,West,Full-Time Employment,0.32229,5282,13178,0.31431,0.33027
2004,No migration background,West,Regular Part-Time Employment,0.08028,1496,13178,0.07564,0.08492
2004,No migration background,West,Vocational Training,0.01706,301,13178,0.01485,0.01927
2004,No migration background,West,"Marginal, Irregular Part-Time Employment",0.03799,642,13178,0.03472,0.04125
2004,No migration background,West,Not Employed,0.38825,5457,13178,0.37993,0.39657
2004,No migration background,East,Full-Time Employment,0.29737,2006,5080,0.28480,0.30995
2004,No migration background,East,Regular Part-Time Employment,0.06519,391,5080,0.05840,0.07198
2004,No migration background,East,Vocational Training,0.02647,163,5080,0.02205,0.03088
2004,No migration background,East,"Marginal, Irregular Part-Time Employment",0.02743,149,5080,0.02293,0.03192
2004,No migration background,East,Not Employed,0.45581,2371,5080,0.44211,0.46951
2004,Direct migration background,West,Full-Time Employment,0.35306,936,2401,0.33394,0.37218
2004,Direct migration background,West,Regular Part-Time Employment,0.08965,227,2401,0.07822,0.10108
2004,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.03337,88,2401,0.02619,0.04056
2004,Direct migration background,West,Not Employed,0.46590,1150,2401,0.44594,0.48586
2004,Direct migration background,East,Not Employed,0.78820,76,76,0.69573,0.88067
2004,Indirect migration background,West,Full-Time Employment,0.14211,272,760,0.11727,0.16695
2004,Indirect migration background,West,Regular Part-Time Employment,0.03947,66,760,0.02562,0.05333
2004,Indirect migration background,West,Vocational Training,0.05364,80,760,0.03761,0.06967
2004,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.01518,34,760,0.00648,0.02388
2004,Indirect migration background,West,Not Employed,0.17263,308,760,0.14574,0.19951
2005,No migration background,West,Full-Time Employment,0.32346,4970,12585,0.31529,0.33164
2005,No migration background,West,Regular Part-Time Employment,0.08454,1426,12585,0.07968,0.08940
2005,No migration background,West,Vocational Training,0.01770,271,12585,0.01540,0.02001
2005,No migration background,West,"Marginal, Irregular Part-Time Employment",0.04181,648,12585,0.03831,0.04530
2005,No migration background,West,Not Employed,0.38158,5270,12585,0.37309,0.39007
2005,No migration background,East,Full-Time Employment,0.30118,1879,4897,0.28833,0.31403
2005,No migration background,East,Regular Part-Time Employment,0.06366,385,4897,0.05682,0.07050
2005,No migration background,East,Vocational Training,0.02596,146,4897,0.02151,0.03042
2005,No migration background,East,"Marginal, Irregular Part-Time Employment",0.02226,138,4897,0.01812,0.02639
2005,No migration background,East,Not Employed,0.46003,2349,4897,0.44607,0.47399
2005,Direct migration background,West,Full-Time Employment,0.33853,824,2239,0.31893,0.35814
2005,Direct migration background,West,Regular Part-Time Employment,0.09569,216,2239,0.08350,0.10788
2005,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.05040,122,2239,0.04133,0.05946
2005,Direct migration background,West,Not Employed,0.46094,1077,2239,0.44029,0.48160
2005,Direct migration background,East,Not Employed,0.81901,77,77,0.73245,0.90557
2005,Indirect migration background,West,Full-Time Employment,0.16620,289,787,0.14018,0.19223
2005,Indirect migration background,West,Regular Part-Time Employment,0.03614,58,787,0.02309,0.04919
2005,Indirect migration background,West,Vocational Training,0.04233,66,787,0.02825,0.05640
2005,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.02223,39,787,0.01192,0.03254
2005,Indirect migration background,West,Not Employed,0.19846,335,787,0.17057,0.22634
2006,No migration background,West,Full-Time Employment,0.32164,5258,13796,0.31385,0.32944
2006,No migration background,West,Regular Part-Time Employment,0.08418,1576,13796,0.07955,0.08882
2006,No migration background,West,Vocational Training,0.01650,249,13796,0.01437,0.01862
2006,No migration background,West,"Marginal, Irregular Part-Time Employment",0.04461,772,13796,0.04116,0.04805
2006,No migration background,West,Not Employed,0.38307,5941,13796,0.37496,0.39118
2006,No migration background,East,Full-Time Employment,0.30389,1927,5207,0.29140,0.31638
2006,No migration background,East,Regular Part-Time Employment,0.05940,412,5207,0.05297,0.06582
2006,No migration background,East,Vocational Training,0.02499,159,5207,0.02075,0.02923
2006,No migration background,East,"Marginal, Irregular Part-Time Employment",0.03615,204,5207,0.03108,0.04122
2006,No migration background,East,Not Employed,0.45741,2505,5207,0.44387,0.47094
2006,Direct migration background,West,Full-Time Employment,0.33712,820,2271,0.31768,0.35657
2006,Direct migration background,West,Regular Part-Time Employment,0.09230,240,2271,0.08040,0.10421
2006,Direct migration background,West,Vocational Training,0.02004,33,2271,0.01428,0.02581
2006,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.04795,122,2271,0.03916,0.05674
2006,Direct migration background,West,Not Employed,0.46447,1056,2271,0.44395,0.48499
2006,Direct migration background,East,Not Employed,0.73781,84,84,0.64318,0.83243
2006,Indirect migration background,West,Full-Time Employment,0.17069,289,809,0.14475,0.19664
2006,Indirect migration background,West,Regular Part-Time Employment,0.04598,71,809,0.03153,0.06042
2006,Indirect migration background,West,Vocational Training,0.04042,71,809,0.02684,0.05400
2006,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.02554,39,809,0.01466,0.03642
2006,Indirect migration background,West,Not Employed,0.19843,339,809,0.17093,0.22593
2007,No migration background,West,Full-Time Employment,0.32746,4953,12912,0.31937,0.33556
2007,No migration background,West,Regular Part-Time Employment,0.08901,1555,12912,0.08410,0.09392
2007,No migration background,West,Vocational Training,0.01690,236,12912,0.01468,0.01912
2007,No migration background,West,"Marginal, Irregular Part-Time Employment",0.04615,727,12912,0.04253,0.04977
2007,No migration background,West,Not Employed,0.37375,5441,12912,0.36540,0.38210
2007,No migration background,East,Full-Time Employment,0.31787,1871,4948,0.30489,0.33085
2007,No migration background,East,Regular Part-Time Employment,0.06829,422,4948,0.06126,0.07532
2007,No migration background,East,Vocational Training,0.02632,147,4948,0.02186,0.03078
2007,No migration background,East,"Marginal, Irregular Part-Time Employment",0.03244,174,4948,0.02750,0.03737
2007,No migration background,East,Not Employed,0.44395,2334,4948,0.43010,0.45779
2007,Direct migration background,West,Full-Time Employment,0.32885,716,2014,0.30833,0.34938
2007,Direct migration background,West,Regular Part-Time Employment,0.09921,226,2014,0.08616,0.11227
2007,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.04930,100,2014,0.03984,0.05875
2007,Direct migration background,West,Not Employed,0.47846,972,2014,0.45663,0.50028
2007,Direct migration background,East,Not Employed,0.76634,68,68,0.66502,0.86767
2007,Indirect migration background,West,Full-Time Employment,0.18735,305,787,0.16007,0.21463
2007,Indirect migration background,West,Regular Part-Time Employment,0.05615,75,787,0.04006,0.07225
2007,Indirect migration background,West,Vocational Training,0.03532,52,787,0.02241,0.04822
2007,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.03226,49,787,0.01991,0.04461
2007,Indirect migration background,West,Not Employed,0.18907,306,787,0.16169,0.21644
2008,No migration background,West,Full-Time Employment,0.33356,4676,12140,0.32517,0.34195
2008,No migration background,West,Regular Part-Time Employment,0.09084,1468,12140,0.08572,0.09595
2008,No migration background,West,Vocational Training,0.01778,221,12140,0.01543,0.02013
2008,No migration background,West,"Marginal, Irregular Part-Time Employment",0.04867,709,12140,0.04484,0.05250
2008,No migration background,West,Not Employed,0.36598,5066,12140,0.35741,0.37454
2008,No migration background,East,Full-Time Employment,0.33666,1852,4679,0.32312,0.35020
2008,No migration background,East,Regular Part-Time Employment,0.06358,372,4679,0.05659,0.07057
2008,No migration background,East,Vocational Training,0.02297,129,4679,0.01868,0.02726
2008,No migration background,East,"Marginal, Irregular Part-Time Employment",0.03269,161,4679,0.02759,0.03778
2008,No migration background,East,Not Employed,0.42791,2165,4679,0.41373,0.44209
2008,Direct migration background,West,Full-Time Employment,0.34375,663,1805,0.32183,0.36567
2008,Direct migration background,West,Regular Part-Time Employment,0.10649,213,1805,0.09225,0.12072
2008,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.06054,102,1805,0.04953,0.07154
2008,Direct migration background,West,Not Employed,0.44924,827,1805,0.42629,0.47219
2008,Direct migration background,East,Not Employed,0.68663,55,55,0.56291,0.81035
2008,Indirect migration background,West,Full-Time Employment,0.21550,294,775,0.18653,0.24447
2008,Indirect migration background,West,Regular Part-Time Employment,0.03790,66,775,0.02445,0.05135
2008,Indirect migration background,West,Vocational Training,0.04351,66,775,0.02914,0.05788
2008,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.05041,62,775,0.03499,0.06582
2008,Indirect migration background,West,Not Employed,0.18838,287,775,0.16083,0.21593
2009,No migration background,West,Full-Time Employment,0.33813,4378,11370,0.32944,0.34683
2009,No migration background,West,Regular Part-Time Employment,0.08518,1325,11370,0.08005,0.09031
2009,No migration background,West,Vocational Training,0.01855,231,11370,0.01607,0.02103
2009,No migration background,West,"Marginal, Irregular Part-Time Employment",0.04896,679,11370,0.04499,0.05293
2009,No migration background,West,Not Employed,0.36901,4757,11370,0.36014,0.37788
2009,No migration background,East,Full-Time Employment,0.33141,1742,4445,0.31757,0.34525
2009,No migration background,East,Regular Part-Time Employment,0.06942,387,4445,0.06195,0.07689
2009,No migration background,East,Vocational Training,0.02262,112,4445,0.01825,0.02699
2009,No migration background,East,"Marginal, Irregular Part-Time Employment",0.03650,150,4445,0.03099,0.04201
2009,No migration background,East,Not Employed,0.41509,2054,4445,0.40060,0.42958
2009,Direct migration background,West,Full-Time Employment,0.32803,560,1573,0.30482,0.35124
2009,Direct migration background,West,Regular Part-Time Employment,0.11904,196,1573,0.10303,0.13505
2009,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.07281,91,1573,0.05996,0.08565
2009,Direct migration background,West,Not Employed,0.44796,726,1573,0.42338,0.47254
2009,Direct migration background,East,Not Employed,0.63365,51,51,0.50010,0.76720
2009,Indirect migration background,West,Full-Time Employment,0.23087,272,706,0.19976,0.26198
2009,Indirect migration background,West,Regular Part-Time Employment,0.05689,69,706,0.03979,0.07399
2009,Indirect migration background,West,Vocational Training,0.04986,60,706,0.03379,0.06592
2009,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.04325,48,706,0.02823,0.05826
2009,Indirect migration background,West,Not Employed,0.18446,257,706,0.15583,0.21309
2010,No migration background,West,Full-Time Employment,0.33816,5541,14844,0.33055,0.34577
2010,No migration background,West,Regular Part-Time Employment,0.08953,2096,14844,0.08493,0.09412
2010,No migration background,West,Vocational Training,0.02083,292,14844,0.01854,0.02313
2010,No migration background,West,"Marginal, Irregular Part-Time Employment",0.04946,1003,14844,0.04597,0.05295
2010,No migration background,West,Not Employed,0.36731,5912,14844,0.35956,0.37507
2010,No migration background,East,Full-Time Employment,0.34442,2089,5300,0.33162,0.35721
2010,No migration background,East,Regular Part-Time Employment,0.07874,541,5300,0.07149,0.08599
2010,No migration background,East,Vocational Training,0.02250,117,5300,0.01851,0.02650
2010,No migration background,East,"Marginal, Irregular Part-Time Employment",0.03414,230,5300,0.02925,0.03903
2010,No migration background,East,Not Employed,0.40521,2323,5300,0.39199,0.41843
2010,Direct migration background,West,Full-Time Employment,0.31064,968,2830,0.29359,0.32769
2010,Direct migration background,West,Regular Part-Time Employment,0.11452,302,2830,0.10278,0.12625
2010,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.07656,199,2830,0.06676,0.08636
2010,Direct migration background,West,Not Employed,0.45816,1361,2830,0.43980,0.47652
2010,Direct migration background,East,Not Employed,0.67799,88,88,0.57980,0.77617
2010,Indirect migration background,West,Full-Time Employment,0.18199,365,1091,0.15908,0.20489
2010,Indirect migration background,West,Regular Part-Time Employment,0.04245,92,1091,0.03048,0.05442
2010,Indirect migration background,West,Vocational Training,0.04332,65,1091,0.03123,0.05540
2010,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.04009,92,1091,0.02844,0.05174
2010,Indirect migration background,West,Not Employed,0.17129,477,1091,0.14892,0.19365
2010,Indirect migration background,East,Not Employed,0.27981,34,34,0.12665,0.43297
2011,No migration background,West,Full-Time Employment,0.34021,6729,18035,0.33330,0.34712
2011,No migration background,West,Regular Part-Time Employment,0.08996,2697,18035,0.08578,0.09413
2011,No migration background,West,Vocational Training,0.01898,359,18035,0.01699,0.02097
2011,No migration background,West,"Marginal, Irregular Part-Time Employment",0.04362,1097,18035,0.04064,0.04660
2011,No migration background,West,Not Employed,0.36863,7153,18035,0.36159,0.37567
2011,No migration background,East,Full-Time Employment,0.35590,2446,6120,0.34390,0.36790
2011,No migration background,East,Regular Part-Time Employment,0.07298,663,6120,0.06647,0.07950
2011,No migration background,East,Vocational Training,0.01980,118,6120,0.01631,0.02329
2011,No migration background,East,"Marginal, Irregular Part-Time Employment",0.03352,248,6120,0.02901,0.03803
2011,No migration background,East,Not Employed,0.39318,2645,6120,0.38094,0.40542
2011,Direct migration background,West,Full-Time Employment,0.34825,1142,3200,0.33174,0.36476
2011,Direct migration background,West,Regular Part-Time Employment,0.11250,407,3200,0.10155,0.12345
2011,Direct migration background,West,Vocational Training,0.01213,37,3200,0.00833,0.01592
2011,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.06508,215,3200,0.05654,0.07363
2011,Direct migration background,West,Not Employed,0.43563,1399,3200,0.41845,0.45281
2011,Direct migration background,East,Full-Time Employment,0.15224,32,146,0.09376,0.21071
2011,Direct migration background,East,Not Employed,0.67576,114,146,0.59957,0.75195
2011,Indirect migration background,West,Full-Time Employment,0.19118,432,1256,0.16942,0.21294
2011,Indirect migration background,West,Regular Part-Time Employment,0.04902,147,1256,0.03708,0.06097
2011,Indirect migration background,West,Vocational Training,0.03337,69,1256,0.02343,0.04331
2011,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.03998,107,1256,0.02914,0.05082
2011,Indirect migration background,West,Not Employed,0.16663,501,1256,0.14601,0.18725
2011,Indirect migration background,East,Full-Time Employment,0.22002,32,32,0.07419,0.36585
2012,No migration background,West,Full-Time Employment,0.33786,6487,17646,0.33088,0.34484
2012,No migration background,West,Regular Part-Time Employment,0.09128,2666,17646,0.08703,0.09553
2012,No migration background,West,Vocational Training,0.01786,358,17646,0.01591,0.01982
2012,No migration background,West,"Marginal, Irregular Part-Time Employment",0.04776,1172,17646,0.04461,0.05091
2012,No migration background,West,Not Employed,0.36864,6963,17646,0.36152,0.37576
2012,No migration background,East,Full-Time Employment,0.34530,2360,5984,0.33325,0.35734
2012,No migration background,East,Regular Part-Time Employment,0.07633,674,5984,0.06960,0.08305
2012,No migration background,East,Vocational Training,0.01732,120,5984,0.01402,0.02063
2012,No migration background,East,"Marginal, Irregular Part-Time Employment",0.03528,250,5984,0.03061,0.03996
2012,No migration background,East,Not Employed,0.39687,2580,5984,0.38448,0.40927
2012,Direct migration background,West,Full-Time Employment,0.36851,1146,3035,0.35134,0.38567
2012,Direct migration background,West,Regular Part-Time Employment,0.12177,422,3035,0.11013,0.13341
2012,Direct migration background,West,Vocational Training,0.01286,45,3035,0.00885,0.01687
2012,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.06133,208,3035,0.05279,0.06987
2012,Direct migration background,West,Not Employed,0.40652,1214,3035,0.38904,0.42400
2012,Direct migration background,East,Full-Time Employment,0.25133,39,146,0.18072,0.32193
2012,Direct migration background,East,Not Employed,0.60010,107,146,0.52036,0.67983
2012,Indirect migration background,West,Full-Time Employment,0.19555,431,1222,0.17330,0.21780
2012,Indirect migration background,West,Regular Part-Time Employment,0.05382,155,1222,0.04116,0.06647
2012,Indirect migration background,West,Vocational Training,0.03484,78,1222,0.02456,0.04513
2012,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.04203,112,1222,0.03077,0.05328
2012,Indirect migration background,West,Not Employed,0.15781,446,1222,0.13736,0.17826
2012,Indirect migration background,East,Not Employed,0.28071,31,31,0.11992,0.44151
2013,No migration background,West,Full-Time Employment,0.32515,6142,16800,0.31806,0.33223
2013,No migration background,West,Regular Part-Time Employment,0.09524,2614,16800,0.09080,0.09968
2013,No migration background,West,Vocational Training,0.02017,400,16800,0.01804,0.02229
2013,No migration background,West,"Marginal, Irregular Part-Time Employment",0.04948,1185,16800,0.04620,0.05276
2013,No migration background,West,Not Employed,0.37546,6459,16800,0.36814,0.38279
2013,No migration background,East,Full-Time Employment,0.34928,2204,5637,0.33683,0.36173
2013,No migration background,East,Regular Part-Time Employment,0.08788,704,5637,0.08049,0.09528
2013,No migration background,East,Vocational Training,0.01703,119,5637,0.01365,0.02041
2013,No migration background,East,"Marginal, Irregular Part-Time Employment",0.03577,241,5637,0.03092,0.04061
2013,No migration background,East,Not Employed,0.38632,2369,5637,0.37361,0.39903
2013,Direct migration background,West,Full-Time Employment,0.38178,2437,6114,0.36961,0.39396
2013,Direct migration background,West,Regular Part-Time Employment,0.11911,840,6114,0.11099,0.12724
2013,Direct migration background,West,Vocational Training,0.01605,159,6114,0.01290,0.01920
2013,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.07502,482,6114,0.06842,0.08162
2013,Direct migration background,West,Not Employed,0.37693,2196,6114,0.36478,0.38908
2013,Direct migration background,East,Full-Time Employment,0.26706,130,410,0.22418,0.30994
2013,Direct migration background,East,Regular Part-Time Employment,0.14915,62,410,0.11463,0.18368
2013,Direct migration background,East,Not Employed,0.48947,218,410,0.44102,0.53792
2013,Indirect migration background,West,Full-Time Employment,0.19856,710,2046,0.18127,0.21585
2013,Indirect migration background,West,Regular Part-Time Employment,0.04880,229,2046,0.03946,0.05814
2013,Indirect migration background,West,Vocational Training,0.03832,183,2046,0.03000,0.04664
2013,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.03899,171,2046,0.03060,0.04738
2013,Indirect migration background,West,Not Employed,0.17258,753,2046,0.15620,0.18895
2013,Indirect migration background,East,Full-Time Employment,0.17400,40,74,0.08703,0.26096
2013,Indirect migration background,East,Not Employed,0.22864,34,74,0.13230,0.32498
2014,No migration background,West,Full-Time Employment,0.32530,5547,15278,0.31787,0.33272
2014,No migration background,West,Regular Part-Time Employment,0.10175,2349,15278,0.09695,0.10654
2014,No migration background,West,Vocational Training,0.02018,397,15278,0.01795,0.02241
2014,No migration background,West,"Marginal, Irregular Part-Time Employment",0.05413,1119,15278,0.05054,0.05772
2014,No migration background,West,Not Employed,0.36712,5866,15278,0.35947,0.37476
2014,No migration background,East,Full-Time Employment,0.33953,1997,5177,0.32663,0.35243
2014,No migration background,East,Regular Part-Time Employment,0.08640,619,5177,0.07874,0.09405
2014,No migration background,East,Vocational Training,0.02004,101,5177,0.01622,0.02386
2014,No migration background,East,"Marginal, Irregular Part-Time Employment",0.03200,225,5177,0.02720,0.03679
2014,No migration background,East,Not Employed,0.38677,2235,5177,0.37350,0.40003
2014,Direct migration background,West,Full-Time Employment,0.37534,1933,4957,0.36186,0.38883
2014,Direct migration background,West,Regular Part-Time Employment,0.11362,689,4957,0.10479,0.12246
2014,Direct migration background,West,Vocational Training,0.01284,102,4957,0.00971,0.01598
2014,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.08473,450,4957,0.07698,0.09248
2014,Direct migration background,West,Not Employed,0.38241,1783,4957,0.36888,0.39595
2014,Direct migration background,East,Full-Time Employment,0.27525,106,340,0.22770,0.32279
2014,Direct migration background,East,Regular Part-Time Employment,0.12874,46,340,0.09309,0.16439
2014,Direct migration background,East,Not Employed,0.49365,188,340,0.44043,0.54688
2014,Indirect migration background,West,Full-Time Employment,0.20223,601,1726,0.18328,0.22119
2014,Indirect migration background,West,Regular Part-Time Employment,0.04973,192,1726,0.03947,0.05999
2014,Indirect migration background,West,Vocational Training,0.04252,141,1726,0.03299,0.05204
2014,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.04423,165,1726,0.03453,0.05393
2014,Indirect migration background,West,Not Employed,0.17791,627,1726,0.15986,0.19595
2014,Indirect migration background,East,Full-Time Employment,0.22522,42,82,0.13425,0.31620
2014,Indirect migration background,East,Not Employed,0.20782,40,82,0.11946,0.29619
2015,No migration background,West,Full-Time Employment,0.32370,5210,14558,0.31610,0.33130
2015,No migration background,West,Regular Part-Time Employment,0.10526,2298,14558,0.10027,0.11024
2015,No migration background,West,Vocational Training,0.02007,401,14558,0.01779,0.02235
2015,No migration background,West,"Marginal, Irregular Part-Time Employment",0.05426,1025,14558,0.05058,0.05794
2015,No migration background,West,Not Employed,0.36743,5624,14558,0.35960,0.37526
2015,No migration background,East,Full-Time Employment,0.34010,1864,4928,0.32687,0.35333
2015,No migration background,East,Regular Part-Time Employment,0.09181,600,4928,0.08375,0.09988
2015,No migration background,East,Vocational Training,0.01863,114,4928,0.01485,0.02241
2015,No migration background,East,"Marginal, Irregular Part-Time Employment",0.03572,207,4928,0.03054,0.04090
2015,No migration background,East,Not Employed,0.37827,2143,4928,0.36473,0.39182
2015,Direct migration background,West,Full-Time Employment,0.38017,2275,5659,0.36753,0.39282
2015,Direct migration background,West,Regular Part-Time Employment,0.12912,802,5659,0.12038,0.13786
2015,Direct migration background,West,Vocational Training,0.01606,107,5659,0.01278,0.01934
2015,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.06832,431,5659,0.06175,0.07490
2015,Direct migration background,West,Not Employed,0.37147,2044,5659,0.35888,0.38406
2015,Direct migration background,East,Full-Time Employment,0.31673,149,440,0.27321,0.36024
2015,Direct migration background,East,Regular Part-Time Employment,0.16845,59,440,0.13344,0.20346
2015,Direct migration background,East,"Marginal, Irregular Part-Time Employment",0.05186,31,440,0.03111,0.07260
2015,Direct migration background,East,Not Employed,0.39908,201,440,0.35327,0.44489
2015,Indirect migration background,West,Full-Time Employment,0.21487,558,1608,0.19478,0.23495
2015,Indirect migration background,West,Regular Part-Time Employment,0.04381,186,1608,0.03381,0.05382
2015,Indirect migration background,West,Vocational Training,0.04421,140,1608,0.03416,0.05426
2015,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.03977,134,1608,0.03021,0.04932
2015,Indirect migration background,West,Not Employed,0.16804,590,1608,0.14976,0.18632
2015,Indirect migration background,East,Full-Time Employment,0.23277,40,84,0.14185,0.32368
2015,Indirect migration background,East,Not Employed,0.15971,44,84,0.08090,0.23852
2016,No migration background,West,Full-Time Employment,0.33283,4814,13488,0.32488,0.34079
2016,No migration background,West,Regular Part-Time Employment,0.10585,2193,13488,0.10066,0.11105
2016,No migration background,West,Vocational Training,0.02038,386,13488,0.01799,0.02276
2016,No migration background,West,"Marginal, Irregular Part-Time Employment",0.04854,866,13488,0.04491,0.05217
2016,No migration background,West,Not Employed,0.36093,5229,13488,0.35282,0.36903
2016,No migration background,East,Full-Time Employment,0.33690,1761,4631,0.32328,0.35051
2016,No migration background,East,Regular Part-Time Employment,0.09862,591,4631,0.09003,0.10721
2016,No migration background,East,Vocational Training,0.01901,98,4631,0.01507,0.02294
2016,No migration background,East,"Marginal, Irregular Part-Time Employment",0.03433,184,4631,0.02908,0.03957
2016,No migration background,East,Not Employed,0.37216,1997,4631,0.35823,0.38608
2016,Direct migration background,West,Full-Time Employment,0.37009,1990,7278,0.35899,0.38118
2016,Direct migration background,West,Regular Part-Time Employment,0.12947,757,7278,0.12176,0.13718
2016,Direct migration background,West,Vocational Training,0.01175,153,7278,0.00927,0.01422
2016,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.07442,441,7278,0.06839,0.08045
2016,Direct migration background,West,Not Employed,0.37154,3937,7278,0.36044,0.38264
2016,Direct migration background,East,Full-Time Employment,0.29497,144,894,0.26506,0.32488
2016,Direct migration background,East,Regular Part-Time Employment,0.16831,66,894,0.14377,0.19285
2016,Direct migration background,East,"Marginal, Irregular Part-Time Employment",0.04709,41,894,0.03319,0.06098
2016,Direct migration background,East,Not Employed,0.39050,643,894,0.35851,0.42250
2016,Indirect migration background,West,Full-Time Employment,0.21582,506,1489,0.19492,0.23672
2016,Indirect migration background,West,Regular Part-Time Employment,0.05748,200,1489,0.04566,0.06931
2016,Indirect migration background,West,Vocational Training,0.04082,125,1489,0.03077,0.05088
2016,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.03404,129,1489,0.02483,0.04325
2016,Indirect migration background,West,Not Employed,0.18343,529,1489,0.16376,0.20309
2016,Indirect migration background,East,Full-Time Employment,0.21804,36,80,0.12699,0.30910
2016,Indirect migration background,East,Not Employed,0.24235,44,80,0.14786,0.33684
2017,No migration background,West,Full-Time Employment,0.33403,5761,15280,0.32655,0.34150
2017,No migration background,West,Regular Part-Time Employment,0.10887,2576,15280,0.10393,0.11381
2017,No migration background,West,Vocational Training,0.02173,427,15280,0.01942,0.02404
2017,No migration background,West,"Marginal, Irregular Part-Time Employment",0.05111,966,15280,0.04762,0.05461
2017,No migration background,West,Not Employed,0.35356,5550,15280,0.34598,0.36114
2017,No migration background,East,Full-Time Employment,0.35135,2085,5163,0.33832,0.36437
2017,No migration background,East,Regular Part-Time Employment,0.09796,642,5163,0.08985,0.10607
2017,No migration background,East,Vocational Training,0.01256,111,5163,0.00952,0.01560
2017,No migration background,East,"Marginal, Irregular Part-Time Employment",0.03231,206,5163,0.02749,0.03714
2017,No migration background,East,Not Employed,0.36398,2119,5163,0.35086,0.37711
2017,Direct migration background,West,Full-Time Employment,0.36083,2006,8041,0.35034,0.37133
2017,Direct migration background,West,Regular Part-Time Employment,0.12067,812,8041,0.11355,0.12779
2017,Direct migration background,West,Vocational Training,0.01597,215,8041,0.01323,0.01871
2017,Direct migration background,West,"Marginal, Irregular Part-Time Employment",0.07647,458,8041,0.07066,0.08228
2017,Direct migration background,West,Not Employed,0.38067,4550,8041,0.37006,0.39129
2017,Direct migration background,East,Full-Time Employment,0.31625,165,968,0.28694,0.34556
2017,Direct migration background,East,Regular Part-Time Employment,0.14243,69,968,0.12040,0.16446
2017,Direct migration background,East,"Marginal, Irregular Part-Time Employment",0.05247,40,968,0.03841,0.06652
2017,Direct migration background,East,Not Employed,0.35751,694,968,0.32730,0.38772
2017,Indirect migration background,West,Full-Time Employment,0.21925,574,1631,0.19917,0.23934
2017,Indirect migration background,West,Regular Part-Time Employment,0.05903,225,1631,0.04759,0.07047
2017,Indirect migration background,West,Vocational Training,0.03769,123,1631,0.02844,0.04693
2017,Indirect migration background,West,"Marginal, Irregular Part-Time Employment",0.04127,134,1631,0.03161,0.05093
2017,Indirect migration background,West,Not Employed,0.16896,575,1631,0.15077,0.18715
2017,Indirect migration background,East,Full-Time Employment,0.19124,37,88,0.10860,0.27388
2017,Indirect migration background,East,Not Employed,0.21897,51,88,0.13207,0.30587
2018,No migration background,West,Full-Time Employment,0.33606,5403,14626,0.32840,0.34372
2018,No migration background,West,Regular Part-Time Employment,0.11576,2516,14626,0.11058,0.12095
2018,No migration background,West,Vocational Training,0.01988,396,14626,0.01762,0.02215
2018,No migration background,West,"Marginal, Irregular Part-Time Employment",0.05022,912,14626,0.04668,0.05376
2018,No migration background,West,Not Employed,0.35002,5399,14626,0.34229,0.35775
2018,No migration background,East,Full-Time Employment,0.34643,1986,5073,0.33334,0.35953
2018,No migration background,East,Regular Part-Time Employment,0.09960,658,5073,0.09136,0.10785
