year,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02248,152,6481,0.01887,0.02609
1997,Upper Secondary Level,Not Employed,0.46653,2659,6481,0.45438,0.47867
1997,Post-secondary Non-tertiary Level,Full-Time Employment,0.51922,247,431,0.47200,0.56645
1997,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.12445,42,431,0.09325,0.15565
1997,Post-secondary Non-tertiary Level,Not Employed,0.31628,142,431,0.27233,0.36024
1997,First Stage of Tertiary Education,Full-Time Employment,0.53823,457,740,0.50228,0.57417
1997,First Stage of Tertiary Education,Regular Part-Time Employment,0.08708,65,740,0.06675,0.10741
1997,First Stage of Tertiary Education,Not Employed,0.35349,218,740,0.31903,0.38796
1997,Second Stage of Tertiary Education,Full-Time Employment,0.61747,1165,1735,0.59460,0.64035
1997,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09235,150,1735,0.07872,0.10598
1997,Second Stage of Tertiary Education,Not Employed,0.27014,420,1735,0.24924,0.29104
1998,No answer / don't know,Full-Time Employment,0.39867,229,591,0.35916,0.43818
1998,No answer / don't know,Regular Part-Time Employment,0.06728,36,591,0.04707,0.08749
1998,No answer / don't know,Vocational Training,0.05938,50,591,0.04031,0.07845
1998,No answer / don't know,Not Employed,0.45262,276,591,0.41246,0.49279
1998,Pre-primary Level,Not Employed,0.94806,318,318,0.92363,0.97249
1998,Primary Level,Full-Time Employment,0.32214,132,393,0.27588,0.36840
1998,Primary Level,Not Employed,0.55384,261,393,0.50463,0.60305
1998,Lower Secondary Level,Full-Time Employment,0.18664,589,2535,0.17147,0.20181
1998,Lower Secondary Level,Regular Part-Time Employment,0.05066,137,2535,0.04212,0.05920
1998,Lower Secondary Level,Vocational Training,0.08240,287,2535,0.07169,0.09311
1998,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.01912,54,2535,0.01379,0.02445
1998,Lower Secondary Level,Not Employed,0.65974,1468,2535,0.64129,0.67818
1998,Upper Secondary Level,Full-Time Employment,0.41383,3249,7023,0.40231,0.42535
1998,Upper Secondary Level,Regular Part-Time Employment,0.08765,603,7023,0.08103,0.09426
1998,Upper Secondary Level,Vocational Training,0.01317,111,7023,0.01050,0.01583
1998,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.02107,161,7023,0.01771,0.02443
1998,Upper Secondary Level,Not Employed,0.46429,2899,7023,0.45262,0.47595
1998,Post-secondary Non-tertiary Level,Full-Time Employment,0.53190,282,476,0.48703,0.57678
1998,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.12031,48,476,0.09106,0.14957
1998,Post-secondary Non-tertiary Level,Not Employed,0.29507,146,476,0.25406,0.33609
1998,First Stage of Tertiary Education,Full-Time Employment,0.54605,493,802,0.51157,0.58053
1998,First Stage of Tertiary Education,Regular Part-Time Employment,0.08496,74,802,0.06565,0.10427
1998,First Stage of Tertiary Education,Not Employed,0.34715,235,802,0.31418,0.38011
1998,Second Stage of Tertiary Education,Full-Time Employment,0.59744,1246,1935,0.57558,0.61929
1998,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09731,183,1935,0.08410,0.11052
1998,Second Stage of Tertiary Education,Not Employed,0.28813,506,1935,0.26795,0.30832
1999,No answer / don't know,Full-Time Employment,0.32774,88,252,0.26967,0.38581
1999,No answer / don't know,Vocational Training,0.12020,40,252,0.07997,0.16043
1999,No answer / don't know,Not Employed,0.43595,124,252,0.37460,0.49730
1999,Pre-primary Level,Not Employed,0.87189,287,287,0.83316,0.91063
1999,Primary Level,Full-Time Employment,0.32447,125,400,0.27853,0.37041
1999,Primary Level,Regular Part-Time Employment,0.06158,31,400,0.03800,0.08517
1999,Primary Level,Not Employed,0.51938,244,400,0.47035,0.56840
1999,Lower Secondary Level,Full-Time Employment,0.18547,565,2434,0.17003,0.20092
1999,Lower Secondary Level,Regular Part-Time Employment,0.05272,147,2434,0.04384,0.06160
1999,Lower Secondary Level,Vocational Training,0.08900,283,2434,0.07768,0.10031
1999,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.03135,69,2434,0.02442,0.03827
1999,Lower Secondary Level,Not Employed,0.63958,1370,2434,0.62050,0.65866
1999,Upper Secondary Level,Full-Time Employment,0.42335,3227,6931,0.41171,0.43498
1999,Upper Secondary Level,Regular Part-Time Employment,0.08691,609,6931,0.08027,0.09354
1999,Upper Secondary Level,Vocational Training,0.01231,98,6931,0.00971,0.01490
1999,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03146,241,6931,0.02735,0.03557
1999,Upper Secondary Level,Not Employed,0.44598,2756,6931,0.43428,0.45768
1999,Post-secondary Non-tertiary Level,Full-Time Employment,0.52527,282,473,0.48022,0.57032
1999,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.09874,50,473,0.07182,0.12565
1999,Post-secondary Non-tertiary Level,Not Employed,0.30512,141,473,0.26358,0.34666
1999,First Stage of Tertiary Education,Full-Time Employment,0.54462,490,794,0.50995,0.57928
1999,First Stage of Tertiary Education,Regular Part-Time Employment,0.09104,78,794,0.07101,0.11106
1999,First Stage of Tertiary Education,Not Employed,0.33777,226,794,0.30486,0.37069
1999,Second Stage of Tertiary Education,Full-Time Employment,0.60363,1262,1950,0.58191,0.62534
1999,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09199,179,1950,0.07916,0.10482
1999,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02609,41,1950,0.01902,0.03317
1999,Second Stage of Tertiary Education,Not Employed,0.27525,468,1950,0.25542,0.29508
2000,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.08895,40,486,0.06361,0.11428
2000,Pre-primary Level,Not Employed,0.89702,446,486,0.86997,0.92407
2000,Primary Level,Full-Time Employment,0.25755,91,349,0.21161,0.30349
2000,Primary Level,Not Employed,0.61570,258,349,0.56459,0.66681
2000,Lower Secondary Level,Full-Time Employment,0.16807,630,3541,0.15575,0.18039
2000,Lower Secondary Level,Regular Part-Time Employment,0.06255,228,3541,0.05458,0.07053
2000,Lower Secondary Level,Vocational Training,0.10378,459,3541,0.09373,0.11383
2000,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.02896,106,3541,0.02344,0.03449
2000,Lower Secondary Level,Not Employed,0.63369,2118,3541,0.61782,0.64956
2000,Upper Secondary Level,Full-Time Employment,0.40869,5419,12798,0.40017,0.41720
2000,Upper Secondary Level,Regular Part-Time Employment,0.09414,1261,12798,0.08908,0.09920
2000,Upper Secondary Level,Vocational Training,0.01305,195,12798,0.01108,0.01502
2000,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03443,440,12798,0.03127,0.03758
2000,Upper Secondary Level,Not Employed,0.44962,5483,12798,0.44100,0.45823
2000,Post-secondary Non-tertiary Level,Full-Time Employment,0.51297,581,1101,0.48343,0.54251
2000,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.09816,113,1101,0.08058,0.11574
2000,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05219,51,1101,0.03904,0.06533
2000,Post-secondary Non-tertiary Level,Not Employed,0.32289,356,1101,0.29525,0.35052
2000,First Stage of Tertiary Education,Full-Time Employment,0.51746,1020,1880,0.49486,0.54005
2000,First Stage of Tertiary Education,Regular Part-Time Employment,0.10284,198,1880,0.08911,0.11658
2000,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02386,45,1880,0.01696,0.03076
2000,First Stage of Tertiary Education,Not Employed,0.35509,617,1880,0.33345,0.37673
2000,Second Stage of Tertiary Education,Full-Time Employment,0.57967,2308,3800,0.56397,0.59537
2000,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10344,405,3800,0.09376,0.11313
2000,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02377,69,3800,0.01892,0.02861
2000,Second Stage of Tertiary Education,Not Employed,0.28962,1018,3800,0.27520,0.30404
2001,No answer / don't know,Vocational Training,0.32872,40,96,0.23426,0.42318
2001,No answer / don't know,Not Employed,0.47719,56,96,0.37674,0.57763
2001,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.13205,65,527,0.10311,0.16098
2001,Pre-primary Level,Not Employed,0.83898,462,527,0.80756,0.87039
2001,Primary Level,Full-Time Employment,0.23507,69,270,0.18440,0.28575
2001,Primary Level,Not Employed,0.65438,201,270,0.59755,0.71121
2001,Lower Secondary Level,Full-Time Employment,0.17759,582,3071,0.16407,0.19110
2001,Lower Secondary Level,Regular Part-Time Employment,0.05515,183,3071,0.04708,0.06323
2001,Lower Secondary Level,Vocational Training,0.10752,403,3071,0.09656,0.11848
2001,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.02851,91,3071,0.02262,0.03440
2001,Lower Secondary Level,Not Employed,0.62837,1812,3071,0.61127,0.64546
2001,Upper Secondary Level,Full-Time Employment,0.40431,4835,11574,0.39537,0.41325
2001,Upper Secondary Level,Regular Part-Time Employment,0.09619,1174,11574,0.09082,0.10156
2001,Upper Secondary Level,Vocational Training,0.01554,204,11574,0.01329,0.01780
2001,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03454,425,11574,0.03122,0.03787
2001,Upper Secondary Level,Not Employed,0.44914,4936,11574,0.44008,0.45820
2001,Post-secondary Non-tertiary Level,Full-Time Employment,0.48087,535,1059,0.45077,0.51098
2001,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.10415,115,1059,0.08574,0.12255
2001,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05286,49,1059,0.03938,0.06634
2001,Post-secondary Non-tertiary Level,Not Employed,0.35465,360,1059,0.32582,0.38348
2001,First Stage of Tertiary Education,Full-Time Employment,0.51233,901,1673,0.48837,0.53629
2001,First Stage of Tertiary Education,Regular Part-Time Employment,0.10304,180,1673,0.08847,0.11761
2001,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02538,43,1673,0.01784,0.03291
2001,First Stage of Tertiary Education,Not Employed,0.35815,549,1673,0.33517,0.38113
2001,Second Stage of Tertiary Education,Full-Time Employment,0.57104,2124,3540,0.55474,0.58735
2001,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10434,377,3540,0.09427,0.11441
2001,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02363,68,3540,0.01862,0.02863
2001,Second Stage of Tertiary Education,Not Employed,0.29770,971,3540,0.28263,0.31276
2002,No answer / don't know,Vocational Training,0.33336,68,148,0.25715,0.40957
2002,No answer / don't know,Not Employed,0.43191,80,148,0.35183,0.51199
2002,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.07180,53,595,0.05104,0.09256
2002,Pre-primary Level,Not Employed,0.90142,542,595,0.87745,0.92540
2002,Primary Level,Full-Time Employment,0.19134,55,243,0.14178,0.24090
2002,Primary Level,Not Employed,0.65226,188,243,0.59226,0.71227
2002,Lower Secondary Level,Full-Time Employment,0.16687,508,2881,0.15325,0.18049
2002,Lower Secondary Level,Regular Part-Time Employment,0.05812,171,2881,0.04958,0.06667
2002,Lower Secondary Level,Vocational Training,0.11398,390,2881,0.10237,0.12559
2002,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.03328,98,2881,0.02673,0.03984
2002,Lower Secondary Level,Not Employed,0.62463,1714,2881,0.60695,0.64232
2002,Upper Secondary Level,Full-Time Employment,0.38626,4648,11582,0.37740,0.39513
2002,Upper Secondary Level,Regular Part-Time Employment,0.09726,1234,11582,0.09186,0.10266
2002,Upper Secondary Level,Vocational Training,0.01265,178,11582,0.01062,0.01469
2002,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03764,462,11582,0.03417,0.04111
2002,Upper Secondary Level,Not Employed,0.46585,5060,11582,0.45677,0.47494
2002,Post-secondary Non-tertiary Level,Full-Time Employment,0.48519,579,1148,0.45626,0.51411
2002,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.10355,136,1148,0.08592,0.12119
2002,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.03855,51,1148,0.02741,0.04970
2002,Post-secondary Non-tertiary Level,Not Employed,0.35616,382,1148,0.32844,0.38387
2002,First Stage of Tertiary Education,Full-Time Employment,0.50438,942,1739,0.48088,0.52789
2002,First Stage of Tertiary Education,Regular Part-Time Employment,0.10280,203,1739,0.08853,0.11708
2002,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02739,53,1739,0.01972,0.03507
2002,First Stage of Tertiary Education,Not Employed,0.36317,541,1739,0.34056,0.38578
2002,Second Stage of Tertiary Education,Full-Time Employment,0.55845,2798,4548,0.54401,0.57288
2002,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10212,504,4548,0.09332,0.11092
2002,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02535,98,4548,0.02078,0.02991
2002,Second Stage of Tertiary Education,Not Employed,0.31048,1148,4548,0.29703,0.32393
2003,No answer / don't know,Full-Time Employment,0.15146,36,215,0.10343,0.19949
2003,No answer / don't know,Vocational Training,0.25754,75,215,0.19896,0.31613
2003,No answer / don't know,Not Employed,0.47457,104,215,0.40767,0.54148
2003,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.08448,53,613,0.06245,0.10651
2003,Pre-primary Level,Not Employed,0.90206,560,613,0.87851,0.92561
2003,Primary Level,Full-Time Employment,0.19507,52,238,0.14462,0.24552
2003,Primary Level,Not Employed,0.65859,186,238,0.59822,0.71896
2003,Lower Secondary Level,Full-Time Employment,0.16511,465,2723,0.15116,0.17905
2003,Lower Secondary Level,Regular Part-Time Employment,0.05527,170,2723,0.04669,0.06386
2003,Lower Secondary Level,Vocational Training,0.10047,358,2723,0.08918,0.11177
2003,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.03270,93,2723,0.02602,0.03939
2003,Lower Secondary Level,Not Employed,0.64335,1637,2723,0.62535,0.66134
2003,Upper Secondary Level,Full-Time Employment,0.37813,4336,11103,0.36911,0.38715
2003,Upper Secondary Level,Regular Part-Time Employment,0.09966,1212,11103,0.09409,0.10523
2003,Upper Secondary Level,Vocational Training,0.01049,142,11103,0.00859,0.01238
2003,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.03939,470,11103,0.03578,0.04301
2003,Upper Secondary Level,Not Employed,0.47209,4943,11103,0.46280,0.48138
2003,Post-secondary Non-tertiary Level,Full-Time Employment,0.46546,562,1138,0.43647,0.49446
2003,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.12200,150,1138,0.10297,0.14102
2003,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05587,61,1138,0.04252,0.06922
2003,Post-secondary Non-tertiary Level,Not Employed,0.34117,365,1138,0.31361,0.36872
2003,First Stage of Tertiary Education,Full-Time Employment,0.48170,862,1683,0.45782,0.50558
2003,First Stage of Tertiary Education,Regular Part-Time Employment,0.10512,202,1683,0.09046,0.11978
2003,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02481,50,1683,0.01738,0.03225
2003,First Stage of Tertiary Education,Not Employed,0.38599,569,1683,0.36273,0.40926
2003,Second Stage of Tertiary Education,Full-Time Employment,0.54446,2544,4346,0.52965,0.55927
2003,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10386,512,4346,0.09479,0.11294
2003,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03079,109,4346,0.02565,0.03592
2003,Second Stage of Tertiary Education,Not Employed,0.31846,1181,4346,0.30461,0.33232
2004,No answer / don't know,Full-Time Employment,0.11845,37,245,0.07791,0.15900
2004,No answer / don't know,Vocational Training,0.30219,80,245,0.24457,0.35981
2004,No answer / don't know,Not Employed,0.47543,128,245,0.41277,0.53809
2004,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.05818,39,631,0.03990,0.07646
2004,Pre-primary Level,Not Employed,0.93184,592,631,0.91216,0.95152
2004,Primary Level,Full-Time Employment,0.20229,50,226,0.14980,0.25477
2004,Primary Level,Not Employed,0.68796,176,226,0.62742,0.74850
2004,Lower Secondary Level,Full-Time Employment,0.16398,418,2564,0.14965,0.17832
2004,Lower Secondary Level,Regular Part-Time Employment,0.06242,167,2564,0.05305,0.07178
2004,Lower Secondary Level,Vocational Training,0.10400,333,2564,0.09218,0.11582
2004,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.02807,83,2564,0.02168,0.03447
2004,Lower Secondary Level,Not Employed,0.63823,1563,2564,0.61963,0.65684
2004,Upper Secondary Level,Full-Time Employment,0.36996,4121,10777,0.36085,0.37908
2004,Upper Secondary Level,Regular Part-Time Employment,0.09568,1147,10777,0.09013,0.10124
2004,Upper Secondary Level,Vocational Training,0.01138,146,10777,0.00938,0.01339
2004,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04435,519,10777,0.04047,0.04824
2004,Upper Secondary Level,Not Employed,0.47804,4844,10777,0.46860,0.48747
2004,Post-secondary Non-tertiary Level,Full-Time Employment,0.46525,562,1152,0.43643,0.49407
2004,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.12963,154,1152,0.11023,0.14904
2004,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.07201,71,1152,0.05707,0.08694
2004,Post-secondary Non-tertiary Level,Not Employed,0.33160,365,1152,0.30440,0.35880
2004,First Stage of Tertiary Education,Full-Time Employment,0.49724,840,1638,0.47302,0.52146
2004,First Stage of Tertiary Education,Regular Part-Time Employment,0.10019,194,1638,0.08565,0.11474
2004,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03289,62,1638,0.02425,0.04153
2004,First Stage of Tertiary Education,Not Employed,0.36895,542,1638,0.34557,0.39232
2004,Second Stage of Tertiary Education,Full-Time Employment,0.53800,2490,4289,0.52307,0.55292
2004,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10085,499,4289,0.09184,0.10986
2004,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03240,128,4289,0.02710,0.03770
2004,Second Stage of Tertiary Education,Not Employed,0.32661,1172,4289,0.31257,0.34065
2005,No answer / don't know,Vocational Training,0.28294,94,252,0.22721,0.33866
2005,No answer / don't know,Not Employed,0.52172,158,252,0.45992,0.58352
2005,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.06356,41,641,0.04466,0.08246
2005,Pre-primary Level,Not Employed,0.92509,600,641,0.90470,0.94549
2005,Primary Level,Full-Time Employment,0.19679,41,212,0.14315,0.25044
2005,Primary Level,Not Employed,0.64534,171,212,0.58079,0.70990
2005,Lower Secondary Level,Full-Time Employment,0.16481,385,2380,0.14990,0.17972
2005,Lower Secondary Level,Regular Part-Time Employment,0.06329,155,2380,0.05351,0.07307
2005,Lower Secondary Level,Vocational Training,0.09858,278,2380,0.08660,0.11056
2005,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.03699,95,2380,0.02940,0.04457
2005,Lower Secondary Level,Not Employed,0.63219,1467,2380,0.61282,0.65157
2005,Upper Secondary Level,Full-Time Employment,0.37395,3874,10242,0.36457,0.38332
2005,Upper Secondary Level,Regular Part-Time Employment,0.09832,1082,10242,0.09256,0.10409
2005,Upper Secondary Level,Vocational Training,0.01186,123,10242,0.00977,0.01396
2005,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04821,520,10242,0.04406,0.05236
2005,Upper Secondary Level,Not Employed,0.46693,4643,10242,0.45727,0.47660
2005,Post-secondary Non-tertiary Level,Full-Time Employment,0.46403,547,1123,0.43485,0.49321
2005,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.13976,157,1123,0.11947,0.16005
2005,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.06481,71,1123,0.05040,0.07922
2005,Post-secondary Non-tertiary Level,Not Employed,0.32831,348,1123,0.30083,0.35578
2005,First Stage of Tertiary Education,Full-Time Employment,0.49781,785,1559,0.47298,0.52264
2005,First Stage of Tertiary Education,Regular Part-Time Employment,0.09960,185,1559,0.08473,0.11447
2005,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03272,57,1559,0.02388,0.04155
2005,First Stage of Tertiary Education,Not Employed,0.36892,532,1559,0.34496,0.39288
2005,Second Stage of Tertiary Education,Full-Time Employment,0.52344,2321,4162,0.50827,0.53862
2005,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10767,487,4162,0.09825,0.11709
2005,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04004,148,4162,0.03408,0.04600
2005,Second Stage of Tertiary Education,Not Employed,0.32783,1206,4162,0.31357,0.34209
2006,No answer / don't know,Vocational Training,0.22798,87,259,0.17678,0.27917
2006,No answer / don't know,Not Employed,0.53553,172,259,0.47468,0.59639
2006,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.14735,101,624,0.11952,0.17519
2006,Pre-primary Level,Not Employed,0.81774,523,624,0.78742,0.84805
2006,Primary Level,Full-Time Employment,0.17820,36,203,0.12542,0.23097
2006,Primary Level,Not Employed,0.69322,167,203,0.62963,0.75682
2006,Lower Secondary Level,Full-Time Employment,0.15723,375,2525,0.14302,0.17143
2006,Lower Secondary Level,Regular Part-Time Employment,0.06133,170,2525,0.05197,0.07069
2006,Lower Secondary Level,Vocational Training,0.09332,270,2525,0.08197,0.10467
2006,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.03789,109,2525,0.03044,0.04534
2006,Lower Secondary Level,Not Employed,0.64606,1601,2525,0.62740,0.66471
2006,Upper Secondary Level,Full-Time Employment,0.36873,4031,11080,0.35975,0.37772
2006,Upper Secondary Level,Regular Part-Time Employment,0.09765,1182,11080,0.09212,0.10318
2006,Upper Secondary Level,Vocational Training,0.01211,133,11080,0.01008,0.01415
2006,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05148,597,11080,0.04737,0.05560
2006,Upper Secondary Level,Not Employed,0.46929,5137,11080,0.46000,0.47859
2006,Post-secondary Non-tertiary Level,Full-Time Employment,0.47077,573,1202,0.44254,0.49900
2006,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.14723,187,1202,0.12719,0.16727
2006,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05969,65,1202,0.04629,0.07308
2006,Post-secondary Non-tertiary Level,Not Employed,0.31543,377,1202,0.28915,0.34171
2006,First Stage of Tertiary Education,Full-Time Employment,0.48392,795,1650,0.45979,0.50804
2006,First Stage of Tertiary Education,Regular Part-Time Employment,0.09991,204,1650,0.08543,0.11438
2006,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03820,66,1650,0.02895,0.04745
2006,First Stage of Tertiary Education,Not Employed,0.37798,585,1650,0.35457,0.40138
2006,Second Stage of Tertiary Education,Full-Time Employment,0.52446,2474,4575,0.50999,0.53893
2006,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10413,542,4575,0.09528,0.11298
2006,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04158,171,4575,0.03580,0.04737
2006,Second Stage of Tertiary Education,Not Employed,0.32947,1388,4575,0.31585,0.34309
2007,No answer / don't know,Full-Time Employment,0.09850,32,298,0.06461,0.13239
2007,No answer / don't know,Vocational Training,0.24688,94,298,0.19784,0.29592
2007,No answer / don't know,Not Employed,0.51189,172,298,0.45505,0.56874
2007,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.15377,95,622,0.12540,0.18214
2007,Pre-primary Level,Not Employed,0.82895,527,622,0.79934,0.85857
2007,Primary Level,Full-Time Employment,0.18533,32,184,0.12903,0.24162
2007,Primary Level,Not Employed,0.69441,152,184,0.62767,0.76116
2007,Lower Secondary Level,Full-Time Employment,0.16833,353,2247,0.15285,0.18380
2007,Lower Secondary Level,Regular Part-Time Employment,0.06625,142,2247,0.05596,0.07653
2007,Lower Secondary Level,Vocational Training,0.08493,221,2247,0.07340,0.09646
2007,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.04116,96,2247,0.03294,0.04937
2007,Lower Secondary Level,Not Employed,0.63440,1435,2247,0.61448,0.65431
2007,Upper Secondary Level,Full-Time Employment,0.37639,3824,10318,0.36704,0.38574
2007,Upper Secondary Level,Regular Part-Time Employment,0.10288,1173,10318,0.09701,0.10874
2007,Upper Secondary Level,Vocational Training,0.01366,131,10318,0.01142,0.01590
2007,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05160,555,10318,0.04733,0.05587
2007,Upper Secondary Level,Not Employed,0.45467,4635,10318,0.44506,0.46428
2007,Post-secondary Non-tertiary Level,Full-Time Employment,0.46780,548,1159,0.43906,0.49654
2007,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.15825,197,1159,0.13723,0.17927
2007,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05223,65,1159,0.03941,0.06504
2007,Post-secondary Non-tertiary Level,Not Employed,0.31547,349,1159,0.28870,0.34223
2007,First Stage of Tertiary Education,Full-Time Employment,0.47243,734,1532,0.44742,0.49744
2007,First Stage of Tertiary Education,Regular Part-Time Employment,0.10961,202,1532,0.09396,0.12526
2007,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04304,62,1532,0.03287,0.05320
2007,First Stage of Tertiary Education,Not Employed,0.37460,534,1532,0.35036,0.39885
2007,Second Stage of Tertiary Education,Full-Time Employment,0.52618,2350,4385,0.51140,0.54096
2007,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11248,552,4385,0.10312,0.12183
2007,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.04065,150,4385,0.03480,0.04649
2007,Second Stage of Tertiary Education,Not Employed,0.31865,1333,4385,0.30486,0.33244
2008,No answer / don't know,Full-Time Employment,0.11897,36,319,0.08339,0.15456
2008,No answer / don't know,Vocational Training,0.25823,90,319,0.21013,0.30634
2008,No answer / don't know,"Marginal, Irregular Part-Time Employment",0.09884,31,319,0.06604,0.13165
2008,No answer / don't know,Not Employed,0.47510,162,319,0.42021,0.52999
2008,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.16773,94,551,0.13651,0.19896
2008,Pre-primary Level,Not Employed,0.82768,457,551,0.79611,0.85924
2008,Primary Level,Full-Time Employment,0.23105,35,152,0.16382,0.29828
2008,Primary Level,Not Employed,0.59350,117,152,0.51516,0.67185
2008,Lower Secondary Level,Full-Time Employment,0.17176,330,2058,0.15546,0.18806
2008,Lower Secondary Level,Regular Part-Time Employment,0.06210,131,2058,0.05167,0.07253
2008,Lower Secondary Level,Vocational Training,0.09115,221,2058,0.07871,0.10359
2008,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.04808,97,2058,0.03883,0.05732
2008,Lower Secondary Level,Not Employed,0.62328,1279,2058,0.60234,0.64422
2008,Upper Secondary Level,Full-Time Employment,0.38683,3671,9728,0.37715,0.39651
2008,Upper Secondary Level,Regular Part-Time Employment,0.10170,1088,9728,0.09569,0.10771
2008,Upper Secondary Level,Vocational Training,0.01345,117,9728,0.01116,0.01574
2008,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.05850,550,9728,0.05383,0.06316
2008,Upper Secondary Level,Not Employed,0.43869,4302,9728,0.42883,0.44855
2008,Post-secondary Non-tertiary Level,Full-Time Employment,0.49237,537,1086,0.46263,0.52212
2008,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.16111,184,1086,0.13924,0.18299
2008,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.06009,65,1086,0.04594,0.07423
2008,Post-secondary Non-tertiary Level,Not Employed,0.28359,300,1086,0.25677,0.31041
2008,First Stage of Tertiary Education,Full-Time Employment,0.47756,673,1413,0.45151,0.50362
2008,First Stage of Tertiary Education,Regular Part-Time Employment,0.11646,184,1413,0.09973,0.13319
