year,hhtyp,quintil_oecd_hh,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1994,Couple without children,3rd Quintile,No,0.38956,142,299,0.33420,0.44493
1994,Couple without children,4th Quintile,Yes,0.57056,200,378,0.52059,0.62053
1994,Couple without children,4th Quintile,No,0.37489,178,378,0.32603,0.42376
1994,Couple without children,5th Quintile,Yes,0.62605,293,463,0.58193,0.67017
1994,Couple without children,5th Quintile,No,0.31825,170,463,0.27578,0.36073
1994,Single parent,1st Quintile,Yes,0.34350,41,122,0.25888,0.42811
1994,Single parent,1st Quintile,No,0.59090,81,122,0.50329,0.67850
1994,Single parent,2nd Quintile,Yes,0.57181,46,90,0.46901,0.67461
1994,Single parent,2nd Quintile,No,0.41301,44,90,0.31071,0.51531
1994,Single parent,3rd Quintile,Yes,0.74873,32,32,0.59604,0.90142
1994,Couple with children,1st Quintile,Yes,0.50678,199,470,0.46153,0.55203
1994,Couple with children,1st Quintile,No,0.46750,271,470,0.42234,0.51266
1994,Couple with children,2nd Quintile,Yes,0.64903,374,663,0.61268,0.68539
1994,Couple with children,2nd Quintile,No,0.32437,289,663,0.28871,0.36004
1994,Couple with children,3rd Quintile,Yes,0.67536,381,649,0.63930,0.71141
1994,Couple with children,3rd Quintile,No,0.29540,268,649,0.26027,0.33052
1994,Couple with children,4th Quintile,Yes,0.70088,323,485,0.66009,0.74167
1994,Couple with children,4th Quintile,No,0.24667,162,485,0.20826,0.28507
1994,Couple with children,5th Quintile,Yes,0.86011,293,361,0.82428,0.89595
1994,Couple with children,5th Quintile,No,0.13069,68,361,0.09587,0.16551
1995,Single-person household,1st Quintile,Yes,0.31516,116,369,0.26769,0.36263
1995,Single-person household,1st Quintile,No,0.60838,253,369,0.55851,0.65825
1995,Single-person household,2nd Quintile,Yes,0.32694,96,278,0.27169,0.38218
1995,Single-person household,2nd Quintile,No,0.63943,182,278,0.58288,0.69598
1995,Single-person household,3rd Quintile,Yes,0.40637,107,272,0.34789,0.46485
1995,Single-person household,3rd Quintile,No,0.54903,165,272,0.48979,0.60828
1995,Single-person household,4th Quintile,Yes,0.44530,101,216,0.37886,0.51173
1995,Single-person household,4th Quintile,No,0.48269,115,216,0.41590,0.54949
1995,Single-person household,5th Quintile,Yes,0.55732,98,183,0.48516,0.62949
1995,Single-person household,5th Quintile,No,0.39410,85,183,0.32311,0.46509
1995,Couple without children,1st Quintile,Yes,0.57096,110,217,0.50495,0.63696
1995,Couple without children,1st Quintile,No,0.39754,107,217,0.33227,0.46280
1995,Couple without children,2nd Quintile,Yes,0.54518,168,321,0.49062,0.59974
1995,Couple without children,2nd Quintile,No,0.40608,153,321,0.35227,0.45989
1995,Couple without children,3rd Quintile,Yes,0.54156,177,340,0.48852,0.59461
1995,Couple without children,3rd Quintile,No,0.40952,163,340,0.35718,0.46187
1995,Couple without children,4th Quintile,Yes,0.55516,202,392,0.50591,0.60442
1995,Couple without children,4th Quintile,No,0.38826,190,392,0.33996,0.43657
1995,Couple without children,5th Quintile,Yes,0.64530,312,478,0.60236,0.68823
1995,Couple without children,5th Quintile,No,0.30682,166,478,0.26544,0.34821
1995,Single parent,1st Quintile,Yes,0.39033,54,139,0.30894,0.47173
1995,Single parent,1st Quintile,No,0.51963,85,139,0.43627,0.60299
1995,Single parent,2nd Quintile,Yes,0.49166,37,85,0.38475,0.59857
1995,Single parent,2nd Quintile,No,0.49022,48,85,0.38331,0.59713
1995,Single parent,4th Quintile,Yes,0.72983,35,35,0.58057,0.87909
1995,Couple with children,1st Quintile,Yes,0.46382,223,552,0.42218,0.50546
1995,Couple with children,1st Quintile,No,0.50916,329,552,0.46742,0.55090
1995,Couple with children,2nd Quintile,Yes,0.64070,382,677,0.60453,0.67687
1995,Couple with children,2nd Quintile,No,0.34107,295,677,0.30533,0.37681
1995,Couple with children,3rd Quintile,Yes,0.68180,385,629,0.64537,0.71823
1995,Couple with children,3rd Quintile,No,0.26782,244,629,0.23318,0.30245
1995,Couple with children,4th Quintile,Yes,0.71989,335,496,0.68033,0.75945
1995,Couple with children,4th Quintile,No,0.23177,161,496,0.19460,0.26894
1995,Couple with children,5th Quintile,Yes,0.81267,274,356,0.77208,0.85326
1995,Couple with children,5th Quintile,No,0.16600,82,356,0.12730,0.20471
1996,Single-person household,1st Quintile,Yes,0.31060,121,395,0.26491,0.35629
1996,Single-person household,1st Quintile,No,0.62901,274,395,0.58131,0.67671
1996,Single-person household,2nd Quintile,Yes,0.35137,109,282,0.29555,0.40719
1996,Single-person household,2nd Quintile,No,0.61213,173,282,0.55515,0.66910
1996,Single-person household,3rd Quintile,Yes,0.36716,96,262,0.30868,0.42564
1996,Single-person household,3rd Quintile,No,0.59250,166,262,0.53289,0.65211
1996,Single-person household,4th Quintile,Yes,0.38615,94,231,0.32323,0.44908
1996,Single-person household,4th Quintile,No,0.53879,137,231,0.47436,0.60321
1996,Single-person household,5th Quintile,Yes,0.57091,105,184,0.49920,0.64263
1996,Single-person household,5th Quintile,No,0.38546,79,184,0.31494,0.45598
1996,Couple without children,1st Quintile,Yes,0.50942,93,219,0.44306,0.57578
1996,Couple without children,1st Quintile,No,0.46215,126,219,0.39596,0.52833
1996,Couple without children,2nd Quintile,Yes,0.55870,161,307,0.50307,0.61434
1996,Couple without children,2nd Quintile,No,0.41980,146,307,0.36450,0.47509
1996,Couple without children,3rd Quintile,Yes,0.53187,191,370,0.48096,0.58278
1996,Couple without children,3rd Quintile,No,0.42495,179,370,0.37452,0.47539
1996,Couple without children,4th Quintile,Yes,0.59766,227,413,0.55031,0.64501
1996,Couple without children,4th Quintile,No,0.36494,186,413,0.31845,0.41143
1996,Couple without children,5th Quintile,Yes,0.66121,303,460,0.61791,0.70451
1996,Couple without children,5th Quintile,No,0.30115,157,460,0.25918,0.34312
1996,Single parent,1st Quintile,Yes,0.39669,57,153,0.31892,0.47446
1996,Single parent,1st Quintile,No,0.51606,96,153,0.43661,0.59550
1996,Single parent,2nd Quintile,Yes,0.40959,34,78,0.29975,0.51943
1996,Single parent,2nd Quintile,No,0.50126,44,78,0.38958,0.61294
1996,Single parent,3rd Quintile,Yes,0.74784,37,37,0.60599,0.88970
1996,Couple with children,1st Quintile,Yes,0.46540,209,524,0.42265,0.50815
1996,Couple with children,1st Quintile,No,0.49700,315,524,0.45415,0.53985
1996,Couple with children,2nd Quintile,Yes,0.63921,364,637,0.60188,0.67653
1996,Couple with children,2nd Quintile,No,0.32228,273,637,0.28596,0.35861
1996,Couple with children,3rd Quintile,Yes,0.70691,389,601,0.67049,0.74334
1996,Couple with children,3rd Quintile,No,0.26535,212,601,0.23002,0.30068
1996,Couple with children,4th Quintile,Yes,0.76154,354,489,0.72373,0.79935
1996,Couple with children,4th Quintile,No,0.20248,135,489,0.16682,0.23813
1996,Couple with children,5th Quintile,Yes,0.82749,279,364,0.78862,0.86636
1996,Couple with children,5th Quintile,No,0.16634,85,364,0.12803,0.20464
1997,Single-person household,1st Quintile,Yes,0.34217,133,384,0.29465,0.38968
1997,Single-person household,1st Quintile,No,0.59799,251,384,0.54889,0.64709
1997,Single-person household,2nd Quintile,Yes,0.32299,101,297,0.26972,0.37626
1997,Single-person household,2nd Quintile,No,0.63031,196,297,0.57531,0.68530
1997,Single-person household,3rd Quintile,Yes,0.34302,85,252,0.28429,0.40175
1997,Single-person household,3rd Quintile,No,0.62081,167,252,0.56079,0.68084
1997,Single-person household,4th Quintile,Yes,0.43713,98,212,0.37020,0.50406
1997,Single-person household,4th Quintile,No,0.47888,114,212,0.41147,0.54628
1997,Single-person household,5th Quintile,Yes,0.56334,102,182,0.49108,0.63560
1997,Single-person household,5th Quintile,No,0.39835,80,182,0.32703,0.46967
1997,Couple without children,1st Quintile,Yes,0.47136,96,217,0.40479,0.53793
1997,Couple without children,1st Quintile,No,0.46656,121,217,0.40003,0.53309
1997,Couple without children,2nd Quintile,Yes,0.51796,149,304,0.46169,0.57422
1997,Couple without children,2nd Quintile,No,0.43624,155,304,0.38040,0.49208
1997,Couple without children,3rd Quintile,Yes,0.60407,207,366,0.55390,0.65425
1997,Couple without children,3rd Quintile,No,0.35306,159,366,0.30403,0.40210
1997,Couple without children,4th Quintile,Yes,0.56837,226,429,0.52144,0.61529
1997,Couple without children,4th Quintile,No,0.39050,203,429,0.34428,0.43672
1997,Couple without children,5th Quintile,Yes,0.67768,336,491,0.63630,0.71906
1997,Couple without children,5th Quintile,No,0.28436,155,491,0.24442,0.32431
1997,Single parent,1st Quintile,Yes,0.41456,51,139,0.33236,0.49676
1997,Single parent,1st Quintile,No,0.53867,88,139,0.45549,0.62184
1997,Single parent,2nd Quintile,Yes,0.49563,44,90,0.39175,0.59951
1997,Single parent,2nd Quintile,No,0.42085,46,90,0.31828,0.52342
1997,Single parent,3rd Quintile,Yes,0.51021,37,75,0.39631,0.62411
1997,Single parent,3rd Quintile,No,0.45048,38,75,0.33712,0.56384
1997,Couple with children,1st Quintile,Yes,0.48554,206,490,0.44125,0.52984
1997,Couple with children,1st Quintile,No,0.47780,284,490,0.43352,0.52207
1997,Couple with children,2nd Quintile,Yes,0.68844,370,618,0.65189,0.72498
1997,Couple with children,2nd Quintile,No,0.29195,248,618,0.25607,0.32783
1997,Couple with children,3rd Quintile,Yes,0.69075,388,587,0.65333,0.72817
1997,Couple with children,3rd Quintile,No,0.26936,199,587,0.23344,0.30528
1997,Couple with children,4th Quintile,Yes,0.75438,348,497,0.71650,0.79226
1997,Couple with children,4th Quintile,No,0.21448,149,497,0.17836,0.25060
1997,Couple with children,5th Quintile,Yes,0.85357,273,332,0.81548,0.89166
1997,Couple with children,5th Quintile,No,0.12273,59,332,0.08738,0.15808
1998,Single-person household,1st Quintile,Yes,0.31355,134,470,0.27156,0.35554
1998,Single-person household,1st Quintile,No,0.66261,336,470,0.61981,0.70540
1998,Single-person household,2nd Quintile,Yes,0.33494,116,357,0.28592,0.38397
1998,Single-person household,2nd Quintile,No,0.65466,241,357,0.60526,0.70405
1998,Single-person household,3rd Quintile,Yes,0.35669,118,334,0.30524,0.40814
1998,Single-person household,3rd Quintile,No,0.64130,216,334,0.58978,0.69281
1998,Single-person household,4th Quintile,Yes,0.37916,109,275,0.32171,0.43661
1998,Single-person household,4th Quintile,No,0.60304,166,275,0.54511,0.66098
1998,Single-person household,5th Quintile,Yes,0.56699,134,241,0.50430,0.62968
1998,Single-person household,5th Quintile,No,0.42656,107,241,0.36399,0.48914
1998,Couple without children,1st Quintile,Yes,0.45003,111,276,0.39123,0.50884
1998,Couple without children,1st Quintile,No,0.54662,165,276,0.48778,0.60545
1998,Couple without children,2nd Quintile,Yes,0.53625,165,326,0.48203,0.59047
1998,Couple without children,2nd Quintile,No,0.46217,161,326,0.40797,0.51638
1998,Couple without children,3rd Quintile,Yes,0.54790,225,443,0.50150,0.59430
1998,Couple without children,3rd Quintile,No,0.44872,218,443,0.40235,0.49509
1998,Couple without children,4th Quintile,Yes,0.62840,325,546,0.58783,0.66897
1998,Couple without children,4th Quintile,No,0.34980,221,546,0.30976,0.38984
1998,Couple without children,5th Quintile,Yes,0.69186,391,577,0.65415,0.72956
1998,Couple without children,5th Quintile,No,0.30578,186,577,0.26816,0.34341
1998,Single parent,1st Quintile,Yes,0.29597,48,183,0.22965,0.36228
1998,Single parent,1st Quintile,No,0.68201,135,183,0.61435,0.74967
1998,Single parent,2nd Quintile,Yes,0.54297,55,110,0.44945,0.63649
1998,Single parent,2nd Quintile,No,0.45703,55,110,0.36351,0.55055
1998,Single parent,3rd Quintile,Yes,0.48302,32,67,0.36246,0.60358
1998,Single parent,3rd Quintile,No,0.51698,35,67,0.39642,0.63754
1998,Single parent,4th Quintile,Yes,0.61118,32,32,0.43958,0.78279
1998,Couple with children,1st Quintile,Yes,0.49057,219,518,0.44748,0.53366
1998,Couple with children,1st Quintile,No,0.49996,299,518,0.45686,0.54306
1998,Couple with children,2nd Quintile,Yes,0.65230,418,716,0.61739,0.68721
1998,Couple with children,2nd Quintile,No,0.34499,298,716,0.31014,0.37983
1998,Couple with children,3rd Quintile,Yes,0.71488,422,624,0.67943,0.75033
1998,Couple with children,3rd Quintile,No,0.28050,202,624,0.24522,0.31578
1998,Couple with children,4th Quintile,Yes,0.75739,395,546,0.72140,0.79338
1998,Couple with children,4th Quintile,No,0.24083,151,546,0.20494,0.27673
1998,Couple with children,5th Quintile,Yes,0.88422,340,400,0.85282,0.91561
1998,Couple with children,5th Quintile,No,0.11578,60,400,0.08439,0.14718
1998,Other Combinations,4th Quintile,Yes,0.62661,32,32,0.45634,0.79689
1999,Single-person household,1st Quintile,Yes,0.28860,133,467,0.24746,0.32974
1999,Single-person household,1st Quintile,No,0.68493,334,467,0.64275,0.72711
1999,Single-person household,2nd Quintile,Yes,0.37572,131,363,0.32583,0.42562
1999,Single-person household,2nd Quintile,No,0.61168,232,363,0.56147,0.66189
1999,Single-person household,3rd Quintile,Yes,0.37759,114,304,0.32300,0.43218
1999,Single-person household,3rd Quintile,No,0.60803,190,304,0.55306,0.66300
1999,Single-person household,4th Quintile,Yes,0.37257,95,254,0.31300,0.43215
1999,Single-person household,4th Quintile,No,0.61695,159,254,0.55705,0.67686
1999,Single-person household,5th Quintile,Yes,0.56539,126,221,0.49989,0.63090
1999,Single-person household,5th Quintile,No,0.42546,95,221,0.36013,0.49079
1999,Couple without children,1st Quintile,Yes,0.47807,115,252,0.41627,0.53987
1999,Couple without children,1st Quintile,No,0.51850,137,252,0.45669,0.58032
1999,Couple without children,2nd Quintile,Yes,0.53444,179,355,0.48247,0.58640
1999,Couple without children,2nd Quintile,No,0.45333,176,355,0.40147,0.50519
1999,Couple without children,3rd Quintile,Yes,0.53759,212,441,0.49101,0.58418
1999,Couple without children,3rd Quintile,No,0.45442,229,441,0.40789,0.50094
1999,Couple without children,4th Quintile,Yes,0.60378,306,516,0.56154,0.64602
1999,Couple without children,4th Quintile,No,0.37441,210,516,0.33261,0.41621
1999,Couple without children,5th Quintile,Yes,0.70955,394,571,0.67229,0.74682
1999,Couple without children,5th Quintile,No,0.28363,177,571,0.24662,0.32064
1999,Single parent,1st Quintile,Yes,0.33476,66,196,0.26852,0.40100
1999,Single parent,1st Quintile,No,0.62288,130,196,0.55485,0.69090
1999,Single parent,2nd Quintile,Yes,0.45462,39,87,0.34938,0.55986
1999,Single parent,2nd Quintile,No,0.52444,48,87,0.41889,0.62999
1999,Single parent,3rd Quintile,Yes,0.49916,36,76,0.38600,0.61232
1999,Single parent,3rd Quintile,No,0.48738,40,76,0.37426,0.60050
1999,Single parent,4th Quintile,Yes,0.72212,35,35,0.57155,0.87270
1999,Couple with children,1st Quintile,Yes,0.50140,241,536,0.45903,0.54377
1999,Couple with children,1st Quintile,No,0.48563,295,536,0.44328,0.52798
1999,Couple with children,2nd Quintile,Yes,0.60756,374,657,0.57019,0.64493
1999,Couple with children,2nd Quintile,No,0.37411,283,657,0.33708,0.41114
1999,Couple with children,3rd Quintile,Yes,0.72267,435,623,0.68748,0.75785
1999,Couple with children,3rd Quintile,No,0.26973,188,623,0.23485,0.30461
1999,Couple with children,4th Quintile,Yes,0.77965,386,508,0.74357,0.81573
1999,Couple with children,4th Quintile,No,0.20764,122,508,0.17233,0.24294
1999,Couple with children,5th Quintile,Yes,0.85047,329,382,0.81466,0.88628
1999,Couple with children,5th Quintile,No,0.12115,53,382,0.08838,0.15391
2000,Single-person household,1st Quintile,Yes,0.31170,298,914,0.28165,0.34174
2000,Single-person household,1st Quintile,No,0.66193,616,914,0.63124,0.69261
2000,Single-person household,2nd Quintile,Yes,0.35510,252,676,0.31900,0.39120
2000,Single-person household,2nd Quintile,No,0.62382,424,676,0.58728,0.66037
2000,Single-person household,3rd Quintile,Yes,0.37826,232,589,0.33907,0.41746
2000,Single-person household,3rd Quintile,No,0.60816,357,589,0.56870,0.64762
2000,Single-person household,4th Quintile,Yes,0.42074,230,521,0.37831,0.46317
2000,Single-person household,4th Quintile,No,0.56457,291,521,0.52195,0.60718
2000,Single-person household,5th Quintile,Yes,0.50843,264,493,0.46426,0.55261
2000,Single-person household,5th Quintile,No,0.47686,229,493,0.43272,0.52099
2000,Couple without children,1st Quintile,Yes,0.50102,242,494,0.45688,0.54515
2000,Couple without children,1st Quintile,No,0.49506,252,494,0.45093,0.53920
2000,Couple without children,2nd Quintile,Yes,0.56773,385,672,0.53025,0.60522
2000,Couple without children,2nd Quintile,No,0.42650,287,672,0.38908,0.46392
2000,Couple without children,3rd Quintile,Yes,0.58037,456,782,0.54576,0.61498
2000,Couple without children,3rd Quintile,No,0.40656,326,782,0.37211,0.44101
2000,Couple without children,4th Quintile,Yes,0.64379,598,915,0.61275,0.67484
2000,Couple without children,4th Quintile,No,0.34043,317,915,0.30971,0.37115
2000,Couple without children,5th Quintile,Yes,0.69724,765,1064,0.66962,0.72486
2000,Couple without children,5th Quintile,No,0.29035,299,1064,0.26307,0.31764
2000,Single parent,1st Quintile,Yes,0.36907,112,312,0.31544,0.42270
2000,Single parent,1st Quintile,No,0.58691,200,312,0.53219,0.64164
2000,Single parent,2nd Quintile,Yes,0.43355,67,153,0.35477,0.51234
2000,Single parent,2nd Quintile,No,0.52463,86,153,0.44524,0.60403
2000,Single parent,3rd Quintile,Yes,0.57160,70,119,0.48232,0.66089
2000,Single parent,3rd Quintile,No,0.40565,49,119,0.31705,0.49424
2000,Single parent,4th Quintile,Yes,0.62932,69,103,0.53559,0.72306
2000,Single parent,4th Quintile,No,0.36291,34,103,0.26960,0.45623
2000,Single parent,5th Quintile,Yes,0.80008,46,46,0.68322,0.91693
2000,Couple with children,1st Quintile,Yes,0.45603,350,739,0.42009,0.49196
2000,Couple with children,1st Quintile,No,0.51667,389,739,0.48062,0.55273
2000,Couple with children,2nd Quintile,Yes,0.61496,684,1094,0.58611,0.64381
2000,Couple with children,2nd Quintile,No,0.36287,410,1094,0.33436,0.39138
2000,Couple with children,3rd Quintile,Yes,0.70571,757,1064,0.67831,0.73311
2000,Couple with children,3rd Quintile,No,0.28913,307,1064,0.26188,0.31639
2000,Couple with children,4th Quintile,Yes,0.79243,771,963,0.76680,0.81806
2000,Couple with children,4th Quintile,No,0.19514,192,963,0.17009,0.22018
2000,Couple with children,5th Quintile,Yes,0.85438,633,721,0.82861,0.88014
2000,Couple with children,5th Quintile,No,0.12721,88,721,0.10287,0.15154
2000,Multi-generational household,4th Quintile,Yes,0.81961,36,36,0.69222,0.94700
2001,Single-person household,1st Quintile,Yes,0.32420,260,806,0.29187,0.35654
2001,Single-person household,1st Quintile,No,0.64829,546,806,0.61531,0.68128
2001,Single-person household,2nd Quintile,Yes,0.37199,228,591,0.33299,0.41099
2001,Single-person household,2nd Quintile,No,0.60570,363,591,0.56626,0.64513
2001,Single-person household,3rd Quintile,Yes,0.40774,217,533,0.36599,0.44950
2001,Single-person household,3rd Quintile,No,0.57182,316,533,0.52977,0.61386
2001,Single-person household,4th Quintile,Yes,0.44878,233,485,0.40447,0.49309
2001,Single-person household,4th Quintile,No,0.52603,252,485,0.48155,0.57052
2001,Single-person household,5th Quintile,Yes,0.46455,221,442,0.41800,0.51110
2001,Single-person household,5th Quintile,No,0.50904,221,442,0.46238,0.55570
2001,Couple without children,1st Quintile,Yes,0.45828,186,402,0.40951,0.50704
2001,Couple without children,1st Quintile,No,0.52166,216,402,0.47276,0.57055
2001,Couple without children,2nd Quintile,Yes,0.54824,349,621,0.50906,0.58741
2001,Couple without children,2nd Quintile,No,0.44697,272,621,0.40783,0.48610
2001,Couple without children,3rd Quintile,Yes,0.57407,413,719,0.53790,0.61024
2001,Couple without children,3rd Quintile,No,0.40781,306,719,0.37187,0.44376
2001,Couple without children,4th Quintile,Yes,0.64727,541,835,0.61484,0.67969
2001,Couple without children,4th Quintile,No,0.34074,294,835,0.30857,0.37290
2001,Couple without children,5th Quintile,Yes,0.71454,704,966,0.68605,0.74304
2001,Couple without children,5th Quintile,No,0.27309,262,966,0.24498,0.30121
2001,Single parent,1st Quintile,Yes,0.37797,112,287,0.32177,0.43417
2001,Single parent,1st Quintile,No,0.55842,175,287,0.50087,0.61597
2001,Single parent,2nd Quintile,Yes,0.42843,76,172,0.35426,0.50260
2001,Single parent,2nd Quintile,No,0.56273,96,172,0.48838,0.63708
2001,Single parent,3rd Quintile,Yes,0.54358,58,108,0.44920,0.63796
2001,Single parent,3rd Quintile,No,0.43981,50,108,0.34576,0.53386
2001,Single parent,4th Quintile,Yes,0.70278,53,53,0.57855,0.82700
2001,Single parent,5th Quintile,Yes,0.79662,38,38,0.66692,0.92632
2001,Couple with children,1st Quintile,Yes,0.43372,268,625,0.39483,0.47260
2001,Couple with children,1st Quintile,No,0.53117,357,625,0.49202,0.57033
2001,Couple with children,2nd Quintile,Yes,0.63029,632,982,0.60009,0.66050
2001,Couple with children,2nd Quintile,No,0.34985,350,982,0.32001,0.37970
2001,Couple with children,3rd Quintile,Yes,0.71686,732,980,0.68863,0.74508
2001,Couple with children,3rd Quintile,No,0.26272,248,980,0.23515,0.29029
2001,Couple with children,4th Quintile,Yes,0.80423,722,890,0.77814,0.83031
2001,Couple with children,4th Quintile,No,0.18580,168,890,0.16023,0.21137
2001,Couple with children,5th Quintile,Yes,0.85597,556,640,0.82874,0.88319
2001,Couple with children,5th Quintile,No,0.13017,84,640,0.10408,0.15626
2002,Single-person household,1st Quintile,Yes,0.30836,243,768,0.27567,0.34104
2002,Single-person household,1st Quintile,No,0.65790,525,768,0.62433,0.69148
2002,Single-person household,2nd Quintile,Yes,0.38918,218,558,0.34869,0.42968
2002,Single-person household,2nd Quintile,No,0.58943,340,558,0.54857,0.63028
2002,Single-person household,3rd Quintile,Yes,0.43449,218,504,0.39117,0.47781
2002,Single-person household,3rd Quintile,No,0.53555,286,504,0.49197,0.57914
2002,Single-person household,4th Quintile,Yes,0.42473,228,509,0.38175,0.46772
2002,Single-person household,4th Quintile,No,0.55678,281,509,0.51358,0.59998
2002,Single-person household,5th Quintile,Yes,0.46277,268,517,0.41975,0.50579
2002,Single-person household,5th Quintile,No,0.51153,249,517,0.46840,0.55466
2002,Couple without children,1st Quintile,Yes,0.44624,177,408,0.39794,0.49454
2002,Couple without children,1st Quintile,No,0.54053,231,408,0.49212,0.58895
2002,Couple without children,2nd Quintile,Yes,0.59980,343,590,0.56023,0.63936
2002,Couple without children,2nd Quintile,No,0.37829,247,590,0.33913,0.41746
2002,Couple without children,3rd Quintile,Yes,0.56585,366,645,0.52757,0.60413
2002,Couple without children,3rd Quintile,No,0.41027,279,645,0.37227,0.44826
2002,Couple without children,4th Quintile,Yes,0.65729,514,780,0.62396,0.69062
2002,Couple without children,4th Quintile,No,0.32464,266,780,0.29176,0.35752
2002,Couple without children,5th Quintile,Yes,0.71635,1064,1414,0.69285,0.73986
2002,Couple without children,5th Quintile,No,0.26455,350,1414,0.24155,0.28755
2002,Single parent,1st Quintile,Yes,0.34124,92,271,0.28469,0.39780
2002,Single parent,1st Quintile,No,0.56977,179,271,0.51072,0.62883
2002,Single parent,2nd Quintile,Yes,0.52271,76,145,0.44113,0.60429
2002,Single parent,2nd Quintile,No,0.46291,69,145,0.38147,0.54435
2002,Single parent,3rd Quintile,Yes,0.59042,69,113,0.49935,0.68150
2002,Single parent,3rd Quintile,No,0.34978,44,113,0.26146,0.43810
2002,Single parent,4th Quintile,Yes,0.74714,63,63,0.63895,0.85534
2002,Single parent,5th Quintile,Yes,0.79296,52,52,0.68176,0.90417
2002,Couple with children,1st Quintile,Yes,0.41444,233,540,0.37285,0.45603
2002,Couple with children,1st Quintile,No,0.54604,307,540,0.50400,0.58807
2002,Couple with children,2nd Quintile,Yes,0.62720,535,848,0.59464,0.65977
2002,Couple with children,2nd Quintile,No,0.36260,313,848,0.33022,0.39497
2002,Couple with children,3rd Quintile,Yes,0.73421,692,917,0.70560,0.76282
2002,Couple with children,3rd Quintile,No,0.25432,225,917,0.22612,0.28252
2002,Couple with children,4th Quintile,Yes,0.77603,726,905,0.74886,0.80321
2002,Couple with children,4th Quintile,No,0.21270,179,905,0.18602,0.23937
2002,Couple with children,5th Quintile,Yes,0.86404,985,1113,0.84390,0.88419
2002,Couple with children,5th Quintile,No,0.11306,128,1113,0.09445,0.13168
2003,Single-person household,1st Quintile,Yes,0.31741,244,770,0.28451,0.35031
2003,Single-person household,1st Quintile,No,0.64781,526,770,0.61405,0.68157
2003,Single-person household,2nd Quintile,Yes,0.37646,205,543,0.33567,0.41725
2003,Single-person household,2nd Quintile,No,0.59968,338,543,0.55843,0.64093
2003,Single-person household,3rd Quintile,Yes,0.43781,229,531,0.39557,0.48004
2003,Single-person household,3rd Quintile,No,0.52596,302,531,0.48345,0.56847
2003,Single-person household,4th Quintile,Yes,0.44734,230,478,0.40272,0.49196
2003,Single-person household,4th Quintile,No,0.52263,248,478,0.47781,0.56746
2003,Single-person household,5th Quintile,Yes,0.46828,267,499,0.42445,0.51210
2003,Single-person household,5th Quintile,No,0.50694,232,499,0.46303,0.55085
2003,Couple without children,1st Quintile,Yes,0.41979,168,423,0.37270,0.46687
2003,Couple without children,1st Quintile,No,0.56795,255,423,0.52069,0.61521
2003,Couple without children,2nd Quintile,Yes,0.58195,362,614,0.54290,0.62099
2003,Couple without children,2nd Quintile,No,0.38935,252,614,0.35075,0.42795
2003,Couple without children,3rd Quintile,Yes,0.56792,352,637,0.52942,0.60642
2003,Couple without children,3rd Quintile,No,0.41554,285,637,0.37724,0.45384
2003,Couple without children,4th Quintile,Yes,0.66597,511,758,0.63237,0.69957
2003,Couple without children,4th Quintile,No,0.31472,247,758,0.28163,0.34780
2003,Couple without children,5th Quintile,Yes,0.71658,1001,1325,0.69231,0.74086
2003,Couple without children,5th Quintile,No,0.26745,324,1325,0.24360,0.29129
2003,Single parent,1st Quintile,Yes,0.36065,117,289,0.30519,0.41611
2003,Single parent,1st Quintile,No,0.58209,172,289,0.52513,0.63906
2003,Single parent,2nd Quintile,Yes,0.42532,60,147,0.34513,0.50552
2003,Single parent,2nd Quintile,No,0.54515,87,147,0.46437,0.62592
2003,Single parent,3rd Quintile,Yes,0.53181,54,97,0.43199,0.63163
2003,Single parent,3rd Quintile,No,0.40708,43,97,0.30880,0.50536
2003,Single parent,4th Quintile,Yes,0.70422,58,58,0.58574,0.82270
2003,Single parent,5th Quintile,Yes,0.84516,53,53,0.74683,0.94348
2003,Couple with children,1st Quintile,Yes,0.41722,207,476,0.37288,0.46157
2003,Couple with children,1st Quintile,No,0.53806,269,476,0.49322,0.58289
2003,Couple with children,2nd Quintile,Yes,0.63278,518,815,0.59967,0.66590
2003,Couple with children,2nd Quintile,No,0.35191,297,815,0.31910,0.38472
2003,Couple with children,3rd Quintile,Yes,0.74156,657,875,0.71253,0.77058
2003,Couple with children,3rd Quintile,No,0.24337,218,875,0.21492,0.27182
2003,Couple with children,4th Quintile,Yes,0.80160,695,848,0.77474,0.82846
2003,Couple with children,4th Quintile,No,0.17922,153,848,0.15339,0.20505
2003,Couple with children,5th Quintile,Yes,0.86788,938,1050,0.84738,0.88837
2003,Couple with children,5th Quintile,No,0.11705,112,1050,0.09759,0.13650
2004,Single-person household,1st Quintile,Yes,0.29529,231,761,0.26285,0.32772
2004,Single-person household,1st Quintile,No,0.67230,530,761,0.63893,0.70567
2004,Single-person household,2nd Quintile,Yes,0.38861,213,538,0.34738,0.42983
2004,Single-person household,2nd Quintile,No,0.58353,325,538,0.54183,0.62523
2004,Single-person household,3rd Quintile,Yes,0.47020,239,512,0.42692,0.51348
2004,Single-person household,3rd Quintile,No,0.50261,273,512,0.45926,0.54596
2004,Single-person household,4th Quintile,Yes,0.44851,208,442,0.40209,0.49493
2004,Single-person household,4th Quintile,No,0.51342,234,442,0.46677,0.56007
