"pgoeffd","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"ja","2004","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","203","0.172278576966642","0.151501951271837","0.193055202661446"
"ja","2004","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2004","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","74","0.216318286849723","0.178360983784183","0.254275589915264"
"ja","2004","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2004","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5624","0.749564977320694","0.739889546387189","0.759240408254198"
"nein","2004","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1955","0.741160945657107","0.724658232139338","0.757663659174877"
"nein","2004","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1066","0.827721423033358","0.806944797338554","0.848498048728163"
"nein","2004","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2004","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","378","0.783681713150277","0.745724410084737","0.821639016215817"
"nein","2004","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2005","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1887","0.254235025048514","0.243970626780379","0.264499423316649"
"ja","2005","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","683","0.271852756151064","0.254060211487609","0.28964530081452"
"ja","2005","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","186","0.173974753384134","0.151663596328568","0.1962859104397"
"ja","2005","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2005","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","65","0.161142886037607","0.125379828702751","0.196905943372464"
"ja","2005","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2005","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5026","0.745764974951486","0.73550057668335","0.756029373219621"
"nein","2005","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1719","0.728147243848936","0.71035469918548","0.745939788512391"
"nein","2005","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","923","0.826025246615866","0.8037140895603","0.848336403671432"
"nein","2005","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2005","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","341","0.838857113962393","0.803094056627536","0.874620171297249"
"nein","2005","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2006","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2002","0.257373548423246","0.247265399148787","0.267481697697704"
"ja","2006","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","688","0.269881252341728","0.252278950415827","0.28748355426763"
"ja","2006","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","181","0.162600776461597","0.140774758640976","0.184426794282217"
"ja","2006","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2006","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","66","0.168297279261284","0.131769928369319","0.204824630153249"
"ja","2006","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2006","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5184","0.742626451576754","0.732518302302296","0.752734600851213"
"nein","2006","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1755","0.730118747658272","0.71251644573237","0.747721049584173"
"nein","2006","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","917","0.837399223538403","0.815573205717783","0.859225241359024"
"nein","2006","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2006","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","337","0.831702720738716","0.795175369846751","0.868230071630681"
"nein","2006","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2007","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1947","0.246905575180899","0.237048114710924","0.256763035650873"
"ja","2007","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","665","0.253036308110386","0.236247636703069","0.269824979517703"
"ja","2007","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","178","0.152067939447847","0.130399820051184","0.17373605884451"
"ja","2007","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2007","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","87","0.160626847737397","0.127606024875086","0.193647670599708"
"ja","2007","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2007","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5404","0.753094424819101","0.743236964349127","0.762951885289076"
"nein","2007","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1911","0.746963691889614","0.730175020482297","0.763752363296931"
"nein","2007","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","877","0.847932060552153","0.82626394115549","0.869600179948816"
"nein","2007","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2007","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","388","0.839373152262603","0.806352329400292","0.872393975124914"
"nein","2007","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2008","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1787","0.248172841711637","0.237794144920547","0.258551538502728"
"ja","2008","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","600","0.245657558211554","0.228304593168937","0.263010523254172"
"ja","2008","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","161","0.147857440062385","0.125250029512677","0.170464850612092"
"ja","2008","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2008","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","69","0.127483047338766","0.0960694771042406","0.158896617573292"
"ja","2008","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2008","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","4867","0.751827158288363","0.741448461497272","0.762205855079453"
"nein","2008","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1764","0.754342441788446","0.736989476745828","0.771695406831064"
"nein","2008","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","786","0.852142559937615","0.829535149387908","0.874749970487323"
"nein","2008","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2008","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","364","0.872516952661234","0.841103382426708","0.903930522895759"
"nein","2008","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2009","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","1722","0.239933812618648","0.229572154303064","0.250295470934232"
"ja","2009","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","584","0.239791047497356","0.222590909378981","0.256991185615731"
"ja","2009","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","161","0.172554368898203","0.147211728035736","0.197897009760671"
"ja","2009","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2009","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","74","0.141176502440537","0.108417068068833","0.173935936812241"
"ja","2009","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2009","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","4803","0.760066187381352","0.749704529065768","0.770427845696936"
"nein","2009","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1783","0.760208952502644","0.743008814384269","0.777409090621019"
"nein","2009","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","693","0.827445631101797","0.80210299023933","0.852788271964264"
"nein","2009","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2009","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","360","0.858823497559463","0.826064063187759","0.891582931931167"
"nein","2009","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2010","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2222","0.249612794727505","0.240454684030666","0.258770905424344"
"ja","2010","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","649","0.245991549513742","0.230174469950536","0.261808629076948"
"ja","2010","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","211","0.156860938383601","0.137831487126459","0.175890389640744"
"ja","2010","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2010","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","105","0.188415028398749","0.156807961455174","0.220022095342325"
"ja","2010","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2010","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","6357","0.750387205272495","0.741229094575657","0.759545315969334"
"nein","2010","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2199","0.754008450486258","0.738191370923052","0.769825530049464"
"nein","2010","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1192","0.843139061616399","0.824109610359256","0.862168512873541"
"nein","2010","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","33","0.876611620556541","0.77469175613962","0.978531484973463"
"nein","2010","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","483","0.811584971601251","0.779977904657675","0.843192038544826"
"nein","2010","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","31","0.908320621421077","0.817753366414419","0.998887876427734"
"ja","2011","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2746","0.2560443993897","0.247636082608777","0.264452716170624"
"ja","2011","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","800","0.23960669511266","0.225087328682304","0.254126061543015"
"ja","2011","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","245","0.162726490374559","0.144801854040155","0.180651126708963"
"ja","2011","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2011","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","141","0.20008674268769","0.171203566365303","0.228969919010077"
"ja","2011","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2011","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","7604","0.7439556006103","0.735547283829376","0.752363917391223"
"nein","2011","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2520","0.76039330488734","0.745873938456985","0.774912671317696"
"nein","2011","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1384","0.837273509625441","0.819348873291037","0.855198145959845"
"nein","2011","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","38","0.951736264822338","0.888409029796211","1.01506349984847"
"nein","2011","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","596","0.79991325731231","0.771030080989923","0.828796433634697"
"nein","2011","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","42","0.871430160660431","0.778651321798762","0.9642089995221"
"ja","2012","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2677","0.262844627877779","0.254224606871865","0.271464648883693"
"ja","2012","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","774","0.244205220775867","0.229425941723832","0.258984499827902"
"ja","2012","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","255","0.161353858529988","0.143599016301764","0.179108700758212"
"ja","2012","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2012","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","137","0.170245869663191","0.143418665049219","0.197073074277162"
"ja","2012","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2012","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","7340","0.737155372122221","0.728535351116307","0.745775393128135"
"nein","2012","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2472","0.755794779224133","0.741015500172098","0.770574058276168"
"nein","2012","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1394","0.838646141470012","0.820891299241788","0.856400983698236"
"nein","2012","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","48","0.93292538673798","0.866815061984944","0.999035711491015"
"nein","2012","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","617","0.829754130336809","0.802926925722838","0.85658133495078"
"nein","2012","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","38","0.820937895072204","0.712474182225525","0.929401607918883"
"ja","2013","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2605","0.274282949400999","0.265247410018694","0.283318488783303"
"ja","2013","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","756","0.257157633438235","0.241441532560669","0.272873734315801"
"ja","2013","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","490","0.154792085020491","0.14285829437912","0.166725875661861"
"ja","2013","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","38","0.149373408112245","0.100696766888948","0.198050049335543"
"ja","2013","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","207","0.184972320601677","0.163299965680988","0.206644675522366"
"ja","2013","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2013","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","6761","0.725717050599001","0.716681511216697","0.734752589981306"
"nein","2013","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2215","0.742842366561765","0.727126265684199","0.758558467439331"
"nein","2013","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","3039","0.845207914979509","0.833274124338139","0.85714170562088"
"nein","2013","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","168","0.850626591887755","0.801949950664457","0.899303233111052"
"nein","2013","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1026","0.815027679398323","0.793355324477634","0.836700034319012"
"nein","2013","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","56","0.879381110121499","0.801972394006522","0.956789826236475"
"ja","2014","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2442","0.280925473921104","0.271400333913907","0.2904506139283"
"ja","2014","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","656","0.24408254375341","0.227877425804984","0.260287661701837"
"ja","2014","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","417","0.174235853386401","0.160334347461085","0.188137359311717"
"ja","2014","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"ja","2014","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","203","0.222942822682436","0.197992137630163","0.247893507734709"
"ja","2014","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2014","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","6111","0.719074526078896","0.7095493860717","0.728599666086093"
"nein","2014","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2043","0.75591745624659","0.739712338298163","0.772122574195017"
"nein","2014","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","2443","0.825764146613599","0.811862640688283","0.839665652538915"
"nein","2014","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","136","0.835281062546688","0.777806432647529","0.892755692445846"
"nein","2014","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","866","0.777057177317564","0.752106492265291","0.802007862369837"
"nein","2014","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","56","0.776601060498431","0.677601520221907","0.875600600774955"
"ja","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2367","0.281811674484154","0.272049910904007","0.291573438064301"
"ja","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","629","0.229941928929158","0.213615974509153","0.246267883349162"
"ja","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","422","0.151364484324176","0.139160266020827","0.163568702627526"
"ja","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","37","0.181115972361627","0.130226689983931","0.232005254739322"
"ja","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","183","0.209882475821267","0.184373637480235","0.235391314162299"
"ja","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2015","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5792","0.718188325515846","0.708426561935699","0.727950089095993"
"nein","2015","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1923","0.770058071070842","0.753732116650838","0.786384025490847"
"nein","2015","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","2891","0.848635515675824","0.836431297372474","0.860839733979173"
"nein","2015","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","183","0.818884027638373","0.767994745260678","0.869773310016069"
"nein","2015","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","796","0.790117524178733","0.764608685837701","0.815626362519765"
"nein","2015","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","54","0.749843480893317","0.646903316547092","0.852783645239542"
"ja","2016","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2214","0.280791153570403","0.270675931497716","0.29090637564309"
"ja","2016","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","596","0.243298544613506","0.226199879874768","0.260397209352245"
"ja","2016","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","434","0.144407290152194","0.13210493781605","0.156709642488337"
"ja","2016","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","44","0.23260129024368","0.18054125923077","0.284661321256591"
"ja","2016","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","199","0.240872900738158","0.213623701664681","0.268122099811634"
"ja","2016","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2016","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5368","0.719208846429597","0.70909362435691","0.729324068502284"
"nein","2016","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1823","0.756701455386494","0.739602790647755","0.773800120125232"
"nein","2016","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","2702","0.855592709847806","0.843290357511663","0.86789506218395"
"nein","2016","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","209","0.76739870975632","0.715338678743409","0.81945874076923"
"nein","2016","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","747","0.759127099261842","0.731877900188366","0.786376298335319"
"nein","2016","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","55","0.701348925155956","0.592570505863549","0.810127344448363"
"ja","2017","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2640","0.276847665608198","0.267592814538604","0.286102516677792"
"ja","2017","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","680","0.247075968771303","0.231131557022286","0.263020380520321"
"ja","2017","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","425","0.15999401689739","0.147561246355849","0.172426787438932"
"ja","2017","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","46","0.175933827029982","0.131650051620935","0.220217602439029"
"ja","2017","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","227","0.229256785897439","0.20379489195789","0.254718679836987"
"ja","2017","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2017","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","6339","0.723152334391802","0.713897483322208","0.732407185461396"
"nein","2017","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2131","0.752924031228697","0.736979619479679","0.768868442977714"
"nein","2017","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","2915","0.840005983102609","0.827573212561068","0.852438753644151"
"nein","2017","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","238","0.824066172970018","0.779782397560971","0.868349948379065"
"nein","2017","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","820","0.770743214102561","0.745281320163013","0.79620510804211"
"nein","2017","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","53","0.907292432694081","0.83390804030272","0.980676825085442"
"ja","2018","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2473","0.286084919896853","0.276363549574688","0.295806290219019"
"ja","2018","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","648","0.252787356465517","0.236299143652475","0.269275569278559"
"ja","2018","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","470","0.180203826867464","0.167267256825285","0.193140396909644"
"ja","2018","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","48","0.183120607923499","0.14074453741204","0.225496678434957"
"ja","2018","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","220","0.212076717874078","0.18711250126431","0.237040934483846"
"ja","2018","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2018","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5829","0.713915080103147","0.704193709780981","0.723636450425312"
"nein","2018","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","2021","0.747212643534483","0.730724430721441","0.763700856347525"
"nein","2018","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","2921","0.819796173132535","0.806859603090356","0.832732743174715"
"nein","2018","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","272","0.816879392076501","0.774503321565043","0.85925546258796"
"nein","2018","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","810","0.787923282125922","0.762959065516154","0.81288749873569"
"nein","2018","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","66","0.791104695635009","0.702023832257924","0.880185559012093"
"ja","2019","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2364","0.284123321226462","0.274345176507151","0.293901465945772"
"ja","2019","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","643","0.25889356760246","0.242004613407942","0.275782521796979"
"ja","2019","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","435","0.18079302079735","0.167299952065035","0.194286089529666"
"ja","2019","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","36","0.177994770131898","0.134046426878792","0.221943113385005"
"ja","2019","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","230","0.231339763546486","0.205032125017985","0.257647402074986"
"ja","2019","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"nein","2019","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","5808","0.715876678773538","0.706098534054228","0.725654823492848"
"nein","2019","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1941","0.74110643239754","0.724217478203021","0.757995386592058"
"nein","2019","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","2690","0.819206979202649","0.805713910470334","0.832700047934965"
"nein","2019","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","255","0.822005229868102","0.778056886614995","0.865953573121208"
"nein","2019","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","757","0.768660236453514","0.742352597925014","0.794967874982015"
"nein","2019","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","57","0.827903524610389","0.741314566367129","0.914492482853649"
