year,migback,sex,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Indirect migration background,male,No,0.90424,410,443,0.87681,0.93168
2021,Indirect migration background,female,Yes,0.05982,33,487,0.03874,0.08091
2021,Indirect migration background,female,No,0.94018,454,487,0.91909,0.96126
2022,No migration background,male,Yes,0.02614,236,8780,0.02280,0.02948
2022,No migration background,male,No,0.97386,8544,8780,0.97052,0.97720
2022,No migration background,female,Yes,0.02562,289,9492,0.02244,0.02880
2022,No migration background,female,No,0.97438,9203,9492,0.97120,0.97756
2022,Direct migration background,male,Yes,0.08947,378,4119,0.08075,0.09818
2022,Direct migration background,male,No,0.91053,3741,4119,0.90182,0.91925
2022,Direct migration background,female,Yes,0.07821,433,3973,0.06986,0.08656
2022,Direct migration background,female,No,0.92179,3540,3973,0.91344,0.93014
2022,Indirect migration background,male,Yes,0.05038,32,671,0.03381,0.06694
2022,Indirect migration background,male,No,0.94962,639,671,0.93306,0.96619
2022,Indirect migration background,female,Yes,0.06312,45,783,0.04607,0.08016
2022,Indirect migration background,female,No,0.93688,738,783,0.91984,0.95393
