year,pgisced97,sampreg,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,First Stage of Tertiary Education,West,No,0.96024,1164,1207,0.94922,0.97127
2004,First Stage of Tertiary Education,East,No,0.94095,406,406,0.91799,0.96391
2004,Second Stage of Tertiary Education,West,Yes,0.04209,87,3019,0.03493,0.04925
2004,Second Stage of Tertiary Education,West,No,0.95791,2932,3019,0.95075,0.96507
2004,Second Stage of Tertiary Education,East,Yes,0.07238,85,1276,0.05815,0.08660
2004,Second Stage of Tertiary Education,East,No,0.92762,1191,1276,0.91340,0.94185
2005,No answer / don't know,West,No,0.88934,208,208,0.84661,0.93208
2005,No answer / don't know,East,No,0.81276,67,67,0.71865,0.90688
2005,Pre-primary Level,West,No,0.99167,502,502,0.98371,0.99963
2005,Primary Level,West,Yes,0.16760,36,228,0.11901,0.21619
2005,Primary Level,West,No,0.83240,192,228,0.78381,0.88099
2005,Lower Secondary Level,West,Yes,0.09847,174,2053,0.08557,0.11136
2005,Lower Secondary Level,West,No,0.90153,1879,2053,0.88864,0.91443
2005,Lower Secondary Level,East,Yes,0.16870,44,338,0.12872,0.20869
2005,Lower Secondary Level,East,No,0.83130,294,338,0.79131,0.87128
2005,Upper Secondary Level,West,Yes,0.06451,441,7622,0.05899,0.07002
2005,Upper Secondary Level,West,No,0.93549,7181,7622,0.92998,0.94101
2005,Upper Secondary Level,East,Yes,0.18443,446,2624,0.16959,0.19928
2005,Upper Secondary Level,East,No,0.81557,2178,2624,0.80072,0.83041
2005,Post-secondary Non-tertiary Level,West,Yes,0.06251,47,967,0.04725,0.07778
2005,Post-secondary Non-tertiary Level,West,No,0.93749,920,967,0.92222,0.95275
2005,Post-secondary Non-tertiary Level,East,No,0.91250,145,145,0.86635,0.95865
2005,First Stage of Tertiary Education,West,Yes,0.04001,42,1140,0.02863,0.05139
2005,First Stage of Tertiary Education,West,No,0.95999,1098,1140,0.94861,0.97137
2005,First Stage of Tertiary Education,East,No,0.93357,394,394,0.90895,0.95819
2005,Second Stage of Tertiary Education,West,Yes,0.04484,92,2913,0.03732,0.05235
2005,Second Stage of Tertiary Education,West,No,0.95516,2821,2913,0.94765,0.96268
2005,Second Stage of Tertiary Education,East,Yes,0.06180,81,1253,0.04846,0.07514
2005,Second Stage of Tertiary Education,East,No,0.93820,1172,1253,0.92486,0.95154
2006,No answer / don't know,West,No,0.88876,228,228,0.84785,0.92966
2006,No answer / don't know,East,No,0.82537,63,63,0.73087,0.91987
2006,Pre-primary Level,West,No,0.97417,319,319,0.95674,0.99161
2006,Pre-primary Level,East,No,0.98654,72,72,0.95973,1.01334
2006,Primary Level,West,Yes,0.17877,35,218,0.12779,0.22975
2006,Primary Level,West,No,0.82123,183,218,0.77025,0.87221
2006,Lower Secondary Level,West,Yes,0.10666,210,2110,0.09348,0.11983
2006,Lower Secondary Level,West,No,0.89334,1900,2110,0.88017,0.90652
2006,Lower Secondary Level,East,Yes,0.18073,50,370,0.14147,0.21999
2006,Lower Secondary Level,East,No,0.81927,320,370,0.78001,0.85853
2006,Upper Secondary Level,West,Yes,0.06738,487,8276,0.06198,0.07278
2006,Upper Secondary Level,West,No,0.93262,7789,8276,0.92722,0.93802
2006,Upper Secondary Level,East,Yes,0.18788,498,2806,0.17343,0.20234
2006,Upper Secondary Level,East,No,0.81212,2308,2806,0.79766,0.82657
2006,Post-secondary Non-tertiary Level,West,Yes,0.04258,42,1042,0.03031,0.05484
2006,Post-secondary Non-tertiary Level,West,No,0.95742,1000,1042,0.94516,0.96969
2006,Post-secondary Non-tertiary Level,East,No,0.91439,154,154,0.87005,0.95872
2006,First Stage of Tertiary Education,West,Yes,0.05732,50,1223,0.04429,0.07036
2006,First Stage of Tertiary Education,West,No,0.94268,1173,1223,0.92964,0.95571
2006,First Stage of Tertiary Education,East,No,0.92967,400,400,0.90458,0.95476
2006,Second Stage of Tertiary Education,West,Yes,0.04306,102,3245,0.03608,0.05005
2006,Second Stage of Tertiary Education,West,No,0.95694,3143,3245,0.94995,0.96392
2006,Second Stage of Tertiary Education,East,Yes,0.05554,73,1332,0.04323,0.06784
2006,Second Stage of Tertiary Education,East,No,0.94446,1259,1332,0.93216,0.95677
2007,No answer / don't know,West,No,0.84838,227,227,0.80162,0.89514
2007,No answer / don't know,East,No,0.94058,74,74,0.88634,0.99481
2007,Pre-primary Level,West,No,0.98275,258,258,0.96682,0.99867
2007,Primary Level,West,No,0.83054,163,163,0.77277,0.88831
2007,Lower Secondary Level,West,Yes,0.10058,170,1875,0.08696,0.11420
2007,Lower Secondary Level,West,No,0.89942,1705,1875,0.88580,0.91304
2007,Lower Secondary Level,East,Yes,0.15404,42,330,0.11503,0.19305
2007,Lower Secondary Level,East,No,0.84596,288,330,0.80695,0.88497
2007,Upper Secondary Level,West,Yes,0.05990,386,7695,0.05460,0.06520
2007,Upper Secondary Level,West,No,0.94010,7309,7695,0.93480,0.94540
2007,Upper Secondary Level,East,Yes,0.16915,414,2626,0.15481,0.18349
2007,Upper Secondary Level,East,No,0.83085,2212,2626,0.81651,0.84519
2007,Post-secondary Non-tertiary Level,West,Yes,0.05085,45,1001,0.03723,0.06447
2007,Post-secondary Non-tertiary Level,West,No,0.94915,956,1001,0.93553,0.96277
2007,Post-secondary Non-tertiary Level,East,No,0.89904,152,152,0.85099,0.94710
2007,First Stage of Tertiary Education,West,Yes,0.05230,43,1128,0.03930,0.06530
2007,First Stage of Tertiary Education,West,No,0.94770,1085,1128,0.93470,0.96070
2007,First Stage of Tertiary Education,East,No,0.94040,383,383,0.91666,0.96414
2007,Second Stage of Tertiary Education,West,Yes,0.03619,75,3089,0.02961,0.04278
2007,Second Stage of Tertiary Education,West,No,0.96381,3014,3089,0.95722,0.97039
2007,Second Stage of Tertiary Education,East,Yes,0.06630,78,1300,0.05277,0.07983
2007,Second Stage of Tertiary Education,East,No,0.93370,1222,1300,0.92017,0.94723
2008,No answer / don't know,West,No,0.95292,240,240,0.92607,0.97978
2008,No answer / don't know,East,No,0.85641,70,70,0.77367,0.93916
2008,Pre-primary Level,West,No,0.99528,272,272,0.98712,1.00344
2008,Pre-primary Level,East,No,0.99025,81,81,0.96872,1.01178
2008,Primary Level,West,No,0.86087,140,140,0.80334,0.91841
2008,Lower Secondary Level,West,Yes,0.08669,147,1709,0.07334,0.10003
2008,Lower Secondary Level,West,No,0.91331,1562,1709,0.89997,0.92666
2008,Lower Secondary Level,East,Yes,0.19909,39,303,0.15405,0.24413
2008,Lower Secondary Level,East,No,0.80091,264,303,0.75587,0.84595
2008,Upper Secondary Level,West,Yes,0.05161,317,7230,0.04651,0.05671
2008,Upper Secondary Level,West,No,0.94839,6913,7230,0.94329,0.95349
2008,Upper Secondary Level,East,Yes,0.15890,373,2501,0.14457,0.17324
2008,Upper Secondary Level,East,No,0.84110,2128,2501,0.82676,0.85543
2008,Post-secondary Non-tertiary Level,West,No,0.96774,897,897,0.95617,0.97931
2008,Post-secondary Non-tertiary Level,East,No,0.87831,149,149,0.82563,0.93098
2008,First Stage of Tertiary Education,West,Yes,0.05325,41,1039,0.03959,0.06691
2008,First Stage of Tertiary Education,West,No,0.94675,998,1039,0.93309,0.96041
2008,First Stage of Tertiary Education,East,No,0.96372,356,356,0.94427,0.98317
2008,Second Stage of Tertiary Education,West,Yes,0.03368,60,2950,0.02717,0.04020
2008,Second Stage of Tertiary Education,West,No,0.96632,2890,2950,0.95980,0.97283
2008,Second Stage of Tertiary Education,East,Yes,0.05438,56,1242,0.04176,0.06700
2008,Second Stage of Tertiary Education,East,No,0.94562,1186,1242,0.93300,0.95824
2009,No answer / don't know,West,No,0.91646,225,225,0.88022,0.95269
2009,No answer / don't know,East,No,0.81999,71,71,0.72999,0.91000
2009,Primary Level,West,No,0.85978,126,126,0.79892,0.92065
2009,Lower Secondary Level,West,Yes,0.09198,128,1524,0.07747,0.10649
2009,Lower Secondary Level,West,No,0.90802,1396,1524,0.89351,0.92253
2009,Lower Secondary Level,East,Yes,0.23165,38,263,0.18056,0.28273
2009,Lower Secondary Level,East,No,0.76835,225,263,0.71727,0.81944
2009,Upper Secondary Level,West,Yes,0.05414,311,6669,0.04871,0.05958
2009,Upper Secondary Level,West,No,0.94586,6358,6669,0.94042,0.95129
2009,Upper Secondary Level,East,Yes,0.15686,329,2394,0.14229,0.17143
2009,Upper Secondary Level,East,No,0.84314,2065,2394,0.82857,0.85771
2009,Post-secondary Non-tertiary Level,West,No,0.96501,818,818,0.95241,0.97761
2009,Post-secondary Non-tertiary Level,East,No,0.88740,136,136,0.83407,0.94072
2009,First Stage of Tertiary Education,West,No,0.95294,930,930,0.93932,0.96656
2009,First Stage of Tertiary Education,East,No,0.93950,352,352,0.91456,0.96444
2009,Second Stage of Tertiary Education,West,Yes,0.03444,63,2828,0.02771,0.04116
2009,Second Stage of Tertiary Education,West,No,0.96556,2765,2828,0.95884,0.97229
2009,Second Stage of Tertiary Education,East,Yes,0.04469,51,1207,0.03303,0.05635
2009,Second Stage of Tertiary Education,East,No,0.95531,1156,1207,0.94365,0.96697
2010,No answer / don't know,West,No,0.92691,224,224,0.89274,0.96107
2010,No answer / don't know,East,No,0.83560,55,55,0.73675,0.93446
2010,Pre-primary Level,West,No,0.99476,366,366,0.98736,1.00217
2010,Pre-primary Level,East,No,0.98924,46,46,0.95909,1.01939
2010,Primary Level,West,Yes,0.20985,92,314,0.16474,0.25496
2010,Primary Level,West,No,0.79015,222,314,0.74504,0.83526
2010,Lower Secondary Level,West,Yes,0.10466,331,2114,0.09161,0.11771
2010,Lower Secondary Level,West,No,0.89534,1783,2114,0.88229,0.90839
2010,Lower Secondary Level,East,Yes,0.19610,92,331,0.15326,0.23894
2010,Lower Secondary Level,East,No,0.80390,239,331,0.76106,0.84674
2010,Upper Secondary Level,West,Yes,0.06162,656,8818,0.05660,0.06664
2010,Upper Secondary Level,West,No,0.93838,8162,8818,0.93336,0.94340
2010,Upper Secondary Level,East,Yes,0.13897,496,2931,0.12644,0.15149
2010,Upper Secondary Level,East,No,0.86103,2435,2931,0.84851,0.87356
2010,Post-secondary Non-tertiary Level,West,Yes,0.03140,77,1453,0.02243,0.04037
2010,Post-secondary Non-tertiary Level,West,No,0.96860,1376,1453,0.95963,0.97757
2010,Post-secondary Non-tertiary Level,East,No,0.89549,232,232,0.85604,0.93494
2010,First Stage of Tertiary Education,West,Yes,0.04248,41,1198,0.03105,0.05390
2010,First Stage of Tertiary Education,West,No,0.95752,1157,1198,0.94610,0.96895
2010,First Stage of Tertiary Education,East,No,0.92535,389,389,0.89920,0.95150
2010,Second Stage of Tertiary Education,West,Yes,0.03214,111,3980,0.02666,0.03762
2010,Second Stage of Tertiary Education,West,No,0.96786,3869,3980,0.96238,0.97334
2010,Second Stage of Tertiary Education,East,Yes,0.04399,62,1396,0.03323,0.05475
2010,Second Stage of Tertiary Education,East,No,0.95601,1334,1396,0.94525,0.96677
2011,No answer / don't know,West,Yes,0.09327,47,467,0.06686,0.11967
2011,No answer / don't know,West,No,0.90673,420,467,0.88033,0.93314
2011,No answer / don't know,East,No,0.82087,88,88,0.74030,0.90145
2011,Pre-primary Level,West,No,0.99943,423,423,0.99717,1.00170
2011,Primary Level,West,Yes,0.17861,87,360,0.13898,0.21823
2011,Primary Level,West,No,0.82139,273,360,0.78177,0.86102
2011,Lower Secondary Level,West,Yes,0.08987,317,2551,0.07877,0.10097
2011,Lower Secondary Level,West,No,0.91013,2234,2551,0.89903,0.92123
2011,Lower Secondary Level,East,Yes,0.21220,105,401,0.17213,0.25227
2011,Lower Secondary Level,East,No,0.78780,296,401,0.74773,0.82787
2011,Upper Secondary Level,West,Yes,0.04462,612,10513,0.04067,0.04857
2011,Upper Secondary Level,West,No,0.95538,9901,10513,0.95143,0.95933
2011,Upper Secondary Level,East,Yes,0.13415,536,3384,0.12266,0.14563
2011,Upper Secondary Level,East,No,0.86585,2848,3384,0.85437,0.87734
2011,Post-secondary Non-tertiary Level,West,Yes,0.03687,83,1711,0.02794,0.04580
2011,Post-secondary Non-tertiary Level,West,No,0.96313,1628,1711,0.95420,0.97206
2011,Post-secondary Non-tertiary Level,East,Yes,0.09664,32,290,0.06258,0.13071
2011,Post-secondary Non-tertiary Level,East,No,0.90336,258,290,0.86929,0.93742
2011,First Stage of Tertiary Education,West,Yes,0.02484,31,1383,0.01663,0.03305
2011,First Stage of Tertiary Education,West,No,0.97516,1352,1383,0.96695,0.98337
2011,First Stage of Tertiary Education,East,No,0.97922,448,448,0.96599,0.99244
2011,Second Stage of Tertiary Education,West,Yes,0.02919,129,4649,0.02435,0.03403
2011,Second Stage of Tertiary Education,West,No,0.97081,4520,4649,0.96597,0.97565
2011,Second Stage of Tertiary Education,East,Yes,0.03130,50,1562,0.02266,0.03994
2011,Second Stage of Tertiary Education,East,No,0.96870,1512,1562,0.96006,0.97734
2012,No answer / don't know,West,No,0.96357,323,323,0.94311,0.98403
2012,No answer / don't know,East,No,0.84325,57,57,0.74802,0.93847
2012,Pre-primary Level,West,No,0.99040,416,416,0.98102,0.99978
2012,Primary Level,West,Yes,0.17833,80,337,0.13740,0.21926
2012,Primary Level,West,No,0.82167,257,337,0.78074,0.86260
2012,Lower Secondary Level,West,Yes,0.08266,309,2525,0.07192,0.09341
2012,Lower Secondary Level,West,No,0.91734,2216,2525,0.90659,0.92808
2012,Lower Secondary Level,East,Yes,0.22169,100,374,0.17954,0.26385
2012,Lower Secondary Level,East,No,0.77831,274,374,0.73615,0.82046
2012,Upper Secondary Level,West,Yes,0.05129,571,10231,0.04701,0.05556
2012,Upper Secondary Level,West,No,0.94871,9660,10231,0.94444,0.95299
2012,Upper Secondary Level,East,Yes,0.13524,511,3317,0.12360,0.14688
2012,Upper Secondary Level,East,No,0.86476,2806,3317,0.85312,0.87640
2012,Post-secondary Non-tertiary Level,West,Yes,0.04090,85,1666,0.03138,0.05041
2012,Post-secondary Non-tertiary Level,West,No,0.95910,1581,1666,0.94959,0.96862
2012,Post-secondary Non-tertiary Level,East,No,0.92454,273,273,0.89315,0.95593
2012,First Stage of Tertiary Education,West,Yes,0.02771,37,1329,0.01888,0.03653
2012,First Stage of Tertiary Education,West,No,0.97229,1292,1329,0.96347,0.98112
2012,First Stage of Tertiary Education,East,No,0.96514,454,454,0.94825,0.98203
2012,Second Stage of Tertiary Education,West,Yes,0.02458,108,4610,0.02011,0.02905
2012,Second Stage of Tertiary Education,West,No,0.97542,4502,4610,0.97095,0.97989
2012,Second Stage of Tertiary Education,East,Yes,0.03732,58,1536,0.02784,0.04680
2012,Second Stage of Tertiary Education,East,No,0.96268,1478,1536,0.95320,0.97216
2013,No answer / don't know,West,Yes,0.07427,48,484,0.05089,0.09766
2013,No answer / don't know,West,No,0.92573,436,484,0.90234,0.94911
2013,No answer / don't know,East,No,0.74409,53,53,0.62548,0.86270
2013,Pre-primary Level,West,No,0.99730,549,549,0.99295,1.00164
2013,Primary Level,West,Yes,0.21099,162,567,0.17738,0.24461
2013,Primary Level,West,No,0.78901,405,567,0.75539,0.82262
2013,Primary Level,East,Yes,0.40980,31,64,0.28836,0.53124
2013,Primary Level,East,No,0.59020,33,64,0.46876,0.71164
2013,Lower Secondary Level,West,Yes,0.09639,476,3295,0.08631,0.10647
2013,Lower Secondary Level,West,No,0.90361,2819,3295,0.89353,0.91369
2013,Lower Secondary Level,East,Yes,0.25831,114,411,0.21595,0.30068
2013,Lower Secondary Level,East,No,0.74169,297,411,0.69932,0.78405
2013,Upper Secondary Level,West,Yes,0.05281,732,10972,0.04863,0.05700
2013,Upper Secondary Level,West,No,0.94719,10240,10972,0.94300,0.95137
2013,Upper Secondary Level,East,Yes,0.11670,464,3188,0.10555,0.12784
2013,Upper Secondary Level,East,No,0.88330,2724,3188,0.87216,0.89445
2013,Post-secondary Non-tertiary Level,West,Yes,0.05663,146,2045,0.04661,0.06666
2013,Post-secondary Non-tertiary Level,West,No,0.94337,1899,2045,0.93334,0.95339
2013,Post-secondary Non-tertiary Level,East,No,0.96030,288,288,0.93771,0.98289
2013,First Stage of Tertiary Education,West,Yes,0.02300,32,1291,0.01482,0.03118
2013,First Stage of Tertiary Education,West,No,0.97700,1259,1291,0.96882,0.98518
2013,First Stage of Tertiary Education,East,No,0.95556,414,414,0.93568,0.97543
2013,Second Stage of Tertiary Education,West,Yes,0.02516,189,5308,0.02095,0.02937
2013,Second Stage of Tertiary Education,West,No,0.97484,5119,5308,0.97063,0.97905
2013,Second Stage of Tertiary Education,East,Yes,0.03014,60,1554,0.02163,0.03864
2013,Second Stage of Tertiary Education,East,No,0.96986,1494,1554,0.96136,0.97837
2014,No answer / don't know,West,Yes,0.06823,50,519,0.04652,0.08994
2014,No answer / don't know,West,No,0.93177,469,519,0.91006,0.95348
2014,No answer / don't know,East,No,0.80063,76,76,0.71021,0.89105
2014,Pre-primary Level,West,No,0.99909,394,394,0.99610,1.00207
2014,Primary Level,West,Yes,0.24975,124,447,0.20957,0.28992
2014,Primary Level,West,No,0.75025,323,447,0.71008,0.79043
2014,Lower Secondary Level,West,Yes,0.09131,366,2730,0.08050,0.10211
2014,Lower Secondary Level,West,No,0.90869,2364,2730,0.89789,0.91950
2014,Lower Secondary Level,East,Yes,0.25097,97,380,0.20731,0.29462
2014,Lower Secondary Level,East,No,0.74903,283,380,0.70538,0.79269
2014,Upper Secondary Level,West,Yes,0.04738,555,9684,0.04315,0.05161
2014,Upper Secondary Level,West,No,0.95262,9129,9684,0.94839,0.95685
2014,Upper Secondary Level,East,Yes,0.12365,372,2852,0.11156,0.13573
2014,Upper Secondary Level,East,No,0.87635,2480,2852,0.86427,0.88844
2014,Post-secondary Non-tertiary Level,West,Yes,0.04975,101,1750,0.03956,0.05994
2014,Post-secondary Non-tertiary Level,West,No,0.95025,1649,1750,0.94006,0.96044
2014,Post-secondary Non-tertiary Level,East,No,0.95295,274,274,0.92783,0.97807
2014,First Stage of Tertiary Education,West,No,0.97392,1157,1157,0.96473,0.98311
2014,First Stage of Tertiary Education,East,No,0.96440,391,391,0.94600,0.98279
2014,Second Stage of Tertiary Education,West,Yes,0.02547,146,4785,0.02100,0.02993
2014,Second Stage of Tertiary Education,West,No,0.97453,4639,4785,0.97007,0.97900
2014,Second Stage of Tertiary Education,East,Yes,0.03442,60,1441,0.02500,0.04383
2014,Second Stage of Tertiary Education,East,No,0.96558,1381,1441,0.95617,0.97500
2015,No answer / don't know,West,Yes,0.07832,58,556,0.05597,0.10068
2015,No answer / don't know,West,No,0.92168,498,556,0.89932,0.94403
2015,No answer / don't know,East,No,0.79810,74,74,0.70602,0.89019
2015,Pre-primary Level,West,No,0.98488,314,314,0.97137,0.99840
2015,Pre-primary Level,East,No,0.97956,55,55,0.94181,1.01730
2015,Primary Level,West,Yes,0.27143,146,479,0.23156,0.31129
2015,Primary Level,West,No,0.72857,333,479,0.68871,0.76844
2015,Lower Secondary Level,West,Yes,0.09319,347,2596,0.08200,0.10437
2015,Lower Secondary Level,West,No,0.90681,2249,2596,0.89563,0.91800
2015,Lower Secondary Level,East,Yes,0.21371,86,363,0.17148,0.25594
2015,Lower Secondary Level,East,No,0.78629,277,363,0.74406,0.82852
2015,Upper Secondary Level,West,Yes,0.04868,552,9417,0.04433,0.05302
2015,Upper Secondary Level,West,No,0.95132,8865,9417,0.94698,0.95567
2015,Upper Secondary Level,East,Yes,0.11711,346,2743,0.10508,0.12915
2015,Upper Secondary Level,East,No,0.88289,2397,2743,0.87085,0.89492
2015,Post-secondary Non-tertiary Level,West,Yes,0.05296,120,1869,0.04281,0.06312
2015,Post-secondary Non-tertiary Level,West,No,0.94704,1749,1869,0.93688,0.95719
2015,Post-secondary Non-tertiary Level,East,No,0.92838,257,257,0.89679,0.95997
2015,First Stage of Tertiary Education,West,No,0.98005,1110,1110,0.97181,0.98828
2015,First Stage of Tertiary Education,East,No,0.98531,386,386,0.97329,0.99733
2015,Second Stage of Tertiary Education,West,Yes,0.02921,208,5004,0.02454,0.03387
2015,Second Stage of Tertiary Education,West,No,0.97079,4796,5004,0.96613,0.97546
2015,Second Stage of Tertiary Education,East,Yes,0.03578,59,1418,0.02611,0.04546
2015,Second Stage of Tertiary Education,East,No,0.96422,1359,1418,0.95454,0.97389
2016,No answer / don't know,West,Yes,0.09724,56,507,0.07143,0.12306
2016,No answer / don't know,West,No,0.90276,451,507,0.87694,0.92857
2016,No answer / don't know,East,No,0.82274,76,76,0.73631,0.90917
2016,Primary Level,West,Yes,0.21947,103,368,0.17712,0.26181
2016,Primary Level,West,No,0.78053,265,368,0.73819,0.82288
2016,Lower Secondary Level,West,Yes,0.08978,291,2274,0.07803,0.10154
2016,Lower Secondary Level,West,No,0.91022,1983,2274,0.89846,0.92197
2016,Lower Secondary Level,East,Yes,0.20707,74,320,0.16260,0.25153
2016,Lower Secondary Level,East,No,0.79293,246,320,0.74847,0.83740
2016,Upper Secondary Level,West,Yes,0.04582,454,8457,0.04136,0.05027
2016,Upper Secondary Level,West,No,0.95418,8003,8457,0.94973,0.95864
2016,Upper Secondary Level,East,Yes,0.12487,309,2553,0.11205,0.13770
2016,Upper Secondary Level,East,No,0.87513,2244,2553,0.86230,0.88795
2016,Post-secondary Non-tertiary Level,West,Yes,0.05440,110,1750,0.04377,0.06503
2016,Post-secondary Non-tertiary Level,West,No,0.94560,1640,1750,0.93497,0.95623
2016,Post-secondary Non-tertiary Level,East,No,0.93544,250,250,0.90492,0.96596
2016,First Stage of Tertiary Education,West,No,0.97391,1011,1011,0.96408,0.98374
2016,First Stage of Tertiary Education,East,No,0.98432,360,360,0.97147,0.99717
2016,Second Stage of Tertiary Education,West,Yes,0.02474,149,4563,0.02023,0.02924
2016,Second Stage of Tertiary Education,West,No,0.97526,4414,4563,0.97076,0.97977
2016,Second Stage of Tertiary Education,East,Yes,0.02390,40,1341,0.01572,0.03208
2016,Second Stage of Tertiary Education,East,No,0.97610,1301,1341,0.96792,0.98428
2017,No answer / don't know,West,Yes,0.09643,122,643,0.07360,0.11927
2017,No answer / don't know,West,No,0.90357,521,643,0.88073,0.92640
2017,No answer / don't know,East,No,0.77650,81,81,0.68521,0.86779
2017,Pre-primary Level,West,No,0.99520,343,343,0.98787,1.00252
2017,Primary Level,West,Yes,0.25954,381,959,0.23178,0.28730
2017,Primary Level,West,No,0.74046,578,959,0.71270,0.76822
2017,Primary Level,East,Yes,0.37535,80,196,0.30738,0.44331
2017,Primary Level,East,No,0.62465,116,196,0.55669,0.69262
2017,Lower Secondary Level,West,Yes,0.09520,436,2709,0.08414,0.10625
2017,Lower Secondary Level,West,No,0.90480,2273,2709,0.89375,0.91586
2017,Lower Secondary Level,East,Yes,0.22861,119,446,0.18959,0.26763
2017,Lower Secondary Level,East,No,0.77139,327,446,0.73237,0.81041
2017,Upper Secondary Level,West,Yes,0.04276,581,9527,0.03870,0.04683
2017,Upper Secondary Level,West,No,0.95724,8946,9527,0.95317,0.96130
2017,Upper Secondary Level,East,Yes,0.09177,301,2917,0.08129,0.10224
2017,Upper Secondary Level,East,No,0.90823,2616,2917,0.89776,0.91871
2017,Post-secondary Non-tertiary Level,West,Yes,0.05129,110,1929,0.04144,0.06114
2017,Post-secondary Non-tertiary Level,West,No,0.94871,1819,1929,0.93886,0.95856
2017,Post-secondary Non-tertiary Level,East,No,0.94654,308,308,0.92138,0.97170
2017,First Stage of Tertiary Education,West,No,0.96896,1109,1109,0.95875,0.97917
2017,First Stage of Tertiary Education,East,No,0.97887,386,386,0.96450,0.99323
2017,Second Stage of Tertiary Education,West,Yes,0.02490,336,5434,0.02076,0.02905
2017,Second Stage of Tertiary Education,West,No,0.97510,5098,5434,0.97095,0.97924
2017,Second Stage of Tertiary Education,East,Yes,0.02496,62,1495,0.01705,0.03287
2017,Second Stage of Tertiary Education,East,No,0.97504,1433,1495,0.96713,0.98295
2018,No answer / don't know,West,Yes,0.09702,130,719,0.07537,0.11867
2018,No answer / don't know,West,No,0.90298,589,719,0.88133,0.92463
2018,No answer / don't know,East,Yes,0.18920,35,128,0.12108,0.25732
2018,No answer / don't know,East,No,0.81080,93,128,0.74268,0.87892
2018,Pre-primary Level,West,No,0.97578,286,286,0.95794,0.99363
2018,Pre-primary Level,East,No,0.99939,57,57,0.99295,1.00584
2018,Primary Level,West,Yes,0.28089,560,1398,0.25732,0.30446
2018,Primary Level,West,No,0.71911,838,1398,0.69554,0.74268
2018,Primary Level,East,Yes,0.39084,117,221,0.32636,0.45532
2018,Primary Level,East,No,0.60916,104,221,0.54468,0.67364
2018,Lower Secondary Level,West,Yes,0.09733,506,2838,0.08643,0.10824
2018,Lower Secondary Level,West,No,0.90267,2332,2838,0.89176,0.91357
2018,Lower Secondary Level,East,Yes,0.23045,141,491,0.19316,0.26773
2018,Lower Secondary Level,East,No,0.76955,350,491,0.73227,0.80684
2018,Upper Secondary Level,West,Yes,0.04112,590,9220,0.03706,0.04517
2018,Upper Secondary Level,West,No,0.95888,8630,9220,0.95483,0.96294
2018,Upper Secondary Level,East,Yes,0.09210,309,2859,0.08149,0.10270
2018,Upper Secondary Level,East,No,0.90790,2550,2859,0.89730,0.91851
2018,Post-secondary Non-tertiary Level,West,Yes,0.04570,115,1874,0.03624,0.05516
2018,Post-secondary Non-tertiary Level,West,No,0.95430,1759,1874,0.94484,0.96376
2018,Post-secondary Non-tertiary Level,East,No,0.95391,308,308,0.93045,0.97737
2018,First Stage of Tertiary Education,West,No,0.97935,1040,1040,0.97070,0.98799
2018,First Stage of Tertiary Education,East,No,0.99062,381,381,0.98093,1.00031
2018,Second Stage of Tertiary Education,West,Yes,0.02599,330,5450,0.02177,0.03022
2018,Second Stage of Tertiary Education,West,No,0.97401,5120,5450,0.96978,0.97823
2018,Second Stage of Tertiary Education,East,Yes,0.01810,82,1478,0.01130,0.02490
2018,Second Stage of Tertiary Education,East,No,0.98190,1396,1478,0.97510,0.98870
2019,No answer / don't know,West,Yes,0.14225,149,642,0.11521,0.16929
2019,No answer / don't know,West,No,0.85775,493,642,0.83071,0.88479
2019,No answer / don't know,East,Yes,0.19917,32,144,0.13371,0.26463
2019,No answer / don't know,East,No,0.80083,112,144,0.73537,0.86629
2019,Pre-primary Level,West,No,0.99872,273,273,0.99448,1.00297
2019,Pre-primary Level,East,No,0.99645,54,54,0.98044,1.01246
2019,Primary Level,West,Yes,0.24133,532,1319,0.21823,0.26443
2019,Primary Level,West,No,0.75867,787,1319,0.73557,0.78177
2019,Primary Level,East,Yes,0.40456,103,198,0.33602,0.47310
2019,Primary Level,East,No,0.59544,95,198,0.52690,0.66398
2019,Lower Secondary Level,West,Yes,0.10412,460,2574,0.09231,0.11592
2019,Lower Secondary Level,West,No,0.89588,2114,2574,0.88408,0.90769
2019,Lower Secondary Level,East,Yes,0.19714,114,463,0.16087,0.23342
2019,Lower Secondary Level,East,No,0.80286,349,463,0.76658,0.83913
2019,Upper Secondary Level,West,Yes,0.03393,466,8936,0.03018,0.03769
2019,Upper Secondary Level,West,No,0.96607,8470,8936,0.96231,0.96982
2019,Upper Secondary Level,East,Yes,0.08009,246,2682,0.06982,0.09037
2019,Upper Secondary Level,East,No,0.91991,2436,2682,0.90963,0.93018
2019,Post-secondary Non-tertiary Level,West,Yes,0.03639,97,1919,0.02801,0.04477
2019,Post-secondary Non-tertiary Level,West,No,0.96361,1822,1919,0.95523,0.97199
2019,Post-secondary Non-tertiary Level,East,No,0.97019,307,307,0.95113,0.98924
2019,First Stage of Tertiary Education,West,No,0.96775,1197,1197,0.95774,0.97776
2019,First Stage of Tertiary Education,East,No,0.96569,429,429,0.94845,0.98294
2019,Second Stage of Tertiary Education,Does not apply,No,0.92907,31,31,0.83720,1.02093
2019,Second Stage of Tertiary Education,West,Yes,0.02045,294,5865,0.01682,0.02407
