year,migback,pgisced97,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Direct migration background,Lower Secondary Level,Yes,0.07587,77,851,0.05807,0.09367
2000,Direct migration background,Lower Secondary Level,No,0.92413,774,851,0.90633,0.94193
2000,Direct migration background,Upper Secondary Level,Yes,0.06897,100,1228,0.05479,0.08315
2000,Direct migration background,Upper Secondary Level,No,0.93103,1128,1228,0.91685,0.94521
2000,Direct migration background,Post-secondary Non-tertiary Level,No,0.92648,255,255,0.89438,0.95857
2000,Direct migration background,First Stage of Tertiary Education,No,0.96163,181,181,0.93356,0.98969
2000,Direct migration background,Second Stage of Tertiary Education,Yes,0.08140,38,398,0.05450,0.10830
2000,Direct migration background,Second Stage of Tertiary Education,No,0.91860,360,398,0.89170,0.94550
2000,Indirect migration background,Lower Secondary Level,No,0.93443,243,243,0.90325,0.96562
2000,Indirect migration background,Upper Secondary Level,No,0.95516,326,326,0.93266,0.97766
2000,Indirect migration background,Post-secondary Non-tertiary Level,No,0.95850,37,37,0.89336,1.02365
2000,Indirect migration background,First Stage of Tertiary Education,No,0.95348,38,38,0.88562,1.02134
2000,Indirect migration background,Second Stage of Tertiary Education,No,0.99135,52,52,0.96593,1.01677
2001,No migration background,Pre-primary Level,No,0.99699,426,426,0.99178,1.00220
2001,No migration background,Primary Level,No,0.83165,75,75,0.74639,0.91690
2001,No migration background,Lower Secondary Level,Yes,0.05570,122,2077,0.04583,0.06557
2001,No migration background,Lower Secondary Level,No,0.94430,1955,2077,0.93443,0.95417
2001,No migration background,Upper Secondary Level,Yes,0.06449,754,10179,0.05971,0.06926
2001,No migration background,Upper Secondary Level,No,0.93551,9425,10179,0.93074,0.94029
2001,No migration background,Post-secondary Non-tertiary Level,No,0.97052,746,746,0.95837,0.98266
2001,No migration background,First Stage of Tertiary Education,Yes,0.04177,65,1475,0.03156,0.05199
2001,No migration background,First Stage of Tertiary Education,No,0.95823,1410,1475,0.94801,0.96844
2001,No migration background,Second Stage of Tertiary Education,Yes,0.03208,112,3133,0.02591,0.03825
2001,No migration background,Second Stage of Tertiary Education,No,0.96792,3021,3133,0.96175,0.97409
2001,Direct migration background,Pre-primary Level,No,0.96687,45,45,0.91399,1.01975
2001,Direct migration background,Primary Level,No,0.92568,191,191,0.88839,0.96298
2001,Direct migration background,Lower Secondary Level,Yes,0.08240,64,772,0.06299,0.10181
2001,Direct migration background,Lower Secondary Level,No,0.91760,708,772,0.89819,0.93701
2001,Direct migration background,Upper Secondary Level,Yes,0.07988,79,1087,0.06376,0.09600
2001,Direct migration background,Upper Secondary Level,No,0.92012,1008,1087,0.90400,0.93624
2001,Direct migration background,Post-secondary Non-tertiary Level,No,0.85521,222,222,0.80882,0.90161
2001,Direct migration background,First Stage of Tertiary Education,No,0.94308,150,150,0.90588,0.98029
2001,Direct migration background,Second Stage of Tertiary Education,Yes,0.09148,35,361,0.06170,0.12126
2001,Direct migration background,Second Stage of Tertiary Education,No,0.90852,326,361,0.87874,0.93830
2001,Indirect migration background,Lower Secondary Level,No,0.88112,206,206,0.83682,0.92543
2001,Indirect migration background,Upper Secondary Level,No,0.95624,293,293,0.93278,0.97970
2001,Indirect migration background,Post-secondary Non-tertiary Level,No,0.95526,35,35,0.88577,1.02475
2001,Indirect migration background,First Stage of Tertiary Education,No,0.98602,35,35,0.94657,1.02548
2001,Indirect migration background,Second Stage of Tertiary Education,No,0.97674,53,53,0.93577,1.01771
2002,No migration background,Pre-primary Level,No,0.99149,479,479,0.98326,0.99972
2002,No migration background,Primary Level,No,0.85833,71,71,0.77664,0.94002
2002,No migration background,Lower Secondary Level,Yes,0.06519,117,1983,0.05432,0.07606
2002,No migration background,Lower Secondary Level,No,0.93481,1866,1983,0.92394,0.94568
2002,No migration background,Upper Secondary Level,Yes,0.07372,778,10243,0.06866,0.07878
2002,No migration background,Upper Secondary Level,No,0.92628,9465,10243,0.92122,0.93134
2002,No migration background,Post-secondary Non-tertiary Level,Yes,0.03467,36,886,0.02262,0.04673
2002,No migration background,Post-secondary Non-tertiary Level,No,0.96533,850,886,0.95327,0.97738
2002,No migration background,First Stage of Tertiary Education,Yes,0.04222,61,1544,0.03219,0.05225
2002,No migration background,First Stage of Tertiary Education,No,0.95778,1483,1544,0.94775,0.96781
2002,No migration background,Second Stage of Tertiary Education,Yes,0.03645,126,4100,0.03071,0.04219
2002,No migration background,Second Stage of Tertiary Education,No,0.96355,3974,4100,0.95781,0.96929
2002,Direct migration background,Primary Level,No,0.89455,174,174,0.84878,0.94032
2002,Direct migration background,Lower Secondary Level,Yes,0.08528,62,709,0.06471,0.10585
2002,Direct migration background,Lower Secondary Level,No,0.91472,647,709,0.89415,0.93529
2002,Direct migration background,Upper Secondary Level,Yes,0.09211,88,1021,0.07437,0.10986
2002,Direct migration background,Upper Secondary Level,No,0.90789,933,1021,0.89014,0.92563
2002,Direct migration background,Post-secondary Non-tertiary Level,No,0.90763,220,220,0.86928,0.94598
2002,Direct migration background,First Stage of Tertiary Education,No,0.95587,149,149,0.92278,0.98896
2002,Direct migration background,Second Stage of Tertiary Education,No,0.90019,363,363,0.86932,0.93107
2002,Indirect migration background,Lower Secondary Level,No,0.89545,178,178,0.85037,0.94053
2002,Indirect migration background,Upper Secondary Level,No,0.91307,298,298,0.88103,0.94511
2002,Indirect migration background,Post-secondary Non-tertiary Level,No,0.93157,32,32,0.84269,1.02045
2002,Indirect migration background,Second Stage of Tertiary Education,No,0.97510,64,64,0.93663,1.01358
2003,No migration background,Pre-primary Level,No,0.98874,495,495,0.97944,0.99805
2003,No migration background,Primary Level,No,0.79706,70,70,0.70216,0.89196
2003,No migration background,Lower Secondary Level,Yes,0.08069,140,1889,0.06841,0.09298
2003,No migration background,Lower Secondary Level,No,0.91931,1749,1889,0.90702,0.93159
2003,No migration background,Upper Secondary Level,Yes,0.07826,806,9810,0.07294,0.08357
2003,No migration background,Upper Secondary Level,No,0.92161,9004,9810,0.91629,0.92693
2003,No migration background,Post-secondary Non-tertiary Level,Yes,0.04500,48,883,0.03132,0.05868
2003,No migration background,Post-secondary Non-tertiary Level,No,0.95500,835,883,0.94132,0.96868
2003,No migration background,First Stage of Tertiary Education,Yes,0.04573,64,1505,0.03517,0.05629
2003,No migration background,First Stage of Tertiary Education,No,0.95427,1441,1505,0.94371,0.96483
2003,No migration background,Second Stage of Tertiary Education,Yes,0.04297,147,3921,0.03662,0.04932
2003,No migration background,Second Stage of Tertiary Education,No,0.95703,3774,3921,0.95068,0.96338
2003,Direct migration background,Pre-primary Level,No,0.97602,50,50,0.93319,1.01886
2003,Direct migration background,Primary Level,No,0.91071,154,154,0.86553,0.95590
2003,Direct migration background,Lower Secondary Level,Yes,0.09855,59,658,0.07576,0.12135
2003,Direct migration background,Lower Secondary Level,No,0.89836,599,658,0.87526,0.92147
2003,Direct migration background,Upper Secondary Level,Yes,0.10992,95,969,0.09021,0.12962
2003,Direct migration background,Upper Secondary Level,No,0.89008,874,969,0.87038,0.90979
2003,Direct migration background,Post-secondary Non-tertiary Level,No,0.87591,200,200,0.83010,0.92172
2003,Direct migration background,First Stage of Tertiary Education,No,0.95796,135,135,0.92399,0.99194
2003,Direct migration background,Second Stage of Tertiary Education,No,0.93087,346,346,0.90410,0.95764
2003,Indirect migration background,Lower Secondary Level,No,0.83818,165,165,0.78182,0.89455
2003,Indirect migration background,Upper Secondary Level,Yes,0.09418,31,326,0.06243,0.12594
2003,Indirect migration background,Upper Secondary Level,No,0.90582,295,326,0.87406,0.93757
2003,Indirect migration background,Post-secondary Non-tertiary Level,No,0.95701,41,41,0.89416,1.01987
2003,Indirect migration background,First Stage of Tertiary Education,No,0.98799,38,38,0.95289,1.02309
2003,Indirect migration background,Second Stage of Tertiary Education,No,0.96294,60,60,0.91474,1.01114
2004,No migration background,Pre-primary Level,No,0.98937,493,493,0.98031,0.99843
2004,No migration background,Primary Level,No,0.78460,66,66,0.68466,0.88454
2004,No migration background,Lower Secondary Level,Yes,0.07332,120,1771,0.06117,0.08546
2004,No migration background,Lower Secondary Level,No,0.92668,1651,1771,0.91454,0.93883
2004,No migration background,Upper Secondary Level,Yes,0.08706,819,9511,0.08139,0.09272
2004,No migration background,Upper Secondary Level,No,0.91294,8692,9511,0.90728,0.91861
2004,No migration background,Post-secondary Non-tertiary Level,Yes,0.05078,44,889,0.03634,0.06522
2004,No migration background,Post-secondary Non-tertiary Level,No,0.94922,845,889,0.93478,0.96366
2004,No migration background,First Stage of Tertiary Education,Yes,0.03921,56,1460,0.02925,0.04917
2004,No migration background,First Stage of Tertiary Education,No,0.96079,1404,1460,0.95083,0.97075
2004,No migration background,Second Stage of Tertiary Education,Yes,0.04530,146,3876,0.03875,0.05185
2004,No migration background,Second Stage of Tertiary Education,No,0.95470,3730,3876,0.94815,0.96125
2004,Direct migration background,Primary Level,No,0.87615,140,140,0.82139,0.93091
2004,Direct migration background,Lower Secondary Level,Yes,0.13022,70,617,0.10364,0.15679
2004,Direct migration background,Lower Secondary Level,No,0.86978,547,617,0.84321,0.89636
2004,Direct migration background,Upper Secondary Level,Yes,0.11594,101,947,0.09554,0.13634
2004,Direct migration background,Upper Secondary Level,No,0.88406,846,947,0.86366,0.90446
2004,Direct migration background,Post-secondary Non-tertiary Level,No,0.91133,199,199,0.87173,0.95092
2004,Direct migration background,First Stage of Tertiary Education,No,0.90788,126,126,0.85719,0.95858
2004,Direct migration background,Second Stage of Tertiary Education,No,0.91897,335,335,0.88970,0.94823
2004,Indirect migration background,Lower Secondary Level,No,0.85865,160,160,0.80450,0.91280
2004,Indirect migration background,Upper Secondary Level,No,0.88981,293,293,0.85389,0.92572
2004,Indirect migration background,Post-secondary Non-tertiary Level,No,0.88898,44,44,0.79508,0.98288
2004,Indirect migration background,First Stage of Tertiary Education,No,0.98264,40,40,0.94164,1.02363
2004,Indirect migration background,Second Stage of Tertiary Education,No,0.95610,58,58,0.90292,1.00929
2005,No migration background,Pre-primary Level,No,0.99071,503,503,0.98231,0.99910
2005,No migration background,Primary Level,No,0.80985,65,65,0.71371,0.90600
2005,No migration background,Lower Secondary Level,Yes,0.08923,126,1647,0.07545,0.10300
2005,No migration background,Lower Secondary Level,No,0.91077,1521,1647,0.89700,0.92455
2005,No migration background,Upper Secondary Level,Yes,0.08485,757,9035,0.07910,0.09059
2005,No migration background,Upper Secondary Level,No,0.91480,8278,9035,0.90905,0.92056
2005,No migration background,Post-secondary Non-tertiary Level,Yes,0.04847,35,870,0.03420,0.06275
2005,No migration background,Post-secondary Non-tertiary Level,No,0.95153,835,870,0.93725,0.96580
2005,No migration background,First Stage of Tertiary Education,Yes,0.04275,55,1387,0.03210,0.05340
2005,No migration background,First Stage of Tertiary Education,No,0.95725,1332,1387,0.94660,0.96790
2005,No migration background,Second Stage of Tertiary Education,Yes,0.04043,143,3758,0.03413,0.04672
2005,No migration background,Second Stage of Tertiary Education,No,0.95957,3615,3758,0.95328,0.96587
2005,Direct migration background,Primary Level,No,0.85071,129,129,0.78897,0.91245
2005,Direct migration background,Lower Secondary Level,Yes,0.14099,64,567,0.11232,0.16966
2005,Direct migration background,Lower Secondary Level,No,0.85901,503,567,0.83034,0.88768
2005,Direct migration background,Upper Secondary Level,Yes,0.10735,93,874,0.08682,0.12789
2005,Direct migration background,Upper Secondary Level,No,0.89265,781,874,0.87211,0.91318
2005,Direct migration background,Post-secondary Non-tertiary Level,No,0.87924,188,188,0.83253,0.92594
2005,Direct migration background,First Stage of Tertiary Education,No,0.93118,121,121,0.88588,0.97647
2005,Direct migration background,Second Stage of Tertiary Education,No,0.88955,314,314,0.85482,0.92427
2005,Indirect migration background,Pre-primary Level,No,0.99236,91,91,0.97438,1.01035
2005,Indirect migration background,Lower Secondary Level,No,0.83555,149,149,0.77583,0.89528
2005,Indirect migration background,Upper Secondary Level,Yes,0.12935,37,337,0.09347,0.16523
2005,Indirect migration background,Upper Secondary Level,No,0.87065,300,337,0.83477,0.90653
2005,Indirect migration background,Post-secondary Non-tertiary Level,No,0.93554,42,42,0.86037,1.01071
2005,Indirect migration background,First Stage of Tertiary Education,No,0.93894,39,39,0.86282,1.01507
2005,Indirect migration background,Second Stage of Tertiary Education,No,0.95040,64,64,0.89678,1.00401
2006,No migration background,Pre-primary Level,No,0.58324,303,303,0.52763,0.63884
2006,No migration background,Primary Level,No,0.76411,72,72,0.66535,0.86286
2006,No migration background,Lower Secondary Level,Yes,0.11192,167,1765,0.09721,0.12663
2006,No migration background,Lower Secondary Level,No,0.87163,1598,1765,0.85602,0.88724
2006,No migration background,Upper Secondary Level,Yes,0.08566,837,9837,0.08013,0.09119
2006,No migration background,Upper Secondary Level,No,0.91392,9000,9837,0.90837,0.91946
2006,No migration background,Post-secondary Non-tertiary Level,Yes,0.03697,35,943,0.02492,0.04902
2006,No migration background,Post-secondary Non-tertiary Level,No,0.96303,908,943,0.95098,0.97508
2006,No migration background,First Stage of Tertiary Education,Yes,0.05134,62,1466,0.04004,0.06264
2006,No migration background,First Stage of Tertiary Education,No,0.94866,1404,1466,0.93736,0.95996
2006,No migration background,Second Stage of Tertiary Education,Yes,0.03574,141,4135,0.03008,0.04140
2006,No migration background,Second Stage of Tertiary Education,No,0.96426,3994,4135,0.95860,0.96992
2006,Direct migration background,Pre-primary Level,No,0.72521,31,31,0.56546,0.88495
2006,Direct migration background,Primary Level,No,0.90445,122,122,0.85206,0.95683
2006,Direct migration background,Lower Secondary Level,Yes,0.10570,63,543,0.07981,0.13158
2006,Direct migration background,Lower Secondary Level,No,0.88659,480,543,0.85989,0.91328
2006,Direct migration background,Upper Secondary Level,Yes,0.13677,110,897,0.11427,0.15927
2006,Direct migration background,Upper Secondary Level,No,0.86323,787,897,0.84073,0.88573
2006,Direct migration background,Post-secondary Non-tertiary Level,No,0.91686,199,199,0.87840,0.95532
2006,Direct migration background,First Stage of Tertiary Education,No,0.86178,130,130,0.80222,0.92134
2006,Direct migration background,Second Stage of Tertiary Education,Yes,0.12281,32,366,0.08914,0.15648
2006,Direct migration background,Second Stage of Tertiary Education,No,0.87719,334,366,0.84352,0.91086
2006,Indirect migration background,Pre-primary Level,No,0.71215,57,57,0.59356,0.83073
2006,Indirect migration background,Lower Secondary Level,No,0.79387,142,142,0.72709,0.86064
2006,Indirect migration background,Upper Secondary Level,Yes,0.11878,38,348,0.08473,0.15282
2006,Indirect migration background,Upper Secondary Level,No,0.88122,310,348,0.84718,0.91527
2006,Indirect migration background,Post-secondary Non-tertiary Level,No,0.96087,47,47,0.90483,1.01690
2006,Indirect migration background,First Stage of Tertiary Education,No,0.94907,39,39,0.87916,1.01897
2006,Indirect migration background,Second Stage of Tertiary Education,No,0.97009,74,74,0.93101,1.00916
2007,No migration background,Pre-primary Level,No,0.50037,273,273,0.44095,0.55979
2007,No migration background,Primary Level,No,0.75516,63,63,0.64812,0.86219
2007,No migration background,Lower Secondary Level,Yes,0.09977,137,1575,0.08497,0.11458
2007,No migration background,Lower Secondary Level,No,0.88123,1438,1575,0.86525,0.89722
2007,No migration background,Upper Secondary Level,Yes,0.07672,696,9194,0.07128,0.08216
2007,No migration background,Upper Secondary Level,No,0.92297,8498,9194,0.91752,0.92842
2007,No migration background,Post-secondary Non-tertiary Level,Yes,0.04494,35,911,0.03148,0.05840
2007,No migration background,Post-secondary Non-tertiary Level,No,0.95506,876,911,0.94160,0.96852
2007,No migration background,First Stage of Tertiary Education,Yes,0.05355,58,1370,0.04163,0.06548
2007,No migration background,First Stage of Tertiary Education,No,0.94645,1312,1370,0.93452,0.95837
2007,No migration background,Second Stage of Tertiary Education,Yes,0.03362,124,3960,0.02801,0.03924
2007,No migration background,Second Stage of Tertiary Education,No,0.96638,3836,3960,0.96076,0.97199
2007,Direct migration background,Primary Level,No,0.87061,105,105,0.80610,0.93511
2007,Direct migration background,Lower Secondary Level,Yes,0.09933,52,473,0.07234,0.12631
2007,Direct migration background,Lower Secondary Level,No,0.88848,421,473,0.86009,0.91688
2007,Direct migration background,Upper Secondary Level,Yes,0.11844,83,799,0.09602,0.14086
2007,Direct migration background,Upper Secondary Level,No,0.88156,716,799,0.85914,0.90398
2007,Direct migration background,Post-secondary Non-tertiary Level,No,0.90399,185,185,0.86142,0.94656
2007,Direct migration background,First Stage of Tertiary Education,No,0.93538,120,120,0.89120,0.97955
2007,Direct migration background,Second Stage of Tertiary Education,No,0.87754,317,317,0.84139,0.91368
2007,Indirect migration background,Pre-primary Level,No,0.53209,48,48,0.38943,0.67474
2007,Indirect migration background,Lower Secondary Level,No,0.78445,134,134,0.71456,0.85433
2007,Indirect migration background,Upper Secondary Level,No,0.89024,307,307,0.85521,0.92526
2007,Indirect migration background,Post-secondary Non-tertiary Level,No,0.94533,47,47,0.87963,1.01103
2007,Indirect migration background,First Stage of Tertiary Education,No,0.98442,36,36,0.94339,1.02545
2007,Indirect migration background,Second Stage of Tertiary Education,No,0.98915,83,83,0.96673,1.01157
2008,No migration background,Pre-primary Level,No,0.62792,290,290,0.57220,0.68365
2008,No migration background,Primary Level,No,0.86300,59,59,0.77451,0.95150
2008,No migration background,Lower Secondary Level,Yes,0.09233,118,1425,0.07730,0.10737
2008,No migration background,Lower Secondary Level,No,0.88023,1307,1425,0.86336,0.89709
2008,No migration background,Upper Secondary Level,Yes,0.06936,602,8698,0.06402,0.07470
2008,No migration background,Upper Secondary Level,No,0.93014,8096,8698,0.92478,0.93550
2008,No migration background,Post-secondary Non-tertiary Level,No,0.96532,831,831,0.95287,0.97777
2008,No migration background,First Stage of Tertiary Education,Yes,0.04696,51,1266,0.03530,0.05861
2008,No migration background,First Stage of Tertiary Education,No,0.95304,1215,1266,0.94139,0.96470
2008,No migration background,Second Stage of Tertiary Education,Yes,0.02649,88,3794,0.02138,0.03160
2008,No migration background,Second Stage of Tertiary Education,No,0.97351,3706,3794,0.96840,0.97862
2008,Direct migration background,Primary Level,No,0.89081,90,90,0.82602,0.95561
2008,Direct migration background,Lower Secondary Level,Yes,0.08426,42,429,0.05794,0.11057
2008,Direct migration background,Lower Secondary Level,No,0.91574,387,429,0.88943,0.94206
2008,Direct migration background,Upper Secondary Level,Yes,0.09619,64,714,0.07455,0.11783
2008,Direct migration background,Upper Secondary Level,No,0.90381,650,714,0.88217,0.92545
2008,Direct migration background,Post-secondary Non-tertiary Level,No,0.93102,176,176,0.89347,0.96857
2008,Direct migration background,First Stage of Tertiary Education,No,0.92861,106,106,0.87936,0.97786
2008,Direct migration background,Second Stage of Tertiary Education,No,0.86849,286,286,0.82926,0.90773
2008,Indirect migration background,Pre-primary Level,No,0.45084,53,53,0.31559,0.58608
2008,Indirect migration background,Lower Secondary Level,No,0.76671,132,132,0.69428,0.83913
2008,Indirect migration background,Upper Secondary Level,No,0.90731,295,295,0.87416,0.94046
2008,Indirect migration background,Post-secondary Non-tertiary Level,No,0.96826,39,39,0.91251,1.02400
2008,Indirect migration background,First Stage of Tertiary Education,No,0.93774,33,33,0.85402,1.02146
2008,Indirect migration background,Second Stage of Tertiary Education,No,0.96471,84,84,0.92502,1.00441
2009,No migration background,Pre-primary Level,No,0.64259,252,252,0.58330,0.70188
2009,No migration background,Primary Level,No,0.81972,48,48,0.70981,0.92962
2009,No migration background,Lower Secondary Level,Yes,0.09782,112,1282,0.08155,0.11409
2009,No migration background,Lower Secondary Level,No,0.87766,1170,1282,0.85971,0.89560
2009,No migration background,Upper Secondary Level,Yes,0.06733,539,8160,0.06189,0.07277
2009,No migration background,Upper Secondary Level,No,0.93256,7621,8160,0.92712,0.93800
2009,No migration background,Post-secondary Non-tertiary Level,No,0.95876,763,763,0.94465,0.97288
2009,No migration background,First Stage of Tertiary Education,Yes,0.04948,41,1206,0.03724,0.06173
2009,No migration background,First Stage of Tertiary Education,No,0.95052,1165,1206,0.93827,0.96276
2009,No migration background,Second Stage of Tertiary Education,Yes,0.02560,90,3656,0.02048,0.03072
2009,No migration background,Second Stage of Tertiary Education,No,0.97440,3566,3656,0.96928,0.97952
2009,Direct migration background,Primary Level,No,0.88248,82,82,0.81235,0.95261
2009,Direct migration background,Lower Secondary Level,Yes,0.09546,33,362,0.06515,0.12577
2009,Direct migration background,Lower Secondary Level,No,0.90454,329,362,0.87423,0.93485
2009,Direct migration background,Upper Secondary Level,Yes,0.14162,75,615,0.11404,0.16920
2009,Direct migration background,Upper Secondary Level,No,0.85838,540,615,0.83080,0.88596
2009,Direct migration background,Post-secondary Non-tertiary Level,No,0.94834,158,158,0.91371,0.98296
2009,Direct migration background,First Stage of Tertiary Education,No,0.93339,88,88,0.88100,0.98579
2009,Direct migration background,Second Stage of Tertiary Education,No,0.87016,269,269,0.82992,0.91041
2009,Indirect migration background,Pre-primary Level,No,0.64067,50,50,0.50633,0.77502
2009,Indirect migration background,Lower Secondary Level,No,0.73672,122,122,0.65825,0.81520
2009,Indirect migration background,Upper Secondary Level,No,0.91776,262,262,0.88443,0.95109
2009,Indirect migration background,Post-secondary Non-tertiary Level,No,0.94162,33,33,0.86038,1.02286
2009,Indirect migration background,Second Stage of Tertiary Education,No,0.99024,86,86,0.96934,1.01114
2010,No migration background,Pre-primary Level,No,0.67490,306,306,0.62233,0.72747
2010,No migration background,Primary Level,Yes,0.34539,62,144,0.26745,0.42332
2010,No migration background,Primary Level,No,0.65461,82,144,0.57668,0.73255
2010,No migration background,Lower Secondary Level,Yes,0.09820,277,1619,0.08370,0.11270
2010,No migration background,Lower Secondary Level,No,0.87637,1342,1619,0.86033,0.89241
2010,No migration background,Upper Secondary Level,Yes,0.06802,939,10202,0.06314,0.07291
2010,No migration background,Upper Secondary Level,No,0.93186,9263,10202,0.92697,0.93675
2010,No migration background,Post-secondary Non-tertiary Level,Yes,0.03028,57,1300,0.02096,0.03960
2010,No migration background,Post-secondary Non-tertiary Level,No,0.96972,1243,1300,0.96040,0.97904
2010,No migration background,First Stage of Tertiary Education,Yes,0.04620,53,1442,0.03536,0.05704
2010,No migration background,First Stage of Tertiary Education,No,0.95380,1389,1442,0.94296,0.96464
2010,No migration background,Second Stage of Tertiary Education,Yes,0.02472,114,4666,0.02026,0.02917
2010,No migration background,Second Stage of Tertiary Education,No,0.97528,4552,4666,0.97083,0.97974
2010,Direct migration background,Primary Level,Yes,0.08817,37,178,0.04640,0.12995
2010,Direct migration background,Primary Level,No,0.91183,141,178,0.87005,0.95360
2010,Direct migration background,Lower Secondary Level,Yes,0.12795,104,637,0.10199,0.15391
2010,Direct migration background,Lower Secondary Level,No,0.87205,533,637,0.84609,0.89801
2010,Direct migration background,Upper Secondary Level,Yes,0.14892,156,1087,0.12774,0.17009
2010,Direct migration background,Upper Secondary Level,No,0.85088,931,1087,0.82970,0.87207
2010,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.08554,42,334,0.05550,0.11558
2010,Direct migration background,Post-secondary Non-tertiary Level,No,0.91446,292,334,0.88442,0.94450
2010,Direct migration background,First Stage of Tertiary Education,No,0.91226,110,110,0.85915,0.96537
2010,Direct migration background,Second Stage of Tertiary Education,Yes,0.10622,57,560,0.08067,0.13176
2010,Direct migration background,Second Stage of Tertiary Education,No,0.89378,503,560,0.86824,0.91933
2010,Indirect migration background,Pre-primary Level,No,0.66451,81,81,0.56104,0.76798
2010,Indirect migration background,Lower Secondary Level,Yes,0.19854,42,189,0.14151,0.25556
2010,Indirect migration background,Lower Secondary Level,No,0.74447,147,189,0.68212,0.80682
2010,Indirect migration background,Upper Secondary Level,Yes,0.09445,57,460,0.06769,0.12120
2010,Indirect migration background,Upper Secondary Level,No,0.90555,403,460,0.87880,0.93231
2010,Indirect migration background,Post-secondary Non-tertiary Level,No,0.99392,73,73,0.97595,1.01188
2010,Indirect migration background,First Stage of Tertiary Education,No,0.97658,47,47,0.93288,1.02028
2010,Indirect migration background,Second Stage of Tertiary Education,No,0.98986,148,148,0.97367,1.00606
2011,No migration background,Pre-primary Level,No,0.57339,362,362,0.52237,0.62441
2011,No migration background,Primary Level,Yes,0.25747,74,200,0.19672,0.31822
2011,No migration background,Primary Level,No,0.74253,126,200,0.68178,0.80328
2011,No migration background,Lower Secondary Level,Yes,0.09590,294,2084,0.08326,0.10855
2011,No migration background,Lower Secondary Level,No,0.88256,1790,2084,0.86874,0.89639
2011,No migration background,Upper Secondary Level,Yes,0.05793,966,12150,0.05377,0.06208
2011,No migration background,Upper Secondary Level,No,0.94155,11184,12150,0.93738,0.94572
2011,No migration background,Post-secondary Non-tertiary Level,Yes,0.04173,73,1546,0.03176,0.05170
2011,No migration background,Post-secondary Non-tertiary Level,No,0.95827,1473,1546,0.94830,0.96824
2011,No migration background,First Stage of Tertiary Education,Yes,0.02375,43,1667,0.01644,0.03106
2011,No migration background,First Stage of Tertiary Education,No,0.97625,1624,1667,0.96894,0.98356
2011,No migration background,Second Stage of Tertiary Education,Yes,0.02095,115,5393,0.01712,0.02477
2011,No migration background,Second Stage of Tertiary Education,No,0.97896,5278,5393,0.97513,0.98279
2011,Direct migration background,Primary Level,Yes,0.11740,32,181,0.07038,0.16443
2011,Direct migration background,Primary Level,No,0.88260,149,181,0.83557,0.92962
2011,Direct migration background,Lower Secondary Level,Yes,0.09431,89,664,0.07206,0.11655
2011,Direct migration background,Lower Secondary Level,No,0.89998,575,664,0.87714,0.92281
2011,Direct migration background,Upper Secondary Level,Yes,0.09998,140,1233,0.08323,0.11673
2011,Direct migration background,Upper Secondary Level,No,0.89967,1093,1233,0.88290,0.91645
2011,Direct migration background,Post-secondary Non-tertiary Level,Yes,0.05328,35,369,0.03034,0.07623
2011,Direct migration background,Post-secondary Non-tertiary Level,No,0.94620,334,369,0.92315,0.96925
2011,Direct migration background,First Stage of Tertiary Education,No,0.97249,123,123,0.94347,1.00152
2011,Direct migration background,Second Stage of Tertiary Education,Yes,0.09202,62,643,0.06966,0.11438
2011,Direct migration background,Second Stage of Tertiary Education,No,0.90798,581,643,0.88562,0.93034
2011,Indirect migration background,Pre-primary Level,No,0.52386,88,88,0.41891,0.62881
2011,Indirect migration background,Lower Secondary Level,Yes,0.20405,39,204,0.14861,0.25949
2011,Indirect migration background,Lower Secondary Level,No,0.74893,165,204,0.68927,0.80858
2011,Indirect migration background,Upper Secondary Level,Yes,0.06813,42,514,0.04632,0.08993
2011,Indirect migration background,Upper Secondary Level,No,0.93187,472,514,0.91007,0.95368
2011,Indirect migration background,Post-secondary Non-tertiary Level,No,0.96626,79,79,0.92619,1.00633
2011,Indirect migration background,First Stage of Tertiary Education,No,0.98207,53,53,0.94600,1.01814
2011,Indirect migration background,Second Stage of Tertiary Education,No,0.99750,173,173,0.99003,1.00496
2012,No migration background,Pre-primary Level,No,0.56418,356,356,0.51260,0.61576
2012,No migration background,Primary Level,Yes,0.29880,72,204,0.23584,0.36177
2012,No migration background,Primary Level,No,0.70120,132,204,0.63823,0.76416
2012,No migration background,Lower Secondary Level,Yes,0.09387,285,2049,0.08124,0.10650
2012,No migration background,Lower Secondary Level,No,0.88573,1764,2049,0.87195,0.89951
2012,No migration background,Upper Secondary Level,Yes,0.06187,922,11870,0.05754,0.06621
2012,No migration background,Upper Secondary Level,No,0.93811,10948,11870,0.93377,0.94244
2012,No migration background,Post-secondary Non-tertiary Level,Yes,0.04164,68,1502,0.03153,0.05175
2012,No migration background,Post-secondary Non-tertiary Level,No,0.95836,1434,1502,0.94825,0.96847
2012,No migration background,First Stage of Tertiary Education,Yes,0.02926,49,1633,0.02108,0.03743
2012,No migration background,First Stage of Tertiary Education,No,0.97074,1584,1633,0.96257,0.97892
2012,No migration background,Second Stage of Tertiary Education,Yes,0.01765,103,5330,0.01412,0.02119
2012,No migration background,Second Stage of Tertiary Education,No,0.98235,5227,5330,0.97881,0.98588
2012,Direct migration background,Primary Level,No,0.90850,131,131,0.85894,0.95806
