year,pgisced97,sex,plb0021,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Pre-primary Level,male,No,0.99689,294,294,0.99051,1.00327
2002,Pre-primary Level,female,No,0.99055,314,314,0.97984,1.00127
2002,Primary Level,male,No,0.80902,96,96,0.72997,0.88806
2002,Primary Level,female,No,0.93809,159,159,0.90051,0.97567
2002,Lower Secondary Level,male,Yes,0.10150,89,946,0.08225,0.12076
2002,Lower Secondary Level,male,No,0.89850,857,946,0.87924,0.91775
2002,Lower Secondary Level,female,Yes,0.05876,111,1945,0.04831,0.06922
2002,Lower Secondary Level,female,No,0.94124,1834,1945,0.93078,0.95169
2002,Upper Secondary Level,male,Yes,0.08464,454,5563,0.07733,0.09196
2002,Upper Secondary Level,male,No,0.91536,5109,5563,0.90804,0.92267
2002,Upper Secondary Level,female,Yes,0.06680,434,6021,0.06049,0.07310
2002,Upper Secondary Level,female,No,0.93320,5587,6021,0.92690,0.93951
2002,Post-secondary Non-tertiary Level,male,No,0.95702,467,467,0.93861,0.97544
2002,Post-secondary Non-tertiary Level,female,Yes,0.05399,37,672,0.03689,0.07109
2002,Post-secondary Non-tertiary Level,female,No,0.94601,635,672,0.92891,0.96311
2002,First Stage of Tertiary Education,male,Yes,0.03475,36,1009,0.02344,0.04606
2002,First Stage of Tertiary Education,male,No,0.96525,973,1009,0.95394,0.97656
2002,First Stage of Tertiary Education,female,Yes,0.05158,34,733,0.03556,0.06761
2002,First Stage of Tertiary Education,female,No,0.94842,699,733,0.93239,0.96444
2002,Second Stage of Tertiary Education,male,Yes,0.04369,78,2602,0.03583,0.05154
2002,Second Stage of Tertiary Education,male,No,0.95631,2524,2602,0.94846,0.96417
2002,Second Stage of Tertiary Education,female,Yes,0.04454,80,1957,0.03540,0.05368
2002,Second Stage of Tertiary Education,female,No,0.95546,1877,1957,0.94632,0.96460
2003,No answer / don't know,male,No,0.89649,111,111,0.83956,0.95342
2003,No answer / don't know,female,No,0.90350,111,111,0.84832,0.95868
2003,Pre-primary Level,male,No,0.99276,300,300,0.98315,1.00237
2003,Pre-primary Level,female,No,0.99296,315,315,0.98371,1.00221
2003,Primary Level,male,No,0.81585,88,88,0.73440,0.89730
2003,Primary Level,female,No,0.91703,147,147,0.87229,0.96178
2003,Lower Secondary Level,male,Yes,0.13937,108,908,0.11683,0.16191
2003,Lower Secondary Level,male,No,0.86063,800,908,0.83809,0.88317
2003,Lower Secondary Level,female,Yes,0.06612,112,1825,0.05471,0.07752
2003,Lower Secondary Level,female,No,0.93388,1713,1825,0.92248,0.94529
2003,Upper Secondary Level,male,Yes,0.09364,479,5321,0.08581,0.10147
2003,Upper Secondary Level,male,No,0.90636,4842,5321,0.89853,0.91419
2003,Upper Secondary Level,female,Yes,0.06964,453,5784,0.06308,0.07620
2003,Upper Secondary Level,female,No,0.93036,5331,5784,0.92380,0.93692
2003,Post-secondary Non-tertiary Level,male,Yes,0.07581,31,480,0.05210,0.09951
2003,Post-secondary Non-tertiary Level,male,No,0.92419,449,480,0.90049,0.94790
2003,Post-secondary Non-tertiary Level,female,Yes,0.05242,45,672,0.03556,0.06928
2003,Post-secondary Non-tertiary Level,female,No,0.94758,627,672,0.93072,0.96444
2003,First Stage of Tertiary Education,male,Yes,0.03114,35,976,0.02024,0.04204
2003,First Stage of Tertiary Education,male,No,0.96886,941,976,0.95796,0.97976
2003,First Stage of Tertiary Education,female,Yes,0.06423,38,711,0.04620,0.08227
2003,First Stage of Tertiary Education,female,No,0.93577,673,711,0.91773,0.95380
2003,Second Stage of Tertiary Education,male,Yes,0.03890,91,2458,0.03126,0.04655
2003,Second Stage of Tertiary Education,male,No,0.96110,2367,2458,0.95345,0.96874
2003,Second Stage of Tertiary Education,female,Yes,0.05596,83,1896,0.04561,0.06631
2003,Second Stage of Tertiary Education,female,No,0.94404,1813,1896,0.93369,0.95439
2004,No answer / don't know,male,No,0.89897,131,131,0.84716,0.95077
2004,No answer / don't know,female,No,0.95357,120,120,0.91576,0.99138
2004,Pre-primary Level,male,No,0.99054,306,306,0.97967,1.00140
2004,Primary Level,male,No,0.73758,77,77,0.63867,0.83649
2004,Primary Level,female,No,0.88767,139,139,0.83498,0.94035
2004,Lower Secondary Level,male,Yes,0.13533,103,836,0.11213,0.15853
2004,Lower Secondary Level,male,No,0.86467,733,836,0.84147,0.88787
2004,Lower Secondary Level,female,Yes,0.06940,113,1738,0.05745,0.08135
2004,Lower Secondary Level,female,No,0.93060,1625,1738,0.91865,0.94255
2004,Upper Secondary Level,male,Yes,0.10605,499,5158,0.09765,0.11445
2004,Upper Secondary Level,male,No,0.89395,4659,5158,0.88555,0.90235
2004,Upper Secondary Level,female,Yes,0.07503,451,5623,0.06815,0.08192
2004,Upper Secondary Level,female,No,0.92497,5172,5623,0.91808,0.93185
2004,Post-secondary Non-tertiary Level,male,Yes,0.06838,31,481,0.04580,0.09096
2004,Post-secondary Non-tertiary Level,male,No,0.93162,450,481,0.90904,0.95420
2004,Post-secondary Non-tertiary Level,female,Yes,0.05525,38,676,0.03802,0.07249
2004,Post-secondary Non-tertiary Level,female,No,0.94475,638,676,0.92751,0.96198
2004,First Stage of Tertiary Education,male,Yes,0.03535,39,935,0.02351,0.04720
2004,First Stage of Tertiary Education,male,No,0.96465,896,935,0.95280,0.97649
2004,First Stage of Tertiary Education,female,Yes,0.05604,32,706,0.03906,0.07301
2004,First Stage of Tertiary Education,female,No,0.94396,674,706,0.92699,0.96094
2004,Second Stage of Tertiary Education,male,Yes,0.04113,76,2418,0.03321,0.04905
2004,Second Stage of Tertiary Education,male,No,0.95887,2342,2418,0.95095,0.96679
2004,Second Stage of Tertiary Education,female,Yes,0.06126,96,1877,0.05041,0.07211
2004,Second Stage of Tertiary Education,female,No,0.93874,1781,1877,0.92789,0.94959
2005,No answer / don't know,male,No,0.88115,144,144,0.82811,0.93419
2005,No answer / don't know,female,No,0.87258,131,131,0.81526,0.92990
2005,Pre-primary Level,male,No,0.98613,309,309,0.97307,0.99919
2005,Primary Level,male,No,0.76540,76,76,0.66950,0.86130
2005,Primary Level,female,No,0.88316,127,127,0.82707,0.93925
2005,Lower Secondary Level,male,Yes,0.17207,116,774,0.14546,0.19868
2005,Lower Secondary Level,male,No,0.82793,658,774,0.80132,0.85454
2005,Lower Secondary Level,female,Yes,0.07504,102,1617,0.06219,0.08789
2005,Lower Secondary Level,female,No,0.92496,1515,1617,0.91211,0.93781
2005,Upper Secondary Level,male,Yes,0.09902,451,4886,0.09065,0.10740
2005,Upper Secondary Level,male,No,0.90098,4435,4886,0.89260,0.90935
2005,Upper Secondary Level,female,Yes,0.07793,436,5360,0.07075,0.08511
2005,Upper Secondary Level,female,No,0.92207,4924,5360,0.91489,0.92925
2005,Post-secondary Non-tertiary Level,male,Yes,0.09311,32,463,0.06661,0.11961
2005,Post-secondary Non-tertiary Level,male,No,0.90689,431,463,0.88039,0.93339
2005,Post-secondary Non-tertiary Level,female,Yes,0.04361,31,665,0.02808,0.05915
2005,Post-secondary Non-tertiary Level,female,No,0.95639,634,665,0.94085,0.97192
2005,First Stage of Tertiary Education,male,Yes,0.04266,34,895,0.02941,0.05591
2005,First Stage of Tertiary Education,male,No,0.95734,861,895,0.94409,0.97059
2005,First Stage of Tertiary Education,female,Yes,0.04996,34,665,0.03339,0.06653
2005,First Stage of Tertiary Education,female,No,0.95004,631,665,0.93347,0.96661
2005,Second Stage of Tertiary Education,male,Yes,0.04417,87,2309,0.03579,0.05255
2005,Second Stage of Tertiary Education,male,No,0.95583,2222,2309,0.94745,0.96421
2005,Second Stage of Tertiary Education,female,Yes,0.05538,86,1857,0.04497,0.06578
2005,Second Stage of Tertiary Education,female,No,0.94462,1771,1857,0.93422,0.95503
2006,No answer / don't know,male,No,0.90828,152,152,0.86224,0.95431
2006,No answer / don't know,female,No,0.84409,139,139,0.78357,0.90462
2006,Pre-primary Level,male,No,0.98468,194,194,0.96735,1.00201
2006,Pre-primary Level,female,No,0.96638,197,197,0.94114,0.99161
2006,Primary Level,male,No,0.75432,74,74,0.65557,0.85308
2006,Primary Level,female,No,0.88814,126,126,0.83289,0.94340
2006,Lower Secondary Level,male,Yes,0.16182,115,769,0.13577,0.18786
2006,Lower Secondary Level,male,No,0.83818,654,769,0.81214,0.86423
2006,Lower Secondary Level,female,Yes,0.09434,145,1711,0.08048,0.10819
2006,Lower Secondary Level,female,No,0.90566,1566,1711,0.89181,0.91952
2006,Upper Secondary Level,male,Yes,0.10332,510,5267,0.09510,0.11154
2006,Upper Secondary Level,male,No,0.89668,4757,5267,0.88846,0.90490
2006,Upper Secondary Level,female,Yes,0.08032,475,5815,0.07333,0.08730
2006,Upper Secondary Level,female,No,0.91968,5340,5815,0.91270,0.92667
2006,Post-secondary Non-tertiary Level,male,No,0.93941,449,449,0.91732,0.96150
2006,Post-secondary Non-tertiary Level,female,No,0.96341,705,705,0.94954,0.97728
2006,First Stage of Tertiary Education,male,Yes,0.04738,39,943,0.03382,0.06095
2006,First Stage of Tertiary Education,male,No,0.95262,904,943,0.93905,0.96618
2006,First Stage of Tertiary Education,female,Yes,0.07776,38,707,0.05801,0.09752
2006,First Stage of Tertiary Education,female,No,0.92224,669,707,0.90248,0.94199
2006,Second Stage of Tertiary Education,male,Yes,0.03392,76,2551,0.02689,0.04095
2006,Second Stage of Tertiary Education,male,No,0.96608,2475,2551,0.95905,0.97311
2006,Second Stage of Tertiary Education,female,Yes,0.06197,99,2026,0.05147,0.07247
2006,Second Stage of Tertiary Education,female,No,0.93803,1927,2026,0.92753,0.94853
2007,No answer / don't know,male,No,0.86779,154,154,0.81411,0.92146
2007,No answer / don't know,female,No,0.85885,147,147,0.80238,0.91533
2007,Pre-primary Level,female,No,0.97242,178,178,0.94830,0.99655
2007,Primary Level,male,No,0.75376,62,62,0.64565,0.86188
2007,Primary Level,female,No,0.86637,113,113,0.80336,0.92939
2007,Lower Secondary Level,male,Yes,0.13908,85,690,0.11324,0.16492
2007,Lower Secondary Level,male,No,0.86092,605,690,0.83508,0.88676
2007,Lower Secondary Level,female,Yes,0.09211,127,1515,0.07755,0.10668
2007,Lower Secondary Level,female,No,0.90789,1388,1515,0.89332,0.92245
2007,Upper Secondary Level,male,Yes,0.08403,372,4902,0.07627,0.09180
2007,Upper Secondary Level,male,No,0.91597,4530,4902,0.90820,0.92373
2007,Upper Secondary Level,female,Yes,0.07974,428,5419,0.07253,0.08696
2007,Upper Secondary Level,female,No,0.92026,4991,5419,0.91304,0.92747
2007,Post-secondary Non-tertiary Level,male,No,0.93551,434,434,0.91237,0.95865
2007,Post-secondary Non-tertiary Level,female,Yes,0.04960,31,705,0.03356,0.06564
2007,Post-secondary Non-tertiary Level,female,No,0.95040,674,705,0.93436,0.96644
2007,First Stage of Tertiary Education,male,Yes,0.04694,34,898,0.03310,0.06078
2007,First Stage of Tertiary Education,male,No,0.95306,864,898,0.93922,0.96690
2007,First Stage of Tertiary Education,female,Yes,0.06416,32,636,0.04510,0.08322
2007,First Stage of Tertiary Education,female,No,0.93584,604,636,0.91678,0.95490
2007,Second Stage of Tertiary Education,male,Yes,0.02763,66,2409,0.02109,0.03418
2007,Second Stage of Tertiary Education,male,No,0.97237,2343,2409,0.96582,0.97891
2007,Second Stage of Tertiary Education,female,Yes,0.06351,87,1980,0.05276,0.07425
2007,Second Stage of Tertiary Education,female,No,0.93649,1893,1980,0.92575,0.94724
2008,No answer / don't know,male,No,0.93897,153,153,0.90091,0.97703
2008,No answer / don't know,female,No,0.93096,157,157,0.89117,0.97074
2008,Pre-primary Level,male,No,0.98840,169,169,0.97220,1.00459
2008,Primary Level,male,No,0.80876,58,58,0.70667,0.91086
2008,Primary Level,female,No,0.90114,96,96,0.84112,0.96116
2008,Lower Secondary Level,male,Yes,0.13680,73,631,0.10996,0.16363
2008,Lower Secondary Level,male,No,0.86320,558,631,0.83637,0.89004
2008,Lower Secondary Level,female,Yes,0.08168,113,1381,0.06723,0.09613
2008,Lower Secondary Level,female,No,0.91832,1268,1381,0.90387,0.93277
2008,Upper Secondary Level,male,Yes,0.07487,324,4609,0.06727,0.08247
2008,Upper Secondary Level,male,No,0.92513,4285,4609,0.91753,0.93273
2008,Upper Secondary Level,female,Yes,0.07077,366,5122,0.06374,0.07779
2008,Upper Secondary Level,female,No,0.92923,4756,5122,0.92221,0.93626
2008,Post-secondary Non-tertiary Level,male,No,0.95042,411,411,0.92940,0.97143
2008,Post-secondary Non-tertiary Level,female,No,0.96400,635,635,0.94950,0.97850
2008,First Stage of Tertiary Education,male,Yes,0.04112,32,831,0.02761,0.05463
2008,First Stage of Tertiary Education,male,No,0.95888,799,831,0.94537,0.97239
2008,First Stage of Tertiary Education,female,No,0.93785,555,555,0.91774,0.95795
2008,Second Stage of Tertiary Education,male,Yes,0.02833,49,2293,0.02153,0.03512
2008,Second Stage of Tertiary Education,male,No,0.97167,2244,2293,0.96488,0.97847
2008,Second Stage of Tertiary Education,female,Yes,0.05133,67,1899,0.04141,0.06126
2008,Second Stage of Tertiary Education,female,No,0.94867,1832,1899,0.93874,0.95859
2009,No answer / don't know,male,No,0.90688,158,158,0.86142,0.95233
2009,No answer / don't know,female,No,0.89338,138,138,0.84169,0.94506
2009,Primary Level,male,No,0.83514,54,54,0.73524,0.93504
2009,Primary Level,female,No,0.87518,82,82,0.80321,0.94716
2009,Lower Secondary Level,male,Yes,0.15952,67,555,0.12903,0.19001
2009,Lower Secondary Level,male,No,0.84048,488,555,0.80999,0.87097
2009,Lower Secondary Level,female,Yes,0.08291,99,1232,0.06751,0.09832
2009,Lower Secondary Level,female,No,0.91709,1133,1232,0.90168,0.93249
2009,Upper Secondary Level,male,Yes,0.08078,323,4275,0.07261,0.08895
2009,Upper Secondary Level,male,No,0.91922,3952,4275,0.91105,0.92739
2009,Upper Secondary Level,female,Yes,0.06864,317,4788,0.06148,0.07581
2009,Upper Secondary Level,female,No,0.93136,4471,4788,0.92419,0.93852
2009,Post-secondary Non-tertiary Level,male,No,0.95204,370,370,0.93023,0.97384
2009,Post-secondary Non-tertiary Level,female,No,0.95894,584,584,0.94283,0.97504
2009,First Stage of Tertiary Education,male,No,0.95582,757,757,0.94117,0.97047
2009,First Stage of Tertiary Education,female,No,0.94151,525,525,0.92142,0.96160
2009,Second Stage of Tertiary Education,male,Yes,0.02960,49,2186,0.02249,0.03670
2009,Second Stage of Tertiary Education,male,No,0.97040,2137,2186,0.96330,0.97751
2009,Second Stage of Tertiary Education,female,Yes,0.04584,65,1849,0.03631,0.05538
2009,Second Stage of Tertiary Education,female,No,0.95416,1784,1849,0.94462,0.96369
2010,No answer / don't know,male,No,0.89428,142,142,0.84353,0.94504
2010,No answer / don't know,female,No,0.93403,137,137,0.89231,0.97575
2010,Pre-primary Level,female,No,0.98752,186,186,0.97153,1.00352
2010,Primary Level,male,Yes,0.27369,40,132,0.19734,0.35004
2010,Primary Level,male,No,0.72631,92,132,0.64996,0.80266
2010,Primary Level,female,Yes,0.18030,67,211,0.12831,0.23230
2010,Primary Level,female,No,0.81970,144,211,0.76770,0.87169
2010,Lower Secondary Level,male,Yes,0.16459,134,800,0.13888,0.19030
2010,Lower Secondary Level,male,No,0.83541,666,800,0.80970,0.86112
2010,Lower Secondary Level,female,Yes,0.08876,289,1645,0.07501,0.10251
2010,Lower Secondary Level,female,No,0.91124,1356,1645,0.89749,0.92499
2010,Upper Secondary Level,male,Yes,0.08223,464,5266,0.07481,0.08965
2010,Upper Secondary Level,male,No,0.91777,4802,5266,0.91035,0.92519
2010,Upper Secondary Level,female,Yes,0.07189,688,6483,0.06560,0.07818
2010,Upper Secondary Level,female,No,0.92811,5795,6483,0.92182,0.93440
2010,Post-secondary Non-tertiary Level,male,No,0.95806,566,566,0.94154,0.97459
2010,Post-secondary Non-tertiary Level,female,Yes,0.03842,71,1113,0.02712,0.04971
2010,Post-secondary Non-tertiary Level,female,No,0.96158,1042,1113,0.95029,0.97288
2010,First Stage of Tertiary Education,male,Yes,0.04646,31,962,0.03315,0.05977
2010,First Stage of Tertiary Education,male,No,0.95354,931,962,0.94023,0.96685
2010,First Stage of Tertiary Education,female,Yes,0.05407,35,650,0.03667,0.07147
2010,First Stage of Tertiary Education,female,No,0.94593,615,650,0.92853,0.96333
2010,Second Stage of Tertiary Education,male,Yes,0.03301,78,2769,0.02636,0.03967
2010,Second Stage of Tertiary Education,male,No,0.96699,2691,2769,0.96033,0.97364
2010,Second Stage of Tertiary Education,female,Yes,0.03686,95,2607,0.02963,0.04410
2010,Second Stage of Tertiary Education,female,No,0.96314,2512,2607,0.95590,0.97037
2011,No answer / don't know,male,Yes,0.11548,41,337,0.08130,0.14965
2011,No answer / don't know,male,No,0.88452,296,337,0.85035,0.91870
2011,No answer / don't know,female,No,0.91220,212,212,0.87402,0.95039
2011,Pre-primary Level,male,No,0.99895,233,233,0.99477,1.00312
2011,Primary Level,male,Yes,0.26416,48,160,0.19563,0.33269
2011,Primary Level,male,No,0.73584,112,160,0.66731,0.80437
2011,Primary Level,female,Yes,0.14788,65,247,0.10352,0.19224
2011,Primary Level,female,No,0.85212,182,247,0.80776,0.89648
2011,Lower Secondary Level,male,Yes,0.15102,134,938,0.12809,0.17395
2011,Lower Secondary Level,male,No,0.84898,804,938,0.82605,0.87191
2011,Lower Secondary Level,female,Yes,0.07882,288,2014,0.06705,0.09059
2011,Lower Secondary Level,female,No,0.92118,1726,2014,0.90941,0.93295
2011,Upper Secondary Level,male,Yes,0.06916,433,6165,0.06282,0.07549
2011,Upper Secondary Level,male,No,0.93084,5732,6165,0.92451,0.93718
2011,Upper Secondary Level,female,Yes,0.05621,715,7732,0.05108,0.06135
2011,Upper Secondary Level,female,No,0.94379,7017,7732,0.93865,0.94892
2011,Post-secondary Non-tertiary Level,male,Yes,0.04641,39,665,0.03041,0.06241
2011,Post-secondary Non-tertiary Level,male,No,0.95359,626,665,0.93759,0.96959
2011,Post-secondary Non-tertiary Level,female,Yes,0.04188,76,1336,0.03113,0.05262
2011,Post-secondary Non-tertiary Level,female,No,0.95812,1260,1336,0.94738,0.96887
2011,First Stage of Tertiary Education,male,No,0.97679,1115,1115,0.96795,0.98563
2011,First Stage of Tertiary Education,female,No,0.97482,685,685,0.96308,0.98656
2011,Second Stage of Tertiary Education,male,Yes,0.02038,76,3207,0.01549,0.02527
2011,Second Stage of Tertiary Education,male,No,0.97962,3131,3207,0.97473,0.98451
2011,Second Stage of Tertiary Education,female,Yes,0.04071,103,3004,0.03364,0.04777
2011,Second Stage of Tertiary Education,female,No,0.95929,2901,3004,0.95223,0.96636
2012,No answer / don't know,male,No,0.94854,199,199,0.91777,0.97932
2012,No answer / don't know,female,No,0.95323,181,181,0.92239,0.98408
2012,Pre-primary Level,male,No,0.98277,220,220,0.96554,1.00001
2012,Primary Level,male,Yes,0.22698,43,158,0.16145,0.29250
2012,Primary Level,male,No,0.77302,115,158,0.70750,0.83855
2012,Primary Level,female,Yes,0.18680,59,228,0.13610,0.23750
2012,Primary Level,female,No,0.81320,169,228,0.76250,0.86390
2012,Lower Secondary Level,male,Yes,0.12993,134,981,0.10888,0.15098
2012,Lower Secondary Level,male,No,0.87007,847,981,0.84902,0.89112
2012,Lower Secondary Level,female,Yes,0.07919,275,1918,0.06710,0.09128
2012,Lower Secondary Level,female,No,0.92081,1643,1918,0.90872,0.93290
2012,Upper Secondary Level,male,Yes,0.07354,444,6038,0.06696,0.08013
2012,Upper Secondary Level,male,No,0.92646,5594,6038,0.91987,0.93304
2012,Upper Secondary Level,female,Yes,0.06209,638,7510,0.05663,0.06755
2012,Upper Secondary Level,female,No,0.93791,6872,7510,0.93245,0.94337
2012,Post-secondary Non-tertiary Level,male,Yes,0.05531,36,666,0.03794,0.07269
2012,Post-secondary Non-tertiary Level,male,No,0.94469,630,666,0.92731,0.96206
2012,Post-secondary Non-tertiary Level,female,Yes,0.03764,74,1298,0.02728,0.04799
2012,Post-secondary Non-tertiary Level,female,No,0.96236,1224,1298,0.95201,0.97272
2012,First Stage of Tertiary Education,male,No,0.97468,1095,1095,0.96537,0.98399
2012,First Stage of Tertiary Education,female,Yes,0.03645,33,684,0.02240,0.05051
2012,First Stage of Tertiary Education,female,No,0.96355,651,684,0.94949,0.97760
2012,Second Stage of Tertiary Education,male,Yes,0.02082,65,3149,0.01583,0.02580
2012,Second Stage of Tertiary Education,male,No,0.97918,3084,3149,0.97420,0.98417
2012,Second Stage of Tertiary Education,female,Yes,0.03437,101,2997,0.02785,0.04090
2012,Second Stage of Tertiary Education,female,No,0.96563,2896,2997,0.95910,0.97215
2013,No answer / don't know,male,Yes,0.08167,31,282,0.04965,0.11369
2013,No answer / don't know,male,No,0.91833,251,282,0.88631,0.95035
2013,No answer / don't know,female,Yes,0.09874,33,271,0.06315,0.13432
2013,No answer / don't know,female,No,0.90126,238,271,0.86568,0.93685
2013,Pre-primary Level,male,No,0.99655,306,306,0.98997,1.00313
2013,Pre-primary Level,female,No,0.99855,314,314,0.99434,1.00276
2013,Primary Level,male,Yes,0.23334,88,271,0.18289,0.28379
2013,Primary Level,male,No,0.76666,183,271,0.71621,0.81711
2013,Primary Level,female,Yes,0.22982,105,360,0.18630,0.27334
2013,Primary Level,female,No,0.77018,255,360,0.72666,0.81370
2013,Lower Secondary Level,male,Yes,0.15337,231,1407,0.13454,0.17221
2013,Lower Secondary Level,male,No,0.84663,1176,1407,0.82779,0.86546
2013,Lower Secondary Level,female,Yes,0.08925,359,2299,0.07759,0.10091
2013,Lower Secondary Level,female,No,0.91075,1940,2299,0.89909,0.92241
2013,Upper Secondary Level,male,Yes,0.07225,503,6354,0.06588,0.07861
2013,Upper Secondary Level,male,No,0.92775,5851,6354,0.92139,0.93412
2013,Upper Secondary Level,female,Yes,0.05951,693,7806,0.05426,0.06475
2013,Upper Secondary Level,female,No,0.94049,7113,7806,0.93525,0.94574
2013,Post-secondary Non-tertiary Level,male,Yes,0.06762,66,847,0.05070,0.08454
2013,Post-secondary Non-tertiary Level,male,No,0.93238,781,847,0.91546,0.94930
2013,Post-secondary Non-tertiary Level,female,Yes,0.04477,109,1515,0.03435,0.05519
2013,Post-secondary Non-tertiary Level,female,No,0.95523,1406,1515,0.94481,0.96565
2013,First Stage of Tertiary Education,male,No,0.97714,1048,1048,0.96808,0.98619
2013,First Stage of Tertiary Education,female,No,0.96265,625,625,0.94777,0.97753
2013,Second Stage of Tertiary Education,male,Yes,0.02223,92,3440,0.01730,0.02715
2013,Second Stage of Tertiary Education,male,No,0.97777,3348,3440,0.97285,0.98270
2013,Second Stage of Tertiary Education,female,Yes,0.03079,157,3422,0.02500,0.03658
2013,Second Stage of Tertiary Education,female,No,0.96921,3265,3422,0.96342,0.97500
2014,No answer / don't know,male,Yes,0.09828,40,330,0.06611,0.13045
2014,No answer / don't know,male,No,0.90172,290,330,0.86955,0.93389
2014,No answer / don't know,female,No,0.93893,255,255,0.90948,0.96838
2014,Pre-primary Level,male,No,0.99831,213,213,0.99279,1.00384
2014,Primary Level,male,Yes,0.26640,67,210,0.20646,0.32633
2014,Primary Level,male,No,0.73360,143,210,0.67367,0.79354
2014,Primary Level,female,Yes,0.26395,85,293,0.21339,0.31451
2014,Primary Level,female,No,0.73605,208,293,0.68549,0.78661
2014,Lower Secondary Level,male,Yes,0.15029,190,1189,0.12997,0.17061
2014,Lower Secondary Level,male,No,0.84971,999,1189,0.82939,0.87003
2014,Lower Secondary Level,female,Yes,0.08288,273,1921,0.07055,0.09522
2014,Lower Secondary Level,female,No,0.91712,1648,1921,0.90478,0.92945
2014,Upper Secondary Level,male,Yes,0.06920,396,5657,0.06258,0.07581
2014,Upper Secondary Level,male,No,0.93080,5261,5657,0.92419,0.93742
2014,Upper Secondary Level,female,Yes,0.05582,531,6879,0.05039,0.06124
2014,Upper Secondary Level,female,No,0.94418,6348,6879,0.93876,0.94961
2014,Post-secondary Non-tertiary Level,male,Yes,0.06986,48,747,0.05156,0.08815
2014,Post-secondary Non-tertiary Level,male,No,0.93014,699,747,0.91185,0.94844
2014,Post-secondary Non-tertiary Level,female,Yes,0.03299,75,1299,0.02327,0.04271
2014,Post-secondary Non-tertiary Level,female,No,0.96701,1224,1299,0.95729,0.97673
2014,First Stage of Tertiary Education,male,No,0.97740,959,959,0.96798,0.98681
2014,First Stage of Tertiary Education,female,No,0.96113,589,589,0.94551,0.97675
2014,Second Stage of Tertiary Education,male,Yes,0.02232,79,3099,0.01712,0.02752
2014,Second Stage of Tertiary Education,male,No,0.97768,3020,3099,0.97248,0.98288
2014,Second Stage of Tertiary Education,female,Yes,0.03264,127,3127,0.02641,0.03887
2014,Second Stage of Tertiary Education,female,No,0.96736,3000,3127,0.96113,0.97359
2015,No answer / don't know,male,Yes,0.10208,40,329,0.06932,0.13485
2015,No answer / don't know,male,No,0.89792,289,329,0.86515,0.93068
2015,No answer / don't know,female,Yes,0.07319,32,315,0.04438,0.10200
2015,No answer / don't know,female,No,0.92681,283,315,0.89800,0.95562
2015,Pre-primary Level,male,No,0.97501,164,164,0.95105,0.99897
2015,Pre-primary Level,female,No,0.99341,205,205,0.98231,1.00451
2015,Primary Level,male,Yes,0.28714,69,217,0.22681,0.34748
2015,Primary Level,male,No,0.71286,148,217,0.65252,0.77319
2015,Primary Level,female,Yes,0.26424,100,315,0.21547,0.31301
2015,Primary Level,female,No,0.73576,215,315,0.68699,0.78453
2015,Lower Secondary Level,male,Yes,0.13656,186,1172,0.11689,0.15623
2015,Lower Secondary Level,male,No,0.86344,986,1172,0.84377,0.88311
2015,Lower Secondary Level,female,Yes,0.08699,247,1787,0.07392,0.10006
2015,Lower Secondary Level,female,No,0.91301,1540,1787,0.89994,0.92608
2015,Upper Secondary Level,male,Yes,0.07199,382,5465,0.06514,0.07884
2015,Upper Secondary Level,male,No,0.92801,5083,5465,0.92116,0.93486
2015,Upper Secondary Level,female,Yes,0.05328,516,6695,0.04790,0.05866
2015,Upper Secondary Level,female,No,0.94672,6179,6695,0.94134,0.95210
2015,Post-secondary Non-tertiary Level,male,Yes,0.06999,56,810,0.05241,0.08757
2015,Post-secondary Non-tertiary Level,male,No,0.93001,754,810,0.91243,0.94759
2015,Post-secondary Non-tertiary Level,female,Yes,0.04337,94,1346,0.03248,0.05425
2015,Post-secondary Non-tertiary Level,female,No,0.95663,1252,1346,0.94575,0.96752
2015,First Stage of Tertiary Education,male,No,0.97969,925,925,0.97060,0.98879
2015,First Stage of Tertiary Education,female,No,0.98425,571,571,0.97403,0.99447
2015,Second Stage of Tertiary Education,male,Yes,0.02939,113,3198,0.02354,0.03525
2015,Second Stage of Tertiary Education,male,No,0.97061,3085,3198,0.96475,0.97646
2015,Second Stage of Tertiary Education,female,Yes,0.03161,154,3224,0.02557,0.03765
2015,Second Stage of Tertiary Education,female,No,0.96839,3070,3224,0.96235,0.97443
2016,No answer / don't know,male,Yes,0.13223,38,308,0.09434,0.17013
2016,No answer / don't know,male,No,0.86777,270,308,0.82987,0.90566
2016,No answer / don't know,female,Yes,0.07847,34,291,0.04752,0.10942
2016,No answer / don't know,female,No,0.92153,257,291,0.89058,0.95248
2016,Primary Level,male,Yes,0.24299,52,175,0.17926,0.30672
2016,Primary Level,male,No,0.75701,123,175,0.69328,0.82074
2016,Primary Level,female,Yes,0.22979,75,238,0.17623,0.28335
2016,Primary Level,female,No,0.77021,163,238,0.71665,0.82377
2016,Lower Secondary Level,male,Yes,0.13219,146,1008,0.11127,0.15311
2016,Lower Secondary Level,male,No,0.86781,862,1008,0.84689,0.88873
2016,Lower Secondary Level,female,Yes,0.08142,219,1586,0.06796,0.09488
2016,Lower Secondary Level,female,No,0.91858,1367,1586,0.90512,0.93204
2016,Upper Secondary Level,male,Yes,0.06813,334,4951,0.06111,0.07514
