,Unnamed: 0,year,pgisced97,plb0021,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
339,339,2013,Lower Secondary Level,Yes,0.11312,589,30065,0.1027,0.12714
340,340,2013,Lower Secondary Level,No,0.88688,3114,30065,0.84961,0.92381
341,341,2013,Upper Secondary Level,Yes,0.06559,1196,30065,0.0607,0.07038
342,342,2013,Upper Secondary Level,No,0.93441,12961,30065,0.91744,0.95179
343,343,2013,Post-secondary Non-tertiary Level,Yes,0.05533,176,30065,0.04334,0.06709
344,344,2013,Post-secondary Non-tertiary Level,No,0.94467,2188,30065,0.8955,1.00024
345,345,2013,First Stage of Tertiary Education,Yes,0.02767,51,30065,0.01837,0.03921
346,346,2013,First Stage of Tertiary Education,No,0.97233,1677,30065,0.92535,1.03441
347,347,2013,Second Stage of Tertiary Education,Yes,0.02627,249,30065,0.02256,0.03031
348,348,2013,Second Stage of Tertiary Education,No,0.97373,6613,30065,0.93951,1.00691
349,349,2014,Pre-primary Level,No,1.0,448,26461,0.88555,1.11363
350,350,2014,Primary Level,Yes,0.26924,152,26461,0.22157,0.32146
351,351,2014,Primary Level,No,0.73076,351,26461,0.63699,0.81509
352,352,2014,Lower Secondary Level,Yes,0.10854,461,26461,0.09324,0.12604
353,353,2014,Lower Secondary Level,No,0.89146,2645,26461,0.85336,0.92923
354,354,2014,Upper Secondary Level,Yes,0.06235,929,26461,0.05802,0.06736
355,355,2014,Upper Secondary Level,No,0.93765,11604,26461,0.92017,0.95716
356,356,2014,Post-secondary Non-tertiary Level,Yes,0.0491,123,26461,0.03871,0.06046
357,357,2014,Post-secondary Non-tertiary Level,No,0.9509,1926,26461,0.90092,1.00582
358,358,2014,First Stage of Tertiary Education,Yes,0.02817,44,26461,0.01847,0.03998
359,359,2014,First Stage of Tertiary Education,No,0.97183,1552,26461,0.92261,1.02357
360,360,2014,Second Stage of Tertiary Education,Yes,0.02724,206,26461,0.02308,0.03219
361,361,2014,Second Stage of Tertiary Education,No,0.97276,6020,26461,0.94392,0.99992
362,362,2015,Pre-primary Level,No,1.0,369,26127,0.88302,1.15192
363,363,2015,Primary Level,Yes,0.27779,169,26127,0.22043,0.33403
364,364,2015,Primary Level,No,0.72221,363,26127,0.63726,0.81668
365,365,2015,Lower Secondary Level,Yes,0.10681,431,26127,0.09463,0.12087
366,366,2015,Lower Secondary Level,No,0.89319,2524,26127,0.84947,0.92604
367,367,2015,Upper Secondary Level,Yes,0.0624,900,26127,0.0572,0.0677
368,368,2015,Upper Secondary Level,No,0.9376,11258,26127,0.91846,0.95758
369,369,2015,Post-secondary Non-tertiary Level,Yes,0.0547,150,26127,0.04314,0.06848
370,370,2015,Post-secondary Non-tertiary Level,No,0.9453,2007,26127,0.88663,0.98783
371,371,2015,First Stage of Tertiary Education,Yes,0.01865,33,26127,0.01343,0.02479
372,372,2015,First Stage of Tertiary Education,No,0.98135,1501,26127,0.9236,1.03268
373,373,2015,Second Stage of Tertiary Education,Yes,0.03058,267,26127,0.02615,0.0354
374,374,2015,Second Stage of Tertiary Education,No,0.96942,6155,26127,0.93819,1.00366
375,375,2016,Pre-primary Level,No,1.0,340,23654,0.87769,1.13048
376,376,2016,Primary Level,Yes,0.23573,127,23654,0.18227,0.28596
377,377,2016,Primary Level,No,0.76427,286,23654,0.66463,0.87772
378,378,2016,Lower Secondary Level,Yes,0.10346,365,23654,0.08889,0.12029
379,379,2016,Lower Secondary Level,No,0.89654,2224,23654,0.85682,0.93167
380,380,2016,Upper Secondary Level,Yes,0.06117,762,23654,0.0561,0.06657
381,381,2016,Upper Secondary Level,No,0.93883,10247,23654,0.92055,0.96269
382,382,2016,Post-secondary Non-tertiary Level,Yes,0.05585,133,23654,0.04263,0.06976
383,383,2016,Post-secondary Non-tertiary Level,No,0.94415,1889,23654,0.88574,1.00149
384,384,2016,First Stage of Tertiary Education,No,1.0,1377,23654,0.93561,1.06126
385,385,2016,Second Stage of Tertiary Education,Yes,0.02457,189,23654,0.02027,0.02899
386,386,2016,Second Stage of Tertiary Education,No,0.97543,5715,23654,0.94254,1.00978
387,387,2017,Pre-primary Level,No,1.0,409,27885,0.8825,1.10553
388,388,2017,Primary Level,Yes,0.26889,461,27885,0.22052,0.32345
389,389,2017,Primary Level,No,0.73111,694,27885,0.6285,0.82992
390,390,2017,Lower Secondary Level,Yes,0.10864,554,27885,0.09411,0.12399
391,391,2017,Lower Secondary Level,No,0.89136,2595,27885,0.83938,0.9308
392,392,2017,Upper Secondary Level,Yes,0.0525,882,27885,0.04779,0.05722
393,393,2017,Upper Secondary Level,No,0.9475,11557,27885,0.92857,0.96522
394,394,2017,Post-secondary Non-tertiary Level,Yes,0.05154,139,27885,0.0408,0.06342
395,395,2017,Post-secondary Non-tertiary Level,No,0.94846,2129,27885,0.90826,1.00047
396,396,2017,First Stage of Tertiary Education,Yes,0.02918,33,27885,0.02071,0.03887
397,397,2017,First Stage of Tertiary Education,No,0.97082,1503,27885,0.90997,1.03536
398,398,2017,Second Stage of Tertiary Education,Yes,0.0246,398,27885,0.02051,0.03005
399,399,2017,Second Stage of Tertiary Education,No,0.9754,6531,27885,0.94771,1.00348
400,400,2018,Pre-primary Level,No,1.0,343,27923,0.86945,1.13435
401,401,2018,Primary Level,Yes,0.28814,677,27923,0.23881,0.34465
402,402,2018,Primary Level,No,0.71186,942,27923,0.6158,0.81853
403,403,2018,Lower Secondary Level,Yes,0.10928,646,27923,0.09414,0.12314
404,404,2018,Lower Secondary Level,No,0.89072,2678,27923,0.8536,0.9328
405,405,2018,Upper Secondary Level,Yes,0.0511,899,27923,0.04629,0.05597
406,406,2018,Upper Secondary Level,No,0.9489,11172,27923,0.92908,0.96779
407,407,2018,Post-secondary Non-tertiary Level,Yes,0.04549,138,27923,0.03308,0.05595
408,408,2018,Post-secondary Non-tertiary Level,No,0.95451,2070,27923,0.89917,0.9977
409,409,2018,First Stage of Tertiary Education,No,1.0,1429,27923,0.93624,1.05136
410,410,2018,Second Stage of Tertiary Education,Yes,0.02312,412,27923,0.01725,0.02743
411,411,2018,Second Stage of Tertiary Education,No,0.97688,6517,27923,0.94907,1.01121
412,412,2019,Pre-primary Level,No,1.0,327,27972,0.83197,1.14507
413,413,2019,Primary Level,Yes,0.25385,635,27972,0.19394,0.31616
414,414,2019,Primary Level,No,0.74615,883,27972,0.61899,0.8783
415,415,2019,Lower Secondary Level,Yes,0.11317,575,27972,0.09711,0.12951
416,416,2019,Lower Secondary Level,No,0.88683,2460,27972,0.83118,0.93393
417,417,2019,Upper Secondary Level,Yes,0.04296,715,27972,0.03806,0.04902
418,418,2019,Upper Secondary Level,No,0.95704,10921,27972,0.93132,0.97704
419,419,2019,Post-secondary Non-tertiary Level,Yes,0.0349,117,27972,0.0251,0.04643
420,420,2019,Post-secondary Non-tertiary Level,No,0.9651,2141,27972,0.91945,1.02041
421,421,2019,First Stage of Tertiary Education,No,1.0,1637,27972,0.94172,1.06301
422,422,2019,Second Stage of Tertiary Education,Yes,0.01921,346,27972,0.01602,0.02244
423,423,2019,Second Stage of Tertiary Education,No,0.98079,7215,27972,0.9519,1.01603
424,424,2020,Pre-primary Level,No,1.0,341,27499,0.86143,1.15494
425,425,2020,Primary Level,Yes,0.2471,463,27499,0.18433,0.31212
426,426,2020,Primary Level,No,0.7529,1014,27499,0.62064,0.84685
427,427,2020,Lower Secondary Level,Yes,0.11007,521,27499,0.09176,0.13096
428,428,2020,Lower Secondary Level,No,0.88993,2508,27499,0.84524,0.943
429,429,2020,Upper Secondary Level,Yes,0.04355,686,27499,0.03896,0.0482
430,430,2020,Upper Secondary Level,No,0.95645,10499,27499,0.93589,0.98018
431,431,2020,Post-secondary Non-tertiary Level,Yes,0.04703,109,27499,0.03206,0.064
432,432,2020,Post-secondary Non-tertiary Level,No,0.95297,2240,27499,0.8993,1.00704
433,433,2020,First Stage of Tertiary Education,No,1.0,1447,27499,0.93326,1.06671
434,434,2020,Second Stage of Tertiary Education,Yes,0.02081,290,27499,0.01616,0.02747
435,435,2020,Second Stage of Tertiary Education,No,0.97919,7381,27499,0.95067,1.00924
436,436,2021,Pre-primary Level,No,1.0,184,18429,0.78759,1.29128
437,437,2021,Primary Level,Yes,0.22314,226,18429,0.15271,0.29854
438,438,2021,Primary Level,No,0.77686,697,18429,0.64075,0.92915
439,439,2021,Lower Secondary Level,Yes,0.11412,280,18429,0.09382,0.14752
440,440,2021,Lower Secondary Level,No,0.88588,1463,18429,0.81607,0.95454
441,441,2021,Upper Secondary Level,Yes,0.0426,415,18429,0.03697,0.04963
442,442,2021,Upper Secondary Level,No,0.9574,6914,18429,0.93136,0.98813
443,443,2021,Post-secondary Non-tertiary Level,Yes,0.04205,79,18429,0.03011,0.05707
444,444,2021,Post-secondary Non-tertiary Level,No,0.95795,1520,18429,0.89622,1.02428
445,445,2021,First Stage of Tertiary Education,No,1.0,982,18429,0.9154,1.08917
446,446,2021,Second Stage of Tertiary Education,Yes,0.02481,199,18429,0.01862,0.02994
447,447,2021,Second Stage of Tertiary Education,No,0.97519,5470,18429,0.94152,1.01637
