year,age_gr,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,66 and older,Not Working,0.88026,4400,5017,0.87127,0.88924
2019,17-29 y.,Full Time,0.36023,1453,5599,0.34765,0.37280
2019,17-29 y.,Part Time,0.31938,1473,5599,0.30716,0.33159
2019,17-29 y.,Not Working,0.32039,2673,5599,0.30817,0.33262
2019,30-45 y.,Full Time,0.57871,3457,7963,0.56787,0.58956
2019,30-45 y.,Part Time,0.30429,2421,7963,0.29418,0.31440
2019,30-45 y.,Not Working,0.11700,2085,7963,0.10994,0.12406
2019,46-65 y.,Full Time,0.52937,5671,11061,0.52006,0.53867
2019,46-65 y.,Part Time,0.28208,3137,11061,0.27370,0.29047
2019,46-65 y.,Not Working,0.18855,2253,11061,0.18126,0.19584
2019,66 and older,Full Time,0.01870,228,5206,0.01502,0.02238
2019,66 and older,Part Time,0.10319,610,5206,0.09493,0.11145
2019,66 and older,Not Working,0.87811,4368,5206,0.86923,0.88700
2020,17-29 y.,Full Time,0.37989,1786,6065,0.36767,0.39211
2020,17-29 y.,Part Time,0.30787,1663,6065,0.29625,0.31949
2020,17-29 y.,Not Working,0.31224,2616,6065,0.30057,0.32390
2020,30-45 y.,Full Time,0.55138,3751,8500,0.54081,0.56196
2020,30-45 y.,Part Time,0.32571,2552,8500,0.31575,0.33568
2020,30-45 y.,Not Working,0.12290,2197,8500,0.11592,0.12988
2020,46-65 y.,Full Time,0.53894,5332,10522,0.52942,0.54847
2020,46-65 y.,Part Time,0.27643,3013,10522,0.26788,0.28497
2020,46-65 y.,Not Working,0.18463,2177,10522,0.17722,0.19204
2020,66 and older,Full Time,0.01804,170,4925,0.01433,0.02176
2020,66 and older,Part Time,0.09796,576,4925,0.08966,0.10626
2020,66 and older,Not Working,0.88400,4179,4925,0.87505,0.89294
2021,17-29 y.,Full Time,0.31727,894,3646,0.30216,0.33238
2021,17-29 y.,Part Time,0.29650,915,3646,0.28168,0.31133
2021,17-29 y.,Not Working,0.38623,1837,3646,0.37042,0.40203
2021,30-45 y.,Full Time,0.52883,2270,5355,0.51546,0.54220
2021,30-45 y.,Part Time,0.30338,1596,5355,0.29107,0.31570
2021,30-45 y.,Not Working,0.16779,1489,5355,0.15778,0.17780
2021,46-65 y.,Full Time,0.50495,3463,7334,0.49351,0.51640
2021,46-65 y.,Part Time,0.27113,2132,7334,0.26095,0.28130
2021,46-65 y.,Not Working,0.22392,1739,7334,0.21438,0.23346
2021,66 and older,Full Time,0.01706,116,3596,0.01283,0.02129
2021,66 and older,Part Time,0.07757,278,3596,0.06883,0.08632
2021,66 and older,Not Working,0.90537,3202,3596,0.89580,0.91494
