year,age_gr,pgisced97,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1990,30-45 y.,First Stage of Tertiary Education,Full Time,0.56833,136,174,0.49452,0.64214
1990,30-45 y.,First Stage of Tertiary Education,Part Time,0.15695,38,174,0.10274,0.21115
1990,30-45 y.,Second Stage of Tertiary Education,Full Time,0.46109,237,307,0.40523,0.51694
1990,30-45 y.,Second Stage of Tertiary Education,Part Time,0.13925,70,307,0.10045,0.17804
1990,46-65 y.,Primary Level,Full Time,0.38627,125,297,0.33080,0.44174
1990,46-65 y.,Primary Level,Part Time,0.13100,42,297,0.09257,0.16944
1990,46-65 y.,Primary Level,Not Working,0.44304,130,297,0.38645,0.49963
1990,46-65 y.,Lower Secondary Level,Full Time,0.24891,279,803,0.21899,0.27884
1990,46-65 y.,Lower Secondary Level,Part Time,0.19508,162,803,0.16765,0.22251
1990,46-65 y.,Lower Secondary Level,Not Working,0.45785,362,803,0.42337,0.49234
1990,46-65 y.,Upper Secondary Level,Full Time,0.40176,703,1358,0.37568,0.42784
1990,46-65 y.,Upper Secondary Level,Part Time,0.12697,211,1358,0.10925,0.14468
1990,46-65 y.,Upper Secondary Level,Not Working,0.26485,444,1358,0.24137,0.28833
1990,46-65 y.,First Stage of Tertiary Education,Full Time,0.46288,95,137,0.37908,0.54669
1990,46-65 y.,First Stage of Tertiary Education,Not Working,0.22530,42,137,0.15508,0.29551
1990,46-65 y.,Second Stage of Tertiary Education,Full Time,0.41115,155,227,0.34700,0.47531
1990,46-65 y.,Second Stage of Tertiary Education,Part Time,0.09933,37,227,0.06034,0.13833
1990,46-65 y.,Second Stage of Tertiary Education,Not Working,0.10015,35,227,0.06101,0.13929
1990,66 and older,Lower Secondary Level,Not Working,0.81118,366,366,0.77103,0.85133
1990,66 and older,Upper Secondary Level,Not Working,0.80387,477,477,0.76819,0.83954
1990,66 and older,First Stage of Tertiary Education,Not Working,0.74747,65,65,0.64103,0.85391
1990,66 and older,Second Stage of Tertiary Education,Not Working,0.64313,51,51,0.51033,0.77592
1991,17-29 y.,Pre-primary Level,Not Working,0.82667,132,132,0.76185,0.89149
1991,17-29 y.,Primary Level,Full Time,0.29854,35,91,0.20399,0.39308
1991,17-29 y.,Primary Level,Not Working,0.35531,56,91,0.25642,0.45419
1991,17-29 y.,Lower Secondary Level,Full Time,0.42634,375,768,0.39134,0.46134
1991,17-29 y.,Lower Secondary Level,Part Time,0.20125,171,768,0.17287,0.22962
1991,17-29 y.,Lower Secondary Level,Not Working,0.24331,222,768,0.21294,0.27368
1991,17-29 y.,Upper Secondary Level,Full Time,0.42583,738,1261,0.39852,0.45313
1991,17-29 y.,Upper Secondary Level,Part Time,0.18612,288,1261,0.16463,0.20761
1991,17-29 y.,Upper Secondary Level,Not Working,0.13190,235,1261,0.11322,0.15059
1991,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.47296,68,105,0.37700,0.56891
1991,17-29 y.,Post-secondary Non-tertiary Level,Part Time,0.25041,37,105,0.16714,0.33368
1991,17-29 y.,First Stage of Tertiary Education,Full Time,0.74385,62,62,0.63431,0.85339
1991,17-29 y.,Second Stage of Tertiary Education,Full Time,0.22555,35,35,0.08506,0.36603
1991,30-45 y.,Primary Level,Full Time,0.44793,97,199,0.37866,0.51719
1991,30-45 y.,Primary Level,Part Time,0.20179,46,199,0.14589,0.25769
1991,30-45 y.,Primary Level,Not Working,0.34110,56,199,0.27506,0.40713
1991,30-45 y.,Lower Secondary Level,Full Time,0.42521,258,480,0.38094,0.46948
1991,30-45 y.,Lower Secondary Level,Part Time,0.28423,114,480,0.24384,0.32463
1991,30-45 y.,Lower Secondary Level,Not Working,0.23186,108,480,0.19407,0.26966
1991,30-45 y.,Upper Secondary Level,Full Time,0.48831,878,1439,0.46248,0.51415
1991,30-45 y.,Upper Secondary Level,Part Time,0.16279,300,1439,0.14371,0.18187
1991,30-45 y.,Upper Secondary Level,Not Working,0.13406,261,1439,0.11645,0.15167
1991,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.55908,59,59,0.43131,0.68686
1991,30-45 y.,First Stage of Tertiary Education,Full Time,0.52096,128,206,0.45258,0.58935
1991,30-45 y.,First Stage of Tertiary Education,Part Time,0.18725,47,206,0.13385,0.24066
1991,30-45 y.,First Stage of Tertiary Education,Not Working,0.13517,31,206,0.08837,0.18198
1991,30-45 y.,Second Stage of Tertiary Education,Full Time,0.47320,246,355,0.42119,0.52521
1991,30-45 y.,Second Stage of Tertiary Education,Part Time,0.15000,77,355,0.11280,0.18719
1991,30-45 y.,Second Stage of Tertiary Education,Not Working,0.05822,32,355,0.03383,0.08262
1991,46-65 y.,Primary Level,Full Time,0.41105,122,287,0.35403,0.46808
1991,46-65 y.,Primary Level,Part Time,0.10647,39,287,0.07072,0.14222
1991,46-65 y.,Primary Level,Not Working,0.44009,126,287,0.38256,0.49762
1991,46-65 y.,Lower Secondary Level,Full Time,0.26657,288,780,0.23552,0.29762
1991,46-65 y.,Lower Secondary Level,Part Time,0.18832,153,780,0.16086,0.21577
1991,46-65 y.,Lower Secondary Level,Not Working,0.44269,339,780,0.40781,0.47757
1991,46-65 y.,Upper Secondary Level,Full Time,0.38785,684,1327,0.36162,0.41407
1991,46-65 y.,Upper Secondary Level,Part Time,0.13359,219,1327,0.11528,0.15190
1991,46-65 y.,Upper Secondary Level,Not Working,0.25169,424,1327,0.22833,0.27505
1991,46-65 y.,First Stage of Tertiary Education,Full Time,0.45119,97,135,0.36694,0.53545
1991,46-65 y.,First Stage of Tertiary Education,Not Working,0.19488,38,135,0.12781,0.26195
1991,46-65 y.,Second Stage of Tertiary Education,Full Time,0.37021,151,228,0.30739,0.43302
1991,46-65 y.,Second Stage of Tertiary Education,Part Time,0.10125,39,228,0.06201,0.14050
1991,46-65 y.,Second Stage of Tertiary Education,Not Working,0.10456,38,228,0.06475,0.14436
1991,66 and older,Lower Secondary Level,Not Working,0.82600,366,366,0.78711,0.86489
1991,66 and older,Upper Secondary Level,Not Working,0.79583,488,488,0.76003,0.83164
1991,66 and older,First Stage of Tertiary Education,Not Working,0.79002,65,65,0.69023,0.88980
1991,66 and older,Second Stage of Tertiary Education,Not Working,0.66634,56,56,0.54173,0.79096
1992,17-29 y.,Pre-primary Level,Not Working,0.81739,158,158,0.75696,0.87783
1992,17-29 y.,Primary Level,Full Time,0.32472,38,109,0.23641,0.41304
1992,17-29 y.,Primary Level,Not Working,0.49859,71,109,0.40429,0.59289
1992,17-29 y.,Lower Secondary Level,Full Time,0.44282,419,932,0.41092,0.47473
1992,17-29 y.,Lower Secondary Level,Part Time,0.27559,242,932,0.24689,0.30430
1992,17-29 y.,Lower Secondary Level,Not Working,0.28158,271,932,0.25269,0.31047
1992,17-29 y.,Upper Secondary Level,Full Time,0.58373,1028,1762,0.56070,0.60675
1992,17-29 y.,Upper Secondary Level,Part Time,0.23001,406,1762,0.21035,0.24967
1992,17-29 y.,Upper Secondary Level,Not Working,0.18626,328,1762,0.16808,0.20445
1992,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.53770,88,171,0.46275,0.61265
1992,17-29 y.,Post-secondary Non-tertiary Level,Part Time,0.27672,41,171,0.20947,0.34397
1992,17-29 y.,Post-secondary Non-tertiary Level,Not Working,0.18558,42,171,0.12714,0.24402
1992,17-29 y.,First Stage of Tertiary Education,Full Time,0.84182,84,84,0.76332,0.92033
1992,17-29 y.,Second Stage of Tertiary Education,Full Time,0.54694,94,143,0.46506,0.62882
1992,17-29 y.,Second Stage of Tertiary Education,Part Time,0.30966,49,143,0.23361,0.38571
1992,30-45 y.,Primary Level,Full Time,0.48337,98,192,0.41250,0.55424
1992,30-45 y.,Primary Level,Part Time,0.19667,41,192,0.14030,0.25304
1992,30-45 y.,Primary Level,Not Working,0.31996,53,192,0.25380,0.38611
1992,30-45 y.,Lower Secondary Level,Full Time,0.43872,249,488,0.39465,0.48280
1992,30-45 y.,Lower Secondary Level,Part Time,0.32098,130,488,0.27952,0.36245
1992,30-45 y.,Lower Secondary Level,Not Working,0.24030,109,488,0.20235,0.27824
1992,30-45 y.,Upper Secondary Level,Full Time,0.63696,1461,2267,0.61716,0.65676
1992,30-45 y.,Upper Secondary Level,Part Time,0.22333,510,2267,0.20618,0.24048
1992,30-45 y.,Upper Secondary Level,Not Working,0.13971,296,2267,0.12543,0.15398
1992,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.65419,91,91,0.55592,0.75245
1992,30-45 y.,First Stage of Tertiary Education,Full Time,0.64871,211,311,0.59557,0.70185
1992,30-45 y.,First Stage of Tertiary Education,Part Time,0.22681,67,311,0.18019,0.27343
1992,30-45 y.,First Stage of Tertiary Education,Not Working,0.12448,33,311,0.08773,0.16124
1992,30-45 y.,Second Stage of Tertiary Education,Full Time,0.69760,595,829,0.66631,0.72888
1992,30-45 y.,Second Stage of Tertiary Education,Part Time,0.22770,180,829,0.19913,0.25626
1992,30-45 y.,Second Stage of Tertiary Education,Not Working,0.07470,54,829,0.05679,0.09261
1992,46-65 y.,Primary Level,Full Time,0.39271,115,279,0.33531,0.45012
1992,46-65 y.,Primary Level,Part Time,0.15322,41,279,0.11088,0.19556
1992,46-65 y.,Primary Level,Not Working,0.45407,123,279,0.39554,0.51259
1992,46-65 y.,Lower Secondary Level,Full Time,0.28429,311,886,0.25457,0.31401
1992,46-65 y.,Lower Secondary Level,Part Time,0.20049,164,886,0.17411,0.22687
1992,46-65 y.,Lower Secondary Level,Not Working,0.51523,411,886,0.48230,0.54815
1992,46-65 y.,Upper Secondary Level,Full Time,0.49982,1007,1974,0.47775,0.52188
1992,46-65 y.,Upper Secondary Level,Part Time,0.17590,354,1974,0.15910,0.19270
1992,46-65 y.,Upper Secondary Level,Not Working,0.32428,613,1974,0.30363,0.34494
1992,46-65 y.,First Stage of Tertiary Education,Full Time,0.66621,180,258,0.60856,0.72387
1992,46-65 y.,First Stage of Tertiary Education,Part Time,0.12194,35,258,0.08193,0.16194
1992,46-65 y.,First Stage of Tertiary Education,Not Working,0.21185,43,258,0.16189,0.26181
1992,46-65 y.,Second Stage of Tertiary Education,Full Time,0.63779,362,548,0.59751,0.67807
1992,46-65 y.,Second Stage of Tertiary Education,Part Time,0.18700,95,548,0.15433,0.21968
1992,46-65 y.,Second Stage of Tertiary Education,Not Working,0.17521,91,548,0.14335,0.20707
1992,66 and older,Upper Secondary Level,Not Working,0.96851,696,696,0.95552,0.98149
1992,66 and older,First Stage of Tertiary Education,Not Working,0.95233,87,87,0.90730,0.99736
1992,66 and older,Second Stage of Tertiary Education,Not Working,0.93379,98,98,0.88431,0.98328
1993,17-29 y.,Pre-primary Level,Not Working,0.88498,166,166,0.83630,0.93366
1993,17-29 y.,Primary Level,Full Time,0.31271,36,113,0.22685,0.39857
1993,17-29 y.,Primary Level,Not Working,0.57259,77,113,0.48097,0.66421
1993,17-29 y.,Lower Secondary Level,Full Time,0.45825,396,884,0.42539,0.49112
1993,17-29 y.,Lower Secondary Level,Part Time,0.25931,234,884,0.23040,0.28822
1993,17-29 y.,Lower Secondary Level,Not Working,0.28243,254,884,0.25274,0.31213
1993,17-29 y.,Upper Secondary Level,Full Time,0.58817,998,1734,0.56500,0.61134
1993,17-29 y.,Upper Secondary Level,Part Time,0.23517,412,1734,0.21521,0.25514
1993,17-29 y.,Upper Secondary Level,Not Working,0.17665,324,1734,0.15870,0.19461
1993,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.39881,70,169,0.32477,0.47285
1993,17-29 y.,Post-secondary Non-tertiary Level,Part Time,0.37961,56,169,0.30623,0.45300
1993,17-29 y.,Post-secondary Non-tertiary Level,Not Working,0.22158,43,169,0.15878,0.28438
1993,17-29 y.,First Stage of Tertiary Education,Full Time,0.81627,76,76,0.72862,0.90391
1993,17-29 y.,Second Stage of Tertiary Education,Full Time,0.47664,84,133,0.39143,0.56184
1993,17-29 y.,Second Stage of Tertiary Education,Part Time,0.31727,49,133,0.23787,0.39667
1993,30-45 y.,Primary Level,Full Time,0.47623,87,180,0.40307,0.54940
1993,30-45 y.,Primary Level,Part Time,0.17676,40,180,0.12087,0.23264
1993,30-45 y.,Primary Level,Not Working,0.34701,53,180,0.27727,0.41674
1993,30-45 y.,Lower Secondary Level,Full Time,0.44943,226,463,0.40407,0.49479
1993,30-45 y.,Lower Secondary Level,Part Time,0.32325,132,463,0.28060,0.36590
1993,30-45 y.,Lower Secondary Level,Not Working,0.22731,105,463,0.18910,0.26553
1993,30-45 y.,Upper Secondary Level,Full Time,0.61771,1408,2251,0.59763,0.63779
1993,30-45 y.,Upper Secondary Level,Part Time,0.22290,491,2251,0.20571,0.24010
1993,30-45 y.,Upper Secondary Level,Not Working,0.15938,352,2251,0.14426,0.17451
1993,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.67483,95,95,0.58014,0.76953
1993,30-45 y.,First Stage of Tertiary Education,Full Time,0.68730,224,317,0.63618,0.73841
1993,30-45 y.,First Stage of Tertiary Education,Part Time,0.20983,62,317,0.16493,0.25472
1993,30-45 y.,First Stage of Tertiary Education,Not Working,0.10288,31,317,0.06938,0.13637
1993,30-45 y.,Second Stage of Tertiary Education,Full Time,0.68936,586,806,0.65739,0.72133
1993,30-45 y.,Second Stage of Tertiary Education,Part Time,0.23243,158,806,0.20325,0.26161
1993,30-45 y.,Second Stage of Tertiary Education,Not Working,0.07821,62,806,0.05966,0.09676
1993,46-65 y.,Primary Level,Full Time,0.39025,110,278,0.33281,0.44770
1993,46-65 y.,Primary Level,Part Time,0.10388,34,278,0.06795,0.13981
1993,46-65 y.,Primary Level,Not Working,0.50587,134,278,0.44699,0.56475
1993,46-65 y.,Lower Secondary Level,Full Time,0.27583,282,846,0.24569,0.30596
1993,46-65 y.,Lower Secondary Level,Part Time,0.21359,170,846,0.18596,0.24122
1993,46-65 y.,Lower Secondary Level,Not Working,0.51058,394,846,0.47688,0.54429
1993,46-65 y.,Upper Secondary Level,Full Time,0.47799,943,1949,0.45580,0.50017
1993,46-65 y.,Upper Secondary Level,Part Time,0.17029,333,1949,0.15360,0.18698
1993,46-65 y.,Upper Secondary Level,Not Working,0.35173,673,1949,0.33052,0.37293
1993,46-65 y.,Post-secondary Non-tertiary Level,Full Time,0.57501,32,32,0.40099,0.74903
1993,46-65 y.,First Stage of Tertiary Education,Full Time,0.59512,149,243,0.53328,0.65697
1993,46-65 y.,First Stage of Tertiary Education,Part Time,0.17472,43,243,0.12688,0.22256
1993,46-65 y.,First Stage of Tertiary Education,Not Working,0.23016,51,243,0.17712,0.28319
1993,46-65 y.,Second Stage of Tertiary Education,Full Time,0.60863,343,552,0.56787,0.64938
1993,46-65 y.,Second Stage of Tertiary Education,Part Time,0.16526,84,552,0.13425,0.19627
1993,46-65 y.,Second Stage of Tertiary Education,Not Working,0.22611,125,552,0.19119,0.26104
1993,66 and older,Lower Secondary Level,Not Working,0.98857,480,480,0.97905,0.99809
1993,66 and older,Upper Secondary Level,Not Working,0.98302,714,714,0.97354,0.99251
1993,66 and older,First Stage of Tertiary Education,Not Working,0.93614,81,81,0.88256,0.98972
1993,66 and older,Second Stage of Tertiary Education,Not Working,0.93046,106,106,0.88181,0.97912
1994,17-29 y.,Pre-primary Level,Not Working,0.93244,222,222,0.89934,0.96553
1994,17-29 y.,Primary Level,Not Working,0.49328,52,52,0.35606,0.63049
1994,17-29 y.,Lower Secondary Level,Full Time,0.44451,353,772,0.40943,0.47959
1994,17-29 y.,Lower Secondary Level,Part Time,0.26921,201,772,0.23790,0.30052
1994,17-29 y.,Lower Secondary Level,Not Working,0.28628,218,772,0.25437,0.31819
1994,17-29 y.,Upper Secondary Level,Full Time,0.56263,940,1654,0.53871,0.58654
1994,17-29 y.,Upper Secondary Level,Part Time,0.23230,379,1654,0.21194,0.25266
1994,17-29 y.,Upper Secondary Level,Not Working,0.20508,335,1654,0.18561,0.22454
1994,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.42329,78,173,0.34945,0.49712
1994,17-29 y.,Post-secondary Non-tertiary Level,Part Time,0.28013,40,173,0.21302,0.34724
1994,17-29 y.,Post-secondary Non-tertiary Level,Not Working,0.29658,55,173,0.22832,0.36484
1994,17-29 y.,First Stage of Tertiary Education,Full Time,0.77827,77,77,0.68488,0.87167
1994,17-29 y.,Second Stage of Tertiary Education,Full Time,0.47467,79,164,0.39800,0.55133
1994,17-29 y.,Second Stage of Tertiary Education,Part Time,0.33093,52,164,0.25869,0.40317
1994,17-29 y.,Second Stage of Tertiary Education,Not Working,0.19440,33,164,0.13365,0.25516
1994,30-45 y.,Primary Level,Full Time,0.41394,74,158,0.33689,0.49098
1994,30-45 y.,Primary Level,Part Time,0.16494,33,158,0.10689,0.22299
1994,30-45 y.,Primary Level,Not Working,0.42112,51,158,0.34389,0.49836
1994,30-45 y.,Lower Secondary Level,Full Time,0.42531,202,439,0.37901,0.47161
1994,30-45 y.,Lower Secondary Level,Part Time,0.29730,123,439,0.25449,0.34010
1994,30-45 y.,Lower Secondary Level,Not Working,0.27739,114,439,0.23546,0.31932
1994,30-45 y.,Upper Secondary Level,Full Time,0.60513,1363,2229,0.58483,0.62543
1994,30-45 y.,Upper Secondary Level,Part Time,0.22916,498,2229,0.21171,0.24661
1994,30-45 y.,Upper Secondary Level,Not Working,0.16572,368,2229,0.15028,0.18115
1994,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.68002,101,101,0.58859,0.77145
1994,30-45 y.,First Stage of Tertiary Education,Full Time,0.64906,203,310,0.59584,0.70227
1994,30-45 y.,First Stage of Tertiary Education,Part Time,0.25927,73,310,0.21041,0.30814
1994,30-45 y.,First Stage of Tertiary Education,Not Working,0.09167,34,310,0.05950,0.12385
1994,30-45 y.,Second Stage of Tertiary Education,Full Time,0.69382,594,812,0.66210,0.72554
1994,30-45 y.,Second Stage of Tertiary Education,Part Time,0.22604,155,812,0.19726,0.25483
1994,30-45 y.,Second Stage of Tertiary Education,Not Working,0.08014,63,812,0.06145,0.09882
1994,46-65 y.,Primary Level,Full Time,0.37911,101,266,0.32069,0.43752
1994,46-65 y.,Primary Level,Part Time,0.14958,43,266,0.10664,0.19253
1994,46-65 y.,Primary Level,Not Working,0.47131,122,266,0.41121,0.53141
1994,46-65 y.,Lower Secondary Level,Full Time,0.26114,249,811,0.23089,0.29139
1994,46-65 y.,Lower Secondary Level,Part Time,0.21577,165,811,0.18744,0.24410
1994,46-65 y.,Lower Secondary Level,Not Working,0.52310,397,811,0.48870,0.55749
1994,46-65 y.,Upper Secondary Level,Full Time,0.46882,903,1942,0.44662,0.49102
1994,46-65 y.,Upper Secondary Level,Part Time,0.16362,313,1942,0.14716,0.18008
1994,46-65 y.,Upper Secondary Level,Not Working,0.36756,726,1942,0.34611,0.38901
1994,46-65 y.,First Stage of Tertiary Education,Full Time,0.55057,143,248,0.48853,0.61261
1994,46-65 y.,First Stage of Tertiary Education,Part Time,0.14621,33,248,0.10215,0.19027
1994,46-65 y.,First Stage of Tertiary Education,Not Working,0.30322,72,248,0.24590,0.36054
1994,46-65 y.,Second Stage of Tertiary Education,Full Time,0.61187,347,547,0.57100,0.65275
1994,46-65 y.,Second Stage of Tertiary Education,Part Time,0.15979,72,547,0.12906,0.19053
1994,46-65 y.,Second Stage of Tertiary Education,Not Working,0.22833,128,547,0.19312,0.26354
1994,66 and older,Lower Secondary Level,Not Working,0.99071,464,464,0.98197,0.99945
1994,66 and older,Upper Secondary Level,Not Working,0.98223,728,728,0.97262,0.99183
1994,66 and older,First Stage of Tertiary Education,Not Working,0.94252,84,84,0.89245,0.99260
1994,66 and older,Second Stage of Tertiary Education,Not Working,0.91433,119,119,0.86383,0.96483
1995,17-29 y.,Pre-primary Level,Not Working,0.97492,277,277,0.95647,0.99337
1995,17-29 y.,Primary Level,Not Working,0.51014,38,38,0.34906,0.67121
1995,17-29 y.,Lower Secondary Level,Full Time,0.41556,315,763,0.38057,0.45055
1995,17-29 y.,Lower Secondary Level,Part Time,0.28469,207,763,0.25265,0.31674
1995,17-29 y.,Lower Secondary Level,Not Working,0.29975,241,763,0.26722,0.33228
1995,17-29 y.,Upper Secondary Level,Full Time,0.52392,857,1615,0.49955,0.54828
1995,17-29 y.,Upper Secondary Level,Part Time,0.25297,398,1615,0.23176,0.27418
1995,17-29 y.,Upper Secondary Level,Not Working,0.22311,360,1615,0.20280,0.24342
1995,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.46332,79,173,0.38880,0.53784
1995,17-29 y.,Post-secondary Non-tertiary Level,Part Time,0.27162,43,173,0.20515,0.33809
1995,17-29 y.,Post-secondary Non-tertiary Level,Not Working,0.26506,51,173,0.19910,0.33102
1995,17-29 y.,First Stage of Tertiary Education,Full Time,0.76087,79,79,0.66620,0.85553
1995,17-29 y.,Second Stage of Tertiary Education,Full Time,0.54785,96,147,0.46712,0.62858
1995,17-29 y.,Second Stage of Tertiary Education,Part Time,0.30051,51,147,0.22614,0.37488
1995,30-45 y.,Primary Level,Full Time,0.31992,54,148,0.24452,0.39532
1995,30-45 y.,Primary Level,Part Time,0.27883,40,148,0.20634,0.35133
1995,30-45 y.,Primary Level,Not Working,0.40125,54,148,0.32201,0.48048
1995,30-45 y.,Lower Secondary Level,Full Time,0.36997,193,465,0.32604,0.41389
1995,30-45 y.,Lower Secondary Level,Part Time,0.29726,141,465,0.25567,0.33885
1995,30-45 y.,Lower Secondary Level,Not Working,0.33278,131,465,0.28990,0.37565
1995,30-45 y.,Upper Secondary Level,Full Time,0.57971,1378,2387,0.55991,0.59952
1995,30-45 y.,Upper Secondary Level,Part Time,0.24349,583,2387,0.22627,0.26071
1995,30-45 y.,Upper Secondary Level,Not Working,0.17680,426,2387,0.16149,0.19211
1995,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.57610,126,211,0.50926,0.64294
1995,30-45 y.,Post-secondary Non-tertiary Level,Part Time,0.25896,48,211,0.19971,0.31821
1995,30-45 y.,Post-secondary Non-tertiary Level,Not Working,0.16494,37,211,0.11474,0.21513
1995,30-45 y.,First Stage of Tertiary Education,Full Time,0.65369,215,325,0.60188,0.70550
1995,30-45 y.,First Stage of Tertiary Education,Part Time,0.24408,74,325,0.19731,0.29085
1995,30-45 y.,First Stage of Tertiary Education,Not Working,0.10223,36,325,0.06924,0.13522
1995,30-45 y.,Second Stage of Tertiary Education,Full Time,0.66185,589,847,0.62997,0.69372
1995,30-45 y.,Second Stage of Tertiary Education,Part Time,0.23628,177,847,0.20766,0.26491
1995,30-45 y.,Second Stage of Tertiary Education,Not Working,0.10187,81,847,0.08149,0.12226
1995,46-65 y.,Primary Level,Full Time,0.35711,98,271,0.29996,0.41427
1995,46-65 y.,Primary Level,Part Time,0.18100,44,271,0.13507,0.22692
1995,46-65 y.,Primary Level,Not Working,0.46189,129,271,0.40242,0.52136
1995,46-65 y.,Lower Secondary Level,Full Time,0.25716,245,784,0.22655,0.28778
1995,46-65 y.,Lower Secondary Level,Part Time,0.19634,150,784,0.16852,0.22416
1995,46-65 y.,Lower Secondary Level,Not Working,0.54650,389,784,0.51163,0.58137
1995,46-65 y.,Upper Secondary Level,Full Time,0.42635,880,1984,0.40458,0.44811
1995,46-65 y.,Upper Secondary Level,Part Time,0.19353,373,1984,0.17614,0.21092
1995,46-65 y.,Upper Secondary Level,Not Working,0.38012,731,1984,0.35876,0.40149
1995,46-65 y.,Post-secondary Non-tertiary Level,Full Time,0.48824,31,31,0.30937,0.66711
1995,46-65 y.,First Stage of Tertiary Education,Full Time,0.52363,143,212,0.45624,0.59102
1995,46-65 y.,First Stage of Tertiary Education,Not Working,0.32989,69,212,0.26644,0.39333
1995,46-65 y.,Second Stage of Tertiary Education,Full Time,0.61897,376,582,0.57948,0.65846
1995,46-65 y.,Second Stage of Tertiary Education,Part Time,0.18183,90,582,0.15046,0.21319
1995,46-65 y.,Second Stage of Tertiary Education,Not Working,0.19921,116,582,0.16673,0.23168
1995,66 and older,Lower Secondary Level,Not Working,0.98045,470,470,0.96792,0.99298
1995,66 and older,Upper Secondary Level,Not Working,0.98111,727,727,0.97121,0.99101
1995,66 and older,First Stage of Tertiary Education,Not Working,0.90616,75,75,0.83971,0.97260
1995,66 and older,Second Stage of Tertiary Education,Not Working,0.91152,141,141,0.86447,0.95856
1996,17-29 y.,Pre-primary Level,Not Working,0.94456,277,277,0.91756,0.97155
1996,17-29 y.,Primary Level,Not Working,0.49806,32,32,0.32205,0.67407
1996,17-29 y.,Lower Secondary Level,Full Time,0.42821,297,716,0.39194,0.46448
1996,17-29 y.,Lower Secondary Level,Part Time,0.27157,203,716,0.23897,0.30417
1996,17-29 y.,Lower Secondary Level,Not Working,0.30022,216,716,0.26662,0.33381
1996,17-29 y.,Upper Secondary Level,Full Time,0.51374,795,1491,0.48836,0.53911
1996,17-29 y.,Upper Secondary Level,Part Time,0.27203,381,1491,0.24943,0.29463
1996,17-29 y.,Upper Secondary Level,Not Working,0.21423,315,1491,0.19340,0.23507
1996,17-29 y.,Post-secondary Non-tertiary Level,Full Time,0.52855,83,166,0.45238,0.60471
1996,17-29 y.,Post-secondary Non-tertiary Level,Part Time,0.22899,40,166,0.16487,0.29310
1996,17-29 y.,Post-secondary Non-tertiary Level,Not Working,0.24247,43,166,0.17707,0.30786
1996,17-29 y.,First Stage of Tertiary Education,Full Time,0.72013,84,84,0.62354,0.81671
1996,17-29 y.,Second Stage of Tertiary Education,Full Time,0.51541,81,131,0.42950,0.60132
1996,17-29 y.,Second Stage of Tertiary Education,Part Time,0.28805,50,131,0.21020,0.36589
1996,30-45 y.,Primary Level,Full Time,0.39380,47,132,0.31013,0.47747
1996,30-45 y.,Primary Level,Part Time,0.24538,40,132,0.17169,0.31907
1996,30-45 y.,Primary Level,Not Working,0.36081,45,132,0.27857,0.44305
1996,30-45 y.,Lower Secondary Level,Full Time,0.40541,187,445,0.35974,0.45108
1996,30-45 y.,Lower Secondary Level,Part Time,0.28241,139,445,0.24054,0.32428
1996,30-45 y.,Lower Secondary Level,Not Working,0.31218,119,445,0.26908,0.35529
1996,30-45 y.,Upper Secondary Level,Full Time,0.59190,1405,2396,0.57221,0.61158
1996,30-45 y.,Upper Secondary Level,Part Time,0.24672,594,2396,0.22945,0.26398
1996,30-45 y.,Upper Secondary Level,Not Working,0.16138,397,2396,0.14665,0.17612
1996,30-45 y.,Post-secondary Non-tertiary Level,Full Time,0.57390,130,222,0.50870,0.63910
1996,30-45 y.,Post-secondary Non-tertiary Level,Part Time,0.28300,56,222,0.22361,0.34239
1996,30-45 y.,Post-secondary Non-tertiary Level,Not Working,0.14310,36,222,0.09693,0.18927
1996,30-45 y.,First Stage of Tertiary Education,Full Time,0.65595,224,306,0.60264,0.70927
1996,30-45 y.,First Stage of Tertiary Education,Part Time,0.27334,82,306,0.22333,0.32336
1996,30-45 y.,Second Stage of Tertiary Education,Full Time,0.67494,601,850,0.64344,0.70645
1996,30-45 y.,Second Stage of Tertiary Education,Part Time,0.23381,178,850,0.20534,0.26228
1996,30-45 y.,Second Stage of Tertiary Education,Not Working,0.09125,71,850,0.07188,0.11062
1996,46-65 y.,Primary Level,Full Time,0.30652,72,248,0.24902,0.36401
1996,46-65 y.,Primary Level,Part Time,0.18020,51,248,0.13227,0.22813
1996,46-65 y.,Primary Level,Not Working,0.51328,125,248,0.45095,0.57562
1996,46-65 y.,Lower Secondary Level,Full Time,0.21870,198,757,0.18923,0.24817
1996,46-65 y.,Lower Secondary Level,Part Time,0.23066,172,757,0.20063,0.26069
1996,46-65 y.,Lower Secondary Level,Not Working,0.55064,387,757,0.51518,0.58610
1996,46-65 y.,Upper Secondary Level,Full Time,0.42662,848,1963,0.40473,0.44850
1996,46-65 y.,Upper Secondary Level,Part Time,0.19675,400,1963,0.17916,0.21434
