year,regtyp,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,Urban regions,Germany,0.69834,13957,20371,0.69204,0.70464
2017,Urban regions,Northern Africa,0.00219,92,20371,0.00155,0.00283
2017,Urban regions,Northern America,0.00239,37,20371,0.00172,0.00306
2017,Urban regions,Southern Asia,0.00807,505,20371,0.00684,0.00930
2017,Urban regions,South-Eastern Asia,0.00344,40,20371,0.00264,0.00425
2017,Urban regions,Southern Europe,0.03250,771,20371,0.03006,0.03493
2017,Urban regions,Central Asia,0.01191,339,20371,0.01042,0.01340
2017,Urban regions,Western Asia,0.02838,2785,20371,0.02610,0.03067
2017,Urban regions,Eastern Europe,0.03882,1318,20371,0.03617,0.04148
2017,Urban regions,Northern Europe,0.00223,69,20371,0.00158,0.00288
2017,Urban regions,Western Europe,0.01006,159,20371,0.00869,0.01143
2017,Urban regions,Sub-Saharan Africa,0.00374,210,20371,0.00290,0.00457
2017,Urban regions,Latin America and the Caribbean,0.00501,89,20371,0.00404,0.00598
2017,Rural regions,Germany,0.76230,8319,10780,0.75427,0.77034
2017,Rural regions,Southern Asia,0.00342,232,10780,0.00231,0.00452
2017,Rural regions,Southern Europe,0.01277,161,10780,0.01065,0.01488
2017,Rural regions,Central Asia,0.01081,211,10780,0.00886,0.01276
2017,Rural regions,Western Asia,0.01316,1086,10780,0.01101,0.01532
2017,Rural regions,Eastern Europe,0.03080,612,10780,0.02754,0.03407
2017,Rural regions,Northern Europe,0.00264,35,10780,0.00167,0.00361
2017,Rural regions,Western Europe,0.00681,47,10780,0.00526,0.00836
2017,Rural regions,Sub-Saharan Africa,0.00178,77,10780,0.00099,0.00258
2018,Urban regions,Germany,0.69551,13556,19603,0.68907,0.70195
2018,Urban regions,Northern Africa,0.00251,93,19603,0.00181,0.00321
2018,Urban regions,Southern Asia,0.00844,451,19603,0.00716,0.00972
2018,Urban regions,South-Eastern Asia,0.00351,38,19603,0.00268,0.00434
2018,Urban regions,Southern Europe,0.03095,671,19603,0.02853,0.03338
2018,Urban regions,Central Asia,0.01115,302,19603,0.00968,0.01262
2018,Urban regions,Western Asia,0.03024,2697,19603,0.02784,0.03264
2018,Urban regions,Eastern Europe,0.04062,1249,19603,0.03785,0.04338
2018,Urban regions,Northern Europe,0.00240,64,19603,0.00171,0.00308
2018,Urban regions,Western Europe,0.01296,163,19603,0.01137,0.01454
2018,Urban regions,Sub-Saharan Africa,0.00446,233,19603,0.00353,0.00539
2018,Urban regions,Latin America and the Caribbean,0.00493,86,19603,0.00395,0.00591
2018,Rural regions,Germany,0.76664,7969,10155,0.75841,0.77486
2018,Rural regions,Southern Asia,0.00512,203,10155,0.00373,0.00651
2018,Rural regions,Southern Europe,0.01072,147,10155,0.00872,0.01273
2018,Rural regions,Central Asia,0.01160,195,10155,0.00951,0.01368
2018,Rural regions,Western Asia,0.01259,945,10155,0.01042,0.01476
2018,Rural regions,Eastern Europe,0.02982,553,10155,0.02651,0.03313
2018,Rural regions,Northern Europe,0.00285,31,10155,0.00181,0.00388
2018,Rural regions,Western Europe,0.00656,41,10155,0.00499,0.00813
2018,Rural regions,Sub-Saharan Africa,0.00156,71,10155,0.00079,0.00233
2019,Urban regions,Germany,0.68914,13791,19239,0.68260,0.69568
2019,Urban regions,Northern Africa,0.00284,82,19239,0.00209,0.00359
2019,Urban regions,Southern Asia,0.00750,390,19239,0.00628,0.00871
2019,Urban regions,South-Eastern Asia,0.00272,32,19239,0.00198,0.00345
2019,Urban regions,Southern Europe,0.03172,556,19239,0.02924,0.03420
2019,Urban regions,Central Asia,0.01101,249,19239,0.00953,0.01248
2019,Urban regions,Western Asia,0.03143,2535,19239,0.02897,0.03390
2019,Urban regions,Eastern Europe,0.04080,1091,19239,0.03800,0.04359
2019,Urban regions,Northern Europe,0.00244,63,19239,0.00174,0.00314
2019,Urban regions,Western Europe,0.01301,170,19239,0.01141,0.01461
2019,Urban regions,Sub-Saharan Africa,0.00493,195,19239,0.00394,0.00592
2019,Urban regions,Latin America and the Caribbean,0.00541,85,19239,0.00437,0.00645
2019,Rural regions,Germany,0.76343,7979,9882,0.75505,0.77181
2019,Rural regions,Southern Asia,0.00539,159,9882,0.00394,0.00683
2019,Rural regions,Southern Europe,0.01087,116,9882,0.00882,0.01291
2019,Rural regions,Central Asia,0.01146,168,9882,0.00936,0.01356
2019,Rural regions,Western Asia,0.01173,871,9882,0.00961,0.01385
2019,Rural regions,Eastern Europe,0.02941,484,9882,0.02608,0.03274
2019,Rural regions,Western Europe,0.00595,44,9882,0.00443,0.00747
2019,Rural regions,Sub-Saharan Africa,0.00195,61,9882,0.00108,0.00282
2020,Urban regions,Germany,0.70246,13112,20303,0.69617,0.70875
2020,Urban regions,Northern Africa,0.00214,120,20303,0.00150,0.00277
2020,Urban regions,Northern America,0.00275,70,20303,0.00203,0.00347
2020,Urban regions,Eastern Asia,0.00054,43,20303,0.00022,0.00086
2020,Urban regions,Southern Asia,0.00807,593,20303,0.00684,0.00930
2020,Urban regions,South-Eastern Asia,0.00275,70,20303,0.00203,0.00347
2020,Urban regions,Southern Europe,0.02908,810,20303,0.02677,0.03139
2020,Urban regions,Central Asia,0.01017,240,20303,0.00879,0.01155
2020,Urban regions,Western Asia,0.02729,2787,20303,0.02505,0.02953
2020,Urban regions,Eastern Europe,0.03366,1609,20303,0.03118,0.03614
2020,Urban regions,Northern Europe,0.00218,63,20303,0.00154,0.00282
2020,Urban regions,Western Europe,0.01285,171,20303,0.01130,0.01440
2020,Urban regions,Sub-Saharan Africa,0.00581,440,20303,0.00476,0.00685
2020,Urban regions,Latin America and the Caribbean,0.00541,175,20303,0.00440,0.00642
2020,Rural regions,Germany,0.76197,7419,9591,0.75344,0.77049
2020,Rural regions,Southern Asia,0.00442,170,9591,0.00310,0.00575
2020,Rural regions,Southern Europe,0.01251,224,9591,0.01028,0.01473
2020,Rural regions,Central Asia,0.01164,147,9591,0.00949,0.01378
2020,Rural regions,Western Asia,0.01288,772,9591,0.01062,0.01514
2020,Rural regions,Eastern Europe,0.02506,699,9591,0.02193,0.02819
2020,Rural regions,Western Europe,0.00481,45,9591,0.00342,0.00619
2020,Rural regions,Sub-Saharan Africa,0.00229,84,9591,0.00134,0.00325
2020,Rural regions,Latin America and the Caribbean,0.00155,31,9591,0.00076,0.00234
2021,Urban regions,Germany,0.69138,9249,13510,0.68359,0.69916
2021,Urban regions,Northern Africa,0.00141,52,13510,0.00078,0.00205
2021,Urban regions,Northern America,0.00302,48,13510,0.00209,0.00394
2021,Urban regions,Southern Asia,0.00794,342,13510,0.00644,0.00943
2021,Urban regions,South-Eastern Asia,0.00234,32,13510,0.00153,0.00316
2021,Urban regions,Southern Europe,0.03069,409,13510,0.02778,0.03360
2021,Urban regions,Central Asia,0.01071,132,13510,0.00897,0.01244
2021,Urban regions,Western Asia,0.02813,1943,13510,0.02534,0.03092
2021,Urban regions,Eastern Europe,0.03689,825,13510,0.03371,0.04007
2021,Urban regions,Northern Europe,0.00266,43,13510,0.00179,0.00353
2021,Urban regions,Western Europe,0.01219,117,13510,0.01034,0.01404
2021,Urban regions,Sub-Saharan Africa,0.00557,226,13510,0.00432,0.00683
2021,Urban regions,Latin America and the Caribbean,0.00505,92,13510,0.00385,0.00624
2021,Rural regions,Germany,0.75567,5181,6306,0.74506,0.76627
2021,Rural regions,Southern Asia,0.00442,57,6306,0.00278,0.00606
2021,Rural regions,Southern Europe,0.01386,90,6306,0.01098,0.01675
2021,Rural regions,Central Asia,0.01295,85,6306,0.01016,0.01574
2021,Rural regions,Western Asia,0.01262,476,6306,0.00986,0.01537
2021,Rural regions,Eastern Europe,0.03001,342,6306,0.02580,0.03422
2021,Rural regions,Western Europe,0.00476,37,6306,0.00306,0.00646
2021,Rural regions,Sub-Saharan Africa,0.00206,38,6306,0.00094,0.00317
