year,age_gr,regtyp,region_origin,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,46-65 y.,Urban regions,Western Europe,0.01422,50,4942,0.01092,0.01753
2000,46-65 y.,Rural regions,Germany,0.93266,2495,2614,0.92305,0.94227
2000,46-65 y.,Rural regions,Southern Europe,0.01271,58,2614,0.00842,0.01701
2000,46-65 y.,Rural regions,Eastern Europe,0.02476,61,2614,0.01880,0.03072
2000,66 and older,Urban regions,Germany,0.90507,2082,2256,0.89297,0.91716
2000,66 and older,Urban regions,Southern Europe,0.01436,62,2256,0.00945,0.01927
2000,66 and older,Urban regions,Eastern Europe,0.04799,112,2256,0.03916,0.05681
2000,66 and older,Rural regions,Germany,0.91755,1160,1227,0.90215,0.93295
2000,66 and older,Rural regions,Eastern Europe,0.05619,67,1227,0.04330,0.06908
2001,17-29 y.,Urban regions,Germany,0.82608,2214,2555,0.81138,0.84078
2001,17-29 y.,Urban regions,Southern Europe,0.02397,63,2555,0.01804,0.02991
2001,17-29 y.,Urban regions,Central Asia,0.02366,52,2555,0.01776,0.02955
2001,17-29 y.,Urban regions,Western Asia,0.03703,89,2555,0.02971,0.04436
2001,17-29 y.,Urban regions,Eastern Europe,0.05796,137,2555,0.04890,0.06702
2001,17-29 y.,Rural regions,Germany,0.92309,1388,1388,0.90906,0.93711
2001,30-45 y.,Urban regions,Germany,0.83899,3976,4746,0.82853,0.84945
2001,30-45 y.,Urban regions,Southern Europe,0.03484,219,4746,0.02962,0.04006
2001,30-45 y.,Urban regions,Central Asia,0.01303,63,4746,0.00981,0.01626
2001,30-45 y.,Urban regions,Western Asia,0.04745,297,4746,0.04140,0.05350
2001,30-45 y.,Urban regions,Eastern Europe,0.03591,191,4746,0.03062,0.04121
2001,30-45 y.,Rural regions,Germany,0.92346,2313,2416,0.91285,0.93406
2001,30-45 y.,Rural regions,Central Asia,0.01456,31,2416,0.00978,0.01934
2001,30-45 y.,Rural regions,Western Asia,0.01018,32,2416,0.00618,0.01419
2001,30-45 y.,Rural regions,Eastern Europe,0.01680,40,2416,0.01167,0.02192
2001,46-65 y.,Urban regions,Germany,0.83548,3754,4493,0.82464,0.84632
2001,46-65 y.,Urban regions,Southern Europe,0.04433,300,4493,0.03831,0.05035
2001,46-65 y.,Urban regions,Western Asia,0.02878,177,4493,0.02389,0.03367
2001,46-65 y.,Urban regions,Eastern Europe,0.04632,218,4493,0.04017,0.05246
2001,46-65 y.,Urban regions,Western Europe,0.01375,44,4493,0.01035,0.01716
2001,46-65 y.,Rural regions,Germany,0.93280,2296,2403,0.92278,0.94281
2001,46-65 y.,Rural regions,Southern Europe,0.01168,51,2403,0.00738,0.01597
2001,46-65 y.,Rural regions,Eastern Europe,0.02391,56,2403,0.01780,0.03002
2001,66 and older,Urban regions,Germany,0.90901,1963,2159,0.89688,0.92115
2001,66 and older,Urban regions,Southern Europe,0.01669,67,2159,0.01129,0.02210
2001,66 and older,Urban regions,Western Asia,0.00776,32,2159,0.00406,0.01146
2001,66 and older,Urban regions,Eastern Europe,0.04202,97,2159,0.03355,0.05048
2001,66 and older,Rural regions,Germany,0.91957,1101,1160,0.90391,0.93523
2001,66 and older,Rural regions,Eastern Europe,0.05386,59,1160,0.04086,0.06685
2002,17-29 y.,Urban regions,Germany,0.82205,2303,2606,0.80736,0.83673
2002,17-29 y.,Urban regions,Southern Europe,0.02423,52,2606,0.01833,0.03014
2002,17-29 y.,Urban regions,Central Asia,0.02699,44,2606,0.02077,0.03321
2002,17-29 y.,Urban regions,Western Asia,0.03773,76,2606,0.03042,0.04505
2002,17-29 y.,Urban regions,Eastern Europe,0.05867,131,2606,0.04965,0.06770
2002,17-29 y.,Rural regions,Germany,0.92647,1398,1431,0.91294,0.94000
2002,17-29 y.,Rural regions,Central Asia,0.03655,33,1431,0.02683,0.04628
2002,30-45 y.,Urban regions,Germany,0.83318,4178,4929,0.82277,0.84359
2002,30-45 y.,Urban regions,Southern Europe,0.03459,193,4929,0.02949,0.03969
2002,30-45 y.,Urban regions,Central Asia,0.01265,55,4929,0.00953,0.01577
2002,30-45 y.,Urban regions,Western Asia,0.05208,285,4929,0.04588,0.05828
2002,30-45 y.,Urban regions,Eastern Europe,0.03680,182,4929,0.03154,0.04205
2002,30-45 y.,Urban regions,Western Europe,0.01071,36,4929,0.00784,0.01359
2002,30-45 y.,Rural regions,Germany,0.92872,2292,2326,0.91826,0.93918
2002,30-45 y.,Rural regions,Eastern Europe,0.01553,34,2326,0.01051,0.02056
2002,46-65 y.,Urban regions,Germany,0.83185,4385,5109,0.82159,0.84210
2002,46-65 y.,Urban regions,Southern Europe,0.04625,288,5109,0.04049,0.05201
2002,46-65 y.,Urban regions,Western Asia,0.02839,160,5109,0.02383,0.03294
2002,46-65 y.,Urban regions,Eastern Europe,0.04977,219,5109,0.04381,0.05574
2002,46-65 y.,Urban regions,Western Europe,0.01372,57,5109,0.01053,0.01691
2002,46-65 y.,Rural regions,Germany,0.92796,2431,2534,0.91789,0.93803
2002,46-65 y.,Rural regions,Southern Europe,0.01389,49,2534,0.00933,0.01845
2002,46-65 y.,Rural regions,Eastern Europe,0.02297,54,2534,0.01714,0.02880
2002,66 and older,Urban regions,Germany,0.90248,2101,2302,0.89036,0.91460
2002,66 and older,Urban regions,Southern Europe,0.01677,63,2302,0.01153,0.02202
2002,66 and older,Urban regions,Western Asia,0.00986,39,2302,0.00582,0.01389
2002,66 and older,Urban regions,Eastern Europe,0.04295,99,2302,0.03467,0.05124
2002,66 and older,Rural regions,Germany,0.92154,1142,1202,0.90633,0.93675
2002,66 and older,Rural regions,Eastern Europe,0.05168,60,1202,0.03916,0.06421
2003,17-29 y.,Urban regions,Germany,0.83763,2301,2557,0.82334,0.85193
2003,17-29 y.,Urban regions,Southern Europe,0.01398,33,2557,0.00943,0.01853
2003,17-29 y.,Urban regions,Central Asia,0.02509,44,2557,0.01903,0.03116
2003,17-29 y.,Urban regions,Western Asia,0.03543,63,2557,0.02826,0.04259
2003,17-29 y.,Urban regions,Eastern Europe,0.05188,116,2557,0.04328,0.06047
2003,17-29 y.,Rural regions,Germany,0.93698,1326,1326,0.92390,0.95006
2003,30-45 y.,Urban regions,Germany,0.83051,3909,4597,0.81966,0.84135
2003,30-45 y.,Urban regions,Southern Europe,0.03364,172,4597,0.02843,0.03885
2003,30-45 y.,Urban regions,Central Asia,0.01203,51,4597,0.00888,0.01518
2003,30-45 y.,Urban regions,Western Asia,0.05158,270,4597,0.04518,0.05797
2003,30-45 y.,Urban regions,Eastern Europe,0.03881,164,4597,0.03323,0.04439
2003,30-45 y.,Urban regions,Western Europe,0.01104,31,4597,0.00802,0.01406
2003,30-45 y.,Rural regions,Germany,0.92420,2134,2134,0.91296,0.93543
2003,46-65 y.,Urban regions,Germany,0.83126,4235,4910,0.82079,0.84174
2003,46-65 y.,Urban regions,Southern Europe,0.04500,262,4910,0.03920,0.05080
2003,46-65 y.,Urban regions,Western Asia,0.02884,144,4910,0.02416,0.03353
2003,46-65 y.,Urban regions,Eastern Europe,0.04932,217,4910,0.04327,0.05538
2003,46-65 y.,Urban regions,Western Europe,0.01271,52,4910,0.00957,0.01584
2003,46-65 y.,Rural regions,Germany,0.91889,2349,2454,0.90809,0.92970
2003,46-65 y.,Rural regions,Southern Europe,0.01543,48,2454,0.01055,0.02030
2003,46-65 y.,Rural regions,Eastern Europe,0.02705,57,2454,0.02063,0.03347
2003,66 and older,Urban regions,Germany,0.89930,2137,2344,0.88712,0.91149
2003,66 and older,Urban regions,Southern Europe,0.01690,63,2344,0.01168,0.02212
2003,66 and older,Urban regions,Western Asia,0.01284,45,2344,0.00828,0.01739
2003,66 and older,Urban regions,Eastern Europe,0.04341,99,2344,0.03516,0.05166
2003,66 and older,Rural regions,Germany,0.92148,1156,1213,0.90634,0.93663
2003,66 and older,Rural regions,Eastern Europe,0.04821,57,1213,0.03615,0.06027
2004,17-29 y.,Urban regions,Germany,0.84494,2282,2535,0.83085,0.85903
2004,17-29 y.,Urban regions,Southern Europe,0.02121,39,2535,0.01560,0.02682
2004,17-29 y.,Urban regions,Central Asia,0.02802,44,2535,0.02159,0.03444
2004,17-29 y.,Urban regions,Western Asia,0.02810,51,2535,0.02167,0.03454
2004,17-29 y.,Urban regions,Eastern Europe,0.04871,119,2535,0.04033,0.05710
2004,17-29 y.,Rural regions,Germany,0.92308,1304,1304,0.90861,0.93755
2004,30-45 y.,Urban regions,Germany,0.82476,3699,4339,0.81344,0.83607
2004,30-45 y.,Urban regions,Southern Europe,0.03504,165,4339,0.02957,0.04051
2004,30-45 y.,Urban regions,Central Asia,0.01485,51,4339,0.01125,0.01845
2004,30-45 y.,Urban regions,Western Asia,0.05738,266,4339,0.05046,0.06430
2004,30-45 y.,Urban regions,Eastern Europe,0.03845,158,4339,0.03273,0.04418
2004,30-45 y.,Rural regions,Germany,0.92975,1982,1982,0.91849,0.94100
2004,46-65 y.,Urban regions,Germany,0.82252,4086,4736,0.81164,0.83340
2004,46-65 y.,Urban regions,Southern Europe,0.04566,240,4736,0.03971,0.05160
2004,46-65 y.,Urban regions,Western Asia,0.02937,139,4736,0.02456,0.03418
2004,46-65 y.,Urban regions,Eastern Europe,0.05296,216,4736,0.04658,0.05934
2004,46-65 y.,Urban regions,Western Europe,0.01568,55,4736,0.01214,0.01922
2004,46-65 y.,Rural regions,Germany,0.91976,2326,2425,0.90895,0.93058
2004,46-65 y.,Rural regions,Southern Europe,0.01824,48,2425,0.01291,0.02356
2004,46-65 y.,Rural regions,Eastern Europe,0.02221,51,2425,0.01634,0.02808
2004,66 and older,Urban regions,Germany,0.89756,2196,2407,0.88545,0.90968
2004,66 and older,Urban regions,Southern Europe,0.01993,68,2407,0.01435,0.02552
2004,66 and older,Urban regions,Western Asia,0.01234,45,2407,0.00793,0.01675
2004,66 and older,Urban regions,Eastern Europe,0.04173,98,2407,0.03374,0.04972
2004,66 and older,Rural regions,Germany,0.92797,1201,1258,0.91367,0.94226
2004,66 and older,Rural regions,Eastern Europe,0.04643,57,1258,0.03480,0.05806
2005,17-29 y.,Urban regions,Germany,0.86400,2261,2450,0.85042,0.87757
2005,17-29 y.,Urban regions,Central Asia,0.02885,42,2450,0.02222,0.03548
2005,17-29 y.,Urban regions,Western Asia,0.02289,42,2450,0.01697,0.02881
2005,17-29 y.,Urban regions,Eastern Europe,0.04132,105,2450,0.03344,0.04921
2005,17-29 y.,Rural regions,Germany,0.93732,1252,1252,0.92388,0.95075
2005,30-45 y.,Urban regions,Germany,0.82094,3450,4050,0.80913,0.83275
2005,30-45 y.,Urban regions,Southern Europe,0.03528,148,4050,0.02959,0.04096
2005,30-45 y.,Urban regions,Central Asia,0.01412,49,4050,0.01049,0.01776
2005,30-45 y.,Urban regions,Western Asia,0.05814,255,4050,0.05093,0.06535
2005,30-45 y.,Urban regions,Eastern Europe,0.03896,148,4050,0.03300,0.04492
2005,30-45 y.,Rural regions,Germany,0.92645,1842,1842,0.91453,0.93837
2005,46-65 y.,Urban regions,Germany,0.81672,3877,4484,0.80539,0.82804
2005,46-65 y.,Urban regions,Southern Europe,0.05441,237,4484,0.04777,0.06105
2005,46-65 y.,Urban regions,Western Asia,0.02903,128,4484,0.02411,0.03394
2005,46-65 y.,Urban regions,Eastern Europe,0.05073,194,4484,0.04430,0.05715
2005,46-65 y.,Urban regions,Western Europe,0.01456,48,4484,0.01105,0.01807
2005,46-65 y.,Rural regions,Germany,0.92061,2249,2333,0.90964,0.93159
2005,46-65 y.,Rural regions,Southern Europe,0.01814,38,2333,0.01273,0.02356
2005,46-65 y.,Rural regions,Eastern Europe,0.01801,46,2333,0.01261,0.02340
2005,66 and older,Urban regions,Germany,0.89178,2211,2424,0.87941,0.90415
2005,66 and older,Urban regions,Southern Europe,0.01891,67,2424,0.01348,0.02433
2005,66 and older,Urban regions,Western Asia,0.01440,47,2424,0.00965,0.01914
2005,66 and older,Urban regions,Eastern Europe,0.04305,99,2424,0.03497,0.05113
2005,66 and older,Rural regions,Germany,0.92440,1189,1247,0.90973,0.93908
2005,66 and older,Rural regions,Eastern Europe,0.05138,58,1247,0.03912,0.06363
2006,17-29 y.,Urban regions,Germany,0.85880,2323,2513,0.84518,0.87242
2006,17-29 y.,Urban regions,Central Asia,0.02802,46,2513,0.02157,0.03448
2006,17-29 y.,Urban regions,Western Asia,0.02163,35,2513,0.01594,0.02731
2006,17-29 y.,Urban regions,Eastern Europe,0.04630,109,2513,0.03808,0.05452
2006,17-29 y.,Rural regions,Germany,0.93441,1331,1331,0.92110,0.94772
2006,30-45 y.,Urban regions,Germany,0.82127,3553,4131,0.80959,0.83296
2006,30-45 y.,Urban regions,Southern Europe,0.03103,126,4131,0.02574,0.03632
2006,30-45 y.,Urban regions,Central Asia,0.01920,57,4131,0.01501,0.02338
2006,30-45 y.,Urban regions,Western Asia,0.05780,236,4131,0.05068,0.06492
2006,30-45 y.,Urban regions,Eastern Europe,0.03964,159,4131,0.03369,0.04559
2006,30-45 y.,Rural regions,Germany,0.92759,1943,1943,0.91606,0.93912
2006,46-65 y.,Urban regions,Germany,0.81737,4218,4836,0.80648,0.82826
2006,46-65 y.,Urban regions,Southern Europe,0.05159,209,4836,0.04535,0.05782
2006,46-65 y.,Urban regions,Central Asia,0.00773,32,4836,0.00526,0.01020
2006,46-65 y.,Urban regions,Western Asia,0.03357,120,4836,0.02849,0.03865
2006,46-65 y.,Urban regions,Eastern Europe,0.04720,204,4836,0.04122,0.05318
2006,46-65 y.,Urban regions,Western Europe,0.01665,53,4836,0.01304,0.02025
2006,46-65 y.,Rural regions,Germany,0.91775,2478,2571,0.90713,0.92837
2006,46-65 y.,Rural regions,Southern Europe,0.02024,38,2571,0.01479,0.02568
2006,46-65 y.,Rural regions,Eastern Europe,0.02177,55,2571,0.01613,0.02741
2006,66 and older,Urban regions,Germany,0.89204,2582,2808,0.88056,0.90352
2006,66 and older,Urban regions,Southern Europe,0.02246,70,2808,0.01698,0.02794
2006,66 and older,Urban regions,Western Asia,0.01510,52,2808,0.01059,0.01961
2006,66 and older,Urban regions,Eastern Europe,0.04020,104,2808,0.03293,0.04747
2006,66 and older,Rural regions,Germany,0.93403,1458,1515,0.92153,0.94654
2006,66 and older,Rural regions,Eastern Europe,0.04163,57,1515,0.03157,0.05169
2007,17-29 y.,Urban regions,Germany,0.88196,2208,2350,0.86891,0.89501
2007,17-29 y.,Urban regions,Central Asia,0.02480,46,2350,0.01851,0.03109
2007,17-29 y.,Urban regions,Eastern Europe,0.04199,96,2350,0.03388,0.05010
2007,17-29 y.,Rural regions,Germany,0.92617,1249,1249,0.91167,0.94068
2007,30-45 y.,Urban regions,Germany,0.82621,3235,3743,0.81407,0.83836
2007,30-45 y.,Urban regions,Southern Europe,0.03082,105,3743,0.02528,0.03636
2007,30-45 y.,Urban regions,Central Asia,0.01634,52,3743,0.01228,0.02041
2007,30-45 y.,Urban regions,Western Asia,0.05426,202,3743,0.04700,0.06152
2007,30-45 y.,Urban regions,Eastern Europe,0.04290,149,3743,0.03640,0.04939
2007,30-45 y.,Rural regions,Germany,0.93157,1788,1788,0.91986,0.94327
2007,46-65 y.,Urban regions,Germany,0.81896,3940,4485,0.80769,0.83023
2007,46-65 y.,Urban regions,Southern Europe,0.05518,186,4485,0.04849,0.06186
2007,46-65 y.,Urban regions,Central Asia,0.00857,31,4485,0.00587,0.01127
2007,46-65 y.,Urban regions,Western Asia,0.03211,102,4485,0.02695,0.03727
2007,46-65 y.,Urban regions,Eastern Europe,0.04432,178,4485,0.03830,0.05034
2007,46-65 y.,Urban regions,Western Europe,0.01713,48,4485,0.01333,0.02092
2007,46-65 y.,Rural regions,Germany,0.90461,2331,2425,0.89291,0.91630
2007,46-65 y.,Rural regions,Southern Europe,0.02527,39,2425,0.01902,0.03152
2007,46-65 y.,Rural regions,Eastern Europe,0.02550,55,2425,0.01922,0.03177
2007,66 and older,Urban regions,Germany,0.89174,2543,2767,0.88016,0.90332
2007,66 and older,Urban regions,Southern Europe,0.02566,72,2767,0.01977,0.03155
2007,66 and older,Urban regions,Western Asia,0.01655,52,2767,0.01180,0.02131
2007,66 and older,Urban regions,Eastern Europe,0.03672,100,2767,0.02971,0.04373
2007,66 and older,Rural regions,Germany,0.92757,1423,1476,0.91434,0.94080
2007,66 and older,Rural regions,Eastern Europe,0.03994,53,1476,0.02995,0.04994
2008,17-29 y.,Urban regions,Germany,0.88658,2069,2184,0.87327,0.89988
2008,17-29 y.,Urban regions,Central Asia,0.02017,34,2184,0.01428,0.02607
2008,17-29 y.,Urban regions,Eastern Europe,0.04298,81,2184,0.03447,0.05148
2008,17-29 y.,Rural regions,Germany,0.93133,1114,1114,0.91647,0.94618
2008,30-45 y.,Urban regions,Germany,0.82918,2931,3375,0.81648,0.84188
2008,30-45 y.,Urban regions,Southern Europe,0.03142,92,3375,0.02554,0.03731
2008,30-45 y.,Urban regions,Central Asia,0.01718,51,3375,0.01280,0.02157
2008,30-45 y.,Urban regions,Western Asia,0.05301,173,3375,0.04545,0.06058
2008,30-45 y.,Urban regions,Eastern Europe,0.03916,128,3375,0.03261,0.04571
2008,30-45 y.,Rural regions,Germany,0.93356,1634,1634,0.92148,0.94564
2008,46-65 y.,Urban regions,Germany,0.82290,3761,4224,0.81139,0.83441
2008,46-65 y.,Urban regions,Southern Europe,0.05796,178,4224,0.05092,0.06501
2008,46-65 y.,Urban regions,Western Asia,0.02733,83,4224,0.02241,0.03224
2008,46-65 y.,Urban regions,Eastern Europe,0.04119,157,4224,0.03520,0.04719
2008,46-65 y.,Urban regions,Western Europe,0.01851,45,4224,0.01445,0.02258
2008,46-65 y.,Rural regions,Germany,0.90367,2225,2307,0.89163,0.91572
2008,46-65 y.,Rural regions,Southern Europe,0.02819,36,2307,0.02144,0.03495
2008,46-65 y.,Rural regions,Eastern Europe,0.02410,46,2307,0.01784,0.03036
2008,66 and older,Urban regions,Germany,0.88541,2515,2732,0.87346,0.89735
2008,66 and older,Urban regions,Southern Europe,0.02736,69,2732,0.02124,0.03348
2008,66 and older,Urban regions,Western Asia,0.01595,46,2732,0.01125,0.02065
2008,66 and older,Urban regions,Eastern Europe,0.03975,102,2732,0.03242,0.04708
2008,66 and older,Rural regions,Germany,0.93379,1412,1465,0.92105,0.94652
2008,66 and older,Rural regions,Eastern Europe,0.03693,53,1465,0.02727,0.04659
2009,17-29 y.,Urban regions,Germany,0.89674,1893,1952,0.88323,0.91024
2009,17-29 y.,Urban regions,Eastern Europe,0.03327,59,1952,0.02531,0.04123
2009,17-29 y.,Rural regions,Germany,0.93722,1016,1016,0.92229,0.95214
2009,30-45 y.,Urban regions,Germany,0.82848,2627,3013,0.81502,0.84194
2009,30-45 y.,Urban regions,Southern Europe,0.03011,81,3013,0.02401,0.03621
2009,30-45 y.,Urban regions,Central Asia,0.01702,49,3013,0.01240,0.02163
2009,30-45 y.,Urban regions,Western Asia,0.04715,140,3013,0.03958,0.05472
2009,30-45 y.,Urban regions,Eastern Europe,0.04383,116,3013,0.03652,0.05114
2009,30-45 y.,Rural regions,Germany,0.92899,1518,1518,0.91606,0.94191
2009,46-65 y.,Urban regions,Germany,0.83224,3541,3948,0.82058,0.84389
2009,46-65 y.,Urban regions,Southern Europe,0.05688,157,3948,0.04965,0.06410
2009,46-65 y.,Urban regions,Western Asia,0.02643,70,3948,0.02143,0.03143
2009,46-65 y.,Urban regions,Eastern Europe,0.03959,144,3948,0.03351,0.04567
2009,46-65 y.,Urban regions,Western Europe,0.01593,36,3948,0.01203,0.01984
2009,46-65 y.,Rural regions,Germany,0.90704,2165,2240,0.89501,0.91906
2009,46-65 y.,Rural regions,Southern Europe,0.02854,36,2240,0.02164,0.03544
2009,46-65 y.,Rural regions,Eastern Europe,0.01944,39,2240,0.01372,0.02516
2009,66 and older,Urban regions,Germany,0.89111,2441,2641,0.87923,0.90300
2009,66 and older,Urban regions,Southern Europe,0.02572,61,2641,0.01968,0.03176
2009,66 and older,Urban regions,Western Asia,0.01699,38,2641,0.01206,0.02192
2009,66 and older,Urban regions,Eastern Europe,0.03752,101,2641,0.03027,0.04477
2009,66 and older,Rural regions,Germany,0.93558,1386,1434,0.92287,0.94829
2009,66 and older,Rural regions,Eastern Europe,0.03495,48,1434,0.02544,0.04446
2010,17-29 y.,Urban regions,Germany,0.88992,2441,2748,0.87822,0.90163
2010,17-29 y.,Urban regions,Southern Europe,0.02197,60,2748,0.01649,0.02745
2010,17-29 y.,Urban regions,Central Asia,0.02022,69,2748,0.01495,0.02548
2010,17-29 y.,Urban regions,Western Asia,0.01487,51,2748,0.01034,0.01939
2010,17-29 y.,Urban regions,Eastern Europe,0.03545,127,2748,0.02854,0.04237
2010,17-29 y.,Rural regions,Germany,0.91291,1344,1432,0.89830,0.92752
2010,17-29 y.,Rural regions,Central Asia,0.02947,44,1432,0.02071,0.03823
2010,17-29 y.,Rural regions,Eastern Europe,0.02858,44,1432,0.01994,0.03721
2010,30-45 y.,Urban regions,Germany,0.79714,4800,5843,0.78683,0.80745
2010,30-45 y.,Urban regions,Southern Asia,0.00671,41,5843,0.00462,0.00881
2010,30-45 y.,Urban regions,Southern Europe,0.02894,191,5843,0.02464,0.03324
2010,30-45 y.,Urban regions,Central Asia,0.02459,123,5843,0.02062,0.02856
2010,30-45 y.,Urban regions,Western Asia,0.05088,291,5843,0.04524,0.05651
2010,30-45 y.,Urban regions,Eastern Europe,0.05112,304,5843,0.04547,0.05677
2010,30-45 y.,Urban regions,Western Europe,0.01568,58,5843,0.01249,0.01886
2010,30-45 y.,Urban regions,Sub-Saharan Africa,0.00320,35,5843,0.00175,0.00465
2010,30-45 y.,Rural regions,Germany,0.90251,2818,3050,0.89198,0.91304
2010,30-45 y.,Rural regions,Southern Europe,0.00788,34,3050,0.00474,0.01102
2010,30-45 y.,Rural regions,Central Asia,0.01639,60,3050,0.01188,0.02089
2010,30-45 y.,Rural regions,Western Asia,0.01344,51,3050,0.00935,0.01752
2010,30-45 y.,Rural regions,Eastern Europe,0.03140,87,3050,0.02521,0.03759
2010,46-65 y.,Urban regions,Germany,0.82960,3907,4352,0.81843,0.84078
2010,46-65 y.,Urban regions,Southern Europe,0.06298,169,4352,0.05577,0.07020
2010,46-65 y.,Urban regions,Western Asia,0.02211,82,4352,0.01774,0.02648
2010,46-65 y.,Urban regions,Eastern Europe,0.03922,155,4352,0.03346,0.04499
2010,46-65 y.,Urban regions,Western Europe,0.01857,39,4352,0.01456,0.02258
2010,46-65 y.,Rural regions,Germany,0.90048,2350,2434,0.88859,0.91238
2010,46-65 y.,Rural regions,Southern Europe,0.03038,35,2434,0.02356,0.03720
2010,46-65 y.,Rural regions,Eastern Europe,0.02180,49,2434,0.01600,0.02760
2010,66 and older,Urban regions,Germany,0.88641,2378,2562,0.87412,0.89870
2010,66 and older,Urban regions,Southern Europe,0.02970,58,2562,0.02312,0.03627
2010,66 and older,Urban regions,Western Asia,0.01548,31,2562,0.01070,0.02026
2010,66 and older,Urban regions,Eastern Europe,0.03765,95,2562,0.03027,0.04502
2010,66 and older,Rural regions,Germany,0.92798,1330,1375,0.91431,0.94165
2010,66 and older,Rural regions,Eastern Europe,0.03706,45,1375,0.02707,0.04705
2011,17-29 y.,Urban regions,Germany,0.88517,2685,2959,0.87368,0.89666
2011,17-29 y.,Urban regions,Southern Europe,0.01783,46,2959,0.01306,0.02260
2011,17-29 y.,Urban regions,Central Asia,0.02246,66,2959,0.01712,0.02780
2011,17-29 y.,Urban regions,Western Asia,0.01571,42,2959,0.01123,0.02019
2011,17-29 y.,Urban regions,Eastern Europe,0.04007,120,2959,0.03301,0.04714
2011,17-29 y.,Rural regions,Germany,0.91695,1555,1651,0.90363,0.93026
2011,17-29 y.,Rural regions,Central Asia,0.03358,50,1651,0.02489,0.04227
2011,17-29 y.,Rural regions,Eastern Europe,0.02648,46,1651,0.01873,0.03422
2011,30-45 y.,Urban regions,Germany,0.81231,5282,6317,0.80268,0.82194
2011,30-45 y.,Urban regions,Southern Asia,0.00431,37,6317,0.00269,0.00592
2011,30-45 y.,Urban regions,Southern Europe,0.02490,183,6317,0.02106,0.02875
2011,30-45 y.,Urban regions,Central Asia,0.02604,154,6317,0.02212,0.02997
2011,30-45 y.,Urban regions,Western Asia,0.03776,255,6317,0.03306,0.04246
2011,30-45 y.,Urban regions,Eastern Europe,0.05238,309,6317,0.04688,0.05787
2011,30-45 y.,Urban regions,Western Europe,0.01439,63,6317,0.01145,0.01733
2011,30-45 y.,Urban regions,Sub-Saharan Africa,0.00360,34,6317,0.00212,0.00507
2011,30-45 y.,Rural regions,Germany,0.89631,3155,3419,0.88609,0.90653
2011,30-45 y.,Rural regions,Southern Europe,0.01005,43,3419,0.00670,0.01339
2011,30-45 y.,Rural regions,Central Asia,0.01975,71,3419,0.01508,0.02441
2011,30-45 y.,Rural regions,Western Asia,0.00811,45,3419,0.00510,0.01111
2011,30-45 y.,Rural regions,Eastern Europe,0.03798,105,3419,0.03157,0.04439
2011,46-65 y.,Urban regions,Germany,0.83511,4978,5599,0.82539,0.84484
2011,46-65 y.,Urban regions,Southern Europe,0.05161,192,5599,0.04581,0.05740
2011,46-65 y.,Urban regions,Central Asia,0.00844,44,5599,0.00605,0.01084
2011,46-65 y.,Urban regions,Western Asia,0.02035,91,5599,0.01665,0.02405
2011,46-65 y.,Urban regions,Eastern Europe,0.04570,235,5599,0.04023,0.05117
2011,46-65 y.,Urban regions,Western Europe,0.01887,59,5599,0.01530,0.02243
2011,46-65 y.,Rural regions,Germany,0.90399,3198,3325,0.89397,0.91400
2011,46-65 y.,Rural regions,Southern Europe,0.02054,38,3325,0.01572,0.02536
2011,46-65 y.,Rural regions,Eastern Europe,0.02703,89,3325,0.02151,0.03254
2011,66 and older,Urban regions,Germany,0.89114,3021,3258,0.88045,0.90184
2011,66 and older,Urban regions,Southern Europe,0.02737,64,3258,0.02177,0.03298
2011,66 and older,Urban regions,Western Asia,0.01603,36,3258,0.01172,0.02034
2011,66 and older,Urban regions,Eastern Europe,0.04209,137,3258,0.03519,0.04898
2011,66 and older,Rural regions,Germany,0.92091,1701,1781,0.90837,0.93345
2011,66 and older,Rural regions,Eastern Europe,0.04465,80,1781,0.03506,0.05425
2012,17-29 y.,Urban regions,Germany,0.88802,2641,2838,0.87641,0.89962
2012,17-29 y.,Urban regions,Southern Europe,0.01629,41,2838,0.01163,0.02094
2012,17-29 y.,Urban regions,Central Asia,0.02218,60,2838,0.01676,0.02760
2012,17-29 y.,Urban regions,Eastern Europe,0.04278,96,2838,0.03533,0.05023
2012,17-29 y.,Rural regions,Germany,0.88657,1464,1559,0.87082,0.90232
2012,17-29 y.,Rural regions,Central Asia,0.04126,40,1559,0.03138,0.05113
2012,17-29 y.,Rural regions,Eastern Europe,0.04984,55,1559,0.03903,0.06064
2012,30-45 y.,Urban regions,Germany,0.79468,4753,5699,0.78419,0.80517
2012,30-45 y.,Urban regions,Southern Asia,0.00523,34,5699,0.00336,0.00710
2012,30-45 y.,Urban regions,Southern Europe,0.02845,175,5699,0.02414,0.03277
2012,30-45 y.,Urban regions,Central Asia,0.02867,147,5699,0.02434,0.03301
2012,30-45 y.,Urban regions,Western Asia,0.04442,230,5699,0.03907,0.04977
2012,30-45 y.,Urban regions,Eastern Europe,0.05747,310,5699,0.05143,0.06352
2012,30-45 y.,Urban regions,Western Europe,0.01271,50,5699,0.00980,0.01562
2012,30-45 y.,Rural regions,Germany,0.88634,2924,3167,0.87528,0.89739
2012,30-45 y.,Rural regions,Southern Europe,0.00884,32,3167,0.00558,0.01210
2012,30-45 y.,Rural regions,Central Asia,0.02255,81,3167,0.01738,0.02772
2012,30-45 y.,Rural regions,Western Asia,0.01168,36,3167,0.00794,0.01543
