,Unnamed: 0,year,age_gr,migback,plb0218_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
278,278,2019,17-29 y.,Direct migration background,"No, never",0.5063,117,16730,0.38865,0.63733
279,279,2019,17-29 y.,Direct migration background,"Yes, every week",0.20921,49,16730,0.12693,0.30467
280,280,2019,17-29 y.,Direct migration background,"Yes, every 2 weeks",0.28449,48,16730,0.18737,0.41595
281,281,2019,17-29 y.,Indirect migration background,"No, never",0.51478,191,16730,0.41239,0.60253
282,282,2019,17-29 y.,Indirect migration background,"Yes, every week",0.19197,74,16730,0.13727,0.2525
283,283,2019,17-29 y.,Indirect migration background,"Yes, every 2 weeks",0.17487,74,16730,0.12768,0.2321
284,284,2019,17-29 y.,Indirect migration background,"Yes, less frequently",0.11838,58,16730,0.08915,0.15096
285,285,2019,30-45 y.,No migration background,"No, never",0.401,1415,16730,0.36974,0.43108
286,286,2019,30-45 y.,No migration background,"Yes, every week",0.10395,470,16730,0.0915,0.11829
287,287,2019,30-45 y.,No migration background,"Yes, every 2 weeks",0.14806,536,16730,0.13266,0.1668
288,288,2019,30-45 y.,No migration background,"Yes, every 3-4 weeks",0.0909,336,16730,0.07908,0.10297
289,289,2019,30-45 y.,No migration background,"Yes, less frequently",0.25608,806,16730,0.23273,0.27871
290,290,2019,30-45 y.,Direct migration background,"No, never",0.42387,536,16730,0.36977,0.47348
291,291,2019,30-45 y.,Direct migration background,"Yes, every week",0.14767,163,16730,0.12064,0.18425
292,292,2019,30-45 y.,Direct migration background,"Yes, every 2 weeks",0.19065,210,16730,0.15239,0.23062
293,293,2019,30-45 y.,Direct migration background,"Yes, every 3-4 weeks",0.05401,75,16730,0.04139,0.06844
294,294,2019,30-45 y.,Direct migration background,"Yes, less frequently",0.1838,227,16730,0.15203,0.22038
295,295,2019,30-45 y.,Indirect migration background,"No, never",0.49036,193,16730,0.38817,0.6094
296,296,2019,30-45 y.,Indirect migration background,"Yes, every week",0.12757,64,16730,0.09181,0.17241
297,297,2019,30-45 y.,Indirect migration background,"Yes, every 2 weeks",0.11234,66,16730,0.08411,0.14914
298,298,2019,30-45 y.,Indirect migration background,"Yes, every 3-4 weeks",0.07891,35,16730,0.04889,0.10556
299,299,2019,30-45 y.,Indirect migration background,"Yes, less frequently",0.19082,94,16730,0.14941,0.24246
300,300,2019,46-65 y.,No migration background,"No, never",0.42024,2822,16730,0.39865,0.43793
301,301,2019,46-65 y.,No migration background,"Yes, every week",0.1242,1045,16730,0.11375,0.1373
302,302,2019,46-65 y.,No migration background,"Yes, every 2 weeks",0.13154,991,16730,0.12212,0.14366
303,303,2019,46-65 y.,No migration background,"Yes, every 3-4 weeks",0.09575,696,16730,0.0871,0.10514
304,304,2019,46-65 y.,No migration background,"Yes, less frequently",0.22827,1596,16730,0.2128,0.24383
305,305,2019,46-65 y.,Direct migration background,"No, never",0.41115,487,16730,0.35573,0.46824
306,306,2019,46-65 y.,Direct migration background,"Yes, every week",0.16054,162,16730,0.12481,0.20485
307,307,2019,46-65 y.,Direct migration background,"Yes, every 2 weeks",0.16368,193,16730,0.13658,0.19412
308,308,2019,46-65 y.,Direct migration background,"Yes, every 3-4 weeks",0.08397,85,16730,0.05978,0.11061
309,309,2019,46-65 y.,Direct migration background,"Yes, less frequently",0.18066,190,16730,0.14089,0.22921
310,310,2019,46-65 y.,Indirect migration background,"No, never",0.45324,101,16730,0.36492,0.54378
311,311,2019,46-65 y.,Indirect migration background,"Yes, every week",0.10555,45,16730,0.07497,0.13313
312,312,2019,46-65 y.,Indirect migration background,"Yes, every 2 weeks",0.22905,34,16730,0.14132,0.35022
313,313,2019,46-65 y.,Indirect migration background,"Yes, less frequently",0.21216,55,16730,0.14576,0.29471
314,314,2019,66 and older,No migration background,"No, never",0.46645,242,16730,0.39029,0.52537
315,315,2019,66 and older,No migration background,"Yes, every week",0.1381,109,16730,0.1058,0.17487
316,316,2019,66 and older,No migration background,"Yes, every 2 weeks",0.0772,50,16730,0.05134,0.10444
317,317,2019,66 and older,No migration background,"Yes, every 3-4 weeks",0.05742,45,16730,0.04056,0.07698
318,318,2019,66 and older,No migration background,"Yes, less frequently",0.26084,143,16730,0.20849,0.31521
319,319,2021,17-29 y.,No migration background,"No, never",0.49477,497,10256,0.44796,0.54734
320,320,2021,17-29 y.,No migration background,"Yes, every week",0.10752,120,10256,0.08809,0.12975
321,321,2021,17-29 y.,No migration background,"Yes, every 2 weeks",0.15213,174,10256,0.1306,0.17917
322,322,2021,17-29 y.,No migration background,"Yes, every 3-4 weeks",0.06569,76,10256,0.052,0.07931
323,323,2021,17-29 y.,No migration background,"Yes, less frequently",0.1799,171,10256,0.15123,0.21305
324,324,2021,17-29 y.,Direct migration background,"No, never",0.33531,196,10256,0.24059,0.44845
325,325,2021,17-29 y.,Direct migration background,"Yes, every week",0.24206,100,10256,0.13934,0.41271
326,326,2021,17-29 y.,Direct migration background,"Yes, every 2 weeks",0.18987,108,10256,0.13308,0.26591
327,327,2021,17-29 y.,Direct migration background,"Yes, every 3-4 weeks",0.14276,49,10256,0.07062,0.23047
328,328,2021,17-29 y.,Direct migration background,"Yes, less frequently",0.09001,69,10256,0.0648,0.11937
329,329,2021,17-29 y.,Indirect migration background,"No, never",0.71426,121,10256,0.53818,0.86413
330,330,2021,17-29 y.,Indirect migration background,"Yes, every 2 weeks",0.28574,36,10256,0.16981,0.4024
331,331,2021,30-45 y.,No migration background,"No, never",0.43635,844,10256,0.40111,0.47646
332,332,2021,30-45 y.,No migration background,"Yes, every week",0.1114,233,10256,0.09096,0.13111
333,333,2021,30-45 y.,No migration background,"Yes, every 2 weeks",0.13292,263,10256,0.11223,0.15217
334,334,2021,30-45 y.,No migration background,"Yes, every 3-4 weeks",0.09651,178,10256,0.07937,0.11513
335,335,2021,30-45 y.,No migration background,"Yes, less frequently",0.22282,445,10256,0.19968,0.24646
336,336,2021,30-45 y.,Direct migration background,"No, never",0.4595,674,10256,0.37392,0.54611
337,337,2021,30-45 y.,Direct migration background,"Yes, every week",0.11475,180,10256,0.07408,0.16117
338,338,2021,30-45 y.,Direct migration background,"Yes, every 2 weeks",0.15476,215,10256,0.10885,0.1994
339,339,2021,30-45 y.,Direct migration background,"Yes, every 3-4 weeks",0.08092,111,10256,0.05255,0.11742
340,340,2021,30-45 y.,Direct migration background,"Yes, less frequently",0.19007,233,10256,0.14141,0.24462
341,341,2021,30-45 y.,Indirect migration background,"No, never",0.5882,99,10256,0.43921,0.76007
342,342,2021,30-45 y.,Indirect migration background,"Yes, less frequently",0.4118,48,10256,0.24423,0.60178
343,343,2021,46-65 y.,No migration background,"No, never",0.44922,1604,10256,0.4222,0.47401
344,344,2021,46-65 y.,No migration background,"Yes, every week",0.12181,556,10256,0.10801,0.13695
345,345,2021,46-65 y.,No migration background,"Yes, every 2 weeks",0.12834,501,10256,0.11607,0.14258
346,346,2021,46-65 y.,No migration background,"Yes, every 3-4 weeks",0.09256,332,10256,0.07902,0.10376
347,347,2021,46-65 y.,No migration background,"Yes, less frequently",0.20807,856,10256,0.18971,0.22369
348,348,2021,46-65 y.,Direct migration background,"No, never",0.42781,372,10256,0.34639,0.51269
349,349,2021,46-65 y.,Direct migration background,"Yes, every week",0.12814,114,10256,0.0881,0.16295
350,350,2021,46-65 y.,Direct migration background,"Yes, every 2 weeks",0.16613,148,10256,0.12307,0.21075
351,351,2021,46-65 y.,Direct migration background,"Yes, every 3-4 weeks",0.07205,57,10256,0.0453,0.1049
352,352,2021,46-65 y.,Direct migration background,"Yes, less frequently",0.20587,158,10256,0.14261,0.26968
353,353,2021,46-65 y.,Indirect migration background,"No, never",1.0,69,10256,0.75304,1.26823
354,354,2021,66 and older,No migration background,"No, never",0.598,131,10256,0.48656,0.6953
355,355,2021,66 and older,No migration background,"Yes, every week",0.14981,44,10256,0.09601,0.21456
356,356,2021,66 and older,No migration background,"Yes, less frequently",0.25219,74,10256,0.19221,0.33582
