,Unnamed: 0,year,age_gr,pgisced97,plb0218_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
491,491,2019,46-65 y.,Upper Secondary Level,"Yes, every 2 weeks",0.14636,570,15919,0.13177,0.16089
492,492,2019,46-65 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.1024,330,15919,0.0882,0.11811
493,493,2019,46-65 y.,Upper Secondary Level,"Yes, less frequently",0.19413,686,15919,0.17704,0.21204
494,494,2019,46-65 y.,Post-secondary Non-tertiary Level,"No, never",0.48421,370,15919,0.42865,0.53524
495,495,2019,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every week",0.09829,88,15919,0.05991,0.14642
496,496,2019,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.16068,110,15919,0.12156,0.20565
497,497,2019,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.08955,89,15919,0.06753,0.11488
498,498,2019,46-65 y.,Post-secondary Non-tertiary Level,"Yes, less frequently",0.16726,148,15919,0.13673,0.19346
499,499,2019,46-65 y.,First Stage of Tertiary Education,"No, never",0.37002,260,15919,0.31577,0.42128
500,500,2019,46-65 y.,First Stage of Tertiary Education,"Yes, every week",0.13548,123,15919,0.0894,0.17216
501,501,2019,46-65 y.,First Stage of Tertiary Education,"Yes, every 2 weeks",0.14651,107,15919,0.11226,0.18882
502,502,2019,46-65 y.,First Stage of Tertiary Education,"Yes, every 3-4 weeks",0.08313,67,15919,0.06237,0.10778
503,503,2019,46-65 y.,First Stage of Tertiary Education,"Yes, less frequently",0.26485,199,15919,0.21954,0.31887
504,504,2019,46-65 y.,Second Stage of Tertiary Education,"No, never",0.38923,985,15919,0.35688,0.42862
505,505,2019,46-65 y.,Second Stage of Tertiary Education,"Yes, every week",0.14708,467,15919,0.12656,0.17139
506,506,2019,46-65 y.,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.10299,343,15919,0.08768,0.12045
507,507,2019,46-65 y.,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.08312,279,15919,0.06807,0.09672
508,508,2019,46-65 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.27758,715,15919,0.24927,0.30988
509,509,2019,66 and older,Upper Secondary Level,"No, never",0.61257,125,15919,0.50049,0.73015
510,510,2019,66 and older,Upper Secondary Level,"Yes, every week",0.13589,41,15919,0.08801,0.17966
511,511,2019,66 and older,Upper Secondary Level,"Yes, less frequently",0.25154,54,15919,0.1816,0.31379
512,512,2019,66 and older,Second Stage of Tertiary Education,"No, never",0.42243,88,15919,0.30914,0.53253
513,513,2019,66 and older,Second Stage of Tertiary Education,"Yes, every week",0.17943,53,15919,0.10466,0.26846
514,514,2019,66 and older,Second Stage of Tertiary Education,"Yes, less frequently",0.39814,71,15919,0.29068,0.55637
515,515,2021,17-29 y.,Lower Secondary Level,"No, never",0.50481,141,9454,0.38255,0.62729
516,516,2021,17-29 y.,Lower Secondary Level,"Yes, every week",0.19894,45,9454,0.09404,0.37216
517,517,2021,17-29 y.,Lower Secondary Level,"Yes, every 2 weeks",0.15864,46,9454,0.11384,0.20923
518,518,2021,17-29 y.,Lower Secondary Level,"Yes, less frequently",0.13761,34,9454,0.07495,0.21174
519,519,2021,17-29 y.,Upper Secondary Level,"No, never",0.48124,302,9454,0.42014,0.54946
520,520,2021,17-29 y.,Upper Secondary Level,"Yes, every week",0.13487,92,9454,0.10427,0.17447
521,521,2021,17-29 y.,Upper Secondary Level,"Yes, every 2 weeks",0.15091,116,9454,0.11803,0.20075
522,522,2021,17-29 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.07713,49,9454,0.05641,0.10664
523,523,2021,17-29 y.,Upper Secondary Level,"Yes, less frequently",0.15586,94,9454,0.11395,0.20398
524,524,2021,17-29 y.,Post-secondary Non-tertiary Level,"No, never",0.75978,77,9454,0.5646,1.0127
525,525,2021,17-29 y.,Post-secondary Non-tertiary Level,"Yes, less frequently",0.24022,31,9454,0.12259,0.38304
526,526,2021,17-29 y.,Second Stage of Tertiary Education,"No, never",0.56076,193,9454,0.45716,0.67849
527,527,2021,17-29 y.,Second Stage of Tertiary Education,"Yes, every week",0.09215,40,9454,0.06329,0.13275
528,528,2021,17-29 y.,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.18273,65,9454,0.122,0.24913
529,529,2021,17-29 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.16436,58,9454,0.11489,0.2235
530,530,2021,30-45 y.,Primary Level,"No, never",0.71935,93,9454,0.41869,1.04743
531,531,2021,30-45 y.,Primary Level,"Yes, every week",0.28065,39,9454,0.07622,0.6503
532,532,2021,30-45 y.,Lower Secondary Level,"No, never",0.36654,109,9454,0.23745,0.5391
533,533,2021,30-45 y.,Lower Secondary Level,"Yes, every week",0.18477,42,9454,0.10386,0.27321
534,534,2021,30-45 y.,Lower Secondary Level,"Yes, every 2 weeks",0.20296,43,9454,0.14557,0.27649
535,535,2021,30-45 y.,Lower Secondary Level,"Yes, less frequently",0.24573,40,9454,0.13326,0.3727
536,536,2021,30-45 y.,Upper Secondary Level,"No, never",0.40283,480,9454,0.34077,0.45937
537,537,2021,30-45 y.,Upper Secondary Level,"Yes, every week",0.13264,135,9454,0.09806,0.17128
538,538,2021,30-45 y.,Upper Secondary Level,"Yes, every 2 weeks",0.21205,212,9454,0.16881,0.25175
539,539,2021,30-45 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.07681,75,9454,0.0535,0.09842
540,540,2021,30-45 y.,Upper Secondary Level,"Yes, less frequently",0.17568,194,9454,0.1365,0.20986
541,541,2021,30-45 y.,Post-secondary Non-tertiary Level,"No, never",0.45333,205,9454,0.35054,0.55094
542,542,2021,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every week",0.05134,35,9454,0.0318,0.07856
543,543,2021,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.12642,51,9454,0.07898,0.18261
544,544,2021,30-45 y.,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.15194,52,9454,0.10049,0.21133
545,545,2021,30-45 y.,Post-secondary Non-tertiary Level,"Yes, less frequently",0.21698,74,9454,0.14922,0.29275
546,546,2021,30-45 y.,First Stage of Tertiary Education,"No, never",0.68946,67,9454,0.47206,0.87974
547,547,2021,30-45 y.,First Stage of Tertiary Education,"Yes, less frequently",0.31054,49,9454,0.2188,0.39585
548,548,2021,30-45 y.,Second Stage of Tertiary Education,"No, never",0.47384,607,9454,0.42525,0.53054
549,549,2021,30-45 y.,Second Stage of Tertiary Education,"Yes, every week",0.11798,159,9454,0.09286,0.14491
550,550,2021,30-45 y.,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.08238,143,9454,0.06122,0.10227
551,551,2021,30-45 y.,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.08752,111,9454,0.06822,0.10897
552,552,2021,30-45 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.23827,311,9454,0.20332,0.27235
553,553,2021,46-65 y.,Lower Secondary Level,"No, never",0.50235,95,9454,0.38987,0.64406
554,554,2021,46-65 y.,Lower Secondary Level,"Yes, every 2 weeks",0.27604,39,9454,0.17009,0.38754
555,555,2021,46-65 y.,Lower Secondary Level,"Yes, less frequently",0.22161,36,9454,0.12758,0.33533
556,556,2021,46-65 y.,Upper Secondary Level,"No, never",0.44796,826,9454,0.41524,0.48572
557,557,2021,46-65 y.,Upper Secondary Level,"Yes, every week",0.11802,222,9454,0.09811,0.13769
558,558,2021,46-65 y.,Upper Secondary Level,"Yes, every 2 weeks",0.15293,294,9454,0.13287,0.17389
559,559,2021,46-65 y.,Upper Secondary Level,"Yes, every 3-4 weeks",0.09273,154,9454,0.0748,0.11247
560,560,2021,46-65 y.,Upper Secondary Level,"Yes, less frequently",0.18836,360,9454,0.16273,0.21627
561,561,2021,46-65 y.,Post-secondary Non-tertiary Level,"No, never",0.5415,255,9454,0.45417,0.62299
562,562,2021,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every week",0.06538,50,9454,0.04297,0.09203
563,563,2021,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every 2 weeks",0.15627,79,9454,0.11985,0.20285
564,564,2021,46-65 y.,Post-secondary Non-tertiary Level,"Yes, every 3-4 weeks",0.0972,39,9454,0.06469,0.13537
565,565,2021,46-65 y.,Post-secondary Non-tertiary Level,"Yes, less frequently",0.13963,94,9454,0.10096,0.19164
566,566,2021,46-65 y.,First Stage of Tertiary Education,"No, never",0.46568,142,9454,0.37235,0.56512
567,567,2021,46-65 y.,First Stage of Tertiary Education,"Yes, every week",0.12066,50,9454,0.07318,0.17556
568,568,2021,46-65 y.,First Stage of Tertiary Education,"Yes, every 2 weeks",0.0803,37,9454,0.06049,0.10596
569,569,2021,46-65 y.,First Stage of Tertiary Education,"Yes, less frequently",0.33336,99,9454,0.23743,0.43839
570,570,2021,46-65 y.,Second Stage of Tertiary Education,"No, never",0.42287,655,9454,0.37279,0.46876
571,571,2021,46-65 y.,Second Stage of Tertiary Education,"Yes, every week",0.15543,306,9454,0.12798,0.18165
572,572,2021,46-65 y.,Second Stage of Tertiary Education,"Yes, every 2 weeks",0.09995,199,9454,0.07987,0.11949
573,573,2021,46-65 y.,Second Stage of Tertiary Education,"Yes, every 3-4 weeks",0.07968,150,9454,0.06343,0.09526
574,574,2021,46-65 y.,Second Stage of Tertiary Education,"Yes, less frequently",0.24207,415,9454,0.21002,0.27622
575,575,2021,66 and older,Upper Secondary Level,"No, never",1.0,60,9454,0.70057,1.3246
576,576,2021,66 and older,Second Stage of Tertiary Education,"No, never",0.49147,49,9454,0.35237,0.62745
577,577,2021,66 and older,Second Stage of Tertiary Education,"Yes, less frequently",0.50853,40,9454,0.27096,0.73184
