year,bula_h,quintil_oecd,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2009,Bavaria,4th Quintile,"Yes, every 2 weeks",0.10454,49,391,0.07417,0.13490
2009,Bavaria,4th Quintile,"Yes, every 3-4 weeks",0.07217,34,391,0.04648,0.09785
2009,Bavaria,4th Quintile,"Yes, less frequently",0.25853,101,391,0.21507,0.30198
2009,Bavaria,5th Quintile,"No, never",0.34719,198,559,0.30769,0.38670
2009,Bavaria,5th Quintile,"Yes, every week",0.18047,108,559,0.14856,0.21238
2009,Bavaria,5th Quintile,"Yes, every 2 weeks",0.10034,52,559,0.07541,0.12527
2009,Bavaria,5th Quintile,"Yes, every 3-4 weeks",0.08086,47,559,0.05824,0.10348
2009,Bavaria,5th Quintile,"Yes, less frequently",0.29113,154,559,0.25344,0.32883
2009,Berlin,5th Quintile,"No, never",0.35061,35,105,0.25890,0.44231
2009,Berlin,5th Quintile,"Yes, every week",0.28281,32,105,0.19625,0.36937
2009,Berlin,5th Quintile,"Yes, less frequently",0.24715,38,105,0.16424,0.33005
2009,Brandenburg,5th Quintile,"Yes, less frequently",0.34054,34,34,0.17885,0.50223
2009,Saxony,1st Quintile,"No, never",0.34401,36,36,0.18663,0.50140
2009,Saxony,2nd Quintile,"No, never",0.33210,47,82,0.22954,0.43467
2009,Saxony,2nd Quintile,"Yes, less frequently",0.25821,35,82,0.16290,0.35352
2009,Saxony,3rd Quintile,"No, never",0.26728,66,169,0.20036,0.33420
2009,Saxony,3rd Quintile,"Yes, every 2 weeks",0.19010,40,169,0.13077,0.24943
2009,Saxony,3rd Quintile,"Yes, less frequently",0.34016,63,169,0.26852,0.41181
2009,Saxony,4th Quintile,"No, never",0.26390,52,136,0.18955,0.33825
2009,Saxony,4th Quintile,"Yes, every 2 weeks",0.26435,31,136,0.18996,0.33875
2009,Saxony,4th Quintile,"Yes, less frequently",0.24968,53,136,0.17667,0.32269
2009,Saxony,5th Quintile,"No, never",0.34207,51,98,0.24766,0.43648
2009,Saxony,5th Quintile,"Yes, less frequently",0.40165,47,98,0.30409,0.49921
2009,Saxony-Anhalt,4th Quintile,"Yes, less frequently",0.34296,35,35,0.18339,0.50252
2009,Saxony-Anhalt,5th Quintile,"No, never",0.31663,33,33,0.15546,0.47780
2009,Thuringa,3rd Quintile,"Yes, less frequently",0.28959,31,31,0.12728,0.45190
2009,Thuringa,4th Quintile,"No, never",0.34183,31,31,0.17209,0.51156
2011,Schleswig-Holstein,4th Quintile,"No, never",0.43138,36,36,0.26730,0.59547
2011,Schleswig-Holstein,5th Quintile,"No, never",0.35537,39,39,0.20319,0.50755
2011,Lower Saxony,1st Quintile,"No, never",0.34079,63,165,0.26825,0.41333
2011,Lower Saxony,1st Quintile,"Yes, every week",0.08777,32,165,0.04446,0.13108
2011,Lower Saxony,1st Quintile,"Yes, every 2 weeks",0.24972,32,165,0.18348,0.31597
2011,Lower Saxony,1st Quintile,"Yes, less frequently",0.23531,38,165,0.17039,0.30023
2011,Lower Saxony,2nd Quintile,"No, never",0.41492,72,113,0.32367,0.50617
2011,Lower Saxony,2nd Quintile,"Yes, less frequently",0.23759,41,113,0.15877,0.31641
2011,Lower Saxony,3rd Quintile,"No, never",0.40510,94,197,0.33637,0.47382
2011,Lower Saxony,3rd Quintile,"Yes, every 2 weeks",0.15568,42,197,0.10492,0.20644
2011,Lower Saxony,3rd Quintile,"Yes, less frequently",0.26364,61,197,0.20195,0.32532
2011,Lower Saxony,4th Quintile,"No, never",0.32137,90,254,0.26382,0.37891
2011,Lower Saxony,4th Quintile,"Yes, every week",0.19701,39,254,0.14800,0.24602
2011,Lower Saxony,4th Quintile,"Yes, every 2 weeks",0.13405,45,254,0.09206,0.17603
2011,Lower Saxony,4th Quintile,"Yes, less frequently",0.27186,80,254,0.21703,0.32668
2011,Lower Saxony,5th Quintile,"No, never",0.29023,104,281,0.23707,0.34339
2011,Lower Saxony,5th Quintile,"Yes, every week",0.12999,46,281,0.09060,0.16938
2011,Lower Saxony,5th Quintile,"Yes, every 2 weeks",0.13504,35,281,0.09501,0.17507
2011,Lower Saxony,5th Quintile,"Yes, less frequently",0.39414,96,281,0.33691,0.45138
2011,North Rhine-Westphalia,1st Quintile,"No, never",0.38346,189,398,0.33563,0.43129
2011,North Rhine-Westphalia,1st Quintile,"Yes, every week",0.21894,68,398,0.17826,0.25962
2011,North Rhine-Westphalia,1st Quintile,"Yes, every 2 weeks",0.20123,74,398,0.16179,0.24067
2011,North Rhine-Westphalia,1st Quintile,"Yes, less frequently",0.16607,67,398,0.12947,0.20268
2011,North Rhine-Westphalia,2nd Quintile,"No, never",0.41713,174,440,0.37100,0.46325
2011,North Rhine-Westphalia,2nd Quintile,"Yes, every week",0.13514,60,440,0.10316,0.16712
2011,North Rhine-Westphalia,2nd Quintile,"Yes, every 2 weeks",0.23039,90,440,0.19100,0.26978
2011,North Rhine-Westphalia,2nd Quintile,"Yes, every 3-4 weeks",0.04342,32,440,0.02436,0.06248
2011,North Rhine-Westphalia,2nd Quintile,"Yes, less frequently",0.17392,84,440,0.13846,0.20938
2011,North Rhine-Westphalia,3rd Quintile,"No, never",0.33882,180,467,0.29585,0.38180
2011,North Rhine-Westphalia,3rd Quintile,"Yes, every week",0.14466,69,467,0.11273,0.17660
2011,North Rhine-Westphalia,3rd Quintile,"Yes, every 2 weeks",0.13011,72,467,0.09957,0.16066
2011,North Rhine-Westphalia,3rd Quintile,"Yes, every 3-4 weeks",0.11528,41,467,0.08629,0.14428
2011,North Rhine-Westphalia,3rd Quintile,"Yes, less frequently",0.27112,105,467,0.23076,0.31148
2011,North Rhine-Westphalia,4th Quintile,"No, never",0.39884,239,584,0.35909,0.43859
2011,North Rhine-Westphalia,4th Quintile,"Yes, every week",0.15160,72,584,0.12249,0.18071
2011,North Rhine-Westphalia,4th Quintile,"Yes, every 2 weeks",0.17304,86,584,0.14233,0.20375
2011,North Rhine-Westphalia,4th Quintile,"Yes, every 3-4 weeks",0.08361,53,584,0.06114,0.10608
2011,North Rhine-Westphalia,4th Quintile,"Yes, less frequently",0.19291,134,584,0.16088,0.22495
2011,North Rhine-Westphalia,5th Quintile,"No, never",0.38483,303,733,0.34958,0.42008
2011,North Rhine-Westphalia,5th Quintile,"Yes, every week",0.20151,119,733,0.17245,0.23057
2011,North Rhine-Westphalia,5th Quintile,"Yes, every 2 weeks",0.08483,73,733,0.06465,0.10502
2011,North Rhine-Westphalia,5th Quintile,"Yes, every 3-4 weeks",0.08934,64,733,0.06868,0.11001
2011,North Rhine-Westphalia,5th Quintile,"Yes, less frequently",0.23948,174,733,0.20857,0.27040
2011,Hesse,1st Quintile,"No, never",0.29164,34,34,0.13656,0.44672
2011,Hesse,2nd Quintile,"No, never",0.52987,62,62,0.40462,0.65512
2011,Hesse,3rd Quintile,"No, never",0.41787,73,139,0.33558,0.50016
2011,Hesse,3rd Quintile,"Yes, every 2 weeks",0.22451,33,139,0.15489,0.29412
2011,Hesse,3rd Quintile,"Yes, less frequently",0.13859,33,139,0.08094,0.19624
2011,Hesse,4th Quintile,"No, never",0.35501,77,130,0.27244,0.43759
2011,Hesse,4th Quintile,"Yes, less frequently",0.27112,53,130,0.19441,0.34784
2011,Hesse,5th Quintile,"No, never",0.38053,106,313,0.32665,0.43440
2011,Hesse,5th Quintile,"Yes, every week",0.15196,51,313,0.11212,0.19179
2011,Hesse,5th Quintile,"Yes, every 2 weeks",0.11494,44,313,0.07955,0.15033
2011,Hesse,5th Quintile,"Yes, every 3-4 weeks",0.06945,32,313,0.04124,0.09766
2011,Hesse,5th Quintile,"Yes, less frequently",0.28313,80,313,0.23314,0.33312
2011,"Rhineland-Palatinate, Saarland",1st Quintile,"No, never",0.37063,48,48,0.23255,0.50871
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,"No, never",0.25161,57,120,0.17364,0.32957
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,"Yes, every 2 weeks",0.26812,31,120,0.18853,0.34772
2011,"Rhineland-Palatinate, Saarland",2nd Quintile,"Yes, less frequently",0.14397,32,120,0.08090,0.20705
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,"No, never",0.30420,58,97,0.21217,0.39624
2011,"Rhineland-Palatinate, Saarland",3rd Quintile,"Yes, less frequently",0.28223,39,97,0.19220,0.37227
2011,"Rhineland-Palatinate, Saarland",4th Quintile,"No, never",0.40981,70,105,0.31529,0.50433
2011,"Rhineland-Palatinate, Saarland",4th Quintile,"Yes, less frequently",0.28622,35,105,0.19935,0.37309
2011,"Rhineland-Palatinate, Saarland",5th Quintile,"No, never",0.37738,62,136,0.29561,0.45915
2011,"Rhineland-Palatinate, Saarland",5th Quintile,"Yes, every week",0.20483,33,136,0.13675,0.27291
2011,"Rhineland-Palatinate, Saarland",5th Quintile,"Yes, less frequently",0.22902,41,136,0.15814,0.29991
2011,Baden-Wuerttemberg,1st Quintile,"No, never",0.56407,84,118,0.47422,0.65392
2011,Baden-Wuerttemberg,1st Quintile,"Yes, every week",0.12889,34,118,0.06817,0.18961
2011,Baden-Wuerttemberg,2nd Quintile,"No, never",0.50354,114,241,0.44028,0.56679
2011,Baden-Wuerttemberg,2nd Quintile,"Yes, every week",0.15452,41,241,0.10879,0.20024
2011,Baden-Wuerttemberg,2nd Quintile,"Yes, every 2 weeks",0.20200,40,241,0.15120,0.25279
2011,Baden-Wuerttemberg,2nd Quintile,"Yes, less frequently",0.07559,46,241,0.04215,0.10903
2011,Baden-Wuerttemberg,3rd Quintile,"No, never",0.41333,120,311,0.35851,0.46815
2011,Baden-Wuerttemberg,3rd Quintile,"Yes, every week",0.17728,43,311,0.13477,0.21979
2011,Baden-Wuerttemberg,3rd Quintile,"Yes, every 2 weeks",0.11587,54,311,0.08024,0.15150
2011,Baden-Wuerttemberg,3rd Quintile,"Yes, every 3-4 weeks",0.14215,31,311,0.10328,0.18102
2011,Baden-Wuerttemberg,3rd Quintile,"Yes, less frequently",0.15137,63,311,0.11148,0.19127
2011,Baden-Wuerttemberg,4th Quintile,"No, never",0.45419,197,382,0.40420,0.50419
2011,Baden-Wuerttemberg,4th Quintile,"Yes, every week",0.09025,39,382,0.06147,0.11902
2011,Baden-Wuerttemberg,4th Quintile,"Yes, every 2 weeks",0.16569,47,382,0.12836,0.20302
2011,Baden-Wuerttemberg,4th Quintile,"Yes, less frequently",0.20425,99,382,0.16377,0.24473
2011,Baden-Wuerttemberg,5th Quintile,"No, never",0.40151,203,495,0.35828,0.44473
2011,Baden-Wuerttemberg,5th Quintile,"Yes, every week",0.11280,59,495,0.08490,0.14070
2011,Baden-Wuerttemberg,5th Quintile,"Yes, every 2 weeks",0.07394,38,495,0.05087,0.09702
2011,Baden-Wuerttemberg,5th Quintile,"Yes, every 3-4 weeks",0.12657,51,495,0.09725,0.15589
2011,Baden-Wuerttemberg,5th Quintile,"Yes, less frequently",0.28518,144,495,0.24536,0.32499
2011,Bavaria,1st Quintile,"No, never",0.43681,109,201,0.36807,0.50555
2011,Bavaria,1st Quintile,"Yes, every week",0.14051,38,201,0.09235,0.18867
2011,Bavaria,1st Quintile,"Yes, every 2 weeks",0.26981,54,201,0.20829,0.33133
2011,Bavaria,2nd Quintile,"No, never",0.34148,147,393,0.29453,0.38842
2011,Bavaria,2nd Quintile,"Yes, every week",0.16973,61,393,0.13256,0.20689
2011,Bavaria,2nd Quintile,"Yes, every 2 weeks",0.22458,74,393,0.18327,0.26589
2011,Bavaria,2nd Quintile,"Yes, every 3-4 weeks",0.09996,45,393,0.07027,0.12965
2011,Bavaria,2nd Quintile,"Yes, less frequently",0.16425,66,393,0.12758,0.20093
2011,Bavaria,3rd Quintile,"No, never",0.37751,178,405,0.33024,0.42478
2011,Bavaria,3rd Quintile,"Yes, every week",0.18445,62,405,0.14663,0.22227
2011,Bavaria,3rd Quintile,"Yes, every 2 weeks",0.10928,58,405,0.07885,0.13970
2011,Bavaria,3rd Quintile,"Yes, less frequently",0.24125,107,405,0.19953,0.28297
2011,Bavaria,4th Quintile,"No, never",0.44396,173,428,0.39684,0.49109
2011,Bavaria,4th Quintile,"Yes, every week",0.11279,62,428,0.08279,0.14280
2011,Bavaria,4th Quintile,"Yes, every 2 weeks",0.11314,52,428,0.08309,0.14318
2011,Bavaria,4th Quintile,"Yes, every 3-4 weeks",0.11661,46,428,0.08617,0.14705
2011,Bavaria,4th Quintile,"Yes, less frequently",0.21350,95,428,0.17463,0.25236
2011,Bavaria,5th Quintile,"No, never",0.39644,213,569,0.35621,0.43667
2011,Bavaria,5th Quintile,"Yes, every week",0.15243,93,569,0.12287,0.18199
2011,Bavaria,5th Quintile,"Yes, every 2 weeks",0.09433,65,569,0.07029,0.11837
2011,Bavaria,5th Quintile,"Yes, every 3-4 weeks",0.10039,56,569,0.07568,0.12511
2011,Bavaria,5th Quintile,"Yes, less frequently",0.25641,142,569,0.22050,0.29232
2011,Berlin,1st Quintile,"No, never",0.49042,33,33,0.31721,0.66363
2011,Berlin,2nd Quintile,"No, never",0.40706,32,32,0.23412,0.58001
2011,Berlin,4th Quintile,"No, never",0.37893,37,72,0.26609,0.49178
2011,Berlin,4th Quintile,"Yes, less frequently",0.40001,35,72,0.28606,0.51397
2011,Berlin,5th Quintile,"No, never",0.30330,38,76,0.19927,0.40734
2011,Berlin,5th Quintile,"Yes, less frequently",0.31203,38,76,0.20717,0.41689
2011,Brandenburg,4th Quintile,"No, never",0.30446,32,32,0.14246,0.46645
2011,Brandenburg,5th Quintile,"Yes, less frequently",0.26711,31,31,0.10878,0.42544
2011,Saxony,1st Quintile,"No, never",0.32886,60,132,0.24841,0.40931
2011,Saxony,1st Quintile,"Yes, every 2 weeks",0.29375,36,132,0.21575,0.37175
2011,Saxony,1st Quintile,"Yes, less frequently",0.19602,36,132,0.12804,0.26400
2011,Saxony,2nd Quintile,"No, never",0.20420,57,169,0.14324,0.26516
2011,Saxony,2nd Quintile,"Yes, every 2 weeks",0.23089,59,169,0.16717,0.29462
2011,Saxony,2nd Quintile,"Yes, less frequently",0.32702,53,169,0.25608,0.39796
2011,Saxony,3rd Quintile,"No, never",0.34193,74,197,0.27552,0.40834
2011,Saxony,3rd Quintile,"Yes, every week",0.13868,32,197,0.09030,0.18707
2011,Saxony,3rd Quintile,"Yes, every 2 weeks",0.14142,35,197,0.09264,0.19021
2011,Saxony,3rd Quintile,"Yes, less frequently",0.25903,56,197,0.19770,0.32037
2011,Saxony,4th Quintile,"No, never",0.28687,63,156,0.21566,0.35808
2011,Saxony,4th Quintile,"Yes, every 2 weeks",0.22693,35,156,0.16099,0.29287
2011,Saxony,4th Quintile,"Yes, less frequently",0.32490,58,156,0.25117,0.39863
2011,Saxony,5th Quintile,"No, never",0.28783,44,87,0.19214,0.38352
2011,Saxony,5th Quintile,"Yes, less frequently",0.32963,43,87,0.23028,0.42899
2011,Saxony-Anhalt,1st Quintile,"No, never",0.47321,36,36,0.30780,0.63862
2011,Saxony-Anhalt,2nd Quintile,"No, never",0.30533,40,40,0.16079,0.44987
2011,Saxony-Anhalt,4th Quintile,"No, never",0.23237,31,31,0.08124,0.38350
2011,Thuringa,1st Quintile,"No, never",0.35775,35,35,0.19663,0.51888
2011,Thuringa,2nd Quintile,"No, never",0.21533,43,76,0.12230,0.30836
2011,Thuringa,2nd Quintile,"Yes, less frequently",0.23310,33,76,0.13741,0.32879
2011,Thuringa,3rd Quintile,"No, never",0.33627,34,34,0.17508,0.49746
2011,Thuringa,4th Quintile,"No, never",0.32449,39,39,0.17563,0.47335
2013,Schleswig-Holstein,1st Quintile,"No, never",0.33275,41,72,0.22315,0.44236
2013,Schleswig-Holstein,1st Quintile,"Yes, every 2 weeks",0.15498,31,72,0.07080,0.23916
2013,Schleswig-Holstein,2nd Quintile,"No, never",0.48546,43,43,0.33431,0.63662
2013,Schleswig-Holstein,3rd Quintile,"No, never",0.32652,32,32,0.16144,0.49159
2013,Schleswig-Holstein,4th Quintile,"No, never",0.46324,57,57,0.33263,0.59384
2013,Schleswig-Holstein,5th Quintile,"No, never",0.40600,39,39,0.24986,0.56214
2013,Lower Saxony,1st Quintile,"No, never",0.37968,82,207,0.31341,0.44595
2013,Lower Saxony,1st Quintile,"Yes, every week",0.25461,40,207,0.19511,0.31410
2013,Lower Saxony,1st Quintile,"Yes, every 2 weeks",0.18018,45,207,0.12770,0.23267
2013,Lower Saxony,1st Quintile,"Yes, less frequently",0.11384,40,207,0.07046,0.15721
2013,Lower Saxony,2nd Quintile,"No, never",0.37301,99,247,0.31258,0.43344
2013,Lower Saxony,2nd Quintile,"Yes, every week",0.16017,35,247,0.11434,0.20600
2013,Lower Saxony,2nd Quintile,"Yes, every 2 weeks",0.16952,53,247,0.12263,0.21641
2013,Lower Saxony,2nd Quintile,"Yes, less frequently",0.22172,60,247,0.16981,0.27363
2013,Lower Saxony,3rd Quintile,"No, never",0.37778,96,242,0.31656,0.43899
2013,Lower Saxony,3rd Quintile,"Yes, every week",0.11268,32,242,0.07276,0.15260
2013,Lower Saxony,3rd Quintile,"Yes, every 2 weeks",0.22693,50,242,0.17405,0.27982
2013,Lower Saxony,3rd Quintile,"Yes, less frequently",0.20860,64,242,0.15730,0.25990
2013,Lower Saxony,4th Quintile,"No, never",0.35361,124,312,0.30047,0.40675
2013,Lower Saxony,4th Quintile,"Yes, every week",0.10000,37,312,0.06666,0.13335
2013,Lower Saxony,4th Quintile,"Yes, every 2 weeks",0.18904,54,312,0.14553,0.23256
2013,Lower Saxony,4th Quintile,"Yes, less frequently",0.30661,97,312,0.25537,0.35786
2013,Lower Saxony,5th Quintile,"No, never",0.39098,139,332,0.33841,0.44355
2013,Lower Saxony,5th Quintile,"Yes, every week",0.13571,50,332,0.09882,0.17261
2013,Lower Saxony,5th Quintile,"Yes, every 2 weeks",0.13409,56,332,0.09738,0.17080
2013,Lower Saxony,5th Quintile,"Yes, less frequently",0.25623,87,332,0.20920,0.30326
2013,North Rhine-Westphalia,1st Quintile,"No, never",0.37614,199,479,0.33271,0.41957
2013,North Rhine-Westphalia,1st Quintile,"Yes, every week",0.19158,82,479,0.15630,0.22686
2013,North Rhine-Westphalia,1st Quintile,"Yes, every 2 weeks",0.13441,81,479,0.10383,0.16499
2013,North Rhine-Westphalia,1st Quintile,"Yes, every 3-4 weeks",0.09545,32,479,0.06910,0.12179
2013,North Rhine-Westphalia,1st Quintile,"Yes, less frequently",0.20242,85,479,0.16640,0.23845
2013,North Rhine-Westphalia,2nd Quintile,"No, never",0.34177,213,534,0.30150,0.38204
2013,North Rhine-Westphalia,2nd Quintile,"Yes, every week",0.19308,83,534,0.15957,0.22659
2013,North Rhine-Westphalia,2nd Quintile,"Yes, every 2 weeks",0.16606,98,534,0.13446,0.19765
2013,North Rhine-Westphalia,2nd Quintile,"Yes, every 3-4 weeks",0.07921,40,534,0.05628,0.10214
2013,North Rhine-Westphalia,2nd Quintile,"Yes, less frequently",0.21988,100,534,0.18472,0.25504
2013,North Rhine-Westphalia,3rd Quintile,"No, never",0.41209,219,538,0.37045,0.45372
2013,North Rhine-Westphalia,3rd Quintile,"Yes, every week",0.12621,76,538,0.09812,0.15430
2013,North Rhine-Westphalia,3rd Quintile,"Yes, every 2 weeks",0.16874,89,538,0.13706,0.20041
2013,North Rhine-Westphalia,3rd Quintile,"Yes, every 3-4 weeks",0.09595,41,538,0.07104,0.12086
2013,North Rhine-Westphalia,3rd Quintile,"Yes, less frequently",0.19702,113,538,0.16338,0.23066
2013,North Rhine-Westphalia,4th Quintile,"No, never",0.36790,264,651,0.33083,0.40498
2013,North Rhine-Westphalia,4th Quintile,"Yes, every week",0.12734,90,651,0.10171,0.15297
2013,North Rhine-Westphalia,4th Quintile,"Yes, every 2 weeks",0.12286,86,651,0.09762,0.14810
2013,North Rhine-Westphalia,4th Quintile,"Yes, every 3-4 weeks",0.09742,51,651,0.07462,0.12021
2013,North Rhine-Westphalia,4th Quintile,"Yes, less frequently",0.28448,160,651,0.24980,0.31917
2013,North Rhine-Westphalia,5th Quintile,"No, never",0.33887,323,868,0.30737,0.37038
2013,North Rhine-Westphalia,5th Quintile,"Yes, every week",0.12884,103,868,0.10654,0.15114
2013,North Rhine-Westphalia,5th Quintile,"Yes, every 2 weeks",0.10827,102,868,0.08759,0.12895
2013,North Rhine-Westphalia,5th Quintile,"Yes, every 3-4 weeks",0.09718,74,868,0.07747,0.11690
2013,North Rhine-Westphalia,5th Quintile,"Yes, less frequently",0.32683,266,868,0.29561,0.35805
2013,Hesse,1st Quintile,"No, never",0.22056,42,42,0.09364,0.34748
2013,Hesse,2nd Quintile,"No, never",0.42541,69,111,0.33301,0.51780
2013,Hesse,2nd Quintile,"Yes, less frequently",0.16359,42,111,0.09446,0.23271
2013,Hesse,3rd Quintile,"No, never",0.31576,74,165,0.24462,0.38690
2013,Hesse,3rd Quintile,"Yes, every 2 weeks",0.21735,43,165,0.15422,0.28047
2013,Hesse,3rd Quintile,"Yes, less frequently",0.25167,48,165,0.18525,0.31809
2013,Hesse,4th Quintile,"No, never",0.35120,71,167,0.27858,0.42382
2013,Hesse,4th Quintile,"Yes, every 2 weeks",0.15059,31,167,0.09618,0.20500
2013,Hesse,4th Quintile,"Yes, less frequently",0.30336,65,167,0.23343,0.37330
2013,Hesse,5th Quintile,"No, never",0.30563,129,387,0.25967,0.35159
2013,Hesse,5th Quintile,"Yes, every week",0.14754,64,387,0.11216,0.18292
2013,Hesse,5th Quintile,"Yes, every 2 weeks",0.10227,44,387,0.07204,0.13249
2013,Hesse,5th Quintile,"Yes, every 3-4 weeks",0.10847,35,387,0.07745,0.13949
2013,Hesse,5th Quintile,"Yes, less frequently",0.33610,115,387,0.28897,0.38322
2013,"Rhineland-Palatinate, Saarland",1st Quintile,"No, never",0.30088,48,48,0.16975,0.43200
2013,"Rhineland-Palatinate, Saarland",2nd Quintile,"No, never",0.27058,66,130,0.19392,0.34725
2013,"Rhineland-Palatinate, Saarland",2nd Quintile,"Yes, every 2 weeks",0.25851,33,130,0.18296,0.33407
2013,"Rhineland-Palatinate, Saarland",2nd Quintile,"Yes, less frequently",0.16663,31,130,0.10232,0.23094
2013,"Rhineland-Palatinate, Saarland",3rd Quintile,"No, never",0.33499,64,100,0.24201,0.42796
2013,"Rhineland-Palatinate, Saarland",3rd Quintile,"Yes, less frequently",0.22630,36,100,0.14387,0.30872
2013,"Rhineland-Palatinate, Saarland",4th Quintile,"No, never",0.32678,66,117,0.24142,0.41213
2013,"Rhineland-Palatinate, Saarland",4th Quintile,"Yes, less frequently",0.34536,51,117,0.25883,0.43189
2013,"Rhineland-Palatinate, Saarland",5th Quintile,"No, never",0.44732,97,145,0.36611,0.52853
2013,"Rhineland-Palatinate, Saarland",5th Quintile,"Yes, less frequently",0.22372,48,145,0.15565,0.29178
2013,Baden-Wuerttemberg,1st Quintile,"No, never",0.41044,73,136,0.32746,0.49342
2013,Baden-Wuerttemberg,1st Quintile,"Yes, every week",0.07381,32,136,0.02971,0.11792
2013,Baden-Wuerttemberg,1st Quintile,"Yes, less frequently",0.27024,31,136,0.19533,0.34515
2013,Baden-Wuerttemberg,2nd Quintile,"No, never",0.35821,140,300,0.30386,0.41255
2013,Baden-Wuerttemberg,2nd Quintile,"Yes, every week",0.14891,42,300,0.10855,0.18926
2013,Baden-Wuerttemberg,2nd Quintile,"Yes, every 2 weeks",0.24808,60,300,0.19913,0.29704
2013,Baden-Wuerttemberg,2nd Quintile,"Yes, less frequently",0.15543,58,300,0.11436,0.19650
2013,Baden-Wuerttemberg,3rd Quintile,"No, never",0.49349,186,389,0.44374,0.54324
2013,Baden-Wuerttemberg,3rd Quintile,"Yes, every week",0.06738,34,389,0.04243,0.09232
2013,Baden-Wuerttemberg,3rd Quintile,"Yes, every 2 weeks",0.13248,55,389,0.09874,0.16621
2013,Baden-Wuerttemberg,3rd Quintile,"Yes, every 3-4 weeks",0.13607,40,389,0.10195,0.17019
2013,Baden-Wuerttemberg,3rd Quintile,"Yes, less frequently",0.17059,74,389,0.13316,0.20802
2013,Baden-Wuerttemberg,4th Quintile,"No, never",0.41033,198,459,0.36528,0.45538
2013,Baden-Wuerttemberg,4th Quintile,"Yes, every week",0.10983,54,459,0.08119,0.13847
2013,Baden-Wuerttemberg,4th Quintile,"Yes, every 2 weeks",0.15522,56,459,0.12205,0.18838
2013,Baden-Wuerttemberg,4th Quintile,"Yes, every 3-4 weeks",0.07314,38,459,0.04929,0.09699
2013,Baden-Wuerttemberg,4th Quintile,"Yes, less frequently",0.25148,113,459,0.21175,0.29122
2013,Baden-Wuerttemberg,5th Quintile,"No, never",0.36253,232,582,0.32344,0.40162
2013,Baden-Wuerttemberg,5th Quintile,"Yes, every week",0.11224,68,582,0.08657,0.13791
2013,Baden-Wuerttemberg,5th Quintile,"Yes, every 2 weeks",0.10710,49,582,0.08195,0.13224
2013,Baden-Wuerttemberg,5th Quintile,"Yes, every 3-4 weeks",0.10795,58,582,0.08272,0.13318
2013,Baden-Wuerttemberg,5th Quintile,"Yes, less frequently",0.31019,175,582,0.27257,0.34780
2013,Bavaria,1st Quintile,"No, never",0.46899,112,216,0.40228,0.53570
2013,Bavaria,1st Quintile,"Yes, every week",0.16651,50,216,0.11672,0.21631
2013,Bavaria,1st Quintile,"Yes, every 2 weeks",0.18093,54,216,0.12947,0.23238
2013,Bavaria,2nd Quintile,"No, never",0.42435,204,483,0.38023,0.46847
2013,Bavaria,2nd Quintile,"Yes, every week",0.15160,71,483,0.11959,0.18362
2013,Bavaria,2nd Quintile,"Yes, every 2 weeks",0.14217,74,483,0.11099,0.17334
2013,Bavaria,2nd Quintile,"Yes, every 3-4 weeks",0.04662,34,483,0.02780,0.06544
2013,Bavaria,2nd Quintile,"Yes, less frequently",0.23526,100,483,0.19739,0.27312
2013,Bavaria,3rd Quintile,"No, never",0.40079,218,546,0.35964,0.44193
2013,Bavaria,3rd Quintile,"Yes, every week",0.15728,74,546,0.12671,0.18784
2013,Bavaria,3rd Quintile,"Yes, every 2 weeks",0.16293,81,546,0.13193,0.19394
2013,Bavaria,3rd Quintile,"Yes, every 3-4 weeks",0.07680,47,546,0.05444,0.09916
2013,Bavaria,3rd Quintile,"Yes, less frequently",0.20220,126,546,0.16848,0.23592
2013,Bavaria,4th Quintile,"No, never",0.41651,253,591,0.37673,0.45629
2013,Bavaria,4th Quintile,"Yes, every week",0.14369,88,591,0.11539,0.17200
2013,Bavaria,4th Quintile,"Yes, every 2 weeks",0.14783,81,591,0.11919,0.17647
2013,Bavaria,4th Quintile,"Yes, every 3-4 weeks",0.08678,48,591,0.06406,0.10949
2013,Bavaria,4th Quintile,"Yes, less frequently",0.20519,121,591,0.17260,0.23778
2013,Bavaria,5th Quintile,"No, never",0.41547,263,687,0.37859,0.45235
2013,Bavaria,5th Quintile,"Yes, every week",0.14655,119,687,0.12009,0.17302
2013,Bavaria,5th Quintile,"Yes, every 2 weeks",0.08691,65,687,0.06583,0.10799
2013,Bavaria,5th Quintile,"Yes, every 3-4 weeks",0.09585,59,687,0.07382,0.11788
2013,Bavaria,5th Quintile,"Yes, less frequently",0.25522,181,687,0.22259,0.28784
2013,Berlin,1st Quintile,"No, never",0.29550,40,40,0.15230,0.43870
2013,Berlin,2nd Quintile,"No, never",0.39800,40,40,0.24437,0.55162
2013,Berlin,3rd Quintile,"No, never",0.32642,42,42,0.18289,0.46996
2013,Berlin,4th Quintile,"No, never",0.46257,51,86,0.35657,0.56856
2013,Berlin,4th Quintile,"Yes, less frequently",0.26189,35,86,0.16842,0.35536
2013,Berlin,5th Quintile,"No, never",0.32442,43,88,0.22604,0.42279
2013,Berlin,5th Quintile,"Yes, less frequently",0.36736,45,88,0.26606,0.46866
