year,pgisced97,regtyp,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,First Stage of Tertiary Education,Rural regions,"Yes, every week",0.09671,53,414,0.06820,0.12521
2015,First Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.09402,64,414,0.06587,0.12217
2015,First Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.08027,41,414,0.05406,0.10648
2015,First Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.17357,113,414,0.13704,0.21010
2015,Second Stage of Tertiary Education,Urban regions,"No, never",0.24170,1168,2975,0.22632,0.25709
2015,Second Stage of Tertiary Education,Urban regions,"Yes, every week",0.08937,389,2975,0.07912,0.09963
2015,Second Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.08455,339,2975,0.07455,0.09455
2015,Second Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.06572,262,2975,0.05681,0.07462
2015,Second Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.17911,817,2975,0.16533,0.19290
2015,Second Stage of Tertiary Education,Rural regions,"No, never",0.21941,415,1118,0.19514,0.24368
2015,Second Stage of Tertiary Education,Rural regions,"Yes, every week",0.10944,164,1118,0.09113,0.12775
2015,Second Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.07696,119,1118,0.06133,0.09259
2015,Second Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.06270,111,1118,0.04849,0.07692
2015,Second Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.17417,309,1118,0.15193,0.19641
2017,Primary Level,Urban regions,"No, never",0.13609,57,57,0.04629,0.22590
2017,Lower Secondary Level,Urban regions,"No, never",0.20079,379,839,0.17366,0.22791
2017,Lower Secondary Level,Urban regions,"Yes, every week",0.05866,137,839,0.04275,0.07457
2017,Lower Secondary Level,Urban regions,"Yes, every 2 weeks",0.06350,135,839,0.04699,0.08001
2017,Lower Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.03899,63,839,0.02588,0.05209
2017,Lower Secondary Level,Urban regions,"Yes, less frequently",0.06725,125,839,0.05029,0.08421
2017,Lower Secondary Level,Rural regions,"No, never",0.18322,216,497,0.14918,0.21727
2017,Lower Secondary Level,Rural regions,"Yes, every week",0.06554,85,497,0.04376,0.08732
2017,Lower Secondary Level,Rural regions,"Yes, every 2 weeks",0.07453,86,497,0.05142,0.09765
2017,Lower Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.03853,45,497,0.02159,0.05547
2017,Lower Secondary Level,Rural regions,"Yes, less frequently",0.06046,65,497,0.03949,0.08144
2017,Upper Secondary Level,Urban regions,"No, never",0.23627,1888,4375,0.22368,0.24886
2017,Upper Secondary Level,Urban regions,"Yes, every week",0.07878,631,4375,0.07080,0.08677
2017,Upper Secondary Level,Urban regions,"Yes, every 2 weeks",0.08751,695,4375,0.07913,0.09588
2017,Upper Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.04521,384,4375,0.03905,0.05137
2017,Upper Secondary Level,Urban regions,"Yes, less frequently",0.10540,777,4375,0.09630,0.11450
2017,Upper Secondary Level,Rural regions,"No, never",0.23277,1205,3058,0.21778,0.24775
2017,Upper Secondary Level,Rural regions,"Yes, every week",0.08594,414,3058,0.07600,0.09587
2017,Upper Secondary Level,Rural regions,"Yes, every 2 weeks",0.10391,577,3058,0.09309,0.11473
2017,Upper Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.05551,306,3058,0.04739,0.06362
2017,Upper Secondary Level,Rural regions,"Yes, less frequently",0.12006,556,3058,0.10853,0.13158
2017,Post-secondary Non-tertiary Level,Urban regions,"No, never",0.32704,546,1238,0.30089,0.35318
2017,Post-secondary Non-tertiary Level,Urban regions,"Yes, every week",0.08906,136,1238,0.07319,0.10494
2017,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 2 weeks",0.11898,193,1238,0.10093,0.13702
2017,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 3-4 weeks",0.06833,137,1238,0.05427,0.08239
2017,Post-secondary Non-tertiary Level,Urban regions,"Yes, less frequently",0.13301,226,1238,0.11409,0.15194
2017,Post-secondary Non-tertiary Level,Rural regions,"No, never",0.36937,229,472,0.32579,0.41296
2017,Post-secondary Non-tertiary Level,Rural regions,"Yes, every week",0.05287,41,472,0.03266,0.07308
2017,Post-secondary Non-tertiary Level,Rural regions,"Yes, every 2 weeks",0.10812,70,472,0.08007,0.13616
2017,Post-secondary Non-tertiary Level,Rural regions,"Yes, every 3-4 weeks",0.07186,53,472,0.04854,0.09519
2017,Post-secondary Non-tertiary Level,Rural regions,"Yes, less frequently",0.13193,79,472,0.10137,0.16249
2017,First Stage of Tertiary Education,Urban regions,"No, never",0.27407,251,616,0.23882,0.30932
2017,First Stage of Tertiary Education,Urban regions,"Yes, every week",0.06327,61,616,0.04403,0.08251
2017,First Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.08852,78,616,0.06607,0.11097
2017,First Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.04346,50,616,0.02735,0.05958
2017,First Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.19637,176,616,0.16497,0.22776
2017,First Stage of Tertiary Education,Rural regions,"No, never",0.18039,154,438,0.14434,0.21644
2017,First Stage of Tertiary Education,Rural regions,"Yes, every week",0.10026,62,438,0.07210,0.12842
2017,First Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.12059,76,438,0.09006,0.15113
2017,First Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.07759,44,438,0.05251,0.10267
2017,First Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.18205,102,438,0.14587,0.21823
2017,Second Stage of Tertiary Education,Urban regions,"No, never",0.28915,1491,3406,0.27392,0.30437
2017,Second Stage of Tertiary Education,Urban regions,"Yes, every week",0.08377,422,3406,0.07446,0.09307
2017,Second Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.07577,342,3406,0.06688,0.08466
2017,Second Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.07464,342,3406,0.06581,0.08347
2017,Second Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.17636,809,3406,0.16356,0.18916
2017,Second Stage of Tertiary Education,Rural regions,"No, never",0.29040,522,1236,0.26508,0.31572
2017,Second Stage of Tertiary Education,Rural regions,"Yes, every week",0.08430,159,1236,0.06880,0.09979
2017,Second Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.07379,143,1236,0.05921,0.08837
2017,Second Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.05529,137,1236,0.04255,0.06804
2017,Second Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.16627,275,1236,0.14550,0.18704
2019,Primary Level,Urban regions,"No, never",0.15952,54,54,0.06094,0.25811
2019,Lower Secondary Level,Urban regions,"No, never",0.19013,344,747,0.16197,0.21829
2019,Lower Secondary Level,Urban regions,"Yes, every week",0.05825,104,747,0.04144,0.07506
2019,Lower Secondary Level,Urban regions,"Yes, every 2 weeks",0.09488,150,747,0.07385,0.11591
2019,Lower Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.02000,40,747,0.00995,0.03005
2019,Lower Secondary Level,Urban regions,"Yes, less frequently",0.07401,109,747,0.05522,0.09279
2019,Lower Secondary Level,Rural regions,"No, never",0.17270,194,428,0.13685,0.20855
2019,Lower Secondary Level,Rural regions,"Yes, every week",0.07584,75,428,0.05073,0.10096
2019,Lower Secondary Level,Rural regions,"Yes, every 2 weeks",0.07732,86,428,0.05198,0.10265
2019,Lower Secondary Level,Rural regions,"Yes, less frequently",0.08466,73,428,0.05826,0.11106
2019,Upper Secondary Level,Urban regions,"No, never",0.25169,1797,4089,0.23839,0.26500
2019,Upper Secondary Level,Urban regions,"Yes, every week",0.07524,580,4089,0.06716,0.08333
2019,Upper Secondary Level,Urban regions,"Yes, every 2 weeks",0.08105,619,4089,0.07268,0.08941
2019,Upper Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.04912,342,4089,0.04249,0.05574
2019,Upper Secondary Level,Urban regions,"Yes, less frequently",0.10679,751,4089,0.09732,0.11626
2019,Upper Secondary Level,Rural regions,"No, never",0.23175,1112,2735,0.21593,0.24757
2019,Upper Secondary Level,Rural regions,"Yes, every week",0.08015,372,2735,0.06997,0.09033
2019,Upper Secondary Level,Rural regions,"Yes, every 2 weeks",0.10749,488,2735,0.09588,0.11910
2019,Upper Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.06322,263,2735,0.05410,0.07234
2019,Upper Secondary Level,Rural regions,"Yes, less frequently",0.11759,500,2735,0.10551,0.12966
2019,Post-secondary Non-tertiary Level,Urban regions,"No, never",0.36083,539,1210,0.33376,0.38790
2019,Post-secondary Non-tertiary Level,Urban regions,"Yes, every week",0.07696,133,1210,0.06194,0.09198
2019,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 2 weeks",0.11718,177,1210,0.09905,0.13531
2019,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 3-4 weeks",0.06876,124,1210,0.05450,0.08303
2019,Post-secondary Non-tertiary Level,Urban regions,"Yes, less frequently",0.13930,237,1210,0.11979,0.15882
2019,Post-secondary Non-tertiary Level,Rural regions,"No, never",0.36768,233,472,0.32414,0.41123
2019,Post-secondary Non-tertiary Level,Rural regions,"Yes, every week",0.04981,40,472,0.03016,0.06946
2019,Post-secondary Non-tertiary Level,Rural regions,"Yes, every 2 weeks",0.11562,82,472,0.08674,0.14450
2019,Post-secondary Non-tertiary Level,Rural regions,"Yes, every 3-4 weeks",0.06317,41,472,0.04120,0.08514
2019,Post-secondary Non-tertiary Level,Rural regions,"Yes, less frequently",0.14888,76,472,0.11673,0.18102
2019,First Stage of Tertiary Education,Urban regions,"No, never",0.32299,266,690,0.28807,0.35791
2019,First Stage of Tertiary Education,Urban regions,"Yes, every week",0.06865,103,690,0.04977,0.08753
2019,First Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.07625,83,690,0.05644,0.09607
2019,First Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.04731,55,690,0.03146,0.06316
2019,First Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.17915,183,690,0.15052,0.20779
2019,First Stage of Tertiary Education,Rural regions,"No, never",0.20928,159,498,0.17351,0.24504
2019,First Stage of Tertiary Education,Rural regions,"Yes, every week",0.10344,87,498,0.07666,0.13021
2019,First Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.09349,76,498,0.06790,0.11909
2019,First Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.06399,51,498,0.04247,0.08550
2019,First Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.18196,125,498,0.14804,0.21588
2019,Second Stage of Tertiary Education,Urban regions,"No, never",0.29309,1462,3725,0.27847,0.30771
2019,Second Stage of Tertiary Education,Urban regions,"Yes, every week",0.07920,540,3725,0.07053,0.08787
2019,Second Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.07514,411,3725,0.06668,0.08361
2019,Second Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.05732,346,3725,0.04985,0.06479
2019,Second Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.19636,966,3725,0.18360,0.20911
2019,Second Stage of Tertiary Education,Rural regions,"No, never",0.28561,507,1316,0.26120,0.31003
2019,Second Stage of Tertiary Education,Rural regions,"Yes, every week",0.09427,220,1316,0.07848,0.11007
2019,Second Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.06566,158,1316,0.05228,0.07905
2019,Second Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.05376,135,1316,0.04157,0.06595
2019,Second Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.15497,296,1316,0.13541,0.17453
2021,Primary Level,Urban regions,"No, never",0.16176,125,274,0.11808,0.20544
2021,Primary Level,Urban regions,"Yes, every week",0.06673,57,274,0.03713,0.09634
2021,Primary Level,Urban regions,"Yes, every 2 weeks",0.09462,45,274,0.05990,0.12934
2021,Primary Level,Urban regions,"Yes, less frequently",0.10204,47,274,0.06613,0.13795
2021,Lower Secondary Level,Urban regions,"No, never",0.15748,232,500,0.12552,0.18944
2021,Lower Secondary Level,Urban regions,"Yes, every week",0.04746,88,500,0.02881,0.06612
2021,Lower Secondary Level,Urban regions,"Yes, every 2 weeks",0.05684,74,500,0.03653,0.07716
2021,Lower Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.04280,42,500,0.02504,0.06056
2021,Lower Secondary Level,Urban regions,"Yes, less frequently",0.05535,64,500,0.03529,0.07541
2021,Lower Secondary Level,Rural regions,"No, never",0.15762,126,265,0.11366,0.20157
2021,Lower Secondary Level,Rural regions,"Yes, every week",0.06254,35,265,0.03333,0.09175
2021,Lower Secondary Level,Rural regions,"Yes, every 2 weeks",0.08743,55,265,0.05336,0.12150
2021,Lower Secondary Level,Rural regions,"Yes, less frequently",0.07739,49,265,0.04515,0.10962
2021,Upper Secondary Level,Urban regions,"No, never",0.20295,1063,2280,0.18643,0.21946
2021,Upper Secondary Level,Urban regions,"Yes, every week",0.05118,269,2280,0.04213,0.06023
2021,Upper Secondary Level,Urban regions,"Yes, every 2 weeks",0.07273,362,2280,0.06207,0.08339
2021,Upper Secondary Level,Urban regions,"Yes, every 3-4 weeks",0.03250,163,2280,0.02522,0.03978
2021,Upper Secondary Level,Urban regions,"Yes, less frequently",0.08511,423,2280,0.07366,0.09657
2021,Upper Secondary Level,Rural regions,"No, never",0.19589,607,1461,0.17553,0.21624
2021,Upper Secondary Level,Rural regions,"Yes, every week",0.06783,202,1461,0.05493,0.08073
2021,Upper Secondary Level,Rural regions,"Yes, every 2 weeks",0.07971,272,1461,0.06582,0.09360
2021,Upper Secondary Level,Rural regions,"Yes, every 3-4 weeks",0.04698,126,1461,0.03613,0.05783
2021,Upper Secondary Level,Rural regions,"Yes, less frequently",0.07232,254,1461,0.05904,0.08561
2021,Post-secondary Non-tertiary Level,Urban regions,"No, never",0.31591,382,817,0.28401,0.34781
2021,Post-secondary Non-tertiary Level,Urban regions,"Yes, every week",0.03591,78,817,0.02314,0.04867
2021,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 2 weeks",0.09136,119,817,0.07159,0.11113
2021,Post-secondary Non-tertiary Level,Urban regions,"Yes, every 3-4 weeks",0.07964,85,817,0.06106,0.09821
2021,Post-secondary Non-tertiary Level,Urban regions,"Yes, less frequently",0.12086,153,817,0.09850,0.14323
2021,Post-secondary Non-tertiary Level,Rural regions,"No, never",0.35120,160,248,0.29167,0.41073
2021,Post-secondary Non-tertiary Level,Rural regions,"Yes, every 2 weeks",0.08861,40,248,0.05317,0.12405
2021,Post-secondary Non-tertiary Level,Rural regions,"Yes, less frequently",0.09398,48,248,0.05759,0.13037
2021,First Stage of Tertiary Education,Urban regions,"No, never",0.24572,147,305,0.19733,0.29412
2021,First Stage of Tertiary Education,Urban regions,"Yes, every week",0.03574,32,305,0.01487,0.05661
2021,First Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.03440,32,305,0.01391,0.05488
2021,First Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.13911,94,305,0.10021,0.17801
2021,First Stage of Tertiary Education,Rural regions,"No, never",0.22123,87,212,0.16522,0.27724
2021,First Stage of Tertiary Education,Rural regions,"Yes, every week",0.04389,35,212,0.01625,0.07153
2021,First Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.04650,31,212,0.01809,0.07491
2021,First Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.10820,59,212,0.06628,0.15011
2021,Second Stage of Tertiary Education,Urban regions,"No, never",0.26542,1150,2700,0.24876,0.28207
2021,Second Stage of Tertiary Education,Urban regions,"Yes, every week",0.07456,387,2700,0.06465,0.08447
2021,Second Stage of Tertiary Education,Urban regions,"Yes, every 2 weeks",0.05927,301,2700,0.05036,0.06818
2021,Second Stage of Tertiary Education,Urban regions,"Yes, every 3-4 weeks",0.05296,217,2700,0.04451,0.06141
2021,Second Stage of Tertiary Education,Urban regions,"Yes, less frequently",0.14604,645,2700,0.13272,0.15937
2021,Second Stage of Tertiary Education,Rural regions,"No, never",0.25963,353,853,0.23019,0.28907
2021,Second Stage of Tertiary Education,Rural regions,"Yes, every week",0.07030,136,853,0.05313,0.08747
2021,Second Stage of Tertiary Education,Rural regions,"Yes, every 2 weeks",0.06591,118,853,0.04925,0.08257
2021,Second Stage of Tertiary Education,Rural regions,"Yes, every 3-4 weeks",0.02460,67,853,0.01420,0.03501
2021,Second Stage of Tertiary Education,Rural regions,"Yes, less frequently",0.09224,179,853,0.07281,0.11167
