,Unnamed: 0,year,bula_h,sex,plb0218_v1,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
292,292,2009,Saxony,male,"Yes, every 2 weeks",0.14656,61,9313,0.1196,0.17365
293,293,2009,Saxony,male,"Yes, every 3-4 weeks",0.13073,50,9313,0.09677,0.17516
294,294,2009,Saxony,male,"Yes, less frequently",0.36876,139,9313,0.30251,0.43618
295,295,2009,Saxony,female,"No, never",0.41945,152,9313,0.35737,0.48085
296,296,2009,Saxony,female,"Yes, every week",0.12532,36,9313,0.08859,0.17383
297,297,2009,Saxony,female,"Yes, every 2 weeks",0.23961,69,9313,0.17974,0.30611
298,298,2009,Saxony,female,"Yes, less frequently",0.21562,79,9313,0.16639,0.25867
299,299,2009,Saxony-Anhalt,male,"No, never",0.42996,58,9313,0.31982,0.56211
300,300,2009,Saxony-Anhalt,male,"Yes, every 2 weeks",0.20197,37,9313,0.1572,0.24574
301,301,2009,Saxony-Anhalt,male,"Yes, less frequently",0.36808,64,9313,0.26413,0.47142
302,302,2009,Saxony-Anhalt,female,"No, never",0.44305,69,9313,0.32257,0.58952
303,303,2009,Saxony-Anhalt,female,"Yes, every week",0.1868,33,9313,0.1308,0.2534
304,304,2009,Saxony-Anhalt,female,"Yes, every 2 weeks",0.37015,47,9313,0.2702,0.52106
305,305,2009,Thuringa,male,"No, never",0.20335,46,9313,0.13419,0.28583
306,306,2009,Thuringa,male,"Yes, every week",0.15491,31,9313,0.11298,0.20292
307,307,2009,Thuringa,male,"Yes, every 3-4 weeks",0.2728,38,9313,0.15094,0.3678
308,308,2009,Thuringa,male,"Yes, less frequently",0.36894,74,9313,0.28684,0.46371
309,309,2009,Thuringa,female,"No, never",0.44014,75,9313,0.33361,0.54911
310,310,2009,Thuringa,female,"Yes, every week",0.1934,40,9313,0.12126,0.28354
311,311,2009,Thuringa,female,"Yes, every 2 weeks",0.18621,31,9313,0.1219,0.2641
312,312,2009,Thuringa,female,"Yes, less frequently",0.18025,37,9313,0.11882,0.2371
313,313,2011,Schleswig-Holstein,male,"No, never",0.2932,85,16242,0.2292,0.37828
314,314,2011,Schleswig-Holstein,male,"Yes, every week",0.11792,38,16242,0.08402,0.16038
315,315,2011,Schleswig-Holstein,male,"Yes, every 2 weeks",0.11494,41,16242,0.06651,0.16304
316,316,2011,Schleswig-Holstein,male,"Yes, every 3-4 weeks",0.11072,39,16242,0.08165,0.14195
317,317,2011,Schleswig-Holstein,male,"Yes, less frequently",0.36322,83,16242,0.2856,0.4604
318,318,2011,Schleswig-Holstein,female,"No, never",0.47376,124,16242,0.38378,0.57137
319,319,2011,Schleswig-Holstein,female,"Yes, every week",0.11624,37,16242,0.06639,0.17073
320,320,2011,Schleswig-Holstein,female,"Yes, every 2 weeks",0.19015,51,16242,0.13868,0.24245
321,321,2011,Schleswig-Holstein,female,"Yes, less frequently",0.21985,44,16242,0.14994,0.30003
322,322,2011,Hamburg,male,"No, never",0.46738,41,16242,0.33788,0.63003
323,323,2011,Hamburg,male,"Yes, less frequently",0.53262,40,16242,0.30639,0.77171
324,324,2011,Hamburg,female,"No, never",1.0,58,16242,0.71793,1.31995
325,325,2011,Lower Saxony,male,"No, never",0.31191,251,16242,0.26652,0.35731
326,326,2011,Lower Saxony,male,"Yes, every week",0.13348,108,16242,0.10546,0.16862
327,327,2011,Lower Saxony,male,"Yes, every 2 weeks",0.1557,108,16242,0.12459,0.19136
328,328,2011,Lower Saxony,male,"Yes, every 3-4 weeks",0.07745,67,16242,0.0564,0.10347
329,329,2011,Lower Saxony,male,"Yes, less frequently",0.32145,246,16242,0.27453,0.36745
330,330,2011,Lower Saxony,female,"No, never",0.4236,323,16242,0.37623,0.47427
331,331,2011,Lower Saxony,female,"Yes, every week",0.11918,101,16242,0.09279,0.14856
332,332,2011,Lower Saxony,female,"Yes, every 2 weeks",0.18203,143,16242,0.14629,0.22251
333,333,2011,Lower Saxony,female,"Yes, every 3-4 weeks",0.06701,58,16242,0.04451,0.097
334,334,2011,Lower Saxony,female,"Yes, less frequently",0.20818,145,16242,0.17283,0.24981
335,335,2011,North Rhine-Westphalia,male,"No, never",0.30375,559,16242,0.27856,0.33229
336,336,2011,North Rhine-Westphalia,male,"Yes, every week",0.16739,263,16242,0.14363,0.19562
337,337,2011,North Rhine-Westphalia,male,"Yes, every 2 weeks",0.147,249,16242,0.12237,0.16927
338,338,2011,North Rhine-Westphalia,male,"Yes, every 3-4 weeks",0.09651,165,16242,0.08229,0.11103
339,339,2011,North Rhine-Westphalia,male,"Yes, less frequently",0.28535,454,16242,0.25551,0.32697
340,340,2011,North Rhine-Westphalia,female,"No, never",0.4789,784,16242,0.4427,0.51094
341,341,2011,North Rhine-Westphalia,female,"Yes, every week",0.16202,224,16242,0.1403,0.1835
342,342,2011,North Rhine-Westphalia,female,"Yes, every 2 weeks",0.16095,259,16242,0.13826,0.18179
343,343,2011,North Rhine-Westphalia,female,"Yes, every 3-4 weeks",0.05533,98,16242,0.0446,0.06902
344,344,2011,North Rhine-Westphalia,female,"Yes, less frequently",0.1428,261,16242,0.12413,0.15969
345,345,2011,Hesse,male,"No, never",0.30958,166,16242,0.25028,0.37205
346,346,2011,Hesse,male,"Yes, every week",0.15583,101,16242,0.12743,0.19137
347,347,2011,Hesse,male,"Yes, every 2 weeks",0.15821,95,16242,0.12645,0.19723
348,348,2011,Hesse,male,"Yes, every 3-4 weeks",0.10299,78,16242,0.07537,0.13377
349,349,2011,Hesse,male,"Yes, less frequently",0.27339,170,16242,0.22566,0.32085
350,350,2011,Hesse,female,"No, never",0.45316,265,16242,0.39214,0.51153
351,351,2011,Hesse,female,"Yes, every week",0.12752,83,16242,0.10066,0.15252
352,352,2011,Hesse,female,"Yes, every 2 weeks",0.1197,89,16242,0.09405,0.14144
353,353,2011,Hesse,female,"Yes, every 3-4 weeks",0.08986,54,16242,0.06461,0.11708
354,354,2011,Hesse,female,"Yes, less frequently",0.20975,117,16242,0.16689,0.25452
355,355,2011,"Rhineland-Palatinate, Saarland",male,"No, never",0.26061,148,16242,0.22559,0.29413
356,356,2011,"Rhineland-Palatinate, Saarland",male,"Yes, every week",0.15817,76,16242,0.13117,0.19182
357,357,2011,"Rhineland-Palatinate, Saarland",male,"Yes, every 2 weeks",0.1902,73,16242,0.14932,0.2311
358,358,2011,"Rhineland-Palatinate, Saarland",male,"Yes, every 3-4 weeks",0.09974,53,16242,0.06899,0.14465
359,359,2011,"Rhineland-Palatinate, Saarland",male,"Yes, less frequently",0.29128,128,16242,0.23482,0.35523
360,360,2011,"Rhineland-Palatinate, Saarland",female,"No, never",0.39294,203,16242,0.32692,0.4667
361,361,2011,"Rhineland-Palatinate, Saarland",female,"Yes, every week",0.23762,86,16242,0.18745,0.28597
362,362,2011,"Rhineland-Palatinate, Saarland",female,"Yes, every 2 weeks",0.1365,72,16242,0.10857,0.17809
363,363,2011,"Rhineland-Palatinate, Saarland",female,"Yes, every 3-4 weeks",0.08003,38,16242,0.0512,0.1181
364,364,2011,"Rhineland-Palatinate, Saarland",female,"Yes, less frequently",0.15292,73,16242,0.10442,0.20494
365,365,2011,Baden-Wuerttemberg,male,"No, never",0.38276,411,16242,0.33635,0.43443
366,366,2011,Baden-Wuerttemberg,male,"Yes, every week",0.13854,159,16242,0.11666,0.16295
367,367,2011,Baden-Wuerttemberg,male,"Yes, every 2 weeks",0.12416,130,16242,0.09919,0.15244
368,368,2011,Baden-Wuerttemberg,male,"Yes, every 3-4 weeks",0.1171,109,16242,0.09124,0.14137
369,369,2011,Baden-Wuerttemberg,male,"Yes, less frequently",0.23743,333,16242,0.2057,0.27017
370,370,2011,Baden-Wuerttemberg,female,"No, never",0.47779,499,16242,0.42646,0.51939
371,371,2011,Baden-Wuerttemberg,female,"Yes, every week",0.12943,144,16242,0.10431,0.15453
372,372,2011,Baden-Wuerttemberg,female,"Yes, every 2 weeks",0.15909,155,16242,0.13146,0.18445
373,373,2011,Baden-Wuerttemberg,female,"Yes, every 3-4 weeks",0.08272,85,16242,0.06327,0.11497
374,374,2011,Baden-Wuerttemberg,female,"Yes, less frequently",0.15097,155,16242,0.12259,0.17662
375,375,2011,Bavaria,male,"No, never",0.32675,416,16242,0.29053,0.35983
376,376,2011,Bavaria,male,"Yes, every week",0.16559,220,16242,0.14484,0.19373
377,377,2011,Bavaria,male,"Yes, every 2 weeks",0.11452,168,16242,0.09575,0.1403
378,378,2011,Bavaria,male,"Yes, every 3-4 weeks",0.10857,143,16242,0.08684,0.13411
379,379,2011,Bavaria,male,"Yes, less frequently",0.28457,402,16242,0.24851,0.31496
380,380,2011,Bavaria,female,"No, never",0.45079,637,16242,0.41148,0.48297
381,381,2011,Bavaria,female,"Yes, every week",0.1516,210,16242,0.12779,0.17519
382,382,2011,Bavaria,female,"Yes, every 2 weeks",0.1648,235,16242,0.13449,0.1922
383,383,2011,Bavaria,female,"Yes, every 3-4 weeks",0.08298,119,16242,0.0654,0.10045
384,384,2011,Bavaria,female,"Yes, less frequently",0.14983,199,16242,0.12245,0.17313
385,385,2011,Berlin,male,"No, never",0.43867,79,16242,0.35079,0.52911
386,386,2011,Berlin,male,"Yes, every week",0.2259,51,16242,0.17437,0.28622
387,387,2011,Berlin,male,"Yes, less frequently",0.33543,76,16242,0.27556,0.3992
388,388,2011,Berlin,female,"No, never",0.43263,132,16242,0.35519,0.50858
389,389,2011,Berlin,female,"Yes, every week",0.17283,42,16242,0.12194,0.23365
390,390,2011,Berlin,female,"Yes, every 2 weeks",0.14315,44,16242,0.10377,0.20462
391,391,2011,Berlin,female,"Yes, less frequently",0.25139,66,16242,0.19024,0.31565
392,392,2011,Brandenburg,male,"No, never",0.20232,70,16242,0.15893,0.25033
393,393,2011,Brandenburg,male,"Yes, every week",0.13599,44,16242,0.09939,0.17795
394,394,2011,Brandenburg,male,"Yes, every 2 weeks",0.17969,52,16242,0.13635,0.21905
395,395,2011,Brandenburg,male,"Yes, every 3-4 weeks",0.13558,39,16242,0.08984,0.19746
396,396,2011,Brandenburg,male,"Yes, less frequently",0.34641,87,16242,0.2764,0.43845
397,397,2011,Brandenburg,female,"No, never",0.39787,128,16242,0.32549,0.49975
398,398,2011,Brandenburg,female,"Yes, every week",0.15308,41,16242,0.11434,0.19057
399,399,2011,Brandenburg,female,"Yes, every 2 weeks",0.28805,74,16242,0.22515,0.3621
400,400,2011,Brandenburg,female,"Yes, less frequently",0.16101,57,16242,0.12759,0.19042
401,401,2011,Mecklenburg-Western Pomerania,male,"No, never",0.58135,50,16242,0.41354,0.74732
402,402,2011,Mecklenburg-Western Pomerania,male,"Yes, less frequently",0.41865,56,16242,0.33594,0.52267
403,403,2011,Mecklenburg-Western Pomerania,female,"No, never",0.79946,88,16242,0.60335,1.02395
404,404,2011,Mecklenburg-Western Pomerania,female,"Yes, every 2 weeks",0.20054,36,16242,0.14867,0.26378
405,405,2011,Saxony,male,"No, never",0.24958,137,16242,0.20103,0.3112
406,406,2011,Saxony,male,"Yes, every week",0.08409,66,16242,0.06817,0.10377
407,407,2011,Saxony,male,"Yes, every 2 weeks",0.22449,105,16242,0.17011,0.28095
408,408,2011,Saxony,male,"Yes, every 3-4 weeks",0.12852,65,16242,0.09705,0.16389
409,409,2011,Saxony,male,"Yes, less frequently",0.31331,173,16242,0.26769,0.38012
410,410,2011,Saxony,female,"No, never",0.34309,209,16242,0.29887,0.39479
411,411,2011,Saxony,female,"Yes, every week",0.15333,58,16242,0.11933,0.19279
412,412,2011,Saxony,female,"Yes, every 2 weeks",0.21254,109,16242,0.1747,0.25861
413,413,2011,Saxony,female,"Yes, every 3-4 weeks",0.07714,40,16242,0.05148,0.107
414,414,2011,Saxony,female,"Yes, less frequently",0.21391,103,16242,0.16858,0.26589
415,415,2011,Saxony-Anhalt,male,"No, never",0.29298,89,16242,0.23301,0.38622
416,416,2011,Saxony-Anhalt,male,"Yes, every week",0.12829,37,16242,0.09281,0.1709
417,417,2011,Saxony-Anhalt,male,"Yes, every 2 weeks",0.15386,59,16242,0.12408,0.19515
418,418,2011,Saxony-Anhalt,male,"Yes, every 3-4 weeks",0.14639,36,16242,0.10163,0.20442
419,419,2011,Saxony-Anhalt,male,"Yes, less frequently",0.27848,75,16242,0.21266,0.36422
420,420,2011,Saxony-Anhalt,female,"No, never",0.35633,115,16242,0.28085,0.44251
421,421,2011,Saxony-Anhalt,female,"Yes, every week",0.15372,47,16242,0.11699,0.19085
422,422,2011,Saxony-Anhalt,female,"Yes, every 2 weeks",0.20936,59,16242,0.14817,0.26614
423,423,2011,Saxony-Anhalt,female,"Yes, every 3-4 weeks",0.13002,38,16242,0.08011,0.18463
424,424,2011,Saxony-Anhalt,female,"Yes, less frequently",0.15058,52,16242,0.11637,0.18634
425,425,2011,Thuringa,male,"No, never",0.2244,80,16242,0.18856,0.27436
426,426,2011,Thuringa,male,"Yes, every week",0.14565,48,16242,0.11136,0.17769
427,427,2011,Thuringa,male,"Yes, every 2 weeks",0.14939,45,16242,0.10282,0.20035
428,428,2011,Thuringa,male,"Yes, every 3-4 weeks",0.15924,43,16242,0.11369,0.21445
429,429,2011,Thuringa,male,"Yes, less frequently",0.32132,95,16242,0.24174,0.42371
430,430,2011,Thuringa,female,"No, never",0.45466,130,16242,0.36315,0.5459
431,431,2011,Thuringa,female,"Yes, every week",0.15349,47,16242,0.09456,0.2184
432,432,2011,Thuringa,female,"Yes, every 2 weeks",0.22834,67,16242,0.16369,0.30785
433,433,2011,Thuringa,female,"Yes, less frequently",0.1635,59,16242,0.11244,0.22595
434,434,2013,Schleswig-Holstein,male,"No, never",0.33911,80,15019,0.27636,0.42986
435,435,2013,Schleswig-Holstein,male,"Yes, every week",0.13816,40,15019,0.09305,0.18969
436,436,2013,Schleswig-Holstein,male,"Yes, every 2 weeks",0.1492,44,15019,0.08945,0.21558
437,437,2013,Schleswig-Holstein,male,"Yes, less frequently",0.37353,71,15019,0.2857,0.46907
438,438,2013,Schleswig-Holstein,female,"No, never",0.49158,132,15019,0.40608,0.61223
439,439,2013,Schleswig-Holstein,female,"Yes, every week",0.18333,36,15019,0.11908,0.24783
440,440,2013,Schleswig-Holstein,female,"Yes, every 2 weeks",0.19993,62,15019,0.15188,0.25558
441,441,2013,Schleswig-Holstein,female,"Yes, less frequently",0.12516,37,15019,0.08363,0.16699
442,442,2013,Hamburg,male,"No, never",0.43766,34,15019,0.32123,0.56615
443,443,2013,Hamburg,male,"Yes, less frequently",0.56234,34,15019,0.34695,0.84851
444,444,2013,Hamburg,female,"No, never",1.0,66,15019,0.74533,1.26241
445,445,2013,Lower Saxony,male,"No, never",0.33903,228,15019,0.28251,0.40857
446,446,2013,Lower Saxony,male,"Yes, every week",0.13968,95,15019,0.11125,0.17723
447,447,2013,Lower Saxony,male,"Yes, every 2 weeks",0.16518,105,15019,0.13356,0.1974
448,448,2013,Lower Saxony,male,"Yes, every 3-4 weeks",0.08222,67,15019,0.05973,0.11204
449,449,2013,Lower Saxony,male,"Yes, less frequently",0.27389,205,15019,0.22523,0.31724
450,450,2013,Lower Saxony,female,"No, never",0.41009,312,15019,0.35154,0.4674
451,451,2013,Lower Saxony,female,"Yes, every week",0.13966,99,15019,0.10906,0.17603
452,452,2013,Lower Saxony,female,"Yes, every 2 weeks",0.18684,153,15019,0.15481,0.22705
453,453,2013,Lower Saxony,female,"Yes, every 3-4 weeks",0.0571,52,15019,0.04199,0.07258
454,454,2013,Lower Saxony,female,"Yes, less frequently",0.20631,143,15019,0.16367,0.25597
455,455,2013,Bremen,female,"No, never",1.0,32,15019,0.69513,1.38038
456,456,2013,North Rhine-Westphalia,male,"No, never",0.29545,485,15019,0.26243,0.32392
457,457,2013,North Rhine-Westphalia,male,"Yes, every week",0.14846,225,15019,0.12382,0.1784
458,458,2013,North Rhine-Westphalia,male,"Yes, every 2 weeks",0.12021,215,15019,0.09863,0.13947
459,459,2013,North Rhine-Westphalia,male,"Yes, every 3-4 weeks",0.10696,142,15019,0.08528,0.13099
460,460,2013,North Rhine-Westphalia,male,"Yes, less frequently",0.32891,451,15019,0.29611,0.36914
461,461,2013,North Rhine-Westphalia,female,"No, never",0.43712,733,15019,0.39791,0.47613
462,462,2013,North Rhine-Westphalia,female,"Yes, every week",0.14369,209,15019,0.12143,0.1696
463,463,2013,North Rhine-Westphalia,female,"Yes, every 2 weeks",0.15119,242,15019,0.12754,0.17829
464,464,2013,North Rhine-Westphalia,female,"Yes, every 3-4 weeks",0.07691,96,15019,0.06256,0.09445
465,465,2013,North Rhine-Westphalia,female,"Yes, less frequently",0.19109,273,15019,0.16426,0.2162
466,466,2013,Hesse,male,"No, never",0.24161,155,15019,0.19448,0.29828
467,467,2013,Hesse,male,"Yes, every week",0.13972,77,15019,0.10838,0.18021
468,468,2013,Hesse,male,"Yes, every 2 weeks",0.13916,86,15019,0.10503,0.17823
469,469,2013,Hesse,male,"Yes, every 3-4 weeks",0.11803,56,15019,0.07837,0.16409
470,470,2013,Hesse,male,"Yes, less frequently",0.36148,185,15019,0.29322,0.43201
471,471,2013,Hesse,female,"No, never",0.42228,230,15019,0.36671,0.48949
472,472,2013,Hesse,female,"Yes, every week",0.15719,86,15019,0.12222,0.19484
473,473,2013,Hesse,female,"Yes, every 2 weeks",0.15274,83,15019,0.11495,0.18654
474,474,2013,Hesse,female,"Yes, every 3-4 weeks",0.09028,39,15019,0.0668,0.12124
475,475,2013,Hesse,female,"Yes, less frequently",0.1775,113,15019,0.14682,0.21495
476,476,2013,"Rhineland-Palatinate, Saarland",male,"No, never",0.29788,147,15019,0.25625,0.34104
477,477,2013,"Rhineland-Palatinate, Saarland",male,"Yes, every week",0.11524,49,15019,0.08363,0.15246
478,478,2013,"Rhineland-Palatinate, Saarland",male,"Yes, every 2 weeks",0.17486,57,15019,0.12639,0.23257
479,479,2013,"Rhineland-Palatinate, Saarland",male,"Yes, every 3-4 weeks",0.10874,48,15019,0.07715,0.14358
480,480,2013,"Rhineland-Palatinate, Saarland",male,"Yes, less frequently",0.30328,124,15019,0.2467,0.36044
481,481,2013,"Rhineland-Palatinate, Saarland",female,"No, never",0.40532,194,15019,0.34249,0.46657
482,482,2013,"Rhineland-Palatinate, Saarland",female,"Yes, every week",0.15416,61,15019,0.1107,0.18988
483,483,2013,"Rhineland-Palatinate, Saarland",female,"Yes, every 2 weeks",0.16619,69,15019,0.12871,0.20772
484,484,2013,"Rhineland-Palatinate, Saarland",female,"Yes, every 3-4 weeks",0.09162,36,15019,0.05726,0.12413
485,485,2013,"Rhineland-Palatinate, Saarland",female,"Yes, less frequently",0.18272,67,15019,0.14009,0.23636
486,486,2013,Baden-Wuerttemberg,male,"No, never",0.38561,381,15019,0.33906,0.43096
487,487,2013,Baden-Wuerttemberg,male,"Yes, every week",0.09409,113,15019,0.0756,0.11743
488,488,2013,Baden-Wuerttemberg,male,"Yes, every 2 weeks",0.11273,94,15019,0.08348,0.14404
489,489,2013,Baden-Wuerttemberg,male,"Yes, every 3-4 weeks",0.11601,106,15019,0.09189,0.14161
490,490,2013,Baden-Wuerttemberg,male,"Yes, less frequently",0.29157,277,15019,0.25007,0.33544
491,491,2013,Baden-Wuerttemberg,female,"No, never",0.42599,448,15019,0.3825,0.47297
492,492,2013,Baden-Wuerttemberg,female,"Yes, every week",0.11815,117,15019,0.09323,0.14664
493,493,2013,Baden-Wuerttemberg,female,"Yes, every 2 weeks",0.18679,156,15019,0.15009,0.23161
494,494,2013,Baden-Wuerttemberg,female,"Yes, every 3-4 weeks",0.07751,75,15019,0.05741,0.10205
495,495,2013,Baden-Wuerttemberg,female,"Yes, less frequently",0.19155,174,15019,0.1576,0.22468
496,496,2013,Bavaria,male,"No, never",0.35206,405,15019,0.31834,0.39429
497,497,2013,Bavaria,male,"Yes, every week",0.14871,194,15019,0.12491,0.17579
498,498,2013,Bavaria,male,"Yes, every 2 weeks",0.12663,155,15019,0.10281,0.15273
499,499,2013,Bavaria,male,"Yes, every 3-4 weeks",0.09747,119,15019,0.0765,0.11967
500,500,2013,Bavaria,male,"Yes, less frequently",0.27514,334,15019,0.24187,0.30986
501,501,2013,Bavaria,female,"No, never",0.48494,645,15019,0.44332,0.53422
502,502,2013,Bavaria,female,"Yes, every week",0.15104,208,15019,0.12716,0.17738
503,503,2013,Bavaria,female,"Yes, every 2 weeks",0.14183,200,15019,0.11566,0.16618
504,504,2013,Bavaria,female,"Yes, every 3-4 weeks",0.06875,92,15019,0.05255,0.08953
505,505,2013,Bavaria,female,"Yes, less frequently",0.15344,223,15019,0.12359,0.18008
506,506,2013,Berlin,male,"No, never",0.36233,80,15019,0.27935,0.43095
507,507,2013,Berlin,male,"Yes, every week",0.18619,41,15019,0.14214,0.23624
508,508,2013,Berlin,male,"Yes, every 2 weeks",0.15447,37,15019,0.11159,0.20642
509,509,2013,Berlin,male,"Yes, less frequently",0.29701,86,15019,0.22735,0.36558
510,510,2013,Berlin,female,"No, never",0.42082,136,15019,0.33955,0.49905
511,511,2013,Berlin,female,"Yes, every 2 weeks",0.22265,53,15019,0.16137,0.29361
512,512,2013,Berlin,female,"Yes, every 3-4 weeks",0.13771,33,15019,0.09908,0.18404
513,513,2013,Berlin,female,"Yes, less frequently",0.21882,63,15019,0.1744,0.26645
514,514,2013,Brandenburg,male,"No, never",0.28309,77,15019,0.21842,0.34638
515,515,2013,Brandenburg,male,"Yes, every week",0.20094,41,15019,0.1362,0.26761
516,516,2013,Brandenburg,male,"Yes, every 2 weeks",0.16707,43,15019,0.12364,0.22438
517,517,2013,Brandenburg,male,"Yes, less frequently",0.34889,72,15019,0.26684,0.45915
518,518,2013,Brandenburg,female,"No, never",0.40074,106,15019,0.30937,0.52563
519,519,2013,Brandenburg,female,"Yes, every 2 weeks",0.30772,65,15019,0.22542,0.40764
520,520,2013,Brandenburg,female,"Yes, less frequently",0.29154,66,15019,0.21149,0.35454
521,521,2013,Mecklenburg-Western Pomerania,male,"No, never",0.54257,41,15019,0.40612,0.69433
522,522,2013,Mecklenburg-Western Pomerania,male,"Yes, less frequently",0.45743,48,15019,0.33521,0.59556
523,523,2013,Mecklenburg-Western Pomerania,female,"No, never",0.67865,78,15019,0.50663,0.87138
524,524,2013,Mecklenburg-Western Pomerania,female,"Yes, every 2 weeks",0.32135,39,15019,0.21085,0.46513
525,525,2013,Saxony,male,"No, never",0.25651,140,15019,0.20747,0.31022
526,526,2013,Saxony,male,"Yes, every week",0.11821,62,15019,0.09376,0.15108
527,527,2013,Saxony,male,"Yes, every 2 weeks",0.20548,89,15019,0.15373,0.25977
528,528,2013,Saxony,male,"Yes, every 3-4 weeks",0.11471,60,15019,0.08617,0.14208
529,529,2013,Saxony,male,"Yes, less frequently",0.3051,172,15019,0.24247,0.35558
530,530,2013,Saxony,female,"No, never",0.39984,214,15019,0.34364,0.47407
531,531,2013,Saxony,female,"Yes, every week",0.12046,55,15019,0.08877,0.1576
532,532,2013,Saxony,female,"Yes, every 2 weeks",0.19886,101,15019,0.14945,0.24521
533,533,2013,Saxony,female,"Yes, every 3-4 weeks",0.09306,42,15019,0.06114,0.13163
534,534,2013,Saxony,female,"Yes, less frequently",0.18778,95,15019,0.14049,0.23461
535,535,2013,Saxony-Anhalt,male,"No, never",0.31002,74,15019,0.22219,0.4049
536,536,2013,Saxony-Anhalt,male,"Yes, every week",0.1009,33,15019,0.06365,0.15558
537,537,2013,Saxony-Anhalt,male,"Yes, every 2 weeks",0.15472,36,15019,0.10372,0.21322
538,538,2013,Saxony-Anhalt,male,"Yes, every 3-4 weeks",0.09081,32,15019,0.06019,0.12302
539,539,2013,Saxony-Anhalt,male,"Yes, less frequently",0.34354,87,15019,0.25962,0.43098
540,540,2013,Saxony-Anhalt,female,"No, never",0.46284,123,15019,0.38439,0.54051
541,541,2013,Saxony-Anhalt,female,"Yes, every week",0.14429,40,15019,0.11091,0.17674
542,542,2013,Saxony-Anhalt,female,"Yes, every 2 weeks",0.20932,54,15019,0.17342,0.26167
543,543,2013,Saxony-Anhalt,female,"Yes, less frequently",0.18355,46,15019,0.14534,0.22747
544,544,2013,Thuringa,male,"No, never",0.26418,73,15019,0.19444,0.35362
545,545,2013,Thuringa,male,"Yes, every week",0.10249,41,15019,0.07399,0.14163
546,546,2013,Thuringa,male,"Yes, every 2 weeks",0.21307,44,15019,0.16679,0.26306
547,547,2013,Thuringa,male,"Yes, every 3-4 weeks",0.12105,37,15019,0.07712,0.17873
548,548,2013,Thuringa,male,"Yes, less frequently",0.29921,82,15019,0.23683,0.36976
549,549,2013,Thuringa,female,"No, never",0.39048,130,15019,0.31544,0.47719
550,550,2013,Thuringa,female,"Yes, every week",0.10169,36,15019,0.06567,0.1385
551,551,2013,Thuringa,female,"Yes, every 2 weeks",0.20963,54,15019,0.16994,0.26037
552,552,2013,Thuringa,female,"Yes, every 3-4 weeks",0.12135,36,15019,0.08773,0.15946
553,553,2013,Thuringa,female,"Yes, less frequently",0.17685,50,15019,0.11962,0.24668
554,554,2015,Schleswig-Holstein,male,"No, never",0.41358,81,14661,0.3373,0.50774
555,555,2015,Schleswig-Holstein,male,"Yes, every week",0.11517,37,14661,0.0716,0.17314
556,556,2015,Schleswig-Holstein,male,"Yes, every 2 weeks",0.1359,38,14661,0.07898,0.19405
557,557,2015,Schleswig-Holstein,male,"Yes, less frequently",0.33535,71,14661,0.2538,0.41915
558,558,2015,Schleswig-Holstein,female,"No, never",0.49781,133,14661,0.42411,0.61103
559,559,2015,Schleswig-Holstein,female,"Yes, every week",0.12639,34,14661,0.0788,0.18938
560,560,2015,Schleswig-Holstein,female,"Yes, every 2 weeks",0.20918,52,14661,0.13316,0.28285
561,561,2015,Schleswig-Holstein,female,"Yes, less frequently",0.16662,46,14661,0.12153,0.23415
562,562,2015,Hamburg,male,"No, never",0.52205,50,14661,0.37681,0.70028
563,563,2015,Hamburg,male,"Yes, less frequently",0.47795,31,14661,0.26387,0.7102
564,564,2015,Hamburg,female,"No, never",1.0,73,14661,0.73966,1.37877
565,565,2015,Lower Saxony,male,"No, never",0.3298,225,14661,0.27213,0.38034
566,566,2015,Lower Saxony,male,"Yes, every week",0.13785,106,14661,0.10782,0.16889
567,567,2015,Lower Saxony,male,"Yes, every 2 weeks",0.15262,110,14661,0.12075,0.18929
568,568,2015,Lower Saxony,male,"Yes, every 3-4 weeks",0.09401,66,14661,0.07095,0.12803
569,569,2015,Lower Saxony,male,"Yes, less frequently",0.28572,202,14661,0.24393,0.33857
570,570,2015,Lower Saxony,female,"No, never",0.42529,317,14661,0.37584,0.48
571,571,2015,Lower Saxony,female,"Yes, every week",0.13995,103,14661,0.10942,0.17248
572,572,2015,Lower Saxony,female,"Yes, every 2 weeks",0.1769,140,14661,0.14156,0.22513
573,573,2015,Lower Saxony,female,"Yes, every 3-4 weeks",0.05091,51,14661,0.03555,0.06894
574,574,2015,Lower Saxony,female,"Yes, less frequently",0.20694,143,14661,0.16074,0.25679
575,575,2015,North Rhine-Westphalia,male,"No, never",0.36311,559,14661,0.32799,0.40193
576,576,2015,North Rhine-Westphalia,male,"Yes, every week",0.14394,223,14661,0.11518,0.1673
577,577,2015,North Rhine-Westphalia,male,"Yes, every 2 weeks",0.13564,213,14661,0.1156,0.1602
578,578,2015,North Rhine-Westphalia,male,"Yes, every 3-4 weeks",0.08125,124,14661,0.06826,0.09964
579,579,2015,North Rhine-Westphalia,male,"Yes, less frequently",0.27606,401,14661,0.24161,0.30996
580,580,2015,North Rhine-Westphalia,female,"No, never",0.45963,770,14661,0.41861,0.49823
581,581,2015,North Rhine-Westphalia,female,"Yes, every week",0.12988,197,14661,0.10751,0.15257
582,582,2015,North Rhine-Westphalia,female,"Yes, every 2 weeks",0.17735,277,14661,0.15126,0.2097
