year,pgisced97,sex,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2015,First Stage of Tertiary Education,female,"Yes, every 2 weeks",0.15650,54,356,0.11870,0.19430
2015,First Stage of Tertiary Education,female,"Yes, less frequently",0.23903,93,356,0.19466,0.28339
2015,Second Stage of Tertiary Education,male,"No, never",0.33657,699,2034,0.31603,0.35711
2015,Second Stage of Tertiary Education,male,"Yes, every week",0.14642,278,2034,0.13105,0.16179
2015,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.11689,236,2034,0.10293,0.13086
2015,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.10617,208,2034,0.09278,0.11956
2015,Second Stage of Tertiary Education,male,"Yes, less frequently",0.29395,613,2034,0.27414,0.31375
2015,Second Stage of Tertiary Education,female,"No, never",0.38641,884,2059,0.36537,0.40745
2015,Second Stage of Tertiary Education,female,"Yes, every week",0.14065,275,2059,0.12563,0.15567
2015,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.13628,222,2059,0.12146,0.15111
2015,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.09105,165,2059,0.07862,0.10348
2015,Second Stage of Tertiary Education,female,"Yes, less frequently",0.24561,513,2059,0.22701,0.26421
2017,No answer / don't know,male,"No, never",0.51004,92,125,0.42205,0.59803
2017,No answer / don't know,male,"Yes, every 2 weeks",0.17788,33,125,0.11057,0.24519
2017,No answer / don't know,female,"No, never",0.52953,65,65,0.40724,0.65181
2017,Primary Level,male,"No, never",0.41899,46,46,0.27483,0.56315
2017,Primary Level,female,"No, never",0.44913,39,39,0.29097,0.60728
2017,Lower Secondary Level,male,"No, never",0.45134,266,645,0.41291,0.48978
2017,Lower Secondary Level,male,"Yes, every week",0.14046,103,645,0.11362,0.16730
2017,Lower Secondary Level,male,"Yes, every 2 weeks",0.12016,95,645,0.09504,0.14527
2017,Lower Secondary Level,male,"Yes, every 3-4 weeks",0.11374,62,645,0.08922,0.13827
2017,Lower Secondary Level,male,"Yes, less frequently",0.17430,119,645,0.14500,0.20360
2017,Lower Secondary Level,female,"No, never",0.46196,329,691,0.42476,0.49916
2017,Lower Secondary Level,female,"Yes, every week",0.14507,119,691,0.11879,0.17134
2017,Lower Secondary Level,female,"Yes, every 2 weeks",0.19419,126,691,0.16468,0.22371
2017,Lower Secondary Level,female,"Yes, every 3-4 weeks",0.06839,46,691,0.04955,0.08722
2017,Lower Secondary Level,female,"Yes, less frequently",0.13039,71,691,0.10527,0.15552
2017,Upper Secondary Level,male,"No, never",0.35800,1246,3554,0.34224,0.37377
2017,Upper Secondary Level,male,"Yes, every week",0.14147,504,3554,0.13001,0.15293
2017,Upper Secondary Level,male,"Yes, every 2 weeks",0.14965,565,3554,0.13792,0.16138
2017,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.09928,369,3554,0.08945,0.10911
2017,Upper Secondary Level,male,"Yes, less frequently",0.25159,870,3554,0.23733,0.26586
2017,Upper Secondary Level,female,"No, never",0.47292,1847,3879,0.45721,0.48864
2017,Upper Secondary Level,female,"Yes, every week",0.14445,541,3879,0.13338,0.15551
2017,Upper Secondary Level,female,"Yes, every 2 weeks",0.17976,707,3879,0.16768,0.19185
2017,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.07121,321,3879,0.06312,0.07931
2017,Upper Secondary Level,female,"Yes, less frequently",0.13165,463,3879,0.12101,0.14230
2017,Post-secondary Non-tertiary Level,male,"No, never",0.37358,240,657,0.33656,0.41060
2017,Post-secondary Non-tertiary Level,male,"Yes, every week",0.14693,85,657,0.11984,0.17402
2017,Post-secondary Non-tertiary Level,male,"Yes, every 2 weeks",0.15030,86,657,0.12296,0.17765
2017,Post-secondary Non-tertiary Level,male,"Yes, every 3-4 weeks",0.11071,88,657,0.08670,0.13473
2017,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.21847,158,657,0.18684,0.25009
2017,Post-secondary Non-tertiary Level,female,"No, never",0.52809,535,1053,0.49792,0.55826
2017,Post-secondary Non-tertiary Level,female,"Yes, every week",0.07850,92,1053,0.06225,0.09475
2017,Post-secondary Non-tertiary Level,female,"Yes, every 2 weeks",0.16495,177,1053,0.14252,0.18738
2017,Post-secondary Non-tertiary Level,female,"Yes, every 3-4 weeks",0.07992,102,1053,0.06353,0.09630
2017,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.14854,147,1053,0.12705,0.17003
2017,First Stage of Tertiary Education,male,"No, never",0.31369,220,654,0.27810,0.34927
2017,First Stage of Tertiary Education,male,"Yes, every week",0.13935,92,654,0.11279,0.16591
2017,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.11152,81,654,0.08738,0.13566
2017,First Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.09557,63,654,0.07302,0.11812
2017,First Stage of Tertiary Education,male,"Yes, less frequently",0.33988,198,654,0.30355,0.37621
2017,First Stage of Tertiary Education,female,"No, never",0.44971,185,400,0.40090,0.49852
2017,First Stage of Tertiary Education,female,"Yes, every week",0.07140,31,400,0.04614,0.09667
2017,First Stage of Tertiary Education,female,"Yes, every 2 weeks",0.22655,73,400,0.18547,0.26762
2017,First Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.06344,31,400,0.03952,0.08736
2017,First Stage of Tertiary Education,female,"Yes, less frequently",0.18890,80,400,0.15049,0.22731
2017,Second Stage of Tertiary Education,male,"No, never",0.36863,895,2313,0.34897,0.38830
2017,Second Stage of Tertiary Education,male,"Yes, every week",0.12037,288,2313,0.10711,0.13363
2017,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.10778,241,2313,0.09514,0.12043
2017,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.11764,273,2313,0.10451,0.13077
2017,Second Stage of Tertiary Education,male,"Yes, less frequently",0.28557,616,2313,0.26716,0.30398
2017,Second Stage of Tertiary Education,female,"No, never",0.47496,1118,2329,0.45468,0.49525
2017,Second Stage of Tertiary Education,female,"Yes, every week",0.12202,293,2329,0.10872,0.13531
2017,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.10980,244,2329,0.09710,0.12250
2017,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.08188,206,2329,0.07075,0.09302
2017,Second Stage of Tertiary Education,female,"Yes, less frequently",0.21133,468,2329,0.19475,0.22792
2019,No answer / don't know,male,"No, never",0.40010,78,111,0.30855,0.49166
2019,No answer / don't know,male,"Yes, every week",0.09933,33,111,0.04343,0.15522
2019,No answer / don't know,female,"No, never",0.41499,51,51,0.27842,0.55157
2019,Primary Level,male,"No, never",0.40816,42,42,0.25771,0.55860
2019,Primary Level,female,"No, never",0.51594,38,38,0.35491,0.67697
2019,Lower Secondary Level,male,"No, never",0.42731,261,622,0.38841,0.46622
2019,Lower Secondary Level,male,"Yes, every week",0.13565,89,622,0.10871,0.16258
2019,Lower Secondary Level,male,"Yes, every 2 weeks",0.16631,107,622,0.13703,0.19560
2019,Lower Secondary Level,male,"Yes, every 3-4 weeks",0.05660,47,622,0.03843,0.07478
2019,Lower Secondary Level,male,"Yes, less frequently",0.21413,118,622,0.18186,0.24639
2019,Lower Secondary Level,female,"No, never",0.41270,287,582,0.37266,0.45273
2019,Lower Secondary Level,female,"Yes, every week",0.17264,98,582,0.14191,0.20337
2019,Lower Secondary Level,female,"Yes, every 2 weeks",0.24186,131,582,0.20704,0.27668
2019,Lower Secondary Level,female,"Yes, less frequently",0.12865,66,582,0.10142,0.15587
2019,Upper Secondary Level,male,"No, never",0.35841,1159,3310,0.34207,0.37474
2019,Upper Secondary Level,male,"Yes, every week",0.12815,503,3310,0.11676,0.13954
2019,Upper Secondary Level,male,"Yes, every 2 weeks",0.14861,511,3310,0.13649,0.16073
2019,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.10857,342,3310,0.09797,0.11917
2019,Upper Secondary Level,male,"Yes, less frequently",0.25627,795,3310,0.24139,0.27115
2019,Upper Secondary Level,female,"No, never",0.49031,1796,3647,0.47408,0.50654
2019,Upper Secondary Level,female,"Yes, every week",0.13969,473,3647,0.12844,0.15094
2019,Upper Secondary Level,female,"Yes, every 2 weeks",0.16845,628,3647,0.15630,0.18060
2019,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.07762,272,3647,0.06894,0.08631
2019,Upper Secondary Level,female,"Yes, less frequently",0.12392,478,3647,0.11323,0.13462
2019,Post-secondary Non-tertiary Level,male,"No, never",0.40615,251,703,0.36982,0.44248
2019,Post-secondary Non-tertiary Level,male,"Yes, every week",0.12674,100,703,0.10213,0.15136
2019,Post-secondary Non-tertiary Level,male,"Yes, every 2 weeks",0.14691,103,703,0.12072,0.17310
2019,Post-secondary Non-tertiary Level,male,"Yes, every 3-4 weeks",0.11437,73,703,0.09083,0.13792
2019,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.20582,176,703,0.17591,0.23573
2019,Post-secondary Non-tertiary Level,female,"No, never",0.53318,536,1029,0.50268,0.56368
2019,Post-secondary Non-tertiary Level,female,"Yes, every week",0.06473,80,1029,0.04969,0.07977
2019,Post-secondary Non-tertiary Level,female,"Yes, every 2 weeks",0.15736,160,1029,0.13510,0.17962
2019,Post-secondary Non-tertiary Level,female,"Yes, every 3-4 weeks",0.07256,101,1029,0.05670,0.08841
2019,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.17217,152,1029,0.14909,0.19525
2019,First Stage of Tertiary Education,male,"No, never",0.36816,231,799,0.33470,0.40163
2019,First Stage of Tertiary Education,male,"Yes, every week",0.13144,147,799,0.10800,0.15489
2019,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.09349,103,799,0.07330,0.11369
2019,First Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.08185,79,799,0.06283,0.10087
2019,First Stage of Tertiary Education,male,"Yes, less frequently",0.32505,239,799,0.29255,0.35755
2019,First Stage of Tertiary Education,female,"No, never",0.49621,199,378,0.44574,0.54668
2019,First Stage of Tertiary Education,female,"Yes, every week",0.09951,46,378,0.06929,0.12973
2019,First Stage of Tertiary Education,female,"Yes, every 2 weeks",0.17585,58,378,0.13742,0.21428
2019,First Stage of Tertiary Education,female,"Yes, less frequently",0.15621,75,378,0.11956,0.19286
2019,Second Stage of Tertiary Education,male,"No, never",0.37833,910,2726,0.36012,0.39654
2019,Second Stage of Tertiary Education,male,"Yes, every week",0.13008,468,2726,0.11745,0.14271
2019,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.10320,317,2726,0.09178,0.11462
2019,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.09036,279,2726,0.07959,0.10112
2019,Second Stage of Tertiary Education,male,"Yes, less frequently",0.29803,752,2726,0.28086,0.31520
2019,Second Stage of Tertiary Education,female,"No, never",0.47113,1105,2450,0.45136,0.49090
2019,Second Stage of Tertiary Education,female,"Yes, every week",0.10700,309,2450,0.09476,0.11924
2019,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.10883,269,2450,0.09649,0.12116
2019,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.07550,222,2450,0.06504,0.08596
2019,Second Stage of Tertiary Education,female,"Yes, less frequently",0.23754,545,2450,0.22068,0.25439
2021,No answer / don't know,male,"No, never",0.43578,83,210,0.36856,0.50301
2021,No answer / don't know,male,"Yes, every week",0.10475,33,210,0.06323,0.14627
2021,No answer / don't know,male,"Yes, every 2 weeks",0.09779,36,210,0.05752,0.13806
2021,No answer / don't know,male,"Yes, less frequently",0.26793,58,210,0.20789,0.32798
2021,No answer / don't know,female,"No, never",0.40328,73,73,0.28997,0.51659
2021,Primary Level,male,"No, never",0.43444,115,261,0.37419,0.49469
2021,Primary Level,male,"Yes, every week",0.18727,59,261,0.13985,0.23469
2021,Primary Level,male,"Yes, every 2 weeks",0.12251,43,261,0.08266,0.16236
2021,Primary Level,male,"Yes, less frequently",0.22017,44,261,0.16980,0.27053
2021,Primary Level,female,"No, never",0.29451,34,34,0.13899,0.45004
2021,Lower Secondary Level,male,"No, never",0.41096,201,451,0.36550,0.45642
2021,Lower Secondary Level,male,"Yes, every week",0.14646,73,451,0.11379,0.17913
2021,Lower Secondary Level,male,"Yes, every 2 weeks",0.11630,56,451,0.08668,0.14592
2021,Lower Secondary Level,male,"Yes, every 3-4 weeks",0.10257,41,451,0.07454,0.13061
2021,Lower Secondary Level,male,"Yes, less frequently",0.22370,80,451,0.18520,0.26220
2021,Lower Secondary Level,female,"No, never",0.42991,157,313,0.37497,0.48484
2021,Lower Secondary Level,female,"Yes, every week",0.13500,50,313,0.09708,0.17292
2021,Lower Secondary Level,female,"Yes, every 2 weeks",0.25973,73,313,0.21107,0.30838
2021,Lower Secondary Level,female,"Yes, less frequently",0.10360,33,313,0.06979,0.13742
2021,Upper Secondary Level,male,"No, never",0.40985,741,1837,0.38735,0.43234
2021,Upper Secondary Level,male,"Yes, every week",0.11863,237,1837,0.10384,0.13342
2021,Upper Secondary Level,male,"Yes, every 2 weeks",0.14772,282,1837,0.13149,0.16395
2021,Upper Secondary Level,male,"Yes, every 3-4 weeks",0.09338,154,1837,0.08007,0.10669
2021,Upper Secondary Level,male,"Yes, less frequently",0.23042,423,1837,0.21116,0.24968
2021,Upper Secondary Level,female,"No, never",0.48075,929,1903,0.45829,0.50320
2021,Upper Secondary Level,female,"Yes, every week",0.13583,234,1903,0.12043,0.15122
2021,Upper Secondary Level,female,"Yes, every 2 weeks",0.18732,352,1903,0.16978,0.20485
2021,Upper Secondary Level,female,"Yes, every 3-4 weeks",0.07337,134,1903,0.06165,0.08509
2021,Upper Secondary Level,female,"Yes, less frequently",0.12274,254,1903,0.10799,0.13748
2021,Post-secondary Non-tertiary Level,male,"No, never",0.41768,175,446,0.37186,0.46350
2021,Post-secondary Non-tertiary Level,male,"Yes, every week",0.05015,54,446,0.02988,0.07043
2021,Post-secondary Non-tertiary Level,male,"Yes, every 2 weeks",0.16014,63,446,0.12606,0.19421
2021,Post-secondary Non-tertiary Level,male,"Yes, every 3-4 weeks",0.14380,48,446,0.11120,0.17640
2021,Post-secondary Non-tertiary Level,male,"Yes, less frequently",0.22823,106,446,0.18923,0.26722
2021,Post-secondary Non-tertiary Level,female,"No, never",0.56053,367,668,0.52286,0.59820
2021,Post-secondary Non-tertiary Level,female,"Yes, every week",0.06007,46,668,0.04203,0.07810
2021,Post-secondary Non-tertiary Level,female,"Yes, every 2 weeks",0.13451,97,668,0.10862,0.16041
2021,Post-secondary Non-tertiary Level,female,"Yes, every 3-4 weeks",0.10330,64,668,0.08021,0.12640
2021,Post-secondary Non-tertiary Level,female,"Yes, less frequently",0.14159,94,668,0.11513,0.16804
2021,First Stage of Tertiary Education,male,"No, never",0.46117,128,322,0.40664,0.51570
2021,First Stage of Tertiary Education,male,"Yes, every week",0.09578,53,322,0.06359,0.12797
2021,First Stage of Tertiary Education,male,"Yes, every 2 weeks",0.06931,38,322,0.04152,0.09709
2021,First Stage of Tertiary Education,male,"Yes, less frequently",0.29992,103,322,0.24980,0.35005
2021,First Stage of Tertiary Education,female,"No, never",0.55983,106,156,0.48168,0.63798
2021,First Stage of Tertiary Education,female,"Yes, less frequently",0.19579,50,156,0.13332,0.25825
2021,Second Stage of Tertiary Education,male,"No, never",0.41075,701,1875,0.38848,0.43303
2021,Second Stage of Tertiary Education,male,"Yes, every week",0.13737,301,1875,0.12178,0.15296
2021,Second Stage of Tertiary Education,male,"Yes, every 2 weeks",0.09869,219,1875,0.08519,0.11220
2021,Second Stage of Tertiary Education,male,"Yes, every 3-4 weeks",0.09745,166,1875,0.08402,0.11088
2021,Second Stage of Tertiary Education,male,"Yes, less frequently",0.25574,488,1875,0.23598,0.27549
2021,Second Stage of Tertiary Education,female,"No, never",0.51036,802,1677,0.48643,0.53429
2021,Second Stage of Tertiary Education,female,"Yes, every week",0.11629,222,1677,0.10094,0.13164
2021,Second Stage of Tertiary Education,female,"Yes, every 2 weeks",0.11332,200,1677,0.09814,0.12849
2021,Second Stage of Tertiary Education,female,"Yes, every 3-4 weeks",0.05982,118,1677,0.04846,0.07117
2021,Second Stage of Tertiary Education,female,"Yes, less frequently",0.20021,335,1677,0.18105,0.21937
