"hlc0052","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2012","Paar mit Kind(ern)","4","62","0.0121093460572339","0.00910610093430236","0.0151125911801654"
"Ja","2012","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2012","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2012","Sonstige","2","31","0.119882112940596","0.068579988621704","0.171184237259488"
"Ja","2012","Sonstige","3","21","","",""
"Ja","2012","Sonstige","4","12","","",""
"Ja","2012","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2012","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2012","1-Pers.- Haushalt","2","566","0.904206908518141","0.88105945098474","0.927354366051541"
"Nein","2012","1-Pers.- Haushalt","3","663","0.981307836289685","0.971120852258744","0.991494820320626"
"Nein","2012","1-Pers.- Haushalt","4","890","0.990640049384203","0.984342020586025","0.996938078182382"
"Nein","2012","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2012","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2012","(Ehe-)Paar ohne Kind(er)","2","1074","0.960360179720552","0.948933449074629","0.971786910366474"
"Nein","2012","(Ehe-)Paar ohne Kind(er)","3","1684","0.977767704510714","0.970828118838229","0.9847072901832"
"Nein","2012","(Ehe-)Paar ohne Kind(er)","4","2214","0.996172401381588","0.993610682653817","0.99873412010936"
"Nein","2012","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2012","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2012","Alleinerziehende","2","1019","0.647100042130291","0.62428298363847","0.669917100622113"
"Nein","2012","Alleinerziehende","3","775","0.90319384006198","0.883454326867367","0.922933353256592"
"Nein","2012","Alleinerziehende","4","706","0.968762003764203","0.956046493922428","0.981477513605978"
"Nein","2012","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2012","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2012","Paar mit Kind(ern)","2","4283","0.907283892870589","0.899117121548603","0.915450664192574"
"Nein","2012","Paar mit Kind(ern)","3","5082","0.978593183281466","0.974678804300037","0.982507562262894"
"Nein","2012","Paar mit Kind(ern)","4","5033","0.987890653942766","0.984887408819835","0.990893899065698"
"Nein","2012","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2012","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2012","Sonstige","2","123","0.880117887059404","0.828815762740512","0.931420011378296"
"Nein","2012","Sonstige","3","136","0.74921372766067","0.681410087865651","0.817017367455689"
"Nein","2012","Sonstige","4","130","0.885920134304307","0.833631691850311","0.938208576758303"
"Nein","2012","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2013","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2013","1-Pers.- Haushalt","2","57","0.0901165917729682","0.0675038623085068","0.11272932123743"
"Ja","2013","1-Pers.- Haushalt","3","25","","",""
"Ja","2013","1-Pers.- Haushalt","4","12","","",""
"Ja","2013","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2013","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2013","(Ehe-)Paar ohne Kind(er)","2","68","0.0330393801363059","0.0224381292879443","0.0436406309846675"
"Ja","2013","(Ehe-)Paar ohne Kind(er)","3","32","0.0108429287679987","0.00596280348027248","0.0157230540557249"
"Ja","2013","(Ehe-)Paar ohne Kind(er)","4","38","0.0206868965135308","0.0149900836245674","0.0263837094024941"
"Ja","2013","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2013","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2013","Alleinerziehende","2","757","0.364669508785127","0.34214998999445","0.387189027575804"
"Ja","2013","Alleinerziehende","3","85","0.0944277688217349","0.0760064030992673","0.112849134544203"
"Ja","2013","Alleinerziehende","4","10","","",""
"Ja","2013","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2013","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2013","Paar mit Kind(ern)","2","766","0.0968793164669492","0.0891307730415935","0.104627859892305"
"Ja","2013","Paar mit Kind(ern)","3","187","0.0352497041781686","0.0303600522564777","0.0401393560998594"
"Ja","2013","Paar mit Kind(ern)","4","90","0.0133977988692491","0.0104808994721869","0.0163146982663114"
"Ja","2013","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2013","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2013","Sonstige","2","61","0.108268962948913","0.0782657052063886","0.138272220691437"
"Ja","2013","Sonstige","3","31","0.0600650160651387","0.0339086042895115","0.0862214278407659"
"Ja","2013","Sonstige","4","29","","",""
"Ja","2013","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","1-Pers.- Haushalt","2","559","0.909883408227032","0.88727067876257","0.932496137691493"
"Nein","2013","1-Pers.- Haushalt","3","656","0.975884845595502","0.964363085039583","0.987406606151421"
"Nein","2013","1-Pers.- Haushalt","4","886","0.986564224539092","0.979034068552058","0.994094380526126"
"Nein","2013","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","(Ehe-)Paar ohne Kind(er)","2","1024","0.966960619863694","0.956359369015332","0.977561870712056"
"Nein","2013","(Ehe-)Paar ohne Kind(er)","3","1698","0.989157071232001","0.984276945944275","0.994037196519727"
"Nein","2013","(Ehe-)Paar ohne Kind(er)","4","2360","0.979313103486469","0.973616290597506","0.985009916375433"
"Nein","2013","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Alleinerziehende","2","998","0.635330491214873","0.612810972424196","0.65785001000555"
"Nein","2013","Alleinerziehende","3","883","0.905572231178265","0.887150865455797","0.923993596900733"
"Nein","2013","Alleinerziehende","4","683","0.99127612699491","0.984352503153978","0.998199750835842"
"Nein","2013","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Paar mit Kind(ern)","2","4832","0.903120683533051","0.895372140107695","0.910869226958406"
"Nein","2013","Paar mit Kind(ern)","3","5277","0.964750295821831","0.959860643900141","0.969639947743522"
"Nein","2013","Paar mit Kind(ern)","4","5878","0.986602201130751","0.983685301733689","0.989519100527813"
"Nein","2013","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2013","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2013","Sonstige","2","351","0.891731037051087","0.861727779308563","0.921734294793611"
"Nein","2013","Sonstige","3","286","0.939934983934861","0.913778572159234","0.966091395710488"
"Nein","2013","Sonstige","4","314","0.912492099303287","0.88258741513424","0.942396783472333"
"Nein","2013","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","1-Pers.- Haushalt","2","69","0.116654928543075","0.0903251759657552","0.142984681120394"
"Ja","2014","1-Pers.- Haushalt","3","25","","",""
"Ja","2014","1-Pers.- Haushalt","4","18","","",""
"Ja","2014","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","(Ehe-)Paar ohne Kind(er)","2","62","0.0470462879890822","0.0336939255554887","0.0603986504226757"
"Ja","2014","(Ehe-)Paar ohne Kind(er)","3","42","0.0346026275145684","0.0254742135704814","0.0437310414586555"
"Ja","2014","(Ehe-)Paar ohne Kind(er)","4","28","","",""
"Ja","2014","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Alleinerziehende","2","638","0.398041711435433","0.372537179192143","0.423546243678723"
"Ja","2014","Alleinerziehende","3","87","0.112056635697002","0.090863523675531","0.133249747718473"
"Ja","2014","Alleinerziehende","4","24","","",""
"Ja","2014","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Paar mit Kind(ern)","2","778","0.117897292500977","0.108558742713573","0.12723584228838"
"Ja","2014","Paar mit Kind(ern)","3","133","0.0173188538038593","0.0136642725019469","0.0209734351057717"
"Ja","2014","Paar mit Kind(ern)","4","63","0.00730336551475028","0.00504568471961225","0.00956104630988831"
"Ja","2014","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2014","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2014","Sonstige","2","50","0.120794238734171","0.0812579217026871","0.160330555765656"
"Ja","2014","Sonstige","3","50","0.161302205476818","0.117671757639946","0.204932653313689"
"Ja","2014","Sonstige","4","25","","",""
"Ja","2014","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","1-Pers.- Haushalt","2","502","0.883345071456925","0.857015318879606","0.909674824034245"
"Nein","2014","1-Pers.- Haushalt","3","599","0.95559283706874","0.93942995690206","0.971755717235421"
"Nein","2014","1-Pers.- Haushalt","4","828","0.97602599146038","0.965718240224812","0.986333742695948"
"Nein","2014","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","(Ehe-)Paar ohne Kind(er)","2","904","0.952953712010918","0.939601349577324","0.966306074444511"
"Nein","2014","(Ehe-)Paar ohne Kind(er)","3","1498","0.965397372485432","0.956268958541345","0.974525786429519"
"Nein","2014","(Ehe-)Paar ohne Kind(er)","4","2288","0.989998935642267","0.985946470495943","0.994051400788591"
"Nein","2014","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Alleinerziehende","2","777","0.601958288564567","0.576453756321277","0.627462820807857"
"Nein","2014","Alleinerziehende","3","764","0.887943364302998","0.866750252281527","0.909136476324469"
"Nein","2014","Alleinerziehende","4","597","0.957526897190186","0.941665743384219","0.973388050996153"
"Nein","2014","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Paar mit Kind(ern)","2","3803","0.882102707499023","0.87276415771162","0.891441257286427"
"Nein","2014","Paar mit Kind(ern)","3","4762","0.982681146196141","0.979026564894228","0.986335727498053"
"Nein","2014","Paar mit Kind(ern)","4","5401","0.99269663448525","0.990438953690112","0.994954315280388"
"Nein","2014","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2014","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2014","Sonstige","2","211","0.879205761265829","0.839669444234344","0.918742078297313"
"Nein","2014","Sonstige","3","223","0.838697794523182","0.795067346686311","0.882328242360054"
"Nein","2014","Sonstige","4","262","0.913291788655263","0.880734964571822","0.945848612738705"
"Nein","2014","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","1-Pers.- Haushalt","2","63","0.117880300418051","0.090452864570888","0.145307736265215"
"Ja","2015","1-Pers.- Haushalt","3","25","","",""
"Ja","2015","1-Pers.- Haushalt","4","11","","",""
"Ja","2015","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","(Ehe-)Paar ohne Kind(er)","2","50","0.0482341239570225","0.0339638796765204","0.0625043682375246"
"Ja","2015","(Ehe-)Paar ohne Kind(er)","3","30","0.0135097159673519","0.00776997756636047","0.0192494543683434"
"Ja","2015","(Ehe-)Paar ohne Kind(er)","4","22","","",""
"Ja","2015","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Alleinerziehende","2","650","0.436191009584179","0.409688237471509","0.462693781696849"
"Ja","2015","Alleinerziehende","3","98","0.158198868443107","0.132133909696228","0.184263827189986"
"Ja","2015","Alleinerziehende","4","8","","",""
"Ja","2015","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Paar mit Kind(ern)","2","747","0.161632185417142","0.150261348604779","0.173003022229505"
"Ja","2015","Paar mit Kind(ern)","3","212","0.0351765143120437","0.0298567876329627","0.0404962409911246"
"Ja","2015","Paar mit Kind(ern)","4","77","0.0114141762870622","0.00855892564450042","0.0142694269296241"
"Ja","2015","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2015","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2015","Sonstige","2","73","0.254620051983468","0.20255969942023","0.306680404546705"
"Ja","2015","Sonstige","3","29","","",""
"Ja","2015","Sonstige","4","20","","",""
"Ja","2015","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","1-Pers.- Haushalt","2","468","0.882119699581949","0.854692263734786","0.909547135429112"
"Nein","2015","1-Pers.- Haushalt","3","610","0.965710129748648","0.951556509378317","0.979863750118978"
"Nein","2015","1-Pers.- Haushalt","4","875","0.989806466549278","0.983192397116924","0.996420535981633"
"Nein","2015","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","(Ehe-)Paar ohne Kind(er)","2","816","0.951765876042977","0.937495631762475","0.96603612032348"
"Nein","2015","(Ehe-)Paar ohne Kind(er)","3","1524","0.986490284032648","0.980750545631657","0.992230022433639"
"Nein","2015","(Ehe-)Paar ohne Kind(er)","4","2168","0.98769728124951","0.983080508364083","0.992314054134937"
"Nein","2015","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Alleinerziehende","2","695","0.563808990415821","0.537306218303151","0.590311762528491"
"Nein","2015","Alleinerziehende","3","655","0.841801131556893","0.815736172810014","0.867866090303772"
"Nein","2015","Alleinerziehende","4","606","0.993767579510838","0.987542646374467","0.999992512647209"
"Nein","2015","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Paar mit Kind(ern)","2","3279","0.838367814582858","0.826996977770495","0.849738651395221"
"Nein","2015","Paar mit Kind(ern)","3","4395","0.964823485687956","0.959503759008875","0.970143212367037"
"Nein","2015","Paar mit Kind(ern)","4","5240","0.988585823712938","0.985730573070376","0.9914410743555"
"Nein","2015","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2015","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2015","Sonstige","2","196","0.745379948016532","0.693319595453295","0.79744030057977"
"Nein","2015","Sonstige","3","237","0.865768481314442","0.824801363565307","0.906735599063577"
"Nein","2015","Sonstige","4","258","0.942412610319518","0.91502778758249","0.969797433056546"
"Nein","2015","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","1-Pers.- Haushalt","2","83","0.143335583264097","0.112020185975305","0.174650980552888"
"Ja","2016","1-Pers.- Haushalt","3","21","","",""
"Ja","2016","1-Pers.- Haushalt","4","10","","",""
"Ja","2016","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","(Ehe-)Paar ohne Kind(er)","2","86","0.127743958829946","0.10349603384177","0.151991883818123"
"Ja","2016","(Ehe-)Paar ohne Kind(er)","3","30","0.0166712171592174","0.00990615324312147","0.0234362810753133"
"Ja","2016","(Ehe-)Paar ohne Kind(er)","4","10","","",""
"Ja","2016","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Alleinerziehende","2","541","0.433242957456032","0.404776342997917","0.461709571914148"
"Ja","2016","Alleinerziehende","3","107","0.175622433600731","0.147887187726806","0.203357679474655"
"Ja","2016","Alleinerziehende","4","12","","",""
"Ja","2016","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Paar mit Kind(ern)","2","753","0.173809297226933","0.161331464240333","0.186287130213533"
"Ja","2016","Paar mit Kind(ern)","3","132","0.0217920545429594","0.0171662898012574","0.0264178192846613"
"Ja","2016","Paar mit Kind(ern)","4","51","0.00882681990064948","0.00627519991751019","0.0113784398837888"
"Ja","2016","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2016","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2016","Sonstige","2","62","0.268039995892882","0.208132396024479","0.327947595761284"
"Ja","2016","Sonstige","3","22","","",""
"Ja","2016","Sonstige","4","12","","",""
"Ja","2016","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","1-Pers.- Haushalt","2","398","0.856664416735903","0.825349019447112","0.887979814024695"
"Nein","2016","1-Pers.- Haushalt","3","573","0.971730607077534","0.958401960550509","0.98505925360456"
"Nein","2016","1-Pers.- Haushalt","4","889","0.992335435202269","0.986634563791389","0.998036306613149"
"Nein","2016","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","(Ehe-)Paar ohne Kind(er)","2","642","0.872256041170054","0.848008116181877","0.89650396615823"
"Nein","2016","(Ehe-)Paar ohne Kind(er)","3","1346","0.983328782840783","0.976563718924687","0.990093846756879"
"Nein","2016","(Ehe-)Paar ohne Kind(er)","4","2192","0.996896236700323","0.994572918424381","0.999219554976266"
"Nein","2016","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Alleinerziehende","2","623","0.566757042543967","0.538290428085852","0.595223657002083"
"Nein","2016","Alleinerziehende","3","616","0.824377566399269","0.796642320525344","0.852112812273194"
"Nein","2016","Alleinerziehende","4","645","0.986294308656238","0.977403952832169","0.995184664480306"
"Nein","2016","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Paar mit Kind(ern)","2","2790","0.826190702773067","0.813712869786467","0.838668535759667"
"Nein","2016","Paar mit Kind(ern)","3","3695","0.978207945457041","0.973582180715339","0.982833710198743"
"Nein","2016","Paar mit Kind(ern)","4","5111","0.991173180099351","0.988621560116211","0.99372480008249"
"Nein","2016","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2016","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2016","Sonstige","2","148","0.731960004107118","0.672052404238716","0.791867603975521"
"Nein","2016","Sonstige","3","186","0.918165952638004","0.88091442981139","0.955417475464618"
"Nein","2016","Sonstige","4","170","0.95571657042895","0.925828520576956","0.985604620280944"
"Nein","2016","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","1-Pers.- Haushalt","2","88","0.12996140782505","0.10185902094119","0.158063794708909"
"Ja","2017","1-Pers.- Haushalt","3","37","0.0423458351803696","0.0263125882514469","0.0583790821092922"
"Ja","2017","1-Pers.- Haushalt","4","25","","",""
"Ja","2017","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","(Ehe-)Paar ohne Kind(er)","2","72","0.103317878140994","0.0809293310288468","0.125706425253141"
"Ja","2017","(Ehe-)Paar ohne Kind(er)","3","42","0.016136011107582","0.00966853320438583","0.0226034890107783"
"Ja","2017","(Ehe-)Paar ohne Kind(er)","4","28","","",""
"Ja","2017","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Alleinerziehende","2","495","0.432339985177775","0.403104036652243","0.461575933703308"
"Ja","2017","Alleinerziehende","3","105","0.116095272008331","0.0937289291784846","0.138461614838178"
"Ja","2017","Alleinerziehende","4","39","0.0403034905290818","0.0257238172805534","0.0548831637776103"
"Ja","2017","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Paar mit Kind(ern)","2","885","0.168879602520907","0.156688723502554","0.18107048153926"
"Ja","2017","Paar mit Kind(ern)","3","236","0.0428854002711312","0.0367979557917351","0.0489728447505272"
"Ja","2017","Paar mit Kind(ern)","4","70","0.00958661200274124","0.00703087469504661","0.0121423493104359"
"Ja","2017","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2017","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2017","Sonstige","2","101","0.275128462633139","0.226198894095051","0.324058031171226"
"Ja","2017","Sonstige","3","8","","",""
"Ja","2017","Sonstige","4","26","","",""
"Ja","2017","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","1-Pers.- Haushalt","2","462","0.87003859217495","0.841936205291091","0.89814097905881"
"Nein","2017","1-Pers.- Haushalt","3","569","0.957654164819631","0.941620917890708","0.973687411748553"
"Nein","2017","1-Pers.- Haushalt","4","1052","0.980013369294489","0.971654913815016","0.988371824773962"
"Nein","2017","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","(Ehe-)Paar ohne Kind(er)","2","638","0.896682121859006","0.874293574746859","0.919070668971153"
"Nein","2017","(Ehe-)Paar ohne Kind(er)","3","1416","0.983863988892418","0.977396510989222","0.990331466795614"
"Nein","2017","(Ehe-)Paar ohne Kind(er)","4","2324","0.992444841631373","0.988945354443371","0.995944328819375"
"Nein","2017","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","Alleinerziehende","2","608","0.567660014822225","0.538424066296692","0.596895963347757"
"Nein","2017","Alleinerziehende","3","683","0.883904727991669","0.861538385161822","0.906271070821515"
"Nein","2017","Alleinerziehende","4","660","0.959696509470918","0.94511683622239","0.974276182719447"
"Nein","2017","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","Paar mit Kind(ern)","2","2743","0.831120397479093","0.81892951846074","0.843311276497446"
"Nein","2017","Paar mit Kind(ern)","3","4019","0.957114599728869","0.951027155249473","0.963202044208265"
"Nein","2017","Paar mit Kind(ern)","4","5514","0.990413387997259","0.987857650689564","0.992969125304953"
"Nein","2017","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2017","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2017","Sonstige","2","219","0.724871537366861","0.675941968828774","0.773801105904949"
"Nein","2017","Sonstige","3","167","0.987959262431371","0.971799866174123","1.00411865868862"
"Nein","2017","Sonstige","4","289","0.905357753886759","0.873032239367141","0.937683268406376"
"Nein","2017","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","1-Pers.- Haushalt","2","151","0.174868126961967","0.145159315344661","0.204576938579272"
"Ja","2018","1-Pers.- Haushalt","3","49","0.0449566398730791","0.0290760114717328","0.0608372682744253"
"Ja","2018","1-Pers.- Haushalt","4","36","0.0149750560954527","0.00787165961106874","0.0220784525798367"
"Ja","2018","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","(Ehe-)Paar ohne Kind(er)","2","76","0.097679649188923","0.0735601092046504","0.121799189173196"
"Ja","2018","(Ehe-)Paar ohne Kind(er)","3","46","0.0305188704487503","0.0213736901818147","0.0396640507156859"
"Ja","2018","(Ehe-)Paar ohne Kind(er)","4","26","","",""
"Ja","2018","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","Alleinerziehende","2","528","0.522562008624576","0.492882203387825","0.552241813861326"
"Ja","2018","Alleinerziehende","3","127","0.119312065964758","0.0965635015107829","0.142060630418733"
"Ja","2018","Alleinerziehende","4","52","0.0480307428498787","0.0335875517064302","0.0624739339933272"
"Ja","2018","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","Paar mit Kind(ern)","2","1230","0.231006267579903","0.217405386446087","0.244607148713719"
"Ja","2018","Paar mit Kind(ern)","3","294","0.0481420287664059","0.0414823112040656","0.0548017463287461"
"Ja","2018","Paar mit Kind(ern)","4","104","0.0152577722685172","0.0120725703454713","0.0184429741915632"
"Ja","2018","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2018","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2018","Sonstige","2","129","0.410127924667746","0.353615988727428","0.466639860608065"
"Ja","2018","Sonstige","3","86","0.253914913145045","0.202565931620156","0.305263894669933"
"Ja","2018","Sonstige","4","26","","",""
"Ja","2018","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2018","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2018","1-Pers.- Haushalt","2","477","0.825131873038033","0.795423061420728","0.854840684655339"
"Nein","2018","1-Pers.- Haushalt","3","605","0.955043360126921","0.939162731725575","0.970923988528267"
"Nein","2018","1-Pers.- Haushalt","4","1087","0.985024943904547","0.977921547420163","0.992128340388931"
