"pli0089","year","bildungsniveau","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Min 1x pro Woche","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","2","","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","3","","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","4","","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2001","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2001","AkademikerIn","2","","","",""
"Min 1x pro Woche","2001","AkademikerIn","3","","","",""
"Min 1x pro Woche","2001","AkademikerIn","4","","","",""
"Min 1x pro Woche","2001","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","2","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","3","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","4","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2001","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2001","Hauptschule","2","","","",""
"Min 1x pro Monat","2001","Hauptschule","3","","","",""
"Min 1x pro Monat","2001","Hauptschule","4","","","",""
"Min 1x pro Monat","2001","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2001","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2001","Realschule","2","","","",""
"Min 1x pro Monat","2001","Realschule","3","","","",""
"Min 1x pro Monat","2001","Realschule","4","","","",""
"Min 1x pro Monat","2001","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2001","(Fach-)Abitur","2","","","",""
"Min 1x pro Monat","2001","(Fach-)Abitur","3","","","",""
"Min 1x pro Monat","2001","(Fach-)Abitur","4","","","",""
"Min 1x pro Monat","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2001","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2001","AkademikerIn","2","","","",""
"Min 1x pro Monat","2001","AkademikerIn","3","","","",""
"Min 1x pro Monat","2001","AkademikerIn","4","","","",""
"Min 1x pro Monat","2001","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2001","(noch) kein Abschluss","2","","","",""
"Seltener","2001","(noch) kein Abschluss","3","","","",""
"Seltener","2001","(noch) kein Abschluss","4","","","",""
"Seltener","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2001","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2001","Hauptschule","2","","","",""
"Seltener","2001","Hauptschule","3","","","",""
"Seltener","2001","Hauptschule","4","","","",""
"Seltener","2001","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2001","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2001","Realschule","2","","","",""
"Seltener","2001","Realschule","3","","","",""
"Seltener","2001","Realschule","4","","","",""
"Seltener","2001","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2001","(Fach-)Abitur","2","","","",""
"Seltener","2001","(Fach-)Abitur","3","","","",""
"Seltener","2001","(Fach-)Abitur","4","","","",""
"Seltener","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2001","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2001","AkademikerIn","2","","","",""
"Seltener","2001","AkademikerIn","3","","","",""
"Seltener","2001","AkademikerIn","4","","","",""
"Seltener","2001","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Nie","2001","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Nie","2001","(noch) kein Abschluss","2","","","",""
"Nie","2001","(noch) kein Abschluss","3","","","",""
"Nie","2001","(noch) kein Abschluss","4","","","",""
"Nie","2001","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Nie","2001","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Nie","2001","Hauptschule","2","","","",""
"Nie","2001","Hauptschule","3","","","",""
"Nie","2001","Hauptschule","4","","","",""
"Nie","2001","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Nie","2001","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Nie","2001","Realschule","2","","","",""
"Nie","2001","Realschule","3","","","",""
"Nie","2001","Realschule","4","","","",""
"Nie","2001","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Nie","2001","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Nie","2001","(Fach-)Abitur","2","","","",""
"Nie","2001","(Fach-)Abitur","3","","","",""
"Nie","2001","(Fach-)Abitur","4","","","",""
"Nie","2001","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Nie","2001","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Nie","2001","AkademikerIn","2","","","",""
"Nie","2001","AkademikerIn","3","","","",""
"Nie","2001","AkademikerIn","4","","","",""
"Nie","2001","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","(noch) kein Abschluss","2","","","",""
"Täglich","2002","(noch) kein Abschluss","3","","","",""
"Täglich","2002","(noch) kein Abschluss","4","","","",""
"Täglich","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Hauptschule","2","","","",""
"Täglich","2002","Hauptschule","3","","","",""
"Täglich","2002","Hauptschule","4","","","",""
"Täglich","2002","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","Realschule","2","","","",""
"Täglich","2002","Realschule","3","","","",""
"Täglich","2002","Realschule","4","","","",""
"Täglich","2002","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","(Fach-)Abitur","2","","","",""
"Täglich","2002","(Fach-)Abitur","3","","","",""
"Täglich","2002","(Fach-)Abitur","4","","","",""
"Täglich","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2002","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2002","AkademikerIn","2","","","",""
"Täglich","2002","AkademikerIn","3","","","",""
"Täglich","2002","AkademikerIn","4","","","",""
"Täglich","2002","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","2","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","3","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","4","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Hauptschule","2","","","",""
"Min 1x pro Woche","2002","Hauptschule","3","","","",""
"Min 1x pro Woche","2002","Hauptschule","4","","","",""
"Min 1x pro Woche","2002","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","Realschule","2","","","",""
"Min 1x pro Woche","2002","Realschule","3","","","",""
"Min 1x pro Woche","2002","Realschule","4","","","",""
"Min 1x pro Woche","2002","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","2","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","3","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","4","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2002","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2002","AkademikerIn","2","","","",""
"Min 1x pro Woche","2002","AkademikerIn","3","","","",""
"Min 1x pro Woche","2002","AkademikerIn","4","","","",""
"Min 1x pro Woche","2002","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","2","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","3","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","4","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Hauptschule","2","","","",""
"Min 1x pro Monat","2002","Hauptschule","3","","","",""
"Min 1x pro Monat","2002","Hauptschule","4","","","",""
"Min 1x pro Monat","2002","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","Realschule","2","","","",""
"Min 1x pro Monat","2002","Realschule","3","","","",""
"Min 1x pro Monat","2002","Realschule","4","","","",""
"Min 1x pro Monat","2002","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","2","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","3","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","4","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2002","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2002","AkademikerIn","2","","","",""
"Min 1x pro Monat","2002","AkademikerIn","3","","","",""
"Min 1x pro Monat","2002","AkademikerIn","4","","","",""
"Min 1x pro Monat","2002","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","(noch) kein Abschluss","2","","","",""
"Seltener","2002","(noch) kein Abschluss","3","","","",""
"Seltener","2002","(noch) kein Abschluss","4","","","",""
"Seltener","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Hauptschule","2","","","",""
"Seltener","2002","Hauptschule","3","","","",""
"Seltener","2002","Hauptschule","4","","","",""
"Seltener","2002","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","Realschule","2","","","",""
"Seltener","2002","Realschule","3","","","",""
"Seltener","2002","Realschule","4","","","",""
"Seltener","2002","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","(Fach-)Abitur","2","","","",""
"Seltener","2002","(Fach-)Abitur","3","","","",""
"Seltener","2002","(Fach-)Abitur","4","","","",""
"Seltener","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2002","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2002","AkademikerIn","2","","","",""
"Seltener","2002","AkademikerIn","3","","","",""
"Seltener","2002","AkademikerIn","4","","","",""
"Seltener","2002","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","(noch) kein Abschluss","2","","","",""
"Nie","2002","(noch) kein Abschluss","3","","","",""
"Nie","2002","(noch) kein Abschluss","4","","","",""
"Nie","2002","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Hauptschule","2","","","",""
"Nie","2002","Hauptschule","3","","","",""
"Nie","2002","Hauptschule","4","","","",""
"Nie","2002","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","Realschule","2","","","",""
"Nie","2002","Realschule","3","","","",""
"Nie","2002","Realschule","4","","","",""
"Nie","2002","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","(Fach-)Abitur","2","","","",""
"Nie","2002","(Fach-)Abitur","3","","","",""
"Nie","2002","(Fach-)Abitur","4","","","",""
"Nie","2002","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Nie","2002","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Nie","2002","AkademikerIn","2","","","",""
"Nie","2002","AkademikerIn","3","","","",""
"Nie","2002","AkademikerIn","4","","","",""
"Nie","2002","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","2","","",""
"Täglich","2003","(noch) kein Abschluss","2","","","",""
"Täglich","2003","(noch) kein Abschluss","3","","","",""
"Täglich","2003","(noch) kein Abschluss","4","2","","",""
"Täglich","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","1","","",""
"Täglich","2003","Hauptschule","1 Einkommensschwächstes Quintil","1","","",""
"Täglich","2003","Hauptschule","2","3","","",""
"Täglich","2003","Hauptschule","3","2","","",""
"Täglich","2003","Hauptschule","4","","","",""
"Täglich","2003","Hauptschule","5 Einkommensstärkstes Quintil","2","","",""
"Täglich","2003","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2003","Realschule","2","1","","",""
"Täglich","2003","Realschule","3","2","","",""
"Täglich","2003","Realschule","4","1","","",""
"Täglich","2003","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","2","","",""
"Täglich","2003","(Fach-)Abitur","2","1","","",""
"Täglich","2003","(Fach-)Abitur","3","2","","",""
"Täglich","2003","(Fach-)Abitur","4","1","","",""
"Täglich","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","2","","",""
"Täglich","2003","AkademikerIn","1 Einkommensschwächstes Quintil","1","","",""
"Täglich","2003","AkademikerIn","2","","","",""
"Täglich","2003","AkademikerIn","3","","","",""
"Täglich","2003","AkademikerIn","4","","","",""
"Täglich","2003","AkademikerIn","5 Einkommensstärkstes Quintil","2","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","20","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","2","27","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","3","22","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","4","17","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","14","","",""
"Min 1x pro Woche","2003","Hauptschule","1 Einkommensschwächstes Quintil","65","0.0299565257974047","0.022698409306865","0.0372146422879444"
"Min 1x pro Woche","2003","Hauptschule","2","91","0.0389168132295214","0.0313037584885133","0.0465298679705294"
"Min 1x pro Woche","2003","Hauptschule","3","88","0.0498162737035399","0.0396605389776519","0.059972008429428"
"Min 1x pro Woche","2003","Hauptschule","4","78","0.0530835955981051","0.0412717970305851","0.064895394165625"
"Min 1x pro Woche","2003","Hauptschule","5 Einkommensstärkstes Quintil","30","0.0447059493175078","0.0286827638668368","0.0607291347681787"
"Min 1x pro Woche","2003","Realschule","1 Einkommensschwächstes Quintil","62","0.0540560671649598","0.0405259003585341","0.0675862339713856"
"Min 1x pro Woche","2003","Realschule","2","87","0.0608681742517534","0.0482078093212265","0.0735285391822803"
"Min 1x pro Woche","2003","Realschule","3","73","0.0499232329167418","0.0377719757863235","0.0620744900471601"
"Min 1x pro Woche","2003","Realschule","4","58","0.0490523826069561","0.0367189547824523","0.06138581043146"
"Min 1x pro Woche","2003","Realschule","5 Einkommensstärkstes Quintil","47","0.0377713197444794","0.0251897732489881","0.0503528662399708"
"Min 1x pro Woche","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","19","","",""
"Min 1x pro Woche","2003","(Fach-)Abitur","2","38","0.0737738881902059","0.0500909810996775","0.0974567952807344"
"Min 1x pro Woche","2003","(Fach-)Abitur","3","31","0.067563458880048","0.0451793347520196","0.0899475830080765"
"Min 1x pro Woche","2003","(Fach-)Abitur","4","25","","",""
"Min 1x pro Woche","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","43","0.0852016411790319","0.0608280517405542","0.10957523061751"
"Min 1x pro Woche","2003","AkademikerIn","1 Einkommensschwächstes Quintil","10","","",""
"Min 1x pro Woche","2003","AkademikerIn","2","19","","",""
"Min 1x pro Woche","2003","AkademikerIn","3","22","","",""
"Min 1x pro Woche","2003","AkademikerIn","4","42","0.0503067281446432","0.0371855084977538","0.0634279477915326"
"Min 1x pro Woche","2003","AkademikerIn","5 Einkommensstärkstes Quintil","57","0.0350160447381184","0.0266487162976798","0.043383373178557"
"Min 1x pro Monat","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","25","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","2","30","0.119699329458405","0.0768051735774027","0.162593485339408"
"Min 1x pro Monat","2003","(noch) kein Abschluss","3","21","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","4","24","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","28","","",""
"Min 1x pro Monat","2003","Hauptschule","1 Einkommensschwächstes Quintil","99","0.0420310387010802","0.0334873897968241","0.0505746876053364"
"Min 1x pro Monat","2003","Hauptschule","2","151","0.0575420865960646","0.0483749518829774","0.0667092213091519"
"Min 1x pro Monat","2003","Hauptschule","3","108","0.0577127754620995","0.0468272457736207","0.0685983051505784"
"Min 1x pro Monat","2003","Hauptschule","4","98","0.0656567603990581","0.0526078876829404","0.0787056331151757"
"Min 1x pro Monat","2003","Hauptschule","5 Einkommensstärkstes Quintil","52","0.0851978898637366","0.0635519892507339","0.106843790476739"
"Min 1x pro Monat","2003","Realschule","1 Einkommensschwächstes Quintil","78","0.0774988905377392","0.0615003848058352","0.0934973962696432"
"Min 1x pro Monat","2003","Realschule","2","118","0.0887758559497723","0.0737150625571743","0.10383664934237"
"Min 1x pro Monat","2003","Realschule","3","128","0.100022293183432","0.0832823187380237","0.11676226762884"
"Min 1x pro Monat","2003","Realschule","4","95","0.0855123650209419","0.0695433244753604","0.101481405566523"
"Min 1x pro Monat","2003","Realschule","5 Einkommensstärkstes Quintil","95","0.119211995712322","0.0978269849422226","0.140597006482422"
"Min 1x pro Monat","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","39","0.0837013662776244","0.057372120469975","0.110030612085274"
"Min 1x pro Monat","2003","(Fach-)Abitur","2","35","0.0512538570211175","0.0312753305838345","0.0712323834584005"
"Min 1x pro Monat","2003","(Fach-)Abitur","3","61","0.122623790755867","0.0933718408202036","0.151875740691531"
"Min 1x pro Monat","2003","(Fach-)Abitur","4","70","0.145454333517564","0.11506411730494","0.175844549730188"
"Min 1x pro Monat","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","61","0.092088938022019","0.0668449358470954","0.117332940196943"
"Min 1x pro Monat","2003","AkademikerIn","1 Einkommensschwächstes Quintil","19","","",""
"Min 1x pro Monat","2003","AkademikerIn","2","33","0.0659916016822389","0.0432545013979554","0.0887287019665224"
"Min 1x pro Monat","2003","AkademikerIn","3","39","0.0536924307825117","0.0363370847139413","0.071047776851082"
"Min 1x pro Monat","2003","AkademikerIn","4","87","0.0922284399298513","0.0748588243786178","0.109598055481085"
"Min 1x pro Monat","2003","AkademikerIn","5 Einkommensstärkstes Quintil","146","0.0858636450265388","0.0731109087960432","0.0986163812570343"
"Seltener","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","67","0.228802601309854","0.179512552723517","0.278092649896192"
"Seltener","2003","(noch) kein Abschluss","2","51","0.21208055816736","0.158063853289541","0.26609726304518"
"Seltener","2003","(noch) kein Abschluss","3","47","0.342213444692296","0.263901219398995","0.420525669985597"
"Seltener","2003","(noch) kein Abschluss","4","38","0.226046004749373","0.153867276317209","0.298224733181537"
"Seltener","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","47","0.390934940828191","0.302136941004058","0.479732940652323"
"Seltener","2003","Hauptschule","1 Einkommensschwächstes Quintil","353","0.161488503098459","0.145820706388441","0.177156299808477"
"Seltener","2003","Hauptschule","2","543","0.215305669269769","0.199125322765643","0.231486015773895"
"Seltener","2003","Hauptschule","3","447","0.242059849985965","0.222065800095663","0.262053899876268"
"Seltener","2003","Hauptschule","4","383","0.278146563899439","0.254539530763564","0.301753597035315"
"Seltener","2003","Hauptschule","5 Einkommensstärkstes Quintil","200","0.306985186765528","0.271222706544456","0.3427476669866"
"Seltener","2003","Realschule","1 Einkommensschwächstes Quintil","314","0.307915817800743","0.280294544728772","0.335537090872714"
"Seltener","2003","Realschule","2","434","0.323931940718698","0.29915144995764","0.348712431479756"
"Seltener","2003","Realschule","3","406","0.365657327469342","0.338785969446459","0.392528685492226"
"Seltener","2003","Realschule","4","453","0.37744923436112","0.349767575901043","0.405130892821197"
"Seltener","2003","Realschule","5 Einkommensstärkstes Quintil","308","0.344568136863044","0.313205315029054","0.375930958697034"
"Seltener","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","131","0.315962626299108","0.271763732610897","0.360161519987319"
"Seltener","2003","(Fach-)Abitur","2","156","0.348341292943806","0.305175696575238","0.391506889312373"
"Seltener","2003","(Fach-)Abitur","3","162","0.296058253850911","0.255345406874734","0.336771100827089"
"Seltener","2003","(Fach-)Abitur","4","198","0.355844878399024","0.314575454032089","0.397114302765959"
"Seltener","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","186","0.379933694090311","0.337559076272924","0.422308311907698"
"Seltener","2003","AkademikerIn","1 Einkommensschwächstes Quintil","72","0.215942695293764","0.168908080959704","0.262977309627824"
"Seltener","2003","AkademikerIn","2","145","0.327874268062394","0.284881611617829","0.370866924506958"
"Seltener","2003","AkademikerIn","3","244","0.379704156251689","0.342337632299324","0.417070680204054"
"Seltener","2003","AkademikerIn","4","394","0.326948813666738","0.298788763857298","0.355108863476178"
"Seltener","2003","AkademikerIn","5 Einkommensstärkstes Quintil","658","0.344240812743183","0.322613796957309","0.365867828529057"
"Nie","2003","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","165","0.618086455963715","0.561076181337246","0.675096730590184"
"Nie","2003","(noch) kein Abschluss","2","112","0.569250739253161","0.503817138071511","0.634684340434812"
"Nie","2003","(noch) kein Abschluss","3","51","0.330081986334341","0.252464374754512","0.40769959791417"
"Nie","2003","(noch) kein Abschluss","4","48","0.494116580565882","0.407839950724751","0.580393210407014"
"Nie","2003","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","26","","",""
"Nie","2003","Hauptschule","1 Einkommensschwächstes Quintil","1601","0.766473094054393","0.748459534802949","0.784486653305837"
"Nie","2003","Hauptschule","2","1691","0.686748294780909","0.668490204744103","0.705006384817715"
"Nie","2003","Hauptschule","3","1118","0.649617935461449","0.627347850598215","0.671888020324682"
"Nie","2003","Hauptschule","4","825","0.603113080103397","0.577337240963812","0.628888919242983"
"Nie","2003","Hauptschule","5 Einkommensstärkstes Quintil","355","0.562070854509639","0.523603251993769","0.600538457025509"
"Nie","2003","Realschule","1 Einkommensschwächstes Quintil","619","0.560529224496558","0.530832239447842","0.590226209545274"
"Nie","2003","Realschule","2","730","0.526028706403741","0.499588274226812","0.55246913858067"
"Nie","2003","Realschule","3","625","0.482857916344861","0.454977122857409","0.510738709832312"
"Nie","2003","Realschule","4","571","0.486421495228046","0.457879439860827","0.514963550595266"
"Nie","2003","Realschule","5 Einkommensstärkstes Quintil","432","0.498448547680154","0.465450996428233","0.531446098932075"
"Nie","2003","(Fach-)Abitur","1 Einkommensschwächstes Quintil","234","0.556608297869997","0.509377830317179","0.603838765422816"
"Nie","2003","(Fach-)Abitur","2","238","0.524136494089308","0.478889621760897","0.56938336641772"
"Nie","2003","(Fach-)Abitur","3","227","0.512732311497024","0.468156046573982","0.557308576420066"
"Nie","2003","(Fach-)Abitur","4","223","0.449637039672183","0.40675667615798","0.492517403186385"
"Nie","2003","(Fach-)Abitur","5 Einkommensstärkstes Quintil","212","0.430537835572053","0.387309260366856","0.473766410777251"
"Nie","2003","AkademikerIn","1 Einkommensschwächstes Quintil","192","0.700810884264851","0.648469194378264","0.753152574151439"
"Nie","2003","AkademikerIn","2","261","0.574463458880657","0.529182565579953","0.61974435218136"
"Nie","2003","AkademikerIn","3","343","0.540075508728967","0.501702036505704","0.57844898095223"
"Nie","2003","AkademikerIn","4","543","0.530516018258767","0.500556892984138","0.560475143533397"
"Nie","2003","AkademikerIn","5 Einkommensstärkstes Quintil","991","0.534069277376253","0.511362646609527","0.556775908142979"
"Täglich","2004","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2004","(noch) kein Abschluss","2","","","",""
"Täglich","2004","(noch) kein Abschluss","3","","","",""
"Täglich","2004","(noch) kein Abschluss","4","","","",""
"Täglich","2004","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2004","Hauptschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2004","Hauptschule","2","","","",""
"Täglich","2004","Hauptschule","3","","","",""
"Täglich","2004","Hauptschule","4","","","",""
"Täglich","2004","Hauptschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2004","Realschule","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2004","Realschule","2","","","",""
"Täglich","2004","Realschule","3","","","",""
"Täglich","2004","Realschule","4","","","",""
"Täglich","2004","Realschule","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2004","(Fach-)Abitur","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2004","(Fach-)Abitur","2","","","",""
"Täglich","2004","(Fach-)Abitur","3","","","",""
"Täglich","2004","(Fach-)Abitur","4","","","",""
"Täglich","2004","(Fach-)Abitur","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2004","AkademikerIn","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2004","AkademikerIn","2","","","",""
"Täglich","2004","AkademikerIn","3","","","",""
"Täglich","2004","AkademikerIn","4","","","",""
"Täglich","2004","AkademikerIn","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","2","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","3","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","4","","","",""
"Min 1x pro Woche","2004","(noch) kein Abschluss","5 Einkommensstärkstes Quintil","","","",""
