,Unnamed: 0,year,pgisced97,sex,pli0089,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
308,308,2019,Pre-primary Level,female,Seldom,0.42162,56,27762,0.25561,0.62384
309,309,2019,Pre-primary Level,female,Never,0.57838,75,27762,0.40664,0.78656
310,310,2019,Primary Level,male,At least once per week,0.09934,104,27762,0.0517,0.16712
311,311,2019,Primary Level,male,At least once per month,0.12501,79,27762,0.06251,0.20976
312,312,2019,Primary Level,male,Seldom,0.14693,154,27762,0.10011,0.22811
313,313,2019,Primary Level,male,Never,0.62872,451,27762,0.50341,0.77042
314,314,2019,Primary Level,female,Seldom,0.08675,80,27762,0.04616,0.13296
315,315,2019,Primary Level,female,Never,0.91325,614,27762,0.75274,1.09483
316,316,2019,Lower Secondary Level,male,At least once per week,0.08835,133,27762,0.06753,0.11072
317,317,2019,Lower Secondary Level,male,At least once per month,0.11827,137,27762,0.09181,0.14328
318,318,2019,Lower Secondary Level,male,Seldom,0.24321,338,27762,0.20957,0.28005
319,319,2019,Lower Secondary Level,male,Never,0.55017,766,27762,0.48788,0.61124
320,320,2019,Lower Secondary Level,female,At least once per week,0.03103,65,27762,0.02373,0.03923
321,321,2019,Lower Secondary Level,female,At least once per month,0.04177,60,27762,0.02705,0.06104
322,322,2019,Lower Secondary Level,female,Seldom,0.13601,268,27762,0.11659,0.16123
323,323,2019,Lower Secondary Level,female,Never,0.79119,1256,27762,0.73383,0.84245
324,324,2019,Upper Secondary Level,male,At least once per week,0.07129,423,27762,0.06267,0.0792
325,325,2019,Upper Secondary Level,male,At least once per month,0.13499,704,27762,0.1242,0.14955
326,326,2019,Upper Secondary Level,male,Seldom,0.32432,1686,27762,0.30329,0.34087
327,327,2019,Upper Secondary Level,male,Never,0.4694,2510,27762,0.45042,0.48884
328,328,2019,Upper Secondary Level,female,At least once per week,0.0425,319,27762,0.03702,0.04843
329,329,2019,Upper Secondary Level,female,At least once per month,0.0634,444,27762,0.05698,0.07134
330,330,2019,Upper Secondary Level,female,Seldom,0.25662,1651,27762,0.24124,0.2709
331,331,2019,Upper Secondary Level,female,Never,0.63748,3834,27762,0.61579,0.65733
332,332,2019,Post-secondary Non-tertiary Level,male,At least once per week,0.05789,70,27762,0.0437,0.07883
333,333,2019,Post-secondary Non-tertiary Level,male,At least once per month,0.17172,135,27762,0.13219,0.21011
334,334,2019,Post-secondary Non-tertiary Level,male,Seldom,0.38281,341,27762,0.33466,0.43749
335,335,2019,Post-secondary Non-tertiary Level,male,Never,0.38758,330,27762,0.32599,0.45494
336,336,2019,Post-secondary Non-tertiary Level,female,At least once per week,0.04859,83,27762,0.03546,0.06307
337,337,2019,Post-secondary Non-tertiary Level,female,At least once per month,0.08387,117,27762,0.06586,0.1017
338,338,2019,Post-secondary Non-tertiary Level,female,Seldom,0.3,446,27762,0.27059,0.33575
339,339,2019,Post-secondary Non-tertiary Level,female,Never,0.56755,727,27762,0.52195,0.61575
340,340,2019,First Stage of Tertiary Education,male,At least once per week,0.06949,96,27762,0.05644,0.08606
341,341,2019,First Stage of Tertiary Education,male,At least once per month,0.1204,153,27762,0.09582,0.1516
342,342,2019,First Stage of Tertiary Education,male,Seldom,0.41541,435,27762,0.36665,0.47601
343,343,2019,First Stage of Tertiary Education,male,Never,0.3947,393,27762,0.35199,0.44711
344,344,2019,First Stage of Tertiary Education,female,At least once per month,0.07924,51,27762,0.04203,0.12017
345,345,2019,First Stage of Tertiary Education,female,Seldom,0.31221,173,27762,0.25835,0.37753
346,346,2019,First Stage of Tertiary Education,female,Never,0.60855,330,27762,0.5272,0.70359
347,347,2019,Second Stage of Tertiary Education,male,At least once per week,0.05101,267,27762,0.04259,0.06025
348,348,2019,Second Stage of Tertiary Education,male,At least once per month,0.14651,569,27762,0.12911,0.16425
349,349,2019,Second Stage of Tertiary Education,male,Seldom,0.39144,1521,27762,0.35785,0.4202
350,350,2019,Second Stage of Tertiary Education,male,Never,0.41104,1642,27762,0.38664,0.44044
351,351,2019,Second Stage of Tertiary Education,female,At least once per week,0.02592,134,27762,0.02098,0.03088
352,352,2019,Second Stage of Tertiary Education,female,At least once per month,0.06931,302,27762,0.05872,0.07957
353,353,2019,Second Stage of Tertiary Education,female,Seldom,0.31231,1141,27762,0.28817,0.33904
354,354,2019,Second Stage of Tertiary Education,female,Never,0.59247,1952,27762,0.5573,0.63224
