"pli0089","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Min 1x pro Woche","1997","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1997","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1997","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1997","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1997","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1997","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1997","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1997","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1997","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1997","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1997","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1997","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1997","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1997","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1997","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","1997","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","1997","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1997","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1997","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1997","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1997","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1997","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1997","Realschule","kein Migrationshintergrund","","","",""
"Nie","1997","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1997","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1997","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1997","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1997","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1997","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1997","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1997","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1998","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1998","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1998","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1998","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1998","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1998","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1998","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1998","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1998","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1998","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1998","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1998","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1998","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1998","(noch) kein Abschluss","kein Migrationshintergrund","33","0.102648391759043","0.0685875349280821","0.136709248590004"
"Min 1x pro Woche","1998","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1998","Hauptschule","kein Migrationshintergrund","210","0.0448862909515966","0.0389649207972374","0.0508076611059558"
"Min 1x pro Woche","1998","Hauptschule","direkter Migrationshintergrund","53","0.0392479959867371","0.0283202124591693","0.0501757795143048"
"Min 1x pro Woche","1998","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1998","Realschule","kein Migrationshintergrund","186","0.0612003376737784","0.052746131851953","0.0696545434956037"
"Min 1x pro Woche","1998","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1998","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1998","(Fach-)Abitur","kein Migrationshintergrund","42","0.053978536885192","0.0384452319720491","0.0695118417983349"
"Min 1x pro Woche","1998","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1998","AkademikerIn","kein Migrationshintergrund","50","0.0297754832708076","0.0217938908367283","0.0377570757048868"
"Min 1x pro Woche","1998","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1998","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","kein Migrationshintergrund","52","0.183495921806238","0.140055847573695","0.22693599603878"
"Min 1x pro Monat","1998","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1998","Hauptschule","kein Migrationshintergrund","324","0.0647837452117622","0.0577444875871029","0.0718230028364216"
"Min 1x pro Monat","1998","Hauptschule","direkter Migrationshintergrund","78","0.0664031082586604","0.0523913836322812","0.0804148328850396"
"Min 1x pro Monat","1998","Hauptschule","indirekter Migrationshintergrund","34","0.131717939476285","0.0870300721661679","0.176405806786401"
"Min 1x pro Monat","1998","Realschule","kein Migrationshintergrund","256","0.0847990965783708","0.0749734016022537","0.0946247915544878"
"Min 1x pro Monat","1998","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1998","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1998","(Fach-)Abitur","kein Migrationshintergrund","90","0.117414016333559","0.0952860601238969","0.139541972543221"
"Min 1x pro Monat","1998","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1998","AkademikerIn","kein Migrationshintergrund","130","0.0813796884772145","0.0685401311969974","0.0942192457574316"
"Min 1x pro Monat","1998","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1998","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1998","(noch) kein Abschluss","kein Migrationshintergrund","120","0.371844848579339","0.317605743051247","0.426083954107431"
"Seltener","1998","(noch) kein Abschluss","direkter Migrationshintergrund","60","0.121689085513625","0.0907887057611712","0.15258946526608"
"Seltener","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","34","0.398152437231267","0.291548431508151","0.504756442954383"
"Seltener","1998","Hauptschule","kein Migrationshintergrund","1263","0.258296420480472","0.245779076347084","0.270813764613861"
"Seltener","1998","Hauptschule","direkter Migrationshintergrund","259","0.220358365492365","0.197032918586099","0.243683812398631"
"Seltener","1998","Hauptschule","indirekter Migrationshintergrund","68","0.331285184274299","0.26908978929854","0.393480579250057"
"Seltener","1998","Realschule","kein Migrationshintergrund","1070","0.349006761480871","0.332194946395141","0.3658185765666"
"Seltener","1998","Realschule","direkter Migrationshintergrund","40","0.232224073870071","0.162773668676931","0.30167447906321"
"Seltener","1998","Realschule","indirekter Migrationshintergrund","60","0.417872199993159","0.334051133885601","0.501693266100718"
"Seltener","1998","(Fach-)Abitur","kein Migrationshintergrund","329","0.373072358630953","0.339828757423512","0.406315959838395"
"Seltener","1998","(Fach-)Abitur","direkter Migrationshintergrund","62","0.252135590982516","0.198942329640622","0.305328852324409"
"Seltener","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1998","AkademikerIn","kein Migrationshintergrund","586","0.319551230085882","0.297653858953091","0.341448601218674"
"Seltener","1998","AkademikerIn","direkter Migrationshintergrund","62","0.371080559400553","0.302389074977047","0.439772043824059"
"Seltener","1998","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1998","(noch) kein Abschluss","kein Migrationshintergrund","100","0.34201083785538","0.288772133741203","0.395249541969557"
"Nie","1998","(noch) kein Abschluss","direkter Migrationshintergrund","331","0.779617917561806","0.740439859065522","0.818795976058091"
"Nie","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1998","Hauptschule","kein Migrationshintergrund","2891","0.630278925880173","0.616473770245854","0.644084081514491"
"Nie","1998","Hauptschule","direkter Migrationshintergrund","822","0.67284946379485","0.64644663472443","0.69925229286527"
"Nie","1998","Hauptschule","indirekter Migrationshintergrund","95","0.403702393026415","0.338868970899992","0.468535815152839"
"Nie","1998","Realschule","kein Migrationshintergrund","1574","0.504356253814237","0.486721761312862","0.521990746315613"
"Nie","1998","Realschule","direkter Migrationshintergrund","80","0.639449096758463","0.560473993593891","0.718424199923036"
"Nie","1998","Realschule","indirekter Migrationshintergrund","48","0.358988732433938","0.277462849472826","0.44051461539505"
"Nie","1998","(Fach-)Abitur","kein Migrationshintergrund","350","0.452537482056714","0.418323211011931","0.486751753101496"
"Nie","1998","(Fach-)Abitur","direkter Migrationshintergrund","162","0.651931891692918","0.593579140315827","0.710284643070009"
"Nie","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1998","AkademikerIn","kein Migrationshintergrund","976","0.569293598166096","0.546040392691617","0.592546803640574"
"Nie","1998","AkademikerIn","direkter Migrationshintergrund","111","0.552673797716742","0.481974044631333","0.623373550802152"
"Nie","1998","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1999","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1999","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1999","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1999","Realschule","kein Migrationshintergrund","","","",""
"Nie","1999","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2000","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2000","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2000","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2000","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2000","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2000","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2000","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2000","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2000","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2000","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2000","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2000","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2000","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2000","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2000","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2000","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2000","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2000","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2000","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2000","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2000","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2000","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2000","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2000","Realschule","kein Migrationshintergrund","","","",""
"Nie","2000","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2000","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2000","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2000","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2000","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2000","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2000","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2000","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2001","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2001","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2001","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2001","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2001","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2001","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2001","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2001","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2001","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2001","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2001","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2001","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2001","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2001","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2001","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2001","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2001","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2001","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2001","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2001","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2001","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2001","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2001","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2001","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2001","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
