,Unnamed: 0,year,pgisced97,regtyp,pli0089,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
283,283,2018,Upper Secondary Level,Urban regions,Never,0.71738,245,2662,0.61807,0.8145
284,284,2018,Upper Secondary Level,Rural regions,Never,1.0,92,2662,0.75229,1.21222
285,285,2018,Post-secondary Non-tertiary Level,Urban regions,Never,1.0,32,2662,0.64734,1.39789
286,286,2018,Second Stage of Tertiary Education,Urban regions,At least once per week,0.06635,34,2662,0.04297,0.09126
287,287,2018,Second Stage of Tertiary Education,Urban regions,At least once per month,0.08817,39,2662,0.06174,0.11585
288,288,2018,Second Stage of Tertiary Education,Urban regions,Seldom,0.27033,103,2662,0.21077,0.33526
289,289,2018,Second Stage of Tertiary Education,Urban regions,Never,0.57515,258,2662,0.50194,0.65619
290,290,2018,Second Stage of Tertiary Education,Rural regions,Never,1.0,82,2662,0.73834,1.22018
291,291,2019,Pre-primary Level,Urban regions,At least once per month,0.25174,43,27291,0.16727,0.35418
292,292,2019,Pre-primary Level,Urban regions,Seldom,0.36936,79,27291,0.25699,0.49994
293,293,2019,Pre-primary Level,Urban regions,Never,0.37889,101,27291,0.26677,0.49804
294,294,2019,Pre-primary Level,Rural regions,Seldom,0.37024,32,27291,0.24249,0.5122
295,295,2019,Pre-primary Level,Rural regions,Never,0.62976,31,27291,0.39222,0.9154
296,296,2019,Primary Level,Urban regions,At least once per week,0.06019,84,27291,0.02522,0.09711
297,297,2019,Primary Level,Urban regions,At least once per month,0.07991,68,27291,0.03751,0.13773
298,298,2019,Primary Level,Urban regions,Seldom,0.10807,156,27291,0.06903,0.15265
299,299,2019,Primary Level,Urban regions,Never,0.75184,772,27291,0.63529,0.89949
300,300,2019,Primary Level,Rural regions,At least once per week,0.05839,32,27291,0.0225,0.11443
301,301,2019,Primary Level,Rural regions,At least once per month,0.04641,33,27291,0.01716,0.09244
302,302,2019,Primary Level,Rural regions,Seldom,0.11756,78,27291,0.07049,0.1842
303,303,2019,Primary Level,Rural regions,Never,0.77763,289,27291,0.6054,1.05208
304,304,2019,Lower Secondary Level,Urban regions,At least once per week,0.05694,126,27291,0.04251,0.07102
305,305,2019,Lower Secondary Level,Urban regions,At least once per month,0.08204,122,27291,0.05921,0.10431
306,306,2019,Lower Secondary Level,Urban regions,Seldom,0.17957,375,27291,0.15481,0.20333
307,307,2019,Lower Secondary Level,Urban regions,Never,0.68145,1285,27291,0.62485,0.73427
308,308,2019,Lower Secondary Level,Rural regions,At least once per week,0.05428,72,27291,0.04064,0.07027
309,309,2019,Lower Secondary Level,Rural regions,At least once per month,0.06073,74,27291,0.04281,0.08139
310,310,2019,Lower Secondary Level,Rural regions,Seldom,0.1803,223,27291,0.15096,0.21255
311,311,2019,Lower Secondary Level,Rural regions,Never,0.70469,710,27291,0.63342,0.78625
312,312,2019,Upper Secondary Level,Urban regions,At least once per week,0.05477,448,27291,0.04865,0.06093
313,313,2019,Upper Secondary Level,Urban regions,At least once per month,0.0888,665,27291,0.07906,0.09749
314,314,2019,Upper Secondary Level,Urban regions,Seldom,0.28679,1959,27291,0.27107,0.30297
315,315,2019,Upper Secondary Level,Urban regions,Never,0.56964,3847,27291,0.54902,0.59189
316,316,2019,Upper Secondary Level,Rural regions,At least once per week,0.06009,288,27291,0.04984,0.06789
317,317,2019,Upper Secondary Level,Rural regions,At least once per month,0.11122,459,27291,0.09848,0.12857
318,318,2019,Upper Secondary Level,Rural regions,Seldom,0.29478,1322,27291,0.27545,0.3152
319,319,2019,Upper Secondary Level,Rural regions,Never,0.5339,2349,27291,0.51272,0.55834
320,320,2019,Post-secondary Non-tertiary Level,Urban regions,At least once per week,0.05753,108,27291,0.04494,0.06985
321,321,2019,Post-secondary Non-tertiary Level,Urban regions,At least once per month,0.12259,170,27291,0.09774,0.14794
322,322,2019,Post-secondary Non-tertiary Level,Urban regions,Seldom,0.32623,535,27291,0.29067,0.36945
323,323,2019,Post-secondary Non-tertiary Level,Urban regions,Never,0.49364,755,27291,0.44047,0.53338
324,324,2019,Post-secondary Non-tertiary Level,Rural regions,At least once per week,0.03989,43,27291,0.02767,0.05425
325,325,2019,Post-secondary Non-tertiary Level,Rural regions,At least once per month,0.11476,77,27291,0.08521,0.14677
326,326,2019,Post-secondary Non-tertiary Level,Rural regions,Seldom,0.36002,228,27291,0.30272,0.42396
327,327,2019,Post-secondary Non-tertiary Level,Rural regions,Never,0.48532,272,27291,0.40662,0.56734
328,328,2019,First Stage of Tertiary Education,Urban regions,At least once per week,0.06274,70,27291,0.04491,0.08008
329,329,2019,First Stage of Tertiary Education,Urban regions,At least once per month,0.10191,110,27291,0.07818,0.13
330,330,2019,First Stage of Tertiary Education,Urban regions,Seldom,0.36896,350,27291,0.32382,0.40861
331,331,2019,First Stage of Tertiary Education,Urban regions,Never,0.46639,413,27291,0.40673,0.53321
332,332,2019,First Stage of Tertiary Education,Rural regions,At least once per week,0.05663,53,27291,0.04382,0.07388
333,333,2019,First Stage of Tertiary Education,Rural regions,At least once per month,0.11173,93,27291,0.08708,0.14477
334,334,2019,First Stage of Tertiary Education,Rural regions,Seldom,0.39001,253,27291,0.31255,0.45376
335,335,2019,First Stage of Tertiary Education,Rural regions,Never,0.44162,294,27291,0.38848,0.51175
336,336,2019,Second Stage of Tertiary Education,Urban regions,At least once per week,0.03545,277,27291,0.02956,0.04036
337,337,2019,Second Stage of Tertiary Education,Urban regions,At least once per month,0.11084,616,27291,0.09647,0.12385
338,338,2019,Second Stage of Tertiary Education,Urban regions,Seldom,0.34924,1851,27291,0.32864,0.37101
339,339,2019,Second Stage of Tertiary Education,Urban regions,Never,0.50446,2585,27291,0.47363,0.53425
340,340,2019,Second Stage of Tertiary Education,Rural regions,At least once per week,0.05324,120,27291,0.03766,0.07218
341,341,2019,Second Stage of Tertiary Education,Rural regions,At least once per month,0.11533,243,27291,0.09837,0.1377
342,342,2019,Second Stage of Tertiary Education,Rural regions,Seldom,0.37714,749,27291,0.33812,0.4221
343,343,2019,Second Stage of Tertiary Education,Rural regions,Never,0.45429,904,27291,0.41493,0.49736
