year,age_gr,quintil_oecd,plb0218_v1,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2013,17-29 y.,2nd Quintile,"Yes, every 3-4 weeks",0.05994,50,476,0.03859,0.08128
2013,17-29 y.,2nd Quintile,"Yes, less frequently",0.08847,75,476,0.06293,0.11401
2013,17-29 y.,3rd Quintile,"No, never",0.28294,181,426,0.24011,0.32576
2013,17-29 y.,3rd Quintile,"Yes, every week",0.08804,69,426,0.06110,0.11498
2013,17-29 y.,3rd Quintile,"Yes, every 2 weeks",0.11765,76,426,0.08702,0.14829
2013,17-29 y.,3rd Quintile,"Yes, every 3-4 weeks",0.04113,37,426,0.02225,0.06001
2013,17-29 y.,3rd Quintile,"Yes, less frequently",0.09353,63,426,0.06585,0.12122
2013,17-29 y.,4th Quintile,"No, never",0.30545,185,366,0.25820,0.35270
2013,17-29 y.,4th Quintile,"Yes, every week",0.06849,58,366,0.04258,0.09441
2013,17-29 y.,4th Quintile,"Yes, every 2 weeks",0.07782,43,366,0.05034,0.10530
2013,17-29 y.,4th Quintile,"Yes, less frequently",0.15054,80,366,0.11386,0.18723
2013,17-29 y.,5th Quintile,"No, never",0.31595,135,223,0.25480,0.37711
2013,17-29 y.,5th Quintile,"Yes, every 2 weeks",0.07602,34,223,0.04115,0.11088
2013,17-29 y.,5th Quintile,"Yes, less frequently",0.13145,54,223,0.08701,0.17590
2013,30-45 y.,1st Quintile,"No, never",0.19236,381,1062,0.16865,0.21608
2013,30-45 y.,1st Quintile,"Yes, every week",0.11523,189,1062,0.09601,0.13444
2013,30-45 y.,1st Quintile,"Yes, every 2 weeks",0.13082,230,1062,0.11053,0.15111
2013,30-45 y.,1st Quintile,"Yes, every 3-4 weeks",0.04380,81,1062,0.03148,0.05611
2013,30-45 y.,1st Quintile,"Yes, less frequently",0.10976,181,1062,0.09095,0.12857
2013,30-45 y.,2nd Quintile,"No, never",0.30255,554,1464,0.27901,0.32609
2013,30-45 y.,2nd Quintile,"Yes, every week",0.11363,185,1464,0.09737,0.12989
2013,30-45 y.,2nd Quintile,"Yes, every 2 weeks",0.17756,304,1464,0.15797,0.19714
2013,30-45 y.,2nd Quintile,"Yes, every 3-4 weeks",0.06547,140,1464,0.05279,0.07814
2013,30-45 y.,2nd Quintile,"Yes, less frequently",0.15433,281,1464,0.13582,0.17284
2013,30-45 y.,3rd Quintile,"No, never",0.31834,540,1356,0.29353,0.34314
2013,30-45 y.,3rd Quintile,"Yes, every week",0.09863,136,1356,0.08275,0.11451
2013,30-45 y.,3rd Quintile,"Yes, every 2 weeks",0.15957,230,1356,0.14007,0.17907
2013,30-45 y.,3rd Quintile,"Yes, every 3-4 weeks",0.07880,129,1356,0.06445,0.09314
2013,30-45 y.,3rd Quintile,"Yes, less frequently",0.21950,321,1356,0.19746,0.24154
2013,30-45 y.,4th Quintile,"No, never",0.30062,504,1352,0.27617,0.32508
2013,30-45 y.,4th Quintile,"Yes, every week",0.10022,160,1352,0.08420,0.11623
2013,30-45 y.,4th Quintile,"Yes, every 2 weeks",0.14872,193,1352,0.12975,0.16770
2013,30-45 y.,4th Quintile,"Yes, every 3-4 weeks",0.07107,114,1352,0.05737,0.08477
2013,30-45 y.,4th Quintile,"Yes, less frequently",0.28240,381,1352,0.25840,0.30641
2013,30-45 y.,5th Quintile,"No, never",0.28570,451,1250,0.26064,0.31075
2013,30-45 y.,5th Quintile,"Yes, every week",0.12686,147,1250,0.10840,0.14532
2013,30-45 y.,5th Quintile,"Yes, every 2 weeks",0.08797,139,1250,0.07226,0.10368
2013,30-45 y.,5th Quintile,"Yes, every 3-4 weeks",0.09981,127,1250,0.08319,0.11643
2013,30-45 y.,5th Quintile,"Yes, less frequently",0.32608,386,1250,0.30008,0.35208
2013,46-65 y.,1st Quintile,"No, never",0.13838,297,705,0.11287,0.16389
2013,46-65 y.,1st Quintile,"Yes, every week",0.08492,118,705,0.06433,0.10551
2013,46-65 y.,1st Quintile,"Yes, every 2 weeks",0.05541,113,705,0.03851,0.07231
2013,46-65 y.,1st Quintile,"Yes, every 3-4 weeks",0.03590,54,705,0.02216,0.04964
2013,46-65 y.,1st Quintile,"Yes, less frequently",0.07351,123,705,0.05423,0.09279
2013,46-65 y.,2nd Quintile,"No, never",0.25442,384,978,0.22711,0.28173
2013,46-65 y.,2nd Quintile,"Yes, every week",0.08842,134,978,0.07061,0.10622
2013,46-65 y.,2nd Quintile,"Yes, every 2 weeks",0.10746,155,978,0.08804,0.12688
2013,46-65 y.,2nd Quintile,"Yes, every 3-4 weeks",0.07213,73,978,0.05591,0.08835
2013,46-65 y.,2nd Quintile,"Yes, less frequently",0.15462,232,978,0.13195,0.17729
2013,46-65 y.,3rd Quintile,"No, never",0.26257,458,1208,0.23775,0.28740
2013,46-65 y.,3rd Quintile,"Yes, every week",0.08815,135,1208,0.07215,0.10414
2013,46-65 y.,3rd Quintile,"Yes, every 2 weeks",0.13372,202,1208,0.11452,0.15292
2013,46-65 y.,3rd Quintile,"Yes, every 3-4 weeks",0.06911,109,1208,0.05480,0.08342
2013,46-65 y.,3rd Quintile,"Yes, less frequently",0.16456,304,1208,0.14364,0.18548
2013,46-65 y.,4th Quintile,"No, never",0.30254,608,1541,0.27960,0.32548
2013,46-65 y.,4th Quintile,"Yes, every week",0.08709,171,1541,0.07301,0.10117
2013,46-65 y.,4th Quintile,"Yes, every 2 weeks",0.12908,239,1541,0.11233,0.14583
2013,46-65 y.,4th Quintile,"Yes, every 3-4 weeks",0.07186,142,1541,0.05896,0.08476
2013,46-65 y.,4th Quintile,"Yes, less frequently",0.20523,381,1541,0.18505,0.22540
2013,46-65 y.,5th Quintile,"No, never",0.30145,813,2251,0.28249,0.32041
2013,46-65 y.,5th Quintile,"Yes, every week",0.12327,348,2251,0.10968,0.13685
2013,46-65 y.,5th Quintile,"Yes, every 2 weeks",0.09854,242,2251,0.08622,0.11085
2013,46-65 y.,5th Quintile,"Yes, every 3-4 weeks",0.07323,192,2251,0.06247,0.08400
2013,46-65 y.,5th Quintile,"Yes, less frequently",0.25480,656,2251,0.23679,0.27281
2013,66 and older,5th Quintile,"No, never",0.04674,40,80,0.00019,0.09328
2013,66 and older,5th Quintile,"Yes, less frequently",0.03144,40,80,-0.00704,0.06991
2015,17-29 y.,1st Quintile,"No, never",0.19101,237,583,0.15907,0.22294
2015,17-29 y.,1st Quintile,"Yes, every week",0.10557,118,583,0.08060,0.13053
2015,17-29 y.,1st Quintile,"Yes, every 2 weeks",0.12398,119,583,0.09720,0.15075
2015,17-29 y.,1st Quintile,"Yes, every 3-4 weeks",0.02664,36,583,0.01356,0.03973
2015,17-29 y.,1st Quintile,"Yes, less frequently",0.04989,73,583,0.03220,0.06758
2015,17-29 y.,2nd Quintile,"No, never",0.24274,206,529,0.20617,0.27931
2015,17-29 y.,2nd Quintile,"Yes, every week",0.08629,87,529,0.06234,0.11024
2015,17-29 y.,2nd Quintile,"Yes, every 2 weeks",0.12286,104,529,0.09485,0.15086
2015,17-29 y.,2nd Quintile,"Yes, every 3-4 weeks",0.04635,36,529,0.02841,0.06428
2015,17-29 y.,2nd Quintile,"Yes, less frequently",0.11576,96,529,0.08847,0.14305
2015,17-29 y.,3rd Quintile,"No, never",0.28899,219,506,0.24946,0.32853
2015,17-29 y.,3rd Quintile,"Yes, every week",0.08524,79,506,0.06089,0.10960
2015,17-29 y.,3rd Quintile,"Yes, every 2 weeks",0.12175,90,506,0.09323,0.15027
2015,17-29 y.,3rd Quintile,"Yes, every 3-4 weeks",0.06909,43,506,0.04697,0.09121
2015,17-29 y.,3rd Quintile,"Yes, less frequently",0.10820,75,506,0.08111,0.13529
2015,17-29 y.,4th Quintile,"No, never",0.28262,197,445,0.24074,0.32450
2015,17-29 y.,4th Quintile,"Yes, every week",0.06178,52,445,0.03939,0.08418
2015,17-29 y.,4th Quintile,"Yes, every 2 weeks",0.12997,70,445,0.09869,0.16124
2015,17-29 y.,4th Quintile,"Yes, every 3-4 weeks",0.05275,32,445,0.03196,0.07354
2015,17-29 y.,4th Quintile,"Yes, less frequently",0.17995,94,445,0.14422,0.21568
2015,17-29 y.,5th Quintile,"No, never",0.30165,125,214,0.24001,0.36329
2015,17-29 y.,5th Quintile,"Yes, every week",0.08418,35,214,0.04689,0.12146
2015,17-29 y.,5th Quintile,"Yes, less frequently",0.12219,54,214,0.07821,0.16617
2015,30-45 y.,1st Quintile,"No, never",0.21987,319,876,0.19243,0.24731
2015,30-45 y.,1st Quintile,"Yes, every week",0.10834,164,876,0.08775,0.12894
2015,30-45 y.,1st Quintile,"Yes, every 2 weeks",0.12483,190,876,0.10293,0.14673
2015,30-45 y.,1st Quintile,"Yes, every 3-4 weeks",0.04659,72,876,0.03263,0.06056
2015,30-45 y.,1st Quintile,"Yes, less frequently",0.07834,131,876,0.06053,0.09614
2015,30-45 y.,2nd Quintile,"No, never",0.28119,491,1359,0.25728,0.30510
2015,30-45 y.,2nd Quintile,"Yes, every week",0.13511,184,1359,0.11693,0.15329
2015,30-45 y.,2nd Quintile,"Yes, every 2 weeks",0.16896,286,1359,0.14903,0.18889
2015,30-45 y.,2nd Quintile,"Yes, every 3-4 weeks",0.07006,123,1359,0.05648,0.08363
2015,30-45 y.,2nd Quintile,"Yes, less frequently",0.17122,275,1359,0.15118,0.19125
2015,30-45 y.,3rd Quintile,"No, never",0.34078,555,1310,0.31510,0.36645
2015,30-45 y.,3rd Quintile,"Yes, every week",0.09779,134,1310,0.08170,0.11388
2015,30-45 y.,3rd Quintile,"Yes, every 2 weeks",0.12975,202,1310,0.11154,0.14795
2015,30-45 y.,3rd Quintile,"Yes, every 3-4 weeks",0.08976,128,1310,0.07427,0.10524
2015,30-45 y.,3rd Quintile,"Yes, less frequently",0.19443,291,1310,0.17299,0.21587
2015,30-45 y.,4th Quintile,"No, never",0.33344,503,1215,0.30692,0.35996
2015,30-45 y.,4th Quintile,"Yes, every week",0.09349,134,1215,0.07711,0.10987
2015,30-45 y.,4th Quintile,"Yes, every 2 weeks",0.12310,139,1215,0.10462,0.14158
2015,30-45 y.,4th Quintile,"Yes, every 3-4 weeks",0.09079,112,1215,0.07463,0.10695
2015,30-45 y.,4th Quintile,"Yes, less frequently",0.26533,327,1215,0.24049,0.29017
2015,30-45 y.,5th Quintile,"No, never",0.32109,445,1131,0.29387,0.34832
2015,30-45 y.,5th Quintile,"Yes, every week",0.11967,130,1131,0.10075,0.13860
2015,30-45 y.,5th Quintile,"Yes, every 2 weeks",0.08670,110,1131,0.07030,0.10311
2015,30-45 y.,5th Quintile,"Yes, every 3-4 weeks",0.12961,132,1131,0.11003,0.14919
2015,30-45 y.,5th Quintile,"Yes, less frequently",0.28717,314,1131,0.26079,0.31355
2015,46-65 y.,1st Quintile,"No, never",0.16233,294,732,0.13559,0.18906
2015,46-65 y.,1st Quintile,"Yes, every week",0.06659,104,732,0.04852,0.08467
2015,46-65 y.,1st Quintile,"Yes, every 2 weeks",0.08719,134,732,0.06674,0.10764
2015,46-65 y.,1st Quintile,"Yes, every 3-4 weeks",0.02121,48,732,0.01076,0.03165
2015,46-65 y.,1st Quintile,"Yes, less frequently",0.08680,152,732,0.06639,0.10721
2015,46-65 y.,2nd Quintile,"No, never",0.24481,400,1034,0.21859,0.27104
2015,46-65 y.,2nd Quintile,"Yes, every week",0.08936,153,1034,0.07197,0.10676
2015,46-65 y.,2nd Quintile,"Yes, every 2 weeks",0.10668,167,1034,0.08785,0.12550
2015,46-65 y.,2nd Quintile,"Yes, every 3-4 weeks",0.05803,81,1034,0.04378,0.07229
2015,46-65 y.,2nd Quintile,"Yes, less frequently",0.13989,233,1034,0.11873,0.16104
2015,46-65 y.,3rd Quintile,"No, never",0.29403,484,1221,0.26846,0.31960
2015,46-65 y.,3rd Quintile,"Yes, every week",0.10281,140,1221,0.08577,0.11985
2015,46-65 y.,3rd Quintile,"Yes, every 2 weeks",0.15770,219,1221,0.13725,0.17815
2015,46-65 y.,3rd Quintile,"Yes, every 3-4 weeks",0.05205,92,1221,0.03958,0.06451
2015,46-65 y.,3rd Quintile,"Yes, less frequently",0.18656,286,1221,0.16470,0.20842
2015,46-65 y.,4th Quintile,"No, never",0.33303,629,1623,0.31009,0.35596
2015,46-65 y.,4th Quintile,"Yes, every week",0.09636,195,1623,0.08200,0.11073
2015,46-65 y.,4th Quintile,"Yes, every 2 weeks",0.13816,245,1623,0.12136,0.15495
2015,46-65 y.,4th Quintile,"Yes, every 3-4 weeks",0.07497,147,1623,0.06215,0.08778
2015,46-65 y.,4th Quintile,"Yes, less frequently",0.20846,407,1623,0.18870,0.22823
2015,46-65 y.,5th Quintile,"No, never",0.30773,800,2128,0.28812,0.32735
2015,46-65 y.,5th Quintile,"Yes, every week",0.12087,301,2128,0.10701,0.13472
2015,46-65 y.,5th Quintile,"Yes, every 2 weeks",0.10372,230,2128,0.09077,0.11668
2015,46-65 y.,5th Quintile,"Yes, every 3-4 weeks",0.07104,172,2128,0.06013,0.08196
2015,46-65 y.,5th Quintile,"Yes, less frequently",0.25438,625,2128,0.23587,0.27289
2015,66 and older,2nd Quintile,"No, never",0.02318,32,32,-0.02979,0.07616
2015,66 and older,5th Quintile,"No, never",0.05882,46,86,0.00880,0.10884
2015,66 and older,5th Quintile,"Yes, less frequently",0.03358,40,86,-0.00472,0.07188
2017,17-29 y.,1st Quintile,"No, never",0.20239,244,583,0.16974,0.23503
2017,17-29 y.,1st Quintile,"Yes, every week",0.09335,120,583,0.06971,0.11699
2017,17-29 y.,1st Quintile,"Yes, every 2 weeks",0.07509,90,583,0.05368,0.09650
2017,17-29 y.,1st Quintile,"Yes, every 3-4 weeks",0.03541,53,583,0.02039,0.05042
2017,17-29 y.,1st Quintile,"Yes, less frequently",0.06833,76,583,0.04783,0.08883
2017,17-29 y.,2nd Quintile,"No, never",0.24363,203,477,0.20506,0.28219
2017,17-29 y.,2nd Quintile,"Yes, every week",0.11449,82,477,0.08589,0.14310
2017,17-29 y.,2nd Quintile,"Yes, every 2 weeks",0.11155,89,477,0.08327,0.13984
2017,17-29 y.,2nd Quintile,"Yes, every 3-4 weeks",0.05820,46,477,0.03716,0.07923
2017,17-29 y.,2nd Quintile,"Yes, less frequently",0.06456,57,477,0.04248,0.08664
2017,17-29 y.,3rd Quintile,"No, never",0.31446,209,463,0.27212,0.35680
2017,17-29 y.,3rd Quintile,"Yes, every week",0.09719,75,463,0.07018,0.12420
2017,17-29 y.,3rd Quintile,"Yes, every 2 weeks",0.10666,80,463,0.07851,0.13480
2017,17-29 y.,3rd Quintile,"Yes, every 3-4 weeks",0.06879,42,463,0.04571,0.09187
2017,17-29 y.,3rd Quintile,"Yes, less frequently",0.06666,57,463,0.04392,0.08941
2017,17-29 y.,4th Quintile,"No, never",0.29860,184,403,0.25386,0.34334
2017,17-29 y.,4th Quintile,"Yes, every week",0.08280,58,403,0.05586,0.10974
2017,17-29 y.,4th Quintile,"Yes, every 2 weeks",0.10965,65,403,0.07910,0.14019
2017,17-29 y.,4th Quintile,"Yes, every 3-4 weeks",0.04448,36,403,0.02433,0.06463
2017,17-29 y.,4th Quintile,"Yes, less frequently",0.12095,60,403,0.08907,0.15282
2017,17-29 y.,5th Quintile,"No, never",0.36361,131,250,0.30386,0.42336
2017,17-29 y.,5th Quintile,"Yes, every week",0.07177,34,250,0.03971,0.10383
2017,17-29 y.,5th Quintile,"Yes, every 2 weeks",0.05320,33,250,0.02533,0.08108
2017,17-29 y.,5th Quintile,"Yes, less frequently",0.14134,52,250,0.09807,0.18461
2017,30-45 y.,1st Quintile,"No, never",0.25721,349,820,0.22727,0.28715
2017,30-45 y.,1st Quintile,"Yes, every week",0.10142,153,820,0.08074,0.12209
2017,30-45 y.,1st Quintile,"Yes, every 2 weeks",0.07139,153,820,0.05376,0.08903
2017,30-45 y.,1st Quintile,"Yes, every 3-4 weeks",0.05027,68,820,0.03530,0.06523
2017,30-45 y.,1st Quintile,"Yes, less frequently",0.06567,97,820,0.04870,0.08263
2017,30-45 y.,2nd Quintile,"No, never",0.30545,465,1235,0.27975,0.33115
2017,30-45 y.,2nd Quintile,"Yes, every week",0.08629,153,1235,0.07062,0.10195
2017,30-45 y.,2nd Quintile,"Yes, every 2 weeks",0.15942,243,1235,0.13899,0.17984
2017,30-45 y.,2nd Quintile,"Yes, every 3-4 weeks",0.09184,149,1235,0.07572,0.10795
2017,30-45 y.,2nd Quintile,"Yes, less frequently",0.19806,225,1235,0.17583,0.22030
2017,30-45 y.,3rd Quintile,"No, never",0.39404,489,1100,0.36515,0.42293
2017,30-45 y.,3rd Quintile,"Yes, every week",0.08246,103,1100,0.06620,0.09872
2017,30-45 y.,3rd Quintile,"Yes, every 2 weeks",0.14776,190,1100,0.12678,0.16875
2017,30-45 y.,3rd Quintile,"Yes, every 3-4 weeks",0.05689,87,1100,0.04320,0.07059
2017,30-45 y.,3rd Quintile,"Yes, less frequently",0.21079,231,1100,0.18668,0.23490
2017,30-45 y.,4th Quintile,"No, never",0.38307,444,1026,0.35331,0.41283
2017,30-45 y.,4th Quintile,"Yes, every week",0.11199,127,1026,0.09269,0.13130
2017,30-45 y.,4th Quintile,"Yes, every 2 weeks",0.13785,131,1026,0.11674,0.15895
2017,30-45 y.,4th Quintile,"Yes, every 3-4 weeks",0.09245,97,1026,0.07471,0.11018
2017,30-45 y.,4th Quintile,"Yes, less frequently",0.19641,227,1026,0.17209,0.22073
2017,30-45 y.,5th Quintile,"No, never",0.31965,377,911,0.28935,0.34995
2017,30-45 y.,5th Quintile,"Yes, every week",0.14114,112,911,0.11852,0.16376
2017,30-45 y.,5th Quintile,"Yes, every 2 weeks",0.10120,94,911,0.08160,0.12079
2017,30-45 y.,5th Quintile,"Yes, every 3-4 weeks",0.10315,95,911,0.08339,0.12292
2017,30-45 y.,5th Quintile,"Yes, less frequently",0.25925,233,911,0.23077,0.28772
2017,46-65 y.,1st Quintile,"No, never",0.19482,295,669,0.16479,0.22486
2017,46-65 y.,1st Quintile,"Yes, every week",0.08654,121,669,0.06522,0.10786
2017,46-65 y.,1st Quintile,"Yes, every 2 weeks",0.06470,109,669,0.04604,0.08335
2017,46-65 y.,1st Quintile,"Yes, every 3-4 weeks",0.01865,57,669,0.00839,0.02891
2017,46-65 y.,1st Quintile,"Yes, less frequently",0.07239,87,669,0.05274,0.09204
2017,46-65 y.,2nd Quintile,"No, never",0.28818,451,1065,0.26097,0.31540
2017,46-65 y.,2nd Quintile,"Yes, every week",0.09050,137,1065,0.07326,0.10774
2017,46-65 y.,2nd Quintile,"Yes, every 2 weeks",0.13403,192,1065,0.11356,0.15450
2017,46-65 y.,2nd Quintile,"Yes, every 3-4 weeks",0.06977,127,1065,0.05446,0.08507
2017,46-65 y.,2nd Quintile,"Yes, less frequently",0.10615,158,1065,0.08764,0.12465
2017,46-65 y.,3rd Quintile,"No, never",0.31772,521,1212,0.29150,0.34395
2017,46-65 y.,3rd Quintile,"Yes, every week",0.09930,148,1212,0.08246,0.11615
2017,46-65 y.,3rd Quintile,"Yes, every 2 weeks",0.12213,188,1212,0.10369,0.14057
2017,46-65 y.,3rd Quintile,"Yes, every 3-4 weeks",0.07971,135,1212,0.06445,0.09496
2017,46-65 y.,3rd Quintile,"Yes, less frequently",0.16976,220,1212,0.14861,0.19090
2017,46-65 y.,4th Quintile,"No, never",0.37054,666,1536,0.34638,0.39470
2017,46-65 y.,4th Quintile,"Yes, every week",0.08835,187,1536,0.07415,0.10255
2017,46-65 y.,4th Quintile,"Yes, every 2 weeks",0.12750,200,1536,0.11082,0.14419
2017,46-65 y.,4th Quintile,"Yes, every 3-4 weeks",0.07806,161,1536,0.06464,0.09148
2017,46-65 y.,4th Quintile,"Yes, less frequently",0.19231,322,1536,0.17259,0.21202
2017,46-65 y.,5th Quintile,"No, never",0.34159,785,1978,0.32068,0.36249
2017,46-65 y.,5th Quintile,"Yes, every week",0.12164,269,1978,0.10723,0.13605
2017,46-65 y.,5th Quintile,"Yes, every 2 weeks",0.10146,205,1978,0.08815,0.11477
2017,46-65 y.,5th Quintile,"Yes, every 3-4 weeks",0.09158,191,1978,0.07886,0.10429
2017,46-65 y.,5th Quintile,"Yes, less frequently",0.23501,528,1978,0.21632,0.25370
2017,66 and older,2nd Quintile,"No, never",0.02987,33,33,-0.02911,0.08885
2017,66 and older,3rd Quintile,"No, never",0.02929,33,33,-0.02913,0.08771
2017,66 and older,4th Quintile,"No, never",0.04318,39,39,-0.02145,0.10781
2017,66 and older,5th Quintile,"No, never",0.05034,51,84,0.00330,0.09738
2017,66 and older,5th Quintile,"Yes, less frequently",0.03310,33,84,-0.00539,0.07159
2019,17-29 y.,1st Quintile,"No, never",0.20403,254,567,0.17083,0.23723
2019,17-29 y.,1st Quintile,"Yes, every week",0.07800,99,567,0.05591,0.10009
2019,17-29 y.,1st Quintile,"Yes, every 2 weeks",0.09897,96,567,0.07437,0.12357
2019,17-29 y.,1st Quintile,"Yes, every 3-4 weeks",0.04138,52,567,0.02497,0.05779
2019,17-29 y.,1st Quintile,"Yes, less frequently",0.05716,66,567,0.03803,0.07628
2019,17-29 y.,2nd Quintile,"No, never",0.27754,252,560,0.24042,0.31466
2019,17-29 y.,2nd Quintile,"Yes, every week",0.10068,90,560,0.07574,0.12563
2019,17-29 y.,2nd Quintile,"Yes, every 2 weeks",0.11651,108,560,0.08991,0.14310
2019,17-29 y.,2nd Quintile,"Yes, every 3-4 weeks",0.03612,42,560,0.02066,0.05159
2019,17-29 y.,2nd Quintile,"Yes, less frequently",0.08828,68,560,0.06476,0.11180
2019,17-29 y.,3rd Quintile,"No, never",0.37432,269,516,0.33252,0.41612
2019,17-29 y.,3rd Quintile,"Yes, every week",0.07629,67,516,0.05336,0.09921
2019,17-29 y.,3rd Quintile,"Yes, every 2 weeks",0.08170,69,516,0.05805,0.10536
2019,17-29 y.,3rd Quintile,"Yes, every 3-4 weeks",0.06466,43,516,0.04342,0.08591
2019,17-29 y.,3rd Quintile,"Yes, less frequently",0.11105,68,516,0.08391,0.13818
2019,17-29 y.,4th Quintile,"No, never",0.30087,179,381,0.25476,0.34699
2019,17-29 y.,4th Quintile,"Yes, every week",0.10911,49,381,0.07776,0.14046
2019,17-29 y.,4th Quintile,"Yes, every 2 weeks",0.11599,76,381,0.08379,0.14819
2019,17-29 y.,4th Quintile,"Yes, less frequently",0.11758,77,381,0.08519,0.14996
2019,17-29 y.,5th Quintile,"No, never",0.33404,141,261,0.27671,0.39137
2019,17-29 y.,5th Quintile,"Yes, every week",0.07093,33,261,0.03972,0.10213
2019,17-29 y.,5th Quintile,"Yes, every 3-4 weeks",0.09460,37,261,0.05902,0.13017
2019,17-29 y.,5th Quintile,"Yes, less frequently",0.16504,50,261,0.11991,0.21016
2019,30-45 y.,1st Quintile,"No, never",0.27367,341,716,0.24099,0.30635
2019,30-45 y.,1st Quintile,"Yes, every week",0.08470,106,716,0.06429,0.10511
2019,30-45 y.,1st Quintile,"Yes, every 2 weeks",0.09630,122,716,0.07468,0.11792
2019,30-45 y.,1st Quintile,"Yes, every 3-4 weeks",0.03916,56,716,0.02494,0.05337
2019,30-45 y.,1st Quintile,"Yes, less frequently",0.09037,91,716,0.06935,0.11138
2019,30-45 y.,2nd Quintile,"No, never",0.36288,448,1048,0.33376,0.39201
2019,30-45 y.,2nd Quintile,"Yes, every week",0.10030,133,1048,0.08211,0.11850
2019,30-45 y.,2nd Quintile,"Yes, every 2 weeks",0.17646,201,1048,0.15337,0.19956
2019,30-45 y.,2nd Quintile,"Yes, every 3-4 weeks",0.05498,76,1048,0.04117,0.06878
2019,30-45 y.,2nd Quintile,"Yes, less frequently",0.16052,190,1048,0.13829,0.18276
2019,30-45 y.,3rd Quintile,"No, never",0.35974,465,1097,0.33132,0.38815
2019,30-45 y.,3rd Quintile,"Yes, every week",0.08695,120,1097,0.07027,0.10363
2019,30-45 y.,3rd Quintile,"Yes, every 2 weeks",0.15907,187,1097,0.13741,0.18072
2019,30-45 y.,3rd Quintile,"Yes, every 3-4 weeks",0.07518,91,1097,0.05957,0.09079
2019,30-45 y.,3rd Quintile,"Yes, less frequently",0.21635,234,1097,0.19198,0.24073
2019,30-45 y.,4th Quintile,"No, never",0.35998,392,930,0.32911,0.39084
2019,30-45 y.,4th Quintile,"Yes, every week",0.07733,81,930,0.06015,0.09451
2019,30-45 y.,4th Quintile,"Yes, every 2 weeks",0.10609,132,930,0.08628,0.12589
2019,30-45 y.,4th Quintile,"Yes, every 3-4 weeks",0.08781,83,930,0.06961,0.10601
2019,30-45 y.,4th Quintile,"Yes, less frequently",0.24469,242,930,0.21704,0.27233
2019,30-45 y.,5th Quintile,"No, never",0.38569,380,865,0.35323,0.41815
2019,30-45 y.,5th Quintile,"Yes, every week",0.12132,105,865,0.09955,0.14310
2019,30-45 y.,5th Quintile,"Yes, every 2 weeks",0.10073,77,865,0.08066,0.12080
2019,30-45 y.,5th Quintile,"Yes, every 3-4 weeks",0.07598,72,865,0.05831,0.09365
2019,30-45 y.,5th Quintile,"Yes, less frequently",0.25463,231,865,0.22559,0.28368
2019,46-65 y.,1st Quintile,"No, never",0.19435,310,656,0.16405,0.22465
2019,46-65 y.,1st Quintile,"Yes, every week",0.05847,93,656,0.04050,0.07643
2019,46-65 y.,1st Quintile,"Yes, every 2 weeks",0.06750,105,656,0.04829,0.08671
2019,46-65 y.,1st Quintile,"Yes, every 3-4 weeks",0.03728,47,656,0.02277,0.05179
2019,46-65 y.,1st Quintile,"Yes, less frequently",0.07805,101,656,0.05751,0.09860
2019,46-65 y.,2nd Quintile,"No, never",0.28790,494,1098,0.26110,0.31469
2019,46-65 y.,2nd Quintile,"Yes, every week",0.09345,135,1098,0.07623,0.11068
2019,46-65 y.,2nd Quintile,"Yes, every 2 weeks",0.11805,180,1098,0.09895,0.13714
2019,46-65 y.,2nd Quintile,"Yes, every 3-4 weeks",0.08136,119,1098,0.06519,0.09754
2019,46-65 y.,2nd Quintile,"Yes, less frequently",0.12494,170,1098,0.10537,0.14450
2019,46-65 y.,3rd Quintile,"No, never",0.34188,576,1330,0.31638,0.36738
2019,46-65 y.,3rd Quintile,"Yes, every week",0.10687,160,1330,0.09026,0.12348
2019,46-65 y.,3rd Quintile,"Yes, every 2 weeks",0.14908,227,1330,0.12993,0.16823
2019,46-65 y.,3rd Quintile,"Yes, every 3-4 weeks",0.05727,117,1330,0.04477,0.06976
2019,46-65 y.,3rd Quintile,"Yes, less frequently",0.15933,250,1330,0.13966,0.17901
2019,46-65 y.,4th Quintile,"No, never",0.40052,771,1609,0.37657,0.42447
2019,46-65 y.,4th Quintile,"Yes, every week",0.10841,161,1609,0.09321,0.12360
2019,46-65 y.,4th Quintile,"Yes, every 2 weeks",0.11776,231,1609,0.10200,0.13351
2019,46-65 y.,4th Quintile,"Yes, every 3-4 weeks",0.07661,147,1609,0.06361,0.08960
2019,46-65 y.,4th Quintile,"Yes, less frequently",0.17042,299,1609,0.15204,0.18880
2019,46-65 y.,5th Quintile,"No, never",0.36197,935,2237,0.34205,0.38189
2019,46-65 y.,5th Quintile,"Yes, every week",0.10358,256,2237,0.09095,0.11621
2019,46-65 y.,5th Quintile,"Yes, every 2 weeks",0.08462,220,2237,0.07309,0.09616
2019,46-65 y.,5th Quintile,"Yes, every 3-4 weeks",0.09126,213,2237,0.07933,0.10320
2019,46-65 y.,5th Quintile,"Yes, less frequently",0.25322,613,2237,0.23520,0.27125
2019,66 and older,3rd Quintile,"No, never",0.03983,39,39,-0.02235,0.10201
2019,66 and older,4th Quintile,"No, never",0.03737,38,71,-0.00706,0.08180
2019,66 and older,4th Quintile,"Yes, less frequently",0.04045,33,71,-0.00571,0.08660
2019,66 and older,5th Quintile,"No, never",0.07717,75,113,0.02775,0.12659
