year,age_gr,regtyp,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2017,30-45 y.,Urban regions,Yes,0.41277,1886,2376,0.39297,0.43257
2017,30-45 y.,Urban regions,No,0.09846,490,2376,0.08648,0.11045
2017,30-45 y.,Rural regions,Yes,0.42519,981,1297,0.39827,0.45210
2017,30-45 y.,Rural regions,No,0.14222,316,1297,0.12321,0.16124
2017,46-65 y.,Urban regions,Yes,0.33451,2143,2847,0.31717,0.35184
2017,46-65 y.,Urban regions,No,0.11135,704,2847,0.09979,0.12290
2017,46-65 y.,Rural regions,Yes,0.32269,1206,1673,0.30028,0.34510
2017,46-65 y.,Rural regions,No,0.12291,467,1673,0.10717,0.13864
2018,17-29 y.,Urban regions,Yes,0.28907,791,1056,0.26172,0.31643
2018,17-29 y.,Urban regions,No,0.08190,265,1056,0.06535,0.09845
2018,17-29 y.,Rural regions,Yes,0.32354,429,556,0.28462,0.36246
2018,17-29 y.,Rural regions,No,0.09276,127,556,0.06862,0.11689
2018,30-45 y.,Urban regions,Yes,0.45465,1867,2454,0.43494,0.47435
2018,30-45 y.,Urban regions,No,0.11625,587,2454,0.10356,0.12893
2018,30-45 y.,Rural regions,Yes,0.43889,966,1299,0.41189,0.46589
2018,30-45 y.,Rural regions,No,0.16302,333,1299,0.14292,0.18311
2018,46-65 y.,Urban regions,Yes,0.36562,2197,3000,0.34839,0.38286
2018,46-65 y.,Urban regions,No,0.12727,803,3000,0.11534,0.13920
2018,46-65 y.,Rural regions,Yes,0.34368,1179,1722,0.32125,0.36612
2018,46-65 y.,Rural regions,No,0.14587,543,1722,0.12919,0.16254
2019,17-29 y.,Urban regions,Yes,0.28997,685,904,0.26038,0.31957
2019,17-29 y.,Urban regions,No,0.07455,219,904,0.05742,0.09168
2019,17-29 y.,Rural regions,Yes,0.27944,348,462,0.23848,0.32040
2019,17-29 y.,Rural regions,No,0.09024,114,462,0.06408,0.11640
2019,30-45 y.,Urban regions,Yes,0.45468,1629,2081,0.43328,0.47608
2019,30-45 y.,Urban regions,No,0.10527,452,2081,0.09208,0.11846
2019,30-45 y.,Rural regions,Yes,0.42100,855,1103,0.39185,0.45015
2019,30-45 y.,Rural regions,No,0.14400,248,1103,0.12327,0.16473
2019,46-65 y.,Urban regions,Yes,0.34162,2070,2758,0.32391,0.35932
2019,46-65 y.,Urban regions,No,0.11086,688,2758,0.09914,0.12258
2019,46-65 y.,Rural regions,Yes,0.35700,1193,1611,0.33360,0.38041
2019,46-65 y.,Rural regions,No,0.13029,418,1611,0.11385,0.14673
2019,66 and older,Urban regions,Yes,0.00956,34,34,-0.02364,0.04276
2020,17-29 y.,Urban regions,Yes,0.25768,759,1190,0.23282,0.28254
2020,17-29 y.,Urban regions,No,0.12216,431,1190,0.10355,0.14078
2020,17-29 y.,Rural regions,Yes,0.26678,337,518,0.22865,0.30490
2020,17-29 y.,Rural regions,No,0.12754,181,518,0.09878,0.15629
2020,30-45 y.,Urban regions,Yes,0.40061,1603,2485,0.38134,0.41988
2020,30-45 y.,Urban regions,No,0.20106,882,2485,0.18530,0.21682
2020,30-45 y.,Rural regions,Yes,0.41069,776,1215,0.38301,0.43836
2020,30-45 y.,Rural regions,No,0.20458,439,1215,0.18189,0.22727
2020,46-65 y.,Urban regions,Yes,0.32086,1927,3007,0.30417,0.33755
2020,46-65 y.,Urban regions,No,0.17513,1080,3007,0.16154,0.18871
2020,46-65 y.,Rural regions,Yes,0.33770,1076,1702,0.31522,0.36017
2020,46-65 y.,Rural regions,No,0.18706,626,1702,0.16853,0.20559
2021,17-29 y.,Urban regions,Yes,0.29321,576,812,0.26188,0.32455
2021,17-29 y.,Urban regions,No,0.08905,236,812,0.06945,0.10865
2021,17-29 y.,Rural regions,Yes,0.33757,256,347,0.28774,0.38739
2021,17-29 y.,Rural regions,No,0.13138,91,347,0.09578,0.16697
2021,30-45 y.,Urban regions,Yes,0.42387,1215,1657,0.40007,0.44767
2021,30-45 y.,Urban regions,No,0.13797,442,1657,0.12136,0.15458
2021,30-45 y.,Rural regions,Yes,0.50028,609,825,0.46614,0.53442
2021,30-45 y.,Rural regions,No,0.15341,216,825,0.12880,0.17801
2021,46-65 y.,Urban regions,Yes,0.35936,1612,2214,0.33937,0.37935
2021,46-65 y.,Urban regions,No,0.12997,602,2214,0.11596,0.14398
2021,46-65 y.,Rural regions,Yes,0.35060,845,1173,0.32328,0.37791
2021,46-65 y.,Rural regions,No,0.14947,328,1173,0.12905,0.16988
2021,66 and older,Urban regions,Yes,0.01427,37,37,-0.02447,0.05302
