year,age_gr,pgisced97,overyn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1997,30-45 y.,Second Stage of Tertiary Education,Yes,0.47024,401,508,0.42679,0.51368
1997,30-45 y.,Second Stage of Tertiary Education,No,0.12733,107,508,0.09832,0.15635
1997,46-65 y.,Lower Secondary Level,Yes,0.07871,65,105,0.02695,0.13046
1997,46-65 y.,Lower Secondary Level,No,0.04425,40,105,0.00473,0.08378
1997,46-65 y.,Upper Secondary Level,Yes,0.21825,418,628,0.18591,0.25058
1997,46-65 y.,Upper Secondary Level,No,0.09823,210,628,0.07493,0.12152
1997,46-65 y.,First Stage of Tertiary Education,Yes,0.25624,67,98,0.16936,0.34312
1997,46-65 y.,First Stage of Tertiary Education,No,0.11658,31,98,0.05271,0.18044
1997,46-65 y.,Second Stage of Tertiary Education,Yes,0.38284,248,316,0.32917,0.43652
1997,46-65 y.,Second Stage of Tertiary Education,No,0.10704,68,316,0.07289,0.14118
1998,17-29 y.,Lower Secondary Level,Yes,0.17514,125,216,0.12434,0.22595
1998,17-29 y.,Lower Secondary Level,No,0.11154,91,216,0.06946,0.15362
1998,17-29 y.,Upper Secondary Level,Yes,0.28731,443,652,0.25255,0.32207
1998,17-29 y.,Upper Secondary Level,No,0.14081,209,652,0.11409,0.16753
1998,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.54221,73,73,0.42713,0.65729
1998,17-29 y.,First Stage of Tertiary Education,Yes,0.52324,57,57,0.39243,0.65406
1998,17-29 y.,Second Stage of Tertiary Education,Yes,0.42233,71,71,0.30662,0.53804
1998,30-45 y.,Lower Secondary Level,Yes,0.21181,95,157,0.14769,0.27593
1998,30-45 y.,Lower Secondary Level,No,0.12178,62,157,0.07046,0.17310
1998,30-45 y.,Upper Secondary Level,Yes,0.36318,888,1289,0.33691,0.38944
1998,30-45 y.,Upper Secondary Level,No,0.15388,401,1289,0.13417,0.17358
1998,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.36939,100,100,0.27432,0.46447
1998,30-45 y.,First Stage of Tertiary Education,Yes,0.45868,156,217,0.39223,0.52514
1998,30-45 y.,First Stage of Tertiary Education,No,0.15657,61,217,0.10811,0.20503
1998,30-45 y.,Second Stage of Tertiary Education,Yes,0.47940,455,572,0.43843,0.52038
1998,30-45 y.,Second Stage of Tertiary Education,No,0.11993,117,572,0.09329,0.14658
1998,46-65 y.,Lower Secondary Level,Yes,0.08519,65,132,0.03738,0.13299
1998,46-65 y.,Lower Secondary Level,No,0.09107,67,132,0.04180,0.14034
1998,46-65 y.,Upper Secondary Level,Yes,0.21110,465,691,0.18065,0.24155
1998,46-65 y.,Upper Secondary Level,No,0.09127,226,691,0.06978,0.11276
1998,46-65 y.,First Stage of Tertiary Education,Yes,0.25263,73,105,0.16912,0.33614
1998,46-65 y.,First Stage of Tertiary Education,No,0.11202,32,105,0.05140,0.17264
1998,46-65 y.,Second Stage of Tertiary Education,Yes,0.35622,262,342,0.30540,0.40705
1998,46-65 y.,Second Stage of Tertiary Education,No,0.10043,80,342,0.06853,0.13233
1999,17-29 y.,Lower Secondary Level,Yes,0.18990,139,227,0.13877,0.24104
1999,17-29 y.,Lower Secondary Level,No,0.12461,88,227,0.08155,0.16767
1999,17-29 y.,Upper Secondary Level,Yes,0.30712,437,622,0.27084,0.34340
1999,17-29 y.,Upper Secondary Level,No,0.12056,185,622,0.09495,0.14617
1999,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.51728,73,73,0.40185,0.63270
1999,17-29 y.,First Stage of Tertiary Education,Yes,0.43747,43,43,0.28744,0.58750
1999,17-29 y.,Second Stage of Tertiary Education,Yes,0.47471,72,72,0.35856,0.59087
1999,30-45 y.,Lower Secondary Level,Yes,0.22655,100,154,0.16022,0.29288
1999,30-45 y.,Lower Secondary Level,No,0.11414,54,154,0.06375,0.16452
1999,30-45 y.,Upper Secondary Level,Yes,0.36882,929,1352,0.34309,0.39455
1999,30-45 y.,Upper Secondary Level,No,0.16654,423,1352,0.14667,0.18640
1999,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.38170,111,111,0.29092,0.47249
1999,30-45 y.,First Stage of Tertiary Education,Yes,0.46598,164,218,0.39961,0.53235
1999,30-45 y.,First Stage of Tertiary Education,No,0.14539,54,218,0.09849,0.19229
1999,30-45 y.,Second Stage of Tertiary Education,Yes,0.47123,446,559,0.42981,0.51265
1999,30-45 y.,Second Stage of Tertiary Education,No,0.10464,113,559,0.07924,0.13004
1999,46-65 y.,Lower Secondary Level,Yes,0.09050,63,100,0.03398,0.14701
1999,46-65 y.,Lower Secondary Level,No,0.03988,37,100,0.00133,0.07842
1999,46-65 y.,Upper Secondary Level,Yes,0.21046,454,673,0.17964,0.24128
1999,46-65 y.,Upper Secondary Level,No,0.10107,219,673,0.07828,0.12386
1999,46-65 y.,First Stage of Tertiary Education,Yes,0.25408,72,103,0.16960,0.33857
1999,46-65 y.,First Stage of Tertiary Education,No,0.11338,31,103,0.05185,0.17492
1999,46-65 y.,Second Stage of Tertiary Education,Yes,0.37639,279,360,0.32628,0.42651
1999,46-65 y.,Second Stage of Tertiary Education,No,0.11596,81,360,0.08284,0.14908
2000,17-29 y.,Lower Secondary Level,Yes,0.13966,148,260,0.09744,0.18187
2000,17-29 y.,Lower Secondary Level,No,0.10774,112,260,0.06998,0.14550
2000,17-29 y.,Upper Secondary Level,Yes,0.28277,605,883,0.25304,0.31249
2000,17-29 y.,Upper Secondary Level,No,0.13816,278,883,0.11539,0.16093
2000,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.37082,126,167,0.29734,0.44431
2000,17-29 y.,Post-secondary Non-tertiary Level,No,0.11372,41,167,0.06542,0.16201
2000,17-29 y.,First Stage of Tertiary Education,Yes,0.42308,80,112,0.33117,0.51499
2000,17-29 y.,First Stage of Tertiary Education,No,0.14589,32,112,0.08022,0.21156
2000,17-29 y.,Second Stage of Tertiary Education,Yes,0.43983,117,117,0.34950,0.53016
2000,30-45 y.,Lower Secondary Level,Yes,0.16961,104,180,0.11463,0.22459
2000,30-45 y.,Lower Secondary Level,No,0.14728,76,180,0.09536,0.19919
2000,30-45 y.,Upper Secondary Level,Yes,0.34659,1510,2234,0.32686,0.36633
2000,30-45 y.,Upper Secondary Level,No,0.16887,724,2234,0.15333,0.18441
2000,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.37382,177,249,0.31361,0.43404
2000,30-45 y.,Post-secondary Non-tertiary Level,No,0.14618,72,249,0.10221,0.19015
2000,30-45 y.,First Stage of Tertiary Education,Yes,0.45765,346,463,0.41222,0.50308
2000,30-45 y.,First Stage of Tertiary Education,No,0.14961,117,463,0.11709,0.18214
2000,30-45 y.,Second Stage of Tertiary Education,Yes,0.45143,776,993,0.42046,0.48239
2000,30-45 y.,Second Stage of Tertiary Education,No,0.12486,217,993,0.10429,0.14543
2000,46-65 y.,Lower Secondary Level,Yes,0.08905,85,147,0.04285,0.13525
2000,46-65 y.,Lower Secondary Level,No,0.07189,62,147,0.02999,0.11379
2000,46-65 y.,Upper Secondary Level,Yes,0.19281,807,1246,0.17089,0.21472
2000,46-65 y.,Upper Secondary Level,No,0.10776,439,1246,0.09054,0.12499
2000,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.25536,45,45,0.12651,0.38420
2000,46-65 y.,First Stage of Tertiary Education,Yes,0.25155,165,244,0.19699,0.30610
2000,46-65 y.,First Stage of Tertiary Education,No,0.12952,79,244,0.08730,0.17174
2000,46-65 y.,Second Stage of Tertiary Education,Yes,0.30053,475,664,0.26563,0.33543
2000,46-65 y.,Second Stage of Tertiary Education,No,0.13260,189,664,0.10679,0.15842
2001,17-29 y.,Lower Secondary Level,Yes,0.16629,156,156,0.10767,0.22491
2001,17-29 y.,Upper Secondary Level,Yes,0.30055,536,536,0.26170,0.33940
2001,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.39875,104,104,0.30419,0.49331
2001,17-29 y.,First Stage of Tertiary Education,Yes,0.35899,52,52,0.22733,0.49065
2001,17-29 y.,Second Stage of Tertiary Education,Yes,0.41889,108,108,0.32541,0.51238
2001,30-45 y.,Lower Secondary Level,Yes,0.18814,98,98,0.11036,0.26592
2001,30-45 y.,Upper Secondary Level,Yes,0.36732,1440,1440,0.34242,0.39223
2001,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.34642,171,171,0.27489,0.41795
2001,30-45 y.,First Stage of Tertiary Education,Yes,0.43685,300,300,0.38063,0.49307
2001,30-45 y.,Second Stage of Tertiary Education,Yes,0.47825,715,715,0.44161,0.51489
2001,46-65 y.,Lower Secondary Level,Yes,0.07799,69,69,0.01426,0.14173
2001,46-65 y.,Upper Secondary Level,Yes,0.21039,808,808,0.18227,0.23851
2001,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.21793,39,39,0.08667,0.34920
2001,46-65 y.,First Stage of Tertiary Education,Yes,0.26811,155,155,0.19815,0.33808
2001,46-65 y.,Second Stage of Tertiary Education,Yes,0.31287,490,490,0.27178,0.35397
2002,17-29 y.,Lower Secondary Level,Yes,0.15834,142,223,0.11032,0.20636
2002,17-29 y.,Lower Secondary Level,No,0.09742,81,223,0.05841,0.13642
2002,17-29 y.,Upper Secondary Level,Yes,0.27987,509,748,0.24767,0.31206
2002,17-29 y.,Upper Secondary Level,No,0.13081,239,748,0.10663,0.15499
2002,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.38240,104,138,0.30102,0.46378
2002,17-29 y.,Post-secondary Non-tertiary Level,No,0.09773,34,138,0.04800,0.14745
2002,17-29 y.,First Stage of Tertiary Education,Yes,0.49537,53,53,0.35947,0.63126
2002,17-29 y.,Second Stage of Tertiary Education,Yes,0.47292,107,107,0.37788,0.56797
2002,30-45 y.,Lower Secondary Level,Yes,0.14138,73,130,0.08126,0.20151
2002,30-45 y.,Lower Secondary Level,No,0.13764,57,130,0.07819,0.19710
2002,30-45 y.,Upper Secondary Level,Yes,0.34346,1300,1934,0.32229,0.36463
2002,30-45 y.,Upper Secondary Level,No,0.16836,634,1934,0.15168,0.18504
2002,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.36360,206,287,0.30785,0.41935
2002,30-45 y.,Post-secondary Non-tertiary Level,No,0.16336,81,287,0.12052,0.20621
2002,30-45 y.,First Stage of Tertiary Education,Yes,0.42972,303,414,0.38198,0.47747
2002,30-45 y.,First Stage of Tertiary Education,No,0.15316,111,414,0.11843,0.18789
2002,30-45 y.,Second Stage of Tertiary Education,Yes,0.47137,850,1060,0.44131,0.50144
2002,30-45 y.,Second Stage of Tertiary Education,No,0.11418,210,1060,0.09502,0.13333
2002,46-65 y.,Lower Secondary Level,Yes,0.07314,57,108,0.02380,0.12247
2002,46-65 y.,Lower Secondary Level,No,0.07250,51,108,0.02337,0.12164
2002,46-65 y.,Upper Secondary Level,Yes,0.19325,811,1239,0.17126,0.21525
2002,46-65 y.,Upper Secondary Level,No,0.10583,428,1239,0.08870,0.12297
2002,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.20217,59,59,0.09881,0.30553
2002,46-65 y.,First Stage of Tertiary Education,Yes,0.25815,190,265,0.20536,0.31094
2002,46-65 y.,First Stage of Tertiary Education,No,0.12629,75,265,0.08622,0.16636
2002,46-65 y.,Second Stage of Tertiary Education,Yes,0.31714,776,999,0.28827,0.34601
2002,46-65 y.,Second Stage of Tertiary Education,No,0.10641,223,999,0.08728,0.12554
2003,17-29 y.,Lower Secondary Level,Yes,0.16668,154,237,0.11913,0.21423
2003,17-29 y.,Lower Secondary Level,No,0.10533,83,237,0.06616,0.14450
2003,17-29 y.,Upper Secondary Level,Yes,0.29094,477,713,0.25758,0.32430
2003,17-29 y.,Upper Secondary Level,No,0.13368,236,713,0.10868,0.15868
2003,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.42544,114,155,0.34735,0.50353
2003,17-29 y.,Post-secondary Non-tertiary Level,No,0.10869,41,155,0.05953,0.15785
2003,17-29 y.,First Stage of Tertiary Education,Yes,0.36228,36,36,0.20304,0.52152
2003,17-29 y.,Second Stage of Tertiary Education,Yes,0.53187,103,103,0.43503,0.62870
2003,30-45 y.,Lower Secondary Level,Yes,0.14789,69,123,0.08489,0.21088
2003,30-45 y.,Lower Secondary Level,No,0.11767,54,123,0.06049,0.17485
2003,30-45 y.,Upper Secondary Level,Yes,0.33987,1195,1799,0.31798,0.36177
2003,30-45 y.,Upper Secondary Level,No,0.16716,604,1799,0.14991,0.18441
2003,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.34373,209,286,0.28859,0.39888
2003,30-45 y.,Post-secondary Non-tertiary Level,No,0.17498,77,286,0.13087,0.21910
2003,30-45 y.,First Stage of Tertiary Education,Yes,0.46779,298,395,0.41852,0.51706
2003,30-45 y.,First Stage of Tertiary Education,No,0.12900,97,395,0.09590,0.16209
2003,30-45 y.,Second Stage of Tertiary Education,Yes,0.46603,753,950,0.43430,0.49777
2003,30-45 y.,Second Stage of Tertiary Education,No,0.11975,197,950,0.09909,0.14041
2003,46-65 y.,Lower Secondary Level,Yes,0.07377,45,85,0.01787,0.12967
2003,46-65 y.,Lower Secondary Level,No,0.05316,40,85,0.00518,0.10113
2003,46-65 y.,Upper Secondary Level,Yes,0.20146,824,1236,0.17909,0.22383
2003,46-65 y.,Upper Secondary Level,No,0.11030,412,1236,0.09283,0.12778
2003,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.19603,51,51,0.08599,0.30607
2003,46-65 y.,First Stage of Tertiary Education,Yes,0.27932,194,281,0.22676,0.33187
2003,46-65 y.,First Stage of Tertiary Education,No,0.12819,87,281,0.08904,0.16735
2003,46-65 y.,Second Stage of Tertiary Education,Yes,0.33118,716,944,0.30114,0.36122
2003,46-65 y.,Second Stage of Tertiary Education,No,0.09699,228,944,0.07810,0.11588
2004,17-29 y.,Lower Secondary Level,Yes,0.18934,147,218,0.13721,0.24147
2004,17-29 y.,Lower Secondary Level,No,0.07977,71,218,0.04372,0.11582
2004,17-29 y.,Upper Secondary Level,Yes,0.28106,460,677,0.24718,0.31495
2004,17-29 y.,Upper Secondary Level,No,0.13539,217,677,0.10960,0.16118
2004,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.35216,96,135,0.27129,0.43304
2004,17-29 y.,Post-secondary Non-tertiary Level,No,0.10771,39,135,0.05522,0.16020
2004,17-29 y.,First Stage of Tertiary Education,Yes,0.50934,44,44,0.35991,0.65876
2004,17-29 y.,Second Stage of Tertiary Education,Yes,0.41254,88,88,0.30909,0.51598
2004,30-45 y.,Lower Secondary Level,Yes,0.16649,73,121,0.09984,0.23314
2004,30-45 y.,Lower Secondary Level,No,0.13714,48,121,0.07559,0.19868
2004,30-45 y.,Upper Secondary Level,Yes,0.33572,1127,1648,0.31291,0.35852
2004,30-45 y.,Upper Secondary Level,No,0.15853,521,1648,0.14089,0.17617
2004,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.37714,191,276,0.31986,0.43443
2004,30-45 y.,Post-secondary Non-tertiary Level,No,0.16620,85,276,0.12220,0.21020
2004,30-45 y.,First Stage of Tertiary Education,Yes,0.49873,298,382,0.44853,0.54894
2004,30-45 y.,First Stage of Tertiary Education,No,0.11174,84,382,0.08010,0.14337
2004,30-45 y.,Second Stage of Tertiary Education,Yes,0.45057,681,885,0.41777,0.48337
2004,30-45 y.,Second Stage of Tertiary Education,No,0.13031,204,885,0.10812,0.15250
2004,46-65 y.,Lower Secondary Level,Yes,0.06186,40,90,0.01181,0.11191
2004,46-65 y.,Lower Secondary Level,No,0.07698,50,90,0.02160,0.13236
2004,46-65 y.,Upper Secondary Level,Yes,0.21216,854,1233,0.18933,0.23499
2004,46-65 y.,Upper Secondary Level,No,0.10379,379,1233,0.08676,0.12082
2004,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.23351,66,66,0.13066,0.33636
2004,46-65 y.,First Stage of Tertiary Education,Yes,0.30670,201,272,0.25180,0.36161
2004,46-65 y.,First Stage of Tertiary Education,No,0.11157,71,272,0.07408,0.14905
2004,46-65 y.,Second Stage of Tertiary Education,Yes,0.32463,739,986,0.29539,0.35387
2004,46-65 y.,Second Stage of Tertiary Education,No,0.11721,247,986,0.09712,0.13730
2005,17-29 y.,Lower Secondary Level,Yes,0.21635,144,218,0.16157,0.27114
2005,17-29 y.,Lower Secondary Level,No,0.10514,74,218,0.06433,0.14595
2005,17-29 y.,Upper Secondary Level,Yes,0.26772,419,609,0.23252,0.30291
2005,17-29 y.,Upper Secondary Level,No,0.13378,190,609,0.10672,0.16084
2005,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.33288,98,146,0.25618,0.40959
2005,17-29 y.,Post-secondary Non-tertiary Level,No,0.16844,48,146,0.10752,0.22936
2005,17-29 y.,First Stage of Tertiary Education,Yes,0.48614,32,32,0.31019,0.66208
2005,17-29 y.,Second Stage of Tertiary Education,Yes,0.41354,87,87,0.30946,0.51763
2005,30-45 y.,Lower Secondary Level,Yes,0.18462,72,111,0.11211,0.25713
2005,30-45 y.,Lower Secondary Level,No,0.08134,39,111,0.03025,0.13242
2005,30-45 y.,Upper Secondary Level,Yes,0.34349,1048,1507,0.31950,0.36747
2005,30-45 y.,Upper Secondary Level,No,0.15124,459,1507,0.13315,0.16934
2005,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.36872,189,263,0.31030,0.42714
2005,30-45 y.,Post-secondary Non-tertiary Level,No,0.15426,74,263,0.11053,0.19800
2005,30-45 y.,First Stage of Tertiary Education,Yes,0.42613,252,344,0.37380,0.47847
2005,30-45 y.,First Stage of Tertiary Education,No,0.16307,92,344,0.12398,0.20217
2005,30-45 y.,Second Stage of Tertiary Education,Yes,0.46030,632,816,0.42608,0.49452
2005,30-45 y.,Second Stage of Tertiary Education,No,0.11943,184,816,0.09717,0.14169
2005,46-65 y.,Lower Secondary Level,Yes,0.06513,41,83,0.01172,0.11854
2005,46-65 y.,Lower Secondary Level,No,0.06020,42,83,0.00872,0.11168
2005,46-65 y.,Upper Secondary Level,Yes,0.21369,790,1168,0.19017,0.23720
2005,46-65 y.,Upper Secondary Level,No,0.10604,378,1168,0.08837,0.12370
2005,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.23979,71,71,0.13977,0.33981
2005,46-65 y.,First Stage of Tertiary Education,Yes,0.29030,185,247,0.23358,0.34702
2005,46-65 y.,First Stage of Tertiary Education,No,0.10336,62,247,0.06531,0.14140
2005,46-65 y.,Second Stage of Tertiary Education,Yes,0.31666,676,890,0.28608,0.34724
2005,46-65 y.,Second Stage of Tertiary Education,No,0.11000,214,890,0.08944,0.13057
2006,17-29 y.,Lower Secondary Level,Yes,0.16630,125,181,0.11190,0.22070
2006,17-29 y.,Lower Secondary Level,No,0.08008,56,181,0.04043,0.11974
2006,17-29 y.,Upper Secondary Level,Yes,0.28404,472,671,0.24989,0.31819
2006,17-29 y.,Upper Secondary Level,No,0.14374,199,671,0.11717,0.17030
2006,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.37424,113,154,0.29756,0.45093
2006,17-29 y.,Post-secondary Non-tertiary Level,No,0.14024,41,154,0.08522,0.19526
2006,17-29 y.,First Stage of Tertiary Education,Yes,0.53645,38,38,0.37577,0.69714
2006,17-29 y.,Second Stage of Tertiary Education,Yes,0.44053,107,107,0.34602,0.53504
2006,30-45 y.,Lower Secondary Level,Yes,0.18871,69,118,0.11781,0.25961
2006,30-45 y.,Lower Secondary Level,No,0.11836,49,118,0.05982,0.17689
2006,30-45 y.,Upper Secondary Level,Yes,0.36741,1145,1611,0.34386,0.39096
2006,30-45 y.,Upper Secondary Level,No,0.14679,466,1611,0.12950,0.16407
2006,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.41086,232,312,0.35618,0.46554
2006,30-45 y.,Post-secondary Non-tertiary Level,No,0.16357,80,312,0.12246,0.20468
2006,30-45 y.,First Stage of Tertiary Education,Yes,0.47946,282,375,0.42883,0.53010
2006,30-45 y.,First Stage of Tertiary Education,No,0.12931,93,375,0.09530,0.16331
2006,30-45 y.,Second Stage of Tertiary Education,Yes,0.48184,720,885,0.44890,0.51478
2006,30-45 y.,Second Stage of Tertiary Education,No,0.11452,165,885,0.09353,0.13551
2006,46-65 y.,Lower Secondary Level,Yes,0.08605,53,89,0.02746,0.14465
2006,46-65 y.,Lower Secondary Level,No,0.06196,36,89,0.01159,0.11233
2006,46-65 y.,Upper Secondary Level,Yes,0.23826,945,1378,0.21576,0.26076
2006,46-65 y.,Upper Secondary Level,No,0.11335,433,1378,0.09661,0.13010
2006,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.26739,74,105,0.18232,0.35245
2006,46-65 y.,Post-secondary Non-tertiary Level,No,0.12010,31,105,0.05762,0.18258
2006,46-65 y.,First Stage of Tertiary Education,Yes,0.31584,206,267,0.25997,0.37170
2006,46-65 y.,First Stage of Tertiary Education,No,0.10849,61,267,0.07111,0.14586
2006,46-65 y.,Second Stage of Tertiary Education,Yes,0.36148,785,1007,0.33179,0.39117
2006,46-65 y.,Second Stage of Tertiary Education,No,0.09833,222,1007,0.07993,0.11673
2007,17-29 y.,Lower Secondary Level,Yes,0.14022,94,159,0.08608,0.19436
2007,17-29 y.,Lower Secondary Level,No,0.09939,65,159,0.05274,0.14604
2007,17-29 y.,Upper Secondary Level,Yes,0.30058,455,626,0.26464,0.33653
2007,17-29 y.,Upper Secondary Level,No,0.11193,171,626,0.08721,0.13664
2007,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.48132,107,140,0.39826,0.56438
2007,17-29 y.,Post-secondary Non-tertiary Level,No,0.09870,33,140,0.04911,0.14828
2007,17-29 y.,First Stage of Tertiary Education,Yes,0.59825,33,33,0.42838,0.76811
2007,17-29 y.,Second Stage of Tertiary Education,Yes,0.47086,102,102,0.37352,0.56821
2007,30-45 y.,Lower Secondary Level,Yes,0.21693,65,65,0.11595,0.31791
2007,30-45 y.,Upper Secondary Level,Yes,0.38947,1073,1459,0.36444,0.41450
2007,30-45 y.,Upper Secondary Level,No,0.13347,386,1459,0.11601,0.15092
2007,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.41570,227,295,0.35937,0.47204
2007,30-45 y.,Post-secondary Non-tertiary Level,No,0.12291,68,295,0.08538,0.16044
2007,30-45 y.,First Stage of Tertiary Education,Yes,0.50912,259,330,0.45510,0.56314
2007,30-45 y.,First Stage of Tertiary Education,No,0.12260,71,330,0.08716,0.15804
2007,30-45 y.,Second Stage of Tertiary Education,Yes,0.49545,694,853,0.46188,0.52902
2007,30-45 y.,Second Stage of Tertiary Education,No,0.10887,159,853,0.08796,0.12979
2007,46-65 y.,Lower Secondary Level,Yes,0.06857,41,41,-0.00975,0.14689
2007,46-65 y.,Upper Secondary Level,Yes,0.25898,946,1336,0.23548,0.28248
2007,46-65 y.,Upper Secondary Level,No,0.10743,390,1336,0.09081,0.12404
2007,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.27811,82,82,0.18053,0.37569
2007,46-65 y.,First Stage of Tertiary Education,Yes,0.32222,198,271,0.26648,0.37797
2007,46-65 y.,First Stage of Tertiary Education,No,0.13722,73,271,0.09618,0.17826
2007,46-65 y.,Second Stage of Tertiary Education,Yes,0.33967,711,948,0.30951,0.36983
2007,46-65 y.,Second Stage of Tertiary Education,No,0.11849,237,948,0.09791,0.13907
2008,17-29 y.,Lower Secondary Level,Yes,0.19163,122,174,0.13298,0.25028
2008,17-29 y.,Lower Secondary Level,No,0.08714,52,174,0.04511,0.12916
2008,17-29 y.,Upper Secondary Level,Yes,0.31101,421,593,0.27372,0.34830
2008,17-29 y.,Upper Secondary Level,No,0.13180,172,593,0.10455,0.15905
2008,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.44411,95,95,0.34367,0.54456
2008,17-29 y.,Second Stage of Tertiary Education,Yes,0.51637,107,107,0.42124,0.61151
2008,30-45 y.,Lower Secondary Level,Yes,0.21998,63,63,0.11687,0.32309
2008,30-45 y.,Upper Secondary Level,Yes,0.40568,1002,1405,0.38000,0.43137
2008,30-45 y.,Upper Secondary Level,No,0.14914,403,1405,0.13051,0.16777
2008,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.45760,211,292,0.40036,0.51484
2008,30-45 y.,Post-secondary Non-tertiary Level,No,0.16193,81,292,0.11960,0.20425
2008,30-45 y.,First Stage of Tertiary Education,Yes,0.56107,247,301,0.50491,0.61722
2008,30-45 y.,First Stage of Tertiary Education,No,0.10140,54,301,0.06724,0.13556
2008,30-45 y.,Second Stage of Tertiary Education,Yes,0.48479,622,782,0.44974,0.51984
2008,30-45 y.,Second Stage of Tertiary Education,No,0.12713,160,782,0.10377,0.15049
2008,46-65 y.,Lower Secondary Level,Yes,0.08682,42,82,0.02550,0.14815
2008,46-65 y.,Lower Secondary Level,No,0.06535,40,82,0.01153,0.11917
2008,46-65 y.,Upper Secondary Level,Yes,0.26580,927,1380,0.24249,0.28912
2008,46-65 y.,Upper Secondary Level,No,0.13690,453,1380,0.11876,0.15505
2008,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.31123,92,92,0.21610,0.40635
2008,46-65 y.,First Stage of Tertiary Education,Yes,0.33136,199,263,0.27436,0.38835
2008,46-65 y.,First Stage of Tertiary Education,No,0.10540,64,263,0.06821,0.14258
2008,46-65 y.,Second Stage of Tertiary Education,Yes,0.36343,720,937,0.33262,0.39424
2008,46-65 y.,Second Stage of Tertiary Education,No,0.12335,217,937,0.10228,0.14441
2009,17-29 y.,Lower Secondary Level,Yes,0.16304,76,129,0.09904,0.22703
2009,17-29 y.,Lower Secondary Level,No,0.09409,53,129,0.04351,0.14467
2009,17-29 y.,Upper Secondary Level,Yes,0.28005,336,508,0.24096,0.31914
2009,17-29 y.,Upper Secondary Level,No,0.14674,172,508,0.11594,0.17754
2009,17-29 y.,Post-secondary Non-tertiary Level,Yes,0.46335,76,76,0.35050,0.57621
2009,17-29 y.,Second Stage of Tertiary Education,Yes,0.44832,104,137,0.36473,0.53190
2009,17-29 y.,Second Stage of Tertiary Education,No,0.16875,33,137,0.10580,0.23169
2009,30-45 y.,Lower Secondary Level,Yes,0.24262,54,54,0.12721,0.35803
2009,30-45 y.,Upper Secondary Level,Yes,0.36693,825,1201,0.33966,0.39420
2009,30-45 y.,Upper Secondary Level,No,0.14865,376,1201,0.12852,0.16877
2009,30-45 y.,Post-secondary Non-tertiary Level,Yes,0.43517,189,254,0.37408,0.49626
2009,30-45 y.,Post-secondary Non-tertiary Level,No,0.15625,65,254,0.11151,0.20099
2009,30-45 y.,First Stage of Tertiary Education,Yes,0.48823,193,255,0.42675,0.54970
2009,30-45 y.,First Stage of Tertiary Education,No,0.12945,62,255,0.08816,0.17073
2009,30-45 y.,Second Stage of Tertiary Education,Yes,0.50933,567,715,0.47266,0.54600
2009,30-45 y.,Second Stage of Tertiary Education,No,0.12106,148,715,0.09713,0.14499
2009,46-65 y.,Upper Secondary Level,Yes,0.24891,814,1237,0.22480,0.27301
2009,46-65 y.,Upper Secondary Level,No,0.13602,423,1237,0.11691,0.15513
2009,46-65 y.,Post-secondary Non-tertiary Level,Yes,0.31366,87,124,0.23166,0.39566
2009,46-65 y.,Post-secondary Non-tertiary Level,No,0.13986,37,124,0.07856,0.20116
2009,46-65 y.,First Stage of Tertiary Education,Yes,0.34361,182,258,0.28554,0.40167
2009,46-65 y.,First Stage of Tertiary Education,No,0.14285,76,258,0.10007,0.18563
2009,46-65 y.,Second Stage of Tertiary Education,Yes,0.35675,655,855,0.32462,0.38888
2009,46-65 y.,Second Stage of Tertiary Education,No,0.11621,200,855,0.09472,0.13771
2010,17-29 y.,Lower Secondary Level,Yes,0.16270,114,184,0.10922,0.21618
2010,17-29 y.,Lower Secondary Level,No,0.12513,70,184,0.07719,0.17306
