"hgeqpgar","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1999","Rheinland-Pfalz,Saarland","2","91","0.285414954736924","0.233967065748116","0.336862843725731"
"Nein","1999","Rheinland-Pfalz,Saarland","3","46","0.242668620551025","0.183696077148226","0.301641163953825"
"Nein","1999","Rheinland-Pfalz,Saarland","4","35","0.30735862350397","0.232771073725227","0.381946173282712"
"Nein","1999","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Baden-Wuerttemberg","2","310","0.342932062825407","0.308234990647808","0.377629135003007"
"Nein","1999","Baden-Wuerttemberg","3","185","","",""
"Nein","1999","Baden-Wuerttemberg","4","116","","",""
"Nein","1999","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Bayern","2","230","","",""
"Nein","1999","Bayern","3","133","","",""
"Nein","1999","Bayern","4","113","","",""
"Nein","1999","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Saarland","2","","","",""
"Nein","1999","Saarland","3","","","",""
"Nein","1999","Saarland","4","","","",""
"Nein","1999","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Berlin","2","157","","",""
"Nein","1999","Berlin","3","143","","",""
"Nein","1999","Berlin","4","72","0.787471216882654","0.703876198138685","0.871066235626623"
"Nein","1999","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Brandenburg","2","117","","",""
"Nein","1999","Brandenburg","3","51","0.363125777895282","0.285119952131916","0.441131603658648"
"Nein","1999","Brandenburg","4","20","","",""
"Nein","1999","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Mecklenburg-Vorpommern","2","87","0.507051323472383","0.431225581577043","0.582877065367724"
"Nein","1999","Mecklenburg-Vorpommern","3","51","0.629358695069616","0.53066709190137","0.728050298237862"
"Nein","1999","Mecklenburg-Vorpommern","4","24","","",""
"Nein","1999","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Sachsen","2","239","","",""
"Nein","1999","Sachsen","3","154","","",""
"Nein","1999","Sachsen","4","38","0.335800226323743","0.244595082493634","0.427005370153852"
"Nein","1999","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Sachsen-Anhalt","2","125","","",""
"Nein","1999","Sachsen-Anhalt","3","83","0.527913113489298","0.454368028979564","0.601458197999032"
"Nein","1999","Sachsen-Anhalt","4","31","0.424504662893428","0.319429332257197","0.529579993529659"
"Nein","1999","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","1999","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","1999","Thueringen","2","114","","",""
"Nein","1999","Thueringen","3","53","0.344434262367728","0.272579634091623","0.416288890643833"
"Nein","1999","Thueringen","4","25","","",""
"Nein","1999","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Schleswig-Holstein","2","182","","",""
"Ja","2000","Schleswig-Holstein","3","166","","",""
"Ja","2000","Schleswig-Holstein","4","127","","",""
"Ja","2000","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Hamburg","2","40","0.306934839994065","0.221895673078663","0.391974006909467"
"Ja","2000","Hamburg","3","30","0.440438417441299","0.311560887207084","0.569315947675513"
"Ja","2000","Hamburg","4","32","0.349014320876735","0.242548533691267","0.455480108062203"
"Ja","2000","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Niedersachsen","2","601","0.766994236641654","0.736938963661358","0.797049509621949"
"Ja","2000","Niedersachsen","3","462","0.74021305990448","0.705555533556789","0.774870586252171"
"Ja","2000","Niedersachsen","4","331","0.78730446247204","0.747933630857743","0.826675294086337"
"Ja","2000","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Bremen","2","26","","",""
"Ja","2000","Bremen","3","26","","",""
"Ja","2000","Bremen","4","25","","",""
"Ja","2000","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Nordrhein-Westfalen","2","1020","","",""
"Ja","2000","Nordrhein-Westfalen","3","1038","","",""
"Ja","2000","Nordrhein-Westfalen","4","750","0.672495759846859","0.644150062602148","0.70084145709157"
"Ja","2000","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Hessen","2","419","0.696191861748746","0.659019205059468","0.733364518438025"
"Ja","2000","Hessen","3","321","0.687519267788996","0.644694413610724","0.730344121967268"
"Ja","2000","Hessen","4","256","","",""
"Ja","2000","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Rheinland-Pfalz,Saarland","2","405","0.679614100368703","0.641307064286634","0.717921136450772"
"Ja","2000","Rheinland-Pfalz,Saarland","3","296","","",""
"Ja","2000","Rheinland-Pfalz,Saarland","4","277","","",""
"Ja","2000","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Baden-Wuerttemberg","2","625","0.604956863184281","0.575188656120275","0.634725070248286"
"Ja","2000","Baden-Wuerttemberg","3","622","0.718269907668384","0.688582364863743","0.747957450473025"
"Ja","2000","Baden-Wuerttemberg","4","523","0.689244106574312","0.655439330745725","0.723048882402899"
"Ja","2000","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Bayern","2","851","0.687890926549188","0.661652809223523","0.714129043874852"
"Ja","2000","Bayern","3","789","0.762092460372728","0.735688244043833","0.788496676701623"
"Ja","2000","Bayern","4","556","0.717355023542544","0.684846140010357","0.749863907074731"
"Ja","2000","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Saarland","2","","","",""
"Ja","2000","Saarland","3","","","",""
"Ja","2000","Saarland","4","","","",""
"Ja","2000","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Berlin","2","33","0.115833115186076","0.0763990707861696","0.155267159585983"
"Ja","2000","Berlin","3","40","0.1812641539857","0.130927458819287","0.231600849152114"
"Ja","2000","Berlin","4","39","0.184441944895581","0.127142680781591","0.241741209009571"
"Ja","2000","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Brandenburg","2","229","","",""
"Ja","2000","Brandenburg","3","158","","",""
"Ja","2000","Brandenburg","4","100","","",""
"Ja","2000","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Mecklenburg-Vorpommern","2","128","","",""
"Ja","2000","Mecklenburg-Vorpommern","3","47","0.443409204457378","0.35181263016894","0.535005778745815"
"Ja","2000","Mecklenburg-Vorpommern","4","42","0.700741243635353","0.583892416271225","0.817590070999481"
"Ja","2000","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Sachsen","2","394","0.561599572013613","0.523858613993678","0.599340530033549"
"Ja","2000","Sachsen","3","216","","",""
"Ja","2000","Sachsen","4","109","","",""
"Ja","2000","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Sachsen-Anhalt","2","274","","",""
"Ja","2000","Sachsen-Anhalt","3","183","","",""
"Ja","2000","Sachsen-Anhalt","4","83","0.638821607254209","0.554276607439261","0.723366607069156"
"Ja","2000","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2000","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2000","Thueringen","2","272","","",""
"Ja","2000","Thueringen","3","175","","",""
"Ja","2000","Thueringen","4","80","0.645643306382191","0.558599927107531","0.732686685656852"
"Ja","2000","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Schleswig-Holstein","2","58","0.225593811486094","0.17271393056016","0.278473692412029"
"Nein","2000","Schleswig-Holstein","3","42","0.246051168089286","0.187518263537541","0.304584072641031"
"Nein","2000","Schleswig-Holstein","4","30","0.170038163927607","0.111275628015657","0.228800699839556"
"Nein","2000","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Hamburg","2","73","0.693065160005935","0.608025993090533","0.778104326921337"
"Nein","2000","Hamburg","3","27","","",""
"Nein","2000","Hamburg","4","45","0.650985679123265","0.544519891937797","0.757451466308733"
"Nein","2000","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Niedersachsen","2","159","","",""
"Nein","2000","Niedersachsen","3","153","","",""
"Nein","2000","Niedersachsen","4","84","0.21269553752796","0.173324705913663","0.252066369142256"
"Nein","2000","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Bremen","2","28","","",""
"Nein","2000","Bremen","3","7","0.263234730610867","0.112980299667687","0.413489161554046"
"Nein","2000","Bremen","4","13","","",""
"Nein","2000","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Nordrhein-Westfalen","2","629","0.412342836832766","0.388583790329704","0.436101883335827"
"Nein","2000","Nordrhein-Westfalen","3","439","0.337513708327404","0.313398445488266","0.361628971166542"
"Nein","2000","Nordrhein-Westfalen","4","303","0.327504240153141","0.29915854290843","0.355849937397852"
"Nein","2000","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Hessen","2","169","","",""
"Nein","2000","Hessen","3","129","","",""
"Nein","2000","Hessen","4","93","0.316961807591985","0.268145903271815","0.365777711912154"
"Nein","2000","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Rheinland-Pfalz,Saarland","2","165","","",""
"Nein","2000","Rheinland-Pfalz,Saarland","3","100","","",""
"Nein","2000","Rheinland-Pfalz,Saarland","4","51","0.22663319096478","0.18132615087498","0.27194023105458"
"Nein","2000","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Baden-Wuerttemberg","2","411","0.395043136815719","0.365274929751714","0.424811343879725"
"Nein","2000","Baden-Wuerttemberg","3","260","","",""
"Nein","2000","Baden-Wuerttemberg","4","197","","",""
"Nein","2000","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Bayern","2","347","0.312109073450812","0.285870956125148","0.338347190776477"
"Nein","2000","Bayern","3","210","","",""
"Nein","2000","Bayern","4","181","","",""
"Nein","2000","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Saarland","2","","","",""
"Nein","2000","Saarland","3","","","",""
"Nein","2000","Saarland","4","","","",""
"Nein","2000","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Berlin","2","220","","",""
"Nein","2000","Berlin","3","185","","",""
"Nein","2000","Berlin","4","137","","",""
"Nein","2000","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Brandenburg","2","192","","",""
"Nein","2000","Brandenburg","3","89","0.355436403705857","0.29574477151096","0.415128035900755"
"Nein","2000","Brandenburg","4","49","0.384586831607943","0.306471630690226","0.462702032525661"
"Nein","2000","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Mecklenburg-Vorpommern","2","102","","",""
"Nein","2000","Mecklenburg-Vorpommern","3","66","0.556590795542623","0.464994221254185","0.64818736983106"
"Nein","2000","Mecklenburg-Vorpommern","4","17","","",""
"Nein","2000","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Sachsen","2","270","","",""
"Nein","2000","Sachsen","3","211","","",""
"Nein","2000","Sachsen","4","79","0.440599759103154","0.369633384626651","0.511566133579656"
"Nein","2000","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Sachsen-Anhalt","2","159","","",""
"Nein","2000","Sachsen-Anhalt","3","97","0.376891828220318","0.32012963609021","0.433654020350426"
"Nein","2000","Sachsen-Anhalt","4","41","0.361178392745791","0.276633392930844","0.445723392560739"
"Nein","2000","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2000","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2000","Thueringen","2","144","","",""
"Nein","2000","Thueringen","3","97","0.413033971164334","0.354519537119155","0.471548405209514"
"Nein","2000","Thueringen","4","36","0.354356693617809","0.267313314343148","0.441400072892469"
"Nein","2000","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Schleswig-Holstein","2","171","","",""
"Ja","2001","Schleswig-Holstein","3","165","","",""
"Ja","2001","Schleswig-Holstein","4","90","0.761472503738417","0.684576561112293","0.838368446364542"
"Ja","2001","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Hamburg","2","26","","",""
"Ja","2001","Hamburg","3","33","0.415533327566684","0.300086533325692","0.530980121807676"
"Ja","2001","Hamburg","4","30","0.328223728795128","0.221237088797951","0.435210368792305"
"Ja","2001","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Niedersachsen","2","443","0.754917037466808","0.720642107359954","0.789191967573662"
"Ja","2001","Niedersachsen","3","468","0.776173556004478","0.742223231646923","0.810123880362033"
"Ja","2001","Niedersachsen","4","334","0.831153544352083","0.794303378866282","0.868003709837884"
"Ja","2001","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Bremen","2","14","","",""
"Ja","2001","Bremen","3","27","","",""
"Ja","2001","Bremen","4","26","","",""
"Ja","2001","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Nordrhein-Westfalen","2","984","0.604045738234767","0.579378698094553","0.628712778374981"
"Ja","2001","Nordrhein-Westfalen","3","922","0.673647808535769","0.648198908684861","0.699096708386678"
"Ja","2001","Nordrhein-Westfalen","4","745","0.686995471726944","0.658703677552216","0.715287265901672"
"Ja","2001","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Hessen","2","342","0.642662339250487","0.600615956588424","0.68470872191255"
"Ja","2001","Hessen","3","303","0.756507536179789","0.713857178090889","0.79915789426869"
"Ja","2001","Hessen","4","262","","",""
"Ja","2001","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Rheinland-Pfalz,Saarland","2","316","0.728296987207113","0.686005290428531","0.770588683985694"
"Ja","2001","Rheinland-Pfalz,Saarland","3","338","0.697115464116854","0.655215079270373","0.739015848963336"
"Ja","2001","Rheinland-Pfalz,Saarland","4","273","","",""
"Ja","2001","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Baden-Wuerttemberg","2","634","0.65289965140778","0.623049155365268","0.682750147450291"
"Ja","2001","Baden-Wuerttemberg","3","411","0.616823101459434","0.580389675240364","0.653256527678504"
"Ja","2001","Baden-Wuerttemberg","4","472","0.683688612353786","0.648554648856942","0.718822575850631"
"Ja","2001","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Bayern","2","759","0.733531808064485","0.706439722587933","0.760623893541038"
"Ja","2001","Bayern","3","705","0.739315927545761","0.711116159874696","0.767515695216827"
"Ja","2001","Bayern","4","509","0.703604039507607","0.668921468928669","0.738286610086545"
"Ja","2001","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Saarland","2","","","",""
"Ja","2001","Saarland","3","","","",""
"Ja","2001","Saarland","4","","","",""
"Ja","2001","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Berlin","2","34","0.109618355048379","0.0700107228752149","0.149225987221542"
"Ja","2001","Berlin","3","34","0.163540256534086","0.112910478894399","0.214170034173773"
"Ja","2001","Berlin","4","62","0.23610504379999","0.180858563331824","0.291351524268156"
"Ja","2001","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Brandenburg","2","214","","",""
"Ja","2001","Brandenburg","3","158","","",""
"Ja","2001","Brandenburg","4","107","","",""
"Ja","2001","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Mecklenburg-Vorpommern","2","135","","",""
"Ja","2001","Mecklenburg-Vorpommern","3","53","0.452000600950958","0.36103886959636","0.542962332305555"
"Ja","2001","Mecklenburg-Vorpommern","4","31","0.591943342347295","0.45571627949831","0.72817040519628"
"Ja","2001","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Sachsen","2","352","0.529487244803864","0.489910420965319","0.569064068642408"
"Ja","2001","Sachsen","3","258","","",""
"Ja","2001","Sachsen","4","114","","",""
"Ja","2001","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Sachsen-Anhalt","2","240","","",""
"Ja","2001","Sachsen-Anhalt","3","168","","",""
"Ja","2001","Sachsen-Anhalt","4","102","","",""
"Ja","2001","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2001","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2001","Thueringen","2","246","","",""
"Ja","2001","Thueringen","3","170","","",""
"Ja","2001","Thueringen","4","73","0.602459171227113","0.510585827784261","0.694332514669965"
"Ja","2001","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Schleswig-Holstein","2","55","0.194626649556855","0.143009543479284","0.246243755634426"
"Nein","2001","Schleswig-Holstein","3","41","0.249270816657603","0.190197432870125","0.308344200445082"
"Nein","2001","Schleswig-Holstein","4","28","","",""
"Nein","2001","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Hamburg","2","47","0.693718701306419","0.58797887270149","0.799458529911347"
"Nein","2001","Hamburg","3","37","0.584466672433316","0.469019878192324","0.699913466674308"
"Nein","2001","Hamburg","4","44","0.671776271204872","0.564789631207695","0.778762911202049"
"Nein","2001","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Niedersachsen","2","162","","",""
"Nein","2001","Niedersachsen","3","111","","",""
"Nein","2001","Niedersachsen","4","63","0.168846455647917","0.131996290162116","0.205696621133718"
"Nein","2001","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Bremen","2","24","","",""
"Nein","2001","Bremen","3","17","","",""
"Nein","2001","Bremen","4","11","","",""
"Nein","2001","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Nordrhein-Westfalen","2","526","0.395954261765233","0.371287221625019","0.420621301905447"
"Nein","2001","Nordrhein-Westfalen","3","382","0.326352191464231","0.300903291613322","0.351801091315139"
"Nein","2001","Nordrhein-Westfalen","4","287","","",""
"Nein","2001","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Hessen","2","157","","",""
"Nein","2001","Hessen","3","86","0.24349246382021","0.20084210573131","0.286142821909111"
"Nein","2001","Hessen","4","103","","",""
"Nein","2001","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Rheinland-Pfalz,Saarland","2","109","","",""
"Nein","2001","Rheinland-Pfalz,Saarland","3","124","","",""
"Nein","2001","Rheinland-Pfalz,Saarland","4","46","0.195268197823781","0.151767713651485","0.238768681996078"
"Nein","2001","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Baden-Wuerttemberg","2","343","0.34710034859222","0.317249852549709","0.376950844634732"
"Nein","2001","Baden-Wuerttemberg","3","273","","",""
"Nein","2001","Baden-Wuerttemberg","4","201","","",""
"Nein","2001","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Bayern","2","264","","",""
"Nein","2001","Bayern","3","226","","",""
"Nein","2001","Bayern","4","157","","",""
"Nein","2001","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Saarland","2","","","",""
"Nein","2001","Saarland","3","","","",""
"Nein","2001","Saarland","4","","","",""
"Nein","2001","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Berlin","2","205","","",""
"Nein","2001","Berlin","3","171","","",""
"Nein","2001","Berlin","4","165","","",""
"Nein","2001","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Brandenburg","2","137","","",""
"Nein","2001","Brandenburg","3","110","","",""
"Nein","2001","Brandenburg","4","41","0.297833516973041","0.224157851743695","0.371509182202387"
"Nein","2001","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Mecklenburg-Vorpommern","2","80","0.371762384926062","0.307163718617509","0.436361051234615"
"Nein","2001","Mecklenburg-Vorpommern","3","62","0.547999399049042","0.457037667694445","0.63896113040364"
"Nein","2001","Mecklenburg-Vorpommern","4","19","","",""
"Nein","2001","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Sachsen","2","259","","",""
"Nein","2001","Sachsen","3","190","","",""
"Nein","2001","Sachsen","4","80","0.441363675977303","0.37149056084278","0.511236791111826"
"Nein","2001","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Sachsen-Anhalt","2","127","","",""
"Nein","2001","Sachsen-Anhalt","3","94","0.376690836434689","0.318017372457205","0.435364300412172"
"Nein","2001","Sachsen-Anhalt","4","51","0.335528369790588","0.260710520355158","0.410346219226019"
"Nein","2001","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Thueringen","2","128","","",""
"Nein","2001","Thueringen","3","80","0.392559473305954","0.332027797204781","0.453091149407128"
"Nein","2001","Thueringen","4","36","0.397540828772887","0.305667485330035","0.489414172215739"
"Nein","2001","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Schleswig-Holstein","2","131","","",""
"Ja","2002","Schleswig-Holstein","3","142","","",""
"Ja","2002","Schleswig-Holstein","4","163","","",""
"Ja","2002","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Hamburg","2","21","","",""
"Ja","2002","Hamburg","3","32","0.413930770017801","0.299364378973886","0.528497161061717"
"Ja","2002","Hamburg","4","53","0.417301188863101","0.314854019159382","0.51974835856682"
"Ja","2002","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Niedersachsen","2","435","0.765146211302293","0.730406910109822","0.799885512494765"
"Ja","2002","Niedersachsen","3","394","0.783156112658293","0.747355788174656","0.81895643714193"
"Ja","2002","Niedersachsen","4","462","0.841216700974606","0.810672898680953","0.871760503268258"
"Ja","2002","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Bremen","2","18","","",""
