year,hhtyp,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Single-person household,No,0.47737,1824,3091,0.45976,0.49499
2021,Couple without children,Yes,0.64654,2131,3174,0.62991,0.66318
2021,Couple without children,No,0.27321,1043,3174,0.25771,0.28872
2021,Single parent,Yes,0.50323,462,926,0.47101,0.53546
2021,Single parent,No,0.40619,464,926,0.37454,0.43784
2021,Couple with children,Yes,0.67082,2348,3573,0.65541,0.68623
2021,Couple with children,No,0.20987,1225,3573,0.19652,0.22322
2021,Multi-generational household,Yes,0.45703,47,82,0.34854,0.56552
2021,Multi-generational household,No,0.40950,35,82,0.30241,0.51659
2021,Other Combinations,Yes,0.52921,152,297,0.47235,0.58607
2021,Other Combinations,No,0.31950,145,297,0.26638,0.37263
2022,Single-person household,Yes,0.48562,2336,5752,0.47270,0.49853
2022,Single-person household,No,0.50998,3416,5752,0.49706,0.52290
2022,Couple without children,Yes,0.70215,3683,5763,0.69034,0.71396
2022,Couple without children,No,0.29582,2080,5763,0.28403,0.30760
2022,Single parent,Yes,0.56174,628,1209,0.53376,0.58972
2022,Single parent,No,0.43523,581,1209,0.40727,0.46319
2022,Couple with children,Yes,0.75762,4016,5616,0.74641,0.76883
2022,Couple with children,No,0.23513,1600,5616,0.22404,0.24623
2022,Multi-generational household,Yes,0.83843,70,70,0.75158,0.92527
2022,Other Combinations,Yes,0.61459,718,1166,0.58665,0.64254
2022,Other Combinations,No,0.38033,448,1166,0.35245,0.40821
