,Unnamed: 0,year,hhtyp,regtyp,hgeqpgar,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
329,329,2000,Multi-generational household,Urban regions,Yes,0.58895,59,12758,0.52198,0.65737
330,330,2000,Multi-generational household,Urban regions,No,0.41105,41,12758,0.33715,0.47651
331,331,2000,Multi-generational household,Rural regions,Yes,1.0,62,12758,0.86584,1.13858
332,332,2000,Other Combinations,Urban regions,Yes,0.63717,63,12758,0.5574,0.71277
333,333,2000,Other Combinations,Urban regions,No,0.36283,38,12758,0.30952,0.40845
334,334,2000,Other Combinations,Rural regions,Yes,1.0,43,12758,0.82927,1.17795
335,335,2001,Single-person household,Urban regions,Yes,0.36274,732,11473,0.35108,0.37375
336,336,2001,Single-person household,Urban regions,No,0.63726,1274,11473,0.61799,0.65334
337,337,2001,Single-person household,Rural regions,Yes,0.51015,428,11473,0.48848,0.53266
338,338,2001,Single-person household,Rural regions,No,0.48985,426,11473,0.46861,0.50936
339,339,2001,Couple without children,Urban regions,Yes,0.57852,1345,11473,0.56053,0.59204
340,340,2001,Couple without children,Urban regions,No,0.42148,993,11473,0.4047,0.43819
341,341,2001,Couple without children,Rural regions,Yes,0.72231,848,11473,0.69721,0.75126
342,342,2001,Couple without children,Rural regions,No,0.27769,357,11473,0.26039,0.29522
343,343,2001,Single parent,Urban regions,Yes,0.43969,193,11473,0.40945,0.47446
344,344,2001,Single parent,Urban regions,No,0.56031,257,11473,0.52739,0.59829
345,345,2001,Single parent,Rural regions,Yes,0.61812,144,11473,0.54763,0.6877
346,346,2001,Single parent,Rural regions,No,0.38188,93,11473,0.33994,0.42191
347,347,2001,Couple with children,Urban regions,Yes,0.67504,1753,11473,0.65861,0.69355
348,348,2001,Couple with children,Urban regions,No,0.32496,884,11473,0.30847,0.33967
349,349,2001,Couple with children,Rural regions,Yes,0.78584,1157,11473,0.76116,0.81744
350,350,2001,Couple with children,Rural regions,No,0.21416,323,11473,0.19945,0.22909
351,351,2001,Multi-generational household,Urban regions,Yes,0.646,64,11473,0.5657,0.72977
352,352,2001,Multi-generational household,Urban regions,No,0.354,38,11473,0.29039,0.42176
353,353,2001,Multi-generational household,Rural regions,Yes,1.0,48,11473,0.83421,1.15822
354,354,2001,Other Combinations,Urban regions,Yes,0.60327,47,11473,0.51009,0.68355
355,355,2001,Other Combinations,Urban regions,No,0.39673,34,11473,0.31948,0.48255
356,356,2001,Other Combinations,Rural regions,Yes,1.0,35,11473,0.77359,1.1945
357,357,2002,Single-person household,Urban regions,Yes,0.36948,753,11927,0.35902,0.38133
358,358,2002,Single-person household,Urban regions,No,0.63052,1261,11927,0.61243,0.6478
359,359,2002,Single-person household,Rural regions,Yes,0.50445,422,11927,0.48248,0.52973
360,360,2002,Single-person household,Rural regions,No,0.49555,423,11927,0.47423,0.51955
361,361,2002,Couple without children,Urban regions,Yes,0.59091,1573,11927,0.57054,0.61442
362,362,2002,Couple without children,Urban regions,No,0.40909,1014,11927,0.38944,0.42609
363,363,2002,Couple without children,Rural regions,Yes,0.72682,891,11927,0.70058,0.75652
364,364,2002,Couple without children,Rural regions,No,0.27318,359,11927,0.25743,0.29057
365,365,2002,Single parent,Urban regions,Yes,0.45797,199,11927,0.41075,0.49213
366,366,2002,Single parent,Urban regions,No,0.54203,237,11927,0.50828,0.5835
367,367,2002,Single parent,Rural regions,Yes,0.67837,153,11927,0.60793,0.74254
368,368,2002,Single parent,Rural regions,No,0.32163,92,11927,0.27866,0.37052
369,369,2002,Couple with children,Urban regions,Yes,0.66166,1973,11927,0.64025,0.68777
370,370,2002,Couple with children,Urban regions,No,0.33834,861,11927,0.32083,0.35583
371,371,2002,Couple with children,Rural regions,Yes,0.78721,1198,11927,0.76054,0.82599
372,372,2002,Couple with children,Rural regions,No,0.21279,291,11927,0.19593,0.22977
373,373,2002,Multi-generational household,Urban regions,Yes,0.57148,56,11927,0.42612,0.7101
374,374,2002,Multi-generational household,Urban regions,No,0.42852,32,11927,0.31809,0.56267
375,375,2002,Multi-generational household,Rural regions,Yes,1.0,50,11927,0.77502,1.22313
376,376,2002,Other Combinations,Urban regions,Yes,0.65472,56,11927,0.54971,0.76534
377,377,2002,Other Combinations,Urban regions,No,0.34528,33,11927,0.26453,0.45623
378,378,2003,Single-person household,Urban regions,Yes,0.37223,755,11455,0.35762,0.38657
379,379,2003,Single-person household,Urban regions,No,0.62777,1237,11455,0.6102,0.64623
380,380,2003,Single-person household,Rural regions,Yes,0.52539,421,11455,0.49863,0.5501
381,381,2003,Single-person household,Rural regions,No,0.47461,412,11455,0.45054,0.49631
382,382,2003,Couple without children,Urban regions,Yes,0.58856,1514,11455,0.56737,0.60823
383,383,2003,Couple without children,Urban regions,No,0.41144,997,11455,0.39444,0.43062
384,384,2003,Couple without children,Rural regions,Yes,0.71441,880,11455,0.68252,0.7438
385,385,2003,Couple without children,Rural regions,No,0.28559,366,11455,0.26498,0.30753
386,386,2003,Single parent,Urban regions,Yes,0.41993,196,11455,0.37731,0.46116
387,387,2003,Single parent,Urban regions,No,0.58007,252,11455,0.54031,0.62542
388,388,2003,Single parent,Rural regions,Yes,0.66443,146,11455,0.60684,0.73668
389,389,2003,Single parent,Rural regions,No,0.33557,84,11455,0.2934,0.38011
390,390,2003,Couple with children,Urban regions,Yes,0.67951,1889,11455,0.65551,0.7001
391,391,2003,Couple with children,Urban regions,No,0.32049,789,11455,0.30422,0.33756
392,392,2003,Couple with children,Rural regions,Yes,0.80205,1126,11455,0.75649,0.85667
393,393,2003,Couple with children,Rural regions,No,0.19795,260,11455,0.17974,0.21834
394,394,2003,Multi-generational household,Urban regions,Yes,1.0,45,11455,0.72871,1.32503
395,395,2003,Multi-generational household,Rural regions,Yes,1.0,39,11455,0.73118,1.31678
396,396,2003,Other Combinations,Urban regions,Yes,1.0,47,11455,0.7969,1.20516
397,397,2004,Single-person household,Urban regions,Yes,0.37578,748,11175,0.36026,0.39281
398,398,2004,Single-person household,Urban regions,No,0.62422,1180,11175,0.60371,0.64234
399,399,2004,Single-person household,Rural regions,Yes,0.5251,426,11175,0.49569,0.55317
400,400,2004,Single-person household,Rural regions,No,0.4749,405,11175,0.44746,0.49623
401,401,2004,Couple without children,Urban regions,Yes,0.58097,1516,11175,0.55658,0.6029
402,402,2004,Couple without children,Urban regions,No,0.41903,1006,11175,0.40243,0.43923
403,403,2004,Couple without children,Rural regions,Yes,0.72412,895,11175,0.6886,0.76591
404,404,2004,Couple without children,Rural regions,No,0.27588,333,11175,0.25658,0.29674
405,405,2004,Single parent,Urban regions,Yes,0.41102,194,11175,0.37458,0.45098
406,406,2004,Single parent,Urban regions,No,0.58898,241,11175,0.5445,0.63226
407,407,2004,Single parent,Rural regions,Yes,0.66244,142,11175,0.59444,0.7469
408,408,2004,Single parent,Rural regions,No,0.33756,80,11175,0.28782,0.39635
409,409,2004,Couple with children,Urban regions,Yes,0.68772,1810,11175,0.65981,0.71235
410,410,2004,Couple with children,Urban regions,No,0.31228,738,11175,0.29354,0.33466
411,411,2004,Couple with children,Rural regions,Yes,0.81398,1092,11175,0.7745,0.85396
412,412,2004,Couple with children,Rural regions,No,0.18602,248,11175,0.16869,0.20491
413,413,2004,Multi-generational household,Urban regions,Yes,1.0,41,11175,0.7684,1.28288
414,414,2004,Multi-generational household,Rural regions,Yes,1.0,37,11175,0.69741,1.24103
415,415,2004,Other Combinations,Urban regions,Yes,1.0,43,11175,0.75848,1.22803
416,416,2005,Single-person household,Urban regions,Yes,0.3612,756,11112,0.34448,0.3763
417,417,2005,Single-person household,Urban regions,No,0.6388,1272,11112,0.62123,0.66179
418,418,2005,Single-person household,Rural regions,Yes,0.52635,434,11112,0.50069,0.55612
419,419,2005,Single-person household,Rural regions,No,0.47365,427,11112,0.44658,0.50164
420,420,2005,Couple without children,Urban regions,Yes,0.57492,1503,11112,0.55446,0.59957
421,421,2005,Couple without children,Urban regions,No,0.42508,977,11112,0.40726,0.44627
422,422,2005,Couple without children,Rural regions,Yes,0.75216,911,11112,0.71456,0.78783
423,423,2005,Couple without children,Rural regions,No,0.24784,294,11112,0.22769,0.26762
424,424,2005,Single parent,Urban regions,Yes,0.36493,192,11112,0.32715,0.40446
425,425,2005,Single parent,Urban regions,No,0.63507,257,11112,0.58776,0.6942
426,426,2005,Single parent,Rural regions,Yes,0.63187,149,11112,0.55683,0.70388
427,427,2005,Single parent,Rural regions,No,0.36813,92,11112,0.32458,0.42288
428,428,2005,Couple with children,Urban regions,Yes,0.68287,1714,11112,0.65403,0.70787
429,429,2005,Couple with children,Urban regions,No,0.31713,719,11112,0.29788,0.33781
430,430,2005,Couple with children,Rural regions,Yes,0.84096,1057,11112,0.79628,0.89224
431,431,2005,Couple with children,Rural regions,No,0.15904,211,11112,0.14036,0.1784
432,432,2005,Multi-generational household,Urban regions,Yes,1.0,38,11112,0.67636,1.38932
433,433,2005,Multi-generational household,Rural regions,Yes,1.0,40,11112,0.72928,1.33562
434,434,2005,Other Combinations,Urban regions,Yes,0.60277,38,11112,0.44123,0.8209
435,435,2005,Other Combinations,Urban regions,No,0.39723,31,11112,0.28299,0.54027
436,436,2006,Single-person household,Urban regions,Yes,0.36567,863,12179,0.352,0.37851
437,437,2006,Single-person household,Urban regions,No,0.63433,1384,12179,0.61635,0.65407
438,438,2006,Single-person household,Rural regions,Yes,0.50299,508,12179,0.4778,0.53045
439,439,2006,Single-person household,Rural regions,No,0.49701,520,12179,0.46907,0.52396
440,440,2006,Couple without children,Urban regions,Yes,0.55441,1682,12179,0.53025,0.57388
441,441,2006,Couple without children,Urban regions,No,0.44559,1091,12179,0.42716,0.46533
442,442,2006,Couple without children,Rural regions,Yes,0.75678,1061,12179,0.71766,0.78657
443,443,2006,Couple without children,Rural regions,No,0.24322,315,12179,0.22468,0.26529
444,444,2006,Single parent,Urban regions,Yes,0.37868,217,12179,0.34409,0.41071
445,445,2006,Single parent,Urban regions,No,0.62132,274,12179,0.5759,0.67429
446,446,2006,Single parent,Rural regions,Yes,0.58989,162,12179,0.53086,0.65007
447,447,2006,Single parent,Rural regions,No,0.41011,112,12179,0.36845,0.45897
448,448,2006,Couple with children,Urban regions,Yes,0.6784,1791,12179,0.64654,0.70618
449,449,2006,Couple with children,Urban regions,No,0.3216,697,12179,0.30323,0.34114
450,450,2006,Couple with children,Rural regions,Yes,0.82123,1115,12179,0.7767,0.85721
451,451,2006,Couple with children,Rural regions,No,0.17877,233,12179,0.15885,0.19944
452,452,2006,Multi-generational household,Urban regions,Yes,1.0,38,12179,0.68502,1.42306
453,453,2006,Multi-generational household,Rural regions,Yes,1.0,41,12179,0.76434,1.22685
454,454,2006,Other Combinations,Urban regions,Yes,1.0,42,12179,0.72781,1.28374
455,455,2006,Other Combinations,Rural regions,Yes,1.0,33,12179,0.76596,1.27555
456,456,2007,Single-person household,Urban regions,Yes,0.38113,841,11345,0.36716,0.39752
457,457,2007,Single-person household,Urban regions,No,0.61887,1268,11345,0.59756,0.63788
458,458,2007,Single-person household,Rural regions,Yes,0.5216,508,11345,0.49434,0.55027
459,459,2007,Single-person household,Rural regions,No,0.4784,475,11345,0.45555,0.49903
460,460,2007,Couple without children,Urban regions,Yes,0.57522,1586,11345,0.55604,0.59526
461,461,2007,Couple without children,Urban regions,No,0.42478,975,11345,0.40351,0.45011
462,462,2007,Couple without children,Rural regions,Yes,0.76859,1018,11345,0.73293,0.80679
463,463,2007,Couple without children,Rural regions,No,0.23141,289,11345,0.21093,0.25404
464,464,2007,Single parent,Urban regions,Yes,0.39142,206,11345,0.34326,0.43348
465,465,2007,Single parent,Urban regions,No,0.60858,247,11345,0.56514,0.66411
466,466,2007,Single parent,Rural regions,Yes,0.56907,148,11345,0.49922,0.63591
467,467,2007,Single parent,Rural regions,No,0.43093,106,11345,0.38648,0.48124
468,468,2007,Couple with children,Urban regions,Yes,0.6962,1690,11345,0.66243,0.72037
469,469,2007,Couple with children,Urban regions,No,0.3038,641,11345,0.28124,0.32078
470,470,2007,Couple with children,Rural regions,Yes,0.82509,1036,11345,0.77571,0.86471
471,471,2007,Couple with children,Rural regions,No,0.17491,209,11345,0.1545,0.19645
472,472,2007,Multi-generational household,Urban regions,Yes,1.0,36,11345,0.71695,1.3672
473,473,2007,Multi-generational household,Rural regions,Yes,1.0,31,11345,0.67393,1.28605
474,474,2007,Other Combinations,Urban regions,Yes,1.0,35,11345,0.71469,1.36661
475,475,2008,Single-person household,Urban regions,Yes,0.38335,816,10644,0.36831,0.39978
476,476,2008,Single-person household,Urban regions,No,0.61665,1221,10644,0.59816,0.63821
477,477,2008,Single-person household,Rural regions,Yes,0.54003,499,10644,0.51001,0.56722
478,478,2008,Single-person household,Rural regions,No,0.45997,432,10644,0.4328,0.48881
479,479,2008,Couple without children,Urban regions,Yes,0.59505,1541,10644,0.57119,0.6194
480,480,2008,Couple without children,Urban regions,No,0.40495,920,10644,0.38626,0.42513
481,481,2008,Couple without children,Rural regions,Yes,0.75862,989,10644,0.71444,0.79578
482,482,2008,Couple without children,Rural regions,No,0.24138,279,10644,0.22153,0.26418
483,483,2008,Single parent,Urban regions,Yes,0.41572,201,10644,0.36852,0.45423
484,484,2008,Single parent,Urban regions,No,0.58428,231,10644,0.54249,0.629
485,485,2008,Single parent,Rural regions,Yes,0.58493,143,10644,0.51595,0.64881
486,486,2008,Single parent,Rural regions,No,0.41507,107,10644,0.36587,0.47023
487,487,2008,Couple with children,Urban regions,Yes,0.7054,1555,10644,0.67521,0.73618
488,488,2008,Couple with children,Urban regions,No,0.2946,578,10644,0.27694,0.31456
489,489,2008,Couple with children,Rural regions,Yes,0.83945,947,10644,0.79135,0.90537
490,490,2008,Couple with children,Rural regions,No,0.16055,185,10644,0.13889,0.18021
491,491,2009,Single-person household,Urban regions,Yes,0.3961,811,10064,0.37959,0.41369
492,492,2009,Single-person household,Urban regions,No,0.6039,1146,10064,0.57935,0.62098
493,493,2009,Single-person household,Rural regions,Yes,0.52894,463,10064,0.49446,0.56645
494,494,2009,Single-person household,Rural regions,No,0.47106,420,10064,0.43641,0.50047
495,495,2009,Couple without children,Urban regions,Yes,0.59185,1441,10064,0.56594,0.61982
496,496,2009,Couple without children,Urban regions,No,0.40815,867,10064,0.38453,0.43395
497,497,2009,Couple without children,Rural regions,Yes,0.77082,958,10064,0.72483,0.82475
498,498,2009,Couple without children,Rural regions,No,0.22918,283,10064,0.2036,0.25492
499,499,2009,Single parent,Urban regions,Yes,0.43926,194,10064,0.38775,0.48667
500,500,2009,Single parent,Urban regions,No,0.56074,201,10064,0.50975,0.62904
501,501,2009,Single parent,Rural regions,Yes,0.58343,138,10064,0.51298,0.66667
502,502,2009,Single parent,Rural regions,No,0.41657,100,10064,0.35625,0.48414
503,503,2009,Couple with children,Urban regions,Yes,0.73485,1449,10064,0.68989,0.76861
504,504,2009,Couple with children,Urban regions,No,0.26515,487,10064,0.24371,0.28827
505,505,2009,Couple with children,Rural regions,Yes,0.84549,897,10064,0.78471,0.90541
506,506,2009,Couple with children,Rural regions,No,0.15451,175,10064,0.1364,0.17452
507,507,2009,Other Combinations,Urban regions,Yes,1.0,34,10064,0.62243,1.52025
508,508,2010,Single-person household,Urban regions,Yes,0.39849,763,13687,0.38146,0.41627
509,509,2010,Single-person household,Urban regions,No,0.60151,1080,13687,0.57911,0.62132
510,510,2010,Single-person household,Rural regions,Yes,0.54132,463,13687,0.5081,0.57225
511,511,2010,Single-person household,Rural regions,No,0.45868,379,13687,0.42997,0.49036
512,512,2010,Couple without children,Urban regions,Yes,0.6087,1398,13687,0.57854,0.64041
513,513,2010,Couple without children,Urban regions,No,0.3913,812,13687,0.36649,0.41557
514,514,2010,Couple without children,Rural regions,Yes,0.77523,907,13687,0.73018,0.81945
515,515,2010,Couple without children,Rural regions,No,0.22477,253,13687,0.19975,0.25394
516,516,2010,Single parent,Urban regions,Yes,0.4355,546,13687,0.3928,0.48333
517,517,2010,Single parent,Urban regions,No,0.5645,654,13687,0.51563,0.62205
518,518,2010,Single parent,Rural regions,Yes,0.6328,382,13687,0.55858,0.73027
519,519,2010,Single parent,Rural regions,No,0.3672,264,13687,0.32027,0.41615
520,520,2010,Couple with children,Urban regions,Yes,0.72586,2528,13687,0.68836,0.7682
521,521,2010,Couple with children,Urban regions,No,0.27414,1171,13687,0.25354,0.29582
522,522,2010,Couple with children,Rural regions,Yes,0.8466,1643,13687,0.79931,0.90822
523,523,2010,Couple with children,Rural regions,No,0.1534,368,13687,0.12897,0.18245
524,524,2010,Multi-generational household,Urban regions,Yes,1.0,39,13687,0.60757,1.45599
525,525,2010,Multi-generational household,Rural regions,Yes,1.0,37,13687,0.62497,1.47041
526,526,2011,Single-person household,Urban regions,Yes,0.40628,986,16508,0.39094,0.42266
527,527,2011,Single-person household,Urban regions,No,0.59372,1415,16508,0.57505,0.61415
528,528,2011,Single-person household,Rural regions,Yes,0.54823,604,16508,0.52401,0.57792
529,529,2011,Single-person household,Rural regions,No,0.45177,524,16508,0.42702,0.47802
530,530,2011,Couple without children,Urban regions,Yes,0.60133,1736,16508,0.57689,0.62493
531,531,2011,Couple without children,Urban regions,No,0.39867,1028,16508,0.37597,0.41753
532,532,2011,Couple without children,Rural regions,Yes,0.78698,1269,16508,0.75337,0.83101
533,533,2011,Couple without children,Rural regions,No,0.21302,338,16508,0.1903,0.23957
534,534,2011,Single parent,Urban regions,Yes,0.46354,707,16508,0.42415,0.50637
535,535,2011,Single parent,Urban regions,No,0.53646,791,16508,0.49909,0.57375
536,536,2011,Single parent,Rural regions,Yes,0.62961,485,16508,0.56826,0.70192
537,537,2011,Single parent,Rural regions,No,0.37039,322,16508,0.33243,0.41271
538,538,2011,Couple with children,Urban regions,Yes,0.71364,2812,16508,0.6847,0.74839
539,539,2011,Couple with children,Urban regions,No,0.28636,1124,16508,0.26866,0.30808
540,540,2011,Couple with children,Rural regions,Yes,0.85215,1845,16508,0.79952,0.90237
541,541,2011,Couple with children,Rural regions,No,0.14785,385,16508,0.13152,0.16779
542,542,2011,Multi-generational household,Urban regions,Yes,1.0,52,16508,0.67958,1.3963
543,543,2011,Multi-generational household,Rural regions,Yes,1.0,47,16508,0.7212,1.28341
544,544,2011,Other Combinations,Urban regions,Yes,1.0,38,16508,0.73304,1.30489
545,545,2012,Single-person household,Urban regions,Yes,0.39974,993,16206,0.38286,0.41569
546,546,2012,Single-person household,Urban regions,No,0.60026,1471,16206,0.58068,0.62052
547,547,2012,Single-person household,Rural regions,Yes,0.51411,619,16206,0.49204,0.54201
548,548,2012,Single-person household,Rural regions,No,0.48589,597,16206,0.45877,0.51671
549,549,2012,Couple without children,Urban regions,Yes,0.62228,1777,16206,0.59959,0.64937
550,550,2012,Couple without children,Urban regions,No,0.37772,992,16206,0.35479,0.40049
551,551,2012,Couple without children,Rural regions,Yes,0.79102,1304,16206,0.74791,0.82672
552,552,2012,Couple without children,Rural regions,No,0.20898,375,16206,0.18755,0.23009
553,553,2012,Single parent,Urban regions,Yes,0.4467,650,16206,0.41419,0.47894
554,554,2012,Single parent,Urban regions,No,0.5533,747,16206,0.50782,0.59788
555,555,2012,Single parent,Rural regions,Yes,0.62124,459,16206,0.55555,0.70897
556,556,2012,Single parent,Rural regions,No,0.37876,323,16206,0.33705,0.43086
557,557,2012,Couple with children,Urban regions,Yes,0.72781,2683,16206,0.68635,0.76511
558,558,2012,Couple with children,Urban regions,No,0.27219,996,16206,0.25153,0.29558
559,559,2012,Couple with children,Rural regions,Yes,0.84324,1776,16206,0.79784,0.90006
560,560,2012,Couple with children,Rural regions,No,0.15676,319,16206,0.13502,0.17719
561,561,2012,Multi-generational household,Urban regions,Yes,1.0,45,16206,0.70388,1.31596
562,562,2012,Multi-generational household,Rural regions,Yes,1.0,49,16206,0.72494,1.29623
563,563,2012,Other Combinations,Urban regions,Yes,1.0,31,16206,0.75631,1.32348
564,564,2013,Single-person household,Urban regions,Yes,0.42381,1043,17820,0.40922,0.43981
565,565,2013,Single-person household,Urban regions,No,0.57619,1582,17820,0.55546,0.59568
566,566,2013,Single-person household,Rural regions,Yes,0.52005,609,17820,0.4882,0.54886
567,567,2013,Single-person household,Rural regions,No,0.47995,609,17820,0.45429,0.50733
568,568,2013,Couple without children,Urban regions,Yes,0.64247,1857,17820,0.61872,0.66755
569,569,2013,Couple without children,Urban regions,No,0.35753,1108,17820,0.33751,0.37756
570,570,2013,Couple without children,Rural regions,Yes,0.79446,1291,17820,0.75424,0.83627
571,571,2013,Couple without children,Rural regions,No,0.20554,383,17820,0.1865,0.22697
572,572,2013,Single parent,Urban regions,Yes,0.45394,679,17820,0.42516,0.48374
573,573,2013,Single parent,Urban regions,No,0.54606,798,17820,0.51021,0.59856
574,574,2013,Single parent,Rural regions,Yes,0.6139,444,17820,0.54252,0.69509
575,575,2013,Single parent,Rural regions,No,0.3861,322,17820,0.33781,0.43434
576,576,2013,Couple with children,Urban regions,Yes,0.71446,2918,17820,0.68224,0.74817
577,577,2013,Couple with children,Urban regions,No,0.28554,1505,17820,0.26788,0.30486
578,578,2013,Couple with children,Rural regions,Yes,0.82804,1786,17820,0.77233,0.87452
579,579,2013,Couple with children,Rural regions,No,0.17196,431,17820,0.15089,0.19442
580,580,2013,Multi-generational household,Urban regions,Yes,1.0,47,17820,0.66032,1.38069
581,581,2013,Multi-generational household,Rural regions,Yes,1.0,52,17820,0.7365,1.36445
582,582,2013,Other Combinations,Urban regions,Yes,0.4493,112,17820,0.36762,0.55004
583,583,2013,Other Combinations,Urban regions,No,0.5507,149,17820,0.45656,0.67243
584,584,2013,Other Combinations,Rural regions,Yes,0.62641,49,17820,0.42831,0.83842
585,585,2013,Other Combinations,Rural regions,No,0.37359,46,17820,0.29834,0.48607
586,586,2014,Single-person household,Urban regions,Yes,0.42907,988,15787,0.40969,0.44776
587,587,2014,Single-person household,Urban regions,No,0.57093,1431,15787,0.54934,0.59211
588,588,2014,Single-person household,Rural regions,Yes,0.53968,592,15787,0.51118,0.57457
589,589,2014,Single-person household,Rural regions,No,0.46032,548,15787,0.43325,0.48731
590,590,2014,Couple without children,Urban regions,Yes,0.64829,1734,15787,0.62592,0.67053
591,591,2014,Couple without children,Urban regions,No,0.35171,1012,15787,0.33348,0.37406
592,592,2014,Couple without children,Rural regions,Yes,0.78468,1241,15787,0.74419,0.81836
593,593,2014,Couple without children,Rural regions,No,0.21532,375,15787,0.19175,0.2374
594,594,2014,Single parent,Urban regions,Yes,0.4514,537,15787,0.41407,0.48941
595,595,2014,Single parent,Urban regions,No,0.5486,645,15787,0.49216,0.6032
596,596,2014,Single parent,Rural regions,Yes,0.61597,353,15787,0.52405,0.72092
597,597,2014,Single parent,Rural regions,No,0.38403,280,15787,0.33253,0.42873
598,598,2014,Couple with children,Urban regions,Yes,0.73294,2618,15787,0.69792,0.76803
599,599,2014,Couple with children,Urban regions,No,0.26706,1156,15787,0.25038,0.28607
600,600,2014,Couple with children,Rural regions,Yes,0.82131,1580,15787,0.7696,0.88355
601,601,2014,Couple with children,Rural regions,No,0.17869,346,15787,0.15426,0.20511
602,602,2014,Multi-generational household,Urban regions,Yes,1.0,44,15787,0.68066,1.39534
603,603,2014,Multi-generational household,Rural regions,Yes,1.0,46,15787,0.6858,1.37693
604,604,2014,Other Combinations,Urban regions,Yes,0.47673,87,15787,0.3435,0.6056
605,605,2014,Other Combinations,Urban regions,No,0.52327,102,15787,0.43545,0.61906
606,606,2014,Other Combinations,Rural regions,Yes,0.65011,41,15787,0.47252,0.90987
607,607,2014,Other Combinations,Rural regions,No,0.34989,31,15787,0.2558,0.45019
608,608,2015,Single-person household,Urban regions,Yes,0.40376,928,15712,0.38498,0.42078
609,609,2015,Single-person household,Urban regions,No,0.59624,1524,15712,0.56925,0.61556
610,610,2015,Single-person household,Rural regions,Yes,0.52321,590,15712,0.49301,0.5559
611,611,2015,Single-person household,Rural regions,No,0.47679,579,15712,0.44435,0.5038
612,612,2015,Couple without children,Urban regions,Yes,0.63585,1665,15712,0.60464,0.66224
613,613,2015,Couple without children,Urban regions,No,0.36415,1113,15712,0.34422,0.38728
614,614,2015,Couple without children,Rural regions,Yes,0.77903,1185,15712,0.73753,0.82423
615,615,2015,Couple without children,Rural regions,No,0.22097,411,15712,0.19869,0.24358
616,616,2015,Single parent,Urban regions,Yes,0.44437,482,15712,0.39409,0.49814
617,617,2015,Single parent,Urban regions,No,0.55563,640,15712,0.50791,0.59539
618,618,2015,Single parent,Rural regions,Yes,0.57229,338,15712,0.50806,0.64267
619,619,2015,Single parent,Rural regions,No,0.42771,250,15712,0.36738,0.49512
620,620,2015,Couple with children,Urban regions,Yes,0.73107,2443,15712,0.69263,0.76622
621,621,2015,Couple with children,Urban regions,No,0.26893,1300,15712,0.25161,0.28727
622,622,2015,Couple with children,Rural regions,Yes,0.80867,1517,15712,0.75926,0.87437
623,623,2015,Couple with children,Rural regions,No,0.19133,398,15712,0.16136,0.22498
624,624,2015,Multi-generational household,Urban regions,Yes,0.71445,50,15712,0.44489,0.95874
625,625,2015,Multi-generational household,Urban regions,No,0.28555,31,15712,0.15244,0.45215
626,626,2015,Multi-generational household,Rural regions,Yes,1.0,42,15712,0.67543,1.39616
627,627,2015,Other Combinations,Urban regions,Yes,0.45232,78,15712,0.36319,0.56097
628,628,2015,Other Combinations,Urban regions,No,0.54768,108,15712,0.4295,0.66858
629,629,2015,Other Combinations,Rural regions,Yes,1.0,40,15712,0.7123,1.37953
630,630,2016,Single-person household,Urban regions,Yes,0.4032,941,16378,0.38098,0.42248
631,631,2016,Single-person household,Urban regions,No,0.5968,1660,16378,0.57176,0.61988
632,632,2016,Single-person household,Rural regions,Yes,0.5194,562,16378,0.48617,0.55355
633,633,2016,Single-person household,Rural regions,No,0.4806,634,16378,0.44352,0.5201
634,634,2016,Couple without children,Urban regions,Yes,0.626,1547,16378,0.59311,0.65504
635,635,2016,Couple without children,Urban regions,No,0.374,1063,16378,0.35121,0.39846
636,636,2016,Couple without children,Rural regions,Yes,0.80015,1153,16378,0.75218,0.84659
637,637,2016,Couple without children,Rural regions,No,0.19985,394,16378,0.18125,0.22288
638,638,2016,Single parent,Urban regions,Yes,0.45054,448,16378,0.40482,0.5091
639,639,2016,Single parent,Urban regions,No,0.54946,669,16378,0.49724,0.60194
640,640,2016,Single parent,Rural regions,Yes,0.60467,318,16378,0.51613,0.69279
641,641,2016,Single parent,Rural regions,No,0.39533,272,16378,0.34156,0.46047
642,642,2016,Couple with children,Urban regions,Yes,0.71094,2417,16378,0.67213,0.74568
643,643,2016,Couple with children,Urban regions,No,0.28906,1703,16378,0.26454,0.3134
644,644,2016,Couple with children,Rural regions,Yes,0.81807,1473,16378,0.76012,0.87829
645,645,2016,Couple with children,Rural regions,No,0.18193,611,16378,0.15014,0.2136
646,646,2016,Multi-generational household,Urban regions,Yes,0.69918,49,16378,0.4692,0.96421
647,647,2016,Multi-generational household,Urban regions,No,0.30082,41,16378,0.14662,0.50287
648,648,2016,Multi-generational household,Rural regions,Yes,1.0,39,16378,0.61782,1.45104
649,649,2016,Other Combinations,Urban regions,Yes,0.36902,70,16378,0.26558,0.49035
650,650,2016,Other Combinations,Urban regions,No,0.63098,200,16378,0.4953,0.79765
651,651,2016,Other Combinations,Rural regions,Yes,0.71469,52,16378,0.46683,1.03637
652,652,2016,Other Combinations,Rural regions,No,0.28531,62,16378,0.19064,0.39338
653,653,2017,Single-person household,Urban regions,Yes,0.40961,1046,18246,0.39179,0.42818
654,654,2017,Single-person household,Urban regions,No,0.59039,1852,18246,0.56658,0.61423
655,655,2017,Single-person household,Rural regions,Yes,0.52677,659,18246,0.49344,0.56208
656,656,2017,Single-person household,Rural regions,No,0.47323,735,18246,0.44149,0.50541
