"hgeqpgar","year","hhtyp","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2001","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2001","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2001","Sonstige","2","69","0.196739196692806","0.15175487272972","0.241723520655892"
"Nein","2001","Sonstige","3","46","0.201776489769849","0.146156534925933","0.257396444613764"
"Nein","2001","Sonstige","4","11","","",""
"Nein","2001","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","1-Pers.- Haushalt","2","257","","",""
"Ja","2002","1-Pers.- Haushalt","3","215","","",""
"Ja","2002","1-Pers.- Haushalt","4","239","","",""
"Ja","2002","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","(Ehe-)Paar ohne Kind(er)","2","780","0.599704418807266","0.573152051848999","0.626256785765533"
"Ja","2002","(Ehe-)Paar ohne Kind(er)","3","942","0.608142761738279","0.584117772200988","0.63216775127557"
"Ja","2002","(Ehe-)Paar ohne Kind(er)","4","1070","","",""
"Ja","2002","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Alleinerziehende","2","172","","",""
"Ja","2002","Alleinerziehende","3","163","","",""
"Ja","2002","Alleinerziehende","4","174","","",""
"Ja","2002","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Paar mit Kind(ern)","2","2748","","",""
"Ja","2002","Paar mit Kind(ern)","3","2528","","",""
"Ja","2002","Paar mit Kind(ern)","4","2493","","",""
"Ja","2002","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Sonstige","2","151","","",""
"Ja","2002","Sonstige","3","130","","",""
"Ja","2002","Sonstige","4","178","","",""
"Ja","2002","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","1-Pers.- Haushalt","2","374","0.585723317073582","0.54728849162006","0.624158142527103"
"Nein","2002","1-Pers.- Haushalt","3","336","0.611165184234782","0.570461458178877","0.651868910290687"
"Nein","2002","1-Pers.- Haushalt","4","317","0.583143465746373","0.54216160165028","0.624125329842467"
"Nein","2002","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","(Ehe-)Paar ohne Kind(er)","2","528","0.400295581192734","0.373743214234467","0.426847948151001"
"Nein","2002","(Ehe-)Paar ohne Kind(er)","3","644","0.391857238261721","0.36783224872443","0.415882227799012"
"Nein","2002","(Ehe-)Paar ohne Kind(er)","4","616","0.340029210531892","0.317417168898659","0.362641252165126"
"Nein","2002","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Alleinerziehende","2","194","","",""
"Nein","2002","Alleinerziehende","3","114","","",""
"Nein","2002","Alleinerziehende","4","56","0.195224698964328","0.14399888434293","0.246450513585726"
"Nein","2002","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Paar mit Kind(ern)","2","1206","","",""
"Nein","2002","Paar mit Kind(ern)","3","788","0.23880013103928","0.22428879287145","0.253311469207111"
"Nein","2002","Paar mit Kind(ern)","4","542","0.208671484294603","0.194214466889335","0.223128501699872"
"Nein","2002","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Sonstige","2","87","0.326891008878356","0.267296836051203","0.386485181705508"
"Nein","2002","Sonstige","3","32","0.096143413858326","0.0507492399936943","0.141537587722958"
"Nein","2002","Sonstige","4","32","0.168450623526465","0.117831015693176","0.219070231359755"
"Nein","2002","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","1-Pers.- Haushalt","2","229","","",""
"Ja","2003","1-Pers.- Haushalt","3","217","","",""
"Ja","2003","1-Pers.- Haushalt","4","264","","",""
"Ja","2003","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","(Ehe-)Paar ohne Kind(er)","2","742","0.585457908398035","0.558169507786239","0.612746309009831"
"Ja","2003","(Ehe-)Paar ohne Kind(er)","3","956","0.631750140480397","0.608012340392548","0.655487940568247"
"Ja","2003","(Ehe-)Paar ohne Kind(er)","4","1148","","",""
"Ja","2003","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Alleinerziehende","2","191","","",""
"Ja","2003","Alleinerziehende","3","160","","",""
"Ja","2003","Alleinerziehende","4","140","","",""
"Ja","2003","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Paar mit Kind(ern)","2","2525","","",""
"Ja","2003","Paar mit Kind(ern)","3","2720","","",""
"Ja","2003","Paar mit Kind(ern)","4","2461","","",""
"Ja","2003","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Sonstige","2","132","","",""
"Ja","2003","Sonstige","3","129","","",""
"Ja","2003","Sonstige","4","155","","",""
"Ja","2003","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","1-Pers.- Haushalt","2","343","0.587413035533603","0.547068973974851","0.627757097092355"
"Nein","2003","1-Pers.- Haushalt","3","332","0.610637774802294","0.569849939236161","0.651425610368426"
"Nein","2003","1-Pers.- Haushalt","4","341","0.573749375951506","0.534343223724899","0.613155528178113"
"Nein","2003","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","(Ehe-)Paar ohne Kind(er)","2","510","0.414542091601965","0.387253690990169","0.441830492213761"
"Nein","2003","(Ehe-)Paar ohne Kind(er)","3","630","0.368249859519603","0.344512059431753","0.391987659607452"
"Nein","2003","(Ehe-)Paar ohne Kind(er)","4","652","0.354518961177353","0.332419925800956","0.376617996553749"
"Nein","2003","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","Alleinerziehende","2","207","","",""
"Nein","2003","Alleinerziehende","3","104","","",""
"Nein","2003","Alleinerziehende","4","55","0.2628405798572","0.201059185817885","0.324621973896514"
"Nein","2003","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","Paar mit Kind(ern)","2","1086","","",""
"Nein","2003","Paar mit Kind(ern)","3","745","0.219969765252001","0.206177560826315","0.233761969677686"
"Nein","2003","Paar mit Kind(ern)","4","474","0.183911566783218","0.169895790021787","0.197927343544649"
"Nein","2003","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","Sonstige","2","54","0.3379473534065","0.26997028882221","0.405924417990791"
"Nein","2003","Sonstige","3","31","0.0933106722117171","0.0482411441254521","0.138380200297982"
"Nein","2003","Sonstige","4","25","","",""
"Nein","2003","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2004","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2004","1-Pers.- Haushalt","2","240","","",""
"Ja","2004","1-Pers.- Haushalt","3","221","","",""
"Ja","2004","1-Pers.- Haushalt","4","263","","",""
"Ja","2004","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2004","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2004","(Ehe-)Paar ohne Kind(er)","2","674","0.577737188784347","0.549387036564439","0.606087341004255"
"Ja","2004","(Ehe-)Paar ohne Kind(er)","3","974","0.613076891092884","0.589374482870797","0.636779299314971"
"Ja","2004","(Ehe-)Paar ohne Kind(er)","4","1154","","",""
"Ja","2004","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2004","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2004","Alleinerziehende","2","184","","",""
"Ja","2004","Alleinerziehende","3","176","","",""
"Ja","2004","Alleinerziehende","4","100","","",""
"Ja","2004","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2004","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2004","Paar mit Kind(ern)","2","2494","","",""
"Ja","2004","Paar mit Kind(ern)","3","2466","","",""
"Ja","2004","Paar mit Kind(ern)","4","2448","","",""
"Ja","2004","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2004","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2004","Sonstige","2","128","","",""
"Ja","2004","Sonstige","3","124","","",""
"Ja","2004","Sonstige","4","117","","",""
"Ja","2004","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2004","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2004","1-Pers.- Haushalt","2","326","0.576881383546628","0.536179528390331","0.617583238702924"
"Nein","2004","1-Pers.- Haushalt","3","324","0.598306283343762","0.557147821036575","0.639464745650948"
"Nein","2004","1-Pers.- Haushalt","4","332","0.57207535732002","0.53231961410787","0.611831100532169"
"Nein","2004","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2004","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2004","(Ehe-)Paar ohne Kind(er)","2","492","0.422262811215653","0.393912658995745","0.450612963435561"
"Nein","2004","(Ehe-)Paar ohne Kind(er)","3","648","0.386923108907116","0.363220700685029","0.410625517129203"
"Nein","2004","(Ehe-)Paar ohne Kind(er)","4","662","0.365538667385198","0.343389397724664","0.387687937045732"
"Nein","2004","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2004","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2004","Alleinerziehende","2","161","","",""
"Nein","2004","Alleinerziehende","3","110","","",""
"Nein","2004","Alleinerziehende","4","44","0.294720219499749","0.220255162268626","0.369185276730873"
"Nein","2004","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2004","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2004","Paar mit Kind(ern)","2","1086","","",""
"Nein","2004","Paar mit Kind(ern)","3","672","0.19962388371365","0.185638482434734","0.213609284992565"
"Nein","2004","Paar mit Kind(ern)","4","434","0.163006394695592","0.149520974174985","0.176491815216198"
"Nein","2004","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2004","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2004","Sonstige","2","42","0.197268037039245","0.137449295819579","0.257086778258911"
"Nein","2004","Sonstige","3","36","0.352190916741018","0.27817916357001","0.426202669912025"
"Nein","2004","Sonstige","4","11","","",""
"Nein","2004","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2005","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2005","1-Pers.- Haushalt","2","228","","",""
"Ja","2005","1-Pers.- Haushalt","3","233","","",""
"Ja","2005","1-Pers.- Haushalt","4","261","","",""
"Ja","2005","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2005","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2005","(Ehe-)Paar ohne Kind(er)","2","710","0.597396334655827","0.569271057639285","0.625521611672369"
"Ja","2005","(Ehe-)Paar ohne Kind(er)","3","934","0.598333321532741","0.573943606288639","0.622723036776843"
"Ja","2005","(Ehe-)Paar ohne Kind(er)","4","1116","","",""
"Ja","2005","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2005","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2005","Alleinerziehende","2","177","","",""
"Ja","2005","Alleinerziehende","3","137","","",""
"Ja","2005","Alleinerziehende","4","125","","",""
"Ja","2005","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2005","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2005","Paar mit Kind(ern)","2","2295","","",""
"Ja","2005","Paar mit Kind(ern)","3","2342","","",""
"Ja","2005","Paar mit Kind(ern)","4","2390","","",""
"Ja","2005","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2005","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2005","Sonstige","2","136","","",""
"Ja","2005","Sonstige","3","111","","",""
"Ja","2005","Sonstige","4","97","0.872266101905251","0.809888405978833","0.934643797831669"
"Ja","2005","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","1-Pers.- Haushalt","2","325","0.584270321867544","0.543193394196968","0.62534724953812"
"Nein","2005","1-Pers.- Haushalt","3","349","0.600186106984391","0.560388358005343","0.639983855963439"
"Nein","2005","1-Pers.- Haushalt","4","367","0.6090018317325","0.5708368613214","0.6471668021436"
"Nein","2005","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","(Ehe-)Paar ohne Kind(er)","2","458","0.402603665344173","0.374478388327631","0.430728942360716"
"Nein","2005","(Ehe-)Paar ohne Kind(er)","3","618","0.401666678467259","0.377276963223157","0.426056393711362"
"Nein","2005","(Ehe-)Paar ohne Kind(er)","4","602","0.35157267027977","0.328995229043198","0.374150111516343"
"Nein","2005","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","Alleinerziehende","2","200","","",""
"Nein","2005","Alleinerziehende","3","120","","",""
"Nein","2005","Alleinerziehende","4","38","0.235351103548786","0.170226747595567","0.300475459502004"
"Nein","2005","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","Paar mit Kind(ern)","2","892","0.246826522000315","0.231857256875109","0.261795787125522"
"Nein","2005","Paar mit Kind(ern)","3","667","0.213212686820579","0.1985783787635","0.227846994877659"
"Nein","2005","Paar mit Kind(ern)","4","433","0.169675605900856","0.155829544444254","0.183521667357459"
"Nein","2005","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2005","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2005","Sonstige","2","62","0.397055088262173","0.328902917081268","0.465207259443077"
"Nein","2005","Sonstige","3","24","","",""
"Nein","2005","Sonstige","4","13","","",""
"Nein","2005","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2006","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2006","1-Pers.- Haushalt","2","240","","",""
"Ja","2006","1-Pers.- Haushalt","3","261","","",""
"Ja","2006","1-Pers.- Haushalt","4","328","0.433604538533636","0.397777475032941","0.469431602034331"
"Ja","2006","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2006","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2006","(Ehe-)Paar ohne Kind(er)","2","862","0.582455522910779","0.556787481503347","0.608123564318211"
"Ja","2006","(Ehe-)Paar ohne Kind(er)","3","1046","","",""
"Ja","2006","(Ehe-)Paar ohne Kind(er)","4","1278","","",""
"Ja","2006","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2006","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2006","Alleinerziehende","2","209","","",""
"Ja","2006","Alleinerziehende","3","152","","",""
"Ja","2006","Alleinerziehende","4","156","","",""
"Ja","2006","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2006","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2006","Paar mit Kind(ern)","2","2370","","",""
"Ja","2006","Paar mit Kind(ern)","3","2614","","",""
"Ja","2006","Paar mit Kind(ern)","4","2554","","",""
"Ja","2006","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2006","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2006","Sonstige","2","139","","",""
"Ja","2006","Sonstige","3","98","0.758091779797983","0.684477406064425","0.83170615353154"
"Ja","2006","Sonstige","4","103","","",""
"Ja","2006","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","1-Pers.- Haushalt","2","353","0.600781556249002","0.561364486234476","0.640198626263528"
"Nein","2006","1-Pers.- Haushalt","3","371","0.606167549831821","0.568074859844899","0.644260239818743"
"Nein","2006","1-Pers.- Haushalt","4","407","0.566395461466364","0.53056839796567","0.602222524967059"
"Nein","2006","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","(Ehe-)Paar ohne Kind(er)","2","556","0.417544477089221","0.391876435681789","0.443212518496653"
"Nein","2006","(Ehe-)Paar ohne Kind(er)","3","606","0.386527628699623","0.363045857887745","0.4100093995115"
"Nein","2006","(Ehe-)Paar ohne Kind(er)","4","680","0.35640301393458","0.335189166942503","0.377616860926656"
"Nein","2006","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","Alleinerziehende","2","206","","",""
"Nein","2006","Alleinerziehende","3","122","","",""
"Nein","2006","Alleinerziehende","4","55","0.314824891685982","0.252157418591455","0.37749236478051"
"Nein","2006","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","Paar mit Kind(ern)","2","928","0.309653765861286","0.293874222598508","0.325433309124063"
"Nein","2006","Paar mit Kind(ern)","3","607","0.199869690839374","0.186059281223485","0.213680100455263"
"Nein","2006","Paar mit Kind(ern)","4","458","0.183665869811858","0.169837569126024","0.197494170497692"
"Nein","2006","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2006","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2006","Sonstige","2","54","0.237343887538742","0.177320176878105","0.297367598199378"
"Nein","2006","Sonstige","3","32","0.241908220202017","0.16829384646846","0.315522593935575"
"Nein","2006","Sonstige","4","30","0.3855785274678","0.302858268921905","0.468298786013696"
"Nein","2006","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2007","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2007","1-Pers.- Haushalt","2","235","","",""
"Ja","2007","1-Pers.- Haushalt","3","263","","",""
"Ja","2007","1-Pers.- Haushalt","4","337","0.452284344272792","0.415776823579571","0.488791864966014"
"Ja","2007","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2007","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2007","(Ehe-)Paar ohne Kind(er)","2","810","0.58168478118969","0.555094186723738","0.608275375655642"
"Ja","2007","(Ehe-)Paar ohne Kind(er)","3","994","0.618549232268618","0.594383018361677","0.642715446175559"
"Ja","2007","(Ehe-)Paar ohne Kind(er)","4","1236","","",""
"Ja","2007","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2007","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2007","Alleinerziehende","2","219","","",""
"Ja","2007","Alleinerziehende","3","151","","",""
"Ja","2007","Alleinerziehende","4","106","","",""
"Ja","2007","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2007","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2007","Paar mit Kind(ern)","2","2162","","",""
"Ja","2007","Paar mit Kind(ern)","3","2507","","",""
"Ja","2007","Paar mit Kind(ern)","4","2417","","",""
"Ja","2007","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2007","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2007","Sonstige","2","96","0.699089757745282","0.624692553091878","0.773486962398687"
"Ja","2007","Sonstige","3","109","","",""
"Ja","2007","Sonstige","4","80","0.842622481887848","0.769394990644776","0.91584997313092"
"Ja","2007","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2007","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2007","1-Pers.- Haushalt","2","321","0.574159707673758","0.533058893315607","0.615260522031909"
"Nein","2007","1-Pers.- Haushalt","3","322","0.56614895468647","0.525987832726723","0.606310076646216"
"Nein","2007","1-Pers.- Haushalt","4","377","0.547715655727208","0.511208135033986","0.58422317642043"
"Nein","2007","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2007","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2007","(Ehe-)Paar ohne Kind(er)","2","512","0.41831521881031","0.391724624344358","0.444905813276262"
"Nein","2007","(Ehe-)Paar ohne Kind(er)","3","558","0.381450767731382","0.357284553824441","0.405616981638323"
"Nein","2007","(Ehe-)Paar ohne Kind(er)","4","630","0.344913440636267","0.323346096161292","0.366480785111243"
"Nein","2007","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2007","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2007","Alleinerziehende","2","192","","",""
"Nein","2007","Alleinerziehende","3","128","","",""
"Nein","2007","Alleinerziehende","4","40","0.360357262577319","0.282480652383473","0.438233872771164"
"Nein","2007","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2007","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2007","Paar mit Kind(ern)","2","809","0.286500382527807","0.270242789771917","0.302757975283698"
"Nein","2007","Paar mit Kind(ern)","3","550","0.190668530194102","0.176743277177813","0.204593783210392"
"Nein","2007","Paar mit Kind(ern)","4","491","0.192561461987509","0.178230006003835","0.206892917971184"
"Nein","2007","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2007","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Nein","2007","Sonstige","2","50","0.300910242254718","0.226513037601313","0.375307446908122"
"Nein","2007","Sonstige","3","18","","",""
"Nein","2007","Sonstige","4","15","","",""
"Nein","2007","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","1-Pers.- Haushalt","2","220","","",""
"Ja","2008","1-Pers.- Haushalt","3","247","","",""
"Ja","2008","1-Pers.- Haushalt","4","342","0.472277920514965","0.435268613185485","0.509287227844445"
"Ja","2008","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","(Ehe-)Paar ohne Kind(er)","2","696","0.558810833667599","0.529987746595027","0.587633920740171"
"Ja","2008","(Ehe-)Paar ohne Kind(er)","3","1010","","",""
"Ja","2008","(Ehe-)Paar ohne Kind(er)","4","1194","","",""
"Ja","2008","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Alleinerziehende","2","230","","",""
"Ja","2008","Alleinerziehende","3","132","","",""
"Ja","2008","Alleinerziehende","4","158","","",""
"Ja","2008","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Paar mit Kind(ern)","2","1762","","",""
"Ja","2008","Paar mit Kind(ern)","3","2299","","",""
"Ja","2008","Paar mit Kind(ern)","4","2360","","",""
"Ja","2008","Paar mit Kind(ern)","5 Einkommensstärkstes Quintil","","","",""
"Ja","2008","Sonstige","1 Einkommensschwächstes Quintil","","","",""
"Ja","2008","Sonstige","2","83","0.821030510130876","0.748057156331297","0.894003863930454"
"Ja","2008","Sonstige","3","105","","",""
"Ja","2008","Sonstige","4","102","","",""
"Ja","2008","Sonstige","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","1-Pers.- Haushalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","1-Pers.- Haushalt","2","310","0.592326580869154","0.550490888078767","0.634162273659542"
"Nein","2008","1-Pers.- Haushalt","3","312","0.591173943686369","0.550420049560634","0.631927837812104"
"Nein","2008","1-Pers.- Haushalt","4","357","0.527722079485035","0.490712772155555","0.564731386814515"
"Nein","2008","1-Pers.- Haushalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","(Ehe-)Paar ohne Kind(er)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","(Ehe-)Paar ohne Kind(er)","2","444","0.441189166332401","0.412366079259829","0.470012253404973"
"Nein","2008","(Ehe-)Paar ohne Kind(er)","3","504","0.327152888963127","0.303519895799955","0.3507858821263"
"Nein","2008","(Ehe-)Paar ohne Kind(er)","4","582","0.337770422783321","0.315774524336378","0.359766321230264"
"Nein","2008","(Ehe-)Paar ohne Kind(er)","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Alleinerziehende","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Alleinerziehende","2","196","","",""
"Nein","2008","Alleinerziehende","3","115","","",""
"Nein","2008","Alleinerziehende","4","55","0.34077896031431","0.277127231177185","0.404430689451435"
"Nein","2008","Alleinerziehende","5 Einkommensstärkstes Quintil","","","",""
"Nein","2008","Paar mit Kind(ern)","1 Einkommensschwächstes Quintil","","","",""
"Nein","2008","Paar mit Kind(ern)","2","708","0.315945745839666","0.297612002615923","0.334279489063409"
"Nein","2008","Paar mit Kind(ern)","3","647","0.206637565960525","0.192016730999544","0.221258400921507"
