year,hhtyp,sampreg,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2008,Single-person household,East,Yes,0.34660,271,744,0.31238,0.38082
2008,Single-person household,East,No,0.65340,473,744,0.61918,0.68762
2008,Couple without children,West,Yes,0.67536,1945,2752,0.65786,0.69286
2008,Couple without children,West,No,0.32464,807,2752,0.30714,0.34214
2008,Couple without children,East,Yes,0.54831,585,977,0.51709,0.57953
2008,Couple without children,East,No,0.45169,392,977,0.42047,0.48291
2008,Single parent,West,Yes,0.51883,281,507,0.47530,0.56237
2008,Single parent,West,No,0.48117,226,507,0.43763,0.52470
2008,Single parent,East,Yes,0.28997,63,175,0.22255,0.35739
2008,Single parent,East,No,0.71003,112,175,0.64261,0.77745
2008,Couple with children,West,Yes,0.76211,2005,2547,0.74557,0.77865
2008,Couple with children,West,No,0.23789,542,2547,0.22135,0.25443
2008,Couple with children,East,Yes,0.68171,497,718,0.64762,0.71581
2008,Couple with children,East,No,0.31829,221,718,0.28419,0.35238
2008,Multi-generational household,West,Yes,0.76786,46,46,0.64450,0.89122
2008,Other Combinations,West,Yes,0.73012,42,42,0.59424,0.86599
2009,Single-person household,West,Yes,0.45141,1005,2119,0.43022,0.47261
2009,Single-person household,West,No,0.54859,1114,2119,0.52739,0.56978
2009,Single-person household,East,Yes,0.35346,269,721,0.31854,0.38838
2009,Single-person household,East,No,0.64654,452,721,0.61162,0.68146
2009,Couple without children,West,Yes,0.67589,1827,2598,0.65789,0.69389
2009,Couple without children,West,No,0.32411,771,2598,0.30611,0.34211
2009,Couple without children,East,Yes,0.56070,572,951,0.52914,0.59226
2009,Couple without children,East,No,0.43930,379,951,0.40774,0.47086
2009,Single parent,West,Yes,0.55094,270,461,0.50548,0.59639
2009,Single parent,West,No,0.44906,191,461,0.40361,0.49452
2009,Single parent,East,Yes,0.27522,62,172,0.20828,0.34217
2009,Single parent,East,No,0.72478,110,172,0.65783,0.79172
2009,Couple with children,West,Yes,0.78046,1858,2332,0.76366,0.79727
2009,Couple with children,West,No,0.21954,474,2332,0.20273,0.23634
2009,Couple with children,East,Yes,0.72586,488,676,0.69221,0.75952
2009,Couple with children,East,No,0.27414,188,676,0.24048,0.30779
2009,Multi-generational household,West,Yes,0.83381,42,42,0.71987,0.94776
2009,Other Combinations,West,Yes,0.80952,45,45,0.69348,0.92555
2010,Single-person household,West,Yes,0.45890,963,2006,0.43709,0.48071
2010,Single-person household,West,No,0.54110,1043,2006,0.51929,0.56291
2010,Single-person household,East,Yes,0.35525,263,679,0.31922,0.39127
2010,Single-person household,East,No,0.64475,416,679,0.60873,0.68078
2010,Couple without children,West,Yes,0.68324,1753,2472,0.66490,0.70158
2010,Couple without children,West,No,0.31676,719,2472,0.29842,0.33510
2010,Couple without children,East,Yes,0.59293,552,898,0.56078,0.62508
2010,Couple without children,East,No,0.40707,346,898,0.37492,0.43922
2010,Single parent,West,Yes,0.52555,776,1435,0.49970,0.55139
2010,Single parent,West,No,0.47445,659,1435,0.44861,0.50030
2010,Single parent,East,Yes,0.35668,152,411,0.31031,0.40305
2010,Single parent,East,No,0.64332,259,411,0.59695,0.68969
2010,Couple with children,West,Yes,0.77678,3406,4576,0.76472,0.78885
2010,Couple with children,West,No,0.22322,1170,4576,0.21115,0.23528
2010,Couple with children,East,Yes,0.69984,765,1134,0.67315,0.72653
2010,Couple with children,East,No,0.30016,369,1134,0.27347,0.32685
2010,Multi-generational household,West,Yes,0.85855,61,61,0.77037,0.94673
2010,Other Combinations,West,Yes,0.63329,36,36,0.47363,0.79294
2011,Single-person household,West,Yes,0.47147,1274,2639,0.45242,0.49052
2011,Single-person household,West,No,0.52853,1365,2639,0.50948,0.54758
2011,Single-person household,East,Yes,0.34479,316,890,0.31355,0.37604
2011,Single-person household,East,No,0.65521,574,890,0.62396,0.68645
2011,Couple without children,West,Yes,0.67468,2320,3281,0.65864,0.69071
2011,Couple without children,West,No,0.32532,961,3281,0.30929,0.34136
2011,Couple without children,East,Yes,0.62929,685,1090,0.60060,0.65797
2011,Couple without children,East,No,0.37071,405,1090,0.34203,0.39940
2011,Single parent,West,Yes,0.55571,1011,1779,0.53261,0.57880
2011,Single parent,West,No,0.44429,768,1779,0.42120,0.46739
2011,Single parent,East,Yes,0.34883,181,526,0.30806,0.38960
2011,Single parent,East,No,0.65117,345,526,0.61040,0.69194
2011,Couple with children,West,Yes,0.76374,3832,4980,0.75194,0.77554
2011,Couple with children,West,No,0.23626,1148,4980,0.22446,0.24806
2011,Couple with children,East,Yes,0.73170,825,1186,0.70648,0.75693
2011,Couple with children,East,No,0.26830,361,1186,0.24307,0.29352
2011,Multi-generational household,West,Yes,0.91121,79,79,0.84809,0.97434
2011,Other Combinations,West,Yes,0.60050,48,79,0.49180,0.70920
2011,Other Combinations,West,No,0.39950,31,79,0.29080,0.50820
2012,Single-person household,West,Yes,0.46325,1298,2744,0.44459,0.48191
2012,Single-person household,West,No,0.53675,1446,2744,0.51809,0.55541
2012,Single-person household,East,Yes,0.31135,314,936,0.28167,0.34103
2012,Single-person household,East,No,0.68865,622,936,0.65897,0.71833
2012,Couple without children,West,Yes,0.69884,2407,3328,0.68325,0.71443
2012,Couple without children,West,No,0.30116,921,3328,0.28557,0.31675
2012,Couple without children,East,Yes,0.60550,674,1120,0.57686,0.63413
2012,Couple without children,East,No,0.39450,446,1120,0.36587,0.42314
2012,Single parent,West,Yes,0.53642,938,1675,0.51253,0.56031
2012,Single parent,West,No,0.46358,737,1675,0.43969,0.48747
2012,Single parent,East,Yes,0.38495,171,504,0.34242,0.42747
2012,Single parent,East,No,0.61505,333,504,0.57253,0.65758
2012,Couple with children,West,Yes,0.76717,3675,4673,0.75506,0.77929
2012,Couple with children,West,No,0.23283,998,4673,0.22071,0.24494
2012,Couple with children,East,Yes,0.74701,784,1101,0.72132,0.77270
2012,Couple with children,East,No,0.25299,317,1101,0.22730,0.27868
2012,Multi-generational household,West,Yes,0.86448,74,74,0.78596,0.94300
2012,Other Combinations,West,Yes,0.58604,45,76,0.47457,0.69751
2012,Other Combinations,West,No,0.41396,31,76,0.30249,0.52543
2013,Single-person household,West,Yes,0.48018,1340,2940,0.46211,0.49824
2013,Single-person household,West,No,0.51982,1600,2940,0.50176,0.53789
2013,Single-person household,East,Yes,0.33772,312,903,0.30686,0.36858
2013,Single-person household,East,No,0.66228,591,903,0.63142,0.69314
2013,Couple without children,West,Yes,0.70921,2461,3528,0.69422,0.72420
2013,Couple without children,West,No,0.29079,1067,3528,0.27580,0.30578
2013,Couple without children,East,Yes,0.63747,687,1111,0.60919,0.66575
2013,Couple without children,East,No,0.36253,424,1111,0.33425,0.39081
2013,Single parent,West,Yes,0.54638,964,1766,0.52315,0.56960
2013,Single parent,West,No,0.45362,802,1766,0.43040,0.47685
2013,Single parent,East,Yes,0.35449,159,477,0.31151,0.39746
2013,Single parent,East,No,0.64551,318,477,0.60254,0.68849
2013,Couple with children,West,Yes,0.75532,3968,5542,0.74400,0.76664
2013,Couple with children,West,No,0.24468,1574,5542,0.23336,0.25600
2013,Couple with children,East,Yes,0.71719,736,1098,0.69054,0.74384
2013,Couple with children,East,No,0.28281,362,1098,0.25616,0.30946
2013,Multi-generational household,West,Yes,0.73202,79,112,0.64962,0.81442
2013,Multi-generational household,West,No,0.26798,33,112,0.18558,0.35038
2013,Other Combinations,West,Yes,0.45332,144,322,0.39887,0.50778
2013,Other Combinations,West,No,0.54668,178,322,0.49222,0.60113
2014,Single-person household,West,Yes,0.49098,1264,2679,0.47204,0.50991
2014,Single-person household,West,No,0.50902,1415,2679,0.49009,0.52796
2014,Single-person household,East,Yes,0.34540,316,880,0.31396,0.37683
2014,Single-person household,East,No,0.65460,564,880,0.62317,0.68604
2014,Couple without children,West,Yes,0.71409,2311,3279,0.69862,0.72955
2014,Couple without children,West,No,0.28591,968,3279,0.27045,0.30138
2014,Couple without children,East,Yes,0.61324,664,1083,0.58422,0.64226
2014,Couple without children,East,No,0.38676,419,1083,0.35774,0.41578
2014,Single parent,West,Yes,0.54631,760,1424,0.52044,0.57218
2014,Single parent,West,No,0.45369,664,1424,0.42782,0.47956
2014,Single parent,East,Yes,0.34346,130,391,0.29633,0.39059
2014,Single parent,East,No,0.65654,261,391,0.60941,0.70367
2014,Couple with children,West,Yes,0.76994,3539,4727,0.75794,0.78194
2014,Couple with children,West,No,0.23006,1188,4727,0.21806,0.24206
2014,Couple with children,East,Yes,0.70522,659,973,0.67655,0.73388
2014,Couple with children,East,No,0.29478,314,973,0.26612,0.32345
2014,Multi-generational household,West,Yes,0.78107,74,74,0.68620,0.87593
2014,Other Combinations,West,Yes,0.51007,117,232,0.44561,0.57454
2014,Other Combinations,West,No,0.48993,115,232,0.42546,0.55439
2015,Single-person household,West,Yes,0.46503,1215,2750,0.44638,0.48367
2015,Single-person household,West,No,0.53497,1535,2750,0.51633,0.55362
2015,Single-person household,East,Yes,0.33978,303,871,0.30831,0.37125
2015,Single-person household,East,No,0.66022,568,871,0.62875,0.69169
2015,Couple without children,West,Yes,0.70173,2211,3308,0.68614,0.71732
2015,Couple without children,West,No,0.29827,1097,3308,0.28268,0.31386
2015,Couple without children,East,Yes,0.61132,639,1066,0.58205,0.64060
2015,Couple without children,East,No,0.38868,427,1066,0.35940,0.41795
2015,Single parent,West,Yes,0.51812,696,1348,0.49143,0.54480
2015,Single parent,West,No,0.48188,652,1348,0.45520,0.50857
2015,Single parent,East,Yes,0.33985,124,362,0.29099,0.38871
2015,Single parent,East,No,0.66015,238,362,0.61129,0.70901
2015,Couple with children,West,Yes,0.76462,3345,4740,0.75254,0.77670
2015,Couple with children,West,No,0.23538,1395,4740,0.22330,0.24746
2015,Couple with children,East,Yes,0.70601,615,918,0.67652,0.73550
2015,Couple with children,East,No,0.29399,303,918,0.26450,0.32348
2015,Multi-generational household,West,Yes,0.78103,77,114,0.70478,0.85728
2015,Multi-generational household,West,No,0.21897,37,114,0.14272,0.29522
2015,Other Combinations,West,Yes,0.48501,101,216,0.41820,0.55181
2015,Other Combinations,West,No,0.51499,115,216,0.44819,0.58180
2016,Single-person household,West,Yes,0.46445,1209,2863,0.44618,0.48272
2016,Single-person household,West,No,0.53555,1654,2863,0.51728,0.55382
2016,Single-person household,East,Yes,0.32794,294,934,0.29782,0.35807
2016,Single-person household,East,No,0.67206,640,934,0.64193,0.70218
2016,Couple without children,West,Yes,0.70264,2087,3133,0.68663,0.71865
2016,Couple without children,West,No,0.29736,1046,3133,0.28135,0.31337
2016,Couple without children,East,Yes,0.61386,613,1024,0.58402,0.64369
2016,Couple without children,East,No,0.38614,411,1024,0.35631,0.41598
2016,Single parent,West,Yes,0.53555,634,1324,0.50868,0.56243
2016,Single parent,West,No,0.46445,690,1324,0.43757,0.49132
2016,Single parent,East,Yes,0.37615,132,383,0.32757,0.42473
2016,Single parent,East,No,0.62385,251,383,0.57527,0.67243
2016,Couple with children,West,Yes,0.75252,3327,5172,0.74076,0.76428
2016,Couple with children,West,No,0.24748,1845,5172,0.23572,0.25924
2016,Couple with children,East,Yes,0.69678,563,1032,0.66872,0.72483
2016,Couple with children,East,No,0.30322,469,1032,0.27517,0.33128
2016,Multi-generational household,West,Yes,0.75530,69,114,0.67604,0.83457
2016,Multi-generational household,West,No,0.24470,45,114,0.16543,0.32396
2016,Other Combinations,West,Yes,0.43876,106,329,0.38505,0.49246
2016,Other Combinations,West,No,0.56124,223,329,0.50754,0.61495
2016,Other Combinations,East,No,0.45002,39,39,0.29184,0.60821
2017,Single-person household,West,Yes,0.46894,1358,3240,0.45176,0.48613
2017,Single-person household,West,No,0.53106,1882,3240,0.51387,0.54824
2017,Single-person household,East,Yes,0.33867,347,1052,0.31005,0.36728
2017,Single-person household,East,No,0.66133,705,1052,0.63272,0.68995
2017,Couple without children,West,Yes,0.70753,2415,3567,0.69260,0.72246
2017,Couple without children,West,No,0.29247,1152,3567,0.27754,0.30740
2017,Couple without children,East,Yes,0.63040,699,1141,0.60238,0.65842
2017,Couple without children,East,No,0.36960,442,1141,0.34158,0.39762
2017,Single parent,West,Yes,0.54307,689,1384,0.51681,0.56932
2017,Single parent,West,No,0.45693,695,1384,0.43068,0.48319
2017,Single parent,East,Yes,0.42650,138,376,0.37645,0.47656
2017,Single parent,East,No,0.57350,238,376,0.52344,0.62355
2017,Couple with children,West,Yes,0.74819,3689,5690,0.73691,0.75947
2017,Couple with children,West,No,0.25181,2001,5690,0.24053,0.26309
2017,Couple with children,East,Yes,0.71394,644,1139,0.68768,0.74020
2017,Couple with children,East,No,0.28606,495,1139,0.25980,0.31232
2017,Multi-generational household,West,Yes,0.79573,71,134,0.72721,0.86425
2017,Multi-generational household,West,No,0.20427,63,134,0.13575,0.27279
2017,Other Combinations,West,Yes,0.58142,197,454,0.53599,0.62685
2017,Other Combinations,West,No,0.41858,257,454,0.37315,0.46401
2017,Other Combinations,East,No,0.35630,35,35,0.19532,0.51728
2018,Single-person household,West,Yes,0.46832,1340,3338,0.45139,0.48525
2018,Single-person household,West,No,0.53168,1998,3338,0.51475,0.54861
2018,Single-person household,East,Yes,0.33424,316,1080,0.30609,0.36239
2018,Single-person household,East,No,0.66576,764,1080,0.63761,0.69391
2018,Couple without children,West,Yes,0.71104,2342,3485,0.69599,0.72609
2018,Couple without children,West,No,0.28896,1143,3485,0.27391,0.30401
2018,Couple without children,East,Yes,0.62026,677,1140,0.59207,0.64844
2018,Couple without children,East,No,0.37974,463,1140,0.35156,0.40793
2018,Single parent,West,Yes,0.56794,657,1348,0.54149,0.59439
2018,Single parent,West,No,0.43206,691,1348,0.40561,0.45851
2018,Single parent,East,Yes,0.44491,135,375,0.39454,0.49528
2018,Single parent,East,No,0.55509,240,375,0.50472,0.60546
2018,Couple with children,West,Yes,0.73870,3392,5294,0.72687,0.75054
2018,Couple with children,West,No,0.26130,1902,5294,0.24946,0.27313
2018,Couple with children,East,Yes,0.72257,604,1080,0.69585,0.74928
2018,Couple with children,East,No,0.27743,476,1080,0.25072,0.30415
2018,Multi-generational household,West,Yes,0.73555,72,129,0.65914,0.81196
2018,Multi-generational household,West,No,0.26445,57,129,0.18804,0.34086
2018,Other Combinations,West,Yes,0.60041,160,347,0.54880,0.65203
2018,Other Combinations,West,No,0.39959,187,347,0.34797,0.45120
2019,Single-person household,West,Yes,0.49076,1184,2823,0.47232,0.50921
2019,Single-person household,West,No,0.50924,1639,2823,0.49079,0.52768
2019,Single-person household,East,Yes,0.34358,278,892,0.31239,0.37476
2019,Single-person household,East,No,0.65642,614,892,0.62524,0.68761
2019,Couple without children,West,Yes,0.71989,2042,2952,0.70369,0.73609
2019,Couple without children,West,No,0.28011,910,2952,0.26391,0.29631
2019,Couple without children,East,Yes,0.65953,611,988,0.62996,0.68909
2019,Couple without children,East,No,0.34047,377,988,0.31091,0.37004
2019,Single parent,West,Yes,0.54633,536,1123,0.51720,0.57546
2019,Single parent,West,No,0.45367,587,1123,0.42454,0.48280
2019,Single parent,East,Yes,0.46222,115,314,0.40699,0.51746
2019,Single parent,East,No,0.53778,199,314,0.48254,0.59301
2019,Couple with children,West,Yes,0.74399,2864,4479,0.73120,0.75677
2019,Couple with children,West,No,0.25601,1615,4479,0.24323,0.26880
2019,Couple with children,East,Yes,0.73207,521,907,0.70324,0.76091
2019,Couple with children,East,No,0.26793,386,907,0.23909,0.29676
2019,Multi-generational household,West,Yes,0.64297,52,100,0.54859,0.73736
2019,Multi-generational household,West,No,0.35703,48,100,0.26264,0.45141
2019,Other Combinations,West,Yes,0.67604,128,268,0.61990,0.73217
2019,Other Combinations,West,No,0.32396,140,268,0.26783,0.38010
2020,Single-person household,West,Yes,0.47886,1618,4206,0.46376,0.49396
2020,Single-person household,West,No,0.52114,2588,4206,0.50604,0.53624
2020,Single-person household,East,Yes,0.32802,349,1134,0.30068,0.35536
2020,Single-person household,East,No,0.67198,785,1134,0.64464,0.69932
2020,Couple without children,West,Yes,0.71179,2589,3978,0.69771,0.72586
2020,Couple without children,West,No,0.28821,1389,3978,0.27414,0.30229
2020,Couple without children,East,Yes,0.64831,735,1191,0.62118,0.67544
2020,Couple without children,East,No,0.35169,456,1191,0.32456,0.37882
2020,Single parent,West,Yes,0.55392,601,1250,0.52635,0.58148
2020,Single parent,West,No,0.44608,649,1250,0.41852,0.47365
2020,Single parent,East,Yes,0.50176,130,348,0.44915,0.55437
2020,Single parent,East,No,0.49824,218,348,0.44563,0.55085
2020,Couple with children,West,Yes,0.76905,3402,5488,0.75790,0.78020
2020,Couple with children,West,No,0.23095,2086,5488,0.21980,0.24210
2020,Couple with children,East,Yes,0.72151,622,1077,0.69472,0.74829
2020,Couple with children,East,No,0.27849,455,1077,0.25171,0.30528
2020,Multi-generational household,West,Yes,0.62777,68,120,0.54092,0.71462
2020,Multi-generational household,West,No,0.37223,52,120,0.28538,0.45908
2020,Other Combinations,West,Yes,0.63921,185,425,0.59350,0.68492
2020,Other Combinations,West,No,0.36079,240,425,0.31508,0.40650
2020,Other Combinations,East,No,0.39187,33,33,0.22273,0.56101
2021,Single-person household,West,Yes,0.49547,1047,2416,0.47553,0.51541
2021,Single-person household,West,No,0.50453,1369,2416,0.48459,0.52447
2021,Single-person household,East,Yes,0.32937,220,675,0.29389,0.36486
2021,Single-person household,East,No,0.67063,455,675,0.63514,0.70611
2021,Couple without children,West,Yes,0.71173,1644,2410,0.69365,0.72982
2021,Couple without children,West,No,0.28827,766,2410,0.27018,0.30635
2021,Couple without children,East,Yes,0.66327,487,764,0.62973,0.69680
2021,Couple without children,East,No,0.33673,277,764,0.30320,0.37027
2021,Single parent,West,Yes,0.55675,369,685,0.51952,0.59398
2021,Single parent,West,No,0.44325,316,685,0.40602,0.48048
2021,Single parent,East,Yes,0.54098,93,241,0.47793,0.60402
2021,Single parent,East,No,0.45902,148,241,0.39598,0.52207
2021,Couple with children,West,Yes,0.76343,1984,2974,0.74815,0.77871
2021,Couple with children,West,No,0.23657,990,2974,0.22129,0.25185
2021,Couple with children,East,Yes,0.75110,364,599,0.71644,0.78575
2021,Couple with children,East,No,0.24890,235,599,0.21425,0.28356
2021,Multi-generational household,West,Yes,0.51153,36,36,0.34592,0.67713
2021,Other Combinations,West,Yes,0.61195,130,252,0.55166,0.67224
2021,Other Combinations,West,No,0.38805,122,252,0.32776,0.44834
2022,No answer / don't know,West,Yes,0.55168,199,351,0.49958,0.60379
2022,No answer / don't know,West,No,0.44832,152,351,0.39621,0.50042
2022,No answer / don't know,East,Yes,0.52990,61,105,0.43398,0.62583
2022,No answer / don't know,East,No,0.47010,44,105,0.37417,0.56602
2022,Single-person household,West,Yes,0.51087,1871,4436,0.49616,0.52558
2022,Single-person household,West,No,0.48913,2565,4436,0.47442,0.50384
2022,Single-person household,East,Yes,0.38947,465,1316,0.36312,0.41583
2022,Single-person household,East,No,0.61053,851,1316,0.58417,0.63688
2022,Couple without children,West,Yes,0.71747,2893,4502,0.70432,0.73062
2022,Couple without children,West,No,0.28253,1609,4502,0.26938,0.29568
2022,Couple without children,East,Yes,0.63173,790,1261,0.60510,0.65836
2022,Couple without children,East,No,0.36827,471,1261,0.34164,0.39490
2022,Single parent,West,Yes,0.56761,491,891,0.53506,0.60015
2022,Single parent,West,No,0.43239,400,891,0.39985,0.46494
2022,Single parent,East,Yes,0.54527,137,318,0.49046,0.60009
2022,Single parent,East,No,0.45473,181,318,0.39991,0.50954
2022,Couple with children,West,Yes,0.76982,3283,4525,0.75755,0.78209
2022,Couple with children,West,No,0.23018,1242,4525,0.21791,0.24245
2022,Couple with children,East,Yes,0.72357,733,1091,0.69702,0.75012
2022,Couple with children,East,No,0.27643,358,1091,0.24988,0.30298
2022,Multi-generational household,West,Yes,0.84357,54,54,0.74576,0.94137
2022,Other Combinations,West,Yes,0.62819,589,935,0.59719,0.65918
2022,Other Combinations,West,No,0.37181,346,935,0.34082,0.40281
2022,Other Combinations,East,Yes,0.56091,129,231,0.49678,0.62505
2022,Other Combinations,East,No,0.43909,102,231,0.37495,0.50322
