year,hhtyp,rentown,hgeqpgar,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2004,Single parent,Tenant,No,0.63628,304,473,0.59288,0.67968
2004,Couple with children,Owner,Yes,0.93311,2242,2401,0.92312,0.94311
2004,Couple with children,Owner,No,0.06689,159,2401,0.05689,0.07688
2004,Couple with children,Tenant,Yes,0.46262,660,1487,0.43727,0.48798
2004,Couple with children,Tenant,No,0.53738,827,1487,0.51202,0.56273
2004,Multi-generational household,Owner,Yes,0.91485,71,71,0.84946,0.98023
2004,Other Combinations,Owner,Yes,0.91634,56,56,0.84317,0.98952
2004,Other Combinations,Tenant,No,0.65668,32,32,0.48953,0.82382
2005,Single-person household,Owner,Yes,0.77609,640,805,0.74728,0.80491
2005,Single-person household,Owner,No,0.22391,165,805,0.19509,0.25272
2005,Single-person household,Tenant,Yes,0.26557,550,2083,0.24660,0.28454
2005,Single-person household,Tenant,No,0.73443,1533,2083,0.71546,0.75340
2005,Couple without children,Owner,Yes,0.88647,1768,1969,0.87245,0.90048
2005,Couple without children,Owner,No,0.11353,201,1969,0.09952,0.12755
2005,Couple without children,Tenant,Yes,0.36171,646,1716,0.33897,0.38445
2005,Couple without children,Tenant,No,0.63829,1070,1716,0.61555,0.66103
2005,Single parent,Owner,Yes,0.90940,179,179,0.86723,0.95157
2005,Single parent,Tenant,Yes,0.31652,162,493,0.27542,0.35762
2005,Single parent,Tenant,No,0.68348,331,493,0.64238,0.72458
2005,Couple with children,Owner,Yes,0.93818,2135,2285,0.92830,0.94805
2005,Couple with children,Owner,No,0.06182,150,2285,0.05195,0.07170
2005,Couple with children,Tenant,Yes,0.47450,636,1416,0.44848,0.50052
2005,Couple with children,Tenant,No,0.52550,780,1416,0.49948,0.55152
2005,Multi-generational household,Owner,Yes,0.91655,68,68,0.85033,0.98277
2005,Other Combinations,Owner,Yes,0.96489,50,50,0.91335,1.01643
2005,Other Combinations,Tenant,No,0.63555,33,33,0.46879,0.80230
2006,Single-person household,Owner,Yes,0.78301,757,955,0.75685,0.80916
2006,Single-person household,Owner,No,0.21699,198,955,0.19084,0.24315
2006,Single-person household,Tenant,Yes,0.25865,614,2319,0.24082,0.27647
2006,Single-person household,Tenant,No,0.74135,1705,2319,0.72353,0.75918
2006,Couple without children,Owner,Yes,0.88042,2064,2306,0.86717,0.89366
2006,Couple without children,Owner,No,0.11958,242,2306,0.10634,0.13283
2006,Couple without children,Tenant,Yes,0.34144,679,1843,0.31978,0.36309
2006,Couple without children,Tenant,No,0.65856,1164,1843,0.63691,0.68022
2006,Single parent,Owner,Yes,0.84442,196,196,0.79355,0.89530
2006,Single parent,Tenant,Yes,0.33132,183,541,0.29162,0.37102
2006,Single parent,Tenant,No,0.66868,358,541,0.62898,0.70838
2006,Couple with children,Owner,Yes,0.93715,2230,2374,0.92738,0.94691
2006,Couple with children,Owner,No,0.06285,144,2374,0.05309,0.07262
2006,Couple with children,Tenant,Yes,0.46502,675,1461,0.43944,0.49061
2006,Couple with children,Tenant,No,0.53498,786,1461,0.50939,0.56056
2006,Multi-generational household,Owner,Yes,0.94128,69,69,0.88541,0.99716
2006,Other Combinations,Owner,Yes,0.96079,59,59,0.91084,1.01074
2007,Single-person household,Owner,Yes,0.77788,707,894,0.75062,0.80514
2007,Single-person household,Owner,No,0.22212,187,894,0.19486,0.24938
2007,Single-person household,Tenant,Yes,0.28223,642,2198,0.26341,0.30105
2007,Single-person household,Tenant,No,0.71777,1556,2198,0.69895,0.73659
2007,Couple without children,Owner,Yes,0.88700,1950,2169,0.87367,0.90033
2007,Couple without children,Owner,No,0.11300,219,2169,0.09967,0.12633
2007,Couple without children,Tenant,Yes,0.35600,654,1699,0.33323,0.37878
2007,Couple without children,Tenant,No,0.64400,1045,1699,0.62122,0.66677
2007,Single parent,Owner,Yes,0.82157,182,182,0.76579,0.87735
2007,Single parent,Tenant,Yes,0.33462,172,496,0.29305,0.37619
2007,Single parent,Tenant,No,0.66538,324,496,0.62381,0.70695
2007,Couple with children,Owner,Yes,0.93804,2091,2228,0.92802,0.94805
2007,Couple with children,Owner,No,0.06196,137,2228,0.05195,0.07198
2007,Couple with children,Tenant,Yes,0.47549,635,1348,0.44882,0.50216
2007,Couple with children,Tenant,No,0.52451,713,1348,0.49784,0.55118
2007,Multi-generational household,Owner,Yes,0.93631,57,57,0.87235,1.00027
2007,Other Combinations,Owner,Yes,0.97819,48,48,0.93643,1.01995
2008,Single-person household,Owner,Yes,0.78013,715,898,0.75303,0.80724
2008,Single-person household,Owner,No,0.21987,183,898,0.19276,0.24697
2008,Single-person household,Tenant,Yes,0.28029,600,2070,0.26094,0.29964
2008,Single-person household,Tenant,No,0.71971,1470,2070,0.70036,0.73906
2008,Couple without children,Owner,Yes,0.89681,1909,2110,0.88382,0.90979
2008,Couple without children,Owner,No,0.10319,201,2110,0.09021,0.11618
2008,Couple without children,Tenant,Yes,0.35984,621,1619,0.33645,0.38323
2008,Couple without children,Tenant,No,0.64016,998,1619,0.61677,0.66355
2008,Single parent,Owner,Yes,0.85482,175,175,0.80247,0.90716
2008,Single parent,Tenant,Yes,0.35075,169,481,0.30805,0.39344
2008,Single parent,Tenant,No,0.64925,312,481,0.60656,0.69195
2008,Couple with children,Owner,Yes,0.93097,1939,2071,0.92005,0.94189
2008,Couple with children,Owner,No,0.06903,132,2071,0.05811,0.07995
2008,Couple with children,Tenant,Yes,0.49074,563,1194,0.46237,0.51911
2008,Couple with children,Tenant,No,0.50926,631,1194,0.48089,0.53763
2008,Multi-generational household,Owner,Yes,0.94754,51,51,0.88573,1.00934
2008,Other Combinations,Owner,Yes,0.97692,40,40,0.92978,1.02405
2009,Single-person household,Owner,Yes,0.76254,689,866,0.73419,0.79090
2009,Single-person household,Owner,No,0.23746,177,866,0.20910,0.26581
2009,Single-person household,Tenant,Yes,0.29005,585,1974,0.27002,0.31007
2009,Single-person household,Tenant,No,0.70995,1389,1974,0.68993,0.72998
2009,Couple without children,Owner,Yes,0.88518,1799,2002,0.87121,0.89915
2009,Couple without children,Owner,No,0.11482,203,2002,0.10085,0.12879
2009,Couple without children,Tenant,Yes,0.37270,600,1547,0.34859,0.39680
2009,Couple without children,Tenant,No,0.62730,947,1547,0.60320,0.65141
2009,Single parent,Owner,Yes,0.88312,172,172,0.83496,0.93127
2009,Single parent,Tenant,Yes,0.35570,160,439,0.31086,0.40053
2009,Single parent,Tenant,No,0.64430,279,439,0.59947,0.68914
2009,Couple with children,Owner,Yes,0.93068,1793,1917,0.91930,0.94205
2009,Couple with children,Owner,No,0.06932,124,1917,0.05795,0.08070
2009,Couple with children,Tenant,Yes,0.52625,553,1091,0.49660,0.55589
2009,Couple with children,Tenant,No,0.47375,538,1091,0.44411,0.50340
2009,Multi-generational household,Owner,Yes,0.97047,43,43,0.91928,1.02167
2010,Single-person household,Owner,Yes,0.79792,701,857,0.77102,0.82482
2010,Single-person household,Owner,No,0.20208,156,857,0.17518,0.22898
2010,Single-person household,Tenant,Yes,0.27097,525,1828,0.25059,0.29135
2010,Single-person household,Tenant,No,0.72903,1303,1828,0.70865,0.74941
2010,Couple without children,Owner,Yes,0.89118,1729,1917,0.87724,0.90512
2010,Couple without children,Owner,No,0.10882,188,1917,0.09488,0.12276
2010,Couple without children,Tenant,Yes,0.37780,576,1453,0.35286,0.40274
2010,Couple without children,Tenant,No,0.62220,877,1453,0.59726,0.64714
2010,Single parent,Owner,Yes,0.83495,360,407,0.79884,0.87106
2010,Single parent,Owner,No,0.16505,47,407,0.12894,0.20116
2010,Single parent,Tenant,Yes,0.38173,568,1439,0.35662,0.40684
2010,Single parent,Tenant,No,0.61827,871,1439,0.59316,0.64338
2010,Couple with children,Owner,Yes,0.92796,2844,3049,0.91879,0.93714
2010,Couple with children,Owner,No,0.07204,205,3049,0.06286,0.08121
2010,Couple with children,Tenant,Yes,0.50728,1327,2661,0.48828,0.52628
2010,Couple with children,Tenant,No,0.49272,1334,2661,0.47372,0.51172
2010,Multi-generational household,Owner,Yes,0.96136,59,59,0.91176,1.01096
2010,Other Combinations,Owner,Yes,0.88798,33,33,0.77871,0.99726
2011,Single-person household,Owner,Yes,0.78496,864,1078,0.76042,0.80949
2011,Single-person household,Owner,No,0.21504,214,1078,0.19051,0.23958
2011,Single-person household,Tenant,Yes,0.29371,726,2451,0.27568,0.31175
2011,Single-person household,Tenant,No,0.70629,1725,2451,0.68825,0.72432
2011,Couple without children,Owner,Yes,0.87673,2257,2514,0.86388,0.88959
2011,Couple without children,Owner,No,0.12327,257,2514,0.11041,0.13612
2011,Couple without children,Tenant,Yes,0.38933,748,1857,0.36715,0.41151
2011,Couple without children,Tenant,No,0.61067,1109,1857,0.58849,0.63285
2011,Single parent,Owner,Yes,0.87455,458,512,0.84583,0.90327
2011,Single parent,Owner,No,0.12545,54,512,0.09673,0.15417
2011,Single parent,Tenant,Yes,0.38835,734,1793,0.36579,0.41092
2011,Single parent,Tenant,No,0.61165,1059,1793,0.58908,0.63421
2011,Couple with children,Owner,Yes,0.92874,3286,3495,0.92021,0.93727
2011,Couple with children,Owner,No,0.07126,209,3495,0.06273,0.07979
2011,Couple with children,Tenant,Yes,0.49171,1371,2671,0.47275,0.51068
2011,Couple with children,Tenant,No,0.50829,1300,2671,0.48932,0.52725
2011,Multi-generational household,Owner,Yes,0.96379,72,72,0.92034,1.00724
2011,Other Combinations,Owner,Yes,0.89169,41,41,0.79538,0.98800
2011,Other Combinations,Tenant,No,0.60391,35,35,0.43951,0.76831
2012,Single-person household,Owner,Yes,0.77824,877,1093,0.75360,0.80288
2012,Single-person household,Owner,No,0.22176,216,1093,0.19712,0.24640
2012,Single-person household,Tenant,Yes,0.28078,735,2587,0.26346,0.29810
2012,Single-person household,Tenant,No,0.71922,1852,2587,0.70190,0.73654
2012,Couple without children,Owner,Yes,0.88714,2308,2553,0.87486,0.89941
2012,Couple without children,Owner,No,0.11286,245,2553,0.10059,0.12514
2012,Couple without children,Tenant,Yes,0.41027,773,1895,0.38811,0.43242
2012,Couple without children,Tenant,No,0.58973,1122,1895,0.56758,0.61189
2012,Single parent,Owner,Yes,0.87929,439,496,0.85059,0.90799
2012,Single parent,Owner,No,0.12071,57,496,0.09201,0.14941
2012,Single parent,Tenant,Yes,0.37239,670,1683,0.34929,0.39550
2012,Single parent,Tenant,No,0.62761,1013,1683,0.60450,0.65071
2012,Couple with children,Owner,Yes,0.92799,3154,3334,0.91921,0.93677
2012,Couple with children,Owner,No,0.07201,180,3334,0.06323,0.08079
2012,Couple with children,Tenant,Yes,0.50440,1305,2440,0.48456,0.52425
2012,Couple with children,Tenant,No,0.49560,1135,2440,0.47575,0.51544
2012,Multi-generational household,Owner,Yes,0.93224,68,68,0.87206,0.99242
2012,Other Combinations,Owner,Yes,0.75633,40,40,0.62160,0.89107
2012,Other Combinations,Tenant,No,0.60640,36,36,0.44455,0.76826
2013,Single-person household,Owner,Yes,0.78408,850,1060,0.75930,0.80886
2013,Single-person household,Owner,No,0.21592,210,1060,0.19114,0.24070
2013,Single-person household,Tenant,Yes,0.30063,802,2783,0.28359,0.31767
2013,Single-person household,Tenant,No,0.69937,1981,2783,0.68233,0.71641
2013,Couple without children,Owner,Yes,0.89210,2288,2523,0.88000,0.90421
2013,Couple without children,Owner,No,0.10790,235,2523,0.09579,0.12000
2013,Couple without children,Tenant,Yes,0.42821,860,2116,0.40712,0.44930
2013,Couple without children,Tenant,No,0.57179,1256,2116,0.55070,0.59288
2013,Single parent,Owner,Yes,0.87828,438,498,0.84954,0.90703
2013,Single parent,Owner,No,0.12172,60,498,0.09297,0.15046
2013,Single parent,Tenant,Yes,0.37280,685,1745,0.35010,0.39549
2013,Single parent,Tenant,No,0.62720,1060,1745,0.60451,0.64990
2013,Couple with children,Owner,Yes,0.92582,3215,3447,0.91707,0.93457
2013,Couple with children,Owner,No,0.07418,232,3447,0.06543,0.08293
2013,Couple with children,Tenant,Yes,0.48867,1489,3193,0.47133,0.50601
2013,Couple with children,Tenant,No,0.51133,1704,3193,0.49399,0.52867
2013,Multi-generational household,Owner,Yes,0.90515,72,72,0.83699,0.97330
2013,Multi-generational household,Tenant,No,0.61222,39,39,0.45730,0.76714
2013,Other Combinations,Owner,Yes,0.81494,89,89,0.73380,0.89608
2013,Other Combinations,Tenant,Yes,0.28798,72,255,0.23229,0.34367
2013,Other Combinations,Tenant,No,0.71202,183,255,0.65633,0.76771
2014,Single-person household,Owner,Yes,0.77193,809,1012,0.74606,0.79779
2014,Single-person household,Owner,No,0.22807,203,1012,0.20221,0.25394
2014,Single-person household,Tenant,Yes,0.32023,771,2547,0.30210,0.33835
2014,Single-person household,Tenant,No,0.67977,1776,2547,0.66165,0.69790
2014,Couple without children,Owner,Yes,0.88922,2166,2399,0.87666,0.90178
2014,Couple without children,Owner,No,0.11078,233,2399,0.09822,0.12334
2014,Couple without children,Tenant,Yes,0.43427,809,1963,0.41234,0.45621
2014,Couple without children,Tenant,No,0.56573,1154,1963,0.54379,0.58766
2014,Single parent,Owner,Yes,0.86528,380,429,0.83293,0.89763
2014,Single parent,Owner,No,0.13472,49,429,0.10237,0.16707
2014,Single parent,Tenant,Yes,0.38080,510,1386,0.35522,0.40637
2014,Single parent,Tenant,No,0.61920,876,1386,0.59363,0.64478
2014,Couple with children,Owner,Yes,0.92843,2868,3065,0.91930,0.93756
2014,Couple with children,Owner,No,0.07157,197,3065,0.06244,0.08070
2014,Couple with children,Tenant,Yes,0.50404,1330,2635,0.48495,0.52314
2014,Couple with children,Tenant,No,0.49596,1305,2635,0.47686,0.51505
2014,Multi-generational household,Owner,Yes,0.98074,68,68,0.94784,1.01365
2014,Other Combinations,Owner,Yes,0.81765,65,65,0.72304,0.91225
2014,Other Combinations,Tenant,Yes,0.32594,63,187,0.25858,0.39331
2014,Other Combinations,Tenant,No,0.67406,124,187,0.60669,0.74142
2015,Single-person household,Owner,Yes,0.75703,774,986,0.73025,0.78381
2015,Single-person household,Owner,No,0.24297,212,986,0.21619,0.26975
2015,Single-person household,Tenant,Yes,0.28953,744,2635,0.27221,0.30685
2015,Single-person household,Tenant,No,0.71047,1891,2635,0.69315,0.72779
2015,Couple without children,Owner,Yes,0.87619,2060,2304,0.86273,0.88964
2015,Couple without children,Owner,No,0.12381,244,2304,0.11036,0.13727
2015,Couple without children,Tenant,Yes,0.42403,790,2070,0.40273,0.44532
2015,Couple without children,Tenant,No,0.57597,1280,2070,0.55468,0.59727
2015,Single parent,Owner,Yes,0.85954,348,406,0.82570,0.89338
2015,Single parent,Owner,No,0.14046,58,406,0.10662,0.17430
2015,Single parent,Tenant,Yes,0.35045,472,1304,0.32454,0.37636
2015,Single parent,Tenant,No,0.64955,832,1304,0.62364,0.67546
2015,Couple with children,Owner,Yes,0.92631,2704,2910,0.91681,0.93580
2015,Couple with children,Owner,No,0.07369,206,2910,0.06420,0.08319
2015,Couple with children,Tenant,Yes,0.49319,1256,2748,0.47449,0.51188
2015,Couple with children,Tenant,No,0.50681,1492,2748,0.48812,0.52551
2015,Multi-generational household,Owner,Yes,0.97855,58,58,0.94094,1.01616
2015,Multi-generational household,Tenant,Yes,0.40160,34,78,0.29210,0.51109
2015,Multi-generational household,Tenant,No,0.59840,44,78,0.48891,0.70790
2015,Other Combinations,Owner,Yes,0.85060,64,64,0.76258,0.93863
2015,Other Combinations,Tenant,Yes,0.31572,54,180,0.24763,0.38381
2015,Other Combinations,Tenant,No,0.68428,126,180,0.61619,0.75237
2016,Single-person household,Not included in this version of the questionnaire,Yes,0.23149,89,417,0.19096,0.27202
2016,Single-person household,Not included in this version of the questionnaire,No,0.76851,328,417,0.72798,0.80904
2016,Single-person household,Owner,Yes,0.75939,734,931,0.73192,0.78686
2016,Single-person household,Owner,No,0.24061,197,931,0.21314,0.26808
2016,Single-person household,Tenant,Yes,0.28171,679,2448,0.26388,0.29953
2016,Single-person household,Tenant,No,0.71829,1769,2448,0.70047,0.73612
2016,Couple without children,Not included in this version of the questionnaire,No,0.92218,56,56,0.85138,0.99298
2016,Couple without children,Owner,Yes,0.87540,1983,2222,0.86166,0.88913
2016,Couple without children,Owner,No,0.12460,239,2222,0.11087,0.13834
2016,Couple without children,Tenant,Yes,0.42143,711,1873,0.39906,0.44379
2016,Couple without children,Tenant,No,0.57857,1162,1873,0.55621,0.60094
2016,Single parent,Not included in this version of the questionnaire,Yes,0.19304,33,183,0.13570,0.25038
2016,Single parent,Not included in this version of the questionnaire,No,0.80696,150,183,0.74962,0.86430
2016,Single parent,Owner,Yes,0.86911,331,382,0.83524,0.90298
2016,Single parent,Owner,No,0.13089,51,382,0.09702,0.16476
2016,Single parent,Tenant,Yes,0.36226,402,1142,0.33437,0.39015
2016,Single parent,Tenant,No,0.63774,740,1142,0.60985,0.66563
2016,Couple with children,Not included in this version of the questionnaire,Yes,0.24837,328,1214,0.22405,0.27268
2016,Couple with children,Not included in this version of the questionnaire,No,0.75163,886,1214,0.72732,0.77595
2016,Couple with children,Owner,Yes,0.92871,2479,2662,0.91893,0.93848
2016,Couple with children,Owner,No,0.07129,183,2662,0.06152,0.08107
2016,Couple with children,Tenant,Yes,0.48058,1083,2328,0.46028,0.50088
2016,Couple with children,Tenant,No,0.51942,1245,2328,0.49912,0.53972
2016,Multi-generational household,Owner,Yes,0.98690,49,49,0.95473,1.01907
2016,Multi-generational household,Tenant,No,0.59156,33,33,0.42125,0.76187
2016,Other Combinations,Not included in this version of the questionnaire,Yes,0.19585,37,189,0.13912,0.25258
2016,Other Combinations,Not included in this version of the questionnaire,No,0.80415,152,189,0.74742,0.86088
2016,Other Combinations,Owner,Yes,0.88173,50,50,0.79131,0.97215
2016,Other Combinations,Tenant,Yes,0.24849,35,143,0.17741,0.31957
2016,Other Combinations,Tenant,No,0.75151,108,143,0.68043,0.82259
2017,Single-person household,Not included in this version of the questionnaire,No,0.87395,135,135,0.81775,0.93014
2017,Single-person household,Owner,Yes,0.74876,803,1018,0.72210,0.77541
2017,Single-person household,Owner,No,0.25124,215,1018,0.22459,0.27790
2017,Single-person household,Tenant,Yes,0.29737,878,3115,0.28131,0.31342
2017,Single-person household,Tenant,No,0.70263,2237,3115,0.68658,0.71869
2017,Couple without children,Owner,Yes,0.87662,2263,2529,0.86380,0.88944
2017,Couple without children,Owner,No,0.12338,266,2529,0.11056,0.13620
2017,Couple without children,Tenant,Yes,0.42266,845,2145,0.40175,0.44357
2017,Couple without children,Tenant,No,0.57734,1300,2145,0.55643,0.59825
2017,Single parent,Not included in this version of the questionnaire,No,0.78488,47,47,0.66614,0.90363
2017,Single parent,Owner,Yes,0.89905,364,410,0.86985,0.92825
2017,Single parent,Owner,No,0.10095,46,410,0.07175,0.13015
2017,Single parent,Tenant,Yes,0.35984,450,1290,0.33363,0.38604
2017,Single parent,Tenant,No,0.64016,840,1290,0.61396,0.66637
2017,Couple with children,Not included in this version of the questionnaire,Yes,0.29064,114,392,0.24563,0.33564
2017,Couple with children,Not included in this version of the questionnaire,No,0.70936,278,392,0.66436,0.75437
2017,Couple with children,Owner,Yes,0.93109,2770,2957,0.92196,0.94022
2017,Couple with children,Owner,No,0.06891,187,2957,0.05978,0.07804
2017,Couple with children,Tenant,Yes,0.47102,1449,3480,0.45443,0.48760
2017,Couple with children,Tenant,No,0.52898,2031,3480,0.51240,0.54557
2017,Multi-generational household,Owner,Yes,0.95588,51,51,0.89896,1.01281
2017,Multi-generational household,Tenant,Yes,0.46046,35,84,0.35323,0.56769
2017,Multi-generational household,Tenant,No,0.53954,49,84,0.43231,0.64677
2017,Other Combinations,Not included in this version of the questionnaire,Yes,0.36569,43,131,0.28290,0.44849
2017,Other Combinations,Not included in this version of the questionnaire,No,0.63431,88,131,0.55151,0.71710
2017,Other Combinations,Owner,Yes,0.92004,88,88,0.86305,0.97704
2017,Other Combinations,Tenant,Yes,0.40101,93,292,0.34470,0.45733
2017,Other Combinations,Tenant,No,0.59899,199,292,0.54267,0.65530
2018,Single-person household,Owner,Yes,0.74979,774,1008,0.72304,0.77654
2018,Single-person household,Owner,No,0.25021,234,1008,0.22346,0.27696
2018,Single-person household,Tenant,Yes,0.29175,882,3410,0.27649,0.30701
2018,Single-person household,Tenant,No,0.70825,2528,3410,0.69299,0.72351
2018,Couple without children,Owner,Yes,0.88001,2188,2462,0.86717,0.89284
2018,Couple without children,Owner,No,0.11999,274,2462,0.10716,0.13283
2018,Couple without children,Tenant,Yes,0.42439,831,2163,0.40355,0.44522
2018,Couple without children,Tenant,No,0.57561,1332,2163,0.55478,0.59645
2018,Single parent,Owner,Yes,0.88519,341,384,0.85326,0.91712
2018,Single parent,Owner,No,0.11481,43,384,0.08288,0.14674
2018,Single parent,Tenant,Yes,0.40071,451,1339,0.37445,0.42697
2018,Single parent,Tenant,No,0.59929,888,1339,0.57303,0.62555
2018,Couple with children,Owner,Yes,0.91484,2587,2761,0.90443,0.92525
2018,Couple with children,Owner,No,0.08516,174,2761,0.07475,0.09557
2018,Couple with children,Tenant,Yes,0.46778,1409,3613,0.45151,0.48406
2018,Couple with children,Tenant,No,0.53222,2204,3613,0.51594,0.54849
2018,Multi-generational household,Owner,Yes,0.97298,51,51,0.92803,1.01792
2018,Multi-generational household,Tenant,Yes,0.43336,35,101,0.33624,0.53049
2018,Multi-generational household,Tenant,No,0.56664,66,101,0.46951,0.66376
2018,Other Combinations,Owner,Yes,0.94142,82,82,0.89027,0.99256
2018,Other Combinations,Tenant,Yes,0.36415,97,310,0.31049,0.41780
2018,Other Combinations,Tenant,No,0.63585,213,310,0.58220,0.68951
2019,Single-person household,Owner,Yes,0.75237,726,933,0.72466,0.78008
2019,Single-person household,Owner,No,0.24763,207,933,0.21992,0.27534
2019,Single-person household,Tenant,Yes,0.30276,736,2782,0.28569,0.31984
2019,Single-person household,Tenant,No,0.69724,2046,2782,0.68016,0.71431
2019,Couple without children,Owner,Yes,0.87157,1953,2206,0.85760,0.88553
2019,Couple without children,Owner,No,0.12843,253,2206,0.11447,0.14240
2019,Couple without children,Tenant,Yes,0.44525,700,1734,0.42185,0.46865
2019,Couple without children,Tenant,No,0.55475,1034,1734,0.53135,0.57815
2019,Single parent,Owner,Yes,0.90814,303,340,0.87740,0.93889
2019,Single parent,Owner,No,0.09186,37,340,0.06111,0.12260
2019,Single parent,Tenant,Yes,0.37769,348,1097,0.34899,0.40639
2019,Single parent,Tenant,No,0.62231,749,1097,0.59361,0.65101
2019,Couple with children,Owner,Yes,0.92312,2216,2359,0.91236,0.93387
2019,Couple with children,Owner,No,0.07688,143,2359,0.06613,0.08764
2019,Couple with children,Tenant,Yes,0.44445,1169,3026,0.42675,0.46216
2019,Couple with children,Tenant,No,0.55555,1857,3026,0.53784,0.57325
2019,Multi-generational household,Owner,Yes,0.91968,36,36,0.82964,1.00972
2019,Multi-generational household,Tenant,No,0.60838,51,51,0.47308,0.74367
2019,Other Combinations,Owner,Yes,0.99708,65,65,0.98385,1.01030
2019,Other Combinations,Tenant,Yes,0.46477,79,244,0.40206,0.52748
2019,Other Combinations,Tenant,No,0.53523,165,244,0.47252,0.59794
2020,Single-person household,Owner,Yes,0.73742,854,1107,0.71149,0.76335
2020,Single-person household,Owner,No,0.26258,253,1107,0.23665,0.28851
2020,Single-person household,Tenant,Yes,0.30931,1113,4233,0.29539,0.32324
2020,Single-person household,Tenant,No,0.69069,3120,4233,0.67676,0.70461
2020,Couple without children,Owner,Yes,0.88631,2379,2648,0.87421,0.89840
2020,Couple without children,Owner,No,0.11369,269,2648,0.10160,0.12579
2020,Couple without children,Tenant,Yes,0.43322,945,2521,0.41388,0.45257
2020,Couple without children,Tenant,No,0.56678,1576,2521,0.54743,0.58612
2020,Single parent,Owner,Yes,0.89898,330,369,0.86819,0.92977
2020,Single parent,Owner,No,0.10102,39,369,0.07023,0.13181
2020,Single parent,Tenant,Yes,0.39753,401,1229,0.37016,0.42491
2020,Single parent,Tenant,No,0.60247,828,1229,0.57509,0.62984
2020,Couple with children,Owner,Yes,0.94168,2566,2715,0.93287,0.95050
2020,Couple with children,Owner,No,0.05832,149,2715,0.04950,0.06713
2020,Couple with children,Tenant,Yes,0.48936,1458,3850,0.47357,0.50515
2020,Couple with children,Tenant,No,0.51064,2392,3850,0.49485,0.52643
2020,Multi-generational household,Owner,Yes,0.94802,48,48,0.88456,1.01149
2020,Multi-generational household,Tenant,Yes,0.39049,36,94,0.29134,0.48964
2020,Multi-generational household,Tenant,No,0.60951,58,94,0.51036,0.70866
2020,Other Combinations,Owner,Yes,0.90979,87,87,0.84924,0.97034
2020,Other Combinations,Tenant,Yes,0.38432,120,385,0.33567,0.43298
2020,Other Combinations,Tenant,No,0.61568,265,385,0.56702,0.66433
2021,Single-person household,Owner,Yes,0.71362,608,796,0.68219,0.74505
2021,Single-person household,Owner,No,0.28638,188,796,0.25495,0.31781
2021,Single-person household,Tenant,Yes,0.33075,659,2294,0.31149,0.35000
2021,Single-person household,Tenant,No,0.66925,1635,2294,0.65000,0.68851
2021,Couple without children,Owner,Yes,0.88836,1585,1779,0.87373,0.90300
2021,Couple without children,Owner,No,0.11164,194,1779,0.09700,0.12627
2021,Couple without children,Tenant,Yes,0.41173,546,1395,0.38590,0.43757
2021,Couple without children,Tenant,No,0.58827,849,1395,0.56243,0.61410
2021,Single parent,Owner,Yes,0.91105,210,210,0.87246,0.94965
2021,Single parent,Tenant,Yes,0.40059,252,694,0.36411,0.43708
2021,Single parent,Tenant,No,0.59941,442,694,0.56292,0.63589
2021,Couple with children,Owner,Yes,0.94148,1608,1720,0.93039,0.95258
2021,Couple with children,Owner,No,0.05852,112,1720,0.04742,0.06961
2021,Couple with children,Tenant,Yes,0.47261,737,1850,0.44985,0.49537
2021,Couple with children,Tenant,No,0.52739,1113,1850,0.50463,0.55015
2021,Multi-generational household,Owner,Yes,0.95637,33,33,0.88559,1.02715
2021,Multi-generational household,Tenant,No,0.77585,33,33,0.63136,0.92034
2021,Other Combinations,Owner,Yes,0.87562,84,84,0.80462,0.94662
2021,Other Combinations,Tenant,Yes,0.44083,68,200,0.37185,0.50981
2021,Other Combinations,Tenant,No,0.55917,132,200,0.49019,0.62815
2022,No answer / don't know,Owner,Yes,0.76685,134,134,0.69498,0.83871
2022,No answer / don't know,Tenant,Yes,0.39885,125,301,0.34344,0.45426
2022,No answer / don't know,Tenant,No,0.60115,176,301,0.54574,0.65656
2022,Single-person household,Owner,Yes,0.76822,956,1220,0.74454,0.79191
2022,Single-person household,Owner,No,0.23178,264,1220,0.20809,0.25546
2022,Single-person household,Tenant,Yes,0.34240,1377,4526,0.32858,0.35623
2022,Single-person household,Tenant,No,0.65760,3149,4526,0.64377,0.67142
2022,Couple without children,Owner,Yes,0.87181,2478,2783,0.85939,0.88423
2022,Couple without children,Owner,No,0.12819,305,2783,0.11577,0.14061
2022,Couple without children,Tenant,Yes,0.43757,1203,2977,0.41975,0.45540
2022,Couple without children,Tenant,No,0.56243,1774,2977,0.54460,0.58025
2022,Single parent,Owner,Yes,0.90827,285,285,0.87470,0.94184
2022,Single parent,Tenant,Yes,0.41586,342,894,0.38353,0.44819
2022,Single parent,Tenant,No,0.58414,552,894,0.55181,0.61647
2022,Couple with children,Owner,Yes,0.93640,2775,2928,0.92756,0.94524
2022,Couple with children,Owner,No,0.06360,153,2928,0.05476,0.07244
2022,Couple with children,Tenant,Yes,0.50721,1239,2685,0.48830,0.52613
2022,Couple with children,Tenant,No,0.49279,1446,2685,0.47387,0.51170
2022,Multi-generational household,Owner,Yes,0.97878,42,42,0.93466,1.02289
2022,Other Combinations,Owner,Yes,0.88737,388,388,0.85587,0.91887
2022,Other Combinations,Tenant,Yes,0.40624,330,750,0.37106,0.44141
2022,Other Combinations,Tenant,No,0.59376,420,750,0.55859,0.62894
