"pld0044","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Manchmal","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2006","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2006","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2006","Realschule","kein Migrationshintergrund","","","",""
"Selten","2006","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2006","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2006","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2006","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2006","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2006","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2006","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2006","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2006","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2006","Realschule","kein Migrationshintergrund","","","",""
"Nie","2006","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2006","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2006","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2006","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2006","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2006","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2006","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2006","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2006","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2006","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2006","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2007","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2007","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2007","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2007","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2007","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2007","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2007","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2007","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","Realschule","kein Migrationshintergrund","","","",""
"Oft","2007","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2007","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2007","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2007","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2007","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2007","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2007","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2007","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2007","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2007","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2007","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2007","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2007","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2007","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2007","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2007","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","Realschule","kein Migrationshintergrund","","","",""
"Selten","2007","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2007","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2007","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2007","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2007","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2007","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2007","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2007","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2007","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2007","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2007","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2007","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2007","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2007","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2007","Realschule","kein Migrationshintergrund","","","",""
"Nie","2007","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2007","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2007","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2007","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2007","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2007","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2007","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2007","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2007","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2007","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2007","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","(noch) kein Abschluss","kein Migrationshintergrund","15","","",""
"Sehr oft","2008","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","2","","",""
"Sehr oft","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","Hauptschule","kein Migrationshintergrund","17","","",""
"Sehr oft","2008","Hauptschule","direkter Migrationshintergrund","1","","",""
"Sehr oft","2008","Hauptschule","indirekter Migrationshintergrund","4","","",""
"Sehr oft","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","Realschule","kein Migrationshintergrund","7","","",""
"Sehr oft","2008","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2008","Realschule","indirekter Migrationshintergrund","5","","",""
"Sehr oft","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","(Fach-)Abitur","kein Migrationshintergrund","16","","",""
"Sehr oft","2008","(Fach-)Abitur","direkter Migrationshintergrund","2","","",""
"Sehr oft","2008","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2008","AkademikerIn","kein Migrationshintergrund","10","","",""
"Sehr oft","2008","AkademikerIn","direkter Migrationshintergrund","2","","",""
"Sehr oft","2008","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","(noch) kein Abschluss","kein Migrationshintergrund","63","0.135113931269619","0.0999478241603135","0.170280038378924"
"Oft","2008","(noch) kein Abschluss","direkter Migrationshintergrund","2","","",""
"Oft","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","10","","",""
"Oft","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","Hauptschule","kein Migrationshintergrund","63","0.0168750796121974","0.0135033804974811","0.0202467787269136"
"Oft","2008","Hauptschule","direkter Migrationshintergrund","21","","",""
"Oft","2008","Hauptschule","indirekter Migrationshintergrund","14","","",""
"Oft","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","Realschule","kein Migrationshintergrund","71","0.018831257585102","0.0149620268631397","0.0227004883070644"
"Oft","2008","Realschule","direkter Migrationshintergrund","2","","",""
"Oft","2008","Realschule","indirekter Migrationshintergrund","8","","",""
"Oft","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","(Fach-)Abitur","kein Migrationshintergrund","71","0.04264938384855","0.0330383271498029","0.0522604405472971"
"Oft","2008","(Fach-)Abitur","direkter Migrationshintergrund","15","","",""
"Oft","2008","(Fach-)Abitur","indirekter Migrationshintergrund","9","","",""
"Oft","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2008","AkademikerIn","kein Migrationshintergrund","52","0.0142397973877161","0.010461860839156","0.0180177339362762"
"Oft","2008","AkademikerIn","direkter Migrationshintergrund","9","","",""
"Oft","2008","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Oft","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","(noch) kein Abschluss","kein Migrationshintergrund","109","0.280095120074773","0.233901169168233","0.326289070981314"
"Manchmal","2008","(noch) kein Abschluss","direkter Migrationshintergrund","22","","",""
"Manchmal","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","17","","",""
"Manchmal","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","Hauptschule","kein Migrationshintergrund","386","0.0740512079152223","0.0671966239200216","0.080905791910423"
"Manchmal","2008","Hauptschule","direkter Migrationshintergrund","137","0.139936507878486","0.117371476629597","0.162501539127375"
"Manchmal","2008","Hauptschule","indirekter Migrationshintergrund","40","0.126724871322271","0.0838257322833692","0.169624010361172"
"Manchmal","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","Realschule","kein Migrationshintergrund","499","0.116760665138944","0.107619520210345","0.125901810067544"
"Manchmal","2008","Realschule","direkter Migrationshintergrund","17","","",""
"Manchmal","2008","Realschule","indirekter Migrationshintergrund","48","0.21873329787227","0.159324778751622","0.278141816992918"
"Manchmal","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","(Fach-)Abitur","kein Migrationshintergrund","293","0.180022154932364","0.161747748261801","0.198296561602926"
"Manchmal","2008","(Fach-)Abitur","direkter Migrationshintergrund","64","0.182601560361201","0.141414681232714","0.223788439489689"
"Manchmal","2008","(Fach-)Abitur","indirekter Migrationshintergrund","37","0.286876167018862","0.207585367899197","0.366166966138527"
"Manchmal","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2008","AkademikerIn","kein Migrationshintergrund","442","0.126811663864167","0.116200801589309","0.137422526139025"
"Manchmal","2008","AkademikerIn","direkter Migrationshintergrund","51","0.174294428631615","0.132064377809392","0.216524479453838"
"Manchmal","2008","AkademikerIn","indirekter Migrationshintergrund","13","","",""
"Manchmal","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","(noch) kein Abschluss","kein Migrationshintergrund","100","0.286924307101956","0.240392891445171","0.33345572275874"
"Selten","2008","(noch) kein Abschluss","direkter Migrationshintergrund","14","","",""
"Selten","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
"Selten","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","Hauptschule","kein Migrationshintergrund","1388","0.244036522819569","0.232793078708919","0.255279966930218"
"Selten","2008","Hauptschule","direkter Migrationshintergrund","248","0.287679158225255","0.258235132251724","0.317123184198785"
"Selten","2008","Hauptschule","indirekter Migrationshintergrund","81","0.296239184578356","0.237358087399583","0.355120281757129"
"Selten","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","Realschule","kein Migrationshintergrund","1534","0.325586674813216","0.312248097947589","0.338925251678843"
"Selten","2008","Realschule","direkter Migrationshintergrund","56","0.32673200988806","0.254508197487209","0.39895582228891"
"Selten","2008","Realschule","indirekter Migrationshintergrund","63","0.37618078986635","0.306563149659535","0.445798430073165"
"Selten","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","(Fach-)Abitur","kein Migrationshintergrund","645","0.386710278610448","0.363546737697407","0.409873819523488"
"Selten","2008","(Fach-)Abitur","direkter Migrationshintergrund","104","0.306571830634618","0.257418086489837","0.355725574779399"
"Selten","2008","(Fach-)Abitur","indirekter Migrationshintergrund","52","0.390261023910194","0.304745954431948","0.47577609338844"
"Selten","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2008","AkademikerIn","kein Migrationshintergrund","1426","0.391134117525428","0.375572999962244","0.406695235088611"
"Selten","2008","AkademikerIn","direkter Migrationshintergrund","121","0.389780170231436","0.3354901163374","0.444070224125473"
"Selten","2008","AkademikerIn","indirekter Migrationshintergrund","39","0.467265942887094","0.361200008288174","0.573331877486014"
"Selten","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2008","(noch) kein Abschluss","kein Migrationshintergrund","76","0.256198875135143","0.211292106744601","0.301105643525684"
"Nie","2008","(noch) kein Abschluss","direkter Migrationshintergrund","77","0.660311328397952","0.573751960414324","0.746870696381581"
"Nie","2008","(noch) kein Abschluss","indirekter Migrationshintergrund","20","","",""
"Nie","2008","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2008","Hauptschule","kein Migrationshintergrund","3752","0.661632494528067","0.64924668827088","0.674018300785254"
"Nie","2008","Hauptschule","direkter Migrationshintergrund","501","0.539927479747107","0.507509493809179","0.572345465685035"
"Nie","2008","Hauptschule","indirekter Migrationshintergrund","92","0.480830098893304","0.416399424506014","0.545260773280594"
"Nie","2008","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2008","Realschule","kein Migrationshintergrund","2630","0.537605817066727","0.523413566374572","0.551798067758883"
"Nie","2008","Realschule","direkter Migrationshintergrund","87","0.556893938655672","0.48039935685347","0.633388520457873"
"Nie","2008","Realschule","indirekter Migrationshintergrund","62","0.332304857003627","0.264611029259239","0.399998684748016"
"Nie","2008","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2008","(Fach-)Abitur","kein Migrationshintergrund","673","0.377844698967248","0.354783317600504","0.400906080333992"
"Nie","2008","(Fach-)Abitur","direkter Migrationshintergrund","153","0.456365527866988","0.403264900670175","0.5094661550638"
"Nie","2008","(Fach-)Abitur","indirekter Migrationshintergrund","27","","",""
"Nie","2008","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2008","AkademikerIn","kein Migrationshintergrund","1848","0.463713122061024","0.447811537891437","0.47961470623061"
"Nie","2008","AkademikerIn","direkter Migrationshintergrund","127","0.40766630234624","0.352964344400315","0.462368260292166"
"Nie","2008","AkademikerIn","indirekter Migrationshintergrund","30","0.340969836145852","0.240195660324882","0.441744011966823"
"Nie","2008","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Sehr oft","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Sehr oft","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Sehr oft","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Sehr oft","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2009","Realschule","kein Migrationshintergrund","","","",""
"Sehr oft","2009","Realschule","direkter Migrationshintergrund","","","",""
"Sehr oft","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Sehr oft","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Sehr oft","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Sehr oft","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Sehr oft","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sehr oft","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Sehr oft","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Sehr oft","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Sehr oft","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Oft","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Oft","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Oft","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Oft","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Oft","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Oft","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","Realschule","kein Migrationshintergrund","","","",""
"Oft","2009","Realschule","direkter Migrationshintergrund","","","",""
"Oft","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Oft","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Oft","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Oft","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Oft","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Oft","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Oft","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Oft","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Oft","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Manchmal","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Manchmal","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Manchmal","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Manchmal","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Manchmal","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","Realschule","kein Migrationshintergrund","","","",""
"Manchmal","2009","Realschule","direkter Migrationshintergrund","","","",""
"Manchmal","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Manchmal","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Manchmal","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Manchmal","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Manchmal","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Manchmal","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Manchmal","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Manchmal","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Manchmal","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Selten","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Selten","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Selten","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Selten","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Selten","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
"Selten","2009","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2009","Realschule","kein Migrationshintergrund","","","",""
"Selten","2009","Realschule","direkter Migrationshintergrund","","","",""
"Selten","2009","Realschule","indirekter Migrationshintergrund","","","",""
"Selten","2009","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2009","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Selten","2009","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Selten","2009","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Selten","2009","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Selten","2009","AkademikerIn","kein Migrationshintergrund","","","",""
"Selten","2009","AkademikerIn","direkter Migrationshintergrund","","","",""
"Selten","2009","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Selten","2009","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2009","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2009","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2009","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2009","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2009","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2009","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2009","Hauptschule","indirekter Migrationshintergrund","","","",""
