"pgstib","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","Westdeutschland, alte Bundeslaender","weiblich","104","0.02243288395849","0.0182046277318994","0.0266611401850807"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","Ostdeutschland, neue Bundeslaender","maennlich","153","0.0755722381276294","0.0633550607521374","0.0877894155031214"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","Ostdeutschland, neue Bundeslaender","weiblich","116","0.0474522072696903","0.0381088641846246","0.056795550354756"
"Angestellte, umfassende Führungsaufgaben","1994","Westdeutschland, alte Bundeslaender","maennlich","50","0.0123714021756588","0.00911895937307602","0.0156238449782415"
"Angestellte, umfassende Führungsaufgaben","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, einfacher Dienst","1994","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Beamte, einfacher Dienst","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Beamte, einfacher Dienst","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, einfacher Dienst","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, mittlerer Dienst","1994","Westdeutschland, alte Bundeslaender","maennlich","116","0.0298811539494329","0.0248714215294504","0.0348908863694155"
"Beamte, mittlerer Dienst","1994","Westdeutschland, alte Bundeslaender","weiblich","34","0.00741475191029847","0.00496525063101882","0.00986425318957812"
"Beamte, mittlerer Dienst","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, mittlerer Dienst","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, gehobener Dienst","1994","Westdeutschland, alte Bundeslaender","maennlich","81","0.0226669293331765","0.0182874647428101","0.0270463939235429"
"Beamte, gehobener Dienst","1994","Westdeutschland, alte Bundeslaender","weiblich","46","0.0138371519193892","0.01050178879192","0.0171725150468585"
"Beamte, gehobener Dienst","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, gehobener Dienst","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, höherer Dienst","1994","Westdeutschland, alte Bundeslaender","maennlich","67","0.018138129311594","0.0142114555440255","0.0220648030791626"
"Beamte, höherer Dienst","1994","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Beamte, höherer Dienst","1994","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, höherer Dienst","1994","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1995","Westdeutschland, alte Bundeslaender","maennlich","70","0.0129430320056912","0.00970440680949006","0.0161816572018924"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","Westdeutschland, alte Bundeslaender","weiblich","1193","0.205389362385038","0.194160165623483","0.216618559146593"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1995","Ostdeutschland, neue Bundeslaender","weiblich","89","0.0434581534844176","0.0344111016597169","0.0525052053091182"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1995","Westdeutschland, alte Bundeslaender","maennlich","284","0.0535481357599091","0.0470976412220982","0.05999863029772"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1995","Westdeutschland, alte Bundeslaender","weiblich","253","0.0417094756763844","0.0361523720785381","0.0472665792742307"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1995","Ostdeutschland, neue Bundeslaender","maennlich","85","0.037766764216513","0.0288454597405954","0.0466880686924305"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1995","Ostdeutschland, neue Bundeslaender","weiblich","93","0.0292626139091605","0.0217839004665813","0.0367413273517397"
"NE: arbeitslos gemeldet","1995","Westdeutschland, alte Bundeslaender","maennlich","298","0.0579768526019139","0.0512806332268532","0.0646730719769745"
"NE: arbeitslos gemeldet","1995","Westdeutschland, alte Bundeslaender","weiblich","277","0.047104367161597","0.0412154453781244","0.0529932889450697"
"NE: arbeitslos gemeldet","1995","Ostdeutschland, neue Bundeslaender","maennlich","159","0.0947718138639213","0.0810645135780679","0.108479114149775"
"NE: arbeitslos gemeldet","1995","Ostdeutschland, neue Bundeslaender","weiblich","268","0.130702774483053","0.115745722384518","0.145659826581587"
"NE: Rentner/Rentnerin","1995","Westdeutschland, alte Bundeslaender","maennlich","692","0.206675449576589","0.19507321983044","0.218277679322738"
"NE: Rentner/Rentnerin","1995","Westdeutschland, alte Bundeslaender","weiblich","889","0.282397514153811","0.269884701765194","0.294910326542428"
"NE: Rentner/Rentnerin","1995","Ostdeutschland, neue Bundeslaender","maennlich","292","0.225811145927477","0.206243911817348","0.245378380037607"
"NE: Rentner/Rentnerin","1995","Ostdeutschland, neue Bundeslaender","weiblich","484","0.366892373802666","0.345506471864545","0.388278275740786"
"NE: Wehr- und Zivildienst","1995","Westdeutschland, alte Bundeslaender","maennlich","39","0.00937683009870481","0.00661527423703625","0.0121383859603734"
"NE: Wehr- und Zivildienst","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: Wehr- und Zivildienst","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Wehr- und Zivildienst","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","maennlich","158","0.029843606484296","0.0249681184391984","0.0347190945293935"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","weiblich","118","0.0164132621267358","0.0128815417107975","0.0199449825426741"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","maennlich","76","0.0390821389077631","0.0300130096554563","0.0481512681600699"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","weiblich","82","0.0292429121022424","0.0217666408346183","0.0367191833698664"
"Auszubildende, gewerblich-technisch (ab 2000)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Volontäre, Praktikanten","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Volontäre, Praktikanten","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Volontäre, Praktikanten","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Volontäre, Praktikanten","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Aspiranten (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Aspiranten (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Aspiranten (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Aspiranten (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"ungelernter Arbeiter","1995","Westdeutschland, alte Bundeslaender","maennlich","135","0.0165501480653311","0.0128946326486354","0.0202056634820269"
"ungelernter Arbeiter","1995","Westdeutschland, alte Bundeslaender","weiblich","237","0.034339547064174","0.0292778979527226","0.0394011961756255"
"ungelernter Arbeiter","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"ungelernter Arbeiter","1995","Ostdeutschland, neue Bundeslaender","weiblich","43","0.0182746972160739","0.0123312344867684","0.0242181599453794"
"angelernter Arbeiter","1995","Westdeutschland, alte Bundeslaender","maennlich","580","0.0818671901763443","0.0740115919292926","0.089722788423396"
"angelernter Arbeiter","1995","Westdeutschland, alte Bundeslaender","weiblich","339","0.0407371307657722","0.0352423981111128","0.0462318634204317"
"angelernter Arbeiter","1995","Ostdeutschland, neue Bundeslaender","maennlich","143","0.0778276085792248","0.0652902456631854","0.0903649714952641"
"angelernter Arbeiter","1995","Ostdeutschland, neue Bundeslaender","weiblich","69","0.0286646865300564","0.0212604950121625","0.0360688780479502"
"gelernte und Facharbeiter","1995","Westdeutschland, alte Bundeslaender","maennlich","713","0.122916721643328","0.113508718186668","0.132324725099988"
"gelernte und Facharbeiter","1995","Westdeutschland, alte Bundeslaender","weiblich","76","0.0119982641387944","0.00897190409716605","0.0150246241804227"
"gelernte und Facharbeiter","1995","Ostdeutschland, neue Bundeslaender","maennlich","393","0.209240490286553","0.190204372965289","0.228276607607817"
"gelernte und Facharbeiter","1995","Ostdeutschland, neue Bundeslaender","weiblich","96","0.0394475644770541","0.0308100240624508","0.0480851048916575"
"Vorarbeiter, Kolonnenführer","1995","Westdeutschland, alte Bundeslaender","maennlich","107","0.0239182837918195","0.0195402444031779","0.0282963231804611"
"Vorarbeiter, Kolonnenführer","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","1995","Ostdeutschland, neue Bundeslaender","maennlich","54","0.0257667959553463","0.0183520723059918","0.0331815196047008"
"Vorarbeiter, Kolonnenführer","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Meister, Polier","1995","Westdeutschland, alte Bundeslaender","maennlich","41","0.00869450593040807","0.00603440705841549","0.0113546048024007"
"Meister, Polier","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Meister, Polier","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Meister, Polier","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker","1995","Westdeutschland, alte Bundeslaender","maennlich","61","0.0166119397590141","0.0129497216340667","0.0202741578839616"
"Freiberufler, Akademiker","1995","Westdeutschland, alte Bundeslaender","weiblich","32","0.00781924199670717","0.00537096665631186","0.0102675173371025"
"Freiberufler, Akademiker","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger","1995","Westdeutschland, alte Bundeslaender","maennlich","193","0.0426932454730703","0.0369006031206921","0.0484858878254485"
"sonstige selbständiger","1995","Westdeutschland, alte Bundeslaender","weiblich","84","0.0178922165723738","0.0142075840533697","0.021576849091378"
"sonstige selbständiger","1995","Ostdeutschland, neue Bundeslaender","maennlich","77","0.037305329035646","0.0284365666806484","0.0461740913906436"
"sonstige selbständiger","1995","Ostdeutschland, neue Bundeslaender","weiblich","35","0.0133347089362547","0.00824496244062376","0.0184244554318856"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"mithelfende Familienangehörige","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"mithelfende Familienangehörige","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"mithelfende Familienangehörige","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"mithelfende Familienangehörige","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1995","Westdeutschland, alte Bundeslaender","maennlich","50","0.0141998848634703","0.0108098168433511","0.0175899528835895"
"Angestellte, Industrie- und Werkmeister","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1995","Westdeutschland, alte Bundeslaender","maennlich","57","0.011577302750188","0.00851218884439462","0.0146424166559815"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1995","Westdeutschland, alte Bundeslaender","weiblich","186","0.0290865817843203","0.0244154822035089","0.0337576813651318"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1995","Ostdeutschland, neue Bundeslaender","weiblich","69","0.0282262861152086","0.0208772750762774","0.0355752971541398"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1995","Westdeutschland, alte Bundeslaender","maennlich","73","0.0174729235532673","0.0137186438927813","0.0212272032137533"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1995","Westdeutschland, alte Bundeslaender","weiblich","270","0.0516954370867644","0.0455410819017506","0.0578497922717783"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1995","Ostdeutschland, neue Bundeslaender","maennlich","33","0.0168863804282552","0.0108565730702668","0.0229161877862437"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1995","Ostdeutschland, neue Bundeslaender","weiblich","125","0.0539868753052981","0.0439589259243898","0.0640148246862065"
"Angestellte, qualifizierte Tätigkeit","1995","Westdeutschland, alte Bundeslaender","maennlich","386","0.0886965502390681","0.0805503245123395","0.0968427759657968"
"Angestellte, qualifizierte Tätigkeit","1995","Westdeutschland, alte Bundeslaender","weiblich","711","0.147136900682863","0.137290375520835","0.156983425844892"
"Angestellte, qualifizierte Tätigkeit","1995","Ostdeutschland, neue Bundeslaender","maennlich","81","0.0394409617069045","0.0303319958144217","0.0485499275993872"
"Angestellte, qualifizierte Tätigkeit","1995","Ostdeutschland, neue Bundeslaender","weiblich","331","0.144937498252519","0.129316500595357","0.160558495909682"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1995","Westdeutschland, alte Bundeslaender","maennlich","375","0.0955432865466749","0.0871203108047957","0.103966262288554"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1995","Westdeutschland, alte Bundeslaender","weiblich","127","0.026798045500778","0.0223091904965946","0.0312869005049614"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1995","Ostdeutschland, neue Bundeslaender","maennlich","144","0.0735469932971093","0.0613310374179397","0.0857629491762789"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1995","Ostdeutschland, neue Bundeslaender","weiblich","112","0.0451490530202488","0.0359358302831385","0.0543622757573592"
"Angestellte, umfassende Führungsaufgaben","1995","Westdeutschland, alte Bundeslaender","maennlich","47","0.0106082483200723","0.00767277897275292","0.0135437176673917"
"Angestellte, umfassende Führungsaufgaben","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, einfacher Dienst","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Beamte, einfacher Dienst","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Beamte, einfacher Dienst","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, einfacher Dienst","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, mittlerer Dienst","1995","Westdeutschland, alte Bundeslaender","maennlich","105","0.0244087659155223","0.0199871763736994","0.0288303554573452"
"Beamte, mittlerer Dienst","1995","Westdeutschland, alte Bundeslaender","weiblich","35","0.00624598983995441","0.00405609825437799","0.00843588142553084"
"Beamte, mittlerer Dienst","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, mittlerer Dienst","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, gehobener Dienst","1995","Westdeutschland, alte Bundeslaender","maennlich","82","0.0222792219494212","0.0180503065136571","0.0265081373851852"
"Beamte, gehobener Dienst","1995","Westdeutschland, alte Bundeslaender","weiblich","54","0.0150561802692609","0.0116712816652821","0.0184410788732397"
"Beamte, gehobener Dienst","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, gehobener Dienst","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Beamte, höherer Dienst","1995","Westdeutschland, alte Bundeslaender","maennlich","70","0.0201428782807042","0.0161174350219681","0.0241683215394404"
"Beamte, höherer Dienst","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Beamte, höherer Dienst","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Beamte, höherer Dienst","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1996","Westdeutschland, alte Bundeslaender","maennlich","71","0.0122426188428669","0.00904561282799159","0.0154396248577422"
"nicht erwerbstätig (NE): keine weitere Angaben","1996","Westdeutschland, alte Bundeslaender","weiblich","1153","0.197263628772703","0.186081701889813","0.208445555655593"
"nicht erwerbstätig (NE): keine weitere Angaben","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1996","Ostdeutschland, neue Bundeslaender","weiblich","90","0.0461451036261205","0.0368020842362449","0.0554881230159961"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1996","Westdeutschland, alte Bundeslaender","maennlich","245","0.0485794343852385","0.042329238313271","0.0548296304572061"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1996","Westdeutschland, alte Bundeslaender","weiblich","246","0.0422235674002748","0.036572685855404","0.0478744489451457"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1996","Ostdeutschland, neue Bundeslaender","maennlich","91","0.0402762214866318","0.0310857848855471","0.0494666580877165"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1996","Ostdeutschland, neue Bundeslaender","weiblich","100","0.0395544845326546","0.0308745287698301","0.0482344402954792"
"NE: arbeitslos gemeldet","1996","Westdeutschland, alte Bundeslaender","maennlich","301","0.0590105196091081","0.0521597675360133","0.065861271682203"
"NE: arbeitslos gemeldet","1996","Westdeutschland, alte Bundeslaender","weiblich","250","0.048805653584417","0.0427511803251264","0.0548601268437077"
"NE: arbeitslos gemeldet","1996","Ostdeutschland, neue Bundeslaender","maennlich","182","0.106235672644685","0.0918315984396842","0.120639746849686"
"NE: arbeitslos gemeldet","1996","Ostdeutschland, neue Bundeslaender","weiblich","264","0.123822443245075","0.109154168784139","0.13849071770601"
"NE: Rentner/Rentnerin","1996","Westdeutschland, alte Bundeslaender","maennlich","705","0.21584990155846","0.203889199413625","0.227810603703294"
"NE: Rentner/Rentnerin","1996","Westdeutschland, alte Bundeslaender","weiblich","890","0.284683681611063","0.272003162823325","0.2973642003988"
