"pgstib","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1994","66 und älter","(noch) kein Abschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1994","66 und älter","Hauptschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1994","66 und älter","Realschulabschluss","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1994","66 und älter","(Fach-)Abitur","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1994","66 und älter","AkademikerInnen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","66 und älter","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","66 und älter","Hauptschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","66 und älter","Realschulabschluss","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","66 und älter","(Fach-)Abitur","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","66 und älter","AkademikerInnen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","66 und älter","(noch) kein Abschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","66 und älter","Hauptschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","66 und älter","Realschulabschluss","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","66 und älter","(Fach-)Abitur","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","66 und älter","AkademikerInnen","","","",""
"mithelfende Familienangehörige","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"mithelfende Familienangehörige","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"mithelfende Familienangehörige","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"mithelfende Familienangehörige","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"mithelfende Familienangehörige","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"mithelfende Familienangehörige","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"mithelfende Familienangehörige","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"mithelfende Familienangehörige","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"mithelfende Familienangehörige","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"mithelfende Familienangehörige","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"mithelfende Familienangehörige","1994","66 und älter","(noch) kein Abschluss","","","",""
"mithelfende Familienangehörige","1994","66 und älter","Hauptschulabschluss","","","",""
"mithelfende Familienangehörige","1994","66 und älter","Realschulabschluss","","","",""
"mithelfende Familienangehörige","1994","66 und älter","(Fach-)Abitur","","","",""
"mithelfende Familienangehörige","1994","66 und älter","AkademikerInnen","","","",""
"Angestellte, Industrie- und Werkmeister","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, Industrie- und Werkmeister","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"Angestellte, Industrie- und Werkmeister","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1994","35-65 Jahre alt","Hauptschulabschluss","44","0.0138988636070225","0.0100504772648087","0.0177472499492363"
"Angestellte, Industrie- und Werkmeister","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, Industrie- und Werkmeister","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"Angestellte, Industrie- und Werkmeister","1994","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1994","66 und älter","Hauptschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1994","66 und älter","Realschulabschluss","","","",""
"Angestellte, Industrie- und Werkmeister","1994","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, Industrie- und Werkmeister","1994","66 und älter","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","66 und älter","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","66 und älter","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","66 und älter","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","16-34 Jahre alt","Hauptschulabschluss","34","0.023462814397121","0.0157222676389411","0.031203361155301"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","16-34 Jahre alt","Realschulabschluss","34","0.0159447860229784","0.00993167292720568","0.021957899118751"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","35-65 Jahre alt","Hauptschulabschluss","130","0.0364706163885878","0.0303084655928937","0.042632767184282"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","35-65 Jahre alt","Realschulabschluss","37","0.0306906583999917","0.0209360264198684","0.040445290380115"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","66 und älter","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","66 und älter","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","66 und älter","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","16-34 Jahre alt","Hauptschulabschluss","65","0.0526009269813852","0.0411852842166552","0.0640165697461151"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","16-34 Jahre alt","Realschulabschluss","130","0.0720880917980955","0.0596725570406862","0.0845036265555048"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","35-65 Jahre alt","Hauptschulabschluss","156","0.0498196781688831","0.0426676080550887","0.0569717482826775"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","35-65 Jahre alt","Realschulabschluss","66","0.052838427222629","0.0401862996199402","0.0654905548253178"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","66 und älter","Hauptschulabschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","66 und älter","Realschulabschluss","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","66 und älter","AkademikerInnen","","","",""
"Angestellte, qualifizierte Tätigkeit","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1994","16-34 Jahre alt","Hauptschulabschluss","93","0.0802311716428619","0.0663397048916783","0.0941226383940455"
"Angestellte, qualifizierte Tätigkeit","1994","16-34 Jahre alt","Realschulabschluss","317","0.226461548893089","0.206369765795858","0.24655333199032"
"Angestellte, qualifizierte Tätigkeit","1994","16-34 Jahre alt","(Fach-)Abitur","107","0.185541221492912","0.155656709195984","0.21542573378984"
"Angestellte, qualifizierte Tätigkeit","1994","16-34 Jahre alt","AkademikerInnen","85","0.186217329526611","0.148943385789093","0.223491273264129"
"Angestellte, qualifizierte Tätigkeit","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1994","35-65 Jahre alt","Hauptschulabschluss","300","0.0932625709860926","0.0837033444900711","0.102821797482114"
"Angestellte, qualifizierte Tätigkeit","1994","35-65 Jahre alt","Realschulabschluss","270","0.244693463694461","0.220379856664875","0.269007070724048"
"Angestellte, qualifizierte Tätigkeit","1994","35-65 Jahre alt","(Fach-)Abitur","47","0.259648843359357","0.20359231013237","0.315705376586343"
"Angestellte, qualifizierte Tätigkeit","1994","35-65 Jahre alt","AkademikerInnen","196","0.129648735393809","0.109842662328868","0.149454808458749"
"Angestellte, qualifizierte Tätigkeit","1994","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1994","66 und älter","Hauptschulabschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1994","66 und älter","Realschulabschluss","","","",""
"Angestellte, qualifizierte Tätigkeit","1994","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, qualifizierte Tätigkeit","1994","66 und älter","AkademikerInnen","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","16-34 Jahre alt","Realschulabschluss","36","0.0268103315976958","0.0190562542520214","0.0345644089433702"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","16-34 Jahre alt","AkademikerInnen","150","0.366307676984835","0.320175567640382","0.412439786329287"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","35-65 Jahre alt","Hauptschulabschluss","61","0.0193861691704647","0.0148538206844731","0.0239185176564564"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","35-65 Jahre alt","Realschulabschluss","73","0.0934469884783686","0.0769860025089405","0.109907974447797"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","35-65 Jahre alt","AkademikerInnen","326","0.275410184961849","0.24907095566526","0.301749414258438"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","66 und älter","Hauptschulabschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","66 und älter","Realschulabschluss","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","66 und älter","AkademikerInnen","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","35-65 Jahre alt","AkademikerInnen","42","0.0373076451774761","0.0261336203420931","0.0484816700128591"
"Angestellte, umfassende Führungsaufgaben","1994","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","66 und älter","Hauptschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","66 und älter","Realschulabschluss","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, umfassende Führungsaufgaben","1994","66 und älter","AkademikerInnen","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","66 und älter","(noch) kein Abschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","66 und älter","Hauptschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","66 und älter","Realschulabschluss","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","66 und älter","(Fach-)Abitur","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","66 und älter","AkademikerInnen","","","",""
"Beamte, einfacher Dienst","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Beamte, einfacher Dienst","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Beamte, einfacher Dienst","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"Beamte, einfacher Dienst","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Beamte, einfacher Dienst","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"Beamte, einfacher Dienst","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Beamte, einfacher Dienst","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Beamte, einfacher Dienst","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"Beamte, einfacher Dienst","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Beamte, einfacher Dienst","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"Beamte, einfacher Dienst","1994","66 und älter","(noch) kein Abschluss","","","",""
"Beamte, einfacher Dienst","1994","66 und älter","Hauptschulabschluss","","","",""
"Beamte, einfacher Dienst","1994","66 und älter","Realschulabschluss","","","",""
"Beamte, einfacher Dienst","1994","66 und älter","(Fach-)Abitur","","","",""
"Beamte, einfacher Dienst","1994","66 und älter","AkademikerInnen","","","",""
"Beamte, mittlerer Dienst","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Beamte, mittlerer Dienst","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Beamte, mittlerer Dienst","1994","16-34 Jahre alt","Realschulabschluss","39","0.0314814370875626","0.0230991691251304","0.0398637050499949"
"Beamte, mittlerer Dienst","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Beamte, mittlerer Dienst","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"Beamte, mittlerer Dienst","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Beamte, mittlerer Dienst","1994","35-65 Jahre alt","Hauptschulabschluss","37","0.0136283184168225","0.00981704836615729","0.0174395884674876"
"Beamte, mittlerer Dienst","1994","35-65 Jahre alt","Realschulabschluss","43","0.0431419822562899","0.0316511790898893","0.0546327854226905"
"Beamte, mittlerer Dienst","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Beamte, mittlerer Dienst","1994","35-65 Jahre alt","AkademikerInnen","","","",""
"Beamte, mittlerer Dienst","1994","66 und älter","(noch) kein Abschluss","","","",""
"Beamte, mittlerer Dienst","1994","66 und älter","Hauptschulabschluss","","","",""
"Beamte, mittlerer Dienst","1994","66 und älter","Realschulabschluss","","","",""
"Beamte, mittlerer Dienst","1994","66 und älter","(Fach-)Abitur","","","",""
"Beamte, mittlerer Dienst","1994","66 und älter","AkademikerInnen","","","",""
"Beamte, gehobener Dienst","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Beamte, gehobener Dienst","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Beamte, gehobener Dienst","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"Beamte, gehobener Dienst","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Beamte, gehobener Dienst","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"Beamte, gehobener Dienst","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Beamte, gehobener Dienst","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Beamte, gehobener Dienst","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"Beamte, gehobener Dienst","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Beamte, gehobener Dienst","1994","35-65 Jahre alt","AkademikerInnen","55","0.0766522468498977","0.0609662528288909","0.0923382408709045"
"Beamte, gehobener Dienst","1994","66 und älter","(noch) kein Abschluss","","","",""
"Beamte, gehobener Dienst","1994","66 und älter","Hauptschulabschluss","","","",""
"Beamte, gehobener Dienst","1994","66 und älter","Realschulabschluss","","","",""
"Beamte, gehobener Dienst","1994","66 und älter","(Fach-)Abitur","","","",""
"Beamte, gehobener Dienst","1994","66 und älter","AkademikerInnen","","","",""
"Beamte, höherer Dienst","1994","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Beamte, höherer Dienst","1994","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Beamte, höherer Dienst","1994","16-34 Jahre alt","Realschulabschluss","","","",""
"Beamte, höherer Dienst","1994","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Beamte, höherer Dienst","1994","16-34 Jahre alt","AkademikerInnen","","","",""
"Beamte, höherer Dienst","1994","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Beamte, höherer Dienst","1994","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Beamte, höherer Dienst","1994","35-65 Jahre alt","Realschulabschluss","","","",""
"Beamte, höherer Dienst","1994","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Beamte, höherer Dienst","1994","35-65 Jahre alt","AkademikerInnen","76","0.102132362376957","0.0842775701846008","0.119987154569314"
"Beamte, höherer Dienst","1994","66 und älter","(noch) kein Abschluss","","","",""
"Beamte, höherer Dienst","1994","66 und älter","Hauptschulabschluss","","","",""
"Beamte, höherer Dienst","1994","66 und älter","Realschulabschluss","","","",""
"Beamte, höherer Dienst","1994","66 und älter","(Fach-)Abitur","","","",""
"Beamte, höherer Dienst","1994","66 und älter","AkademikerInnen","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1995","16-34 Jahre alt","(noch) kein Abschluss","49","0.0829848585710861","0.0566340027044515","0.109335714437721"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","16-34 Jahre alt","Hauptschulabschluss","231","0.13573123794777","0.118392735353149","0.15306974054239"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","16-34 Jahre alt","Realschulabschluss","140","0.0967597264617987","0.0824909502717436","0.111028502651854"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","16-34 Jahre alt","(Fach-)Abitur","60","0.0680587901243449","0.0494683401026509","0.0866492401460389"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","16-34 Jahre alt","AkademikerInnen","33","0.0610945294402641","0.0385096220310001","0.0836794368495281"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","35-65 Jahre alt","(noch) kein Abschluss","94","0.228407352132224","0.188448386035265","0.268366318229182"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","35-65 Jahre alt","Hauptschulabschluss","459","0.140605687771961","0.129170808162434","0.152040567381488"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","35-65 Jahre alt","Realschulabschluss","126","0.123352836979714","0.105352067703604","0.141353606255823"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","35-65 Jahre alt","(Fach-)Abitur","31","0.0829849815001194","0.0530397781952577","0.112930184804981"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","35-65 Jahre alt","AkademikerInnen","45","0.0510400692127938","0.0384670544807738","0.0636130839448137"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","66 und älter","(noch) kein Abschluss","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1995","66 und älter","Hauptschulabschluss","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1995","66 und älter","Realschulabschluss","","","",""
