"pgstib","year","migback","n","percent","lower_confidence","upper_confidence"
"selbständiger Landwirt","1991","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1991","kein Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1991","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1991","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1991","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1991","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1991","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1991","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1991","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1991","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1991","kein Migrationshintergrund","92","0.00938130541237297","0.00755086219447479","0.0112117486302712"
"Freiberufler, Akademiker","1991","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1991","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1991","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1991","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1991","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1991","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1991","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1991","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1991","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1991","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1991","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger","1991","kein Migrationshintergrund","300","0.0277693467115258","0.0246494598133695","0.0308892336096821"
"sonstige selbständiger","1991","direkter Migrationshintergrund","57","0.0216469448599422","0.0160893572977677","0.0272045324221167"
"sonstige selbständiger","1991","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1991","kein Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1991","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1991","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1991","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1991","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1991","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1991","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1991","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1991","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1991","kein Migrationshintergrund","51","0.0041753900962326","0.00295102393038644","0.00539975626207875"
"mithelfende Familienangehörige","1991","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1991","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1991","kein Migrationshintergrund","63","0.00595722564807126","0.00449607186878157","0.00741837942736094"
"Angestellte, Industrie- und Werkmeister","1991","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1991","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1991","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1991","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1991","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1991","kein Migrationshintergrund","311","0.0263151361694175","0.0232757674866916","0.0293545048521434"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1991","direkter Migrationshintergrund","62","0.0200026573186087","0.0146558257672783","0.0253494888699391"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1991","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1991","kein Migrationshintergrund","474","0.0359529489656442","0.0324179626382206","0.0394879352930677"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1991","direkter Migrationshintergrund","57","0.0312747775088725","0.0246275946835623","0.0379219603341827"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1991","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1991","kein Migrationshintergrund","1320","0.120881505003471","0.11469172802136","0.127071281985583"
"Angestellte, qualifizierte Tätigkeit","1991","direkter Migrationshintergrund","100","0.0624941616330873","0.0532504387063938","0.0717378845597807"
"Angestellte, qualifizierte Tätigkeit","1991","indirekter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1991","kein Migrationshintergrund","742","0.0607547272588357","0.0562189584440763","0.0652904960735951"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1991","direkter Migrationshintergrund","63","0.043776535890207","0.0359631261433988","0.0515899456370152"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1991","indirekter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1991","kein Migrationshintergrund","85","0.00755727956417929","0.00591288196748954","0.00920167716086904"
"Angestellte, umfassende Führungsaufgaben","1991","direkter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1991","indirekter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1991","kein Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1991","direkter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1991","indirekter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1991","kein Migrationshintergrund","35","0.00289083984199453","0.00187141612610979","0.00391026355787928"
"Beamte, einfacher Dienst","1991","direkter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1991","indirekter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1991","kein Migrationshintergrund","158","0.0157217600449806","0.0133597546362999","0.0180837654536614"
"Beamte, mittlerer Dienst","1991","direkter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1991","indirekter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1991","kein Migrationshintergrund","120","0.0131532511872548","0.0109899709724333","0.0153165314020763"
"Beamte, gehobener Dienst","1991","direkter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1991","indirekter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1991","kein Migrationshintergrund","89","0.0104224786233673","0.00849414674311452","0.0123508105036201"
"Beamte, höherer Dienst","1991","direkter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1991","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1992","kein Migrationshintergrund","902","0.0930083396424368","0.0874252121105052","0.0985914671743684"
"nicht erwerbstätig (NE): keine weitere Angaben","1992","direkter Migrationshintergrund","421","0.144856394910709","0.131243861967766","0.158468927853653"
"nicht erwerbstätig (NE): keine weitere Angaben","1992","indirekter Migrationshintergrund","30","0.0808713518741082","0.0546090116448366","0.10713369210338"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1992","kein Migrationshintergrund","505","0.0433355533860603","0.0394215883107219","0.0472495184613987"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1992","direkter Migrationshintergrund","59","0.0213492453500299","0.0157586801974991","0.0269398105025606"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1992","indirekter Migrationshintergrund","129","0.295706501153318","0.251746752909616","0.339666249397021"
"NE: arbeitslos gemeldet","1992","kein Migrationshintergrund","658","0.0478388823316777","0.0437362680335955","0.0519414966297598"
"NE: arbeitslos gemeldet","1992","direkter Migrationshintergrund","182","0.0652973376892395","0.055742241608604","0.0748524337698751"
"NE: arbeitslos gemeldet","1992","indirekter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1992","kein Migrationshintergrund","2012","0.260173083969327","0.25173951886594","0.268606649072714"
"NE: Rentner/Rentnerin","1992","direkter Migrationshintergrund","287","0.188376922214889","0.173253794372893","0.203500050056885"
"NE: Rentner/Rentnerin","1992","indirekter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1992","kein Migrationshintergrund","52","0.00461266770601895","0.00331013962482138","0.00591519578721651"
"NE: Wehr- und Zivildienst","1992","direkter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1992","indirekter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1992","kein Migrationshintergrund","338","0.0277966381621387","0.0246366194686955","0.030956656855582"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1992","direkter Migrationshintergrund","56","0.0234345583163217","0.0175835644425595","0.029285552190084"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1992","indirekter Migrationshintergrund","81","0.168824249740624","0.132740491309697","0.20490800817155"
"Auszubildende, gewerblich-technisch (ab 2000)","1992","kein Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1992","direkter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1992","indirekter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1992","kein Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1992","direkter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1992","indirekter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1992","kein Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1992","direkter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1992","indirekter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1992","kein Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1992","direkter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1992","indirekter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1992","kein Migrationshintergrund","201","0.017260745703295","0.014757151803867","0.019764339602723"
"ungelernter Arbeiter","1992","direkter Migrationshintergrund","258","0.0687674214062618","0.0589799381579391","0.0785549046545845"
"ungelernter Arbeiter","1992","indirekter Migrationshintergrund","","","",""
"angelernter Arbeiter","1992","kein Migrationshintergrund","545","0.0457074789743122","0.0416928136234719","0.0497221443251525"
"angelernter Arbeiter","1992","direkter Migrationshintergrund","576","0.157677247867761","0.143581946602333","0.17177254913319"
"angelernter Arbeiter","1992","indirekter Migrationshintergrund","39","0.093899144930604","0.0658016883139113","0.121996601547297"
"gelernte und Facharbeiter","1992","kein Migrationshintergrund","1182","0.0926006603129928","0.0870285304837418","0.0981727901422438"
"gelernte und Facharbeiter","1992","direkter Migrationshintergrund","293","0.100746833787798","0.0891053785589769","0.11238828901662"
"gelernte und Facharbeiter","1992","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1992","kein Migrationshintergrund","143","0.0132710640930989","0.0110713473473388","0.015470780838859"
"Vorarbeiter, Kolonnenführer","1992","direkter Migrationshintergrund","35","0.0128198018000278","0.00846879808220946","0.0171708055178462"
"Vorarbeiter, Kolonnenführer","1992","indirekter Migrationshintergrund","","","",""
"Meister, Polier","1992","kein Migrationshintergrund","71","0.00522911822221881","0.00384271129986856","0.00661552514456905"
"Meister, Polier","1992","direkter Migrationshintergrund","","","",""
"Meister, Polier","1992","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1992","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1992","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1992","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1992","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1992","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1992","indirekter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1992","kein Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1992","direkter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1992","indirekter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1992","kein Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1992","direkter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1992","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt","1992","kein Migrationshintergrund","49","0.00462387584391366","0.00331977358445648","0.00592797810337084"
"selbständiger Landwirt","1992","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt","1992","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1992","kein Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1992","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1992","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1992","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1992","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1992","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1992","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1992","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1992","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1992","kein Migrationshintergrund","99","0.0101387950285862","0.00821306554797364","0.0120645245091988"
"Freiberufler, Akademiker","1992","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1992","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1992","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1992","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1992","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1992","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1992","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1992","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1992","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1992","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1992","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger","1992","kein Migrationshintergrund","289","0.0278655520152547","0.0247017307016293","0.03102937332888"
"sonstige selbständiger","1992","direkter Migrationshintergrund","61","0.023538382202066","0.0176747533248233","0.0294020110793086"
"sonstige selbständiger","1992","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1992","kein Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1992","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1992","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1992","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1992","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1992","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1992","kein Migrationshintergrund","32","0.00296542499907422","0.00192019097736173","0.00401065902078671"
"sonstige selbständiger, 10+ Mitarbeiter","1992","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1992","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1992","kein Migrationshintergrund","34","0.00312385338900458","0.00205114697038206","0.0041965598076271"
"mithelfende Familienangehörige","1992","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1992","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1992","kein Migrationshintergrund","55","0.00563571202524312","0.00419670765955675","0.0070747163909295"
"Angestellte, Industrie- und Werkmeister","1992","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1992","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1992","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1992","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1992","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1992","kein Migrationshintergrund","303","0.0268923592981875","0.0237827211931936","0.0300019974031814"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1992","direkter Migrationshintergrund","70","0.029253661251836","0.022735973117902","0.0357713493857699"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1992","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1992","kein Migrationshintergrund","454","0.0381386377345317","0.0344568920736312","0.0418203833954322"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1992","direkter Migrationshintergrund","51","0.0248883126298552","0.0188630568370064","0.0309135684227041"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1992","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1992","kein Migrationshintergrund","1297","0.120319142987495","0.114065329984137","0.126572955990854"
"Angestellte, qualifizierte Tätigkeit","1992","direkter Migrationshintergrund","95","0.0547838463211972","0.0459826358039828","0.0635850568384115"
"Angestellte, qualifizierte Tätigkeit","1992","indirekter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1992","kein Migrationshintergrund","690","0.0602113311319359","0.0556386683791977","0.0647839938846741"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1992","direkter Migrationshintergrund","53","0.0375605803922568","0.0302069223627811","0.0449142384217326"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1992","indirekter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1992","kein Migrationshintergrund","85","0.00804629315065999","0.00632894406367402","0.00976364223764595"
"Angestellte, umfassende Führungsaufgaben","1992","direkter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1992","indirekter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1992","kein Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1992","direkter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1992","indirekter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1992","kein Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1992","direkter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1992","indirekter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1992","kein Migrationshintergrund","156","0.014919041867346","0.0125886906303512","0.0172493931043407"
"Beamte, mittlerer Dienst","1992","direkter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1992","indirekter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1992","kein Migrationshintergrund","115","0.0128412311597335","0.0106769594061133","0.0150055029133537"
"Beamte, gehobener Dienst","1992","direkter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1992","indirekter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1992","kein Migrationshintergrund","79","0.00945361502974114","0.00759345066307057","0.0113137793964117"
"Beamte, höherer Dienst","1992","direkter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1992","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1993","kein Migrationshintergrund","861","0.08932378161202","0.0837858465592008","0.0948617166648393"
"nicht erwerbstätig (NE): keine weitere Angaben","1993","direkter Migrationshintergrund","410","0.136888336682908","0.123406299029431","0.150370374336385"
"nicht erwerbstätig (NE): keine weitere Angaben","1993","indirekter Migrationshintergrund","38","0.0888797109003438","0.063315417682554","0.114444004118134"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1993","kein Migrationshintergrund","479","0.0417637642492863","0.037879413646844","0.0456481148517286"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1993","direkter Migrationshintergrund","45","0.0193067882993194","0.0139096888370066","0.0247038877616322"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1993","indirekter Migrationshintergrund","127","0.275408628938974","0.235277630473832","0.315539627404116"
"NE: arbeitslos gemeldet","1993","kein Migrationshintergrund","702","0.0547601772723775","0.0503425839010863","0.0591777706436687"
"NE: arbeitslos gemeldet","1993","direkter Migrationshintergrund","194","0.0657368486290825","0.0560165888885036","0.0754571083696614"
"NE: arbeitslos gemeldet","1993","indirekter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1993","kein Migrationshintergrund","2018","0.261455827179188","0.252923456578474","0.269988197779902"
"NE: Rentner/Rentnerin","1993","direkter Migrationshintergrund","319","0.205191559410255","0.189351755492522","0.221031363327989"
"NE: Rentner/Rentnerin","1993","indirekter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1993","kein Migrationshintergrund","52","0.00497943289435477","0.00361268541775763","0.00634618037095191"
"NE: Wehr- und Zivildienst","1993","direkter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1993","indirekter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1993","kein Migrationshintergrund","331","0.0268076810422014","0.0236714267406319","0.0299439353437709"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1993","direkter Migrationshintergrund","47","0.0193782837335991","0.0139713975406397","0.0247851699265586"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1993","indirekter Migrationshintergrund","112","0.224624122962663","0.187132956349396","0.26211528957593"
"Auszubildende, gewerblich-technisch (ab 2000)","1993","kein Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1993","direkter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1993","indirekter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1993","kein Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1993","direkter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1993","indirekter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1993","kein Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1993","direkter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1993","indirekter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1993","kein Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1993","direkter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1993","indirekter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1993","kein Migrationshintergrund","200","0.0179964689815452","0.0154152046177526","0.0205777333453377"
"ungelernter Arbeiter","1993","direkter Migrationshintergrund","224","0.0627271565208161","0.0532167378209906","0.0722375752206417"
"ungelernter Arbeiter","1993","indirekter Migrationshintergrund","","","",""
"angelernter Arbeiter","1993","kein Migrationshintergrund","590","0.0519184951925058","0.0476105894203795","0.056226400964632"
"angelernter Arbeiter","1993","direkter Migrationshintergrund","593","0.171769502149456","0.156975439363236","0.186563564935676"
"angelernter Arbeiter","1993","indirekter Migrationshintergrund","43","0.0915328278288225","0.0656275846312769","0.117438071026368"
"gelernte und Facharbeiter","1993","kein Migrationshintergrund","1034","0.0836670955373708","0.0782907608410486","0.089043430233693"
"gelernte und Facharbeiter","1993","direkter Migrationshintergrund","242","0.085005323535829","0.0740664861610583","0.0959441609105996"
"gelernte und Facharbeiter","1993","indirekter Migrationshintergrund","31","0.0442902109385969","0.0258076772618007","0.0627727446153932"
"Vorarbeiter, Kolonnenführer","1993","kein Migrationshintergrund","143","0.012071429150019","0.00995099677009469","0.0141918615299434"
"Vorarbeiter, Kolonnenführer","1993","direkter Migrationshintergrund","34","0.0137507179679055","0.00918304652440378","0.0183183894114073"
"Vorarbeiter, Kolonnenführer","1993","indirekter Migrationshintergrund","","","",""
"Meister, Polier","1993","kein Migrationshintergrund","67","0.00547236024028672","0.00403991483715299","0.00690480564342045"
"Meister, Polier","1993","direkter Migrationshintergrund","","","",""
"Meister, Polier","1993","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1993","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1993","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1993","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1993","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1993","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1993","indirekter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1993","kein Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1993","direkter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1993","indirekter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1993","kein Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1993","direkter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1993","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt","1993","kein Migrationshintergrund","40","0.0035592306471825","0.00240288912615048","0.00471557216821451"
"selbständiger Landwirt","1993","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt","1993","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1993","kein Migrationshintergrund","","","",""
