"pgstib","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","66 und älter","kein Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","66 und älter","direkter Migrationshintergrund","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1986","16-34 Jahre alt","kein Migrationshintergrund","135","0.0481108561827103","0.040259659875582","0.0559620524898386"
"NE: arbeitslos gemeldet","1986","16-34 Jahre alt","direkter Migrationshintergrund","84","0.0684812438130063","0.053602855049045","0.0833596325769676"
"NE: arbeitslos gemeldet","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1986","35-65 Jahre alt","kein Migrationshintergrund","131","0.0373177530783236","0.0312698626643381","0.0433656434923092"
"NE: arbeitslos gemeldet","1986","35-65 Jahre alt","direkter Migrationshintergrund","107","0.0619919402730055","0.0505189118472552","0.0734649686987559"
"NE: arbeitslos gemeldet","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1986","66 und älter","kein Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1986","66 und älter","direkter Migrationshintergrund","","","",""
"NE: arbeitslos gemeldet","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1986","35-65 Jahre alt","kein Migrationshintergrund","485","0.151747493016039","0.140299535032075","0.163195451000002"
"NE: Rentner/Rentnerin","1986","35-65 Jahre alt","direkter Migrationshintergrund","93","0.116925246766229","0.101636916649546","0.132213576882911"
"NE: Rentner/Rentnerin","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Rentner/Rentnerin","1986","66 und älter","kein Migrationshintergrund","897","0.916326348145566","0.899103978119561","0.933548718171571"
"NE: Rentner/Rentnerin","1986","66 und älter","direkter Migrationshintergrund","40","0.865883033859921","0.77142594333515","0.960340124384692"
"NE: Rentner/Rentnerin","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1986","16-34 Jahre alt","kein Migrationshintergrund","47","0.0172149378838463","0.012442908490823","0.0219869672768696"
"NE: Wehr- und Zivildienst","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1986","66 und älter","kein Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1986","66 und älter","direkter Migrationshintergrund","","","",""
"NE: Wehr- und Zivildienst","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1986","16-34 Jahre alt","kein Migrationshintergrund","286","0.10573746839352","0.0944559364328116","0.117019000354229"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1986","16-34 Jahre alt","direkter Migrationshintergrund","75","0.0624783508810108","0.0482212995882945","0.0767354021737271"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","31","0.146713756058634","0.0854186365388974","0.20800887557837"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1986","66 und älter","kein Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1986","66 und älter","kein Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1986","66 und älter","kein Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1986","66 und älter","kein Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Volontäre, Praktikanten","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1986","66 und älter","kein Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Aspiranten (1990 Ost)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1986","16-34 Jahre alt","kein Migrationshintergrund","63","0.0202226657402608","0.0150584544527051","0.0253868770278165"
"ungelernter Arbeiter","1986","16-34 Jahre alt","direkter Migrationshintergrund","118","0.0830829034948816","0.0668238541715913","0.0993419528181718"
"ungelernter Arbeiter","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1986","35-65 Jahre alt","kein Migrationshintergrund","81","0.0221511547237951","0.0174550395742287","0.0268472698733615"
"ungelernter Arbeiter","1986","35-65 Jahre alt","direkter Migrationshintergrund","229","0.0986248703520386","0.0844390917330215","0.112810648971056"
"ungelernter Arbeiter","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1986","66 und älter","kein Migrationshintergrund","","","",""
"ungelernter Arbeiter","1986","66 und älter","direkter Migrationshintergrund","","","",""
"ungelernter Arbeiter","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"angelernter Arbeiter","1986","16-34 Jahre alt","kein Migrationshintergrund","194","0.0671737057376078","0.0579899325359446","0.0763574789392711"
"angelernter Arbeiter","1986","16-34 Jahre alt","direkter Migrationshintergrund","231","0.190058435583831","0.166946054006315","0.213170817161348"
"angelernter Arbeiter","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"angelernter Arbeiter","1986","35-65 Jahre alt","kein Migrationshintergrund","295","0.0777801288295323","0.0692342593539843","0.0863259983050803"
"angelernter Arbeiter","1986","35-65 Jahre alt","direkter Migrationshintergrund","521","0.221184224150406","0.201437201975393","0.240931246325419"
"angelernter Arbeiter","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"angelernter Arbeiter","1986","66 und älter","kein Migrationshintergrund","","","",""
"angelernter Arbeiter","1986","66 und älter","direkter Migrationshintergrund","","","",""
"angelernter Arbeiter","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1986","16-34 Jahre alt","kein Migrationshintergrund","326","0.120670526008369","0.108719710974527","0.132621341042211"
"gelernte und Facharbeiter","1986","16-34 Jahre alt","direkter Migrationshintergrund","126","0.105644549816437","0.0875372827153973","0.123751816917478"
"gelernte und Facharbeiter","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1986","35-65 Jahre alt","kein Migrationshintergrund","285","0.0748742093279215","0.0664762994973613","0.0832721191584816"
"gelernte und Facharbeiter","1986","35-65 Jahre alt","direkter Migrationshintergrund","218","0.109450906500017","0.0945968256221522","0.124304987377882"
"gelernte und Facharbeiter","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1986","66 und älter","kein Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1986","66 und älter","direkter Migrationshintergrund","","","",""
"gelernte und Facharbeiter","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1986","35-65 Jahre alt","kein Migrationshintergrund","64","0.0171869804803828","0.0130399241855272","0.0213340367752383"
"Vorarbeiter, Kolonnenführer","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1986","66 und älter","kein Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Vorarbeiter, Kolonnenführer","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Meister, Polier","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Meister, Polier","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Meister, Polier","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Meister, Polier","1986","35-65 Jahre alt","kein Migrationshintergrund","38","0.0100660094911536","0.0068808111971316","0.0132512077851757"
"Meister, Polier","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Meister, Polier","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Meister, Polier","1986","66 und älter","kein Migrationshintergrund","","","",""
"Meister, Polier","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Meister, Polier","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","66 und älter","kein Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","66 und älter","kein Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","66 und älter","kein Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","66 und älter","kein Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt","1986","35-65 Jahre alt","kein Migrationshintergrund","41","0.0117536975700982","0.00831475800766474","0.0151926371325316"
"selbständiger Landwirt","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt","1986","66 und älter","kein Migrationshintergrund","","","",""
"selbständiger Landwirt","1986","66 und älter","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","66 und älter","kein Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","66 und älter","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","66 und älter","kein Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1986","35-65 Jahre alt","kein Migrationshintergrund","49","0.0117233393070606","0.00828879102925995","0.0151578875848612"
"Freiberufler, Akademiker","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1986","66 und älter","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","66 und älter","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","66 und älter","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","66 und älter","kein Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger","1986","16-34 Jahre alt","kein Migrationshintergrund","53","0.0174352773152048","0.0126333440510516","0.0222372105793579"
"sonstige selbständiger","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger","1986","35-65 Jahre alt","kein Migrationshintergrund","161","0.0411947524988825","0.034853269411932","0.0475362355858329"
"sonstige selbständiger","1986","35-65 Jahre alt","direkter Migrationshintergrund","43","0.0314010635311964","0.0231034855511723","0.0396986415112206"
"sonstige selbständiger","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger","1986","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger","1986","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
