"pgstib","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1990","AkademikerInnen","weiblich","","","",""
"selbständiger Landwirt","1990","(noch) kein Abschluss","maennlich","","","",""
"selbständiger Landwirt","1990","(noch) kein Abschluss","weiblich","","","",""
"selbständiger Landwirt","1990","Hauptschulabschluss","maennlich","49","0.0148391927386843","0.0107558037772783","0.0189225817000903"
"selbständiger Landwirt","1990","Hauptschulabschluss","weiblich","","","",""
"selbständiger Landwirt","1990","Realschulabschluss","maennlich","32","0.0162882701868756","0.00981962750547644","0.0227569128682747"
"selbständiger Landwirt","1990","Realschulabschluss","weiblich","","","",""
"selbständiger Landwirt","1990","(Fach-)Abitur","maennlich","","","",""
"selbständiger Landwirt","1990","(Fach-)Abitur","weiblich","","","",""
"selbständiger Landwirt","1990","AkademikerInnen","maennlich","","","",""
"selbständiger Landwirt","1990","AkademikerInnen","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","(noch) kein Abschluss","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","(noch) kein Abschluss","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","Hauptschulabschluss","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","Hauptschulabschluss","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","Realschulabschluss","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","Realschulabschluss","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","(Fach-)Abitur","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","(Fach-)Abitur","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","AkademikerInnen","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","AkademikerInnen","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","(noch) kein Abschluss","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","(noch) kein Abschluss","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","Hauptschulabschluss","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","Hauptschulabschluss","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","Realschulabschluss","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","Realschulabschluss","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","(Fach-)Abitur","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","(Fach-)Abitur","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","AkademikerInnen","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","AkademikerInnen","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","(noch) kein Abschluss","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","(noch) kein Abschluss","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","Hauptschulabschluss","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","Hauptschulabschluss","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","Realschulabschluss","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","Realschulabschluss","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","(Fach-)Abitur","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","(Fach-)Abitur","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","AkademikerInnen","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","AkademikerInnen","weiblich","","","",""
"Freiberufler, Akademiker","1990","(noch) kein Abschluss","maennlich","","","",""
"Freiberufler, Akademiker","1990","(noch) kein Abschluss","weiblich","","","",""
"Freiberufler, Akademiker","1990","Hauptschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker","1990","Hauptschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker","1990","Realschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker","1990","Realschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker","1990","(Fach-)Abitur","maennlich","","","",""
"Freiberufler, Akademiker","1990","(Fach-)Abitur","weiblich","","","",""
"Freiberufler, Akademiker","1990","AkademikerInnen","maennlich","33","0.0443880457247054","0.0311155979847685","0.0576604934646423"
"Freiberufler, Akademiker","1990","AkademikerInnen","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","(noch) kein Abschluss","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","(noch) kein Abschluss","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","Hauptschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","Hauptschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","Realschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","Realschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","(Fach-)Abitur","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","(Fach-)Abitur","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","AkademikerInnen","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","AkademikerInnen","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","(noch) kein Abschluss","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","(noch) kein Abschluss","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","Hauptschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","Hauptschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","Realschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","Realschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","(Fach-)Abitur","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","(Fach-)Abitur","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","AkademikerInnen","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","AkademikerInnen","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","(noch) kein Abschluss","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","(noch) kein Abschluss","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","Hauptschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","Hauptschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","Realschulabschluss","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","Realschulabschluss","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","(Fach-)Abitur","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","(Fach-)Abitur","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","AkademikerInnen","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","AkademikerInnen","weiblich","","","",""
"sonstige selbständiger","1990","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger","1990","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger","1990","Hauptschulabschluss","maennlich","105","0.0336983554006929","0.0276040703741473","0.0397926404272385"
"sonstige selbständiger","1990","Hauptschulabschluss","weiblich","56","0.0130296510170178","0.00936923904659195","0.0166900629874437"
"sonstige selbständiger","1990","Realschulabschluss","maennlich","38","0.038379357481848","0.0285620477431124","0.0481966672205835"
"sonstige selbständiger","1990","Realschulabschluss","weiblich","","","",""
"sonstige selbständiger","1990","(Fach-)Abitur","maennlich","","","",""
"sonstige selbständiger","1990","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger","1990","AkademikerInnen","maennlich","","","",""
"sonstige selbständiger","1990","AkademikerInnen","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","Hauptschulabschluss","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","Hauptschulabschluss","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","Realschulabschluss","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","Realschulabschluss","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","(Fach-)Abitur","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","AkademikerInnen","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","AkademikerInnen","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","Hauptschulabschluss","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","Hauptschulabschluss","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","Realschulabschluss","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","Realschulabschluss","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","(Fach-)Abitur","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","AkademikerInnen","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","AkademikerInnen","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","(noch) kein Abschluss","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","(noch) kein Abschluss","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","Hauptschulabschluss","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","Hauptschulabschluss","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","Realschulabschluss","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","Realschulabschluss","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","(Fach-)Abitur","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","(Fach-)Abitur","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","AkademikerInnen","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","AkademikerInnen","weiblich","","","",""
"mithelfende Familienangehörige","1990","(noch) kein Abschluss","maennlich","","","",""
"mithelfende Familienangehörige","1990","(noch) kein Abschluss","weiblich","","","",""
"mithelfende Familienangehörige","1990","Hauptschulabschluss","maennlich","","","",""
"mithelfende Familienangehörige","1990","Hauptschulabschluss","weiblich","","","",""
"mithelfende Familienangehörige","1990","Realschulabschluss","maennlich","","","",""
"mithelfende Familienangehörige","1990","Realschulabschluss","weiblich","","","",""
"mithelfende Familienangehörige","1990","(Fach-)Abitur","maennlich","","","",""
"mithelfende Familienangehörige","1990","(Fach-)Abitur","weiblich","","","",""
"mithelfende Familienangehörige","1990","AkademikerInnen","maennlich","","","",""
"mithelfende Familienangehörige","1990","AkademikerInnen","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1990","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","1990","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1990","Hauptschulabschluss","maennlich","59","0.0186639340381555","0.0140933413008223","0.0232345267754887"
"Angestellte, Industrie- und Werkmeister","1990","Hauptschulabschluss","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1990","Realschulabschluss","maennlich","41","0.0215640008972266","0.0141411175281615","0.0289868842662917"
"Angestellte, Industrie- und Werkmeister","1990","Realschulabschluss","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1990","(Fach-)Abitur","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","1990","(Fach-)Abitur","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1990","AkademikerInnen","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","1990","AkademikerInnen","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1990","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1990","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1990","Hauptschulabschluss","maennlich","73","0.0221206031032592","0.0171534999480587","0.0270877062584596"
"Angestellte, einfache Tätigkeit (bis 1990)","1990","Hauptschulabschluss","weiblich","368","0.0892654890031081","0.0800620696015033","0.0984689084047129"
"Angestellte, einfache Tätigkeit (bis 1990)","1990","Realschulabschluss","maennlich","31","0.0197402852976697","0.0126316039890974","0.026848966606242"
"Angestellte, einfache Tätigkeit (bis 1990)","1990","Realschulabschluss","weiblich","197","0.0946030366078404","0.0807639136979585","0.108442159517722"
"Angestellte, einfache Tätigkeit (bis 1990)","1990","(Fach-)Abitur","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1990","(Fach-)Abitur","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1990","AkademikerInnen","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1990","AkademikerInnen","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","Hauptschulabschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","Hauptschulabschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","Realschulabschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","Realschulabschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","(Fach-)Abitur","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","(Fach-)Abitur","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","AkademikerInnen","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","AkademikerInnen","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","Hauptschulabschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","Hauptschulabschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","Realschulabschluss","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","Realschulabschluss","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","(Fach-)Abitur","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","(Fach-)Abitur","weiblich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","AkademikerInnen","maennlich","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","AkademikerInnen","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeit","1990","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, qualifizierte Tätigkeit","1990","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, qualifizierte Tätigkeit","1990","Hauptschulabschluss","maennlich","215","0.0752286299779421","0.0663208226682084","0.0841364372876759"
"Angestellte, qualifizierte Tätigkeit","1990","Hauptschulabschluss","weiblich","325","0.0849406563754254","0.0759416624528681","0.0939396502979827"
"Angestellte, qualifizierte Tätigkeit","1990","Realschulabschluss","maennlich","167","0.140949747643057","0.123167641803324","0.158731853482791"
"Angestellte, qualifizierte Tätigkeit","1990","Realschulabschluss","weiblich","497","0.284784946783028","0.263444016388561","0.306125877177495"
"Angestellte, qualifizierte Tätigkeit","1990","(Fach-)Abitur","maennlich","52","0.114926023775538","0.0871918513560096","0.142660196195067"
"Angestellte, qualifizierte Tätigkeit","1990","(Fach-)Abitur","weiblich","93","0.29736447348509","0.251038784935108","0.343690162035072"
"Angestellte, qualifizierte Tätigkeit","1990","AkademikerInnen","maennlich","112","0.118578353928268","0.0977443956947818","0.139412312161755"
"Angestellte, qualifizierte Tätigkeit","1990","AkademikerInnen","weiblich","207","0.233848820208073","0.203893412289519","0.263804228126626"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","Hauptschulabschluss","maennlich","60","0.024946192193475","0.0196790084000509","0.030213375986899"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","Hauptschulabschluss","weiblich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","Realschulabschluss","maennlich","68","0.0707350740213787","0.057633335323298","0.0838368127194594"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","Realschulabschluss","weiblich","38","0.025527981158082","0.0180698600179427","0.0329861022982213"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","(Fach-)Abitur","maennlich","35","0.0804632775155463","0.0568095476243613","0.104117007406731"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","(Fach-)Abitur","weiblich","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","AkademikerInnen","maennlich","382","0.355151426420862","0.324311532322324","0.3859913205194"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","AkademikerInnen","weiblich","252","0.264409228132398","0.233198288090383","0.295620168174414"
"Angestellte, umfassende Führungsaufgaben","1990","(noch) kein Abschluss","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","1990","(noch) kein Abschluss","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1990","Hauptschulabschluss","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","1990","Hauptschulabschluss","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1990","Realschulabschluss","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","1990","Realschulabschluss","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1990","(Fach-)Abitur","maennlich","","","",""
"Angestellte, umfassende Führungsaufgaben","1990","(Fach-)Abitur","weiblich","","","",""
"Angestellte, umfassende Führungsaufgaben","1990","AkademikerInnen","maennlich","61","0.0508416356208664","0.0366851216735411","0.0649981495681916"
"Angestellte, umfassende Führungsaufgaben","1990","AkademikerInnen","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","(noch) kein Abschluss","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","(noch) kein Abschluss","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","Hauptschulabschluss","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","Hauptschulabschluss","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","Realschulabschluss","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","Realschulabschluss","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","(Fach-)Abitur","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","(Fach-)Abitur","weiblich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","AkademikerInnen","maennlich","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1990","AkademikerInnen","weiblich","","","",""
"Beamte, einfacher Dienst","1990","(noch) kein Abschluss","maennlich","","","",""
"Beamte, einfacher Dienst","1990","(noch) kein Abschluss","weiblich","","","",""
"Beamte, einfacher Dienst","1990","Hauptschulabschluss","maennlich","","","",""
"Beamte, einfacher Dienst","1990","Hauptschulabschluss","weiblich","","","",""
"Beamte, einfacher Dienst","1990","Realschulabschluss","maennlich","","","",""
"Beamte, einfacher Dienst","1990","Realschulabschluss","weiblich","","","",""
"Beamte, einfacher Dienst","1990","(Fach-)Abitur","maennlich","","","",""
"Beamte, einfacher Dienst","1990","(Fach-)Abitur","weiblich","","","",""
"Beamte, einfacher Dienst","1990","AkademikerInnen","maennlich","","","",""
"Beamte, einfacher Dienst","1990","AkademikerInnen","weiblich","","","",""
"Beamte, mittlerer Dienst","1990","(noch) kein Abschluss","maennlich","","","",""
"Beamte, mittlerer Dienst","1990","(noch) kein Abschluss","weiblich","","","",""
"Beamte, mittlerer Dienst","1990","Hauptschulabschluss","maennlich","59","0.0229679820670653","0.0179088284357454","0.0280271356983852"
"Beamte, mittlerer Dienst","1990","Hauptschulabschluss","weiblich","","","",""
"Beamte, mittlerer Dienst","1990","Realschulabschluss","maennlich","44","0.0443358715122266","0.0338169304451836","0.0548548125792696"
"Beamte, mittlerer Dienst","1990","Realschulabschluss","weiblich","","","",""
"Beamte, mittlerer Dienst","1990","(Fach-)Abitur","maennlich","","","",""
"Beamte, mittlerer Dienst","1990","(Fach-)Abitur","weiblich","","","",""
"Beamte, mittlerer Dienst","1990","AkademikerInnen","maennlich","","","",""
"Beamte, mittlerer Dienst","1990","AkademikerInnen","weiblich","","","",""
"Beamte, gehobener Dienst","1990","(noch) kein Abschluss","maennlich","","","",""
"Beamte, gehobener Dienst","1990","(noch) kein Abschluss","weiblich","","","",""
"Beamte, gehobener Dienst","1990","Hauptschulabschluss","maennlich","","","",""
"Beamte, gehobener Dienst","1990","Hauptschulabschluss","weiblich","","","",""
"Beamte, gehobener Dienst","1990","Realschulabschluss","maennlich","","","",""
"Beamte, gehobener Dienst","1990","Realschulabschluss","weiblich","","","",""
"Beamte, gehobener Dienst","1990","(Fach-)Abitur","maennlich","","","",""
"Beamte, gehobener Dienst","1990","(Fach-)Abitur","weiblich","","","",""
"Beamte, gehobener Dienst","1990","AkademikerInnen","maennlich","32","0.0538686692212843","0.0393200740238105","0.0684172644187581"
"Beamte, gehobener Dienst","1990","AkademikerInnen","weiblich","","","",""
"Beamte, höherer Dienst","1990","(noch) kein Abschluss","maennlich","","","",""
"Beamte, höherer Dienst","1990","(noch) kein Abschluss","weiblich","","","",""
"Beamte, höherer Dienst","1990","Hauptschulabschluss","maennlich","","","",""
"Beamte, höherer Dienst","1990","Hauptschulabschluss","weiblich","","","",""
"Beamte, höherer Dienst","1990","Realschulabschluss","maennlich","","","",""
"Beamte, höherer Dienst","1990","Realschulabschluss","weiblich","","","",""
"Beamte, höherer Dienst","1990","(Fach-)Abitur","maennlich","","","",""
"Beamte, höherer Dienst","1990","(Fach-)Abitur","weiblich","","","",""
"Beamte, höherer Dienst","1990","AkademikerInnen","maennlich","64","0.0974244206899064","0.0783147620130452","0.116534079366768"
"Beamte, höherer Dienst","1990","AkademikerInnen","weiblich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1991","(noch) kein Abschluss","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1991","(noch) kein Abschluss","weiblich","161","0.248967678284199","0.210758619627645","0.287176736940753"
"nicht erwerbstätig (NE): keine weitere Angaben","1991","Hauptschulabschluss","maennlich","50","0.0149678963282996","0.0108080176559326","0.0191277750006666"
"nicht erwerbstätig (NE): keine weitere Angaben","1991","Hauptschulabschluss","weiblich","796","0.207836998631432","0.194428847955494","0.221245149307369"
"nicht erwerbstätig (NE): keine weitere Angaben","1991","Realschulabschluss","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1991","Realschulabschluss","weiblich","247","0.161062358337866","0.143665216822051","0.178459499853681"
"nicht erwerbstätig (NE): keine weitere Angaben","1991","(Fach-)Abitur","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1991","(Fach-)Abitur","weiblich","62","0.119915506780323","0.0872094381225633","0.152621575438083"
"nicht erwerbstätig (NE): keine weitere Angaben","1991","AkademikerInnen","maennlich","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1991","AkademikerInnen","weiblich","70","0.10161951058672","0.0800957151156323","0.123143306057807"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","(noch) kein Abschluss","maennlich","90","0.361708170460885","0.314203028751305","0.409213312170466"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","(noch) kein Abschluss","weiblich","93","0.344751698066932","0.302754366336605","0.386749029797259"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","Hauptschulabschluss","maennlich","31","0.00747463463330615","0.00452382712351849","0.0104254421430938"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","Hauptschulabschluss","weiblich","30","0.00539094026239108","0.00297125634138794","0.00781062418339421"
