"pgstib","year","alter_gr","sampreg","n","percent","lower_confidence","upper_confidence"
"NE: arbeitslos gemeldet","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","193","0.0359513927953399","0.0306797942266963","0.0412229913639835"
"NE: arbeitslos gemeldet","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: arbeitslos gemeldet","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: arbeitslos gemeldet","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Rentner/Rentnerin","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: Rentner/Rentnerin","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Rentner/Rentnerin","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","491","0.127488253417249","0.118044258763686","0.136932248070812"
"NE: Rentner/Rentnerin","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","231","0.124014156855017","0.110541204262017","0.137487109448017"
"NE: Rentner/Rentnerin","1990","66 und älter","Westdeutschland, alte Bundeslaender","998","0.952177198469558","0.939337146107403","0.965017250831714"
"NE: Rentner/Rentnerin","1990","66 und älter","Ostdeutschland, neue Bundeslaender","417","0.963624449944903","0.946070855408042","0.981178044481764"
"NE: Wehr- und Zivildienst","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","57","0.0173488836011471","0.0131084178212627","0.0215893493810314"
"NE: Wehr- und Zivildienst","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Wehr- und Zivildienst","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"NE: Wehr- und Zivildienst","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"NE: Wehr- und Zivildienst","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"NE: Wehr- und Zivildienst","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","320","0.0867588833857372","0.0776171652763218","0.0959006014951525"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","124","0.0691311206600469","0.0570402565139463","0.0812219848061474"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Volontäre, Praktikanten","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Volontäre, Praktikanten","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Volontäre, Praktikanten","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Volontäre, Praktikanten","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Volontäre, Praktikanten","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Volontäre, Praktikanten","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"ungelernter Arbeiter","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","185","0.0311641404312245","0.0255208708246821","0.0368074100377669"
"ungelernter Arbeiter","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","34","0.0198829675587993","0.0132293802914581","0.0265365548261404"
"ungelernter Arbeiter","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","323","0.0391542047008133","0.0336619451077049","0.0446464642939218"
"ungelernter Arbeiter","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","64","0.0304187130326753","0.0233986479936846","0.0374387780716661"
"ungelernter Arbeiter","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"ungelernter Arbeiter","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"angelernter Arbeiter","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","379","0.0757987453471364","0.0672028245409316","0.0843946661533412"
"angelernter Arbeiter","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","63","0.038693639332655","0.029501280168142","0.047885998497168"
"angelernter Arbeiter","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","623","0.0849113338962044","0.0770182008104728","0.092804466981936"
"angelernter Arbeiter","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","111","0.0454719069716733","0.0369557325713494","0.0539880813719973"
"angelernter Arbeiter","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"angelernter Arbeiter","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"gelernte und Facharbeiter","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","427","0.119030102506967","0.108513219116366","0.129546985897568"
"gelernte und Facharbeiter","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","463","0.282420411310256","0.260963887335423","0.303876935285088"
"gelernte und Facharbeiter","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","447","0.0856226804726933","0.0776996351919041","0.0935457257534824"
"gelernte und Facharbeiter","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","418","0.178144361148507","0.162503436814701","0.193785285482313"
"gelernte und Facharbeiter","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"gelernte und Facharbeiter","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Vorarbeiter, Kolonnenführer","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","37","0.0111118209731673","0.00770739158474314","0.0145162503615914"
"Vorarbeiter, Kolonnenführer","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Vorarbeiter, Kolonnenführer","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","91","0.0184309523051563","0.0146223175973772","0.0222395870129354"
"Vorarbeiter, Kolonnenführer","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","52","0.021616662060822","0.0156719962377872","0.0275613278838569"
"Vorarbeiter, Kolonnenführer","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Vorarbeiter, Kolonnenführer","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Meister, Polier","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Meister, Polier","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Meister, Polier","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","35","0.00877557331529524","0.0061346319870757","0.0114165146435148"
"Meister, Polier","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","30","0.0126646735828503","0.00809370807781316","0.0172356390878873"
"Meister, Polier","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Meister, Polier","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","32","0.0137551992184798","0.00899413092488865","0.018516267512071"
"Arbeiter in der Landwirtschaft (1990 Ost)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","91","0.0544264744088354","0.0436139017028572","0.0652390471148136"
"Facharbeiter in der Landwirtschaft (1990 Ost)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","105","0.046793976089094","0.0381608721649409","0.0554270800132471"
"Facharbeiter in der Landwirtschaft (1990 Ost)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","33","0.00802409599490867","0.0054978035408487","0.0105503884489686"
"selbständiger Landwirt","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","58","0.0262738301258687","0.0197356223115541","0.0328120379401833"
"selbständiger Landwirt","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","67","0.0155686600332925","0.0120631328525354","0.0190741872140497"
"Freiberufler, Akademiker","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","63","0.0167114173427063","0.0125482366469476","0.020874598038465"
"sonstige selbständiger","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","185","0.0397140787599379","0.0341843028420292","0.0452438546778466"
"sonstige selbständiger","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"mithelfende Familienangehörige","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"mithelfende Familienangehörige","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"mithelfende Familienangehörige","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","41","0.0107368906192565","0.00781858899373615","0.0136551922447768"
"Angestellte, Industrie- und Werkmeister","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","56","0.0260335442789681","0.0195244995746049","0.0325425889833313"
"Angestellte, Industrie- und Werkmeister","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","224","0.0652569725956971","0.0572358030085805","0.0732781421828136"
"Angestellte, einfache Tätigkeit (bis 1990)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","118","0.0689447484526593","0.0568689846458963","0.0810205122594224"
"Angestellte, einfache Tätigkeit (bis 1990)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","235","0.054933500417814","0.0484816420260334","0.0613853588095946"
"Angestellte, einfache Tätigkeit (bis 1990)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","167","0.071478157317286","0.0609473578767215","0.0820089567578506"
"Angestellte, einfache Tätigkeit (bis 1990)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, qualifizierte Tätigkeit","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","500","0.170180093304466","0.157975468762612","0.18238471784632"
"Angestellte, qualifizierte Tätigkeit","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","232","0.132055174859286","0.115919019797875","0.148191329920697"
"Angestellte, qualifizierte Tätigkeit","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","547","0.143640589705656","0.133709391890069","0.153571787521244"
"Angestellte, qualifizierte Tätigkeit","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","404","0.166863373316224","0.15162224116728","0.182104505465169"
"Angestellte, qualifizierte Tätigkeit","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, qualifizierte Tätigkeit","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","129","0.0435279580458562","0.0369012412995148","0.0501546747921977"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","131","0.0754906771431412","0.0628991445148584","0.088082209771424"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","35-65 Jahre alt","Westdeutschland, alte Bundeslaender","245","0.0639700118975841","0.057041051124314","0.0708989726708542"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","35-65 Jahre alt","Ostdeutschland, neue Bundeslaender","354","0.145252570145964","0.13084935592632","0.159655784365608"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","66 und älter","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1990","66 und älter","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, umfassende Führungsaufgaben","1990","16-34 Jahre alt","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, umfassende Führungsaufgaben","1990","16-34 Jahre alt","Ostdeutschland, neue Bundeslaender","","","",""
