"pgstib","year","sampreg","n","percent","lower_confidence","upper_confidence"
"Vorarbeiter, Kolonnenführer","1994","Ostdeutschland, neue Bundeslaender","58","0.0124423555568739","0.00891188194399505","0.0159728291697527"
"Meister, Polier","1994","Westdeutschland, alte Bundeslaender","41","0.00469492650161274","0.00329419858237397","0.00609565442085151"
"Meister, Polier","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1994","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1994","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1994","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1994","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","1994","Westdeutschland, alte Bundeslaender","30","0.00299309574672246","0.00187373347457307","0.00411245801887184"
"selbständiger Landwirt","1994","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1994","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1994","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1994","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1994","Westdeutschland, alte Bundeslaender","109","0.0153909798139985","0.0128685080324051","0.017913451595592"
"Freiberufler, Akademiker","1994","Ostdeutschland, neue Bundeslaender","33","0.00873343734057915","0.00577005102387347","0.0116968236572848"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1994","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1994","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1994","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1994","Westdeutschland, alte Bundeslaender","265","0.0274263811206216","0.0240797582617214","0.0307730039795219"
"sonstige selbständiger","1994","Ostdeutschland, neue Bundeslaender","102","0.023827531636502","0.0189701386290784","0.0286849246439255"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1994","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1994","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1994","Westdeutschland, alte Bundeslaender","38","0.00388497882688093","0.00261027188787594","0.00515968576588592"
"mithelfende Familienangehörige","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1994","Westdeutschland, alte Bundeslaender","62","0.00697474634791305","0.00526942733978636","0.00868006535603974"
"Angestellte, Industrie- und Werkmeister","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","Westdeutschland, alte Bundeslaender","227","0.0234609317535542","0.0203593822544218","0.0265624812526866"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1994","Ostdeutschland, neue Bundeslaender","76","0.0159487467736966","0.0119587496819222","0.019938743865471"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","Westdeutschland, alte Bundeslaender","342","0.0368899661719504","0.0330276007585428","0.040752331585358"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1994","Ostdeutschland, neue Bundeslaender","155","0.0338152338522316","0.0280583597902529","0.0395721079142103"
"Angestellte, qualifizierte Tätigkeit","1994","Westdeutschland, alte Bundeslaender","995","0.114537998638763","0.10801238981288","0.121063607464646"
"Angestellte, qualifizierte Tätigkeit","1994","Ostdeutschland, neue Bundeslaender","449","0.105132526263474","0.0953635658429485","0.114901486684"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","Westdeutschland, alte Bundeslaender","435","0.0552256086108638","0.0505450726203187","0.0599061446014088"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1994","Ostdeutschland, neue Bundeslaender","269","0.0610445694270109","0.0534194536030749","0.0686696852509469"
"Angestellte, umfassende Führungsaufgaben","1994","Westdeutschland, alte Bundeslaender","61","0.007526092771184","0.00575514558469749","0.00929703995767052"
"Angestellte, umfassende Führungsaufgaben","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","Westdeutschland, alte Bundeslaender","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, einfacher Dienst","1994","Westdeutschland, alte Bundeslaender","","","",""
"Beamte, einfacher Dienst","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, mittlerer Dienst","1994","Westdeutschland, alte Bundeslaender","150","0.0181371475066325","0.015402689964758","0.020871605048507"
"Beamte, mittlerer Dienst","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, gehobener Dienst","1994","Westdeutschland, alte Bundeslaender","127","0.0180512831493603","0.0153231867023257","0.020779379596395"
"Beamte, gehobener Dienst","1994","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, höherer Dienst","1994","Westdeutschland, alte Bundeslaender","86","0.011273651972138","0.00911027778836566","0.0134370261559103"
"Beamte, höherer Dienst","1994","Ostdeutschland, neue Bundeslaender","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1995","Westdeutschland, alte Bundeslaender","1263","0.113262892878374","0.10694018379931","0.119585601957438"
"nicht erwerbstätig (NE): keine weitere Angaben","1995","Ostdeutschland, neue Bundeslaender","101","0.0266583306446193","0.0214714874595695","0.0318451738296691"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1995","Westdeutschland, alte Bundeslaender","537","0.0473767905845706","0.0431383575000834","0.0516152236690578"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1995","Ostdeutschland, neue Bundeslaender","178","0.0333224455219852","0.0275433052541417","0.0391015857898286"
"NE: arbeitslos gemeldet","1995","Westdeutschland, alte Bundeslaender","575","0.0523091621629077","0.0478671048652812","0.0567512194605341"
"NE: arbeitslos gemeldet","1995","Ostdeutschland, neue Bundeslaender","427","0.113549544056894","0.103333707969403","0.123765380144385"
"NE: Rentner/Rentnerin","1995","Westdeutschland, alte Bundeslaender","1581","0.24614841312131","0.237554254205143","0.254742572037476"
"NE: Rentner/Rentnerin","1995","Ostdeutschland, neue Bundeslaender","776","0.299541020851083","0.284791650148828","0.314290391553337"
"NE: Wehr- und Zivildienst","1995","Westdeutschland, alte Bundeslaender","39","0.00448880605026184","0.00315512976871806","0.00582248233180562"
"NE: Wehr- und Zivildienst","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","276","0.0228425362390654","0.0198618492537342","0.0258232232243966"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","158","0.0339401014259387","0.0281095103957367","0.0397706924561407"
"Auszubildende, gewerblich-technisch (ab 2000)","1995","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1995","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Volontäre, Praktikanten","1995","Westdeutschland, alte Bundeslaender","","","",""
"Volontäre, Praktikanten","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"ungelernter Arbeiter","1995","Westdeutschland, alte Bundeslaender","372","0.0258235388806027","0.022659158901781","0.0289879188594245"
"ungelernter Arbeiter","1995","Ostdeutschland, neue Bundeslaender","72","0.0173948983421722","0.0131851664289993","0.0216046302553452"
"angelernter Arbeiter","1995","Westdeutschland, alte Bundeslaender","919","0.0604266055228446","0.0556728002540477","0.0651804107916416"
"angelernter Arbeiter","1995","Ostdeutschland, neue Bundeslaender","212","0.0521347779443022","0.0449767886685216","0.0592927672200827"
"gelernte und Facharbeiter","1995","Westdeutschland, alte Bundeslaender","789","0.0650963194401093","0.0601745237112511","0.0700181151689675"
"gelernte und Facharbeiter","1995","Ostdeutschland, neue Bundeslaender","489","0.120505714077188","0.110022986098407","0.130988442055969"
"Vorarbeiter, Kolonnenführer","1995","Westdeutschland, alte Bundeslaender","112","0.0116795541007214","0.00953605179738083","0.0138230564040619"
"Vorarbeiter, Kolonnenführer","1995","Ostdeutschland, neue Bundeslaender","57","0.013116304134708","0.00945283353054773","0.0167797747388683"
"Meister, Polier","1995","Westdeutschland, alte Bundeslaender","45","0.00446382121660828","0.00313384506681549","0.00579379736640108"
"Meister, Polier","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1995","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","1995","Westdeutschland, alte Bundeslaender","38","0.00343185038688517","0.00226509555566988","0.00459860521810046"
"selbständiger Landwirt","1995","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1995","Westdeutschland, alte Bundeslaender","93","0.0120284165789595","0.0098535211015855","0.0142033120563336"
"Freiberufler, Akademiker","1995","Ostdeutschland, neue Bundeslaender","30","0.0117293048620396","0.0082625105061461","0.015196099217933"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1995","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1995","Westdeutschland, alte Bundeslaender","277","0.0297647798384548","0.0263743732106597","0.0331551864662498"
"sonstige selbständiger","1995","Ostdeutschland, neue Bundeslaender","112","0.0247781427587239","0.0197727279581593","0.0297835575592886"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1995","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1995","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1995","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1995","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1995","Westdeutschland, alte Bundeslaender","","","",""
"mithelfende Familienangehörige","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1995","Westdeutschland, alte Bundeslaender","53","0.00701943270048543","0.00535378436485945","0.00868508103611142"
"Angestellte, Industrie- und Werkmeister","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1995","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1995","Westdeutschland, alte Bundeslaender","243","0.0207046705374703","0.0178637902260929","0.0235455508488477"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1995","Ostdeutschland, neue Bundeslaender","94","0.0199933402464559","0.0154860951305097","0.024500585362402"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1995","Westdeutschland, alte Bundeslaender","343","0.0353126910854747","0.0316303787448704","0.0389950034260789"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1995","Ostdeutschland, neue Bundeslaender","158","0.0362753160654485","0.0302547672954108","0.0422958648354862"
"Angestellte, qualifizierte Tätigkeit","1995","Westdeutschland, alte Bundeslaender","1097","0.119160772728091","0.112697136413764","0.125624409042417"
"Angestellte, qualifizierte Tätigkeit","1995","Ostdeutschland, neue Bundeslaender","412","0.0945740687937166","0.0851515614202343","0.103996576167199"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1995","Westdeutschland, alte Bundeslaender","502","0.0597072536964297","0.0549800205299012","0.0644344868629583"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1995","Ostdeutschland, neue Bundeslaender","256","0.0587060635984165","0.0511367221618434","0.0662754050349896"
"Angestellte, umfassende Führungsaufgaben","1995","Westdeutschland, alte Bundeslaender","61","0.00659578407272621","0.00498083754361015","0.00821073060184228"
"Angestellte, umfassende Führungsaufgaben","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1995","Westdeutschland, alte Bundeslaender","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, einfacher Dienst","1995","Westdeutschland, alte Bundeslaender","","","",""
"Beamte, einfacher Dienst","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, mittlerer Dienst","1995","Westdeutschland, alte Bundeslaender","140","0.0149407383081837","0.01252038290551","0.0173610937108575"
"Beamte, mittlerer Dienst","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, gehobener Dienst","1995","Westdeutschland, alte Bundeslaender","136","0.0185139408188175","0.0158245529815181","0.021203328656117"
"Beamte, gehobener Dienst","1995","Ostdeutschland, neue Bundeslaender","","","",""
"Beamte, höherer Dienst","1995","Westdeutschland, alte Bundeslaender","87","0.0121323796979825","0.00994822042201672","0.0143165389739482"
"Beamte, höherer Dienst","1995","Ostdeutschland, neue Bundeslaender","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1996","Westdeutschland, alte Bundeslaender","1224","0.108894130883944","0.102600226109167","0.115188035658722"
"nicht erwerbstätig (NE): keine weitere Angaben","1996","Ostdeutschland, neue Bundeslaender","114","0.0307390021818857","0.0251734773951306","0.0363045269686409"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1996","Westdeutschland, alte Bundeslaender","491","0.0452592484525076","0.0410592447003267","0.0494592522046886"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1996","Ostdeutschland, neue Bundeslaender","191","0.0399005068297823","0.0335896519141611","0.0462113617454036"
"NE: arbeitslos gemeldet","1996","Westdeutschland, alte Bundeslaender","551","0.0536796886303072","0.0491258529646872","0.0582335242959271"
"NE: arbeitslos gemeldet","1996","Ostdeutschland, neue Bundeslaender","446","0.11539081905198","0.105089277494515","0.125692360609444"
"NE: Rentner/Rentnerin","1996","Westdeutschland, alte Bundeslaender","1595","0.251807379707076","0.243037488288181","0.260577271125971"
"NE: Rentner/Rentnerin","1996","Ostdeutschland, neue Bundeslaender","783","0.301252090089051","0.286458752608106","0.316045427569996"
"NE: Wehr- und Zivildienst","1996","Westdeutschland, alte Bundeslaender","30","0.00387015555927824","0.00261564169266641","0.00512466942589007"
"NE: Wehr- und Zivildienst","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","260","0.0218106933500945","0.0188594877205886","0.0247618989796004"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","163","0.0322748271850774","0.026576480716214","0.0379731736539408"
"Auszubildende, gewerblich-technisch (ab 2000)","1996","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1996","Westdeutschland, alte Bundeslaender","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Volontäre, Praktikanten","1996","Westdeutschland, alte Bundeslaender","","","",""
"Volontäre, Praktikanten","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","","","",""
"Aspiranten (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"ungelernter Arbeiter","1996","Westdeutschland, alte Bundeslaender","337","0.0249733975884109","0.0218205692346745","0.0281262259421473"
"ungelernter Arbeiter","1996","Ostdeutschland, neue Bundeslaender","59","0.0143133556810381","0.010483512094749","0.0181431992673273"
"angelernter Arbeiter","1996","Westdeutschland, alte Bundeslaender","835","0.0574823384198617","0.052779443864404","0.0621852329753195"
"angelernter Arbeiter","1996","Ostdeutschland, neue Bundeslaender","167","0.0421311428189245","0.035653820386374","0.048608465251475"
"gelernte und Facharbeiter","1996","Westdeutschland, alte Bundeslaender","794","0.0675551979365063","0.062484190693455","0.0726262051795575"
"gelernte und Facharbeiter","1996","Ostdeutschland, neue Bundeslaender","506","0.128503690300731","0.117713441823058","0.139293938778403"
"Vorarbeiter, Kolonnenführer","1996","Westdeutschland, alte Bundeslaender","116","0.012133977473099","0.00992188185444707","0.0143460730917509"
"Vorarbeiter, Kolonnenführer","1996","Ostdeutschland, neue Bundeslaender","63","0.0140377190372593","0.0102444006777568","0.0178310373967619"
"Meister, Polier","1996","Westdeutschland, alte Bundeslaender","41","0.00334665782410473","0.00217976492151682","0.00451355072669264"
"Meister, Polier","1996","Ostdeutschland, neue Bundeslaender","32","0.00853849699354407","0.00557182513138268","0.0115051688557055"
"Arbeiter in der Landwirtschaft (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt","1996","Westdeutschland, alte Bundeslaender","32","0.00306834048390348","0.00195086565752413","0.00418581531028284"
"selbständiger Landwirt","1996","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker","1996","Westdeutschland, alte Bundeslaender","108","0.0135388558515519","0.0112038700010125","0.0158738417020913"
"Freiberufler, Akademiker","1996","Ostdeutschland, neue Bundeslaender","34","0.00981791712870309","0.00663878862838864","0.0129970456290175"
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger","1996","Westdeutschland, alte Bundeslaender","282","0.0315894245391877","0.028055527449614","0.0351233216287615"
"sonstige selbständiger","1996","Ostdeutschland, neue Bundeslaender","114","0.0290064354858582","0.0235952025799678","0.0344176683917486"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1996","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1996","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1996","Westdeutschland, alte Bundeslaender","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1996","Ostdeutschland, neue Bundeslaender","","","",""
"mithelfende Familienangehörige","1996","Westdeutschland, alte Bundeslaender","34","0.00355155703630873","0.00234959682174579","0.00475351725087167"
"mithelfende Familienangehörige","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, Industrie- und Werkmeister","1996","Westdeutschland, alte Bundeslaender","53","0.00649823137013406","0.00487479531598882","0.00812166742427931"
"Angestellte, Industrie- und Werkmeister","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1996","Westdeutschland, alte Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1996","Westdeutschland, alte Bundeslaender","222","0.019352358067374","0.0165689510426237","0.0221357650921243"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1996","Ostdeutschland, neue Bundeslaender","66","0.0149073119121262","0.0109999909556638","0.0188146328685887"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1996","Westdeutschland, alte Bundeslaender","373","0.038969484274586","0.0350594172897274","0.0428795512594447"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1996","Ostdeutschland, neue Bundeslaender","145","0.032663868610483","0.0269324334390546","0.0383953037819114"
"Angestellte, qualifizierte Tätigkeit","1996","Westdeutschland, alte Bundeslaender","1065","0.117788318864398","0.111275173173389","0.124301464555408"
"Angestellte, qualifizierte Tätigkeit","1996","Ostdeutschland, neue Bundeslaender","417","0.0927971917594913","0.0834418322893423","0.10215255122964"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1996","Westdeutschland, alte Bundeslaender","519","0.061755674800373","0.0568921661991549","0.0666191834015911"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1996","Ostdeutschland, neue Bundeslaender","248","0.0590693780549914","0.0514678505717457","0.066670905538237"
"Angestellte, umfassende Führungsaufgaben","1996","Westdeutschland, alte Bundeslaender","57","0.00688207130061123","0.00521169902027656","0.00855244358094591"
"Angestellte, umfassende Führungsaufgaben","1996","Ostdeutschland, neue Bundeslaender","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1996","Westdeutschland, alte Bundeslaender","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1996","Ostdeutschland, neue Bundeslaender","","","",""
