"ple0044_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Ja","2007","indirekter Migrationshintergrund","Ostdeutschland","30","0.838937732405557","0.723571806486713","0.954303658324401"
"keinen Tag","2008","kein Migrationshintergrund","Westdeutschland","3344","0.269025564598293","0.261025384617451","0.277025744579135"
"keinen Tag","2008","kein Migrationshintergrund","Ostdeutschland","1337","0.283942019930459","0.270808419172811","0.297075620688108"
"keinen Tag","2008","direkter Migrationshintergrund","Westdeutschland","533","0.306944212789597","0.285469366984654","0.32841905859454"
"keinen Tag","2008","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2008","indirekter Migrationshintergrund","Westdeutschland","219","0.325879324744376","0.291379078021844","0.360379571466907"
"keinen Tag","2008","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2008","kein Migrationshintergrund","Westdeutschland","8459","0.730974435401707","0.722974255420865","0.738974615382549"
"Ja","2008","kein Migrationshintergrund","Ostdeutschland","3191","0.716057980069541","0.702924379311892","0.729191580827189"
"Ja","2008","direkter Migrationshintergrund","Westdeutschland","1239","0.693055787210403","0.67158094140546","0.714530633015346"
"Ja","2008","direkter Migrationshintergrund","Ostdeutschland","59","0.814404807784649","0.727567519362316","0.901242096206982"
"Ja","2008","indirekter Migrationshintergrund","Westdeutschland","490","0.674120675255624","0.639620428533093","0.708620921978156"
"Ja","2008","indirekter Migrationshintergrund","Ostdeutschland","30","0.811679956479162","0.687372558312643","0.935987354645681"
"keinen Tag","2009","kein Migrationshintergrund","Westdeutschland","3051","0.262959811120969","0.254739524107869","0.271180098134069"
"keinen Tag","2009","kein Migrationshintergrund","Ostdeutschland","1182","0.272968753280746","0.259664403277196","0.286273103284296"
"keinen Tag","2009","direkter Migrationshintergrund","Westdeutschland","458","0.304446484483933","0.281500610408199","0.327392358559667"
"keinen Tag","2009","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2009","indirekter Migrationshintergrund","Westdeutschland","198","0.298531702696513","0.263270655689648","0.333792749703378"
"keinen Tag","2009","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2009","kein Migrationshintergrund","Westdeutschland","7967","0.737040188879031","0.728819901865931","0.745260475892131"
"Ja","2009","kein Migrationshintergrund","Ostdeutschland","3125","0.727031246719254","0.713726896715704","0.740335596722804"
"Ja","2009","direkter Migrationshintergrund","Westdeutschland","1087","0.695553515516067","0.672607641440333","0.718499389591801"
"Ja","2009","direkter Migrationshintergrund","Ostdeutschland","55","0.713785243076616","0.610100118369843","0.817470367783389"
"Ja","2009","indirekter Migrationshintergrund","Westdeutschland","449","0.701468297303487","0.666207250296622","0.736729344310352"
"Ja","2009","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2010","kein Migrationshintergrund","Westdeutschland","4183","0.265011916388693","0.257827163569825","0.27219666920756"
"keinen Tag","2010","kein Migrationshintergrund","Ostdeutschland","1563","0.282316151617842","0.270077094298957","0.294555208936727"
"keinen Tag","2010","direkter Migrationshintergrund","Westdeutschland","818","0.289834986658353","0.272822696380951","0.306847276935755"
"keinen Tag","2010","direkter Migrationshintergrund","Ostdeutschland","30","0.284455263627507","0.205680301805181","0.363230225449832"
"keinen Tag","2010","indirekter Migrationshintergrund","Westdeutschland","315","0.312387822294086","0.284434401674403","0.340341242913769"
"keinen Tag","2010","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2010","kein Migrationshintergrund","Westdeutschland","10312","0.734988083611307","0.72780333079244","0.742172836430175"
"Ja","2010","kein Migrationshintergrund","Ostdeutschland","3633","0.717683848382158","0.705444791063273","0.729922905701043"
"Ja","2010","direkter Migrationshintergrund","Westdeutschland","1914","0.710165013341647","0.693152723064245","0.727177303619049"
"Ja","2010","direkter Migrationshintergrund","Ostdeutschland","96","0.715544736372493","0.636769774550168","0.794319698194819"
"Ja","2010","indirekter Migrationshintergrund","Westdeutschland","741","0.687612177705914","0.659658757086231","0.715565598325597"
"Ja","2010","indirekter Migrationshintergrund","Ostdeutschland","58","0.815616346134462","0.72785129133008","0.903381400938844"
"keinen Tag","2011","kein Migrationshintergrund","Westdeutschland","3041","0.18743866691887","0.180766375151056","0.194110958686683"
"keinen Tag","2011","kein Migrationshintergrund","Ostdeutschland","898","0.183090231471857","0.171295374014739","0.194885088928974"
"keinen Tag","2011","direkter Migrationshintergrund","Westdeutschland","692","0.23235349045746","0.216060180142069","0.248646800772851"
"keinen Tag","2011","direkter Migrationshintergrund","Ostdeutschland","","","",""
"keinen Tag","2011","indirekter Migrationshintergrund","Westdeutschland","219","0.226681914281999","0.199159613937419","0.254204214626579"
"keinen Tag","2011","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2011","kein Migrationshintergrund","Westdeutschland","10101","0.81256133308113","0.805889041313317","0.819233624848944"
"Ja","2011","kein Migrationshintergrund","Ostdeutschland","3232","0.816909768528143","0.805114911071026","0.828704625985261"
"Ja","2011","direkter Migrationshintergrund","Westdeutschland","1889","0.76764650954254","0.751353199227149","0.783939819857931"
"Ja","2011","direkter Migrationshintergrund","Ostdeutschland","113","0.860599341504052","0.803630572372052","0.917568110636051"
"Ja","2011","indirekter Migrationshintergrund","Westdeutschland","670","0.773318085718001","0.745795785373421","0.800840386062581"
"Ja","2011","indirekter Migrationshintergrund","Ostdeutschland","44","0.709494582009858","0.595565438247998","0.823423725771718"
"keinen Tag","2012","kein Migrationshintergrund","Westdeutschland","4590","0.250009195826248","0.243531515709292","0.256486875943205"
"keinen Tag","2012","kein Migrationshintergrund","Ostdeutschland","1676","0.279178242785022","0.267693614098043","0.290662871472001"
"keinen Tag","2012","direkter Migrationshintergrund","Westdeutschland","848","0.284682125001712","0.268140786403309","0.301223463600116"
"keinen Tag","2012","direkter Migrationshintergrund","Ostdeutschland","41","0.270486437251718","0.19986838595047","0.341104488552967"
"keinen Tag","2012","indirekter Migrationshintergrund","Westdeutschland","334","0.274405192998078","0.249010147666073","0.299800238330083"
"keinen Tag","2012","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2012","kein Migrationshintergrund","Westdeutschland","12576","0.749990804173752","0.743513124056795","0.756468484290708"
"Ja","2012","kein Migrationshintergrund","Ostdeutschland","4185","0.720821757214978","0.709337128527999","0.732306385901957"
"Ja","2012","direkter Migrationshintergrund","Westdeutschland","2011","0.715317874998287","0.698776536399884","0.731859213596691"
"Ja","2012","direkter Migrationshintergrund","Ostdeutschland","111","0.729513562748282","0.658895511447034","0.80013161404953"
"Ja","2012","indirekter Migrationshintergrund","Westdeutschland","852","0.725594807001922","0.700199761669917","0.750989852333927"
"Ja","2012","indirekter Migrationshintergrund","Ostdeutschland","50","0.755692985978396","0.656444816302079","0.854941155654713"
"keinen Tag","2013","kein Migrationshintergrund","Westdeutschland","4186","0.23349486410842","0.227014193442532","0.239975534774308"
"keinen Tag","2013","kein Migrationshintergrund","Ostdeutschland","1546","0.27040909478839","0.258676870944631","0.282141318632148"
"keinen Tag","2013","direkter Migrationshintergrund","Westdeutschland","1852","0.282607913779541","0.271090300267544","0.294125527291537"
"keinen Tag","2013","direkter Migrationshintergrund","Ostdeutschland","110","0.259587868025394","0.218005127100847","0.301170608949942"
"keinen Tag","2013","indirekter Migrationshintergrund","Westdeutschland","533","0.266722930697118","0.247316714279584","0.286129147114652"
"keinen Tag","2013","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2013","kein Migrationshintergrund","Westdeutschland","12184","0.76650513589158","0.760024465225692","0.772985806557468"
"Ja","2013","kein Migrationshintergrund","Ostdeutschland","3960","0.72959090521161","0.717858681367852","0.741323129055369"
"Ja","2013","direkter Migrationshintergrund","Westdeutschland","4019","0.717392086220459","0.705874472708463","0.728909699732456"
"Ja","2013","direkter Migrationshintergrund","Ostdeutschland","317","0.740412131974606","0.698829391050058","0.781994872899153"
"Ja","2013","indirekter Migrationshintergrund","Westdeutschland","1462","0.733277069302882","0.713870852885348","0.752683285720416"
"Ja","2013","indirekter Migrationshintergrund","Ostdeutschland","79","0.771875981017308","0.690837974483019","0.852913987551597"
"keinen Tag","2014","kein Migrationshintergrund","Westdeutschland","3910","0.245847511052273","0.238924168948852","0.252770853155695"
"keinen Tag","2014","kein Migrationshintergrund","Ostdeutschland","1356","0.266923499670797","0.254732853320165","0.279114146021428"
"keinen Tag","2014","direkter Migrationshintergrund","Westdeutschland","2059","0.378196901012837","0.36431233297715","0.392081469048524"
"keinen Tag","2014","direkter Migrationshintergrund","Ostdeutschland","140","0.352713691491614","0.301999410677284","0.403427972305944"
"keinen Tag","2014","indirekter Migrationshintergrund","Westdeutschland","631","0.376949295736085","0.353608208135749","0.400290383336422"
"keinen Tag","2014","indirekter Migrationshintergrund","Ostdeutschland","39","0.421273933683857","0.32401056444382","0.518537302923894"
"Ja","2014","kein Migrationshintergrund","Westdeutschland","10949","0.754152488947727","0.747229146844305","0.761075831051148"
"Ja","2014","kein Migrationshintergrund","Ostdeutschland","3702","0.733076500329203","0.720885853978572","0.745267146679835"
"Ja","2014","direkter Migrationshintergrund","Westdeutschland","2627","0.621803098987163","0.607918530951476","0.63568766702285"
"Ja","2014","direkter Migrationshintergrund","Ostdeutschland","201","0.647286308508386","0.596572027694056","0.698000589322716"
"Ja","2014","indirekter Migrationshintergrund","Westdeutschland","1025","0.623050704263915","0.599709616663578","0.646391791864251"
"Ja","2014","indirekter Migrationshintergrund","Ostdeutschland","60","0.578726066316143","0.481462697076106","0.67598943555618"
"keinen Tag","2015","kein Migrationshintergrund","Westdeutschland","3559","0.240679195732877","0.233639956224081","0.247718435241674"
"keinen Tag","2015","kein Migrationshintergrund","Ostdeutschland","1282","0.269927796866704","0.257373323219837","0.282482270513571"
"keinen Tag","2015","direkter Migrationshintergrund","Westdeutschland","1736","0.283774594628866","0.271746869379282","0.295802319878449"
"keinen Tag","2015","direkter Migrationshintergrund","Ostdeutschland","129","0.281586087227689","0.238724241280943","0.324447933174436"
"keinen Tag","2015","indirekter Migrationshintergrund","Westdeutschland","416","0.259478157951444","0.237690917130554","0.281265398772333"
"keinen Tag","2015","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2015","kein Migrationshintergrund","Westdeutschland","10609","0.759320804267123","0.752281564758326","0.766360043775919"
"Ja","2015","kein Migrationshintergrund","Ostdeutschland","3521","0.730072203133296","0.717517729486429","0.742626676780163"
"Ja","2015","direkter Migrationshintergrund","Westdeutschland","3661","0.716225405371134","0.704197680121551","0.728253130620718"
"Ja","2015","direkter Migrationshintergrund","Ostdeutschland","294","0.718413912772311","0.675552066825564","0.761275758719058"
"Ja","2015","indirekter Migrationshintergrund","Westdeutschland","1139","0.740521842048556","0.718734601227667","0.762309082869445"
"Ja","2015","indirekter Migrationshintergrund","Ostdeutschland","71","0.651722529931095","0.558345050026133","0.745100009836058"
"keinen Tag","2016","kein Migrationshintergrund","Westdeutschland","3303","0.243319818434571","0.235980137374532","0.250659499494611"
"keinen Tag","2016","kein Migrationshintergrund","Ostdeutschland","1151","0.261067247776725","0.248218762181227","0.273915733372224"
"keinen Tag","2016","direkter Migrationshintergrund","Westdeutschland","1387","0.286002779761821","0.272736163675455","0.299269395848186"
"keinen Tag","2016","direkter Migrationshintergrund","Ostdeutschland","84","0.294571704487671","0.246677780481257","0.342465628494085"
"keinen Tag","2016","indirekter Migrationshintergrund","Westdeutschland","415","0.283899555073577","0.260578929357865","0.307220180789289"
"keinen Tag","2016","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2016","kein Migrationshintergrund","Westdeutschland","9826","0.756680181565429","0.749340500505389","0.764019862625468"
"Ja","2016","kein Migrationshintergrund","Ostdeutschland","3338","0.738932752223274","0.726084266627776","0.751781237818773"
"Ja","2016","direkter Migrationshintergrund","Westdeutschland","3070","0.713997220238179","0.700730604151814","0.727263836324545"
"Ja","2016","direkter Migrationshintergrund","Ostdeutschland","264","0.705428295512329","0.657534371505915","0.753322219518743"
"Ja","2016","indirekter Migrationshintergrund","Westdeutschland","1021","0.716100444926423","0.692779819210711","0.739421070642135"
"Ja","2016","indirekter Migrationshintergrund","Ostdeutschland","79","0.744777814694647","0.661779794002389","0.827775835386905"
"keinen Tag","2017","kein Migrationshintergrund","Westdeutschland","3576","0.233248523070404","0.226466822271013","0.240030223869795"
"keinen Tag","2017","kein Migrationshintergrund","Ostdeutschland","1230","0.232702684145223","0.22103686179379","0.244368506496657"
"keinen Tag","2017","direkter Migrationshintergrund","Westdeutschland","1274","0.281415442863321","0.267844572367053","0.294986313359589"
"keinen Tag","2017","direkter Migrationshintergrund","Ostdeutschland","92","0.275655571007568","0.229496953824755","0.321814188190381"
"keinen Tag","2017","indirekter Migrationshintergrund","Westdeutschland","416","0.257935907927093","0.236356792539742","0.279515023314443"
"keinen Tag","2017","indirekter Migrationshintergrund","Ostdeutschland","","","",""
"Ja","2017","kein Migrationshintergrund","Westdeutschland","11362","0.766751476929596","0.759969776130205","0.773533177728987"
"Ja","2017","kein Migrationshintergrund","Ostdeutschland","3810","0.767297315854776","0.755631493503343","0.77896313820621"
"Ja","2017","direkter Migrationshintergrund","Westdeutschland","2944","0.718584557136679","0.705013686640411","0.732155427632947"
"Ja","2017","direkter Migrationshintergrund","Ostdeutschland","268","0.724344428992432","0.678185811809619","0.770503046175245"
"Ja","2017","indirekter Migrationshintergrund","Westdeutschland","1163","0.742064092072907","0.720484976685557","0.763643207460258"
"Ja","2017","indirekter Migrationshintergrund","Ostdeutschland","78","0.691671142403838","0.602487255997211","0.780855028810465"
"keinen Tag","2018","kein Migrationshintergrund","Westdeutschland","3378","0.219736418297638","0.2129600066399","0.226512829955376"
"keinen Tag","2018","kein Migrationshintergrund","Ostdeutschland","1157","0.232716543178528","0.22095914417186","0.244473942185197"
"keinen Tag","2018","direkter Migrationshintergrund","Westdeutschland","1192","0.266526465570118","0.252863799029568","0.280189132110668"
"keinen Tag","2018","direkter Migrationshintergrund","Ostdeutschland","92","0.343332448414739","0.292861805596019","0.393803091233459"
"keinen Tag","2018","indirekter Migrationshintergrund","Westdeutschland","404","0.273544050221741","0.251479588302734","0.295608512140747"
"keinen Tag","2018","indirekter Migrationshintergrund","Ostdeutschland","35","0.31369065379134","0.229972848673844","0.397408458908837"
"Ja","2018","kein Migrationshintergrund","Westdeutschland","10965","0.780263581702362","0.773487170044624","0.787039993360101"
"Ja","2018","kein Migrationshintergrund","Ostdeutschland","3805","0.767283456821472","0.755526057814803","0.77904085582814"
"Ja","2018","direkter Migrationshintergrund","Westdeutschland","2831","0.733473534429882","0.719810867889332","0.747136200970432"
"Ja","2018","direkter Migrationshintergrund","Ostdeutschland","248","0.656667551585261","0.606196908766542","0.707138194403981"
"Ja","2018","indirekter Migrationshintergrund","Westdeutschland","1164","0.726455949778259","0.704391487859253","0.748520411697265"
"Ja","2018","indirekter Migrationshintergrund","Ostdeutschland","83","0.68630934620866","0.602591541091163","0.770027151326156"
"keinen Tag","2019","kein Migrationshintergrund","Westdeutschland","3735","0.222411589269523","0.215708026035578","0.229115152503468"
"keinen Tag","2019","kein Migrationshintergrund","Ostdeutschland","1299","0.212686212102569","0.201377641979889","0.223994782225249"
"keinen Tag","2019","direkter Migrationshintergrund","Westdeutschland","1013","0.259046219268255","0.244573139771493","0.273519298765017"
"keinen Tag","2019","direkter Migrationshintergrund","Ostdeutschland","87","0.303699292871408","0.250404425849041","0.356994159893774"
"keinen Tag","2019","indirekter Migrationshintergrund","Westdeutschland","465","0.276974253003757","0.25526966332761","0.298678842679904"
"keinen Tag","2019","indirekter Migrationshintergrund","Ostdeutschland","65","0.300759584206885","0.22879666192836","0.37272250648541"
"Ja","2019","kein Migrationshintergrund","Westdeutschland","11049","0.777588410730477","0.770884847496532","0.784291973964422"
"Ja","2019","kein Migrationshintergrund","Ostdeutschland","3731","0.787313787897431","0.776005217774751","0.798622358020111"
"Ja","2019","direkter Migrationshintergrund","Westdeutschland","2507","0.740953780731745","0.726480701234983","0.755426860228507"
"Ja","2019","direkter Migrationshintergrund","Ostdeutschland","199","0.696300707128592","0.643005840106226","0.749595574150958"
"Ja","2019","indirekter Migrationshintergrund","Westdeutschland","1168","0.723025746996243","0.701321157320096","0.74473033667239"
"Ja","2019","indirekter Migrationshintergrund","Ostdeutschland","91","0.699240415793115","0.62727749351459","0.77120333807164"
"keinen Tag","2020","kein Migrationshintergrund","Westdeutschland","3434","0.222763682737977","0.215787877557938","0.229739487918016"
"keinen Tag","2020","kein Migrationshintergrund","Ostdeutschland","1179","0.225474717165531","0.213440148185265","0.237509286145796"
"keinen Tag","2020","direkter Migrationshintergrund","Westdeutschland","2764","0.275901626088477","0.265480696499516","0.286322555677439"
"keinen Tag","2020","direkter Migrationshintergrund","Ostdeutschland","414","0.432436855243976","0.398733162399445","0.466140548088507"
"keinen Tag","2020","indirekter Migrationshintergrund","Westdeutschland","445","0.282442392087473","0.259644981999371","0.305239802175576"
"keinen Tag","2020","indirekter Migrationshintergrund","Ostdeutschland","46","0.286813133074021","0.20906721429543","0.364559051852612"
"Ja","2020","kein Migrationshintergrund","Westdeutschland","10234","0.777236317262023","0.770260512081984","0.784212122442062"
"Ja","2020","kein Migrationshintergrund","Ostdeutschland","3453","0.774525282834469","0.762490713854204","0.786559851814735"
"Ja","2020","direkter Migrationshintergrund","Westdeutschland","4303","0.724098373911523","0.713677444322561","0.734519303500484"
"Ja","2020","direkter Migrationshintergrund","Ostdeutschland","416","0.567563144756024","0.533859451911493","0.601266837600555"
"Ja","2020","indirekter Migrationshintergrund","Westdeutschland","1053","0.717557607912527","0.694760197824424","0.740355018000629"
"Ja","2020","indirekter Migrationshintergrund","Ostdeutschland","84","0.713186866925979","0.635440948147388","0.79093278570457"
