"ple0044_h","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","2009","1 Einkommensschwächstes Quintil","männlich","338","0.252236613930529","0.228407443916792","0.276065783944267"
"Nein","2009","1 Einkommensschwächstes Quintil","weiblich","376","0.217222667409337","0.197216693158715","0.237228641659959"
"Nein","2009","2","männlich","451","0.294668705490885","0.272577468964035","0.316759942017735"
"Nein","2009","2","weiblich","475","0.236850860850722","0.21798565061323","0.255716071088215"
"Nein","2009","3","männlich","454","0.272797317495474","0.250709370060602","0.294885264930347"
"Nein","2009","3","weiblich","419","0.231627960741861","0.211862345603635","0.251393575880087"
"Nein","2009","4","männlich","618","0.319906346212511","0.29909128146532","0.340721410959702"
"Nein","2009","4","weiblich","518","0.25084562326944","0.231505539047034","0.270185707491846"
"Nein","2009","5 Einkommensstärkstes Quintil","männlich","745","0.386171235379741","0.364897307550199","0.407445163209283"
"Nein","2009","5 Einkommensstärkstes Quintil","weiblich","526","0.256013757192109","0.236653002225595","0.275374512158623"
"Ja","2010","1 Einkommensschwächstes Quintil","männlich","1282","0.748833129338417","0.729161078669958","0.768505180006875"
"Ja","2010","1 Einkommensschwächstes Quintil","weiblich","2148","0.802808965916048","0.787959848224696","0.8176580836074"
"Ja","2010","2","männlich","1600","0.709658629826963","0.691364501394773","0.727952758259154"
"Ja","2010","2","weiblich","2239","0.769166788800291","0.754307482144505","0.784026095456076"
"Ja","2010","3","männlich","1334","0.699049446105404","0.678602253615345","0.719496638595463"
"Ja","2010","3","weiblich","1669","0.766267650674707","0.748769336384553","0.783765964964862"
"Ja","2010","4","männlich","1487","0.656550696813259","0.636951409880704","0.676149983745813"
"Ja","2010","4","weiblich","1756","0.748399155675791","0.731170832177979","0.765627479173602"
"Ja","2010","5 Einkommensstärkstes Quintil","männlich","1512","0.648405442961211","0.629014106394421","0.667796779528002"
"Ja","2010","5 Einkommensstärkstes Quintil","weiblich","1727","0.73062729420087","0.712878567151145","0.748376021250594"
"Nein","2010","1 Einkommensschwächstes Quintil","männlich","585","0.251166870661584","0.231494819993125","0.270838921330042"
"Nein","2010","1 Einkommensschwächstes Quintil","weiblich","610","0.197191034083952","0.1823419163926","0.212040151775304"
"Nein","2010","2","männlich","765","0.290341370173037","0.272047241740846","0.308635498605227"
"Nein","2010","2","weiblich","850","0.230833211199709","0.215973904543924","0.245692517855495"
"Nein","2010","3","männlich","599","0.300950553894596","0.280503361404537","0.321397746384655"
"Nein","2010","3","weiblich","578","0.233732349325293","0.216234035035139","0.251230663615447"
"Nein","2010","4","männlich","768","0.343449303186741","0.323850016254187","0.363048590119296"
"Nein","2010","4","weiblich","681","0.251600844324209","0.234372520826398","0.26882916782202"
"Nein","2010","5 Einkommensstärkstes Quintil","männlich","817","0.351594557038788","0.332203220471998","0.370985893605579"
"Nein","2010","5 Einkommensstärkstes Quintil","weiblich","673","0.26937270579913","0.251623978749406","0.287121432848855"
"Ja","2011","1 Einkommensschwächstes Quintil","männlich","1314","0.812674828800283","0.794378746218939","0.830970911381627"
"Ja","2011","1 Einkommensschwächstes Quintil","weiblich","2232","0.861451984431788","0.848466469379753","0.874437499483824"
"Ja","2011","2","männlich","1508","0.789732223636704","0.772066398155929","0.807398049117478"
"Ja","2011","2","weiblich","2295","0.841588512284284","0.828356423949171","0.854820600619397"
"Ja","2011","3","männlich","1256","0.772942069985372","0.753039455846351","0.792844684124392"
"Ja","2011","3","weiblich","1700","0.857778200958391","0.843082550598306","0.872473851318477"
"Ja","2011","4","männlich","1380","0.778602048520956","0.759490593217301","0.797713503824611"
"Ja","2011","4","weiblich","1639","0.796308429359411","0.779367182755274","0.813249675963548"
"Ja","2011","5 Einkommensstärkstes Quintil","männlich","1254","0.710708799372103","0.689524933629445","0.731892665114761"
"Ja","2011","5 Einkommensstärkstes Quintil","weiblich","1471","0.795897479309209","0.777746049003498","0.814048909614921"
"Nein","2011","1 Einkommensschwächstes Quintil","männlich","433","0.187325171199717","0.169029088618373","0.205621253781061"
"Nein","2011","1 Einkommensschwächstes Quintil","weiblich","487","0.138548015568212","0.125562500516176","0.151533530620247"
"Nein","2011","2","männlich","536","0.210267776363296","0.192601950882522","0.227933601844071"
"Nein","2011","2","weiblich","630","0.158411487715716","0.145179399380603","0.171643576050829"
"Nein","2011","3","männlich","446","0.227057930014628","0.207155315875608","0.246960544153649"
"Nein","2011","3","weiblich","470","0.142221799041609","0.127526148681523","0.156917449401694"
"Nein","2011","4","männlich","433","0.221397951479044","0.202286496175388","0.240509406782699"
"Nein","2011","4","weiblich","532","0.203691570640589","0.186750324036452","0.220632817244726"
"Nein","2011","5 Einkommensstärkstes Quintil","männlich","506","0.289291200627897","0.268107334885238","0.310475066370555"
"Nein","2011","5 Einkommensstärkstes Quintil","weiblich","423","0.204102520690791","0.185951090385079","0.222253950996502"
"Ja","2012","1 Einkommensschwächstes Quintil","männlich","1318","0.772529997790368","0.753223272910514","0.791836722670222"
"Ja","2012","1 Einkommensschwächstes Quintil","weiblich","2097","0.821281571257434","0.806686647586273","0.835876494928595"
"Ja","2012","2","männlich","1688","0.71751053257592","0.699396527206497","0.735624537945344"
"Ja","2012","2","weiblich","2432","0.788951593190414","0.774954987884334","0.802948198496494"
"Ja","2012","3","männlich","1704","0.721876756504531","0.703867642895383","0.739885870113678"
"Ja","2012","3","weiblich","2103","0.766166986376547","0.75053106340927","0.781802909343824"
"Ja","2012","4","männlich","1965","0.705055387277854","0.688128248375573","0.721982526180135"
"Ja","2012","4","weiblich","2229","0.745091141667378","0.72974233370739","0.760439949627367"
"Ja","2012","5 Einkommensstärkstes Quintil","männlich","1976","0.649457844051805","0.632389619140217","0.666526068963393"
"Ja","2012","5 Einkommensstärkstes Quintil","weiblich","2273","0.744110446952214","0.728799016261301","0.759421877643126"
"Nein","2012","1 Einkommensschwächstes Quintil","männlich","493","0.227470002209632","0.208163277329778","0.246776727089486"
"Nein","2012","1 Einkommensschwächstes Quintil","weiblich","550","0.178718428742566","0.164123505071405","0.193313352413727"
"Nein","2012","2","männlich","685","0.28248946742408","0.264375462054656","0.300603472793503"
"Nein","2012","2","weiblich","833","0.211048406809586","0.197051801503506","0.225045012115666"
"Nein","2012","3","männlich","674","0.278123243495469","0.260114129886322","0.296132357104617"
"Nein","2012","3","weiblich","712","0.233833013623453","0.218197090656176","0.24946893659073"
"Nein","2012","4","männlich","823","0.294944612722146","0.278017473819865","0.311871751624427"
"Nein","2012","4","weiblich","868","0.254908858332622","0.239560050372633","0.27025766629261"
"Nein","2012","5 Einkommensstärkstes Quintil","männlich","1026","0.350542155948195","0.333473931036607","0.367610380859783"
"Nein","2012","5 Einkommensstärkstes Quintil","weiblich","847","0.255889553047786","0.240578122356874","0.271200983738699"
"Ja","2013","1 Einkommensschwächstes Quintil","männlich","1654","0.776201139276164","0.758991032343571","0.793411246208757"
"Ja","2013","1 Einkommensschwächstes Quintil","weiblich","2484","0.801596311615414","0.787731184023457","0.815461439207372"
"Ja","2013","2","männlich","1901","0.734065433109028","0.717350231543314","0.750780634674743"
"Ja","2013","2","weiblich","2624","0.801026261920743","0.787783016617079","0.814269507224406"
"Ja","2013","3","männlich","1835","0.729770913831713","0.712470306877455","0.747071520785972"
"Ja","2013","3","weiblich","2257","0.786068774915871","0.771448073007782","0.800689476823959"
"Ja","2013","4","männlich","2129","0.725320777667433","0.70943306209314","0.741208493241725"
"Ja","2013","4","weiblich","2484","0.769294199875673","0.755145997777122","0.783442401974225"
"Ja","2013","5 Einkommensstärkstes Quintil","männlich","2219","0.683547357845104","0.66765739735386","0.699437318336349"
"Ja","2013","5 Einkommensstärkstes Quintil","weiblich","2434","0.742338348897417","0.727603056610808","0.757073641184026"
"Nein","2013","1 Einkommensschwächstes Quintil","männlich","599","0.223798860723836","0.206588753791243","0.241008967656429"
"Nein","2013","1 Einkommensschwächstes Quintil","weiblich","694","0.198403688384586","0.184538560792628","0.212268815976543"
"Nein","2013","2","männlich","783","0.265934566890972","0.249219365325257","0.282649768456686"
"Nein","2013","2","weiblich","867","0.198973738079257","0.185730492775594","0.212216983382921"
"Nein","2013","3","männlich","696","0.270229086168287","0.252928479214028","0.287529693122545"
"Nein","2013","3","weiblich","765","0.213931225084129","0.199310523176041","0.228551926992218"
"Nein","2013","4","männlich","903","0.274679222332567","0.258791506758275","0.29056693790686"
"Nein","2013","4","weiblich","922","0.230705800124327","0.216557598025775","0.244854002222878"
"Nein","2013","5 Einkommensstärkstes Quintil","männlich","1072","0.316452642154896","0.300562681663651","0.33234260264614"
"Nein","2013","5 Einkommensstärkstes Quintil","weiblich","950","0.257661651102583","0.242926358815974","0.272396943389192"
"Ja","2014","1 Einkommensschwächstes Quintil","männlich","1117","0.699405518612035","0.677898460910959","0.720912576313111"
"Ja","2014","1 Einkommensschwächstes Quintil","weiblich","1591","0.766191149296646","0.749023782451399","0.783358516141894"
"Ja","2014","2","männlich","1518","0.715903044785789","0.697185190853617","0.734620898717961"
"Ja","2014","2","weiblich","2046","0.766823320122284","0.751462401041357","0.782184239203212"
"Ja","2014","3","männlich","1496","0.707847073351706","0.688651612036684","0.727042534666728"
"Ja","2014","3","weiblich","1873","0.751019584651257","0.734524507455701","0.767514661846813"
"Ja","2014","4","männlich","2015","0.704369205879321","0.687688893409464","0.721049518349177"
"Ja","2014","4","weiblich","2343","0.752238156020098","0.737329186730042","0.767147125310153"
"Ja","2014","5 Einkommensstärkstes Quintil","männlich","2181","0.663606648154551","0.647377902300922","0.67983539400818"
"Ja","2014","5 Einkommensstärkstes Quintil","weiblich","2384","0.742859534658655","0.72801284067144","0.757706228645869"
"Nein","2014","1 Einkommensschwächstes Quintil","männlich","629","0.300594481387965","0.279087423686889","0.322101539089041"
"Nein","2014","1 Einkommensschwächstes Quintil","weiblich","744","0.233808850703354","0.216641483858106","0.250976217548602"
"Nein","2014","2","männlich","712","0.284096955214211","0.265379101282039","0.302814809146383"
"Nein","2014","2","weiblich","865","0.233176679877716","0.217815760796788","0.248537598958643"
"Nein","2014","3","männlich","660","0.292152926648294","0.272957465333272","0.311348387963316"
"Nein","2014","3","weiblich","767","0.248980415348743","0.232485338153187","0.265475492544299"
"Nein","2014","4","männlich","860","0.295630794120679","0.278950481650823","0.312311106590536"
"Nein","2014","4","weiblich","878","0.247761843979903","0.232852874689847","0.262670813269958"
"Nein","2014","5 Einkommensstärkstes Quintil","männlich","1075","0.336393351845449","0.32016460599182","0.352622097699078"
"Nein","2014","5 Einkommensstärkstes Quintil","weiblich","945","0.257140465341345","0.242293771354131","0.27198715932856"
"Ja","2015","1 Einkommensschwächstes Quintil","männlich","1324","0.778405888991884","0.759182050461242","0.797629727522526"
"Ja","2015","1 Einkommensschwächstes Quintil","weiblich","1820","0.821343125246384","0.805779094542982","0.836907155949786"
"Ja","2015","2","männlich","1339","0.739667935493816","0.720146239254026","0.759189631733607"
"Ja","2015","2","weiblich","2024","0.781437879813455","0.765762172803379","0.79711358682353"
"Ja","2015","3","männlich","1541","0.724981981619724","0.706063538871004","0.743900424368444"
"Ja","2015","3","weiblich","1929","0.782325809955711","0.766451566201965","0.798200053709458"
"Ja","2015","4","männlich","2025","0.726705468836767","0.710277651257843","0.74313328641569"
"Ja","2015","4","weiblich","2452","0.786013042328","0.77188052662043","0.800145558035569"
"Ja","2015","5 Einkommensstärkstes Quintil","männlich","2303","0.66736405339814","0.651568746923202","0.683159359873077"
"Ja","2015","5 Einkommensstärkstes Quintil","weiblich","2538","0.734681956779671","0.720053140032483","0.74931077352686"
"Nein","2015","1 Einkommensschwächstes Quintil","männlich","469","0.221594111008116","0.202370272477474","0.240817949538758"
"Nein","2015","1 Einkommensschwächstes Quintil","weiblich","507","0.178656874753616","0.163092844050214","0.194220905457018"
"Nein","2015","2","männlich","602","0.260332064506184","0.240810368266393","0.279853760745974"
"Nein","2015","2","weiblich","646","0.218562120186545","0.20288641317647","0.234237827196621"
"Nein","2015","3","männlich","599","0.275018018380276","0.256099575631556","0.293936461128996"
"Nein","2015","3","weiblich","667","0.217674190044289","0.201799946290542","0.233548433798035"
"Nein","2015","4","männlich","802","0.273294531163233","0.25686671358431","0.289722348742157"
"Nein","2015","4","weiblich","783","0.213986957672","0.199854441964431","0.22811947337957"
"Nein","2015","5 Einkommensstärkstes Quintil","männlich","1115","0.332635946601861","0.316840640126923","0.348431253076798"
"Nein","2015","5 Einkommensstärkstes Quintil","weiblich","961","0.265318043220329","0.25068922647314","0.279946859967517"
"Ja","2016","1 Einkommensschwächstes Quintil","männlich","1056","0.752176857759031","0.729471524459106","0.774882191058955"
"Ja","2016","1 Einkommensschwächstes Quintil","weiblich","1492","0.830508707179566","0.813337761412637","0.847679652946496"
"Ja","2016","2","männlich","1209","0.75629559951917","0.735796932975773","0.776794266062566"
"Ja","2016","2","weiblich","1727","0.789222157567361","0.772546414656651","0.805897900478072"
"Ja","2016","3","männlich","1301","0.732009593669293","0.711700206101072","0.752318981237514"
"Ja","2016","3","weiblich","1744","0.787641601996221","0.770923858825642","0.804359345166801"
"Ja","2016","4","männlich","1955","0.714855575479856","0.69787607910086","0.731835071858852"
"Ja","2016","4","weiblich","2345","0.753750735678899","0.738727114530355","0.768774356827443"
"Ja","2016","5 Einkommensstärkstes Quintil","männlich","2265","0.674570922744814","0.658645379631718","0.69049646585791"
"Ja","2016","5 Einkommensstärkstes Quintil","weiblich","2504","0.751407065144371","0.736949564603653","0.765864565685089"
"Nein","2016","1 Einkommensschwächstes Quintil","männlich","333","0.247823142240969","0.225117808941045","0.270528475540894"
"Nein","2016","1 Einkommensschwächstes Quintil","weiblich","342","0.169491292820434","0.152320347053504","0.186662238587363"
"Nein","2016","2","männlich","476","0.24370440048083","0.223205733937434","0.264203067024227"
"Nein","2016","2","weiblich","571","0.210777842432639","0.194102099521928","0.227453585343349"
"Nein","2016","3","männlich","526","0.267990406330707","0.247681018762487","0.288299793898928"
"Nein","2016","3","weiblich","555","0.212358398003779","0.195640654833199","0.229076141174358"
"Nein","2016","4","männlich","761","0.285144424520144","0.268164928141149","0.30212392089914"
"Nein","2016","4","weiblich","814","0.246249264321101","0.231225643172557","0.261272885469645"
"Nein","2016","5 Einkommensstärkstes Quintil","männlich","1060","0.325429077255186","0.30950353414209","0.341354620368282"
"Nein","2016","5 Einkommensstärkstes Quintil","weiblich","929","0.248592934855629","0.234135434314911","0.263050435396347"
"Ja","2017","1 Einkommensschwächstes Quintil","männlich","1070","0.824509284796712","0.804104486531073","0.844914083062351"
"Ja","2017","1 Einkommensschwächstes Quintil","weiblich","1394","0.840093236226715","0.822731491279665","0.857454981173765"
"Ja","2017","2","männlich","1201","0.755961886881981","0.735268676584812","0.776655097179151"
"Ja","2017","2","weiblich","1718","0.791960969775774","0.775159217136514","0.808762722415033"
"Ja","2017","3","männlich","1444","0.715866746702532","0.696056513520147","0.735676979884918"
"Ja","2017","3","weiblich","1858","0.784073163447664","0.767866098344968","0.800280228550361"
"Ja","2017","4","männlich","2160","0.722191087436555","0.706133352565986","0.738248822307124"
"Ja","2017","4","weiblich","2687","0.78050356142137","0.766785224704577","0.794221898138164"
"Ja","2017","5 Einkommensstärkstes Quintil","männlich","2880","0.69595127862485","0.681916942756199","0.709985614493502"
"Ja","2017","5 Einkommensstärkstes Quintil","weiblich","3213","0.772862104765961","0.760211926937432","0.78551228259449"
"Nein","2017","1 Einkommensschwächstes Quintil","männlich","265","0.175490715203288","0.155085916937649","0.195895513468927"
"Nein","2017","1 Einkommensschwächstes Quintil","weiblich","318","0.159906763773285","0.142545018826235","0.177268508720335"
"Nein","2017","2","männlich","454","0.244038113118019","0.223344902820849","0.264731323415188"
"Nein","2017","2","weiblich","524","0.208039030224226","0.191237277584967","0.224840782863486"
"Nein","2017","3","männlich","547","0.284133253297468","0.264323020115082","0.303943486479853"
"Nein","2017","3","weiblich","618","0.215926836552336","0.199719771449639","0.232133901655032"
"Nein","2017","4","männlich","829","0.277808912563445","0.261751177692876","0.293866647434014"
"Nein","2017","4","weiblich","810","0.219496438578629","0.205778101861836","0.233214775295423"
"Nein","2017","5 Einkommensstärkstes Quintil","männlich","1247","0.30404872137515","0.290014385506499","0.318083057243801"
"Nein","2017","5 Einkommensstärkstes Quintil","weiblich","1001","0.227137895234039","0.21448771740551","0.239788073062568"
"Ja","2018","1 Einkommensschwächstes Quintil","männlich","986","0.788796200501829","0.766169233009673","0.811423167993985"
"Ja","2018","1 Einkommensschwächstes Quintil","weiblich","1258","0.830919036777125","0.812301145241313","0.849536928312936"
"Ja","2018","2","männlich","1030","0.746886187602523","0.724143086932911","0.769629288272136"
"Ja","2018","2","weiblich","1563","0.818619451881634","0.801642427243576","0.835596476519691"
"Ja","2018","3","männlich","1371","0.745803856674036","0.725865831163396","0.765741882184677"
"Ja","2018","3","weiblich","1744","0.802111347638353","0.785804356344287","0.818418338932418"
"Ja","2018","4","männlich","2263","0.775014619796392","0.76005977968233","0.789969459910454"
"Ja","2018","4","weiblich","2697","0.786984483383496","0.773498772884169","0.800470193882823"
"Ja","2018","5 Einkommensstärkstes Quintil","männlich","2918","0.69718330713501","0.683275807541062","0.711090806728957"
"Ja","2018","5 Einkommensstärkstes Quintil","weiblich","3266","0.776529161124368","0.764092644053632","0.788965678195104"
"Nein","2018","1 Einkommensschwächstes Quintil","männlich","264","0.211203799498171","0.188576832006015","0.233830766990327"
"Nein","2018","1 Einkommensschwächstes Quintil","weiblich","299","0.169080963222875","0.150463071687064","0.187698854758687"
"Nein","2018","2","männlich","374","0.253113812397477","0.230370711727864","0.275856913067089"
"Nein","2018","2","weiblich","416","0.181380548118366","0.164403523480309","0.198357572756424"
"Nein","2018","3","männlich","461","0.254196143325963","0.234258117815322","0.274134168836604"
"Nein","2018","3","weiblich","549","0.197888652361647","0.181581661067582","0.214195643655713"
"Nein","2018","4","männlich","732","0.224985380203608","0.210030540089546","0.23994022031767"
"Nein","2018","4","weiblich","844","0.213015516616504","0.199529806117177","0.226501227115831"
"Nein","2018","5 Einkommensstärkstes Quintil","männlich","1275","0.30281669286499","0.288909193271043","0.316724192458938"
"Nein","2018","5 Einkommensstärkstes Quintil","weiblich","1044","0.223470838875632","0.211034321804896","0.235907355946368"
"Ja","2019","1 Einkommensschwächstes Quintil","männlich","811","0.805323169546038","0.781142311408915","0.829504027683161"
"Ja","2019","1 Einkommensschwächstes Quintil","weiblich","1034","0.821734093652365","0.800542073689394","0.842926113615337"
"Ja","2019","2","männlich","923","0.787347031947195","0.764291548807175","0.810402515087216"
"Ja","2019","2","weiblich","1364","0.820342236307184","0.802199432741155","0.838485039873213"
"Ja","2019","3","männlich","1192","0.748213873301561","0.726972886658727","0.769454859944394"
"Ja","2019","3","weiblich","1528","0.819590234318882","0.802618624274954","0.836561844362811"
"Ja","2019","4","männlich","2143","0.760453557743379","0.744884730139367","0.776022385347391"
"Ja","2019","4","weiblich","2569","0.814186438318672","0.800939864529305","0.827433012108038"
"Ja","2019","5 Einkommensstärkstes Quintil","männlich","3502","0.687525017360672","0.675169471145508","0.699880563575836"
"Ja","2019","5 Einkommensstärkstes Quintil","weiblich","3733","0.777770622628165","0.76634033226118","0.789200912995149"
"Nein","2019","1 Einkommensschwächstes Quintil","männlich","219","0.194676830453962","0.170495972316839","0.218857688591085"
"Nein","2019","1 Einkommensschwächstes Quintil","weiblich","219","0.178265906347635","0.157073886384663","0.199457926310606"
"Nein","2019","2","männlich","287","0.212652968052805","0.189597484912784","0.235708451192825"
"Nein","2019","2","weiblich","356","0.179657763692816","0.161514960126787","0.197800567258845"
"Nein","2019","3","männlich","412","0.251786126698439","0.230545140055606","0.273027113341273"
"Nein","2019","3","weiblich","444","0.180409765681118","0.163438155637189","0.197381375725046"
"Nein","2019","4","männlich","744","0.239546442256621","0.223977614652609","0.255115269860633"
"Nein","2019","4","weiblich","743","0.185813561681328","0.172566987891962","0.199060135470695"
"Nein","2019","5 Einkommensstärkstes Quintil","männlich","1904","0.312474982639328","0.300119436424164","0.324830528854492"
"Nein","2019","5 Einkommensstärkstes Quintil","weiblich","1349","0.222229377371835","0.210799087004851","0.23365966773882"
"Ja","2020","1 Einkommensschwächstes Quintil","männlich","1130","0.770949791002344","0.751743848687912","0.790155733316777"
"Ja","2020","1 Einkommensschwächstes Quintil","weiblich","1361","0.856649236371456","0.840672111517998","0.872626361224915"
"Ja","2020","2","männlich","1130","0.752805500626402","0.732454372503035","0.773156628749768"
"Ja","2020","2","weiblich","1413","0.825751231098022","0.80851266680143","0.842989795394613"
"Ja","2020","3","männlich","1106","0.78019198438495","0.760094411361431","0.800289557408468"
"Ja","2020","3","weiblich","1381","0.816493084901956","0.798738922952314","0.834247246851598"
"Ja","2020","4","männlich","2153","0.769418947889676","0.754509716240124","0.784328179539227"
"Ja","2020","4","weiblich","2540","0.78784090559349","0.774068213320035","0.801613597866945"
"Ja","2020","5 Einkommensstärkstes Quintil","männlich","3523","0.692508646822474","0.680194008137387","0.70482328550756"
"Ja","2020","5 Einkommensstärkstes Quintil","weiblich","3798","0.761295401573823","0.749755381117325","0.772835422030321"
"Nein","2020","1 Einkommensschwächstes Quintil","männlich","709","0.229050208997656","0.209844266683223","0.248256151312088"
"Nein","2020","1 Einkommensschwächstes Quintil","weiblich","487","0.143350763628544","0.127373638775085","0.159327888482003"
"Nein","2020","2","männlich","596","0.247194499373598","0.226843371250232","0.267545627496965"
"Nein","2020","2","weiblich","447","0.174248768901978","0.157010204605387","0.19148733319857"
"Nein","2020","3","männlich","525","0.219808015615051","0.199710442591532","0.239905588638569"
"Nein","2020","3","weiblich","445","0.183506915098044","0.165752753148402","0.201261077047686"
"Nein","2020","4","männlich","913","0.230581052110325","0.215671820460773","0.245490283759876"
"Nein","2020","4","weiblich","845","0.21215909440651","0.198386402133056","0.225931786679965"
"Nein","2020","5 Einkommensstärkstes Quintil","männlich","1871","0.307491353177526","0.29517671449244","0.319805991862613"
"Nein","2020","5 Einkommensstärkstes Quintil","weiblich","1444","0.238704598426177","0.227164577969679","0.250244618882675"
