"ple0044_h","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Nein","1996","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1996","Mecklenburg-Vorpommern","kein Migrationshintergrund","109","0.282910958342029","0.236829471144749","0.328992445539308"
"Nein","1996","Mecklenburg-Vorpommern","direkter Migrationshintergrund","3","","",""
"Nein","1996","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Nein","1996","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1996","Sachsen","kein Migrationshintergrund","339","0.295920278200685","0.267853050462228","0.323987505939141"
"Nein","1996","Sachsen","direkter Migrationshintergrund","8","","",""
"Nein","1996","Sachsen","indirekter Migrationshintergrund","1","","",""
"Nein","1996","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1996","Sachsen-Anhalt","kein Migrationshintergrund","188","0.275410527894711","0.23966606756252","0.311154988226902"
"Nein","1996","Sachsen-Anhalt","direkter Migrationshintergrund","4","","",""
"Nein","1996","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Nein","1996","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1996","Thüringen","kein Migrationshintergrund","180","0.253481458425474","0.218499165938407","0.288463750912541"
"Nein","1996","Thüringen","direkter Migrationshintergrund","3","","",""
"Nein","1996","Thüringen","indirekter Migrationshintergrund","","","",""
"Nein","1996","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Schleswig-Holstein","kein Migrationshintergrund","158","0.711702149668903","0.653910920664234","0.769493378673572"
"Ja","1996","Schleswig-Holstein","direkter Migrationshintergrund","20","","",""
"Ja","1996","Schleswig-Holstein","indirekter Migrationshintergrund","5","","",""
"Ja","1996","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Hamburg","kein Migrationshintergrund","69","0.826136809881977","0.746037518494053","0.906236101269902"
"Ja","1996","Hamburg","direkter Migrationshintergrund","21","","",""
"Ja","1996","Hamburg","indirekter Migrationshintergrund","5","","",""
"Ja","1996","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Niedersachsen","kein Migrationshintergrund","567","0.723894131543782","0.692659522705903","0.755128740381661"
"Ja","1996","Niedersachsen","direkter Migrationshintergrund","120","0.656227632192835","0.586452474067271","0.726002790318399"
"Ja","1996","Niedersachsen","indirekter Migrationshintergrund","26","","",""
"Ja","1996","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Bremen","kein Migrationshintergrund","50","0.77561865519228","0.67718558255298","0.87405172783158"
"Ja","1996","Bremen","direkter Migrationshintergrund","14","","",""
"Ja","1996","Bremen","indirekter Migrationshintergrund","2","","",""
"Ja","1996","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Nordrhein-Westfalen","kein Migrationshintergrund","1164","0.717544304217982","0.696055174128781","0.739033434307184"
"Ja","1996","Nordrhein-Westfalen","direkter Migrationshintergrund","456","0.71048365867141","0.675180216700189","0.745787100642631"
"Ja","1996","Nordrhein-Westfalen","indirekter Migrationshintergrund","114","0.806594605696281","0.744615152574298","0.868574058818263"
"Ja","1996","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Hessen","kein Migrationshintergrund","395","0.73711997478671","0.700128936198048","0.774111013375372"
"Ja","1996","Hessen","direkter Migrationshintergrund","194","0.738906533631932","0.687274593024009","0.790538474239856"
"Ja","1996","Hessen","indirekter Migrationshintergrund","36","0.846021913404965","0.74391674223978","0.94812708457015"
"Ja","1996","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","364","0.753977239035604","0.716112352612555","0.791842125458652"
"Ja","1996","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","102","0.654149957361003","0.580449416468742","0.727850498253264"
"Ja","1996","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","7","","",""
"Ja","1996","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Baden-Württemberg","kein Migrationshintergrund","651","0.729508150601936","0.70088157559114","0.758134725612732"
"Ja","1996","Baden-Württemberg","direkter Migrationshintergrund","477","0.787638624034949","0.75491407024233","0.820363177827569"
"Ja","1996","Baden-Württemberg","indirekter Migrationshintergrund","101","0.71702190566825","0.639290618982706","0.794753192353794"
"Ja","1996","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Bayern","kein Migrationshintergrund","796","0.720298073513495","0.694378627979689","0.746217519047302"
"Ja","1996","Bayern","direkter Migrationshintergrund","281","0.750616134932269","0.706531184932704","0.794701084931834"
"Ja","1996","Bayern","indirekter Migrationshintergrund","57","0.712442032878192","0.61621965223126","0.808664413525125"
"Ja","1996","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Saarland","kein Migrationshintergrund","","","",""
"Ja","1996","Saarland","direkter Migrationshintergrund","","","",""
"Ja","1996","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","1996","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Berlin","kein Migrationshintergrund","316","0.764985522419301","0.724674153868071","0.805296890970531"
"Ja","1996","Berlin","direkter Migrationshintergrund","59","0.788398593952219","0.697169171903047","0.879628016001392"
"Ja","1996","Berlin","indirekter Migrationshintergrund","14","","",""
"Ja","1996","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Brandenburg","kein Migrationshintergrund","374","0.703504969700174","0.665508443494903","0.741501495905445"
"Ja","1996","Brandenburg","direkter Migrationshintergrund","13","","",""
"Ja","1996","Brandenburg","indirekter Migrationshintergrund","2","","",""
"Ja","1996","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Mecklenburg-Vorpommern","kein Migrationshintergrund","258","0.717089041657971","0.671007554460692","0.763170528855251"
"Ja","1996","Mecklenburg-Vorpommern","direkter Migrationshintergrund","8","","",""
"Ja","1996","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Ja","1996","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Sachsen","kein Migrationshintergrund","677","0.704079721799315","0.676012494060859","0.732146949537772"
"Ja","1996","Sachsen","direkter Migrationshintergrund","32","0.820466827437227","0.701528737048506","0.939404917825948"
"Ja","1996","Sachsen","indirekter Migrationshintergrund","7","","",""
"Ja","1996","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Sachsen-Anhalt","kein Migrationshintergrund","412","0.724589472105289","0.688845011773098","0.76033393243748"
"Ja","1996","Sachsen-Anhalt","direkter Migrationshintergrund","30","0.864561975339999","0.749541011273949","0.97958293940605"
"Ja","1996","Sachsen-Anhalt","indirekter Migrationshintergrund","2","","",""
"Ja","1996","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1996","Thüringen","kein Migrationshintergrund","414","0.746518541574526","0.711536249087459","0.781500834061593"
"Ja","1996","Thüringen","direkter Migrationshintergrund","22","","",""
"Ja","1996","Thüringen","indirekter Migrationshintergrund","3","","",""
"Ja","1996","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Schleswig-Holstein","kein Migrationshintergrund","68","0.28272989281268","0.224907326801231","0.340552458824128"
"Nein","1997","Schleswig-Holstein","direkter Migrationshintergrund","5","","",""
"Nein","1997","Schleswig-Holstein","indirekter Migrationshintergrund","2","","",""
"Nein","1997","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Hamburg","kein Migrationshintergrund","19","","",""
"Nein","1997","Hamburg","direkter Migrationshintergrund","8","","",""
"Nein","1997","Hamburg","indirekter Migrationshintergrund","3","","",""
"Nein","1997","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Niedersachsen","kein Migrationshintergrund","232","0.283774816832501","0.251911084827795","0.315638548837207"
"Nein","1997","Niedersachsen","direkter Migrationshintergrund","49","0.225430567967506","0.164888238706966","0.285972897228046"
"Nein","1997","Niedersachsen","indirekter Migrationshintergrund","8","","",""
"Nein","1997","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Bremen","kein Migrationshintergrund","18","","",""
"Nein","1997","Bremen","direkter Migrationshintergrund","7","","",""
"Nein","1997","Bremen","indirekter Migrationshintergrund","2","","",""
"Nein","1997","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Nordrhein-Westfalen","kein Migrationshintergrund","516","0.287761990859106","0.266003375530091","0.309520606188121"
"Nein","1997","Nordrhein-Westfalen","direkter Migrationshintergrund","153","0.237153692312152","0.202803916001945","0.271503468622359"
"Nein","1997","Nordrhein-Westfalen","indirekter Migrationshintergrund","50","0.24651977516332","0.180356636431901","0.31268291389474"
"Nein","1997","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Hessen","kein Migrationshintergrund","128","0.219815554293238","0.183553109386575","0.256077999199902"
"Nein","1997","Hessen","direkter Migrationshintergrund","74","0.221855022865856","0.17135096090577","0.272359084825942"
"Nein","1997","Hessen","indirekter Migrationshintergrund","13","","",""
"Nein","1997","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","109","0.204996905554642","0.170062973541474","0.23993083756781"
"Nein","1997","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","56","0.330568446466385","0.258351673708414","0.402785219224357"
"Nein","1997","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","3","","",""
"Nein","1997","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Baden-Württemberg","kein Migrationshintergrund","267","0.263040647102956","0.234465802882556","0.291615491323357"
"Nein","1997","Baden-Württemberg","direkter Migrationshintergrund","128","0.233382188929608","0.199508851621572","0.267255526237644"
"Nein","1997","Baden-Württemberg","indirekter Migrationshintergrund","23","","",""
"Nein","1997","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Bayern","kein Migrationshintergrund","362","0.282043722144744","0.255910470743426","0.308176973546062"
"Nein","1997","Bayern","direkter Migrationshintergrund","101","0.322910628579965","0.272689075084811","0.373132182075118"
"Nein","1997","Bayern","indirekter Migrationshintergrund","28","","",""
"Nein","1997","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Saarland","kein Migrationshintergrund","","","",""
"Nein","1997","Saarland","direkter Migrationshintergrund","","","",""
"Nein","1997","Saarland","indirekter Migrationshintergrund","","","",""
"Nein","1997","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Berlin","kein Migrationshintergrund","117","0.254468053372119","0.212256027094932","0.296680079649307"
"Nein","1997","Berlin","direkter Migrationshintergrund","18","","",""
"Nein","1997","Berlin","indirekter Migrationshintergrund","2","","",""
"Nein","1997","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Brandenburg","kein Migrationshintergrund","170","0.254664591082386","0.218220923393546","0.291108258771227"
"Nein","1997","Brandenburg","direkter Migrationshintergrund","2","","",""
"Nein","1997","Brandenburg","indirekter Migrationshintergrund","1","","",""
"Nein","1997","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Mecklenburg-Vorpommern","kein Migrationshintergrund","121","0.302097145373959","0.254796768196297","0.349397522551622"
"Nein","1997","Mecklenburg-Vorpommern","direkter Migrationshintergrund","3","","",""
"Nein","1997","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Nein","1997","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Sachsen","kein Migrationshintergrund","336","0.301947292173608","0.273478107828527","0.33041647651869"
"Nein","1997","Sachsen","direkter Migrationshintergrund","8","","",""
"Nein","1997","Sachsen","indirekter Migrationshintergrund","1","","",""
"Nein","1997","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Sachsen-Anhalt","kein Migrationshintergrund","203","0.303213147596213","0.266280231768247","0.34014606342418"
"Nein","1997","Sachsen-Anhalt","direkter Migrationshintergrund","6","","",""
"Nein","1997","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"Nein","1997","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1997","Thüringen","kein Migrationshintergrund","193","0.276640987809887","0.240757377050117","0.312524598569657"
"Nein","1997","Thüringen","direkter Migrationshintergrund","4","","",""
"Nein","1997","Thüringen","indirekter Migrationshintergrund","2","","",""
"Nein","1997","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Schleswig-Holstein","kein Migrationshintergrund","165","0.71727010718732","0.659447541175872","0.775092673198769"
"Ja","1997","Schleswig-Holstein","direkter Migrationshintergrund","16","","",""
"Ja","1997","Schleswig-Holstein","indirekter Migrationshintergrund","4","","",""
"Ja","1997","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Hamburg","kein Migrationshintergrund","66","0.82736339631036","0.747019438524334","0.907707354096385"
"Ja","1997","Hamburg","direkter Migrationshintergrund","16","","",""
"Ja","1997","Hamburg","indirekter Migrationshintergrund","4","","",""
"Ja","1997","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Niedersachsen","kein Migrationshintergrund","537","0.716225183167499","0.684361451162793","0.748088915172206"
"Ja","1997","Niedersachsen","direkter Migrationshintergrund","134","0.774569432032494","0.714027102771954","0.835111761293034"
"Ja","1997","Niedersachsen","indirekter Migrationshintergrund","36","0.801730245881412","0.683925138147694","0.91953535361513"
"Ja","1997","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Bremen","kein Migrationshintergrund","51","0.776345049960645","0.678025428662124","0.874664671259166"
"Ja","1997","Bremen","direkter Migrationshintergrund","13","","",""
"Ja","1997","Bremen","indirekter Migrationshintergrund","1","","",""
"Ja","1997","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Nordrhein-Westfalen","kein Migrationshintergrund","1147","0.712238009140894","0.690479393811879","0.733996624469909"
"Ja","1997","Nordrhein-Westfalen","direkter Migrationshintergrund","436","0.762846307687848","0.728496531377641","0.797196083998055"
"Ja","1997","Nordrhein-Westfalen","indirekter Migrationshintergrund","113","0.75348022483668","0.68731708610526","0.819643363568099"
"Ja","1997","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Hessen","kein Migrationshintergrund","373","0.780184445706762","0.743922000800098","0.816446890613425"
"Ja","1997","Hessen","direkter Migrationshintergrund","186","0.778144977134144","0.727640915174057","0.82864903909423"
"Ja","1997","Hessen","indirekter Migrationshintergrund","38","0.80627030119508","0.697802350239053","0.914738252151107"
"Ja","1997","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","404","0.795003094445358","0.76006916243219","0.829937026458526"
"Ja","1997","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","107","0.669431553533615","0.597214780775643","0.741648326291586"
"Ja","1997","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","14","","",""
"Ja","1997","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Baden-Württemberg","kein Migrationshintergrund","645","0.736959352897044","0.708384508676644","0.765534197117444"
"Ja","1997","Baden-Württemberg","direkter Migrationshintergrund","471","0.766617811070392","0.732744473762356","0.800491148378428"
"Ja","1997","Baden-Württemberg","indirekter Migrationshintergrund","112","0.814287633646154","0.748689642728995","0.879885624563312"
"Ja","1997","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Bayern","kein Migrationshintergrund","777","0.717956277855256","0.691823026453937","0.744089529256574"
"Ja","1997","Bayern","direkter Migrationshintergrund","232","0.677089371420035","0.626867817924882","0.727310924915188"
"Ja","1997","Bayern","indirekter Migrationshintergrund","55","0.573855804405657","0.467468765088866","0.680242843722448"
"Ja","1997","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Saarland","kein Migrationshintergrund","","","",""
"Ja","1997","Saarland","direkter Migrationshintergrund","","","",""
"Ja","1997","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","1997","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Berlin","kein Migrationshintergrund","292","0.74553194662788","0.703319920350693","0.787743972905068"
"Ja","1997","Berlin","direkter Migrationshintergrund","48","0.732572466189579","0.625788885718774","0.839356046660383"
"Ja","1997","Berlin","indirekter Migrationshintergrund","13","","",""
"Ja","1997","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Brandenburg","kein Migrationshintergrund","379","0.745335408917614","0.708891741228773","0.781779076606454"
"Ja","1997","Brandenburg","direkter Migrationshintergrund","12","","",""
"Ja","1997","Brandenburg","indirekter Migrationshintergrund","3","","",""
"Ja","1997","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Mecklenburg-Vorpommern","kein Migrationshintergrund","241","0.697902854626041","0.650602477448378","0.745203231803703"
"Ja","1997","Mecklenburg-Vorpommern","direkter Migrationshintergrund","9","","",""
"Ja","1997","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","2","","",""
"Ja","1997","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Sachsen","kein Migrationshintergrund","663","0.698052707826392","0.66958352348131","0.726521892171473"
"Ja","1997","Sachsen","direkter Migrationshintergrund","29","","",""
"Ja","1997","Sachsen","indirekter Migrationshintergrund","6","","",""
"Ja","1997","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Sachsen-Anhalt","kein Migrationshintergrund","392","0.696786852403787","0.65985393657582","0.733719768231753"
"Ja","1997","Sachsen-Anhalt","direkter Migrationshintergrund","26","","",""
"Ja","1997","Sachsen-Anhalt","indirekter Migrationshintergrund","3","","",""
"Ja","1997","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1997","Thüringen","kein Migrationshintergrund","404","0.723359012190113","0.687475401430343","0.759242622949883"
"Ja","1997","Thüringen","direkter Migrationshintergrund","20","","",""
"Ja","1997","Thüringen","indirekter Migrationshintergrund","2","","",""
"Ja","1997","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Schleswig-Holstein","kein Migrationshintergrund","95","0.263074152839391","0.21366025007487","0.312488055603912"
"Nein","1998","Schleswig-Holstein","direkter Migrationshintergrund","8","","",""
"Nein","1998","Schleswig-Holstein","indirekter Migrationshintergrund","4","","",""
"Nein","1998","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Hamburg","kein Migrationshintergrund","31","0.199293246350331","0.12811644904252","0.270470043658141"
"Nein","1998","Hamburg","direkter Migrationshintergrund","2","","",""
"Nein","1998","Hamburg","indirekter Migrationshintergrund","3","","",""
"Nein","1998","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Niedersachsen","kein Migrationshintergrund","277","0.27181407064872","0.24306582904607","0.30056231225137"
"Nein","1998","Niedersachsen","direkter Migrationshintergrund","53","0.288614773582295","0.221094104167693","0.356135442996897"
"Nein","1998","Niedersachsen","indirekter Migrationshintergrund","14","","",""
"Nein","1998","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Bremen","kein Migrationshintergrund","25","","",""
"Nein","1998","Bremen","direkter Migrationshintergrund","5","","",""
"Nein","1998","Bremen","indirekter Migrationshintergrund","1","","",""
"Nein","1998","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Nordrhein-Westfalen","kein Migrationshintergrund","638","0.301312445161619","0.281087153410817","0.321537736912421"
"Nein","1998","Nordrhein-Westfalen","direkter Migrationshintergrund","176","0.313115557213645","0.27540576077941","0.350825353647879"
"Nein","1998","Nordrhein-Westfalen","indirekter Migrationshintergrund","46","0.198011064114701","0.134659810345139","0.261362317884263"
"Nein","1998","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Hessen","kein Migrationshintergrund","156","0.250171901963993","0.215458464652633","0.284885339275353"
"Nein","1998","Hessen","direkter Migrationshintergrund","68","0.258648423226048","0.205007637126325","0.312289209325771"
"Nein","1998","Hessen","indirekter Migrationshintergrund","13","","",""
"Nein","1998","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","138","0.208440363759371","0.175774992401061","0.241105735117682"
"Nein","1998","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","44","0.292101776798074","0.220744494316296","0.363459059279852"
"Nein","1998","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","5","","",""
"Nein","1998","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Baden-Württemberg","kein Migrationshintergrund","280","0.24797039327489","0.221610955484272","0.274329831065507"
"Nein","1998","Baden-Württemberg","direkter Migrationshintergrund","101","0.176431145636228","0.144972058003119","0.207890233269337"
"Nein","1998","Baden-Württemberg","indirekter Migrationshintergrund","26","","",""
"Nein","1998","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Bayern","kein Migrationshintergrund","423","0.275774528596998","0.252246775776208","0.299302281417789"
"Nein","1998","Bayern","direkter Migrationshintergrund","101","0.302726246726994","0.253231307963483","0.352221185490506"
"Nein","1998","Bayern","indirekter Migrationshintergrund","26","","",""
"Nein","1998","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Saarland","kein Migrationshintergrund","","","",""
"Nein","1998","Saarland","direkter Migrationshintergrund","","","",""
"Nein","1998","Saarland","indirekter Migrationshintergrund","","","",""
"Nein","1998","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Berlin","kein Migrationshintergrund","147","0.309743855530454","0.266490249371018","0.35299746168989"
"Nein","1998","Berlin","direkter Migrationshintergrund","13","","",""
"Nein","1998","Berlin","indirekter Migrationshintergrund","5","","",""
"Nein","1998","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Brandenburg","kein Migrationshintergrund","177","0.290989567927886","0.253798743773853","0.328180392081919"
"Nein","1998","Brandenburg","direkter Migrationshintergrund","3","","",""
"Nein","1998","Brandenburg","indirekter Migrationshintergrund","3","","",""
"Nein","1998","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Mecklenburg-Vorpommern","kein Migrationshintergrund","127","0.309629203730911","0.262896992354824","0.356361415106998"
"Nein","1998","Mecklenburg-Vorpommern","direkter Migrationshintergrund","2","","",""
"Nein","1998","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Nein","1998","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Sachsen","kein Migrationshintergrund","383","0.316645346352292","0.289017706617951","0.344272986086633"
"Nein","1998","Sachsen","direkter Migrationshintergrund","6","","",""
"Nein","1998","Sachsen","indirekter Migrationshintergrund","2","","",""
"Nein","1998","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Sachsen-Anhalt","kein Migrationshintergrund","197","0.27786115532341","0.242544617212282","0.313177693434537"
"Nein","1998","Sachsen-Anhalt","direkter Migrationshintergrund","6","","",""
"Nein","1998","Sachsen-Anhalt","indirekter Migrationshintergrund","2","","",""
"Nein","1998","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1998","Thüringen","kein Migrationshintergrund","212","0.269824948436181","0.23624025585612","0.303409641016241"
"Nein","1998","Thüringen","direkter Migrationshintergrund","3","","",""
"Nein","1998","Thüringen","indirekter Migrationshintergrund","","","",""
"Nein","1998","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Schleswig-Holstein","kein Migrationshintergrund","210","0.736925847160609","0.687511944396088","0.78633974992513"
"Ja","1998","Schleswig-Holstein","direkter Migrationshintergrund","16","","",""
"Ja","1998","Schleswig-Holstein","indirekter Migrationshintergrund","3","","",""
"Ja","1998","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Hamburg","kein Migrationshintergrund","90","0.800706753649669","0.729529956341859","0.87188355095748"
"Ja","1998","Hamburg","direkter Migrationshintergrund","19","","",""
"Ja","1998","Hamburg","indirekter Migrationshintergrund","7","","",""
"Ja","1998","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Niedersachsen","kein Migrationshintergrund","643","0.72818592935128","0.69943768774863","0.75693417095393"
"Ja","1998","Niedersachsen","direkter Migrationshintergrund","120","0.711385226417705","0.643864557003103","0.778905895832307"
"Ja","1998","Niedersachsen","indirekter Migrationshintergrund","31","0.701207408081058","0.567470895260249","0.834943920901868"
"Ja","1998","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Bremen","kein Migrationshintergrund","53","0.759506397688326","0.664660561068209","0.854352234308443"
"Ja","1998","Bremen","direkter Migrationshintergrund","11","","",""
"Ja","1998","Bremen","indirekter Migrationshintergrund","3","","",""
"Ja","1998","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Nordrhein-Westfalen","kein Migrationshintergrund","1339","0.698687554838381","0.678462263087579","0.718912846589183"
"Ja","1998","Nordrhein-Westfalen","direkter Migrationshintergrund","405","0.686884442786356","0.649174646352121","0.72459423922059"
"Ja","1998","Nordrhein-Westfalen","indirekter Migrationshintergrund","106","0.801988935885299","0.738637682115737","0.865340189654861"
"Ja","1998","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Hessen","kein Migrationshintergrund","442","0.749828098036007","0.715114660724647","0.784541535347367"
"Ja","1998","Hessen","direkter Migrationshintergrund","188","0.741351576773952","0.687710790674229","0.794992362873675"
"Ja","1998","Hessen","indirekter Migrationshintergrund","45","0.769928067032119","0.66161247178027","0.878243662283967"
"Ja","1998","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","456","0.791559636240629","0.758894264882318","0.824225007598939"
"Ja","1998","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","112","0.707898223201926","0.636540940720148","0.779255505683704"
"Ja","1998","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","13","","",""
"Ja","1998","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Baden-Württemberg","kein Migrationshintergrund","751","0.75202960672511","0.725670168934493","0.778389044515728"
"Ja","1998","Baden-Württemberg","direkter Migrationshintergrund","463","0.823568854363772","0.792109766730663","0.855027941996881"
"Ja","1998","Baden-Württemberg","indirekter Migrationshintergrund","118","0.853333868745344","0.795552043736146","0.911115693754542"
"Ja","1998","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Bayern","kein Migrationshintergrund","963","0.724225471403002","0.700697718582211","0.747753224223792"
