"ple0044_h","year","quintil_oecd","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2008","2","Ländlicher Raum","1162","0.731371973727948","0.709467715669609","0.753276231786287"
"Ja","2008","2","Städtischer Raum","1766","0.735944407165017","0.718300543573465","0.753588270756569"
"Ja","2008","3","Ländlicher Raum","950","0.70641916339907","0.682365778060805","0.730472548737335"
"Ja","2008","3","Städtischer Raum","1666","0.725189274278148","0.706921152003686","0.74345739655261"
"Ja","2008","4","Ländlicher Raum","892","0.67335538377324","0.648150645549329","0.698560121997151"
"Ja","2008","4","Städtischer Raum","1932","0.723199037852942","0.706310157281808","0.740087918424076"
"Ja","2008","5 Einkommensstärkstes Quintil","Ländlicher Raum","549","0.622837112266024","0.59134664446921","0.654327580062838"
"Ja","2008","5 Einkommensstärkstes Quintil","Städtischer Raum","2111","0.67769492819029","0.661287882881471","0.694101973499109"
"Nein","2008","1 Einkommensschwächstes Quintil","Ländlicher Raum","335","0.244091531411065","0.22113544185508","0.26704762096705"
"Nein","2008","1 Einkommensschwächstes Quintil","Städtischer Raum","457","0.225748686943308","0.206885471166306","0.24461190272031"
"Nein","2008","2","Ländlicher Raum","411","0.268628026272052","0.246723768213713","0.290532284330392"
"Nein","2008","2","Städtischer Raum","632","0.264055592834983","0.246411729243432","0.281699456426535"
"Nein","2008","3","Ländlicher Raum","427","0.29358083660093","0.269527451262665","0.317634221939195"
"Nein","2008","3","Städtischer Raum","628","0.274810725721852","0.25654260344739","0.293078847996314"
"Nein","2008","4","Ländlicher Raum","438","0.32664461622676","0.301439878002849","0.351849354450671"
"Nein","2008","4","Städtischer Raum","764","0.276800962147058","0.259912081575924","0.293689842718192"
"Nein","2008","5 Einkommensstärkstes Quintil","Ländlicher Raum","361","0.377162887733976","0.345672419937162","0.40865335553079"
"Nein","2008","5 Einkommensstärkstes Quintil","Städtischer Raum","1006","0.32230507180971","0.305898026500892","0.338712117118529"
"Ja","2009","1 Einkommensschwächstes Quintil","Ländlicher Raum","896","0.768075265427712","0.744075041454492","0.792075489400932"
"Ja","2009","1 Einkommensschwächstes Quintil","Städtischer Raum","1298","0.76653314119703","0.746540878221091","0.78652540417297"
"Ja","2009","2","Ländlicher Raum","1121","0.74520739222662","0.723059898068295","0.767354886384946"
"Ja","2009","2","Städtischer Raum","1540","0.731698148799371","0.712747841523142","0.750648456075601"
"Ja","2009","3","Ländlicher Raum","964","0.726399446408416","0.702249036532803","0.750549856284028"
"Ja","2009","3","Städtischer Raum","1475","0.760588053314327","0.741900378205556","0.779275728423099"
"Ja","2009","4","Ländlicher Raum","854","0.697549704321962","0.671984348914731","0.723115059729193"
"Ja","2009","4","Städtischer Raum","1869","0.719858623535173","0.702660044095476","0.73705720297487"
"Ja","2009","5 Einkommensstärkstes Quintil","Ländlicher Raum","613","0.616213699572137","0.585874793081237","0.646552606063037"
"Ja","2009","5 Einkommensstärkstes Quintil","Städtischer Raum","2080","0.691860873712922","0.675274880528365","0.708446866897478"
"Nein","2009","1 Einkommensschwächstes Quintil","Ländlicher Raum","292","0.231924734572288","0.207924510599068","0.255924958545508"
"Nein","2009","1 Einkommensschwächstes Quintil","Städtischer Raum","422","0.23346685880297","0.21347459582703","0.253459121778909"
"Nein","2009","2","Ländlicher Raum","366","0.25479260777338","0.232645113615055","0.276940101931705"
"Nein","2009","2","Städtischer Raum","560","0.268301851200629","0.249351543924399","0.287252158476858"
"Nein","2009","3","Ländlicher Raum","345","0.273600553591584","0.249450143715972","0.297750963467197"
"Nein","2009","3","Städtischer Raum","528","0.239411946685673","0.220724271576901","0.258099621794444"
"Nein","2009","4","Ländlicher Raum","386","0.302450295678038","0.276884940270808","0.328015651085269"
"Nein","2009","4","Städtischer Raum","750","0.280141376464827","0.26294279702513","0.297339955904524"
"Nein","2009","5 Einkommensstärkstes Quintil","Ländlicher Raum","374","0.383786300427863","0.353447393936963","0.414125206918763"
"Nein","2009","5 Einkommensstärkstes Quintil","Städtischer Raum","897","0.308139126287078","0.291553133102522","0.324725119471634"
"Ja","2010","1 Einkommensschwächstes Quintil","Ländlicher Raum","1334","0.743409601919683","0.72352372877243","0.763295475066937"
"Ja","2010","1 Einkommensschwächstes Quintil","Städtischer Raum","2096","0.797582351226196","0.782624698920914","0.812540003531479"
"Ja","2010","2","Ländlicher Raum","1508","0.717250235130143","0.698402236087457","0.73609823417283"
"Ja","2010","2","Städtischer Raum","2331","0.756892573262374","0.742169823629773","0.771615322894974"
"Ja","2010","3","Ländlicher Raum","1132","0.722569335045551","0.700582779471605","0.744555890619497"
"Ja","2010","3","Städtischer Raum","1871","0.73969763974372","0.722788712861927","0.756606566625512"
"Ja","2010","4","Ländlicher Raum","1027","0.657133242196917","0.633317713168406","0.680948771225428"
"Ja","2010","4","Städtischer Raum","2216","0.721391640490167","0.705775444174619","0.737007836805715"
"Ja","2010","5 Einkommensstärkstes Quintil","Ländlicher Raum","687","0.649749475684547","0.621609357296068","0.677889594073025"
"Ja","2010","5 Einkommensstärkstes Quintil","Städtischer Raum","2552","0.698824716698582","0.683890313304835","0.713759120092328"
"Nein","2010","1 Einkommensschwächstes Quintil","Ländlicher Raum","519","0.256590398080317","0.236704524933063","0.27647627122757"
"Nein","2010","1 Einkommensschwächstes Quintil","Städtischer Raum","676","0.202417648773804","0.187459996468521","0.217375301079086"
"Nein","2010","2","Ländlicher Raum","685","0.282749764869857","0.26390176582717","0.301597763912543"
"Nein","2010","2","Städtischer Raum","930","0.243107426737627","0.228384677105026","0.257830176370227"
"Nein","2010","3","Ländlicher Raum","461","0.277430664954449","0.255444109380503","0.299417220528395"
"Nein","2010","3","Städtischer Raum","716","0.26030236025628","0.243393433374488","0.277211287138072"
"Nein","2010","4","Ländlicher Raum","499","0.342866757803083","0.319051228774572","0.366682286831594"
"Nein","2010","4","Städtischer Raum","950","0.278608359509833","0.262992163194285","0.294224555825381"
"Nein","2010","5 Einkommensstärkstes Quintil","Ländlicher Raum","417","0.350250524315453","0.322110405926975","0.378390642703932"
"Nein","2010","5 Einkommensstärkstes Quintil","Städtischer Raum","1073","0.301175283301418","0.286240879907671","0.316109686695165"
"Ja","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","1451","0.836213699305523","0.819271714629597","0.853155683981449"
"Ja","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","2095","0.841769659787467","0.827829614761343","0.855709704813591"
"Ja","2011","2","Ländlicher Raum","1551","0.809493353569633","0.792372451469531","0.826614255669736"
"Ja","2011","2","Städtischer Raum","2252","0.824989928607389","0.811273526895794","0.838706330318984"
"Ja","2011","3","Ländlicher Raum","1142","0.81154735983381","0.791815795454422","0.831278924213198"
"Ja","2011","3","Städtischer Raum","1814","0.823593681696208","0.808225241150082","0.838962122242334"
"Ja","2011","4","Ländlicher Raum","986","0.795396571992835","0.773691514530161","0.817101629455509"
"Ja","2011","4","Städtischer Raum","2033","0.784400623624247","0.768763926321773","0.800037320926722"
"Ja","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","601","0.696147619457834","0.6652471339036","0.727048105012067"
"Ja","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","2124","0.768855441507303","0.75324911368689","0.784461769327715"
"Nein","2011","1 Einkommensschwächstes Quintil","Ländlicher Raum","382","0.163786300694477","0.146844316018551","0.180728285370403"
"Nein","2011","1 Einkommensschwächstes Quintil","Städtischer Raum","538","0.158230340212533","0.144290295186409","0.172170385238657"
"Nein","2011","2","Ländlicher Raum","470","0.190506646430367","0.173385744330264","0.207627548530469"
"Nein","2011","2","Städtischer Raum","696","0.175010071392611","0.161293669681015","0.188726473104206"
"Nein","2011","3","Ländlicher Raum","367","0.18845264016619","0.168721075786802","0.208184204545578"
"Nein","2011","3","Städtischer Raum","549","0.176406318303792","0.161037877757666","0.191774758849918"
"Nein","2011","4","Ländlicher Raum","341","0.204603428007165","0.182898370544491","0.226308485469839"
"Nein","2011","4","Städtischer Raum","624","0.215599376375753","0.199962679073278","0.231236073678227"
"Nein","2011","5 Einkommensstärkstes Quintil","Ländlicher Raum","250","0.303852380542166","0.272951894987933","0.3347528660964"
"Nein","2011","5 Einkommensstärkstes Quintil","Städtischer Raum","679","0.231144558492697","0.215538230672285","0.24675088631311"
"Ja","2012","1 Einkommensschwächstes Quintil","Ländlicher Raum","1414","0.772984639620837","0.753988178251389","0.791981100990285"
"Ja","2012","1 Einkommensschwächstes Quintil","Städtischer Raum","2001","0.814786203321737","0.799825338137132","0.829747068506341"
"Ja","2012","2","Ländlicher Raum","1743","0.748675773690406","0.731248731618298","0.766102815762513"
"Ja","2012","2","Städtischer Raum","2377","0.761602522366907","0.746971065683372","0.776233979050442"
"Ja","2012","3","Ländlicher Raum","1544","0.738111158576473","0.719452859681109","0.756769457471837"
"Ja","2012","3","Städtischer Raum","2263","0.748968213764836","0.733604952036074","0.764331475493598"
"Ja","2012","4","Ländlicher Raum","1415","0.705547580473907","0.685821719046366","0.725273441901447"
"Ja","2012","4","Städtischer Raum","2779","0.734586746860804","0.72061003913002","0.748563454591587"
"Ja","2012","5 Einkommensstärkstes Quintil","Ländlicher Raum","1047","0.668248339522087","0.644995108373423","0.691501570670752"
"Ja","2012","5 Einkommensstärkstes Quintil","Städtischer Raum","3202","0.702483123051508","0.689195130847313","0.715771115255703"
"Nein","2012","1 Einkommensschwächstes Quintil","Ländlicher Raum","454","0.227015360379163","0.208018899009715","0.246011821748611"
"Nein","2012","1 Einkommensschwächstes Quintil","Städtischer Raum","589","0.185213796678264","0.170252931493659","0.200174661862868"
"Nein","2012","2","Ländlicher Raum","637","0.251324226309594","0.233897184237487","0.268751268381702"
"Nein","2012","2","Städtischer Raum","881","0.238397477633093","0.223766020949558","0.253028934316628"
"Nein","2012","3","Ländlicher Raum","589","0.261888841423527","0.243230542528163","0.280547140318891"
"Nein","2012","3","Städtischer Raum","797","0.251031786235164","0.235668524506402","0.266395047963926"
"Nein","2012","4","Ländlicher Raum","636","0.294452419526094","0.274726558098553","0.314178280953634"
"Nein","2012","4","Städtischer Raum","1055","0.265413253139197","0.251436545408413","0.27938996086998"
"Nein","2012","5 Einkommensstärkstes Quintil","Ländlicher Raum","528","0.331751660477913","0.308498429329248","0.355004891626577"
"Nein","2012","5 Einkommensstärkstes Quintil","Städtischer Raum","1345","0.297516876948492","0.284228884744297","0.310804869152687"
"Ja","2013","1 Einkommensschwächstes Quintil","Ländlicher Raum","1510","0.787996256824647","0.770069864357296","0.805922649291998"
"Ja","2013","1 Einkommensschwächstes Quintil","Städtischer Raum","2628","0.791372284922109","0.777782131340868","0.80496243850335"
"Ja","2013","2","Ländlicher Raum","1686","0.744142832137793","0.726314253241672","0.761971411033915"
"Ja","2013","2","Städtischer Raum","2839","0.785711264512122","0.772790165820493","0.798632363203751"
"Ja","2013","3","Ländlicher Raum","1560","0.742326970511677","0.723853087980425","0.76080085304293"
"Ja","2013","3","Städtischer Raum","2532","0.768323855385648","0.754142378873762","0.782505331897534"
"Ja","2013","4","Ländlicher Raum","1599","0.73936717646386","0.721268846195748","0.757465506731972"
"Ja","2013","4","Städtischer Raum","3014","0.751831161194239","0.738733382187178","0.7649289402013"
"Ja","2013","5 Einkommensstärkstes Quintil","Ländlicher Raum","1121","0.671147368968943","0.648682543101258","0.693612194836629"
"Ja","2013","5 Einkommensstärkstes Quintil","Städtischer Raum","3532","0.724109659034915","0.711714538253014","0.736504779816817"
"Nein","2013","1 Einkommensschwächstes Quintil","Ländlicher Raum","487","0.212003743175353","0.194077350708002","0.229930135642704"
"Nein","2013","1 Einkommensschwächstes Quintil","Städtischer Raum","806","0.208627715077891","0.19503756149665","0.222217868659132"
"Nein","2013","2","Ländlicher Raum","615","0.255857167862206","0.238028588966085","0.273685746758328"
"Nein","2013","2","Städtischer Raum","1035","0.214288735487878","0.201367636796249","0.227209834179507"
"Nein","2013","3","Ländlicher Raum","593","0.257673029488323","0.23919914695707","0.276146912019575"
"Nein","2013","3","Städtischer Raum","868","0.231676144614352","0.217494668102466","0.245857621126238"
"Nein","2013","4","Ländlicher Raum","661","0.26063282353614","0.242534493268028","0.278731153804252"
"Nein","2013","4","Städtischer Raum","1164","0.248168838805761","0.2350710597987","0.261266617812822"
"Nein","2013","5 Einkommensstärkstes Quintil","Ländlicher Raum","559","0.328852631031057","0.306387805163371","0.351317456898742"
"Nein","2013","5 Einkommensstärkstes Quintil","Städtischer Raum","1463","0.275890340965085","0.263495220183183","0.288285461746986"
"Ja","2014","1 Einkommensschwächstes Quintil","Ländlicher Raum","1070","0.733286987528185","0.711228103648077","0.755345871408292"
"Ja","2014","1 Einkommensschwächstes Quintil","Städtischer Raum","1638","0.735585042590435","0.718423856069417","0.752746229111453"
"Ja","2014","2","Ländlicher Raum","1480","0.739949151625182","0.721056708766968","0.758841594483396"
"Ja","2014","2","Städtischer Raum","2084","0.745564688160244","0.730157965637182","0.760971410683306"
"Ja","2014","3","Ländlicher Raum","1325","0.734209874526159","0.714101694824084","0.754318054228234"
"Ja","2014","3","Städtischer Raum","2044","0.729378974919462","0.71332494218043","0.745433007658493"
"Ja","2014","4","Ländlicher Raum","1566","0.722066980129777","0.703343167256099","0.740790793003455"
"Ja","2014","4","Städtischer Raum","2792","0.732043982519679","0.718138590631653","0.745949374407704"
"Ja","2014","5 Einkommensstärkstes Quintil","Ländlicher Raum","1123","0.707061187509764","0.685298606154459","0.728823768865068"
"Ja","2014","5 Einkommensstärkstes Quintil","Städtischer Raum","3442","0.699423701978145","0.686592240527066","0.712255163429225"
"Nein","2014","1 Einkommensschwächstes Quintil","Ländlicher Raum","474","0.266713012471815","0.244654128591708","0.288771896351923"
"Nein","2014","1 Einkommensschwächstes Quintil","Städtischer Raum","899","0.264414957409565","0.247253770888547","0.281576143930583"
"Nein","2014","2","Ländlicher Raum","591","0.260050848374818","0.241158405516604","0.278943291233032"
"Nein","2014","2","Städtischer Raum","986","0.254435311839756","0.239028589316694","0.269842034362818"
"Nein","2014","3","Ländlicher Raum","529","0.265790125473841","0.245681945771766","0.285898305175916"
"Nein","2014","3","Städtischer Raum","898","0.270621025080538","0.254566992341506","0.28667505781957"
"Nein","2014","4","Ländlicher Raum","633","0.277933019870223","0.259209206996545","0.296656832743901"
"Nein","2014","4","Städtischer Raum","1105","0.267956017480321","0.254050625592296","0.281861409368347"
"Nein","2014","5 Einkommensstärkstes Quintil","Ländlicher Raum","557","0.292938812490236","0.271176231134931","0.314701393845541"
"Nein","2014","5 Einkommensstärkstes Quintil","Städtischer Raum","1463","0.300576298021855","0.287744836570775","0.313407759472934"
"Ja","2015","1 Einkommensschwächstes Quintil","Ländlicher Raum","1164","0.794938359426996","0.774641201169793","0.815235517684199"
"Ja","2015","1 Einkommensschwächstes Quintil","Städtischer Raum","1980","0.803260208228024","0.787979775702746","0.818540640753302"
"Ja","2015","2","Ländlicher Raum","1300","0.740365557750048","0.720211829094207","0.76051928640589"
"Ja","2015","2","Städtischer Raum","2063","0.775541769210721","0.760068467728975","0.791015070692466"
"Ja","2015","3","Ländlicher Raum","1344","0.731741146372165","0.711590085750122","0.751892206994208"
"Ja","2015","3","Städtischer Raum","2126","0.76974690419994","0.754368758436973","0.785125049962908"
"Ja","2015","4","Ländlicher Raum","1608","0.742811231685512","0.7245469758935","0.761075487477524"
"Ja","2015","4","Städtischer Raum","2869","0.76477550218284","0.751398764358714","0.778152240006967"
"Ja","2015","5 Einkommensstärkstes Quintil","Ländlicher Raum","1233","0.684013639441081","0.662654736297862","0.705372542584301"
"Ja","2015","5 Einkommensstärkstes Quintil","Städtischer Raum","3608","0.704464241529667","0.691937870569651","0.716990612489683"
"Nein","2015","1 Einkommensschwächstes Quintil","Ländlicher Raum","356","0.205061640573004","0.184764482315801","0.225358798830207"
"Nein","2015","1 Einkommensschwächstes Quintil","Städtischer Raum","620","0.196739791771976","0.181459359246698","0.212020224297254"
"Nein","2015","2","Ländlicher Raum","518","0.259634442249952","0.23948071359411","0.279788170905793"
"Nein","2015","2","Städtischer Raum","730","0.224458230789279","0.208984929307534","0.239931532271025"
"Nein","2015","3","Ländlicher Raum","513","0.268258853627835","0.248107793005792","0.288409914249878"
"Nein","2015","3","Städtischer Raum","753","0.23025309580006","0.214874950037092","0.245631241563027"
"Nein","2015","4","Ländlicher Raum","592","0.257188768314488","0.238924512522476","0.275453024106501"
"Nein","2015","4","Städtischer Raum","993","0.23522449781716","0.221847759993033","0.248601235641286"
"Nein","2015","5 Einkommensstärkstes Quintil","Ländlicher Raum","587","0.315986360558919","0.294627457415699","0.337345263702138"
"Nein","2015","5 Einkommensstärkstes Quintil","Städtischer Raum","1489","0.295535758470333","0.283009387510317","0.308062129430349"
"Ja","2016","1 Einkommensschwächstes Quintil","Ländlicher Raum","947","0.758724757853541","0.73491057102986","0.782538944677222"
"Ja","2016","1 Einkommensschwächstes Quintil","Städtischer Raum","1601","0.812454055247892","0.795273389910862","0.829634720584923"
"Ja","2016","2","Ländlicher Raum","1146","0.745469523188608","0.723915841673919","0.767023204703298"
"Ja","2016","2","Städtischer Raum","1790","0.790133499536652","0.773889190014034","0.806377809059271"
"Ja","2016","3","Ländlicher Raum","1219","0.762143002085457","0.741542870226024","0.782743133944889"
"Ja","2016","3","Städtischer Raum","1826","0.760837008571455","0.744065284930976","0.777608732211934"
"Ja","2016","4","Ländlicher Raum","1538","0.718695701580805","0.699618635178696","0.737772767982915"
"Ja","2016","4","Städtischer Raum","2762","0.743657984253195","0.72966691980896","0.75764904869743"
"Ja","2016","5 Einkommensstärkstes Quintil","Ländlicher Raum","1271","0.730883281335702","0.710585770655421","0.751180792015983"
"Ja","2016","5 Einkommensstärkstes Quintil","Städtischer Raum","3498","0.704355651262561","0.691609770201208","0.717101532323914"
"Nein","2016","1 Einkommensschwächstes Quintil","Ländlicher Raum","293","0.241275242146459","0.217461055322778","0.26508942897014"
"Nein","2016","1 Einkommensschwächstes Quintil","Städtischer Raum","382","0.187545944752107","0.170365279415077","0.204726610089138"
"Nein","2016","2","Ländlicher Raum","423","0.254530476811392","0.232976795296702","0.276084158326081"
"Nein","2016","2","Städtischer Raum","624","0.209866500463347","0.193622190940729","0.226110809985966"
"Nein","2016","3","Ländlicher Raum","422","0.237856997914543","0.217256866055111","0.258457129773976"
"Nein","2016","3","Städtischer Raum","659","0.239162991428545","0.222391267788066","0.255934715069024"
"Nein","2016","4","Ländlicher Raum","596","0.281304298419195","0.262227232017085","0.300381364821304"
"Nein","2016","4","Städtischer Raum","979","0.256342015746805","0.24235095130257","0.27033308019104"
"Nein","2016","5 Einkommensstärkstes Quintil","Ländlicher Raum","563","0.269116718664298","0.248819207984017","0.289414229344579"
"Nein","2016","5 Einkommensstärkstes Quintil","Städtischer Raum","1426","0.295644348737439","0.282898467676086","0.308390229798792"
"Ja","2017","1 Einkommensschwächstes Quintil","Ländlicher Raum","967","0.838557264883183","0.817730869182671","0.859383660583696"
"Ja","2017","1 Einkommensschwächstes Quintil","Städtischer Raum","1497","0.828711240848629","0.811533614403092","0.845888867294166"
"Ja","2017","2","Ländlicher Raum","1148","0.790291508898535","0.769952469072846","0.810630548724224"
"Ja","2017","2","Städtischer Raum","1771","0.76844821145654","0.751422410077659","0.78547401283542"
"Ja","2017","3","Ländlicher Raum","1299","0.729471538024776","0.708711610700851","0.750231465348701"
"Ja","2017","3","Städtischer Raum","2003","0.763828850376827","0.747831973145159","0.779825727608494"
"Ja","2017","4","Ländlicher Raum","1805","0.765054702389742","0.748246273806466","0.781863130973019"
"Ja","2017","4","Städtischer Raum","3042","0.746756312970972","0.733350020128266","0.760162605813678"
"Ja","2017","5 Einkommensstärkstes Quintil","Ländlicher Raum","1717","0.743586580573141","0.725984641969674","0.761188519176608"
"Ja","2017","5 Einkommensstärkstes Quintil","Städtischer Raum","4376","0.728768358554013","0.717497126443519","0.740039590664508"
"Nein","2017","1 Einkommensschwächstes Quintil","Ländlicher Raum","232","0.161442735116816","0.140616339416304","0.182269130817329"
"Nein","2017","1 Einkommensschwächstes Quintil","Städtischer Raum","351","0.171288759151371","0.154111132705834","0.188466385596908"
"Nein","2017","2","Ländlicher Raum","391","0.209708491101465","0.189369451275776","0.230047530927154"
"Nein","2017","2","Städtischer Raum","587","0.23155178854346","0.21452598716458","0.248577589922341"
"Nein","2017","3","Ländlicher Raum","460","0.270528461975224","0.249768534651299","0.29128838929915"
"Nein","2017","3","Städtischer Raum","705","0.236171149623173","0.220174272391506","0.25216802685484"
"Nein","2017","4","Ländlicher Raum","639","0.234945297610258","0.218136869026981","0.251753726193534"
"Nein","2017","4","Städtischer Raum","1000","0.253243687029028","0.239837394186322","0.266649979871734"
"Nein","2017","5 Einkommensstärkstes Quintil","Ländlicher Raum","647","0.256413419426859","0.238811480823392","0.274015358030326"
"Nein","2017","5 Einkommensstärkstes Quintil","Städtischer Raum","1601","0.271231641445987","0.259960409335492","0.282502873556481"
"Ja","2018","1 Einkommensschwächstes Quintil","Ländlicher Raum","882","0.793820648482292","0.76981466537908","0.817826631585505"
"Ja","2018","1 Einkommensschwächstes Quintil","Städtischer Raum","1362","0.820042855608117","0.801867108541636","0.838218602674598"
"Ja","2018","2","Ländlicher Raum","963","0.787395645939613","0.76488438295014","0.809906908929085"
"Ja","2018","2","Städtischer Raum","1630","0.786780083171181","0.769320407859934","0.804239758482428"
"Ja","2018","3","Ländlicher Raum","1252","0.757490225735803","0.73694016989122","0.778040281580386"
"Ja","2018","3","Städtischer Raum","1863","0.786190334006393","0.769968934164959","0.802411733847827"
"Ja","2018","4","Ländlicher Raum","1785","0.776810311843622","0.760095960800642","0.793524662886601"
"Ja","2018","4","Städtischer Raum","3175","0.783437228327699","0.770908314515978","0.795966142139419"
"Ja","2018","5 Einkommensstärkstes Quintil","Ländlicher Raum","1753","0.707857499495753","0.689999553012386","0.72571544597912"
"Ja","2018","5 Einkommensstärkstes Quintil","Städtischer Raum","4431","0.744138795353651","0.73310899126288","0.755168599444422"
"Nein","2018","1 Einkommensschwächstes Quintil","Ländlicher Raum","209","0.206179351517708","0.182173368414495","0.23018533462092"
"Nein","2018","1 Einkommensschwächstes Quintil","Städtischer Raum","354","0.179957144391883","0.161781397325402","0.198132891458364"
"Nein","2018","2","Ländlicher Raum","306","0.212604354060387","0.190093091070915","0.23511561704986"
"Nein","2018","2","Städtischer Raum","484","0.213219916828819","0.195760241517572","0.230679592140066"
"Nein","2018","3","Ländlicher Raum","419","0.242509774264197","0.221959718419614","0.263059830108781"
"Nein","2018","3","Städtischer Raum","591","0.213809665993607","0.197588266152173","0.230031065835041"
"Nein","2018","4","Ländlicher Raum","599","0.223189688156378","0.206475337113399","0.239904039199358"
"Nein","2018","4","Städtischer Raum","977","0.216562771672301","0.204033857860581","0.229091685484022"
"Nein","2018","5 Einkommensstärkstes Quintil","Ländlicher Raum","738","0.292142500504247","0.27428455402088","0.310000446987614"
"Nein","2018","5 Einkommensstärkstes Quintil","Städtischer Raum","1581","0.255861204646349","0.244831400555578","0.26689100873712"
"Ja","2019","1 Einkommensschwächstes Quintil","Ländlicher Raum","706","0.832981298419087","0.808182057947517","0.857780538890657"
"Ja","2019","1 Einkommensschwächstes Quintil","Städtischer Raum","1099","0.807581773888345","0.786631244829123","0.828532302947567"
"Ja","2019","2","Ländlicher Raum","846","0.800686219057755","0.776761150202494","0.824611287913017"
"Ja","2019","2","Städtischer Raum","1386","0.811711109081591","0.793600432749887","0.829821785413295"
"Ja","2019","3","Ländlicher Raum","1092","0.792238831203234","0.771181730173386","0.813295932233083"
"Ja","2019","3","Städtischer Raum","1571","0.781265292933773","0.763499911407735","0.799030674459812"
"Ja","2019","4","Ländlicher Raum","1764","0.787353442436752","0.770816946979916","0.803889937893587"
"Ja","2019","4","Städtischer Raum","2853","0.788067938133695","0.774956285509945","0.801179590757444"
"Ja","2019","5 Einkommensstärkstes Quintil","Ländlicher Raum","2022","0.717467061790522","0.701406820665291","0.733527302915752"
"Ja","2019","5 Einkommensstärkstes Quintil","Städtischer Raum","5028","0.733306514516516","0.72312065240975","0.743492376623282"
"Nein","2019","1 Einkommensschwächstes Quintil","Ländlicher Raum","163","0.167018701580913","0.142219461109343","0.191817942052483"
"Nein","2019","1 Einkommensschwächstes Quintil","Städtischer Raum","261","0.192418226111655","0.171467697052433","0.213368755170877"
"Nein","2019","2","Ländlicher Raum","225","0.199313780942245","0.175388712086983","0.223238849797506"
"Nein","2019","2","Städtischer Raum","404","0.188288890918409","0.170178214586705","0.206399567250113"
"Nein","2019","3","Ländlicher Raum","334","0.207761168796765","0.186704067766917","0.228818269826614"
"Nein","2019","3","Städtischer Raum","509","0.218734707066227","0.200969325540188","0.236500088592265"
"Nein","2019","4","Ländlicher Raum","588","0.212646557563248","0.196110062106413","0.229183053020084"
"Nein","2019","4","Städtischer Raum","879","0.211932061866305","0.198820409242556","0.225043714490055"
"Nein","2019","5 Einkommensstärkstes Quintil","Ländlicher Raum","997","0.282532938209478","0.266472697084248","0.298593179334708"
"Nein","2019","5 Einkommensstärkstes Quintil","Städtischer Raum","2213","0.266693485483484","0.256507623376718","0.27687934759025"
"Ja","2020","1 Einkommensschwächstes Quintil","Ländlicher Raum","831","0.800334978951094","0.777726909397268","0.822943048504919"
"Ja","2020","1 Einkommensschwächstes Quintil","Städtischer Raum","1662","0.825368791837436","0.810450886253502","0.840286697421371"
"Ja","2020","2","Ländlicher Raum","860","0.7828426154381","0.759620565735508","0.806064665140692"
"Ja","2020","2","Städtischer Raum","1684","0.798666111140153","0.782542365347637","0.814789856932669"
"Ja","2020","3","Ländlicher Raum","966","0.798532065576562","0.776820262458001","0.820243868695123"
"Ja","2020","3","Städtischer Raum","1522","0.800650110226452","0.78375109284603","0.817549127606874"
"Ja","2020","4","Ländlicher Raum","1696","0.758449109329597","0.741227776258371","0.775670442400822"
"Ja","2020","4","Städtischer Raum","2999","0.789125641863601","0.776608563414857","0.801642720312345"
"Ja","2020","5 Einkommensstärkstes Quintil","Ländlicher Raum","2091","0.692113177425682","0.675899822244772","0.708326532606592"
"Ja","2020","5 Einkommensstärkstes Quintil","Städtischer Raum","5231","0.738295268794231","0.72836242993815","0.748228107650312"
"Nein","2020","1 Einkommensschwächstes Quintil","Ländlicher Raum","370","0.199665021048906","0.177056951495081","0.222273090602732"
"Nein","2020","1 Einkommensschwächstes Quintil","Städtischer Raum","826","0.174631208162564","0.15971330257863","0.189549113746498"
"Nein","2020","2","Ländlicher Raum","351","0.2171573845619","0.193935334859308","0.240379434264492"
"Nein","2020","2","Städtischer Raum","692","0.201333888859847","0.185210143067331","0.217457634652364"
"Nein","2020","3","Ländlicher Raum","345","0.201467934423438","0.179756131304877","0.223179737542"
"Nein","2020","3","Städtischer Raum","625","0.199349889773548","0.182450872393126","0.21624890715397"
"Nein","2020","4","Ländlicher Raum","677","0.241550890670403","0.224329557599178","0.258772223741629"
"Nein","2020","4","Städtischer Raum","1081","0.210874358136399","0.198357279687655","0.223391436585143"
"Nein","2020","5 Einkommensstärkstes Quintil","Ländlicher Raum","1023","0.307886822574318","0.291673467393408","0.324100177755228"
"Nein","2020","5 Einkommensstärkstes Quintil","Städtischer Raum","2292","0.261704731205769","0.251771892349688","0.27163757006185"
