"ple0044_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"keinen Tag","2007","direkter Migrationshintergrund","maennlich","315","0.339680779987385","0.309548815903016","0.369812744071754"
"keinen Tag","2007","direkter Migrationshintergrund","weiblich","289","0.26413500633546","0.238152407938464","0.290117604732457"
"keinen Tag","2007","indirekter Migrationshintergrund","maennlich","137","0.372162343108404","0.321879038875929","0.42244564734088"
"keinen Tag","2007","indirekter Migrationshintergrund","weiblich","100","0.236662739842262","0.195319143751571","0.278006335932954"
"Ja","2007","kein Migrationshintergrund","maennlich","5464","0.668287636222506","0.658105631724912","0.678469640720099"
"Ja","2007","kein Migrationshintergrund","weiblich","6541","0.763915173729583","0.755102698139584","0.772727649319582"
"Ja","2007","direkter Migrationshintergrund","maennlich","634","0.660319220012615","0.630187255928246","0.690451184096984"
"Ja","2007","direkter Migrationshintergrund","weiblich","817","0.73586499366454","0.709882395267544","0.761847592061536"
"Ja","2007","indirekter Migrationshintergrund","maennlich","218","0.627837656891596","0.57755435265912","0.678120961124071"
"Ja","2007","indirekter Migrationshintergrund","weiblich","306","0.763337260157738","0.721993664067046","0.804680856248429"
"keinen Tag","2008","kein Migrationshintergrund","maennlich","2472","0.313603025575251","0.303306787122292","0.32389926402821"
"keinen Tag","2008","kein Migrationshintergrund","weiblich","2209","0.233205517128551","0.22423211727903","0.242178916978071"
"keinen Tag","2008","direkter Migrationshintergrund","maennlich","299","0.363361398393345","0.331103576942323","0.395619219844367"
"keinen Tag","2008","direkter Migrationshintergrund","weiblich","252","0.248297311493383","0.22145341157469","0.275141211412076"
"keinen Tag","2008","indirekter Migrationshintergrund","maennlich","129","0.375881859890972","0.325568632276003","0.426195087505942"
"keinen Tag","2008","indirekter Migrationshintergrund","weiblich","98","0.265846527044897","0.222057163126822","0.309635890962973"
"Ja","2008","kein Migrationshintergrund","maennlich","5328","0.686396974424749","0.67610073597179","0.696693212877708"
"Ja","2008","kein Migrationshintergrund","weiblich","6322","0.766794482871449","0.757821083021929","0.77576788272097"
"Ja","2008","direkter Migrationshintergrund","maennlich","555","0.636638601606656","0.604380780155634","0.668896423057677"
"Ja","2008","direkter Migrationshintergrund","weiblich","743","0.751702688506617","0.724858788587924","0.77854658842531"
"Ja","2008","indirekter Migrationshintergrund","maennlich","227","0.624118140109028","0.573804912494058","0.674431367723997"
"Ja","2008","indirekter Migrationshintergrund","weiblich","293","0.734153472955103","0.690364109037027","0.777942836873178"
"keinen Tag","2009","kein Migrationshintergrund","maennlich","2261","0.305603141815043","0.295068131335673","0.316138152294414"
"keinen Tag","2009","kein Migrationshintergrund","weiblich","1972","0.226432100960019","0.21724951794752","0.235614683972518"
"keinen Tag","2009","direkter Migrationshintergrund","maennlich","234","0.312133752007832","0.278748504704429","0.345518999311235"
"keinen Tag","2009","direkter Migrationshintergrund","weiblich","242","0.296419590950768","0.266212343448659","0.326626838452877"
"keinen Tag","2009","indirekter Migrationshintergrund","maennlich","111","0.310885501942613","0.260946823032637","0.36082418085259"
"keinen Tag","2009","indirekter Migrationshintergrund","weiblich","100","0.2800393292335","0.233461645915513","0.326617012551486"
"Ja","2009","kein Migrationshintergrund","maennlich","5084","0.694396858184956","0.683861847705586","0.704931868664327"
"Ja","2009","kein Migrationshintergrund","weiblich","6008","0.773567899039981","0.764385316027482","0.782750482052479"
"Ja","2009","direkter Migrationshintergrund","maennlich","506","0.687866247992168","0.654481000688765","0.721251495295571"
"Ja","2009","direkter Migrationshintergrund","weiblich","636","0.703580409049232","0.673373161547123","0.733787656551341"
"Ja","2009","indirekter Migrationshintergrund","maennlich","219","0.689114498057387","0.63917581914741","0.739053176967364"
"Ja","2009","indirekter Migrationshintergrund","weiblich","257","0.7199606707665","0.673382987448514","0.766538354084487"
"keinen Tag","2010","kein Migrationshintergrund","maennlich","2891","0.306655569448393","0.297111700874209","0.316199438022576"
"keinen Tag","2010","kein Migrationshintergrund","weiblich","2855","0.232597153277627","0.224600954367752","0.240593352187501"
"keinen Tag","2010","direkter Migrationshintergrund","maennlich","471","0.335429568839516","0.309523952287756","0.361335185391276"
"keinen Tag","2010","direkter Migrationshintergrund","weiblich","377","0.250325808723508","0.228978951502546","0.27167266594447"
"keinen Tag","2010","indirekter Migrationshintergrund","maennlich","172","0.332713169374572","0.29165835383338","0.373767984915764"
"keinen Tag","2010","indirekter Migrationshintergrund","weiblich","160","0.276921230620998","0.241839661196466","0.31200280004553"
"Ja","2010","kein Migrationshintergrund","maennlich","6076","0.693344430551607","0.683800561977424","0.702888299125791"
"Ja","2010","kein Migrationshintergrund","weiblich","7869","0.767402846722373","0.759406647812499","0.775399045632248"
"Ja","2010","direkter Migrationshintergrund","maennlich","805","0.664570431160484","0.638664814608724","0.690476047712244"
"Ja","2010","direkter Migrationshintergrund","weiblich","1205","0.749674191276492","0.72832733405553","0.771021048497454"
"Ja","2010","indirekter Migrationshintergrund","maennlich","334","0.667286830625428","0.626232015084236","0.70834164616662"
"Ja","2010","indirekter Migrationshintergrund","weiblich","465","0.723078769379002","0.68799719995447","0.758160338803534"
"keinen Tag","2011","kein Migrationshintergrund","maennlich","1873","0.221337142585607","0.211949786853878","0.230724498317337"
"keinen Tag","2011","kein Migrationshintergrund","weiblich","2066","0.156926724113677","0.149710225243503","0.16414322298385"
"keinen Tag","2011","direkter Migrationshintergrund","maennlich","380","0.257757622440063","0.23264085409405","0.282874390786075"
"keinen Tag","2011","direkter Migrationshintergrund","weiblich","341","0.20689453886502","0.186780265499478","0.227008812230563"
"keinen Tag","2011","indirekter Migrationshintergrund","maennlich","101","0.213541902484797","0.172765249413654","0.25431855555594"
"keinen Tag","2011","indirekter Migrationshintergrund","weiblich","135","0.245310143949842","0.20973702511239","0.280883262787295"
"Ja","2011","kein Migrationshintergrund","maennlich","5640","0.778662857414393","0.769275501682663","0.788050213146122"
"Ja","2011","kein Migrationshintergrund","weiblich","7693","0.843073275886323","0.83585677701615","0.850289774756497"
"Ja","2011","direkter Migrationshintergrund","maennlich","785","0.742242377559937","0.717125609213925","0.76735914590595"
"Ja","2011","direkter Migrationshintergrund","weiblich","1217","0.79310546113498","0.772991187769437","0.813219734500522"
"Ja","2011","indirekter Migrationshintergrund","maennlich","287","0.786458097515203","0.74568144444406","0.827234750586346"
"Ja","2011","indirekter Migrationshintergrund","weiblich","427","0.754689856050157","0.719116737212705","0.79026297488761"
"keinen Tag","2012","kein Migrationshintergrund","maennlich","3079","0.290720449787863","0.282018255826347","0.299422643749379"
"keinen Tag","2012","kein Migrationshintergrund","weiblich","3187","0.223410697472304","0.216128206287273","0.230693188657335"
"keinen Tag","2012","direkter Migrationshintergrund","maennlich","444","0.310479430465841","0.28561306568618","0.335345795245502"
"keinen Tag","2012","direkter Migrationshintergrund","weiblich","445","0.261427637645534","0.240421969038299","0.282433306252768"
"keinen Tag","2012","indirekter Migrationshintergrund","maennlich","178","0.295780946308029","0.258048156533564","0.333513736082495"
"keinen Tag","2012","indirekter Migrationshintergrund","weiblich","178","0.249030070459652","0.216902296131071","0.281157844788232"
"Ja","2012","kein Migrationshintergrund","maennlich","7381","0.709279550212137","0.700577356250621","0.717981744173653"
"Ja","2012","kein Migrationshintergrund","weiblich","9380","0.776589302527696","0.769306811342665","0.783871793712727"
"Ja","2012","direkter Migrationshintergrund","maennlich","886","0.689520569534159","0.664654204754498","0.71438693431382"
"Ja","2012","direkter Migrationshintergrund","weiblich","1236","0.738572362354466","0.717566693747232","0.759578030961701"
"Ja","2012","indirekter Migrationshintergrund","maennlich","384","0.704219053691971","0.666486263917505","0.741951843466436"
"Ja","2012","indirekter Migrationshintergrund","weiblich","518","0.750969929540348","0.718842155211768","0.783097703868929"
"keinen Tag","2013","kein Migrationshintergrund","maennlich","2802","0.271685059619017","0.262952162382643","0.280417956855391"
"keinen Tag","2013","kein Migrationshintergrund","weiblich","2930","0.212871349040233","0.205519579069451","0.220223119011015"
"keinen Tag","2013","direkter Migrationshintergrund","maennlich","964","0.299381878517142","0.282484356385371","0.316279400648912"
"keinen Tag","2013","direkter Migrationshintergrund","weiblich","998","0.265104485839158","0.250431126824559","0.279777844853758"
"keinen Tag","2013","indirekter Migrationshintergrund","maennlich","287","0.275983414940101","0.248305716086103","0.303661113794099"
"keinen Tag","2013","indirekter Migrationshintergrund","weiblich","270","0.252849591393451","0.227117329599029","0.278581853187872"
"Ja","2013","kein Migrationshintergrund","maennlich","7165","0.728314940380983","0.719582043144609","0.737047837617357"
"Ja","2013","kein Migrationshintergrund","weiblich","8979","0.787128650959767","0.779776880988985","0.794480420930549"
"Ja","2013","direkter Migrationshintergrund","maennlich","1858","0.700618121482858","0.683720599351088","0.717515643614629"
"Ja","2013","direkter Migrationshintergrund","weiblich","2478","0.734895514160842","0.720222155146242","0.749568873175441"
"Ja","2013","indirekter Migrationshintergrund","maennlich","715","0.724016585059899","0.696338886205901","0.751694283913897"
"Ja","2013","indirekter Migrationshintergrund","weiblich","826","0.747150408606549","0.721418146812128","0.772882670400971"
"keinen Tag","2014","kein Migrationshintergrund","maennlich","2601","0.284589712258559","0.275345343224751","0.293834081292368"
"keinen Tag","2014","kein Migrationshintergrund","weiblich","2665","0.217998928721456","0.210199335958148","0.225798521484763"
"keinen Tag","2014","direkter Migrationshintergrund","maennlich","1010","0.383012831002376","0.363102655984665","0.402923006020087"
"keinen Tag","2014","direkter Migrationshintergrund","weiblich","1189","0.371318783375972","0.35321791567243","0.389419651079513"
"keinen Tag","2014","indirekter Migrationshintergrund","maennlich","325","0.409089634794989","0.375458110273617","0.442721159316362"
"keinen Tag","2014","indirekter Migrationshintergrund","weiblich","345","0.343432745863578","0.312979393091328","0.373886098635828"
"Ja","2014","kein Migrationshintergrund","maennlich","6551","0.715410287741441","0.706165918707632","0.724654656775249"
"Ja","2014","kein Migrationshintergrund","weiblich","8100","0.782001071278544","0.774201478515237","0.789800664041852"
"Ja","2014","direkter Migrationshintergrund","maennlich","1280","0.616987168997624","0.597076993979913","0.636897344015334"
"Ja","2014","direkter Migrationshintergrund","weiblich","1548","0.628681216624029","0.610580348920487","0.64678208432757"
"Ja","2014","indirekter Migrationshintergrund","maennlich","496","0.590910365205011","0.557278840683639","0.624541889726383"
"Ja","2014","indirekter Migrationshintergrund","weiblich","589","0.656567254136422","0.626113901364172","0.687020606908672"
"keinen Tag","2015","kein Migrationshintergrund","maennlich","2409","0.279298049165853","0.269872093360152","0.288724004971554"
"keinen Tag","2015","kein Migrationshintergrund","weiblich","2432","0.216093970982203","0.208133138441612","0.224054803522794"
"keinen Tag","2015","direkter Migrationshintergrund","maennlich","946","0.301946279767416","0.284502728006072","0.319389831528759"
"keinen Tag","2015","direkter Migrationshintergrund","weiblich","919","0.2664392632563","0.251022598479214","0.281855928033386"
"keinen Tag","2015","indirekter Migrationshintergrund","maennlich","232","0.288830867604813","0.256502567670936","0.32115916753869"
"keinen Tag","2015","indirekter Migrationshintergrund","weiblich","213","0.234617294762436","0.206932190077788","0.262302399447085"
"Ja","2015","kein Migrationshintergrund","maennlich","6294","0.720701950834147","0.711275995028446","0.730127906639848"
"Ja","2015","kein Migrationshintergrund","weiblich","7836","0.783906029017797","0.775945196477206","0.791866861558388"
"Ja","2015","direkter Migrationshintergrund","maennlich","1715","0.698053720232584","0.680610168471241","0.715497271993928"
"Ja","2015","direkter Migrationshintergrund","weiblich","2240","0.7335607367437","0.718144071966614","0.748977401520786"
"Ja","2015","indirekter Migrationshintergrund","maennlich","523","0.711169132395187","0.67884083246131","0.743497432329064"
"Ja","2015","indirekter Migrationshintergrund","weiblich","687","0.765382705237564","0.737697600552915","0.793067809922212"
"keinen Tag","2016","kein Migrationshintergrund","maennlich","2216","0.283818433759638","0.273989180238046","0.29364768728123"
"keinen Tag","2016","kein Migrationshintergrund","weiblich","2238","0.21193979283495","0.203737204391372","0.220142381278528"
"keinen Tag","2016","direkter Migrationshintergrund","maennlich","720","0.286998970312973","0.267935363192228","0.306062577433718"
"keinen Tag","2016","direkter Migrationshintergrund","weiblich","751","0.285934139197136","0.268704196819367","0.303164081574905"
"keinen Tag","2016","indirekter Migrationshintergrund","maennlich","220","0.301451188846958","0.267383820883135","0.33551855681078"
"keinen Tag","2016","indirekter Migrationshintergrund","weiblich","222","0.263177486639125","0.233486437234301","0.292868536043949"
"Ja","2016","kein Migrationshintergrund","maennlich","5866","0.716181566240362","0.70635231271877","0.726010819761954"
"Ja","2016","kein Migrationshintergrund","weiblich","7298","0.78806020716505","0.779857618721472","0.796262795608628"
"Ja","2016","direkter Migrationshintergrund","maennlich","1443","0.713001029687027","0.693937422566282","0.732064636807772"
"Ja","2016","direkter Migrationshintergrund","weiblich","1891","0.714065860802864","0.696835918425095","0.731295803180633"
"Ja","2016","indirekter Migrationshintergrund","maennlich","477","0.698548811153042","0.66448144318922","0.732616179116865"
"Ja","2016","indirekter Migrationshintergrund","weiblich","623","0.736822513360875","0.707131463956051","0.766513562765699"
"keinen Tag","2017","kein Migrationshintergrund","maennlich","2451","0.265666201622608","0.256685538567814","0.274646864677402"
"keinen Tag","2017","kein Migrationshintergrund","weiblich","2355","0.201694671132515","0.194086640854842","0.209302701410189"
"keinen Tag","2017","direkter Migrationshintergrund","maennlich","677","0.306982764178946","0.286923169963599","0.327042358394292"
"keinen Tag","2017","direkter Migrationshintergrund","weiblich","689","0.258592955445028","0.241588202857596","0.27559770803246"
"keinen Tag","2017","indirekter Migrationshintergrund","maennlich","214","0.273238679977248","0.241844828269952","0.304632531684544"
"keinen Tag","2017","indirekter Migrationshintergrund","weiblich","227","0.246489299517295","0.218457633244013","0.274520965790577"
"Ja","2017","kein Migrationshintergrund","maennlich","6841","0.734333798377392","0.725353135322598","0.743314461432186"
"Ja","2017","kein Migrationshintergrund","weiblich","8331","0.798305328867485","0.790697298589812","0.805913359145158"
"Ja","2017","direkter Migrationshintergrund","maennlich","1354","0.693017235821054","0.672957641605708","0.7130768300364"
"Ja","2017","direkter Migrationshintergrund","weiblich","1858","0.741407044554972","0.724402291967541","0.758411797142404"
"Ja","2017","indirekter Migrationshintergrund","maennlich","560","0.726761320022752","0.695367468315456","0.758155171730048"
"Ja","2017","indirekter Migrationshintergrund","weiblich","681","0.753510700482705","0.725479034209423","0.781542366755987"
"keinen Tag","2018","kein Migrationshintergrund","maennlich","2254","0.248617759761763","0.239667428707375","0.257568090816151"
"keinen Tag","2018","kein Migrationshintergrund","weiblich","2281","0.196999299573719","0.189335728852178","0.204662870295259"
"keinen Tag","2018","direkter Migrationshintergrund","maennlich","625","0.310005876902014","0.289494036498308","0.33051771730572"
"keinen Tag","2018","direkter Migrationshintergrund","weiblich","659","0.23423457913942","0.217325772813954","0.251143385464886"
"keinen Tag","2018","indirekter Migrationshintergrund","maennlich","227","0.306081713880857","0.273380891073963","0.338782536687751"
"keinen Tag","2018","indirekter Migrationshintergrund","weiblich","212","0.244203377988195","0.216487697418994","0.271919058557396"
"Ja","2018","kein Migrationshintergrund","maennlich","6704","0.751382240238237","0.742431909183849","0.760332571292625"
"Ja","2018","kein Migrationshintergrund","weiblich","8066","0.803000700426281","0.795337129704741","0.810664271147822"
"Ja","2018","direkter Migrationshintergrund","maennlich","1328","0.689994123097986","0.66948228269428","0.710505963501692"
"Ja","2018","direkter Migrationshintergrund","weiblich","1751","0.76576542086058","0.748856614535114","0.782674227186046"
"Ja","2018","indirekter Migrationshintergrund","maennlich","536","0.693918286119143","0.661217463312249","0.726619108926037"
"Ja","2018","indirekter Migrationshintergrund","weiblich","711","0.755796622011805","0.728080941442604","0.783512302581006"
"keinen Tag","2019","kein Migrationshintergrund","maennlich","2745","0.256438552684936","0.247688964789374","0.265188140580498"
"keinen Tag","2019","kein Migrationshintergrund","weiblich","2300","0.185891120711248","0.178380174331564","0.193402067090932"
"keinen Tag","2019","direkter Migrationshintergrund","maennlich","532","0.288428676697243","0.266950100091111","0.309907253303376"
"keinen Tag","2019","direkter Migrationshintergrund","weiblich","569","0.236812146564851","0.218629539407065","0.254994753722637"
"keinen Tag","2019","indirekter Migrationshintergrund","maennlich","289","0.322133528418","0.290938563637477","0.353328493198524"
"keinen Tag","2019","indirekter Migrationshintergrund","weiblich","242","0.23204952415331","0.204991303527101","0.259107744779518"
"Ja","2019","kein Migrationshintergrund","maennlich","6823","0.743561447315064","0.734811859419502","0.752311035210626"
"Ja","2019","kein Migrationshintergrund","weiblich","8005","0.814108879288752","0.806597932909068","0.821619825668436"
"Ja","2019","direkter Migrationshintergrund","maennlich","1177","0.711571323302757","0.690092746696624","0.733049899908889"
"Ja","2019","direkter Migrationshintergrund","weiblich","1531","0.763187853435149","0.745005246277363","0.781370460592935"
"Ja","2019","indirekter Migrationshintergrund","maennlich","573","0.677866471582","0.646671506801476","0.709061436362523"
"Ja","2019","indirekter Migrationshintergrund","weiblich","693","0.76795047584669","0.740892255220482","0.795008696472899"
"keinen Tag","2020","kein Migrationshintergrund","maennlich","2406","0.245247752703341","0.236191609779442","0.254303895627241"
"keinen Tag","2020","kein Migrationshintergrund","weiblich","2207","0.202576194052899","0.194545896270605","0.210606491835193"
"keinen Tag","2020","direkter Migrationshintergrund","maennlich","1947","0.340556912179858","0.32626060323101","0.354853221128706"
"keinen Tag","2020","direkter Migrationshintergrund","weiblich","1231","0.230528264086625","0.216913228974966","0.244143299198284"
"keinen Tag","2020","indirekter Migrationshintergrund","maennlich","261","0.331885129815685","0.298516617901854","0.365253641729517"
"keinen Tag","2020","indirekter Migrationshintergrund","weiblich","230","0.225707997649593","0.197816710693849","0.253599284605338"
"Ja","2020","kein Migrationshintergrund","maennlich","6264","0.754752247296659","0.74569610437276","0.763808390220558"
"Ja","2020","kein Migrationshintergrund","weiblich","7416","0.797423805947101","0.789393508164807","0.805454103729395"
"Ja","2020","direkter Migrationshintergrund","maennlich","2274","0.659443087820142","0.645146778871294","0.67373939676899"
"Ja","2020","direkter Migrationshintergrund","weiblich","2445","0.769471735913375","0.755856700801716","0.783086771025034"
"Ja","2020","indirekter Migrationshintergrund","maennlich","504","0.668114870184315","0.634746358270483","0.701483382098146"
"Ja","2020","indirekter Migrationshintergrund","weiblich","633","0.774292002350407","0.746400715394662","0.802183289306151"
