"religion","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"konfessionslos","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1995","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","1995","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1995","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","1995","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1995","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","1995","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1995","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","1995","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1995","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","1995","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1996","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","1996","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1996","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","1996","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1996","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","1996","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1996","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","1996","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1996","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","1996","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","266","0.404628472007767","0.367979590026733","0.4412773539888"
"katholisch","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1991","0.42943326595854","0.415164473869574","0.443702058047507"
"katholisch","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","59","0.0501221790385389","0.0375221746359297","0.0627221834411481"
"katholisch","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","621","0.336215928427875","0.314306556930355","0.358125299925394"
"katholisch","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","65","0.0496456056157326","0.0378289672447364","0.0614622439867288"
"katholisch","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","313","0.376485313202318","0.34393308853288","0.409037537871756"
"katholisch","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","317","0.355431731087152","0.324702429182706","0.386161032991597"
"katholisch","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","37","0.0475383693934255","0.0331400104601553","0.0619367283266957"
"evangelisch","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","93","0.246757840786178","0.21456633656434","0.278949345008017"
"evangelisch","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1539","0.403998065013062","0.389853173474787","0.418142956551337"
"evangelisch","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","334","0.32850998329129","0.301388345126289","0.355631621456291"
"evangelisch","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","697","0.4160542011168","0.393194603119876","0.438913799113724"
"evangelisch","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","271","0.201610597512954","0.179784564639183","0.223436630386724"
"evangelisch","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","255","0.329683608916821","0.298099261479563","0.361267956354078"
"evangelisch","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","38","0.244397006194633","0.179415731561152","0.309378280828115"
"evangelisch","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","332","0.352879413526201","0.322200081164551","0.383558745887851"
"evangelisch","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","197","0.227532036762182","0.199164042771496","0.255900030752867"
"islamische Religionsgemeinschaft","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","47","0.08139547576844","0.0609779598386541","0.101812991698226"
"konfessionslos","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","100","0.768127108246431","0.695857786568682","0.840396429924181"
"konfessionslos","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","462","0.108965125921779","0.0999830389090996","0.117947212934458"
"konfessionslos","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","754","0.618102203235457","0.590046214808459","0.646158191662454"
"konfessionslos","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","360","0.210865407305166","0.191946956320562","0.229783858289771"
"konfessionslos","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","954","0.742077369346585","0.718277199117583","0.765877539575587"
"konfessionslos","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","136","0.197424254838131","0.170680241507779","0.224168268168483"
"konfessionslos","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","117","0.669973881435358","0.59886947061562","0.741078292255095"
"konfessionslos","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","234","0.252974621731185","0.225065492253242","0.280883751209127"
"konfessionslos","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","600","0.716948279533514","0.686466246909884","0.747430312157143"
"andere","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","283","0.267218211437615","0.234176781031126","0.300259641844104"
"andere","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","631","0.0576035431066192","0.0508872821024623","0.064319804110776"
"andere","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","108","0.036864463150159","0.0281255982716015","0.0456033280287165"
"andere","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","147","0.0964068230427303","0.0765767794839554","0.116236866601505"
"andere","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","49","0.0387142336554627","0.0263290707264421","0.0510993965844832"
"andere","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1999","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1999","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1999","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1999","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1999","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1999","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1999","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1999","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","1999","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","1999","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1999","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1999","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1999","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1999","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1999","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1999","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1999","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1999","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","1999","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","1999","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","1999","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1999","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1999","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1999","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1999","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1999","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1999","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1999","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1999","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","1999","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","1999","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1999","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","1999","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1999","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","1999","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1999","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","1999","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1999","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","1999","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","1999","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","1999","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2000","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2000","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2000","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2000","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2000","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2000","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2000","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2000","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2000","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2000","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2000","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2000","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2000","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2000","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2000","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2000","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2000","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2000","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2000","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2000","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2000","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2000","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2000","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2000","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2000","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2000","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2000","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2000","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2000","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2000","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2000","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2000","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2000","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2000","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2000","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2000","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2000","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2000","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","2000","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2000","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","2000","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2001","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2001","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2001","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2001","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2001","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2001","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2001","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2001","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2001","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2001","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2001","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2001","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2001","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2001","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2001","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2001","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2001","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2001","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2001","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2001","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2001","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
