"religion","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"katholisch","1996","Sachsen","kein Migrationshintergrund","","","",""
"katholisch","1996","Sachsen","direkter Migrationshintergrund","","","",""
"katholisch","1996","Sachsen","indirekter Migrationshintergrund","","","",""
"katholisch","1996","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"katholisch","1996","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"katholisch","1996","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"katholisch","1996","Thueringen","kein Migrationshintergrund","","","",""
"katholisch","1996","Thueringen","direkter Migrationshintergrund","","","",""
"katholisch","1996","Thueringen","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"evangelisch","1996","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Hamburg","kein Migrationshintergrund","","","",""
"evangelisch","1996","Hamburg","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Hamburg","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Niedersachsen","kein Migrationshintergrund","","","",""
"evangelisch","1996","Niedersachsen","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Niedersachsen","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Bremen","kein Migrationshintergrund","","","",""
"evangelisch","1996","Bremen","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Bremen","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"evangelisch","1996","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Hessen","kein Migrationshintergrund","","","",""
"evangelisch","1996","Hessen","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Hessen","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"evangelisch","1996","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"evangelisch","1996","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Bayern","kein Migrationshintergrund","","","",""
"evangelisch","1996","Bayern","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Bayern","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Saarland","kein Migrationshintergrund","","","",""
"evangelisch","1996","Saarland","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Saarland","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Berlin","kein Migrationshintergrund","","","",""
"evangelisch","1996","Berlin","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Berlin","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Brandenburg","kein Migrationshintergrund","","","",""
"evangelisch","1996","Brandenburg","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Brandenburg","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"evangelisch","1996","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Sachsen","kein Migrationshintergrund","","","",""
"evangelisch","1996","Sachsen","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Sachsen","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"evangelisch","1996","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"evangelisch","1996","Thueringen","kein Migrationshintergrund","","","",""
"evangelisch","1996","Thueringen","direkter Migrationshintergrund","","","",""
"evangelisch","1996","Thueringen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Hamburg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Hamburg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Hamburg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Niedersachsen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Niedersachsen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Niedersachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Bremen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Bremen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Bremen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Hessen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Hessen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Hessen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Bayern","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Bayern","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Bayern","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Saarland","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Saarland","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Saarland","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Berlin","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Berlin","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Berlin","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Brandenburg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Brandenburg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Brandenburg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Sachsen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Sachsen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Sachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Thueringen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Thueringen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1996","Thueringen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Hamburg","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Hamburg","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Hamburg","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Niedersachsen","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Niedersachsen","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Niedersachsen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Bremen","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Bremen","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Bremen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Hessen","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Hessen","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Hessen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Bayern","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Bayern","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Bayern","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Saarland","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Saarland","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Berlin","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Berlin","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Berlin","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Brandenburg","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Brandenburg","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Brandenburg","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Sachsen","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Sachsen","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Sachsen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"konfessionslos","1996","Thueringen","kein Migrationshintergrund","","","",""
"konfessionslos","1996","Thueringen","direkter Migrationshintergrund","","","",""
"konfessionslos","1996","Thueringen","indirekter Migrationshintergrund","","","",""
"andere","1996","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"andere","1996","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"andere","1996","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"andere","1996","Hamburg","kein Migrationshintergrund","","","",""
"andere","1996","Hamburg","direkter Migrationshintergrund","","","",""
"andere","1996","Hamburg","indirekter Migrationshintergrund","","","",""
"andere","1996","Niedersachsen","kein Migrationshintergrund","","","",""
"andere","1996","Niedersachsen","direkter Migrationshintergrund","","","",""
"andere","1996","Niedersachsen","indirekter Migrationshintergrund","","","",""
"andere","1996","Bremen","kein Migrationshintergrund","","","",""
"andere","1996","Bremen","direkter Migrationshintergrund","","","",""
"andere","1996","Bremen","indirekter Migrationshintergrund","","","",""
"andere","1996","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"andere","1996","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"andere","1996","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"andere","1996","Hessen","kein Migrationshintergrund","","","",""
"andere","1996","Hessen","direkter Migrationshintergrund","","","",""
"andere","1996","Hessen","indirekter Migrationshintergrund","","","",""
"andere","1996","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"andere","1996","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"andere","1996","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"andere","1996","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"andere","1996","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"andere","1996","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"andere","1996","Bayern","kein Migrationshintergrund","","","",""
"andere","1996","Bayern","direkter Migrationshintergrund","","","",""
"andere","1996","Bayern","indirekter Migrationshintergrund","","","",""
"andere","1996","Saarland","kein Migrationshintergrund","","","",""
"andere","1996","Saarland","direkter Migrationshintergrund","","","",""
"andere","1996","Saarland","indirekter Migrationshintergrund","","","",""
"andere","1996","Berlin","kein Migrationshintergrund","","","",""
"andere","1996","Berlin","direkter Migrationshintergrund","","","",""
"andere","1996","Berlin","indirekter Migrationshintergrund","","","",""
"andere","1996","Brandenburg","kein Migrationshintergrund","","","",""
"andere","1996","Brandenburg","direkter Migrationshintergrund","","","",""
"andere","1996","Brandenburg","indirekter Migrationshintergrund","","","",""
"andere","1996","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"andere","1996","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"andere","1996","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"andere","1996","Sachsen","kein Migrationshintergrund","","","",""
"andere","1996","Sachsen","direkter Migrationshintergrund","","","",""
"andere","1996","Sachsen","indirekter Migrationshintergrund","","","",""
"andere","1996","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"andere","1996","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"andere","1996","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"andere","1996","Thueringen","kein Migrationshintergrund","","","",""
"andere","1996","Thueringen","direkter Migrationshintergrund","","","",""
"andere","1996","Thueringen","indirekter Migrationshintergrund","","","",""
"katholisch","1997","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"katholisch","1997","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"katholisch","1997","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"katholisch","1997","Hamburg","kein Migrationshintergrund","","","",""
"katholisch","1997","Hamburg","direkter Migrationshintergrund","","","",""
"katholisch","1997","Hamburg","indirekter Migrationshintergrund","","","",""
"katholisch","1997","Niedersachsen","kein Migrationshintergrund","87","0.102087057538691","0.0811201542551633","0.123053960822219"
"katholisch","1997","Niedersachsen","direkter Migrationshintergrund","53","0.303812212256649","0.237895869751558","0.369728554761739"
"katholisch","1997","Niedersachsen","indirekter Migrationshintergrund","","","",""
"katholisch","1997","Bremen","kein Migrationshintergrund","","","",""
"katholisch","1997","Bremen","direkter Migrationshintergrund","","","",""
"katholisch","1997","Bremen","indirekter Migrationshintergrund","","","",""
"katholisch","1997","Nordrhein-Westfalen","kein Migrationshintergrund","797","0.482722348498893","0.459216074658901","0.506228622338885"
"katholisch","1997","Nordrhein-Westfalen","direkter Migrationshintergrund","211","0.39507968283991","0.355897472395877","0.434261893283942"
"katholisch","1997","Nordrhein-Westfalen","indirekter Migrationshintergrund","55","0.299268759694943","0.230632048188304","0.367905471201582"
"katholisch","1997","Hessen","kein Migrationshintergrund","118","0.226612503649711","0.190802122209398","0.262422885090024"
"katholisch","1997","Hessen","direkter Migrationshintergrund","123","0.480723520162937","0.420225041044163","0.54122199928171"
"katholisch","1997","Hessen","indirekter Migrationshintergrund","","","",""
"katholisch","1997","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","285","0.556719857415221","0.514266434362563","0.59917328046788"
"katholisch","1997","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","96","0.529469655070455","0.454439129923271","0.60450018021764"
"katholisch","1997","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"katholisch","1997","Baden-Wuerttemberg","kein Migrationshintergrund","405","0.440162909401023","0.408513198842246","0.471812619959801"
"katholisch","1997","Baden-Wuerttemberg","direkter Migrationshintergrund","270","0.528296434951992","0.489159978407109","0.567432891496875"
"katholisch","1997","Baden-Wuerttemberg","indirekter Migrationshintergrund","58","0.457420402027773","0.376051896347701","0.538788907707845"
"katholisch","1997","Bayern","kein Migrationshintergrund","752","0.62255094819315","0.595020782255987","0.650081114130314"
"katholisch","1997","Bayern","direkter Migrationshintergrund","143","0.449773969046764","0.397507135070397","0.502040803023132"
"katholisch","1997","Bayern","indirekter Migrationshintergrund","47","0.577785560703874","0.472785751203813","0.682785370203934"
"katholisch","1997","Saarland","kein Migrationshintergrund","","","",""
"katholisch","1997","Saarland","direkter Migrationshintergrund","","","",""
"katholisch","1997","Saarland","indirekter Migrationshintergrund","","","",""
"katholisch","1997","Berlin","kein Migrationshintergrund","30","0.076997656687134","0.0516525699442181","0.10234274343005"
"katholisch","1997","Berlin","direkter Migrationshintergrund","","","",""
"katholisch","1997","Berlin","indirekter Migrationshintergrund","","","",""
"katholisch","1997","Brandenburg","kein Migrationshintergrund","","","",""
"katholisch","1997","Brandenburg","direkter Migrationshintergrund","","","",""
"katholisch","1997","Brandenburg","indirekter Migrationshintergrund","","","",""
"katholisch","1997","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"katholisch","1997","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"katholisch","1997","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"katholisch","1997","Sachsen","kein Migrationshintergrund","37","0.0393389680933768","0.0275636860224837","0.05111425016427"
"katholisch","1997","Sachsen","direkter Migrationshintergrund","","","",""
"katholisch","1997","Sachsen","indirekter Migrationshintergrund","","","",""
"katholisch","1997","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"katholisch","1997","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"katholisch","1997","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"katholisch","1997","Thueringen","kein Migrationshintergrund","69","0.115065721506263","0.0900885755231076","0.140042867489417"
"katholisch","1997","Thueringen","direkter Migrationshintergrund","","","",""
"katholisch","1997","Thueringen","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Schleswig-Holstein","kein Migrationshintergrund","153","0.64607100537202","0.585823564411525","0.706318446332516"
"evangelisch","1997","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"evangelisch","1997","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Hamburg","kein Migrationshintergrund","50","0.609182159929511","0.510015109719422","0.708349210139599"
"evangelisch","1997","Hamburg","direkter Migrationshintergrund","","","",""
"evangelisch","1997","Hamburg","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Niedersachsen","kein Migrationshintergrund","527","0.683514656777027","0.651305263073856","0.715724050480197"
"evangelisch","1997","Niedersachsen","direkter Migrationshintergrund","36","0.242976239463647","0.18150613569397","0.304446343233325"
"evangelisch","1997","Niedersachsen","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Bremen","kein Migrationshintergrund","46","0.711649637769","0.606280777223004","0.817018498314996"
"evangelisch","1997","Bremen","direkter Migrationshintergrund","","","",""
"evangelisch","1997","Bremen","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Nordrhein-Westfalen","kein Migrationshintergrund","659","0.369982868851525","0.3472716617409","0.39269407596215"
"evangelisch","1997","Nordrhein-Westfalen","direkter Migrationshintergrund","61","0.193102114803766","0.161464749972026","0.224739479635505"
"evangelisch","1997","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Hessen","kein Migrationshintergrund","317","0.60412512077803","0.56229290598753","0.645957335568531"
"evangelisch","1997","Hessen","direkter Migrationshintergrund","","","",""
"evangelisch","1997","Hessen","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","198","0.359090606621127","0.318093277945401","0.400087935296853"
"evangelisch","1997","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"evangelisch","1997","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Baden-Wuerttemberg","kein Migrationshintergrund","401","0.398758572901927","0.367540100237946","0.429977045565907"
"evangelisch","1997","Baden-Wuerttemberg","direkter Migrationshintergrund","36","0.100409896812246","0.0768475427764298","0.123972250848063"
"evangelisch","1997","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Bayern","kein Migrationshintergrund","278","0.238225764136207","0.214032207662672","0.262419320609741"
"evangelisch","1997","Bayern","direkter Migrationshintergrund","41","0.145361062863935","0.10832934563094","0.182392780096929"
"evangelisch","1997","Bayern","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Saarland","kein Migrationshintergrund","","","",""
"evangelisch","1997","Saarland","direkter Migrationshintergrund","","","",""
"evangelisch","1997","Saarland","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Berlin","kein Migrationshintergrund","119","0.344401196701765","0.29922548242058","0.389576910982951"
"evangelisch","1997","Berlin","direkter Migrationshintergrund","","","",""
"evangelisch","1997","Berlin","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Brandenburg","kein Migrationshintergrund","110","0.215440882269299","0.181924196462267","0.24895756807633"
"evangelisch","1997","Brandenburg","direkter Migrationshintergrund","","","",""
"evangelisch","1997","Brandenburg","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Mecklenburg-Vorpommern","kein Migrationshintergrund","88","0.264730457567899","0.219836656324672","0.309624258811127"
"evangelisch","1997","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"evangelisch","1997","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Sachsen","kein Migrationshintergrund","312","0.331218240652038","0.302709759309616","0.359726721994459"
"evangelisch","1997","Sachsen","direkter Migrationshintergrund","","","",""
"evangelisch","1997","Sachsen","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Sachsen-Anhalt","kein Migrationshintergrund","116","0.193137428420833","0.162360692422118","0.223914164419548"
"evangelisch","1997","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"evangelisch","1997","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"evangelisch","1997","Thueringen","kein Migrationshintergrund","176","0.254528136430984","0.22043257487316","0.288623697988808"
"evangelisch","1997","Thueringen","direkter Migrationshintergrund","","","",""
"evangelisch","1997","Thueringen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Hamburg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Hamburg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Hamburg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Niedersachsen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Niedersachsen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Niedersachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Bremen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Bremen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Bremen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Hessen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Hessen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Hessen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Bayern","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Bayern","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Bayern","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Saarland","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Saarland","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Saarland","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Berlin","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Berlin","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Berlin","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Brandenburg","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Brandenburg","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Brandenburg","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Sachsen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Sachsen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Sachsen","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
