"religion","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"katholisch","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"katholisch","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"evangelisch","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"evangelisch","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","2006","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"andere","2006","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"andere","2006","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2006","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2007","Westdeutschland, alte Bundeslaender","maennlich","2642","0.350325184383978","0.339443755136521","0.361206613631435"
"katholisch","2007","Westdeutschland, alte Bundeslaender","weiblich","3097","0.37727295553204","0.366764617316761","0.38778129374732"
"katholisch","2007","Ostdeutschland, neue Bundeslaender","maennlich","118","0.0423286432558399","0.0342969912819182","0.0503602952297615"
"katholisch","2007","Ostdeutschland, neue Bundeslaender","weiblich","122","0.0499545014948913","0.0415871672458706","0.0583218357439121"
"evangelisch","2007","Westdeutschland, alte Bundeslaender","maennlich","2663","0.351280201183651","0.340391961817713","0.362168440549589"
"evangelisch","2007","Westdeutschland, alte Bundeslaender","weiblich","3224","0.39139500243595","0.380813855709422","0.401976149162478"
"evangelisch","2007","Ostdeutschland, neue Bundeslaender","maennlich","518","0.212143028385554","0.195834396448324","0.228451660322784"
"evangelisch","2007","Ostdeutschland, neue Bundeslaender","weiblich","737","0.284038515013627","0.266717990167349","0.301359039859904"
"islamische Religionsgemeinschaft","2007","Westdeutschland, alte Bundeslaender","maennlich","320","0.0501417995501624","0.0451640666003294","0.0551195324999954"
"islamische Religionsgemeinschaft","2007","Westdeutschland, alte Bundeslaender","weiblich","304","0.0384151418019138","0.0342483445421564","0.0425819390616712"
"islamische Religionsgemeinschaft","2007","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2007","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2007","Westdeutschland, alte Bundeslaender","maennlich","1528","0.216284504831774","0.206893886988284","0.225675122675265"
"konfessionslos","2007","Westdeutschland, alte Bundeslaender","weiblich","1262","0.15542841514259","0.14757351291234","0.163283317372841"
"konfessionslos","2007","Ostdeutschland, neue Bundeslaender","maennlich","1759","0.734940223843316","0.717333547524923","0.752546900161709"
"konfessionslos","2007","Ostdeutschland, neue Bundeslaender","weiblich","1724","0.658306816270796","0.64009052613854","0.676523106403051"
"andere","2007","Westdeutschland, alte Bundeslaender","maennlich","231","0.0319683100504341","0.0279558855487858","0.0359807345520824"
"andere","2007","Westdeutschland, alte Bundeslaender","weiblich","286","0.0374884850875054","0.033370267832411","0.0416067023425999"
"andere","2007","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2007","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2008","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"katholisch","2008","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"katholisch","2008","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2008","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2008","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"evangelisch","2008","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"evangelisch","2008","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2008","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2008","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2008","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2008","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2008","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2008","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","2008","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","2008","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","2008","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","2008","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"andere","2008","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"andere","2008","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2008","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2009","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"katholisch","2009","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"katholisch","2009","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2009","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2009","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"evangelisch","2009","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"evangelisch","2009","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2009","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2009","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2009","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2009","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2009","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2009","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","2009","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","2009","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","2009","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","2009","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"andere","2009","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"andere","2009","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2009","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2010","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"katholisch","2010","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"katholisch","2010","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2010","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2010","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"evangelisch","2010","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"evangelisch","2010","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2010","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2010","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2010","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2010","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2010","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2010","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","2010","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","2010","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","2010","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","2010","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"andere","2010","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"andere","2010","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2010","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2011","Westdeutschland, alte Bundeslaender","maennlich","2807","0.34636605089905","0.335871786992857","0.356860314805243"
"katholisch","2011","Westdeutschland, alte Bundeslaender","weiblich","3366","0.362211141891075","0.352367243139754","0.372055040642397"
"katholisch","2011","Ostdeutschland, neue Bundeslaender","maennlich","115","0.0381235588526008","0.0304766475518366","0.0457704701533649"
"katholisch","2011","Ostdeutschland, neue Bundeslaender","weiblich","124","0.0465292366517984","0.0386311044713895","0.0544273688322073"
"evangelisch","2011","Westdeutschland, alte Bundeslaender","maennlich","2806","0.342416602841943","0.331950865070708","0.352882340613179"
"evangelisch","2011","Westdeutschland, alte Bundeslaender","weiblich","3634","0.390978395510072","0.38098436891071","0.400972422109435"
"evangelisch","2011","Ostdeutschland, neue Bundeslaender","maennlich","478","0.20535159079131","0.189220407127216","0.221482774455404"
"evangelisch","2011","Ostdeutschland, neue Bundeslaender","weiblich","679","0.253573917772151","0.237260181505729","0.269887654038573"
"islamische Religionsgemeinschaft","2011","Westdeutschland, alte Bundeslaender","maennlich","248","0.0314756717600922","0.0276247934672735","0.0353265500529109"
"islamische Religionsgemeinschaft","2011","Westdeutschland, alte Bundeslaender","weiblich","255","0.026373528648365","0.0230916079865233","0.0296554493102067"
"islamische Religionsgemeinschaft","2011","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2011","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2011","Westdeutschland, alte Bundeslaender","maennlich","1811","0.251148175048378","0.241583285008777","0.260713065087978"
"konfessionslos","2011","Westdeutschland, alte Bundeslaender","weiblich","1606","0.186859302731445","0.178875901029015","0.194842704433876"
"konfessionslos","2011","Ostdeutschland, neue Bundeslaender","maennlich","1799","0.748325678252373","0.73099584162831","0.765655514876436"
"konfessionslos","2011","Ostdeutschland, neue Bundeslaender","weiblich","1899","0.689405020090775","0.672053314101914","0.706756726079636"
"andere","2011","Westdeutschland, alte Bundeslaender","maennlich","225","0.0285934994505364","0.0249177053208545","0.0322692935802182"
"andere","2011","Westdeutschland, alte Bundeslaender","weiblich","297","0.0335776312190417","0.0298882266124442","0.0372670358256392"
"andere","2011","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2011","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2012","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"katholisch","2012","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"katholisch","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2012","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2012","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"evangelisch","2012","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"evangelisch","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2012","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2012","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2012","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2012","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2012","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","2012","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","2012","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","2012","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"andere","2012","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"andere","2012","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2012","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2013","Westdeutschland, alte Bundeslaender","maennlich","488","0.205673331455524","0.18872950184613","0.222617161064918"
"katholisch","2013","Westdeutschland, alte Bundeslaender","weiblich","602","0.245828194613531","0.228533241646113","0.263123147580949"
"katholisch","2013","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2013","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2013","Westdeutschland, alte Bundeslaender","maennlich","281","0.121749923942516","0.108042164968681","0.135457682916351"
"evangelisch","2013","Westdeutschland, alte Bundeslaender","weiblich","325","0.132142138971338","0.118539807296189","0.145744470646487"
"evangelisch","2013","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2013","Ostdeutschland, neue Bundeslaender","weiblich","33","0.125807742363177","0.0799611327655116","0.171654351960843"
"islamische Religionsgemeinschaft","2013","Westdeutschland, alte Bundeslaender","maennlich","529","0.301738301839811","0.282496428867443","0.32098017481218"
"islamische Religionsgemeinschaft","2013","Westdeutschland, alte Bundeslaender","weiblich","511","0.263052465450708","0.245367351325827","0.280737579575588"
"islamische Religionsgemeinschaft","2013","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2013","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2013","Westdeutschland, alte Bundeslaender","maennlich","542","0.254715202681612","0.236450543331264","0.272979862031961"
"konfessionslos","2013","Westdeutschland, alte Bundeslaender","weiblich","488","0.217307004999547","0.200741641129179","0.233872368869915"
"konfessionslos","2013","Ostdeutschland, neue Bundeslaender","maennlich","85","0.493520462289766","0.419234457675282","0.567806466904251"
"konfessionslos","2013","Ostdeutschland, neue Bundeslaender","weiblich","90","0.520299267304628","0.451233655962603","0.589364878646653"
"andere","2013","Westdeutschland, alte Bundeslaender","maennlich","346","0.116123240080536","0.102693164949112","0.129553315211961"
"andere","2013","Westdeutschland, alte Bundeslaender","weiblich","455","0.141670195964877","0.127663531112421","0.155676860817332"
"andere","2013","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2013","Ostdeutschland, neue Bundeslaender","weiblich","34","0.143494449930881","0.09502894910491","0.191959950756852"
"katholisch","2014","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"katholisch","2014","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"katholisch","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2014","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2014","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"evangelisch","2014","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"evangelisch","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2014","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2014","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2014","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2014","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2014","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","2014","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","2014","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","2014","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"andere","2014","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"andere","2014","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2014","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2015","Westdeutschland, alte Bundeslaender","maennlich","3229","0.333838608593259","0.324519017853623","0.343158199332895"
"katholisch","2015","Westdeutschland, alte Bundeslaender","weiblich","3951","0.353428445742955","0.344707061558865","0.362149829927046"
"katholisch","2015","Ostdeutschland, neue Bundeslaender","maennlich","144","0.0369974969436985","0.029561137582267","0.0444338563051301"
"katholisch","2015","Ostdeutschland, neue Bundeslaender","weiblich","155","0.0421456251254362","0.0348902860589193","0.0494009641919531"
"evangelisch","2015","Westdeutschland, alte Bundeslaender","maennlich","2871","0.309999283014643","0.300859330347243","0.319139235682042"
"evangelisch","2015","Westdeutschland, alte Bundeslaender","weiblich","3781","0.359932855232054","0.351175965444607","0.368689745019501"
"evangelisch","2015","Ostdeutschland, neue Bundeslaender","maennlich","446","0.185500825618366","0.170187174907621","0.200814476329112"
"evangelisch","2015","Ostdeutschland, neue Bundeslaender","weiblich","659","0.225642214991196","0.210547923541711","0.24073650644068"
"islamische Religionsgemeinschaft","2015","Westdeutschland, alte Bundeslaender","maennlich","688","0.0530160257496139","0.0485879633729951","0.0574440881262326"
"islamische Religionsgemeinschaft","2015","Westdeutschland, alte Bundeslaender","weiblich","705","0.0413726909183421","0.0377393332389256","0.0450060485977586"
"islamische Religionsgemeinschaft","2015","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2015","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2015","Westdeutschland, alte Bundeslaender","maennlich","2435","0.268738120246159","0.259977397510187","0.27749884298213"
"konfessionslos","2015","Westdeutschland, alte Bundeslaender","weiblich","2288","0.205458441020027","0.198087097107673","0.212829784932381"
"konfessionslos","2015","Ostdeutschland, neue Bundeslaender","maennlich","1816","0.761801372863057","0.745019091733938","0.778583653992176"
"konfessionslos","2015","Ostdeutschland, neue Bundeslaender","weiblich","2039","0.713047719980569","0.696713595632396","0.729381844328742"
"andere","2015","Westdeutschland, alte Bundeslaender","maennlich","613","0.0344079623963259","0.0308057845879825","0.0380101402046694"
"andere","2015","Westdeutschland, alte Bundeslaender","weiblich","816","0.0398075670866213","0.0362406884894467","0.043374445683796"
"andere","2015","Ostdeutschland, neue Bundeslaender","maennlich","48","0.0124869077446469","0.00811209597340366","0.0168617195158901"
"andere","2015","Ostdeutschland, neue Bundeslaender","weiblich","71","0.0159376067471011","0.0114153565050951","0.0204598569891071"
"katholisch","2016","Westdeutschland, alte Bundeslaender","maennlich","85","0.0815825652873678","0.0703246425895347","0.0928404879852009"
"katholisch","2016","Westdeutschland, alte Bundeslaender","weiblich","68","0.180292533124395","0.160402273295844","0.200182792952947"
"katholisch","2016","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2016","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2016","Westdeutschland, alte Bundeslaender","maennlich","54","0.0414595399191142","0.0332606135221233","0.0496584663161051"
"evangelisch","2016","Westdeutschland, alte Bundeslaender","weiblich","49","0.0827908844885276","0.0685332465226955","0.0970485224543597"
"evangelisch","2016","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2016","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2016","Westdeutschland, alte Bundeslaender","maennlich","1621","0.611276382143616","0.591228024732212","0.631324739555021"
"islamische Religionsgemeinschaft","2016","Westdeutschland, alte Bundeslaender","weiblich","948","0.412977425688761","0.387502513353663","0.438452338023859"
"islamische Religionsgemeinschaft","2016","Ostdeutschland, neue Bundeslaender","maennlich","343","0.638395896392975","0.595854497226973","0.680937295558976"
"islamische Religionsgemeinschaft","2016","Ostdeutschland, neue Bundeslaender","weiblich","197","0.439068718047188","0.381653341019404","0.496484095074972"
"konfessionslos","2016","Westdeutschland, alte Bundeslaender","maennlich","150","0.123555023942816","0.110020840567389","0.137089207318244"
"konfessionslos","2016","Westdeutschland, alte Bundeslaender","weiblich","77","0.117048618618627","0.100415500104217","0.133681737133037"
"konfessionslos","2016","Ostdeutschland, neue Bundeslaender","maennlich","54","0.11153556710351","0.0836630131833738","0.139408121023647"
"konfessionslos","2016","Ostdeutschland, neue Bundeslaender","weiblich","32","0.361952571826321","0.306354534944121","0.41755060870852"
"andere","2016","Westdeutschland, alte Bundeslaender","maennlich","361","0.142126488707085","0.127765356959041","0.15648762045513"
"andere","2016","Westdeutschland, alte Bundeslaender","weiblich","293","0.206890538079689","0.185932094849465","0.227848981309914"
"andere","2016","Ostdeutschland, neue Bundeslaender","maennlich","73","0.181354975468739","0.147238622278404","0.215471328659075"
"andere","2016","Ostdeutschland, neue Bundeslaender","weiblich","40","0.129709094400307","0.0908381959525799","0.168579992848035"
"katholisch","2017","Westdeutschland, alte Bundeslaender","maennlich","40","0.12689564746355","0.110367628442838","0.143423666484262"
"katholisch","2017","Westdeutschland, alte Bundeslaender","weiblich","39","0.216158279859472","0.192682324898814","0.23963423482013"
"katholisch","2017","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2017","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2017","Westdeutschland, alte Bundeslaender","maennlich","55","0.0767390458434524","0.0635219878256464","0.0899561038612584"
"evangelisch","2017","Westdeutschland, alte Bundeslaender","weiblich","44","0.115496406326033","0.0972676441552183","0.133725168496847"
"evangelisch","2017","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2017","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2017","Westdeutschland, alte Bundeslaender","maennlich","1144","0.583835438769357","0.559359343310827","0.608311534227888"
"islamische Religionsgemeinschaft","2017","Westdeutschland, alte Bundeslaender","weiblich","843","0.39265816316571","0.364806761485955","0.420509564845465"
"islamische Religionsgemeinschaft","2017","Ostdeutschland, neue Bundeslaender","maennlich","103","0.488715839928559","0.407632610090262","0.569799069766856"
"islamische Religionsgemeinschaft","2017","Ostdeutschland, neue Bundeslaender","weiblich","96","0.578032462189731","0.491454228799458","0.664610695580004"
"konfessionslos","2017","Westdeutschland, alte Bundeslaender","maennlich","94","0.120120874227786","0.103977841999066","0.136263906456507"
"konfessionslos","2017","Westdeutschland, alte Bundeslaender","weiblich","54","0.118342566003709","0.0999202778960187","0.136764854111399"
"konfessionslos","2017","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","2017","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","2017","Westdeutschland, alte Bundeslaender","maennlich","225","0.0924089936958539","0.0780287390490871","0.106789248342621"
"andere","2017","Westdeutschland, alte Bundeslaender","weiblich","201","0.157344584645077","0.13657757089553","0.178111598394623"
"andere","2017","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2017","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"katholisch","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"katholisch","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"katholisch","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"evangelisch","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"evangelisch","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"evangelisch","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"evangelisch","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"islamische Religionsgemeinschaft","2018","Westdeutschland, alte Bundeslaender","maennlich","131","0.324998028442379","0.26149889014454","0.388497166740219"
"islamische Religionsgemeinschaft","2018","Westdeutschland, alte Bundeslaender","weiblich","151","0.539656686733791","0.474091801596774","0.605221571870807"
"islamische Religionsgemeinschaft","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"islamische Religionsgemeinschaft","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"konfessionslos","2018","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"konfessionslos","2018","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"konfessionslos","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"konfessionslos","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"andere","2018","Westdeutschland, alte Bundeslaender","maennlich","47","0.174938722301256","0.123432342542581","0.226445102059932"
"andere","2018","Westdeutschland, alte Bundeslaender","weiblich","43","0.0671123376133867","0.034197822497772","0.100026852729001"
"andere","2018","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"andere","2018","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"katholisch","2019","Westdeutschland, alte Bundeslaender","maennlich","2950","0.300881732217479","0.292521759810603","0.309241704624355"
"katholisch","2019","Westdeutschland, alte Bundeslaender","weiblich","3419","0.325438272287187","0.316984466842588","0.333892077731786"
"katholisch","2019","Ostdeutschland, neue Bundeslaender","maennlich","130","0.0313105066599046","0.0250066917897667","0.0376143215300426"
"katholisch","2019","Ostdeutschland, neue Bundeslaender","weiblich","137","0.0417668195119483","0.0347436848584214","0.0487899541654751"
"evangelisch","2019","Westdeutschland, alte Bundeslaender","maennlich","2806","0.281378794436418","0.273182315917228","0.289575272955608"
"evangelisch","2019","Westdeutschland, alte Bundeslaender","weiblich","3517","0.335130208364713","0.326613296045364","0.343647120684062"
"evangelisch","2019","Ostdeutschland, neue Bundeslaender","maennlich","480","0.172428864976031","0.158755551834635","0.186102178117428"
"evangelisch","2019","Ostdeutschland, neue Bundeslaender","weiblich","604","0.20950970470399","0.195223066935482","0.223796342472498"
"islamische Religionsgemeinschaft","2019","Westdeutschland, alte Bundeslaender","maennlich","1953","0.064991265028518","0.0604979492808157","0.0694845807762204"
"islamische Religionsgemeinschaft","2019","Westdeutschland, alte Bundeslaender","weiblich","1425","0.052534558118577","0.0485091370216792","0.0565599792154749"
"islamische Religionsgemeinschaft","2019","Ostdeutschland, neue Bundeslaender","maennlich","261","0.0164448924246641","0.0118414684470606","0.0210483164022675"
"islamische Religionsgemeinschaft","2019","Ostdeutschland, neue Bundeslaender","weiblich","190","0.00680877941724166","0.0039218859472654","0.00969567288721792"
"konfessionslos","2019","Westdeutschland, alte Bundeslaender","maennlich","3140","0.310889877680636","0.302453049314777","0.319326706046494"
"konfessionslos","2019","Westdeutschland, alte Bundeslaender","weiblich","2624","0.238631430127916","0.230940685660821","0.24632217459501"
"konfessionslos","2019","Ostdeutschland, neue Bundeslaender","maennlich","1990","0.767610088425624","0.752322285334214","0.782897891517035"
"konfessionslos","2019","Ostdeutschland, neue Bundeslaender","weiblich","2118","0.731265051807534","0.715702558650278","0.74682754496479"
"andere","2019","Westdeutschland, alte Bundeslaender","maennlich","713","0.0418583306369495","0.0382079561153763","0.0455087051585228"
"andere","2019","Westdeutschland, alte Bundeslaender","weiblich","815","0.0482655311016077","0.0443984477654252","0.0521326144377902"
"andere","2019","Ostdeutschland, neue Bundeslaender","maennlich","71","0.0122056475137756","0.00823117233240528","0.016180122695146"
"andere","2019","Ostdeutschland, neue Bundeslaender","weiblich","68","0.0106496445592864","0.00704616300351125","0.0142531261150615"
