"religion","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"islamische Religionsgemeinschaft","2002","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2002","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2002","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2002","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2002","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2002","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","2002","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","2002","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2002","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2002","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2002","indirekter Migrationshintergrund","weiblich","","","",""
"andere","2002","kein Migrationshintergrund","maennlich","","","",""
"andere","2002","kein Migrationshintergrund","weiblich","","","",""
"andere","2002","direkter Migrationshintergrund","maennlich","","","",""
"andere","2002","direkter Migrationshintergrund","weiblich","","","",""
"andere","2002","indirekter Migrationshintergrund","maennlich","","","",""
"andere","2002","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2003","kein Migrationshintergrund","maennlich","2534","0.29694642710466","0.287521335547396","0.306371518661924"
"katholisch","2003","kein Migrationshintergrund","weiblich","2870","0.321304720407662","0.312021237848052","0.330588202967273"
"katholisch","2003","direkter Migrationshintergrund","maennlich","435","0.321662822557902","0.295901410754772","0.347424234361032"
"katholisch","2003","direkter Migrationshintergrund","weiblich","498","0.375943391199521","0.350219731363161","0.401667051035881"
"katholisch","2003","indirekter Migrationshintergrund","maennlich","131","0.339489686674494","0.2913044240347","0.387674949314288"
"katholisch","2003","indirekter Migrationshintergrund","weiblich","152","0.36081790402192","0.314389525069008","0.407246282974832"
"evangelisch","2003","kein Migrationshintergrund","maennlich","3059","0.352546166405262","0.342690982852712","0.362401349957812"
"evangelisch","2003","kein Migrationshintergrund","weiblich","3816","0.410674240006176","0.400894182642805","0.420454297369548"
"evangelisch","2003","direkter Migrationshintergrund","maennlich","181","0.170997772710102","0.150233367698325","0.191762177721879"
"evangelisch","2003","direkter Migrationshintergrund","weiblich","243","0.205648336273957","0.184183452455239","0.227113220092675"
"evangelisch","2003","indirekter Migrationshintergrund","maennlich","51","0.19332624978072","0.153142032645518","0.233510466915921"
"evangelisch","2003","indirekter Migrationshintergrund","weiblich","74","0.266518472324016","0.22377346182109","0.309263482826943"
"islamische Religionsgemeinschaft","2003","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2003","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2003","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2003","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2003","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2003","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2003","kein Migrationshintergrund","maennlich","3338","0.339921038724161","0.330150032638931","0.349692044809391"
"konfessionslos","2003","kein Migrationshintergrund","weiblich","2916","0.25544813120899","0.246778236914287","0.264118025503693"
"konfessionslos","2003","direkter Migrationshintergrund","maennlich","189","0.170731094661618","0.149979550507707","0.191482638815529"
"konfessionslos","2003","direkter Migrationshintergrund","weiblich","176","0.143867580885496","0.125229058520568","0.162506103250423"
"konfessionslos","2003","indirekter Migrationshintergrund","maennlich","62","0.164958521011069","0.127192386324239","0.202724655697899"
"konfessionslos","2003","indirekter Migrationshintergrund","weiblich","51","0.124161084995853","0.0922800766877049","0.156042093304001"
"andere","2003","kein Migrationshintergrund","maennlich","97","0.0105863677659171","0.00847523887423894","0.0126974966575953"
"andere","2003","kein Migrationshintergrund","weiblich","118","0.0125729083771712","0.0103578490981863","0.0147879676561561"
"andere","2003","direkter Migrationshintergrund","maennlich","458","0.336608310070377","0.31054714386448","0.362669476276275"
"andere","2003","direkter Migrationshintergrund","weiblich","445","0.274540691641027","0.250839541158105","0.298241842123948"
"andere","2003","indirekter Migrationshintergrund","maennlich","127","0.302225542533717","0.255496782928409","0.348954302139026"
"andere","2003","indirekter Migrationshintergrund","weiblich","134","0.248502538658211","0.206723700932322","0.2902813763841"
"katholisch","2004","kein Migrationshintergrund","maennlich","","","",""
"katholisch","2004","kein Migrationshintergrund","weiblich","","","",""
"katholisch","2004","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","2004","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","2004","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","2004","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","2004","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","2004","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","2004","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","2004","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","2004","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2004","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2004","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2004","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2004","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2004","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2004","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2004","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2004","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","2004","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","2004","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2004","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2004","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2004","indirekter Migrationshintergrund","weiblich","","","",""
"andere","2004","kein Migrationshintergrund","maennlich","","","",""
"andere","2004","kein Migrationshintergrund","weiblich","","","",""
"andere","2004","direkter Migrationshintergrund","maennlich","","","",""
"andere","2004","direkter Migrationshintergrund","weiblich","","","",""
"andere","2004","indirekter Migrationshintergrund","maennlich","","","",""
"andere","2004","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2005","kein Migrationshintergrund","maennlich","","","",""
"katholisch","2005","kein Migrationshintergrund","weiblich","","","",""
"katholisch","2005","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","2005","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","2005","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","2005","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","2005","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","2005","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","2005","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","2005","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","2005","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2005","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2005","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2005","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2005","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2005","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2005","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2005","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2005","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","2005","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","2005","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2005","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2005","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2005","indirekter Migrationshintergrund","weiblich","","","",""
"andere","2005","kein Migrationshintergrund","maennlich","","","",""
"andere","2005","kein Migrationshintergrund","weiblich","","","",""
"andere","2005","direkter Migrationshintergrund","maennlich","","","",""
"andere","2005","direkter Migrationshintergrund","weiblich","","","",""
"andere","2005","indirekter Migrationshintergrund","maennlich","","","",""
"andere","2005","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2006","kein Migrationshintergrund","maennlich","","","",""
"katholisch","2006","kein Migrationshintergrund","weiblich","","","",""
"katholisch","2006","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","2006","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","2006","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","2006","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","2006","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","2006","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","2006","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","2006","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","2006","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2006","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2006","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2006","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2006","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2006","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2006","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2006","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2006","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","2006","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","2006","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2006","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2006","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2006","indirekter Migrationshintergrund","weiblich","","","",""
"andere","2006","kein Migrationshintergrund","maennlich","","","",""
"andere","2006","kein Migrationshintergrund","weiblich","","","",""
"andere","2006","direkter Migrationshintergrund","maennlich","","","",""
"andere","2006","direkter Migrationshintergrund","weiblich","","","",""
"andere","2006","indirekter Migrationshintergrund","maennlich","","","",""
"andere","2006","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2007","kein Migrationshintergrund","maennlich","2331","0.28800591335221","0.278347342401154","0.297664484303265"
"katholisch","2007","kein Migrationshintergrund","weiblich","2661","0.306176028199258","0.296767103735097","0.315584952663418"
"katholisch","2007","direkter Migrationshintergrund","maennlich","314","0.307013446043487","0.278193600826073","0.335833291260901"
"katholisch","2007","direkter Migrationshintergrund","weiblich","400","0.360515373286856","0.332691856170068","0.388338890403644"
"katholisch","2007","indirekter Migrationshintergrund","maennlich","115","0.308213390670924","0.261163452589831","0.355263328752018"
"katholisch","2007","indirekter Migrationshintergrund","weiblich","158","0.392200464552648","0.345226385271176","0.43917454383412"
"evangelisch","2007","kein Migrationshintergrund","maennlich","2939","0.354384756258544","0.344182449372056","0.364587063145032"
"evangelisch","2007","kein Migrationshintergrund","weiblich","3645","0.406345441080246","0.396319056965735","0.416371825194756"
"evangelisch","2007","direkter Migrationshintergrund","maennlich","174","0.171263946339569","0.147724749976","0.194803142703137"
"evangelisch","2007","direkter Migrationshintergrund","weiblich","243","0.202630794236518","0.179338217668605","0.225923370804432"
"evangelisch","2007","indirekter Migrationshintergrund","maennlich","68","0.200659037828725","0.15985129005962","0.24146678559783"
"evangelisch","2007","indirekter Migrationshintergrund","weiblich","73","0.215436558481396","0.175881887377125","0.254991229585666"
"islamische Religionsgemeinschaft","2007","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2007","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2007","direkter Migrationshintergrund","maennlich","237","0.244732927049728","0.217870390480716","0.27159546361874"
"islamische Religionsgemeinschaft","2007","direkter Migrationshintergrund","weiblich","222","0.182433586989239","0.160054158158903","0.204813015819575"
"islamische Religionsgemeinschaft","2007","indirekter Migrationshintergrund","maennlich","82","0.223550852212159","0.181099463420412","0.266002241003905"
"islamische Religionsgemeinschaft","2007","indirekter Migrationshintergrund","weiblich","78","0.164901889471228","0.129198815546604","0.200604963395852"
"konfessionslos","2007","kein Migrationshintergrund","maennlich","3085","0.345490613500314","0.335347996068713","0.355633230931915"
"konfessionslos","2007","kein Migrationshintergrund","weiblich","2799","0.27510082832317","0.265984614777549","0.28421704186879"
"konfessionslos","2007","direkter Migrationshintergrund","maennlich","140","0.168996834799019","0.145581996328517","0.192411673269521"
"konfessionslos","2007","direkter Migrationshintergrund","weiblich","131","0.114950440632997","0.0964673669825167","0.133433514283477"
"konfessionslos","2007","indirekter Migrationshintergrund","maennlich","62","0.1728024608105","0.134278865915302","0.211326055705698"
"konfessionslos","2007","indirekter Migrationshintergrund","weiblich","56","0.133509519310312","0.100785845365704","0.166233193254921"
"andere","2007","kein Migrationshintergrund","maennlich","86","0.0118188051421805","0.00951376200437409","0.0141238482799869"
"andere","2007","kein Migrationshintergrund","weiblich","109","0.0118045839670074","0.00959974691036175","0.0140094210236531"
"andere","2007","direkter Migrationshintergrund","maennlich","119","0.107992845768197","0.0886004170656597","0.127385274470735"
"andere","2007","direkter Migrationshintergrund","weiblich","148","0.139469804854389","0.119394681046293","0.159544928662485"
"andere","2007","indirekter Migrationshintergrund","maennlich","43","0.0947742584776919","0.0649293072013578","0.124619209754026"
"andere","2007","indirekter Migrationshintergrund","weiblich","50","0.0939515681844163","0.0658809636416768","0.122022172727156"
"katholisch","2008","kein Migrationshintergrund","maennlich","","","",""
"katholisch","2008","kein Migrationshintergrund","weiblich","","","",""
"katholisch","2008","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","2008","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","2008","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","2008","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","2008","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","2008","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","2008","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","2008","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","2008","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2008","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2008","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2008","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2008","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2008","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2008","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2008","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2008","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","2008","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","2008","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2008","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2008","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2008","indirekter Migrationshintergrund","weiblich","","","",""
"andere","2008","kein Migrationshintergrund","maennlich","","","",""
"andere","2008","kein Migrationshintergrund","weiblich","","","",""
"andere","2008","direkter Migrationshintergrund","maennlich","","","",""
"andere","2008","direkter Migrationshintergrund","weiblich","","","",""
"andere","2008","indirekter Migrationshintergrund","maennlich","","","",""
"andere","2008","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2009","kein Migrationshintergrund","maennlich","","","",""
"katholisch","2009","kein Migrationshintergrund","weiblich","","","",""
"katholisch","2009","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","2009","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","2009","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","2009","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","2009","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","2009","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","2009","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","2009","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","2009","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2009","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2009","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2009","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2009","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2009","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2009","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2009","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2009","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","2009","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","2009","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2009","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2009","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2009","indirekter Migrationshintergrund","weiblich","","","",""
"andere","2009","kein Migrationshintergrund","maennlich","","","",""
"andere","2009","kein Migrationshintergrund","weiblich","","","",""
"andere","2009","direkter Migrationshintergrund","maennlich","","","",""
"andere","2009","direkter Migrationshintergrund","weiblich","","","",""
"andere","2009","indirekter Migrationshintergrund","maennlich","","","",""
"andere","2009","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2010","kein Migrationshintergrund","maennlich","","","",""
"katholisch","2010","kein Migrationshintergrund","weiblich","","","",""
"katholisch","2010","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","2010","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","2010","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","2010","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","2010","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","2010","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","2010","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","2010","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","2010","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2010","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2010","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2010","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2010","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2010","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2010","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2010","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2010","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","2010","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","2010","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2010","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2010","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2010","indirekter Migrationshintergrund","weiblich","","","",""
"andere","2010","kein Migrationshintergrund","maennlich","","","",""
"andere","2010","kein Migrationshintergrund","weiblich","","","",""
"andere","2010","direkter Migrationshintergrund","maennlich","","","",""
"andere","2010","direkter Migrationshintergrund","weiblich","","","",""
"andere","2010","indirekter Migrationshintergrund","maennlich","","","",""
"andere","2010","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2011","kein Migrationshintergrund","maennlich","2485","0.278225631716168","0.268949386079885","0.28750187735245"
"katholisch","2011","kein Migrationshintergrund","weiblich","2899","0.289479634120398","0.280695143318591","0.298264124922205"
"katholisch","2011","direkter Migrationshintergrund","maennlich","300","0.330887782523182","0.300743842812819","0.361031722233545"
"katholisch","2011","direkter Migrationshintergrund","weiblich","414","0.380881336688444","0.353291037840025","0.408471635536863"
"katholisch","2011","indirekter Migrationshintergrund","maennlich","137","0.380884730702374","0.33359104963686","0.428178411767888"
"katholisch","2011","indirekter Migrationshintergrund","weiblich","177","0.420215118600561","0.375157637596497","0.465272599604626"
"evangelisch","2011","kein Migrationshintergrund","maennlich","3021","0.338118640862236","0.328326050756343","0.347911230968128"
"evangelisch","2011","kein Migrationshintergrund","weiblich","3953","0.398419256381564","0.38893645961599","0.407902053147138"
"evangelisch","2011","direkter Migrationshintergrund","maennlich","198","0.208897636158211","0.182854500656802","0.23494077165962"
"evangelisch","2011","direkter Migrationshintergrund","weiblich","278","0.204095355379519","0.181196082593027","0.226994628166011"
"evangelisch","2011","indirekter Migrationshintergrund","maennlich","65","0.181208937609469","0.143694630172107","0.21872324504683"
"evangelisch","2011","indirekter Migrationshintergrund","weiblich","82","0.191522822416821","0.155602371708413","0.227443273125229"
"islamische Religionsgemeinschaft","2011","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2011","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2011","direkter Migrationshintergrund","maennlich","176","0.175311675287277","0.150952616153317","0.199670734421236"
"islamische Religionsgemeinschaft","2011","direkter Migrationshintergrund","weiblich","166","0.116674463701544","0.0984345445134029","0.134914382889685"
"islamische Religionsgemeinschaft","2011","indirekter Migrationshintergrund","maennlich","68","0.122318980967019","0.090408315600511","0.154229646333527"
"islamische Religionsgemeinschaft","2011","indirekter Migrationshintergrund","weiblich","85","0.17725548314604","0.142395275809428","0.212115690482652"
"konfessionslos","2011","kein Migrationshintergrund","maennlich","3347","0.372052782075139","0.362047328237447","0.382058235912831"
"konfessionslos","2011","kein Migrationshintergrund","weiblich","3235","0.297980938211005","0.289121870655687","0.306840005766322"
"konfessionslos","2011","direkter Migrationshintergrund","maennlich","171","0.187534849007244","0.162528313388426","0.212541384626061"
"konfessionslos","2011","direkter Migrationshintergrund","weiblich","191","0.169692048712554","0.148365285098169","0.191018812326939"
"konfessionslos","2011","indirekter Migrationshintergrund","maennlich","92","0.215029208763238","0.17501667475126","0.255041742775216"
"konfessionslos","2011","indirekter Migrationshintergrund","weiblich","79","0.160684412014866","0.127161082433931","0.194207741595802"
"andere","2011","kein Migrationshintergrund","maennlich","107","0.011055611517367","0.00889114802944616","0.0132200750052879"
"andere","2011","kein Migrationshintergrund","weiblich","147","0.0134127033010237","0.0111845491266974","0.01564085747535"
"andere","2011","direkter Migrationshintergrund","maennlich","91","0.0973680570240867","0.0783759229361283","0.116360191112045"
"andere","2011","direkter Migrationshintergrund","weiblich","141","0.12865679551794","0.109633506783521","0.147680084252359"
"andere","2011","indirekter Migrationshintergrund","maennlich","43","0.1005581419579","0.0712683864219221","0.129847897493878"
"andere","2011","indirekter Migrationshintergrund","weiblich","38","0.0503221638217111","0.0303665342750128","0.0702777933684094"
"katholisch","2012","kein Migrationshintergrund","maennlich","","","",""
"katholisch","2012","kein Migrationshintergrund","weiblich","","","",""
"katholisch","2012","direkter Migrationshintergrund","maennlich","","","",""
"katholisch","2012","direkter Migrationshintergrund","weiblich","","","",""
"katholisch","2012","indirekter Migrationshintergrund","maennlich","","","",""
"katholisch","2012","indirekter Migrationshintergrund","weiblich","","","",""
"evangelisch","2012","kein Migrationshintergrund","maennlich","","","",""
"evangelisch","2012","kein Migrationshintergrund","weiblich","","","",""
"evangelisch","2012","direkter Migrationshintergrund","maennlich","","","",""
"evangelisch","2012","direkter Migrationshintergrund","weiblich","","","",""
"evangelisch","2012","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2012","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2012","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2012","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2012","direkter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2012","direkter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2012","indirekter Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2012","indirekter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2012","kein Migrationshintergrund","maennlich","","","",""
"konfessionslos","2012","kein Migrationshintergrund","weiblich","","","",""
"konfessionslos","2012","direkter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2012","direkter Migrationshintergrund","weiblich","","","",""
"konfessionslos","2012","indirekter Migrationshintergrund","maennlich","","","",""
"konfessionslos","2012","indirekter Migrationshintergrund","weiblich","","","",""
"andere","2012","kein Migrationshintergrund","maennlich","","","",""
"andere","2012","kein Migrationshintergrund","weiblich","","","",""
"andere","2012","direkter Migrationshintergrund","maennlich","","","",""
"andere","2012","direkter Migrationshintergrund","weiblich","","","",""
"andere","2012","indirekter Migrationshintergrund","maennlich","","","",""
"andere","2012","indirekter Migrationshintergrund","weiblich","","","",""
"katholisch","2013","kein Migrationshintergrund","maennlich","47","0.243119659851856","0.180798425131095","0.305440894572616"
"katholisch","2013","kein Migrationshintergrund","weiblich","46","0.347617059814941","0.268733606979438","0.426500512650444"
"katholisch","2013","direkter Migrationshintergrund","maennlich","351","0.197803619545259","0.178862359445702","0.216744879644815"
"katholisch","2013","direkter Migrationshintergrund","weiblich","478","0.245422447884801","0.226524593147421","0.264320302622181"
"katholisch","2013","indirekter Migrationshintergrund","maennlich","111","0.203235480714809","0.167198774271893","0.239272187157724"
"katholisch","2013","indirekter Migrationshintergrund","weiblich","97","0.18382130025865","0.148033716349709","0.219608884167591"
"evangelisch","2013","kein Migrationshintergrund","maennlich","47","0.280114460141618","0.214874770490555","0.34535414979268"
"evangelisch","2013","kein Migrationshintergrund","weiblich","37","0.237743413914844","0.167227211897114","0.308259615932574"
"evangelisch","2013","direkter Migrationshintergrund","maennlich","232","0.134086983728903","0.117884490587095","0.150289476870711"
"evangelisch","2013","direkter Migrationshintergrund","weiblich","293","0.136589785160896","0.121509098164468","0.151670472157324"
"evangelisch","2013","indirekter Migrationshintergrund","maennlich","","","",""
"evangelisch","2013","indirekter Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2013","kein Migrationshintergrund","maennlich","","","",""
"islamische Religionsgemeinschaft","2013","kein Migrationshintergrund","weiblich","","","",""
"islamische Religionsgemeinschaft","2013","direkter Migrationshintergrund","maennlich","368","0.256975931097963","0.236198154768689","0.277753707427237"
"islamische Religionsgemeinschaft","2013","direkter Migrationshintergrund","weiblich","366","0.221209289031533","0.202982276785811","0.239436301277256"
"islamische Religionsgemeinschaft","2013","indirekter Migrationshintergrund","maennlich","173","0.425663369765504","0.381384479122902","0.469942260408107"
"islamische Religionsgemeinschaft","2013","indirekter Migrationshintergrund","weiblich","163","0.416960595659521","0.371405360274381","0.462515831044662"
"konfessionslos","2013","kein Migrationshintergrund","maennlich","81","0.401835176564616","0.33060782309942","0.473062530029812"
"konfessionslos","2013","kein Migrationshintergrund","weiblich","48","0.351818143666017","0.272715385884474","0.43092090144756"
"konfessionslos","2013","direkter Migrationshintergrund","maennlich","436","0.267381359027957","0.246336018992362","0.288426699063552"
"konfessionslos","2013","direkter Migrationshintergrund","weiblich","436","0.227933553910053","0.209511633814861","0.246355474005246"
"konfessionslos","2013","indirekter Migrationshintergrund","maennlich","110","0.235236668894573","0.197253047112552","0.273220290676595"
"konfessionslos","2013","indirekter Migrationshintergrund","weiblich","94","0.228987802305506","0.190165737248253","0.267809867362759"
