"religion","year","migback","n","percent","lower_confidence","upper_confidence"
"konfessionslos","2016","direkter Migrationshintergrund","302","0.112920965811502","0.103621959659842","0.122219971963163"
"konfessionslos","2016","indirekter Migrationshintergrund","","","",""
"andere","2016","kein Migrationshintergrund","","","",""
"andere","2016","direkter Migrationshintergrund","764","0.175112785723077","0.163946099830807","0.186279471615347"
"andere","2016","indirekter Migrationshintergrund","","","",""
"katholisch","2017","kein Migrationshintergrund","","","",""
"katholisch","2017","direkter Migrationshintergrund","73","0.148100393560031","0.135304384155487","0.160896402964575"
"katholisch","2017","indirekter Migrationshintergrund","","","",""
"evangelisch","2017","kein Migrationshintergrund","","","",""
"evangelisch","2017","direkter Migrationshintergrund","93","0.0594976057478668","0.0509757940612134","0.0680194174345202"
"evangelisch","2017","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2017","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2017","direkter Migrationshintergrund","2174","0.555170312972004","0.537267872653636","0.573072753290372"
"islamische Religionsgemeinschaft","2017","indirekter Migrationshintergrund","","","",""
"konfessionslos","2017","kein Migrationshintergrund","","","",""
"konfessionslos","2017","direkter Migrationshintergrund","162","0.0919363555715418","0.081527475093193","0.102345236049891"
"konfessionslos","2017","indirekter Migrationshintergrund","","","",""
"andere","2017","kein Migrationshintergrund","","","",""
"andere","2017","direkter Migrationshintergrund","458","0.145295332148557","0.132600232784128","0.157990431512985"
"andere","2017","indirekter Migrationshintergrund","","","",""
"katholisch","2018","kein Migrationshintergrund","","","",""
"katholisch","2018","direkter Migrationshintergrund","","","",""
"katholisch","2018","indirekter Migrationshintergrund","","","",""
"evangelisch","2018","kein Migrationshintergrund","","","",""
"evangelisch","2018","direkter Migrationshintergrund","","","",""
"evangelisch","2018","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2018","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2018","direkter Migrationshintergrund","324","0.508973241664246","0.46328870440535","0.554657778923142"
"islamische Religionsgemeinschaft","2018","indirekter Migrationshintergrund","","","",""
"konfessionslos","2018","kein Migrationshintergrund","","","",""
"konfessionslos","2018","direkter Migrationshintergrund","","","",""
"konfessionslos","2018","indirekter Migrationshintergrund","","","",""
"andere","2018","kein Migrationshintergrund","","","",""
"andere","2018","direkter Migrationshintergrund","91","0.15399767497834","0.121013013180775","0.186982336775904"
"andere","2018","indirekter Migrationshintergrund","","","",""
"katholisch","2019","kein Migrationshintergrund","5237","0.267625602340343","0.261523984987345","0.27372721969334"
"katholisch","2019","direkter Migrationshintergrund","992","0.258986176054986","0.249125478291042","0.26884687381893"
"katholisch","2019","indirekter Migrationshintergrund","414","0.260142370331656","0.2392199033503","0.281064837313013"
"evangelisch","2019","kein Migrationshintergrund","6526","0.334343619504394","0.327841781687622","0.340845457321166"
"evangelisch","2019","direkter Migrationshintergrund","591","0.114395948675171","0.107231524009696","0.121560373340646"
"evangelisch","2019","indirekter Migrationshintergrund","302","0.167788167082875","0.1499672161499","0.18560911801585"
"islamische Religionsgemeinschaft","2019","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","2019","direkter Migrationshintergrund","3500","0.220885480959488","0.211547769822156","0.230223192096819"
"islamische Religionsgemeinschaft","2019","indirekter Migrationshintergrund","306","0.227327135854865","0.207339715946486","0.247314555763243"
"konfessionslos","2019","kein Migrationshintergrund","8133","0.381252885106629","0.374559008142516","0.387946762070742"
"konfessionslos","2019","direkter Migrationshintergrund","1247","0.258085318000843","0.248235803287835","0.267934832713851"
"konfessionslos","2019","indirekter Migrationshintergrund","552","0.293196350494421","0.271486244791177","0.314906456197664"
"andere","2019","kein Migrationshintergrund","305","0.015745520961179","0.0140297995152646","0.0174612424070935"
"andere","2019","direkter Migrationshintergrund","1252","0.147647076309513","0.139662013173817","0.155632139445208"
"andere","2019","indirekter Migrationshintergrund","115","0.0515459762361832","0.0410011654197086","0.0620907870526579"
